English Word	Valence	Arousal	Dominance	Irish Word
technician	0.592	0.510	0.713	teicneoir
technique	0.760	0.414	0.593	teicnic
techno	0.561	0.539	0.500	teicneo
technological	0.680	0.452	0.815	teicneolaíochta
technology	0.776	0.490	0.825	teicneolaíochta
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teidí
tedious	0.104	0.406	0.241	tedious
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	ag cur thar maoil
teen	0.729	0.531	0.568	déagóir
teenager	0.781	0.593	0.527	dhéagóir
teens	0.653	0.660	0.440	déagóirí
teensy	0.520	0.427	0.347	déagóirí
teeny	0.427	0.418	0.216	déagóir
teeth	0.520	0.388	0.427	fiacla
teething	0.396	0.471	0.474	fiacla
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	teileagram
telegraph	0.594	0.423	0.400	teileagraf
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	teiliméadracht
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	teileapathy
telephone	0.694	0.520	0.425	teileafón
telescope	0.531	0.340	0.500	teileascóip
telescopic	0.490	0.290	0.660	teileascópacha
telethon	0.643	0.641	0.473	teileathón
teletype	0.532	0.392	0.455	teilitype
televised	0.625	0.519	0.518	teilifís
television	0.633	0.391	0.547	Teilifís
tell	0.551	0.350	0.457	inis
teller	0.500	0.395	0.443	áiritheoir
telling	0.719	0.441	0.527	ag insint
telltale	0.240	0.663	0.426	seanscéal
temp	0.490	0.440	0.314	teocht
temper	0.633	0.623	0.818	meon
tempera	0.458	0.318	0.245	meamram
temperament	0.420	0.625	0.703	meon
temperamental	0.316	0.774	0.608	meonach
temperance	0.500	0.294	0.639	meon
temperate	0.469	0.394	0.593	measartha
temperature	0.521	0.559	0.473	teocht
tempered	0.583	0.437	0.667	tempered
tempest	0.245	0.843	0.653	aimsir
template	0.479	0.311	0.411	teimpléad
temple	0.612	0.269	0.660	teampall
tempo	0.582	0.337	0.500	luas
temporal	0.500	0.413	0.360	ama
temporarily	0.500	0.365	0.373	sealadach
temporary	0.458	0.415	0.324	sealadach
tempt	0.210	0.677	0.500	teampaill
temptation	0.365	0.817	0.560	temptation
tempting	0.615	0.740	0.519	tempting
temptress	0.427	0.787	0.667	teampaill
ten	0.562	0.260	0.406	deich
tenable	0.741	0.412	0.636	insealbhaithe
tenacious	0.724	0.658	0.692	daingean
tenacity	0.740	0.657	0.889	righneas
tenancy	0.500	0.458	0.605	tionóntacht
tenant	0.385	0.360	0.398	tionónta
tend	0.604	0.398	0.412	claonadh
tendency	0.684	0.500	0.675	claonadh
tender	0.630	0.520	0.509	tairisceana
tenderfoot	0.469	0.421	0.438	cos ar bolg
tenderness	0.949	0.276	0.367	trócaire
tending	0.622	0.556	0.594	ag teannadh
tendon	0.341	0.271	0.463	tendón
tenement	0.470	0.384	0.550	tionóntán
tenet	0.667	0.333	0.636	tenet
tenets	0.734	0.357	0.667	tenets
tenfold	0.469	0.418	0.500	deich n-uaire
tennis	0.622	0.519	0.431	Leadóg
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	aimsir
tensile	0.458	0.510	0.618	teanntachta
tension	0.304	0.810	0.529	teannas
tent	0.510	0.275	0.333	puball
tentacle	0.370	0.559	0.398	tentacle
tentative	0.582	0.657	0.534	triaileach
tenth	0.510	0.349	0.382	deichiú
tenths	0.406	0.294	0.284	deichithe
tenuous	0.398	0.263	0.276	tenuous
tenure	0.615	0.472	0.611	tionacht
tepee	0.500	0.337	0.373	teipí
tepid	0.337	0.327	0.237	tepid
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	téarma
terminal	0.316	0.434	0.483	críochfort
terminate	0.171	0.410	0.441	deireadh
termination	0.344	0.472	0.545	foirceann
terminator	0.370	0.663	0.737	Críochnaitheoir
terminology	0.612	0.284	0.566	téarmaíocht
terminus	0.281	0.382	0.615	foirceann
termite	0.265	0.480	0.408	téarmaite
terms	0.490	0.362	0.645	téarmaí
tern	0.573	0.365	0.309	geabhróg
ternary	0.550	0.406	0.480	trínártha
terrace	0.615	0.269	0.411	ardán
terrain	0.540	0.300	0.472	tír-raon
terrestrial	0.542	0.413	0.582	trastíre
terrible	0.061	0.849	0.604	uafásach
terribly	0.061	0.731	0.430	uafásach
terrier	0.562	0.540	0.431	Bhrocaire
terrific	0.859	0.650	0.821	iontach
terrified	0.090	0.902	0.387	scanraithe
terrifies	0.083	0.923	0.500	scanrúil
terrify	0.052	0.889	0.509	scanrúil
terrifying	0.031	0.836	0.602	scanrúil
territorial	0.405	0.600	0.766	chríche
territory	0.625	0.469	0.676	chríoch
terror	0.069	0.902	0.415	sceimhle
terrorism	0.060	0.971	0.673	sceimhlitheoireacht
terrorist	0.019	0.930	0.679	sceimhlitheoir
terrorists	0.062	0.967	0.688	sceimhlitheoirí
terrorize	0.041	0.907	0.577	sceimhle
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	treasach
test	0.449	0.500	0.509	scrúdú
testament	0.594	0.420	0.806	tiomna
testicle	0.458	0.651	0.410	magairlín
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	fianaise
testimonial	0.541	0.538	0.750	teistiméireacht
testimony	0.615	0.578	0.643	fianaise
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	teist
tetanus	0.133	0.577	0.368	teiteanas
tether	0.323	0.620	0.407	teaghrán
tethered	0.260	0.472	0.351	teannta
tetrahedral	0.595	0.468	0.423	teitrihéidreach
text	0.604	0.157	0.402	téacs
textbook	0.622	0.235	0.526	téacsleabhar
textile	0.604	0.235	0.395	teicstíle
textural	0.660	0.296	0.445	uigeachta
texture	0.615	0.215	0.412	uigeacht
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	go raibh maith agat
thankful	0.969	0.344	0.714	buíoch
thankgod	0.823	0.451	0.466	Buíochas le Dia
thanking	0.917	0.538	0.658	ag gabháil buíochais
thankless	0.146	0.500	0.497	gan bhuíochas
thanks	0.918	0.472	0.461	go raibh maith agat
thanksalot	0.908	0.428	0.525	go raibh míle maith agat
thanksgiving	0.927	0.449	0.637	buidheachas
thankyougod	0.900	0.446	0.651	go raibh maith agat Dia
thankyoujesus	0.878	0.406	0.604	go raibh maith agat
thankyoulord	0.809	0.388	0.466	go raibh maith agat
thatch	0.337	0.245	0.161	tuí
thatmoment	0.667	0.389	0.340	an nóiméad sin
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	leá
theater	0.760	0.635	0.516	amharclann
theatrical	0.720	0.690	0.546	amharclainne
theatrics	0.694	0.539	0.486	amharclannaíocht
thebest	0.760	0.596	0.719	an _____ is fearr
theft	0.135	0.867	0.394	goid
theism	0.460	0.431	0.481	tráchtas
theistic	0.397	0.365	0.509	theistic
thelife	0.688	0.566	0.629	an bheatha
thelittlethings	0.571	0.240	0.324	na rudaí beaga
theme	0.541	0.176	0.427	téama
theocracy	0.490	0.427	0.722	theocracy
theocratic	0.380	0.480	0.605	theocratic
theologian	0.521	0.304	0.759	diagaire
theological	0.480	0.363	0.683	diagachta
theology	0.448	0.330	0.711	diagacht
theorem	0.500	0.296	0.615	teoirim
theoretical	0.615	0.270	0.546	teoiriciúil
theory	0.583	0.314	0.529	teoiric
therapeutic	0.625	0.275	0.680	teiripeacha
therapeutics	0.552	0.343	0.625	teiripeacha
therapist	0.468	0.430	0.679	teiripeoir
therapy	0.490	0.353	0.607	teiripe
thereabouts	0.427	0.365	0.285	faoi sin
thereof	0.542	0.265	0.281	dhe
therewith	0.462	0.317	0.398	leis sin
thermal	0.480	0.360	0.509	teirmeach
thermocouple	0.406	0.406	0.422	teirmeachúpla
thermodynamics	0.510	0.594	0.678	teirmidinimic
thermometer	0.400	0.327	0.473	teirmiméadar
thermos	0.582	0.255	0.328	teirmeas
thermostat	0.439	0.480	0.321	teirmeastat
thesaurus	0.520	0.480	0.509	teasáras
thesis	0.583	0.582	0.552	tráchtas
thick	0.449	0.433	0.596	tiubh
thicken	0.406	0.398	0.509	tiús
thickening	0.448	0.355	0.434	ramhrú
thicket	0.385	0.373	0.324	mothar
thickness	0.552	0.370	0.443	tiús
thief	0.088	0.888	0.443	gadaí
thigh	0.469	0.433	0.588	ceathar
thimble	0.490	0.192	0.218	meirleach
thin	0.469	0.337	0.356	tanaí
thing	0.449	0.222	0.260	rud
things	0.519	0.250	0.368	rudaí
thingy	0.458	0.312	0.158	rud
think	0.786	0.408	0.618	smaoineamh
thinker	0.706	0.386	0.764	smaointeoir
thinking	0.720	0.308	0.595	ag smaoineamh
third	0.551	0.187	0.304	sa tríú háit
thirds	0.402	0.327	0.345	trian
thirst	0.298	0.519	0.307	tart
thirsty	0.281	0.660	0.310	tart
thirteen	0.459	0.385	0.331	trí cinn déag
thirteenth	0.408	0.330	0.425	an tríú háit déag
thirty	0.562	0.349	0.316	tríocha
thistle	0.427	0.423	0.357	feochadán
thither	0.500	0.270	0.316	thithear
thong	0.467	0.596	0.269	thong
thorn	0.296	0.541	0.427	dealg
thorny	0.177	0.690	0.500	deilgneach
thorough	0.467	0.350	0.558	críochnúil
thoroughbred	0.669	0.740	0.716	folach
thoroughfare	0.582	0.481	0.490	bealach
thought	0.780	0.315	0.571	smaoinigh
thoughtful	0.667	0.290	0.527	tuisceanach
thoughtfulness	0.867	0.269	0.667	smaointeachas
thoughtless	0.194	0.580	0.452	gan smaoineamh
thoughts	0.745	0.382	0.691	smaointe
thousand	0.663	0.355	0.480	míle
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	snáithe
threat	0.135	0.865	0.667	bagairt
threaten	0.104	0.958	0.590	bagairt
threatened	0.052	0.928	0.354	faoi bhagairt
threatening	0.071	0.875	0.652	ag bagairt
three	0.653	0.225	0.377	trí
threefold	0.521	0.400	0.534	faoi thrí
threesome	0.490	0.676	0.560	triúr
thresh	0.490	0.417	0.500	buaile
threshold	0.531	0.519	0.575	tairseach
thrice	0.469	0.442	0.462	faoi thrí
thrift	0.760	0.217	0.649	rabhán
thrifty	0.604	0.380	0.676	tréan
thrill	0.888	0.837	0.711	sult
thrilled	0.898	0.818	0.807	ar bís
thriller	0.490	0.796	0.645	scéinséir
thrilling	0.930	0.827	0.782	thrilling
thrive	0.948	0.529	0.772	rath
thriving	0.865	0.521	0.779	faoi bhláth
throat	0.350	0.538	0.346	scornach
throb	0.500	0.673	0.556	throb
throbbing	0.645	0.808	0.491	ag caitheamh
throes	0.146	0.760	0.235	throes
throne	0.724	0.606	0.887	ríchathaoir
throng	0.480	0.810	0.706	slua
throttle	0.562	0.804	0.750	throttle
throw	0.344	0.770	0.623	caith
throwback	0.280	0.454	0.356	aisiompú
thrower	0.470	0.690	0.717	caitheoir
thrown	0.500	0.550	0.619	caitheadh
thrush	0.306	0.490	0.454	smólach
thrust	0.510	0.647	0.663	sá
thruster	0.698	0.812	0.719	smólach
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	thug
thumb	0.673	0.271	0.361	ordóg
thumbprint	0.510	0.347	0.451	ordóg
thump	0.280	0.792	0.608	ordóg
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	thumping
thunder	0.296	0.916	0.526	toirneach
thunderbolt	0.418	0.719	0.642	toirneach
thunderclap	0.390	0.833	0.607	thunderclap
thundering	0.337	0.778	0.700	toirneach
thunderstorm	0.135	0.860	0.784	toirneach
thunderstruck	0.194	0.716	0.509	thunderstruck
thwart	0.281	0.684	0.409	bac
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	tím
thyroid	0.234	0.455	0.373	thyroid
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	tic
ticked	0.469	0.386	0.455	tic
ticker	0.479	0.471	0.509	ticéad
ticket	0.684	0.387	0.434	ticéad
tickle	0.760	0.727	0.342	tickle
tickled	0.755	0.707	0.364	tic
ticklish	0.823	0.814	0.345	ticklish
tidal	0.592	0.539	0.519	taoide
tidal wave	0.240	0.894	0.736	tonn taoide
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	taoide
tidings	0.610	0.510	0.694	tidings
tidy	0.760	0.208	0.647	slachtmhar
tie	0.663	0.464	0.431	carbhat
tier	0.520	0.245	0.560	sraith
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	Tíogair
tighten	0.388	0.487	0.627	níos doichte
tightness	0.344	0.606	0.759	daingean
tightrope	0.354	0.653	0.279	tightrope
tights	0.583	0.343	0.269	riteoga
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	tíl
tiling	0.600	0.330	0.315	tiling
till	0.490	0.327	0.319	till
tillage	0.552	0.591	0.540	curaíochta
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	Tilt
tilting	0.459	0.384	0.340	tilting
timber	0.332	0.202	0.386	adhmaid
timberland	0.550	0.415	0.571	talamh adhmaid
timbre	0.460	0.480	0.296	todhmad
time	0.604	0.288	0.609	am
timeless	0.408	0.468	0.583	gan aimsir
timeliness	0.760	0.404	0.582	tráthúlacht
timely	0.865	0.387	0.591	tráthúil
timeout	0.344	0.433	0.322	sos
timepiece	0.650	0.279	0.461	timepiece
timer	0.469	0.433	0.500	uaineadóir
times	0.490	0.279	0.439	amanna
timetable	0.561	0.189	0.491	amchlár
timewasters	0.391	0.535	0.291	maoir ama
timid	0.327	0.276	0.132	timid
timidity	0.333	0.358	0.153	timidity
timing	0.521	0.311	0.577	uainiú
tin	0.469	0.370	0.217	stáin
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	scragall stáin
tinge	0.469	0.292	0.264	tinge
tingle	0.460	0.560	0.264	tingle
tingling	0.427	0.615	0.340	tingling
tinker	0.396	0.528	0.275	tincer
tinkering	0.531	0.490	0.448	tincéireacht
tinkle	0.562	0.529	0.356	tinkle
tinkling	0.612	0.530	0.324	ag tincéireacht
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	beag bídeach
tip	0.708	0.221	0.518	leid
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	leideannaster
tipsy	0.510	0.625	0.570	leideanna
tiptoe	0.510	0.490	0.407	tiptoe
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	bonn
tired	0.125	0.317	0.191	tuirseach
tiredness	0.387	0.408	0.242	tuirse
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	gan staonadh
tiresome	0.240	0.542	0.153	tuirseach
tiring	0.153	0.510	0.176	tuirseach
tissue	0.558	0.236	0.345	fíochán
tistheseason	0.646	0.548	0.435	séasúr
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	tíotán
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	tíotáiniam
tithe	0.507	0.276	0.385	deachún
title	0.708	0.356	0.574	teideal
titled	0.677	0.240	0.658	dar teideal
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	teideal
toad	0.302	0.452	0.196	buaf
toast	0.740	0.382	0.356	tósta
toaster	0.542	0.337	0.387	tóstaer
toasty	0.698	0.461	0.396	tósta
tobacco	0.327	0.546	0.387	tobac
toby	0.427	0.375	0.330	breabán
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	inniu
toddler	0.812	0.469	0.368	tachrán
toe	0.406	0.221	0.293	ladhar
toenail	0.530	0.380	0.306	toenail
toffee	0.658	0.510	0.396	taifí
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	le chéile
togetherness	0.906	0.360	0.635	comhaontas
toil	0.558	0.510	0.583	toil
toilet	0.490	0.290	0.233	leithreas
toils	0.480	0.710	0.482	toils
token	0.510	0.418	0.414	comhartha
tolerable	0.750	0.350	0.374	infhulaingthe
tolerance	0.875	0.206	0.649	lamháltas
tolerant	0.765	0.192	0.618	fulangach
tolerate	0.724	0.430	0.588	fhulaingt
toleration	0.776	0.442	0.727	caoinfhulaingt
toll	0.296	0.422	0.453	dola
tomahawk	0.510	0.642	0.504	tamhach
tomato	0.550	0.183	0.275	tráta
tomatoes	0.615	0.240	0.272	trátaí
tomb	0.112	0.500	0.343	tuama
tombstone	0.204	0.441	0.311	leac uaighe
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	dom
tomorrow	0.792	0.377	0.407	amárach
ton	0.560	0.418	0.604	tonna
tone	0.551	0.355	0.411	ton
toner	0.448	0.300	0.368	tonóra
tong	0.475	0.480	0.370	chala
tongs	0.500	0.459	0.321	tlúnna
tongue	0.542	0.432	0.482	teanga
tonic	0.541	0.360	0.500	tonach
tonnage	0.323	0.382	0.590	tonnáiste
tonsils	0.347	0.373	0.283	tonsils
toocold	0.420	0.550	0.379	rófhuar
tool	0.490	0.350	0.594	uirlis
toolbox	0.531	0.316	0.472	bosca uirlisí
tooling	0.510	0.406	0.634	uirlise
toomuchtodo	0.420	0.688	0.355	iomarcachóta
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	fiacail
toothache	0.188	0.853	0.412	toothache
toothbrush	0.517	0.330	0.321	scuab fiacla
toothed	0.449	0.394	0.352	fiaclach
toothless	0.312	0.541	0.272	gan fhiacail
toothpaste	0.510	0.290	0.371	taos fiacla
toothpick	0.561	0.216	0.185	pioc fiacla
toots	0.552	0.480	0.451	fiaclaí
top	0.760	0.400	0.554	barr
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	topaic
topical	0.561	0.340	0.500	tráthúla
topless	0.625	0.765	0.414	gan bharr
topographic	0.604	0.378	0.558	topagrafach
topographical	0.438	0.350	0.538	topagrafach
topography	0.469	0.357	0.506	topagrafaíocht
topple	0.198	0.820	0.573	bairr
topside	0.708	0.466	0.598	taobh bharr
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	tóirse
torment	0.057	0.750	0.387	crá
tormented	0.071	0.855	0.323	cráite
torn	0.153	0.510	0.283	stróicthe
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	toirpéid
torque	0.466	0.375	0.406	chasmhóiminte
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	bristeadh
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	cráiteach
tortoise	0.673	0.078	0.250	turtar
tortuous	0.194	0.755	0.382	cráiteach
torture	0.115	0.878	0.555	chéasadh
tortured	0.062	0.890	0.361	céasadh
toss	0.418	0.725	0.575	caith
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	Iomlán
totality	0.688	0.443	0.717	iomln
totally	0.820	0.422	0.702	go hiomlán
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	teagmháil
touchdown	0.667	0.770	0.586	tadhaill
touched	0.592	0.380	0.404	i dteagmháil léi
touching	0.760	0.439	0.491	ag baint
touchy	0.323	0.510	0.343	tadhlach
tough	0.344	0.588	0.742	diana
toughen	0.458	0.683	0.711	toughen
toughness	0.552	0.618	0.837	déineacht
toupee	0.323	0.270	0.324	toipé
tour	0.663	0.545	0.543	camchuairt
tourism	0.823	0.531	0.545	turasóireacht
tourist	0.745	0.480	0.430	turasóir
tourmaline	0.448	0.513	0.441	turmaline
tournament	0.694	0.740	0.611	camchuairt
tourniquet	0.335	0.521	0.398	turasóireacht
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	barrach
towel	0.630	0.208	0.286	tuáille
tower	0.606	0.380	0.644	túr
towering	0.500	0.690	0.806	arda
town	0.551	0.299	0.627	baile
townhouse	0.622	0.400	0.443	teach baile
township	0.531	0.292	0.667	baile fearainn
townspeople	0.677	0.466	0.569	muintir an bhaile
toxic	0.008	0.885	0.492	tocsaineach
toxicity	0.104	0.865	0.491	tocsaineacht
toxicology	0.302	0.736	0.574	tocsaineolaíocht
toxin	0.115	0.654	0.456	tocsain
toy	0.878	0.420	0.275	bréagán
toymaker	0.755	0.510	0.536	bréagán
trace	0.573	0.346	0.483	rian
traceable	0.602	0.370	0.535	inrianaithe
tracer	0.573	0.327	0.645	lorgaire
traces	0.482	0.448	0.389	rianta
trachea	0.448	0.509	0.387	traicé
tracing	0.418	0.591	0.565	rianú
track	0.448	0.433	0.526	rian
tracker	0.398	0.744	0.731	lorgaire
tract	0.406	0.422	0.339	rian
tractable	0.635	0.500	0.469	inrianaithe
traction	0.429	0.585	0.648	tarraingt
tractor	0.449	0.580	0.619	tarracóir
trade	0.561	0.544	0.690	trádála
trademark	0.667	0.344	0.750	Trádmharc
trader	0.562	0.632	0.854	trádálaí
tradesman	0.531	0.431	0.664	ceardaí
trading	0.635	0.602	0.705	trádála
tradition	0.830	0.430	0.750	traidisiun
traditional	0.677	0.221	0.604	traidisiúnta
traffic	0.323	0.559	0.518	trácht
traffic light	0.490	0.469	0.479	Solas tráchta
trafficking	0.250	0.710	0.399	gáinneáil
tragedies	0.100	0.910	0.442	tragóidí
tragedy	0.052	0.843	0.340	tragóid
tragic	0.048	0.904	0.396	tragóideach
trail	0.600	0.322	0.455	rian
trailer	0.541	0.490	0.473	leantóir
train	0.666	0.705	0.620	traein
train set	0.604	0.598	0.464	sraith traenach
trained	0.771	0.538	0.645	oilte
trainee	0.627	0.408	0.352	faoi oiliúint
trainer	0.698	0.719	0.824	traenálaí
training	0.714	0.776	0.788	oiliúint
trait	0.469	0.365	0.453	tréith
traitor	0.112	0.796	0.491	fealltóir
traitorous	0.073	0.745	0.412	fealltach
trajectory	0.653	0.558	0.779	trajectory
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	satailt
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	trambhealach
trance	0.469	0.481	0.382	trance
tranquil	0.917	0.094	0.355	suaimhneach
tranquility	0.840	0.135	0.442	suaimhneas
tranquilizer	0.510	0.236	0.596	suaimhneasán
transact	0.521	0.625	0.680	idirbheart
transaction	0.650	0.577	0.579	idirbheart
transatlantic	0.724	0.596	0.706	trasatlantach
transceiver	0.510	0.490	0.537	trasghlacadóir
transcend	0.604	0.771	0.726	shárú
transcendence	0.656	0.608	0.754	trascionacht
transcendent	0.667	0.600	0.824	tarchéimnitheach
transcendental	0.635	0.652	0.842	tarchéimnitheach
transcribe	0.500	0.394	0.573	tras-scríobh
transcriber	0.490	0.420	0.615	transcriber
transcript	0.639	0.398	0.528	athscríbhinn
transcription	0.592	0.455	0.615	trascríobh
transfer	0.702	0.490	0.519	aistriú
transference	0.592	0.294	0.551	aistriú
transferred	0.480	0.450	0.409	aistrithe
transfixed	0.427	0.660	0.528	aistrithe
transform	0.735	0.667	0.696	claochlú
transformation	0.796	0.618	0.770	claochlú
transformer	0.582	0.582	0.723	claochladán
transfusion	0.417	0.730	0.557	fuilaistriú
transgression	0.158	0.890	0.611	cionta
transient	0.510	0.405	0.430	neamhbhuan
transistor	0.480	0.480	0.444	trasraitheoir
transit	0.439	0.590	0.588	idirthurais
transition	0.605	0.561	0.558	trasdul
transitional	0.573	0.472	0.491	idirthréimhseach
transitive	0.479	0.377	0.414	trasdultach
transitory	0.438	0.450	0.407	sealadach
translate	0.604	0.423	0.462	aistrigh
translation	0.633	0.435	0.598	aistriúchán
translator	0.760	0.412	0.473	aistritheoir
translocation	0.367	0.612	0.564	traslonnú
translucent	0.600	0.500	0.389	tréshoilseach
transmission	0.688	0.490	0.611	tras-seoladh
transmit	0.836	0.581	0.673	tharchur
transmitter	0.520	0.511	0.719	tarchuradóra
transmutation	0.438	0.740	0.737	trasathrú
transom	0.375	0.385	0.417	trasnán
transparency	0.847	0.260	0.587	trédhearcacht
transparent	0.542	0.330	0.667	trédhearcach
transplant	0.445	0.806	0.620	trasphlandú
transplantation	0.531	0.694	0.610	trasphlandú
transponder	0.564	0.575	0.565	trasfhreagróir
transport	0.613	0.627	0.605	iompar
transportation	0.667	0.560	0.472	iompair
transporter	0.615	0.625	0.750	iompróir
transpose	0.440	0.585	0.467	trasdul
transposition	0.312	0.451	0.555	trasuíomh
transsexual	0.264	0.815	0.423	trasghnéasacha
transverse	0.429	0.429	0.525	trasna
transvestite	0.270	0.675	0.373	trasfheisteas
trap	0.104	0.610	0.391	gaiste
trapdoor	0.094	0.670	0.462	tradoor
trapeze	0.542	0.625	0.566	traipéis
trapped	0.135	0.615	0.380	gafa
trapper	0.296	0.654	0.491	gaisteora
trapping	0.333	0.621	0.491	gaisteoireacht
trappings	0.458	0.462	0.370	gaistí
traps	0.235	0.673	0.481	gaistí
trash	0.163	0.541	0.154	bruscar
trashy	0.071	0.380	0.161	bruscar
trauma	0.112	0.792	0.453	tráma
traumatic	0.062	0.885	0.427	trámach
travail	0.500	0.677	0.620	travail
travel	0.931	0.689	0.535	taisteal
