English Word	Valence	Arousal	Dominance	Filipino Word
unfair	0.173	0.472	0.190	hindi patas
unfairness	0.170	0.817	0.336	infairness
unfaithful	0.031	0.806	0.298	hindi tapat
unfamiliar	0.219	0.558	0.273	hindi pamilyar
unfavorable	0.133	0.450	0.232	hindi kanais-nais
unfeeling	0.235	0.377	0.345	walang pakiramdam
unfettered	0.569	0.650	0.586	hindi napipigilan
unfinished	0.188	0.368	0.264	hindi natapos
unfit	0.250	0.368	0.185	hindi karapatdapat
unflinching	0.667	0.606	0.882	hindi kumikibo
unfold	0.612	0.510	0.520	ibuka
unfollow	0.281	0.337	0.293	unfollow
unforeseen	0.255	0.714	0.500	hindi inaasahan
unforgettable	0.833	0.561	0.660	hindi malilimutan
unforgivable	0.276	0.743	0.490	hindi mapapatawad
unforgiving	0.406	0.630	0.793	walang patawad
unfortunate	0.073	0.487	0.195	kapus-palad
unfortunately	0.104	0.494	0.281	sa kasamaang palad
unfounded	0.271	0.520	0.410	walang basehan
unfreeze	0.458	0.297	0.375	i-unfreeze
unfriendly	0.173	0.670	0.458	hindi palakaibigan
unfulfilled	0.184	0.426	0.268	hindi natupad
unfurnished	0.316	0.333	0.272	walang gamit
unglued	0.378	0.446	0.352	hindi nakadikit
ungodly	0.296	0.423	0.388	hindi makadiyos
ungrateful	0.219	0.461	0.275	walang utang na loob
unguarded	0.156	0.578	0.205	walang bantay
unhand	0.406	0.360	0.361	unhand
unhappiness	0.083	0.630	0.222	kalungkutan
unhappy	0.112	0.500	0.155	hindi masaya
unharmed	0.740	0.378	0.491	hindi nasaktan
unhealthy	0.115	0.549	0.214	masama sa kalusugan
unheard	0.344	0.539	0.500	hindi naririnig
unhelpful	0.104	0.320	0.118	hindi nakakatulong
unhindered	0.729	0.441	0.725	walang hadlang
unholy	0.327	0.560	0.445	hindi banal
unhook	0.375	0.592	0.310	alisin ang pagkakawit
unicorn	0.776	0.510	0.480	kabayong may sungay
unidentified	0.385	0.361	0.199	hindi nakilala
unification	0.688	0.345	0.788	pagkakaisa
unified	0.729	0.439	0.764	pinag-isa
uniform	0.570	0.245	0.655	uniporme
uniformed	0.469	0.519	0.589	nakauniporme
uniformity	0.745	0.353	0.538	pagkakapareho
uniformly	0.625	0.333	0.704	pare-pareho
unimaginable	0.573	0.634	0.589	hindi maisip
unimpeachable	0.684	0.550	0.784	hindi matatalo
unimpeached	0.458	0.335	0.433	walang kalaban-laban
unimportant	0.281	0.240	0.175	hindi mahalaga
unimpressed	0.198	0.302	0.327	hindi napahanga
unimproved	0.163	0.377	0.144	hindi pinagbuti
uninfected	0.688	0.304	0.389	hindi nahawahan
uninformed	0.156	0.370	0.182	walang alam
uninhabited	0.301	0.230	0.221	walang nakatira
uninitiated	0.271	0.288	0.288	hindi pa nakakaalam
uninspired	0.163	0.243	0.260	walang inspirasyon
unintelligible	0.208	0.472	0.283	hindi maintindihan
unintended	0.438	0.385	0.349	hindi sinasadya
unintentional	0.333	0.538	0.306	hindi sinasadya
unintentionally	0.460	0.490	0.286	hindi sinasadya
uninterested	0.365	0.240	0.328	walang interes
uninteresting	0.153	0.235	0.228	hindi kawili-wili
uninterrupted	0.500	0.434	0.527	walang tigil
uninvited	0.090	0.385	0.307	hindi imbitado
union	0.854	0.226	0.766	unyon
unique	0.823	0.347	0.661	kakaiba
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	pagkakaisa
unit	0.562	0.235	0.578	yunit
unitary	0.531	0.239	0.641	unitary
unite	0.781	0.375	0.610	magkaisa
united	0.781	0.431	0.783	nagkakaisa
unity	0.837	0.288	0.658	pagkakaisa
universal	0.802	0.417	0.833	unibersal
universality	0.796	0.410	0.840	pagiging pangkalahatan
universe	0.694	0.454	0.839	sansinukob
university	0.735	0.574	0.741	unibersidad
unjust	0.115	0.625	0.278	hindi makatarungan
unjustifiable	0.115	0.596	0.394	hindi makatwiran
unjustified	0.288	0.541	0.314	hindi makatwiran
unkind	0.135	0.409	0.310	hindi mabait
unknowable	0.347	0.540	0.396	hindi alam
unknown	0.357	0.450	0.204	hindi kilala
unlawful	0.094	0.759	0.402	labag sa batas
unleash	0.479	0.775	0.559	pakawalan
unlicensed	0.306	0.574	0.196	walang lisensya
unlike	0.439	0.439	0.418	hindi katulad
unlikely	0.271	0.293	0.245	malabong
unlimited	0.750	0.623	0.679	walang limitasyon
unlisted	0.365	0.265	0.218	hindi nakalista
unload	0.656	0.639	0.573	magdiskarga
unloaded	0.469	0.380	0.331	diskargado
unlock	0.582	0.442	0.592	i-unlock
unlucky	0.073	0.395	0.198	malas
unmanageable	0.177	0.666	0.482	hindi mapangasiwaan
unmanned	0.235	0.441	0.324	walang tao
unmarked	0.416	0.294	0.433	walang marka
unmarried	0.438	0.480	0.545	walang asawa
unmask	0.323	0.690	0.520	alisan ng maskara
unmatched	0.776	0.536	0.771	walang kaparis
unmistakable	0.602	0.571	0.765	hindi mapag-aalinlanganan
unmitigated	0.649	0.427	0.422	walang humpay
unmoved	0.184	0.355	0.360	hindi natinag
unnamed	0.316	0.189	0.284	walang pangalan
unnatural	0.153	0.587	0.434	hindi natural
unnecessary	0.219	0.358	0.190	hindi kailangan
unneeded	0.177	0.375	0.245	hindi kailangan
unnoticed	0.302	0.440	0.260	hindi napapansin
unnumbered	0.406	0.255	0.331	walang bilang
unobserved	0.398	0.255	0.257	hindi napapansin
unobstructed	0.583	0.440	0.573	walang harang
unobtrusive	0.447	0.327	0.402	hindi mapanghimasok
unoccupied	0.258	0.245	0.412	walang tao
unofficial	0.260	0.302	0.255	hindi opisyal
unopened	0.542	0.340	0.265	hindi nabuksan
unopposed	0.615	0.375	0.537	walang kalaban-laban
unordered	0.224	0.482	0.190	hindi nakaayos
unorganised	0.250	0.500	0.212	hindi organisado
unorganized	0.260	0.657	0.173	hindi organisado
unorthodox	0.340	0.480	0.441	hindi karaniwan
unpack	0.531	0.528	0.445	alisan ng laman
unpaid	0.300	0.413	0.365	walang bayad
unparalleled	0.708	0.306	0.538	walang kapantay
unpleasant	0.122	0.612	0.185	hindi kasiya-siya
unpleasantness	0.062	0.724	0.264	kawalang-kasiyahan
unplug	0.239	0.441	0.404	tanggalin sa saksakan
unplugged	0.367	0.375	0.318	na-unplug
unpopular	0.073	0.441	0.164	hindi sikat
unprecedented	0.500	0.491	0.658	hindi pa nagagawa
unpredictable	0.429	0.769	0.515	hindi mahuhulaan
unprepared	0.204	0.450	0.152	hindi handa
unpretentious	0.510	0.296	0.410	hindi mapagpanggap
unproductive	0.100	0.324	0.237	hindi produktibo
unprofessional	0.042	0.370	0.170	hindi propesyonal
unprofitable	0.163	0.376	0.217	hindi kumikita
unprotected	0.150	0.582	0.197	hindi protektado
unproven	0.296	0.427	0.216	hindi napatunayan
unprovoked	0.565	0.327	0.385	walang dahilan
unpublished	0.406	0.480	0.481	hindi nai-publish
unpunished	0.292	0.594	0.519	walang parusa
unqualified	0.170	0.433	0.173	hindi kwalipikado
unquestionable	0.469	0.450	0.843	hindi mapag-aalinlanganan
unquestionably	0.500	0.630	0.750	walang alinlangan
unquestioned	0.562	0.509	0.746	walang pag-aalinlangan
unquote	0.388	0.363	0.517	alisin ang panipi
unravel	0.378	0.598	0.455	lumutas
unreachable	0.208	0.679	0.557	hindi maabot
unread	0.458	0.240	0.214	hindi pa nababasa
unreal	0.173	0.431	0.296	hindi totoo
unrealistic	0.229	0.500	0.245	hindi makatotohanan
unreasonable	0.115	0.702	0.264	hindi makatwiran
unrecorded	0.241	0.351	0.350	hindi naitala
unregistered	0.255	0.337	0.266	hindi nakarehistro
unregulated	0.344	0.454	0.421	hindi kinokontrol
unrelated	0.302	0.270	0.264	walang kaugnayan
unrelenting	0.500	0.790	0.875	walang humpay
unreliable	0.108	0.480	0.240	hindi mapagkakatiwalaan
unremarkable	0.271	0.155	0.230	hindi kapansin-pansin
unrepentant	0.240	0.445	0.413	hindi nagsisisi
unrequited	0.143	0.441	0.179	walang kapalit
unresolved	0.135	0.441	0.173	hindi nalutas
unresponsive	0.108	0.282	0.244	hindi tumutugon
unrest	0.102	0.577	0.231	pagkabagabag
unrestrained	0.385	0.775	0.627	walang pigil
unrestricted	0.698	0.458	0.644	hindi pinaghihigpitan
unromantic	0.208	0.316	0.307	hindi romantiko
unruly	0.240	0.745	0.547	masungit
unsafe	0.115	0.562	0.147	hindi ligtas
unsanitary	0.063	0.592	0.269	hindi malinis
unsatisfactory	0.122	0.520	0.189	hindi kasiya-siya
unsatisfied	0.200	0.547	0.241	hindi nasisiyahan
unsavory	0.071	0.637	0.353	hindi masarap
unscathed	0.625	0.308	0.611	hindi nasaktan
unscheduled	0.312	0.436	0.300	hindi nakaiskedyul
unscientific	0.396	0.317	0.321	hindi makaagham
unscrew	0.333	0.462	0.396	alisan ng takip
unscrupulous	0.094	0.727	0.465	walang prinsipyo
unseat	0.229	0.500	0.312	humiwalay sa upuan
unseen	0.427	0.351	0.421	hindi nakikita
unselfish	0.615	0.353	0.377	hindi makasarili
unsettled	0.208	0.647	0.170	hindi maayos
unsightly	0.226	0.559	0.373	hindi magandang tingnan
unsolicited	0.094	0.339	0.280	hindi hinihingi
unsolved	0.146	0.390	0.235	hindi nalutas
unsophisticated	0.327	0.491	0.339	hindi sopistikado
unsound	0.146	0.222	0.272	hindi maayos
unspeakable	0.327	0.567	0.393	hindi masabi
unspecified	0.240	0.365	0.165	hindi natukoy
unspoken	0.177	0.260	0.208	hindi nasabi
unstable	0.167	0.587	0.150	hindi matatag
unsteady	0.122	0.500	0.190	hindi matatag
unstoppable	0.625	0.887	0.862	hindi mapigilan
unsuccessful	0.140	0.318	0.106	hindi nagtagumpay
unsuitable	0.188	0.528	0.300	hindi angkop
unsung	0.296	0.330	0.314	unsung
unsupervised	0.478	0.481	0.442	hindi pinangangasiwaan
unsupported	0.260	0.450	0.221	hindi suportado
unsure	0.143	0.580	0.217	hindi sigurado
unsurpassed	0.694	0.569	0.798	walang kapantay
unsuspecting	0.302	0.509	0.413	walang hinala
unsustainable	0.255	0.650	0.406	hindi napapanatiling
unsweetened	0.396	0.263	0.300	walang tamis
unsympathetic	0.163	0.620	0.281	hindi nakikiramay
untamed	0.429	0.778	0.709	hindi pinapansin
untenable	0.143	0.637	0.425	hindi mapapanatili
untested	0.302	0.296	0.348	hindi pa nasusubok
unthinkable	0.365	0.480	0.481	hindi maisip
untidy	0.106	0.610	0.254	hindi maayos
untie	0.542	0.463	0.472	kalasin
untimely	0.245	0.676	0.233	wala sa oras
untitled	0.213	0.240	0.240	walang pamagat
untold	0.240	0.367	0.191	hindi masabi
untouchable	0.490	0.602	0.683	hindi mahahawakan
untouched	0.531	0.276	0.600	hindi nagalaw
untoward	0.122	0.555	0.291	masama
untraceable	0.321	0.674	0.574	hindi masusubaybayan
untrained	0.149	0.529	0.282	hindi sanay
untranslated	0.271	0.188	0.264	hindi naisalin
untroubled	0.750	0.213	0.653	walang gulo
untrue	0.031	0.500	0.188	hindi totoo
untrustworthy	0.097	0.449	0.287	hindi mapagkakatiwalaan
unturned	0.312	0.255	0.316	hindi nakatalikod
unused	0.344	0.231	0.234	hindi nagamit
unusual	0.429	0.433	0.361	hindi karaniwan
unusually	0.385	0.406	0.358	hindi karaniwan
unutterable	0.406	0.592	0.538	hindi mabigkas
unveil	0.439	0.442	0.562	ilantad
unveiling	0.569	0.570	0.675	paglalahad
unverified	0.214	0.365	0.180	hindi na-verify
unwanted	0.177	0.546	0.205	hindi gusto
unwarranted	0.091	0.500	0.345	hindi nararapat
unwary	0.286	0.417	0.402	hindi nag-iingat
unwashed	0.365	0.427	0.360	hindi nahugasan
unwavering	0.740	0.630	0.858	hindi natitinag
unwed	0.541	0.595	0.459	hindi kasal
unwelcome	0.115	0.480	0.269	hindi tinatanggap
unwell	0.143	0.640	0.221	masama ang pakiramdam
unwilling	0.302	0.316	0.179	ayaw
unwillingly	0.204	0.548	0.182	nang ayaw
unwillingness	0.204	0.311	0.113	hindi pagnanais
unwind	0.837	0.181	0.394	magpahinga
unwise	0.141	0.610	0.304	hindi marunong
unwitting	0.260	0.526	0.344	hindi sinasadya
unwittingly	0.312	0.510	0.264	nang hindi sinasadya
unworthy	0.194	0.433	0.226	hindi karapatdapat
unwrap	0.604	0.491	0.557	alisan ng balot
unwritten	0.367	0.384	0.272	hindi nakasulat
unyielding	0.367	0.806	0.738	hindi sumusuko
unzip	0.378	0.520	0.538	i-unzip
upbeat	0.878	0.531	0.802	masigla
upbringing	0.677	0.490	0.600	pagpapalaki
upcoming	0.688	0.460	0.550	paparating
update	0.698	0.535	0.802	update
upgrade	0.786	0.500	0.670	mag-upgrade
upheaval	0.290	0.830	0.570	kaguluhan
uphill	0.396	0.723	0.572	paakyat
uphold	0.698	0.321	0.561	panindigan
upholstery	0.592	0.270	0.386	upholstery
upkeep	0.590	0.442	0.685	pangangalaga
upland	0.719	0.578	0.607	kabundukan
uplands	0.615	0.471	0.577	kabundukan
uplift	0.656	0.779	0.771	pagtaas
uplifting	0.771	0.548	0.605	nakapagpapasigla
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	mag-upload
upper	0.740	0.529	0.868	itaas
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	uppity
upright	0.667	0.373	0.600	patayo
uprising	0.561	0.777	0.704	pag-aalsa
uproar	0.271	0.902	0.462	kaguluhan
upscale	0.698	0.526	0.846	upscale
upset	0.071	0.680	0.330	masama ang loob
upshot	0.693	0.490	0.716	kinalabasan
upstairs	0.663	0.408	0.645	sa itaas
upstanding	0.851	0.390	0.708	matibay
upstart	0.449	0.500	0.455	panimula
uptight	0.184	0.716	0.333	uptight
upward	0.792	0.481	0.620	paitaas
upwards	0.724	0.439	0.638	pataas
uranium	0.375	0.580	0.490	uranium
urban	0.561	0.528	0.644	urban
urchin	0.417	0.510	0.373	urchin
urge	0.418	0.680	0.653	paghihimok
urgency	0.429	0.908	0.543	pagmamadali
urgent	0.327	0.918	0.623	apurahan
urinal	0.214	0.510	0.306	urinal
urinalysis	0.344	0.532	0.398	urinalysis
urinate	0.360	0.500	0.353	umihi
urination	0.271	0.441	0.232	pag-ihi
urine	0.375	0.361	0.169	ihi
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	magagamit
usage	0.646	0.360	0.426	paggamit
use	0.438	0.358	0.409	gamitin
used	0.354	0.306	0.287	ginamit
useful	0.833	0.411	0.726	kapaki-pakinabang
usefully	0.650	0.481	0.760	kapaki-pakinabang
usefulness	0.806	0.519	0.741	pagiging kapaki-pakinabang
useless	0.052	0.342	0.184	walang kwenta
user	0.629	0.347	0.442	gumagamit
usher	0.521	0.440	0.519	usher
usual	0.625	0.221	0.400	karaniwan
usurp	0.125	0.818	0.433	pang-aagaw
usurped	0.292	0.780	0.438	inagaw
usury	0.344	0.679	0.430	pagpapatubo
utensil	0.573	0.279	0.383	kagamitan
uterus	0.551	0.420	0.510	matris
utilitarian	0.427	0.363	0.639	utilitarian
utility	0.622	0.400	0.704	kagamitan
utilization	0.562	0.469	0.706	paggamit
utilize	0.694	0.445	0.545	gamitin
utmost	0.719	0.740	0.858	sukdulan
utopian	0.542	0.327	0.552	utopiya
utter	0.531	0.422	0.549	salitain
utterance	0.542	0.640	0.704	pagbigkas
utterly	0.633	0.440	0.673	lubos
vacancy	0.643	0.311	0.418	bakante
vacant	0.578	0.220	0.464	bakante
vacate	0.357	0.490	0.397	magbakante
vacation	0.840	0.490	0.598	bakasyon
vaccination	0.530	0.578	0.621	pagbabakuna
vaccine	0.500	0.520	0.555	bakuna
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	walang laman
vacuum	0.327	0.196	0.134	vacuum
vagabond	0.384	0.531	0.144	palaboy
vagina	0.551	0.870	0.500	ari
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	paglalagalag
vagrant	0.265	0.548	0.250	palaboy
vague	0.271	0.335	0.083	malabo
vagueness	0.150	0.324	0.221	pagkalabo
vainly	0.365	0.283	0.169	walang kabuluhan
valance	0.424	0.286	0.371	balabal
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	valentine
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	magiting
valid	0.693	0.353	0.565	wasto
validate	0.760	0.431	0.745	patunayan
validation	0.655	0.460	0.720	pagpapatunay
validity	0.646	0.470	0.706	bisa
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	lambak
valor	0.833	0.442	0.763	lakas ng loob
valuable	0.899	0.547	0.798	mahalaga
valuables	0.790	0.625	0.759	mahahalagang bagay
valuation	0.615	0.480	0.795	pagpapahalaga
value	0.875	0.582	0.802	halaga
valve	0.323	0.363	0.471	balbula
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	bampira
van	0.561	0.378	0.425	van
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	paninira
vane	0.561	0.280	0.231	balisa
vanguard	0.693	0.640	0.780	taliba
vanilla	0.706	0.216	0.284	banilya
vanish	0.236	0.480	0.347	maglaho
vanished	0.208	0.566	0.255	naglaho
vanishing	0.292	0.550	0.322	naglalaho
vanity	0.260	0.540	0.439	walang kabuluhan
vanquish	0.708	0.760	0.804	talunin
vanquished	0.496	0.529	0.176	natalo
vanquishing	0.600	0.748	0.764	pagwawagi
vantage	0.740	0.632	0.788	mataas na posisyon
vapor	0.510	0.358	0.318	singaw
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	variable
variance	0.540	0.405	0.509	pagkakaiba-iba
variation	0.635	0.561	0.406	pagkakaiba-iba
variations	0.458	0.548	0.353	mga pagkakaiba-iba
varicella	0.184	0.593	0.314	varicella
varicose	0.235	0.462	0.368	varicose
varied	0.604	0.701	0.472	iba-iba
variegated	0.398	0.549	0.406	sari-saring kulay
variety	0.714	0.472	0.598	iba't-ibang
various	0.500	0.296	0.342	iba-iba
varmint	0.417	0.500	0.411	barmint
varnish	0.448	0.353	0.361	barnisan
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	iba-iba
varying	0.552	0.471	0.385	iba-iba
vascular	0.516	0.451	0.627	vascular
vase	0.638	0.225	0.215	plorera
vasectomy	0.208	0.663	0.431	vasectomy
vassal	0.417	0.525	0.196	basalyo
vast	0.520	0.535	0.545	malawak
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	sarsuwela
vault	0.490	0.378	0.644	vault
vaulted	0.417	0.460	0.542	naka-vault
vaulting	0.510	0.323	0.520	pag-vault
veal	0.438	0.337	0.410	karne ng baka
vector	0.538	0.308	0.482	vector
veer	0.469	0.430	0.338	lumihis
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	gulay
vegetarian	0.562	0.255	0.407	vegetarian
vegetarianism	0.510	0.269	0.407	vegetarianism
vegetation	0.740	0.177	0.500	halaman
vegetative	0.500	0.270	0.351	vegetative
veggie	0.602	0.245	0.409	gulay
vehement	0.500	0.500	0.575	masigasig
vehicle	0.641	0.565	0.500	sasakyan
veil	0.500	0.235	0.415	belo
veiled	0.370	0.317	0.324	nakatalukbong
vein	0.347	0.373	0.318	ugat
veined	0.487	0.459	0.294	may ugat
vellum	0.500	0.349	0.321	vellum
velocity	0.673	0.769	0.783	bilis
velour	0.670	0.292	0.412	velor
velvet	0.663	0.226	0.304	pelus
velvety	0.677	0.343	0.493	makinis
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	paghihiganti
vending	0.417	0.565	0.549	pagbebenta
vendor	0.541	0.541	0.627	nagtitinda
veneer	0.490	0.265	0.289	pakitang-tao
venerable	0.708	0.369	0.600	kagalang-galang
veneration	0.745	0.650	0.712	pagsamba
venereal	0.302	0.654	0.424	venereal
venetian	0.633	0.373	0.464	venetian
vengeance	0.103	0.927	0.719	paghihiganti
vengeful	0.150	0.840	0.561	mapaghiganti
venison	0.510	0.422	0.296	karne ng usa
venom	0.125	0.770	0.491	lason
venomous	0.159	0.841	0.636	makamandag
venous	0.406	0.571	0.453	kulang sa hangin
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	bentilasyon
ventilator	0.471	0.353	0.344	bentilador
venting	0.375	0.388	0.418	pagpapalabas ng hangin
ventricle	0.520	0.387	0.464	ventricle
ventricular	0.440	0.549	0.475	ventricular
ventriloquist	0.552	0.600	0.526	ventriloquist
venture	0.893	0.810	0.644	pakikipagsapalaran
venue	0.727	0.316	0.395	venue
veracity	0.735	0.724	0.798	katotohanan
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	pandiwa
verbal	0.520	0.291	0.562	pasalita
verbatim	0.562	0.255	0.574	verbatim
verbiage	0.429	0.560	0.535	kasabihan
verbose	0.439	0.480	0.635	verbose
verbosity	0.300	0.491	0.451	verbosity
verdant	0.600	0.260	0.389	luntian
verdict	0.325	0.689	0.800	hatol
verge	0.500	0.337	0.305	gilid
verification	0.750	0.276	0.642	pagpapatunay
verified	0.781	0.367	0.677	napatunayan
verify	0.761	0.481	0.704	patunayan
verily	0.713	0.351	0.585	sa totoo lang
veritable	0.794	0.330	0.759	totoo
vermin	0.167	0.712	0.385	vermin
vermouth	0.503	0.480	0.425	vermouth
vernacular	0.479	0.453	0.615	katutubong wika
vernal	0.553	0.402	0.451	vernal
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	maraming nalalaman
versatility	0.878	0.585	0.750	versatility
verse	0.667	0.269	0.336	taludtod
version	0.604	0.423	0.538	bersyon
versus	0.310	0.500	0.447	laban sa
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	gulugod
vertebral	0.308	0.434	0.525	gulugod
vertex	0.316	0.510	0.491	kaitaasan
vertical	0.520	0.387	0.492	patayo
vertically	0.534	0.385	0.545	patayo
vertigo	0.292	0.655	0.445	pagkahilo
verve	0.724	0.840	0.693	masigla
very negative	0.062	0.521	0.148	napaka negatibo
very positive	1.000	0.551	0.825	napaka positibo
veryangry	0.323	0.714	0.527	galit na galit
vesicle	0.359	0.509	0.379	vesicle
vesicular	0.214	0.440	0.483	vesicular
vessel	0.490	0.398	0.538	sisidlan
vest	0.667	0.380	0.371	vest
vested	0.663	0.415	0.648	binigay
vestibule	0.541	0.385	0.422	pasilyo
vestige	0.562	0.470	0.454	bakas
vet	0.531	0.400	0.644	gamutin ang hayop
veteran	0.560	0.431	0.759	beterano
veterinarian	0.582	0.418	0.542	beterinaryo
veterinary	0.656	0.450	0.603	beterinaryo
veto	0.271	0.462	0.509	beto
vexed	0.115	0.802	0.413	nagagalit
viability	0.776	0.500	0.684	kakayahang mabuhay
viable	0.656	0.320	0.667	mabubuhay
viaduct	0.420	0.440	0.662	viaduct
vial	0.594	0.346	0.445	maliit na bote
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibes
vibrant	0.771	0.824	0.782	masigla
vibrate	0.500	0.698	0.604	manginig
vibration	0.583	0.657	0.528	panginginig ng boses
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	panginginig ng boses
vicar	0.531	0.370	0.555	vicar
vicarious	0.479	0.452	0.517	vicarious
vice	0.296	0.778	0.480	bisyo
viceroy	0.541	0.481	0.712	bisehari
vicinity	0.700	0.353	0.466	paligid
vicious	0.208	0.694	0.407	mabisyo
victim	0.115	0.676	0.202	biktima
victimized	0.115	0.644	0.273	nabiktima
victor	0.802	0.587	0.796	panalo
victoria	0.896	0.811	0.837	victoria
victorious	0.884	0.886	0.946	nagwagi
victory	0.938	0.735	0.931	tagumpay
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	video game
videotape	0.665	0.343	0.384	videotape
vie	0.484	0.491	0.500	makipaglaban
view	0.896	0.292	0.555	tingnan
viewer	0.592	0.358	0.558	manonood
viewing	0.690	0.394	0.598	panonood
viewpoint	0.673	0.306	0.644	pananaw
vigil	0.521	0.480	0.491	pagpupuyat
vigilance	0.490	0.615	0.724	pagbabantay
vigilant	0.469	0.643	0.791	mapagbantay
vigilante	0.418	0.627	0.720	vigilante
vignette	0.717	0.283	0.382	vignette
vigor	0.860	0.755	0.811	sigla
vigorous	0.857	0.770	0.897	masigla
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	kasuklam-suklam
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	nayon
villager	0.710	0.387	0.509	taga-nayon
villain	0.177	0.892	0.590	kontrabida
villainous	0.122	0.840	0.470	kontrabida
