English Word	Valence	Arousal	Dominance	Uzbek Word
unproductive	0.100	0.324	0.237	samarasiz
unprofessional	0.042	0.370	0.170	noprofessional
unprofitable	0.163	0.376	0.217	foydasiz
unprotected	0.150	0.582	0.197	himoyalanmagan
unproven	0.296	0.427	0.216	isbotlanmagan
unprovoked	0.565	0.327	0.385	sababsiz
unpublished	0.406	0.480	0.481	nashr etilmagan
unpunished	0.292	0.594	0.519	jazosiz
unqualified	0.170	0.433	0.173	malakasiz
unquestionable	0.469	0.450	0.843	shubhasiz
unquestionably	0.500	0.630	0.750	shubhasiz
unquestioned	0.562	0.509	0.746	shubhasiz
unquote	0.388	0.363	0.517	tirnoqni olib tashlash
unravel	0.378	0.598	0.455	yechmoq
unreachable	0.208	0.679	0.557	erishib bo'lmaydigan
unread	0.458	0.240	0.214	o'qilmagan
unreal	0.173	0.431	0.296	haqiqiy emas
unrealistic	0.229	0.500	0.245	haqiqiy emas
unreasonable	0.115	0.702	0.264	asossiz
unrecorded	0.241	0.351	0.350	qayd etilmagan
unregistered	0.255	0.337	0.266	ro'yxatdan o'tmagan
unregulated	0.344	0.454	0.421	tartibga solinmagan
unrelated	0.302	0.270	0.264	bog'liq bo'lmagan
unrelenting	0.500	0.790	0.875	tinimsiz
unreliable	0.108	0.480	0.240	ishonchsiz
unremarkable	0.271	0.155	0.230	ahamiyatsiz
unrepentant	0.240	0.445	0.413	tavba qilmagan
unrequited	0.143	0.441	0.179	javobsiz
unresolved	0.135	0.441	0.173	hal qilinmagan
unresponsive	0.108	0.282	0.244	javobsiz
unrest	0.102	0.577	0.231	tartibsizlik
unrestrained	0.385	0.775	0.627	cheklanmagan
unrestricted	0.698	0.458	0.644	cheklanmagan
unromantic	0.208	0.316	0.307	romantik emas
unruly	0.240	0.745	0.547	itoatsiz
unsafe	0.115	0.562	0.147	xavfli
unsanitary	0.063	0.592	0.269	antisanitariya
unsatisfactory	0.122	0.520	0.189	qoniqarsiz
unsatisfied	0.200	0.547	0.241	qoniqmagan
unsavory	0.071	0.637	0.353	yoqimsiz
unscathed	0.625	0.308	0.611	zararsiz
unscheduled	0.312	0.436	0.300	rejadan tashqari
unscientific	0.396	0.317	0.321	ilmiy bo'lmagan
unscrew	0.333	0.462	0.396	burab qo'ying
unscrupulous	0.094	0.727	0.465	vijdonsiz
unseat	0.229	0.500	0.312	o'tirmaslik
unseen	0.427	0.351	0.421	ko'rinmas
unselfish	0.615	0.353	0.377	fidokorona
unsettled	0.208	0.647	0.170	beqaror
unsightly	0.226	0.559	0.373	yoqimsiz
unsolicited	0.094	0.339	0.280	istalmagan
unsolved	0.146	0.390	0.235	hal qilinmagan
unsophisticated	0.327	0.491	0.339	murakkab bo'lmagan
unsound	0.146	0.222	0.272	noto'g'ri
unspeakable	0.327	0.567	0.393	so'zlab bo'lmaydigan
unspecified	0.240	0.365	0.165	aniqlanmagan
unspoken	0.177	0.260	0.208	aytilmagan
unstable	0.167	0.587	0.150	beqaror
unsteady	0.122	0.500	0.190	beqaror
unstoppable	0.625	0.887	0.862	to'xtatib bo'lmaydigan
unsuccessful	0.140	0.318	0.106	muvaffaqiyatsiz
unsuitable	0.188	0.528	0.300	yaroqsiz
unsung	0.296	0.330	0.314	aytilmagan
unsupervised	0.478	0.481	0.442	nazoratsiz
unsupported	0.260	0.450	0.221	qo'llab-quvvatlanmaydi
unsure	0.143	0.580	0.217	ishonchsiz
unsurpassed	0.694	0.569	0.798	beqiyos
unsuspecting	0.302	0.509	0.413	shubhasiz
unsustainable	0.255	0.650	0.406	barqaror emas
unsweetened	0.396	0.263	0.300	shakarsiz
unsympathetic	0.163	0.620	0.281	hamdard emas
untamed	0.429	0.778	0.709	o'zlashtirilmagan
untenable	0.143	0.637	0.425	chidab bo'lmas
untested	0.302	0.296	0.348	tekshirilmagan
unthinkable	0.365	0.480	0.481	aqlga sig'maydigan
untidy	0.106	0.610	0.254	tartibsiz
untie	0.542	0.463	0.472	yechmoq
untimely	0.245	0.676	0.233	bevaqt
untitled	0.213	0.240	0.240	nomsiz
untold	0.240	0.367	0.191	aytilmagan
untouchable	0.490	0.602	0.683	tegib bo'lmaydigan
untouched	0.531	0.276	0.600	tegmagan
untoward	0.122	0.555	0.291	nomaqbul
untraceable	0.321	0.674	0.574	kuzatib bo'lmaydigan
untrained	0.149	0.529	0.282	o'qimagan
untranslated	0.271	0.188	0.264	tarjima qilinmagan
untroubled	0.750	0.213	0.653	muammosiz
untrue	0.031	0.500	0.188	noto'g'ri
untrustworthy	0.097	0.449	0.287	ishonchsiz
unturned	0.312	0.255	0.316	aylantirilmagan
unused	0.344	0.231	0.234	foydalanilmagan
unusual	0.429	0.433	0.361	g'ayrioddiy
unusually	0.385	0.406	0.358	g'ayrioddiy
unutterable	0.406	0.592	0.538	so'zlab bo'lmaydigan
unveil	0.439	0.442	0.562	ochish
unveiling	0.569	0.570	0.675	ochilish
unverified	0.214	0.365	0.180	tasdiqlanmagan
unwanted	0.177	0.546	0.205	kiruvchi
unwarranted	0.091	0.500	0.345	asossiz
unwary	0.286	0.417	0.402	ehtiyotsiz
unwashed	0.365	0.427	0.360	yuvilmagan
unwavering	0.740	0.630	0.858	qat'iy
unwed	0.541	0.595	0.459	turmush qurmagan
unwelcome	0.115	0.480	0.269	kiruvchi
unwell	0.143	0.640	0.221	yomon
unwilling	0.302	0.316	0.179	istamagan
unwillingly	0.204	0.548	0.182	istamay
unwillingness	0.204	0.311	0.113	istamaslik
unwind	0.837	0.181	0.394	dam ol
unwise	0.141	0.610	0.304	aqlsiz
unwitting	0.260	0.526	0.344	bilmasdan
unwittingly	0.312	0.510	0.264	beixtiyor
unworthy	0.194	0.433	0.226	noloyiq
unwrap	0.604	0.491	0.557	ochish
unwritten	0.367	0.384	0.272	yozilmagan
unyielding	0.367	0.806	0.738	murosasiz
unzip	0.378	0.520	0.538	oching
upbeat	0.878	0.531	0.802	quvnoq
upbringing	0.677	0.490	0.600	tarbiya
upcoming	0.688	0.460	0.550	yaqinlashib kelayotgan
update	0.698	0.535	0.802	yangilash
upgrade	0.786	0.500	0.670	yangilash
upheaval	0.290	0.830	0.570	g'alayon
uphill	0.396	0.723	0.572	tepaga
uphold	0.698	0.321	0.561	qo'llab-quvvatlash
upholstery	0.592	0.270	0.386	qoplamalar
upkeep	0.590	0.442	0.685	parvarishlash
upland	0.719	0.578	0.607	tepalik
uplands	0.615	0.471	0.577	tepaliklar
uplift	0.656	0.779	0.771	yuksalish
uplifting	0.771	0.548	0.605	ko'taruvchi
uplink	0.544	0.510	0.595	yuqoriga ulanish
upload	0.638	0.683	0.696	yuklash
upper	0.740	0.529	0.868	yuqori
uppercut	0.410	0.600	0.550	yuqori kesish
uppity	0.465	0.546	0.417	beadablik
upright	0.667	0.373	0.600	tik
uprising	0.561	0.777	0.704	qo'zg'olon
uproar	0.271	0.902	0.462	shov-shuv
upscale	0.698	0.526	0.846	yuqori darajali
upset	0.071	0.680	0.330	xafa
upshot	0.693	0.490	0.716	natija
upstairs	0.663	0.408	0.645	yuqoriga
upstanding	0.851	0.390	0.708	tik turgan
upstart	0.449	0.500	0.455	boshlash
uptight	0.184	0.716	0.333	qattiq
upward	0.792	0.481	0.620	yuqoriga
upwards	0.724	0.439	0.638	yuqoriga
uranium	0.375	0.580	0.490	uran
urban	0.561	0.528	0.644	shaharlik
urchin	0.417	0.510	0.373	kirpi
urge	0.418	0.680	0.653	undov
urgency	0.429	0.908	0.543	shoshilinchlik
urgent	0.327	0.918	0.623	shoshilinch
urinal	0.214	0.510	0.306	siydikchil
urinalysis	0.344	0.532	0.398	siydik tahlili
urinate	0.360	0.500	0.353	siydik chiqarish
urination	0.271	0.441	0.232	siydik chiqarish
urine	0.375	0.361	0.169	siydik
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	foydalanish mumkin
usage	0.646	0.360	0.426	foydalanish
use	0.438	0.358	0.409	foydalanish
used	0.354	0.306	0.287	ishlatilgan
useful	0.833	0.411	0.726	foydali
usefully	0.650	0.481	0.760	foydali
usefulness	0.806	0.519	0.741	foydalilik
useless	0.052	0.342	0.184	foydasiz
user	0.629	0.347	0.442	foydalanuvchi
usher	0.521	0.440	0.519	boshlovchi
usual	0.625	0.221	0.400	odatiy
usurp	0.125	0.818	0.433	tortib olish
usurped	0.292	0.780	0.438	tortib olingan
usury	0.344	0.679	0.430	sudxo'rlik
utensil	0.573	0.279	0.383	idish
uterus	0.551	0.420	0.510	bachadon
utilitarian	0.427	0.363	0.639	utilitar
utility	0.622	0.400	0.704	qulaylik
utilization	0.562	0.469	0.706	foydalanish
utilize	0.694	0.445	0.545	foydalanish
utmost	0.719	0.740	0.858	eng yuqori
utopian	0.542	0.327	0.552	utopik
utter	0.531	0.422	0.549	talaffuz qilish
utterance	0.542	0.640	0.704	talaffuz
utterly	0.633	0.440	0.673	butunlay
vacancy	0.643	0.311	0.418	vakansiya
vacant	0.578	0.220	0.464	bo'sh
vacate	0.357	0.490	0.397	bo'shatish
vacation	0.840	0.490	0.598	dam olish
vaccination	0.530	0.578	0.621	emlash
vaccine	0.500	0.520	0.555	vaktsina
vacuolar	0.439	0.370	0.439	vakuolyar
vacuole	0.490	0.406	0.481	vakuol
vacuous	0.354	0.267	0.304	bo'sh
vacuum	0.327	0.196	0.134	vakuum
vagabond	0.384	0.531	0.144	sargardon
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	sargardonlik
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	noaniq
vagueness	0.150	0.324	0.221	noaniqlik
vainly	0.365	0.283	0.169	behuda
valance	0.424	0.286	0.371	valans
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valediktor
valentine	0.888	0.615	0.510	valentin
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	mard
valid	0.693	0.353	0.565	yaroqli
validate	0.760	0.431	0.745	tasdiqlash
validation	0.655	0.460	0.720	tasdiqlash
validity	0.646	0.470	0.706	haqiqiyligi
valium	0.419	0.398	0.443	qiymat
valley	0.729	0.306	0.386	vodiy
valor	0.833	0.442	0.763	jasorat
valuable	0.899	0.547	0.798	qimmatli
valuables	0.790	0.625	0.759	qimmatbaho buyumlar
valuation	0.615	0.480	0.795	baholash
value	0.875	0.582	0.802	qiymat
valve	0.323	0.363	0.471	valf
vamoose	0.459	0.455	0.389	vamus
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampir
van	0.561	0.378	0.425	mikroavtobus
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	vandalizm
vane	0.561	0.280	0.231	qanot
vanguard	0.693	0.640	0.780	avangard
vanilla	0.706	0.216	0.284	vanil
vanish	0.236	0.480	0.347	g'oyib bo'lish
vanished	0.208	0.566	0.255	g'oyib bo'ldi
vanishing	0.292	0.550	0.322	g'oyib bo'lish
vanity	0.260	0.540	0.439	bema'nilik
vanquish	0.708	0.760	0.804	g'alaba qozonish
vanquished	0.496	0.529	0.176	mag'lub bo'ldi
vanquishing	0.600	0.748	0.764	yengish
vantage	0.740	0.632	0.788	ustunlik
vapor	0.510	0.358	0.318	bug '
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	o'zgaruvchan
variance	0.540	0.405	0.509	farq
variation	0.635	0.561	0.406	o'zgaruvchanlik
variations	0.458	0.548	0.353	o'zgarishlar
varicella	0.184	0.593	0.314	suvchechak
varicose	0.235	0.462	0.368	varikoz
varied	0.604	0.701	0.472	xilma-xil
variegated	0.398	0.549	0.406	rang-barang
variety	0.714	0.472	0.598	xilma-xillik
various	0.500	0.296	0.342	har xil
varmint	0.417	0.500	0.411	zambil
varnish	0.448	0.353	0.361	lak
varsity	0.710	0.594	0.670	universitet
vary	0.521	0.373	0.413	farqlanadi
varying	0.552	0.471	0.385	turlicha
vascular	0.516	0.451	0.627	qon tomir
vase	0.638	0.225	0.215	vaza
vasectomy	0.208	0.663	0.431	vazektomiya
vassal	0.417	0.525	0.196	vassal
vast	0.520	0.535	0.545	keng
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vodvil
vault	0.490	0.378	0.644	ombor
vaulted	0.417	0.460	0.542	tonozli
vaulting	0.510	0.323	0.520	sakrash
veal	0.438	0.337	0.410	buzoq go'shti
vector	0.538	0.308	0.482	vektor
veer	0.469	0.430	0.338	o'gir
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	sabzavot
vegetarian	0.562	0.255	0.407	vegetarian
vegetarianism	0.510	0.269	0.407	vegetarianizm
vegetation	0.740	0.177	0.500	o'simliklar
vegetative	0.500	0.270	0.351	vegetativ
veggie	0.602	0.245	0.409	sabzavotli
vehement	0.500	0.500	0.575	shiddat bilan
vehicle	0.641	0.565	0.500	transport vositasi
veil	0.500	0.235	0.415	parda
veiled	0.370	0.317	0.324	pardali
vein	0.347	0.373	0.318	tomir
veined	0.487	0.459	0.294	tomirli
vellum	0.500	0.349	0.321	parishon
velocity	0.673	0.769	0.783	tezlik
velour	0.670	0.292	0.412	velor
velvet	0.663	0.226	0.304	baxmal
velvety	0.677	0.343	0.493	baxmal
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	qasos
vending	0.417	0.565	0.549	savdo
vendor	0.541	0.541	0.627	sotuvchi
veneer	0.490	0.265	0.289	shpon
venerable	0.708	0.369	0.600	hurmatli
veneration	0.745	0.650	0.712	hurmat
venereal	0.302	0.654	0.424	venerik
venetian	0.633	0.373	0.464	venetsiyalik
vengeance	0.103	0.927	0.719	qasos
vengeful	0.150	0.840	0.561	qasoskor
venison	0.510	0.422	0.296	kiyik go'shti
venom	0.125	0.770	0.491	zahar
venomous	0.159	0.841	0.636	zaharli
venous	0.406	0.571	0.453	venoz
vent	0.479	0.519	0.529	shamollatish
ventilation	0.719	0.451	0.568	ventilyatsiya
ventilator	0.471	0.353	0.344	shamollatgich
venting	0.375	0.388	0.418	shamollatish
ventricle	0.520	0.387	0.464	qorincha
ventricular	0.440	0.549	0.475	qorincha
ventriloquist	0.552	0.600	0.526	ventriloqist
venture	0.893	0.810	0.644	tashabbus
venue	0.727	0.316	0.395	joy
veracity	0.735	0.724	0.798	haqiqat
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	fe'l
verbal	0.520	0.291	0.562	og'zaki
verbatim	0.562	0.255	0.574	so'zma-so'z
verbiage	0.429	0.560	0.535	so'z
verbose	0.439	0.480	0.635	batafsil
verbosity	0.300	0.491	0.451	so'zlashuv
verdant	0.600	0.260	0.389	yam-yashil
verdict	0.325	0.689	0.800	hukm
verge	0.500	0.337	0.305	chegara
verification	0.750	0.276	0.642	tekshirish
verified	0.781	0.367	0.677	tasdiqlangan
verify	0.761	0.481	0.704	tekshirish
verily	0.713	0.351	0.585	albatta
veritable	0.794	0.330	0.759	haqiqiy
vermin	0.167	0.712	0.385	zararkunanda
vermouth	0.503	0.480	0.425	vermut
vernacular	0.479	0.453	0.615	xalq tili
vernal	0.553	0.402	0.451	bahorgi
veronica	0.594	0.399	0.402	veronika
versatile	0.906	0.625	0.714	ko'p tomonli
versatility	0.878	0.585	0.750	ko'p qirralilik
verse	0.667	0.269	0.336	oyat
version	0.604	0.423	0.538	versiya
versus	0.310	0.500	0.447	ga qarshi
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	umurtqa
vertebral	0.308	0.434	0.525	umurtqali
vertex	0.316	0.510	0.491	cho'qqi
vertical	0.520	0.387	0.492	vertikal
vertically	0.534	0.385	0.545	vertikal
vertigo	0.292	0.655	0.445	bosh aylanishi
verve	0.724	0.840	0.693	g'ayratli
very negative	0.062	0.521	0.148	juda salbiy
very positive	1.000	0.551	0.825	juda ijobiy
veryangry	0.323	0.714	0.527	juda g'azablangan
vesicle	0.359	0.509	0.379	pufakcha
vesicular	0.214	0.440	0.483	vesikulyar
vessel	0.490	0.398	0.538	kema
vest	0.667	0.380	0.371	yelek
vested	0.663	0.415	0.648	berilgan
vestibule	0.541	0.385	0.422	vestibyul
vestige	0.562	0.470	0.454	qoldiq
vet	0.531	0.400	0.644	veterinar
veteran	0.560	0.431	0.759	faxriy
veterinarian	0.582	0.418	0.542	veterinar
veterinary	0.656	0.450	0.603	veterinariya
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	g'azablangan
viability	0.776	0.500	0.684	hayotiylik
viable	0.656	0.320	0.667	yashovchan
viaduct	0.420	0.440	0.662	viyaduk
vial	0.594	0.346	0.445	flakon
vibe	0.710	0.480	0.517	tebranish
vibes	0.635	0.688	0.574	tebranishlar
vibrant	0.771	0.824	0.782	jonli
vibrate	0.500	0.698	0.604	tebranish
vibration	0.583	0.657	0.528	tebranish
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	tebranish
vicar	0.531	0.370	0.555	vikar
vicarious	0.479	0.452	0.517	vakil
vice	0.296	0.778	0.480	vitse
viceroy	0.541	0.481	0.712	noib
vicinity	0.700	0.353	0.466	yaqin
vicious	0.208	0.694	0.407	shafqatsiz
victim	0.115	0.676	0.202	qurbon
victimized	0.115	0.644	0.273	qurbon bo'ldi
victor	0.802	0.587	0.796	g'olib
victoria	0.896	0.811	0.837	Viktoriya
victorious	0.884	0.886	0.946	g'olib
victory	0.938	0.735	0.931	g'alaba
video	0.646	0.577	0.427	video
video game	0.707	0.765	0.414	video O'YIN
videotape	0.665	0.343	0.384	videotasma
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	ko'rinish
viewer	0.592	0.358	0.558	tomoshabin
viewing	0.690	0.394	0.598	ko'rish
viewpoint	0.673	0.306	0.644	nuqtai nazar
vigil	0.521	0.480	0.491	hushyorlik
vigilance	0.490	0.615	0.724	hushyorlik
vigilant	0.469	0.643	0.791	hushyor
vigilante	0.418	0.627	0.720	hushyor
vignette	0.717	0.283	0.382	vinyetka
vigor	0.860	0.755	0.811	quvvat
vigorous	0.857	0.770	0.897	kuchli
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	yomon
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	qishloq
villager	0.710	0.387	0.509	qishloqlik
villain	0.177	0.892	0.590	yovuz odam
villainous	0.122	0.840	0.470	yovuz
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	oqlamoq
vindicated	0.615	0.480	0.609	oqlangan
vindication	0.531	0.632	0.764	oqlash
vindictive	0.092	0.830	0.500	qasoskor
vine	0.531	0.292	0.405	tok
vinegar	0.276	0.370	0.356	sirka
vineyard	0.806	0.382	0.595	uzumzor
vintage	0.680	0.390	0.481	vintage
vinyl	0.490	0.241	0.440	vinil
viola	0.521	0.461	0.481	viola
violate	0.061	0.970	0.519	buzish
violation	0.083	0.892	0.413	buzilishi
violence	0.061	0.933	0.719	zo'ravonlik
violent	0.112	0.918	0.616	zo'ravon
violently	0.120	0.970	0.527	zo'ravonlik bilan
violet	0.688	0.272	0.401	binafsha
violin	0.823	0.396	0.389	skripka
violinist	0.804	0.302	0.538	skripkachi
viper	0.173	0.846	0.632	ilon
viral	0.240	0.612	0.518	virusli
virgin	0.622	0.433	0.462	bokira
virginal	0.673	0.577	0.464	bokira
virginity	0.691	0.676	0.576	bokiralik
virility	0.684	0.670	0.718	erkaklik
virology	0.418	0.569	0.562	virusologiya
virtual	0.598	0.532	0.463	virtual
virtually	0.594	0.521	0.625	virtual
virtue	0.896	0.443	0.827	fazilat
virtuoso	0.929	0.591	0.863	virtuoz
virtuous	0.890	0.530	0.822	fazilatli
virulence	0.094	0.533	0.438	virulentlik
virus	0.277	0.740	0.443	virus
visa	0.735	0.367	0.660	viza
visage	0.700	0.361	0.482	qiyofasi
viscosity	0.417	0.521	0.454	yopishqoqlik
viscous	0.398	0.396	0.409	yopishqoq
vise	0.533	0.391	0.451	viza
visibility	0.750	0.444	0.676	ko'rinish
visible	0.750	0.342	0.509	ko'rinadigan
visibly	0.724	0.373	0.591	ko'rinadigan darajada
vision	0.708	0.447	0.742	ko'rish
visionary	0.823	0.565	0.791	ko'ruvchi
visit	0.771	0.443	0.445	tashrif buyuring
visitation	0.729	0.346	0.534	tashrif
visiting	0.729	0.440	0.519	tashrif buyurish
visitor	0.646	0.480	0.461	Mehmon
visor	0.396	0.490	0.265	visor
vista	0.698	0.390	0.450	vista
visual	0.813	0.462	0.462	ingl
visualize	0.635	0.431	0.537	tasavvur qilish
vital	0.750	0.716	0.847	hayotiy
vitality	0.923	0.565	0.869	muhimlik
vitals	0.704	0.604	0.798	hayotiy moddalar
vitamin	0.827	0.330	0.560	vitamin
vitreous	0.312	0.413	0.396	shishasimon
viva	0.840	0.567	0.644	tirik
vivacious	0.780	0.820	0.758	jonli
vivid	0.698	0.627	0.667	jonli
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	lug'at
vocal	0.583	0.352	0.340	vokal
vocalist	0.688	0.596	0.596	vokalchi
vocation	0.833	0.426	0.686	kasb
vodka	0.510	0.632	0.491	aroq
vogue	0.740	0.491	0.538	moda
voice	0.594	0.343	0.528	ovoz
voiceless	0.271	0.235	0.131	ovozsiz
voicemail	0.458	0.453	0.406	ovozli pochta
void	0.135	0.163	0.130	bekor
volatile	0.323	0.786	0.565	uchuvchan
volatility	0.281	0.755	0.553	o'zgaruvchanlik
volcanic	0.344	0.910	0.781	vulqon
volcano	0.240	0.844	0.787	vulqon
volition	0.480	0.587	0.578	iroda
volley	0.529	0.460	0.336	voleybol
volleyball	0.640	0.700	0.458	voleybol
voltage	0.382	0.855	0.621	Kuchlanishi
voltmeter	0.599	0.596	0.545	voltmetr
volume	0.552	0.490	0.546	hajmi
volumes	0.552	0.452	0.520	jildlar
voluminous	0.561	0.450	0.658	hajmli
voluntarily	0.847	0.460	0.527	ixtiyoriy ravishda
voluntary	0.771	0.460	0.643	ixtiyoriy
volunteer	0.888	0.422	0.596	ko'ngilli
volunteering	0.844	0.614	0.603	ko'ngillilik
volunteers	0.820	0.448	0.630	ko'ngillilar
voluptuous	0.673	0.719	0.792	shahvoniy
vomit	0.073	0.569	0.188	qusish
vomiting	0.156	0.780	0.157	qusish
voodoo	0.188	0.600	0.453	vudu
voracious	0.385	0.892	0.694	ochko'z
vortex	0.408	0.691	0.602	girdob
vote	0.582	0.500	0.649	ovoz berish
voter	0.612	0.538	0.754	saylovchi
voting	0.615	0.602	0.768	ovoz berish
votive	0.479	0.460	0.453	nazr
vouch	0.625	0.417	0.746	kafolat
voucher	0.622	0.416	0.601	vaucher
vow	0.560	0.510	0.664	qasam
vowel	0.490	0.283	0.311	unli
voyage	0.816	0.714	0.580	sayohat
voyager	0.684	0.596	0.627	sayohatchi
voyeur	0.479	0.615	0.466	voyeur
vulgar	0.083	0.820	0.445	qo'pol
vulgarity	0.104	0.870	0.346	qo'pollik
vulnerability	0.250	0.510	0.267	zaiflik
vulnerable	0.198	0.490	0.245	zaif
vulture	0.316	0.604	0.472	kalxat
wacko	0.271	0.574	0.330	vako
wacky	0.153	0.720	0.321	aqldan ozgan
wad	0.333	0.318	0.259	vad
waddle	0.490	0.453	0.388	chayqalish
wade	0.510	0.656	0.472	vade
wafer	0.677	0.360	0.313	gofret
waffle	0.708	0.394	0.327	vafli
wag	0.448	0.490	0.481	vag
wage	0.635	0.480	0.565	ish haqi
wager	0.479	0.816	0.615	tikish
wages	0.776	0.440	0.620	ish haqi
wagon	0.490	0.461	0.474	vagon
wail	0.418	0.724	0.393	yig'lamoq
waist	0.542	0.448	0.351	bel
waistcoat	0.542	0.320	0.389	jilet
waistline	0.560	0.417	0.320	bel chizig'i
wait	0.224	0.167	0.264	Kutmoq
waiter	0.459	0.300	0.295	Ofitsiant
waiting	0.239	0.339	0.333	kutish
waitinggame	0.604	0.549	0.406	kutish o'yini
waitress	0.646	0.531	0.352	ofitsiant qiz
waive	0.276	0.559	0.311	voz kechish
waiver	0.396	0.630	0.373	voz kechish
wake	0.700	0.470	0.512	uyg'otish
walk	0.643	0.412	0.450	yurish
walker	0.551	0.491	0.525	yuruvchi
walking	0.708	0.480	0.781	yurish
walkout	0.292	0.853	0.427	chiqib ketish
wall	0.417	0.250	0.509	devor
wallaby	0.541	0.368	0.391	valabi
wallet	0.680	0.432	0.500	hamyon
wallflower	0.667	0.298	0.342	devor guli
wallop	0.320	0.790	0.689	vallop
wallow	0.286	0.878	0.491	chayqalish
wallpaper	0.673	0.173	0.308	fon rasmi
walnut	0.688	0.302	0.255	yong'oq
walrus	0.521	0.327	0.361	morj
waltz	0.769	0.410	0.315	vals
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	tayoqcha
wander	0.427	0.417	0.330	sarson-sargardon
wanderer	0.458	0.519	0.396	sargardon
wandering	0.323	0.471	0.357	sarson-sargardon
wane	0.188	0.402	0.098	susaydi
waning	0.375	0.333	0.300	susayish
wanker	0.290	0.569	0.446	ahmoq
wannabe	0.602	0.547	0.337	istayman
wannasleep	0.604	0.330	0.345	uxlashni xohlayman
want	0.671	0.642	0.598	istayman
wanting	0.760	0.433	0.593	xohlash
wanton	0.427	0.739	0.500	bema'ni
war	0.022	0.892	0.727	urush
warbler	0.480	0.349	0.311	o'roqchi
warcrimes	0.031	0.852	0.585	urush jinoyatlari
ward	0.469	0.255	0.254	palata
warden	0.615	0.627	0.898	nazoratchi
wardrobe	0.612	0.510	0.336	shkaf
ware	0.604	0.443	0.455	buyum
warehouse	0.721	0.365	0.446	ombor
warfare	0.062	0.885	0.845	urush
warhead	0.219	0.756	0.536	jangovar kallak
warlike	0.367	0.847	0.779	jangovar
warlock	0.312	0.558	0.657	sehrgar
warlord	0.167	0.796	0.781	sarkarda
warm	0.760	0.312	0.585	issiq
warming	0.594	0.637	0.580	isinish
warms	0.594	0.580	0.632	isitadi
warmth	0.878	0.307	0.602	issiqlik
warn	0.429	0.647	0.564	ogohlantir
warned	0.302	0.604	0.547	ogohlantirilgan
warning	0.229	0.774	0.629	ogohlantirish
warp	0.344	0.417	0.373	burish
warpath	0.280	0.676	0.551	urush yo'li
warped	0.219	0.663	0.304	burishgan
warrant	0.653	0.398	0.802	order
warranted	0.714	0.367	0.690	kafolatlangan
warrants	0.562	0.431	0.881	kafolatlar
warranty	0.667	0.470	0.568	kafolat
warren	0.417	0.570	0.464	warren
warrior	0.458	0.863	0.915	jangchi
warship	0.292	0.890	0.889	harbiy kema
wart	0.082	0.314	0.205	siğil
wartime	0.100	0.912	0.726	urush vaqti
wary	0.510	0.343	0.535	ehtiyotkor
wash	0.635	0.377	0.297	yuvish
washed	0.542	0.314	0.392	yuvilgan
washer	0.594	0.390	0.365	kir yuvish mashinasi
washing	0.643	0.396	0.402	yuvish
washout	0.383	0.304	0.389	yuvish
washroom	0.500	0.364	0.446	yuvinish xonasi
wasp	0.390	0.620	0.406	ari
waste	0.041	0.510	0.184	chiqindilar
wastebasket	0.271	0.230	0.286	chiqindi savati
wasted	0.188	0.558	0.259	behuda
wasteful	0.173	0.730	0.409	isrofgar
wasteland	0.365	0.308	0.391	cho'l yer
wasting	0.051	0.417	0.207	isrof qilish
watch	0.531	0.346	0.423	tomosha qiling
watchdog	0.531	0.811	0.648	qo'riqchi it
