English Word	Valence	Arousal	Dominance	Kannada Word
unambiguous	0.406	0.390	0.578	ನಿಸ್ಸಂದಿಗ್ಧ
unanimity	0.490	0.407	0.706	ಏಕಾಭಿಪ್ರಾಯ
unanimous	0.656	0.380	0.682	ಅವಿರೋಧ
unanimously	0.686	0.333	0.738	ಸರ್ವಾನುಮತದಿಂದ
unannounced	0.240	0.588	0.291	ಅಘೋಷಿತ
unanswered	0.276	0.361	0.219	ಉತ್ತರಿಸಲಿಲ್ಲ
unanticipated	0.255	0.775	0.327	ಅನಿರೀಕ್ಷಿತ
unappreciated	0.143	0.431	0.209	ಮೆಚ್ಚುಗೆಯಿಲ್ಲದ
unapproved	0.184	0.471	0.254	ಅನುಮೋದಿತವಾಗಿಲ್ಲ
unarmed	0.427	0.420	0.241	ನಿರಾಯುಧ
unassisted	0.302	0.320	0.211	ಸಹಾಯವಿಲ್ಲದ
unassuming	0.490	0.230	0.471	ನಿಗರ್ವಿ
unattached	0.192	0.439	0.283	ಜೋಡಿಸದ
unattainable	0.220	0.635	0.571	ಸಾಧಿಸಲಾಗದ
unattended	0.255	0.400	0.167	ಗಮನಿಸದ
unattractive	0.177	0.307	0.208	ಸುಂದರವಲ್ಲದ
unauthorized	0.260	0.448	0.259	ಅನಧಿಕೃತ
unavailable	0.323	0.281	0.159	ಲಭ್ಯವಿಲ್ಲ
unavoidable	0.350	0.580	0.445	ಅನಿವಾರ್ಯ
unaware	0.208	0.355	0.310	ಅರಿವಿಲ್ಲ
unbalanced	0.302	0.596	0.343	ಅಸಮತೋಲಿತ
unbearable	0.125	0.798	0.447	ಅಸಹನೀಯ
unbeatable	0.735	0.719	0.681	ಅಜೇಯ
unbeaten	0.854	0.760	0.828	ಅಜೇಯ
unbecoming	0.123	0.471	0.288	ಯೋಗ್ಯವಲ್ಲದ
unbelief	0.265	0.582	0.407	ಅಪನಂಬಿಕೆ
unbelievable	0.771	0.790	0.717	ನಂಬಲಾಗದ
unbiased	0.625	0.378	0.618	ಪಕ್ಷಪಾತವಿಲ್ಲದ
unborn	0.312	0.300	0.216	ಹುಟ್ಟಿಲ್ಲ
unbound	0.354	0.402	0.283	ಅನಿಯಮಿತ
unbounded	0.646	0.600	0.736	ಮಿತಿಯಿಲ್ಲದ
unbreakable	0.653	0.573	0.759	ಮುರಿಯಲಾಗದ
unbridled	0.396	0.759	0.448	ಕಡಿವಾಣವಿಲ್ಲದ
unbroken	0.550	0.224	0.602	ಮುರಿಯದ
unbutton	0.479	0.539	0.311	ಬಿಚ್ಚಿ
uncalled	0.344	0.294	0.222	ಕರೆಯಲಿಲ್ಲ
uncanny	0.469	0.461	0.430	ವಿಲಕ್ಷಣ
uncaring	0.177	0.245	0.321	ಕಾಳಜಿಯಿಲ್ಲದ
uncensured	0.438	0.649	0.509	ಅನಿಶ್ಚಿತ
uncertain	0.363	0.500	0.164	ಅನಿಶ್ಚಿತ
uncertainty	0.064	0.494	0.282	ಅನಿಶ್ಚಿತತೆ
unchallenged	0.552	0.394	0.545	ಪ್ರಶ್ನಿಸದ
unchangeable	0.375	0.442	0.709	ಬದಲಾಯಿಸಲಾಗದ
unchanged	0.490	0.204	0.237	ಬದಲಾಗದೆ
uncharted	0.188	0.406	0.413	ಗುರುತು ಹಾಕದ
uncherished	0.250	0.412	0.280	ಪಾಲಿಸದ
uncivilized	0.133	0.600	0.400	ಅಸಂಸ್ಕೃತ
unclaimed	0.316	0.346	0.278	ಹಕ್ಕು ಪಡೆಯದ
uncle	0.653	0.255	0.578	ಚಿಕ್ಕಪ್ಪ
unclean	0.133	0.529	0.134	ಅಶುದ್ಧ
unclear	0.229	0.463	0.202	ಅಸ್ಪಷ್ಟವಾಗಿದೆ
uncomfortable	0.188	0.610	0.214	ಅನಾನುಕೂಲ
uncommon	0.459	0.429	0.373	ಅಸಾಮಾನ್ಯ
uncommonly	0.626	0.490	0.778	ಅಸಾಮಾನ್ಯವಾಗಿ
uncomplicated	0.740	0.260	0.453	ಜಟಿಲವಲ್ಲದ
uncompromising	0.320	0.531	0.613	ರಾಜಿಯಾಗದ
unconcerned	0.562	0.283	0.298	ಕಾಳಜಿಯಿಲ್ಲದ
unconditional	0.760	0.493	0.715	ಬೇಷರತ್ತಾಗಿ
unconfirmed	0.334	0.321	0.339	ದೃಢೀಕರಿಸಲಾಗಿಲ್ಲ
unconnected	0.188	0.265	0.213	ಸಂಪರ್ಕವಿಲ್ಲದ
unconscionable	0.208	0.618	0.429	ಪ್ರಜ್ಞೆಯಿಲ್ಲದ
unconscious	0.240	0.356	0.195	ಪ್ರಜ್ಞಾಹೀನ
unconsciousness	0.177	0.440	0.121	ಪ್ರಜ್ಞಾಹೀನತೆ
unconstitutional	0.230	0.588	0.491	ಅಸಂವಿಧಾನಿಕ
unconstrained	0.653	0.640	0.635	ಅನಿರ್ಬಂಧಿತ
uncontested	0.510	0.471	0.689	ಅವಿರೋಧ
uncontrollable	0.265	0.790	0.626	ನಿಯಂತ್ರಿಸಲಾಗದ
uncontrolled	0.188	0.891	0.544	ಅನಿಯಂತ್ರಿತ
unconventional	0.177	0.509	0.288	ಅಸಾಂಪ್ರದಾಯಿಕ
unconvinced	0.409	0.458	0.228	ಮನವರಿಕೆಯಾಗದ
unconvincing	0.190	0.532	0.144	ಮನವರಿಕೆಯಾಗದ
uncooked	0.312	0.321	0.241	ಬೇಯಿಸದ
uncooperative	0.250	0.422	0.246	ಅಸಹಕಾರ
uncorrelated	0.333	0.327	0.316	ಪರಸ್ಪರ ಸಂಬಂಧವಿಲ್ಲದ
uncouth	0.080	0.761	0.350	ಅಸಭ್ಯ
uncover	0.771	0.552	0.648	ಬಹಿರಂಗಪಡಿಸಲು
uncritical	0.480	0.367	0.412	ವಿಮರ್ಶಾತ್ಮಕವಲ್ಲದ
uncut	0.448	0.422	0.278	ಕತ್ತರಿಸದ
undead	0.367	0.635	0.406	ಶವಗಳಿಲ್ಲದ
undecided	0.286	0.433	0.127	ನಿರ್ಧರಿಸಲಾಗಿಲ್ಲ
undefeated	0.833	0.752	0.825	ಅಜೇಯ
undefined	0.260	0.418	0.350	ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿಲ್ಲ
undeniable	0.552	0.473	0.778	ನಿರಾಕರಿಸಲಾಗದ
underage	0.469	0.461	0.300	ಅಪ್ರಾಪ್ತ
underbelly	0.406	0.423	0.361	ಕೆಳಹೊಟ್ಟೆ
undercover	0.388	0.627	0.483	ರಹಸ್ಯವಾಗಿ
undercurrent	0.357	0.582	0.520	ಅಂಡರ್ ಕರೆಂಟ್
underdog	0.250	0.410	0.226	ದುರ್ಬಲ
underestimate	0.413	0.464	0.193	ಕಡಿಮೆ
undergo	0.398	0.554	0.339	ಒಳಗಾಗುತ್ತವೆ
undergraduate	0.583	0.500	0.559	ಪದವಿಪೂರ್ವ
underground	0.396	0.455	0.452	ಭೂಗತ
underhanded	0.188	0.415	0.527	ಅಂಡರ್ಹ್ಯಾಂಡ್
underlay	0.521	0.365	0.458	ತಳಪಾಯ
underlie	0.323	0.378	0.275	ಆಧಾರವಾಗಿ
underline	0.480	0.412	0.509	ಅಂಡರ್ಲೈನ್
underlying	0.480	0.445	0.452	ಆಧಾರವಾಗಿರುವ
undermine	0.316	0.491	0.413	ದುರ್ಬಲಗೊಳಿಸು
undermined	0.365	0.409	0.394	ದುರ್ಬಲಗೊಳಿಸಲಾಗಿದೆ
underneath	0.450	0.265	0.158	ಕೆಳಗೆ
underpaid	0.146	0.413	0.209	ಕಡಿಮೆ ಸಂಬಳ
underpants	0.448	0.473	0.276	ಒಳ ಉಡುಪು
underprivileged	0.167	0.449	0.172	ಹಿಂದುಳಿದವರು
underrated	0.208	0.520	0.333	ಕಡಿಮೆ ಅಂದಾಜು ಮಾಡಲಾಗಿದೆ
underscore	0.375	0.275	0.306	ಅಂಡರ್ಸ್ಕೋರ್
undersea	0.545	0.490	0.425	ಸಮುದ್ರದೊಳಗಿನ
undersecretary	0.459	0.377	0.594	ಉಪಕಾರ್ಯದರ್ಶಿ
undersized	0.316	0.425	0.298	ಕಡಿಮೆ ಗಾತ್ರದ
understaffed	0.148	0.444	0.302	ಕಡಿಮೆ ಸಿಬ್ಬಂದಿ
understand	0.760	0.374	0.643	ಅರ್ಥಮಾಡಿಕೊಳ್ಳಿ
understandable	0.776	0.363	0.566	ಅರ್ಥವಾಗುವ
understanding	0.865	0.304	0.689	ತಿಳುವಳಿಕೆ
understatement	0.347	0.480	0.473	ತಗ್ಗುನುಡಿ
understood	0.780	0.441	0.686	ಅರ್ಥವಾಯಿತು
understudy	0.378	0.402	0.420	ಅಂಡರ್ಸ್ಟಡಿ
undertake	0.796	0.702	0.754	ಕೈಗೊಳ್ಳುತ್ತಾರೆ
undertaker	0.363	0.696	0.611	ಕೈಗೊಳ್ಳುವವರು
undertaking	0.667	0.530	0.696	ಕೈಗೊಳ್ಳುವುದು
undertow	0.327	0.639	0.231	ಅಂಡರ್ಟೋವ್
underwear	0.610	0.546	0.375	ಒಳ ಉಡುಪು
underwood	0.510	0.453	0.510	ಮರದ ಕೆಳಗೆ
underworld	0.177	0.676	0.613	ಭೂಗತ ಲೋಕ
underwrite	0.416	0.520	0.423	ಅಂಡರ್ರೈಟ್
underwriter	0.571	0.327	0.620	ಅಂಡರ್ರೈಟರ್
undeserved	0.219	0.552	0.283	ಅನರ್ಹ
undesirable	0.177	0.644	0.260	ಅನಪೇಕ್ಷಿತ
undesired	0.156	0.441	0.235	ಅನಪೇಕ್ಷಿತ
undetectable	0.438	0.539	0.604	ಪತ್ತೆಹಚ್ಚಲಾಗದ
undetected	0.224	0.304	0.268	ಪತ್ತೆಯಾಗಿಲ್ಲ
undetermined	0.265	0.256	0.353	ನಿರ್ಧರಿಸಲಾಗಿಲ್ಲ
undeveloped	0.292	0.330	0.254	ಅಭಿವೃದ್ಧಿಯಾಗದ
undignified	0.122	0.627	0.308	ಘನತೆಯಿಲ್ಲದ
undirected	0.330	0.417	0.310	ನಿರ್ದೇಶನವಿಲ್ಲದ
undisclosed	0.479	0.361	0.314	ಬಹಿರಂಗಪಡಿಸದ
undiscovered	0.438	0.347	0.261	ಪತ್ತೆಯಾಗಿಲ್ಲ
undisputed	0.646	0.588	0.673	ನಿರ್ವಿವಾದ
undisturbed	0.725	0.287	0.434	ಅಡೆತಡೆಯಿಲ್ಲದ
undivided	0.510	0.380	0.490	ಅವಿಭಜಿತ
undo	0.365	0.444	0.349	ರದ್ದುಮಾಡು
undoing	0.219	0.452	0.298	ರದ್ದುಗೊಳಿಸುವುದು
undoubted	0.592	0.461	0.740	ನಿಸ್ಸಂದೇಹವಾಗಿ
undress	0.438	0.900	0.336	ಬಟ್ಟೆ ಬಿಚ್ಚಿ
undressed	0.375	0.755	0.356	ಬಟ್ಟೆ ಬಿಚ್ಚಿದ
undue	0.156	0.573	0.318	ಅನಗತ್ಯ
undying	0.708	0.500	0.773	ಸಾಯುತ್ತಿಲ್ಲ
unearned	0.177	0.340	0.213	ಗಳಿಸಿದ
unearth	0.427	0.635	0.545	ಹೊರತೆಗೆಯಿರಿ
uneasiness	0.190	0.798	0.241	ಅಶಾಂತಿ
uneasy	0.115	0.598	0.349	ಅಶಾಂತ
uneducated	0.177	0.350	0.246	ಅವಿದ್ಯಾವಂತ
unemployed	0.094	0.481	0.230	ನಿರುದ್ಯೋಗಿ
unemployment	0.094	0.400	0.297	ನಿರುದ್ಯೋಗ
unencumbered	0.604	0.280	0.472	ಹೊರೆಯಿಲ್ಲದ
unending	0.385	0.519	0.454	ಅಂತ್ಯವಿಲ್ಲದ
unequal	0.118	0.433	0.202	ಅಸಮಾನ
unequalled	0.562	0.470	0.769	ಅಸಮಾನ
unequivocal	0.604	0.415	0.615	ನಿಸ್ಸಂದಿಗ್ಧ
unequivocally	0.521	0.668	0.554	ನಿಸ್ಸಂದಿಗ್ಧವಾಗಿ
unethical	0.104	0.433	0.269	ಅನೈತಿಕ
uneven	0.125	0.457	0.240	ಅಸಮ
uneventful	0.510	0.343	0.410	ಅಸಮಂಜಸ
unexpected	0.500	0.720	0.333	ಅನಿರೀಕ್ಷಿತ
unexpectedly	0.354	0.759	0.462	ಅನಿರೀಕ್ಷಿತವಾಗಿ
unexplainable	0.260	0.448	0.610	ವಿವರಿಸಲಾಗದ
unexplained	0.271	0.531	0.349	ವಿವರಿಸಲಾಗದ
unexplored	0.401	0.640	0.388	ಅನ್ವೇಷಿಸದ
unfailing	0.625	0.635	0.594	ವಿಫಲವಾಗದ
unfair	0.173	0.472	0.190	ಅನ್ಯಾಯ
unfairness	0.170	0.817	0.336	ಅನ್ಯಾಯ
unfaithful	0.031	0.806	0.298	ವಿಶ್ವಾಸದ್ರೋಹಿ
unfamiliar	0.219	0.558	0.273	ಪರಿಚಯವಿಲ್ಲದ
unfavorable	0.133	0.450	0.232	ಪ್ರತಿಕೂಲವಾದ
unfeeling	0.235	0.377	0.345	ಭಾವನೆಯಿಲ್ಲದ
unfettered	0.569	0.650	0.586	ಅನಿಯಂತ್ರಿತ
unfinished	0.188	0.368	0.264	ಅಪೂರ್ಣ
unfit	0.250	0.368	0.185	ಅಯೋಗ್ಯ
unflinching	0.667	0.606	0.882	ಹಿಂಜರಿಯುವುದಿಲ್ಲ
unfold	0.612	0.510	0.520	ಬಿಚ್ಚಿಕೊಳ್ಳುತ್ತವೆ
unfollow	0.281	0.337	0.293	ಅನುಸರಿಸಬೇಡಿ
unforeseen	0.255	0.714	0.500	ಅನಿರೀಕ್ಷಿತ
unforgettable	0.833	0.561	0.660	ಮರೆಯಲಾಗದ
unforgivable	0.276	0.743	0.490	ಅಕ್ಷಮ್ಯ
unforgiving	0.406	0.630	0.793	ಕ್ಷಮಿಸದ
unfortunate	0.073	0.487	0.195	ದುರದೃಷ್ಟಕರ
unfortunately	0.104	0.494	0.281	ದುರದೃಷ್ಟವಶಾತ್
unfounded	0.271	0.520	0.410	ಆಧಾರರಹಿತ
unfreeze	0.458	0.297	0.375	ಫ್ರೀಜ್ ಮಾಡಿ
unfriendly	0.173	0.670	0.458	ಸ್ನೇಹಿಯಲ್ಲದ
unfulfilled	0.184	0.426	0.268	ಈಡೇರದ
unfurnished	0.316	0.333	0.272	ಸಜ್ಜುಗೊಳಿಸದ
unglued	0.378	0.446	0.352	ಅಂಟಿಲ್ಲದ
ungodly	0.296	0.423	0.388	ಭಕ್ತಿಹೀನ
ungrateful	0.219	0.461	0.275	ಕೃತಘ್ನ
unguarded	0.156	0.578	0.205	ರಕ್ಷಣೆಯಿಲ್ಲದ
unhand	0.406	0.360	0.361	ಕೈ ಬಿಡಲಿಲ್ಲ
unhappiness	0.083	0.630	0.222	ಅಸಂತೋಷ
unhappy	0.112	0.500	0.155	ಅತೃಪ್ತಿ
unharmed	0.740	0.378	0.491	ಹಾನಿಯಾಗದ
unhealthy	0.115	0.549	0.214	ಅನಾರೋಗ್ಯಕರ
unheard	0.344	0.539	0.500	ಕೇಳಲಿಲ್ಲ
unhelpful	0.104	0.320	0.118	ಅಸಹಾಯಕ
unhindered	0.729	0.441	0.725	ತಡೆಯಿಲ್ಲದ
unholy	0.327	0.560	0.445	ಅಪವಿತ್ರ
unhook	0.375	0.592	0.310	ಕೊಕ್ಕೆ ಬಿಚ್ಚಿ
unicorn	0.776	0.510	0.480	ಯುನಿಕಾರ್ನ್
unidentified	0.385	0.361	0.199	ಗುರುತಿಸಲಾಗಿಲ್ಲ
unification	0.688	0.345	0.788	ಏಕೀಕರಣ
unified	0.729	0.439	0.764	ಏಕೀಕೃತ
uniform	0.570	0.245	0.655	ಸಮವಸ್ತ್ರ
uniformed	0.469	0.519	0.589	ಸಮವಸ್ತ್ರಧಾರಿ
uniformity	0.745	0.353	0.538	ಏಕರೂಪತೆ
uniformly	0.625	0.333	0.704	ಏಕರೂಪವಾಗಿ
unimaginable	0.573	0.634	0.589	ಊಹೆಗೂ ನಿಲುಕದ
unimpeachable	0.684	0.550	0.784	ದೋಷಾರೋಪಣೆ ಮಾಡಲಾಗದ
unimpeached	0.458	0.335	0.433	ದೋಷಾರೋಪಣೆ ಮಾಡದ
unimportant	0.281	0.240	0.175	ಅಮುಖ್ಯ
unimpressed	0.198	0.302	0.327	ಪ್ರಭಾವಿತನಾಗಲಿಲ್ಲ
unimproved	0.163	0.377	0.144	ಸುಧಾರಿಸದ
uninfected	0.688	0.304	0.389	ಸೋಂಕಿಲ್ಲದ
uninformed	0.156	0.370	0.182	ಮಾಹಿತಿಯಿಲ್ಲದ
uninhabited	0.301	0.230	0.221	ಜನವಸತಿಯಿಲ್ಲದ
uninitiated	0.271	0.288	0.288	ಪ್ರಾರಂಭವಿಲ್ಲದ
uninspired	0.163	0.243	0.260	ಸ್ಫೂರ್ತಿಯಿಲ್ಲದ
unintelligible	0.208	0.472	0.283	ಅರ್ಥವಾಗದ
unintended	0.438	0.385	0.349	ಉದ್ದೇಶವಿಲ್ಲದ
unintentional	0.333	0.538	0.306	ಉದ್ದೇಶಪೂರ್ವಕವಲ್ಲದ
unintentionally	0.460	0.490	0.286	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
uninterested	0.365	0.240	0.328	ಆಸಕ್ತಿಯಿಲ್ಲದ
uninteresting	0.153	0.235	0.228	ಆಸಕ್ತಿರಹಿತ
uninterrupted	0.500	0.434	0.527	ತಡೆರಹಿತ
uninvited	0.090	0.385	0.307	ಆಹ್ವಾನಿಸದ
union	0.854	0.226	0.766	ಒಕ್ಕೂಟ
unique	0.823	0.347	0.661	ಅನನ್ಯ
unisex	0.492	0.417	0.417	ಏಕಲಿಂಗ
unison	0.510	0.439	0.583	ಒಗ್ಗಟ್ಟು
unit	0.562	0.235	0.578	ಘಟಕ
unitary	0.531	0.239	0.641	ಏಕೀಕೃತ
unite	0.781	0.375	0.610	ಒಂದುಗೂಡಿಸು
united	0.781	0.431	0.783	ಒಗ್ಗೂಡಿದರು
unity	0.837	0.288	0.658	ಏಕತೆ
universal	0.802	0.417	0.833	ಸಾರ್ವತ್ರಿಕ
universality	0.796	0.410	0.840	ಸಾರ್ವತ್ರಿಕತೆ
universe	0.694	0.454	0.839	ಬ್ರಹ್ಮಾಂಡ
university	0.735	0.574	0.741	ವಿಶ್ವವಿದ್ಯಾಲಯ
unjust	0.115	0.625	0.278	ಅನ್ಯಾಯ
unjustifiable	0.115	0.596	0.394	ಸಮರ್ಥನೀಯವಲ್ಲ
unjustified	0.288	0.541	0.314	ನ್ಯಾಯಸಮ್ಮತವಲ್ಲದ
unkind	0.135	0.409	0.310	ನಿರ್ದಯ
unknowable	0.347	0.540	0.396	ತಿಳಿಯಲಾಗದ
unknown	0.357	0.450	0.204	ಅಜ್ಞಾತ
unlawful	0.094	0.759	0.402	ಕಾನೂನುಬಾಹಿರ
unleash	0.479	0.775	0.559	ಸಡಿಲು
unlicensed	0.306	0.574	0.196	ಪರವಾನಗಿಯಿಲ್ಲದ
unlike	0.439	0.439	0.418	ಭಿನ್ನವಾಗಿ
unlikely	0.271	0.293	0.245	ಅಸಂಭವ
unlimited	0.750	0.623	0.679	ಅನಿಯಮಿತ
unlisted	0.365	0.265	0.218	ಪಟ್ಟಿಮಾಡದ
unload	0.656	0.639	0.573	ಇಳಿಸು
unloaded	0.469	0.380	0.331	ಇಳಿಸಲಾಗಿದೆ
unlock	0.582	0.442	0.592	ಅನ್ಲಾಕ್
unlucky	0.073	0.395	0.198	ದುರಾದೃಷ್ಟ
unmanageable	0.177	0.666	0.482	ನಿರ್ವಹಿಸಲಾಗದ
unmanned	0.235	0.441	0.324	ಮಾನವರಹಿತ
unmarked	0.416	0.294	0.433	ಗುರುತು ಹಾಕದ
unmarried	0.438	0.480	0.545	ಅವಿವಾಹಿತ
unmask	0.323	0.690	0.520	ಮುಖವಾಡ ಬಿಚ್ಚು
unmatched	0.776	0.536	0.771	ಸರಿಸಾಟಿಯಿಲ್ಲದ
unmistakable	0.602	0.571	0.765	ತಪ್ಪಾಗಲಾರದು
unmitigated	0.649	0.427	0.422	ತಗ್ಗಿಸದ
unmoved	0.184	0.355	0.360	ಚಲಿಸದ
unnamed	0.316	0.189	0.284	ಹೆಸರಿಲ್ಲದ
unnatural	0.153	0.587	0.434	ಅಸ್ವಾಭಾವಿಕ
unnecessary	0.219	0.358	0.190	ಅನಗತ್ಯ
unneeded	0.177	0.375	0.245	ಅನಗತ್ಯ
unnoticed	0.302	0.440	0.260	ಗಮನಿಸಲಿಲ್ಲ
unnumbered	0.406	0.255	0.331	ಅಸಂಖ್ಯಾತ
unobserved	0.398	0.255	0.257	ಗಮನಿಸದ
unobstructed	0.583	0.440	0.573	ಅಡೆತಡೆಯಿಲ್ಲದ
unobtrusive	0.447	0.327	0.402	ಒಡ್ಡದ
unoccupied	0.258	0.245	0.412	ಖಾಲಿಯಿಲ್ಲದ
unofficial	0.260	0.302	0.255	ಅನಧಿಕೃತ
unopened	0.542	0.340	0.265	ತೆರೆಯದ
unopposed	0.615	0.375	0.537	ಅವಿರೋಧವಾಗಿ
unordered	0.224	0.482	0.190	ಆದೇಶವಿಲ್ಲ
unorganised	0.250	0.500	0.212	ಅಸಂಘಟಿತ
unorganized	0.260	0.657	0.173	ಅಸಂಘಟಿತ
unorthodox	0.340	0.480	0.441	ಅಸಾಂಪ್ರದಾಯಿಕ
unpack	0.531	0.528	0.445	ಅನ್ಪ್ಯಾಕ್ ಮಾಡಿ
unpaid	0.300	0.413	0.365	ಪಾವತಿಸದ
unparalleled	0.708	0.306	0.538	ಸಾಟಿಯಿಲ್ಲದ
unpleasant	0.122	0.612	0.185	ಅಹಿತಕರ
unpleasantness	0.062	0.724	0.264	ಅಹಿತಕರತೆ
unplug	0.239	0.441	0.404	ಅನ್ಪ್ಲಗ್
unplugged	0.367	0.375	0.318	ಅನ್ಪ್ಲಗ್ಡ್
unpopular	0.073	0.441	0.164	ಜನಪ್ರಿಯವಲ್ಲದ
unprecedented	0.500	0.491	0.658	ಅಭೂತಪೂರ್ವ
unpredictable	0.429	0.769	0.515	ಅನಿರೀಕ್ಷಿತ
unprepared	0.204	0.450	0.152	ಸಿದ್ಧವಿಲ್ಲದ
unpretentious	0.510	0.296	0.410	ಆಡಂಬರವಿಲ್ಲದ
unproductive	0.100	0.324	0.237	ಅನುತ್ಪಾದಕ
unprofessional	0.042	0.370	0.170	ವೃತ್ತಿಪರವಲ್ಲದ
unprofitable	0.163	0.376	0.217	ಲಾಭದಾಯಕವಲ್ಲದ
unprotected	0.150	0.582	0.197	ರಕ್ಷಣೆಯಿಲ್ಲದ
unproven	0.296	0.427	0.216	ಸಾಬೀತಾಗದ
unprovoked	0.565	0.327	0.385	ಅಪ್ರಚೋದಿತ
unpublished	0.406	0.480	0.481	ಅಪ್ರಕಟಿತ
unpunished	0.292	0.594	0.519	ಶಿಕ್ಷೆಯಿಲ್ಲದ
unqualified	0.170	0.433	0.173	ಅನರ್ಹ
unquestionable	0.469	0.450	0.843	ಪ್ರಶ್ನಾತೀತ
unquestionably	0.500	0.630	0.750	ಪ್ರಶ್ನಾತೀತವಾಗಿ
unquestioned	0.562	0.509	0.746	ಪ್ರಶ್ನಾತೀತ
unquote	0.388	0.363	0.517	ಉಲ್ಲೇಖಿಸದ
unravel	0.378	0.598	0.455	ಗೋಜುಬಿಡಿಸು
unreachable	0.208	0.679	0.557	ತಲುಪಲಾಗದ
unread	0.458	0.240	0.214	ಓದಿಲ್ಲ
unreal	0.173	0.431	0.296	ಅವಾಸ್ತವ
unrealistic	0.229	0.500	0.245	ಅವಾಸ್ತವಿಕ
unreasonable	0.115	0.702	0.264	ಅಸಮಂಜಸ
unrecorded	0.241	0.351	0.350	ದಾಖಲಾಗದ
unregistered	0.255	0.337	0.266	ನೋಂದಾಯಿಸದ
unregulated	0.344	0.454	0.421	ಅನಿಯಂತ್ರಿತ
unrelated	0.302	0.270	0.264	ಸಂಬಂಧವಿಲ್ಲದ
unrelenting	0.500	0.790	0.875	ಪಟ್ಟುಬಿಡದ
unreliable	0.108	0.480	0.240	ವಿಶ್ವಾಸಾರ್ಹವಲ್ಲ
unremarkable	0.271	0.155	0.230	ಗಮನಾರ್ಹವಲ್ಲದ
unrepentant	0.240	0.445	0.413	ಪಶ್ಚಾತ್ತಾಪಪಡದ
unrequited	0.143	0.441	0.179	ಅಪೇಕ್ಷಿಸದ
unresolved	0.135	0.441	0.173	ಬಗೆಹರಿಯದ
unresponsive	0.108	0.282	0.244	ಪ್ರತಿಕ್ರಿಯಿಸದ
unrest	0.102	0.577	0.231	ಅಶಾಂತಿ
unrestrained	0.385	0.775	0.627	ಅನಿಯಂತ್ರಿತ
unrestricted	0.698	0.458	0.644	ಅನಿರ್ಬಂಧಿತ
unromantic	0.208	0.316	0.307	ಪ್ರಣಯವಿಲ್ಲದ
unruly	0.240	0.745	0.547	ಅಶಿಸ್ತಿನ
unsafe	0.115	0.562	0.147	ಅಸುರಕ್ಷಿತ
unsanitary	0.063	0.592	0.269	ಅನೈರ್ಮಲ್ಯ
unsatisfactory	0.122	0.520	0.189	ಅತೃಪ್ತಿಕರ
unsatisfied	0.200	0.547	0.241	ಅತೃಪ್ತ
unsavory	0.071	0.637	0.353	ರುಚಿಕರವಲ್ಲದ
unscathed	0.625	0.308	0.611	ಪಾರಾಗಿಲ್ಲ
unscheduled	0.312	0.436	0.300	ನಿಗದಿತ
unscientific	0.396	0.317	0.321	ಅವೈಜ್ಞಾನಿಕ
unscrew	0.333	0.462	0.396	ತಿರುಗಿಸು
unscrupulous	0.094	0.727	0.465	ನಿರ್ಲಜ್ಜ
unseat	0.229	0.500	0.312	ಆಸನವನ್ನು ತೆಗೆಯಿರಿ
unseen	0.427	0.351	0.421	ಕಾಣದ
unselfish	0.615	0.353	0.377	ನಿಸ್ವಾರ್ಥ
unsettled	0.208	0.647	0.170	ಅಸ್ಥಿರ
unsightly	0.226	0.559	0.373	ಅಸಹ್ಯಕರ
unsolicited	0.094	0.339	0.280	ಅಪೇಕ್ಷಿಸದ
unsolved	0.146	0.390	0.235	ಬಗೆಹರಿಯದ
unsophisticated	0.327	0.491	0.339	ಅತ್ಯಾಧುನಿಕ
unsound	0.146	0.222	0.272	ಅಸ್ವಸ್ಥ
unspeakable	0.327	0.567	0.393	ಹೇಳಲಾಗದು
unspecified	0.240	0.365	0.165	ಅನಿರ್ದಿಷ್ಟ
unspoken	0.177	0.260	0.208	ಮಾತನಾಡದ
unstable	0.167	0.587	0.150	ಅಸ್ಥಿರ
unsteady	0.122	0.500	0.190	ಅಸ್ಥಿರ
unstoppable	0.625	0.887	0.862	ತಡೆಯಲಾಗದ
unsuccessful	0.140	0.318	0.106	ಯಶಸ್ವಿಯಾಗಲಿಲ್ಲ
unsuitable	0.188	0.528	0.300	ಸೂಕ್ತವಲ್ಲ
unsung	0.296	0.330	0.314	ಹಾಡದ
unsupervised	0.478	0.481	0.442	ಮೇಲ್ವಿಚಾರಣೆಯಿಲ್ಲದ
unsupported	0.260	0.450	0.221	ಬೆಂಬಲಿತವಾಗಿಲ್ಲ
unsure	0.143	0.580	0.217	ಖಚಿತವಾಗಿಲ್ಲ
unsurpassed	0.694	0.569	0.798	ಮೀರದ
unsuspecting	0.302	0.509	0.413	ಅನುಮಾನಾಸ್ಪದ
unsustainable	0.255	0.650	0.406	ಸಮರ್ಥನೀಯವಲ್ಲದ
unsweetened	0.396	0.263	0.300	ಸಿಹಿಗೊಳಿಸದ
unsympathetic	0.163	0.620	0.281	ಸಹಾನುಭೂತಿಯಿಲ್ಲದ
untamed	0.429	0.778	0.709	ಪಳಗಿಸದ
untenable	0.143	0.637	0.425	ಅಸಮರ್ಥನೀಯ
untested	0.302	0.296	0.348	ಪರೀಕ್ಷಿಸದ
