English Word	Valence	Arousal	Dominance	Sindhi Word
rigor	0.375	0.745	0.713	سختي
rigorous	0.438	0.818	0.847	سخت
rim	0.510	0.397	0.302	ڪناري
rind	0.542	0.280	0.491	رند
ring	0.677	0.427	0.464	منڊي
ringer	0.573	0.604	0.347	رِنگر
ringing	0.724	0.598	0.693	وڄڻ
ringleader	0.520	0.550	0.640	اڳواڻ
ringmaster	0.630	0.622	0.732	رنگ ماسٽر
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	رڻ
rinse	0.663	0.168	0.409	ڌوئڻ
riot	0.061	0.946	0.586	فساد
rioting	0.156	0.949	0.560	فساد
riotous	0.163	0.837	0.588	فسادي
riots	0.099	0.882	0.564	فساد
rip	0.146	0.676	0.365	چيرڻ
riparian	0.552	0.408	0.412	دريائي
ripe	0.671	0.337	0.670	پڪو
ripen	0.755	0.373	0.671	پختو ٿيڻ
ripening	0.615	0.490	0.759	پختو ٿيڻ
ripper	0.219	0.887	0.642	ريپر
ripple	0.500	0.453	0.370	لڙڪ
rippling	0.500	0.480	0.327	لڙڪڻ
rise	0.667	0.593	0.745	اڀرڻ
rising	0.750	0.602	0.696	اڀرڻ
risk	0.240	0.816	0.438	خطرو
risky	0.224	0.922	0.700	خطرناڪ
risotto	0.802	0.454	0.234	ريسوٽو
rite	0.378	0.570	0.606	رسم
ritual	0.375	0.520	0.508	رسم
ritualistic	0.450	0.583	0.540	رسم پرست
rival	0.286	0.605	0.574	حریف
rivalry	0.192	0.765	0.538	رقابت
river	0.688	0.392	0.605	ندي
riverbank	0.684	0.300	0.330	نديءَ جو ڪنارو
riverbed	0.610	0.233	0.421	نديءَ جو ڪناري
riverboat	0.561	0.347	0.462	درياهه جي ٻيڙي
rivet	0.458	0.306	0.405	رٻڙ
riveted	0.385	0.439	0.443	riveted
riveting	0.448	0.544	0.394	riveting
roach	0.146	0.598	0.259	روچ
road	0.656	0.404	0.404	روڊ
roadblock	0.337	0.669	0.490	روڊ بلاڪ
roadhouse	0.500	0.620	0.458	روڊ هائوس
roadie	0.500	0.566	0.455	روڊي
roadrage	0.458	0.567	0.565	روڊ جو رستو
roadrunner	0.490	0.702	0.590	روڊ هلائيندڙ
roads	0.677	0.448	0.496	رستا
roadside	0.500	0.569	0.472	روڊ جي ڪناري
roadster	0.531	0.622	0.473	روڊسٽر
roadtrip	0.677	0.596	0.519	رستي جو سفر
roadway	0.562	0.206	0.509	روڊ رستو
roadworks	0.562	0.538	0.509	روڊ جو ڪم
roam	0.510	0.550	0.444	گھمڻ
roar	0.427	0.816	0.675	گوڙ
roaring	0.449	0.817	0.634	گوڙ ڪندڙ
roast	0.521	0.541	0.311	روسٽ
roasted	0.615	0.520	0.339	ڀريل
rob	0.112	0.840	0.500	ڦر
robber	0.135	0.772	0.481	ڌاڙيل
robbery	0.133	0.843	0.435	ڦرلٽ
robe	0.594	0.216	0.298	چادر
robin	0.552	0.363	0.393	رابن
robot	0.441	0.337	0.543	روبوٽ
robotic	0.417	0.602	0.657	روبوٽ
robotics	0.592	0.600	0.763	روبوٽڪس
robust	0.667	0.604	0.719	مضبوط
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	پٿر
rocker	0.615	0.704	0.625	پٿر
rocket	0.664	0.824	0.774	راڪيٽ
rocks	0.365	0.209	0.543	پٿر
rod	0.479	0.319	0.355	لٺ
rodent	0.323	0.577	0.279	ڪُنڊ
rodeo	0.490	0.676	0.588	روڊيو
roe	0.490	0.382	0.398	رو
rogue	0.334	0.713	0.636	بدمعاش
role	0.552	0.260	0.464	ڪردار
roll	0.469	0.510	0.172	رول
roller	0.521	0.394	0.345	رولر
rollercoaster	0.802	0.910	0.651	رولر ڪوسٽر
rollers	0.490	0.365	0.336	رولر
rollicking	0.878	0.806	0.552	ڦرڻ
rolling	0.510	0.606	0.321	ڦرڻ
roman	0.615	0.475	0.639	رومن
romance	0.980	0.682	0.587	رومانس
romantic	0.936	0.531	0.598	رومانوي
romanticism	0.854	0.521	0.593	رومانويت
romp	0.610	0.640	0.417	ڀڄڻ
roof	0.602	0.226	0.342	ڇت
rooftop	0.571	0.471	0.461	ڇت
rook	0.380	0.400	0.510	روڪ
rookie	0.583	0.370	0.198	ڌاڙيل
room	0.729	0.283	0.445	ڪمرو
roomful	0.786	0.425	0.634	ڪمرو
roommate	0.750	0.481	0.480	ڪمرو ميٽ
rooms	0.677	0.241	0.386	ڪمرا
roomy	0.760	0.342	0.736	ڪمرا
roost	0.500	0.410	0.345	مرغ
rooster	0.459	0.385	0.275	ڪڪڙ
root	0.602	0.279	0.508	جڙ
root beer	0.582	0.520	0.415	پاڙ جي بيئر
rooted	0.510	0.527	0.718	جڙيل
rope	0.385	0.280	0.345	رسي
ropes	0.458	0.304	0.402	رسيون
rosary	0.806	0.140	0.430	گلابي
rose	0.865	0.276	0.386	گلاب
rosemary	0.688	0.381	0.425	روزميري
rosette	0.469	0.410	0.310	گلاب
roster	0.531	0.306	0.381	لسٽ
rosy	0.940	0.528	0.755	گلابي
rot	0.031	0.558	0.301	سڙڻ
rota	0.320	0.462	0.209	روٽا
rotary	0.573	0.462	0.528	روٽري
rotate	0.458	0.470	0.492	گھمڻ
rotation	0.670	0.520	0.550	گردش
rote	0.561	0.481	0.696	روٽ
rotor	0.500	0.458	0.404	روٽر
rotten	0.104	0.590	0.327	سڙيل
rotting	0.188	0.462	0.255	سڙڻ
rotunda	0.500	0.464	0.393	روٽنڊا
rouge	0.562	0.400	0.382	روج
rough	0.406	0.794	0.632	خراب
roughly	0.448	0.539	0.463	لڳ ڀڳ
roughneck	0.323	0.640	0.491	ڳرڻ
roughness	0.214	0.578	0.490	سختي
roulette	0.326	0.690	0.422	روليٽ
round	0.552	0.434	0.311	گول
roundabout	0.490	0.425	0.495	گول چڪرو
rounded	0.592	0.391	0.396	گول ٿيل
roundup	0.520	0.580	0.474	گول اپ
rouse	0.521	0.490	0.463	اٿڻ
rouser	0.480	0.540	0.423	روئزر
rousing	0.714	0.517	0.692	ٻرندڙ
rout	0.163	0.625	0.233	رستو
route	0.583	0.353	0.518	رستو
routine	0.365	0.219	0.333	معمول
rove	0.457	0.400	0.400	گھمڻ
rover	0.510	0.538	0.421	روور
roving	0.583	0.442	0.491	گھمڻ
row	0.427	0.275	0.406	قطار
rowboat	0.455	0.393	0.353	ٻيڙي
rowdy	0.255	0.900	0.518	ڪاوڙيل
rowing	0.458	0.443	0.467	قطار ڪرڻ
royal	0.796	0.430	0.759	شاهي
royalty	0.832	0.571	0.833	رائلٽي
rub	0.521	0.565	0.400	رڱڻ
rubber	0.460	0.217	0.315	رٻڙ
rubbers	0.604	0.360	0.414	رٻڙ
rubbing	0.406	0.569	0.440	رڱڻ
rubbish	0.198	0.454	0.164	گندگي
rubble	0.308	0.509	0.289	ملبہ
rubdown	0.561	0.491	0.404	رٻڙ
rubric	0.427	0.260	0.500	روبڪ
ruby	0.663	0.408	0.544	روبي
ruckus	0.271	0.706	0.411	گوڙ
rudder	0.439	0.469	0.509	رڍ
ruddy	0.490	0.630	0.395	ڳاڙهو
rude	0.061	0.821	0.402	بدتميز
rudeness	0.280	0.819	0.692	بدمعاشي
rudimentary	0.286	0.321	0.509	ابتدائي
rudiments	0.385	0.520	0.373	اصول
rue	0.323	0.394	0.246	رو
rueful	0.173	0.429	0.225	ڏکوئيندڙ
ruff	0.365	0.510	0.375	رف
ruffian	0.130	0.824	0.463	بدمعاش
ruffle	0.443	0.561	0.518	رفل
rug	0.520	0.240	0.245	قالين
rugby	0.677	0.820	0.708	رگبي
rugged	0.561	0.569	0.793	بيٺو
ruin	0.125	0.588	0.192	بربادي
ruination	0.184	0.582	0.209	تباهي
ruined	0.135	0.564	0.194	برباد
ruinous	0.255	0.690	0.275	تباهه ڪندڙ
ruins	0.250	0.490	0.248	برباد
rule	0.567	0.427	0.593	قاعدو
ruler	0.440	0.400	0.631	حڪمران
ruling	0.177	0.566	0.410	حڪمراني
rum	0.561	0.377	0.451	رم
rumba	0.781	0.827	0.615	رمبا
rumble	0.367	0.745	0.613	گوڙ
rummage	0.243	0.615	0.289	رڙ
rumor	0.255	0.582	0.282	افواهون
rumored	0.427	0.604	0.318	افواهون
rump	0.449	0.425	0.396	رمپ
rumpus	0.448	0.531	0.422	رمپس
run	0.542	0.787	0.543	ڊوڙڻ
runaround	0.448	0.519	0.349	ڀڄڻ
runaway	0.271	0.770	0.402	ڀڄي وڃ
rundown	0.520	0.296	0.465	رنڊڪ
runes	0.438	0.300	0.304	رنس
rung	0.510	0.355	0.368	رنڊڪ
runner	0.459	0.747	0.632	ڊوڙندڙ
running	0.730	0.858	0.442	ڊوڙڻ
running shoes	0.653	0.573	0.491	هلندڙ بوٽ
runny	0.540	0.439	0.325	وهندڙ
runt	0.370	0.500	0.445	رنٽ
runway	0.585	0.373	0.406	رن وي
rupture	0.125	0.633	0.430	ڦاٽڻ
rural	0.562	0.245	0.408	ڳوٺاڻن
ruse	0.531	0.640	0.546	روڳ
rush	0.406	0.809	0.546	رش
rushing	0.398	0.821	0.529	جلدي ڪرڻ
rust	0.281	0.265	0.321	زنگ
rusted	0.286	0.357	0.302	زنگ لڳل
rustic	0.369	0.657	0.491	ڳوٺاڻو
rustle	0.333	0.538	0.394	رڙ
rustler	0.281	0.830	0.429	رٽلر
rusty	0.271	0.345	0.231	زنگ آلود
rut	0.333	0.310	0.392	روٽ
ruth	0.469	0.427	0.444	روٿ
ruthless	0.208	0.850	0.670	بي رحم
rye	0.490	0.298	0.411	رائي
sabbatical	0.771	0.240	0.427	سبت واري
saber	0.551	0.620	0.553	صابر
sable	0.449	0.596	0.500	سيبل
sabotage	0.135	0.906	0.500	تخريب
saboteur	0.250	0.804	0.407	تخريبڪار
sac	0.344	0.245	0.226	ٿلهو
sack	0.385	0.337	0.264	بوري
sacrament	0.690	0.316	0.700	مقدس
sacred	0.833	0.375	0.862	مقدس
sacrifice	0.208	0.833	0.534	قرباني ڪرڻ
sacrifices	0.281	0.717	0.538	قربانيون
sacrificial	0.198	0.755	0.452	قرباني ڏيڻ وارو
sacrilege	0.281	0.708	0.491	توهين
sacrilegious	0.146	0.736	0.449	توهين ڪندڙ
sad	0.225	0.333	0.149	اداس
sadday	0.520	0.418	0.411	غم جو ڏينهن
saddens	0.104	0.436	0.144	اداس
saddle	0.510	0.509	0.306	زيتون
sadist	0.042	0.918	0.500	اداس ڪندڙ
sadistic	0.031	0.906	0.618	اداس ڪندڙ
sadly	0.047	0.255	0.216	افسوس سان
sadness	0.052	0.288	0.164	اداسي
safari	0.663	0.673	0.640	سفاري
safe	0.898	0.306	0.759	محفوظ
safeguard	0.786	0.624	0.700	حفاظت ڪرڻ
safekeeping	0.653	0.510	0.586	حفاظت
safety	0.708	0.491	0.868	حفاظت
saffron	0.443	0.373	0.349	زعفران
sag	0.153	0.578	0.445	ٿلهو
saga	0.635	0.440	0.600	ڪهاڻي
sage	0.781	0.327	0.693	بابا
saggy	0.370	0.429	0.300	ٿلهو
sail	0.615	0.220	0.325	ٻيڙي
sailboat	0.719	0.392	0.381	سامونڊي ٻيڙي
sailing	0.667	0.520	0.500	ٻيڙي هلائڻ
sailor	0.500	0.588	0.500	ملاح
saint	0.812	0.240	0.693	سائين
sainted	0.708	0.296	0.676	پاڪ
saintly	0.865	0.286	0.591	پاڪيزه
sake	0.490	0.573	0.407	خاطر
salad	0.750	0.260	0.307	سلاد
salamander	0.410	0.362	0.309	سلاميندر
salami	0.667	0.360	0.339	سلامي
salary	0.786	0.480	0.652	تنخواه
sale	0.647	0.602	0.573	وڪرو
salesgirl	0.582	0.490	0.605	وڪرو ڪندڙ ڇوڪري
salesman	0.643	0.559	0.664	وڪرو ڪندڙ
salient	0.600	0.573	0.702	نمايان
saline	0.430	0.340	0.385	لوڻ
saliva	0.214	0.265	0.236	لعاب
sally	0.604	0.390	0.451	سالي
salmon	0.760	0.250	0.444	سامون
salmonella	0.167	0.608	0.312	سلمونلا
salon	0.531	0.296	0.463	سيلون
saloon	0.630	0.300	0.364	سيلون
salsa	0.742	0.500	0.370	سالا
salt	0.323	0.312	0.306	لوڻ
salted	0.333	0.400	0.304	لوڻ وارو
saltwater	0.327	0.330	0.364	لوڻ جو پاڻي
salty	0.388	0.531	0.288	لوڻ
salutary	0.885	0.360	0.686	سلامي
salutation	0.878	0.417	0.500	سلام
salute	0.833	0.542	0.681	سلام
salvage	0.622	0.510	0.832	بچاءُ
salvation	0.857	0.480	0.800	نجات
salve	0.612	0.390	0.500	سالو
samba	0.781	0.740	0.465	سامبا
sameness	0.531	0.330	0.484	هڪجهڙائي
sample	0.521	0.187	0.452	نموني
samurai	0.562	0.736	0.838	سموري
sanatorium	0.469	0.490	0.491	سينٽريميم
sanctification	0.770	0.431	0.816	پاڪائي
sanctified	0.792	0.240	0.612	مقدس ٿيل
sanctify	0.673	0.443	0.783	پاڪ ڪرڻ
sanctimonious	0.240	0.365	0.327	مقدس
sanction	0.201	0.750	0.517	منظوري
sanctioned	0.323	0.696	0.391	منظور ٿيل
sanctity	0.771	0.330	0.628	تقدس
sanctuary	0.863	0.226	0.575	پناهه گاهه
sanctum	0.521	0.438	0.657	حرم
sand	0.582	0.279	0.304	سانت
sandal	0.490	0.283	0.333	چندن
sandbox	0.573	0.274	0.264	سينڊ باڪس
sander	0.438	0.580	0.445	سينڊر
sandman	0.479	0.469	0.388	سينڊ مين
sandpaper	0.417	0.425	0.404	سينڊ پيپر
sands	0.646	0.304	0.377	ريتون
sandstorm	0.324	0.821	0.629	واريءَ جو طوفان
sandwich	0.672	0.314	0.310	سینڈوچ
sandy	0.406	0.265	0.296	سٽي
sane	0.760	0.235	0.670	سمجھدار
sanguine	0.520	0.560	0.545	سنجيده
sanitarium	0.448	0.645	0.570	صفائي سٿرائي
sanitary	0.458	0.320	0.425	صفائي واري
sanitation	0.742	0.312	0.500	صفائي
sanity	0.667	0.333	0.655	عقل
sans	0.459	0.294	0.246	بغير
santa	0.735	0.286	0.509	سانتا
sap	0.470	0.298	0.258	رس
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	سيفائر
sappy	0.583	0.469	0.330	ساپي
sarcasm	0.125	0.685	0.346	طنز
sarcastic	0.397	0.781	0.298	طنزيه
sarcoma	0.260	0.519	0.402	سارڪوما
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	سارڊين
sardonic	0.208	0.679	0.446	بدمعاش
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	سڱ
sashimi	0.704	0.310	0.359	سشيمي
sassafras	0.469	0.388	0.471	ساسافراس
sassy	0.271	0.704	0.320	سسي
satanic	0.062	0.843	0.720	شيطاني
satchel	0.521	0.306	0.345	ٿلهو
sate	0.667	0.400	0.472	ساٿ
satellite	0.562	0.409	0.764	سيٽلائيٽ
satin	0.519	0.396	0.481	ساٽين
satire	0.458	0.655	0.472	طنز
satirical	0.323	0.615	0.538	طنزيه
satisfaction	0.939	0.637	0.673	اطمينان
satisfactorily	0.765	0.570	0.802	اطمينان سان
satisfactory	0.959	0.569	0.702	اطمينان بخش
satisfied	0.959	0.510	0.685	مطمئن
satisfy	0.867	0.790	0.705	راضي ڪرڻ
satisfying	0.890	0.606	0.814	مطمئن ڪندڙ
saturate	0.281	0.680	0.467	پورو ڪرڻ
saturated	0.474	0.700	0.442	ڀريل
saturation	0.255	0.582	0.583	saturation
satyr	0.280	0.639	0.500	ستار
sauce	0.562	0.515	0.288	ساس
saucepan	0.347	0.264	0.321	ٿانو
saucer	0.510	0.327	0.337	طشتري
saucy	0.250	0.653	0.391	ٿلهو
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	سونا
sausage	0.542	0.429	0.300	سساج
savage	0.204	0.931	0.605	وحشي
savagery	0.219	0.907	0.711	وحشي
savanna	0.606	0.147	0.394	سوانا
savannah	0.729	0.212	0.309	سوانا
savant	0.781	0.451	0.818	سيونٽ
save	0.770	0.439	0.682	بچايو
saver	0.745	0.382	0.802	بچائيندڙ
saving	0.663	0.230	0.621	بچت
savings	0.776	0.431	0.608	بچت
savior	0.920	0.469	0.804	نجات ڏيندڙ
savor	0.827	0.552	0.526	ذائقو
savory	0.812	0.717	0.619	لذيذ
savvy	0.719	0.520	0.706	سمجھدار
saw	0.316	0.541	0.518	ڏٺو
sawdust	0.398	0.279	0.241	چورا
sawmill	0.427	0.378	0.434	ڪاٺي
sax	0.573	0.465	0.409	ساڪس
saxophone	0.688	0.444	0.482	ساڪسفون
say	0.571	0.310	0.482	چوڻ
sayonara	0.560	0.398	0.402	سيونارا
scab	0.354	0.330	0.272	خارش
scabbard	0.325	0.219	0.217	خارش
scaffold	0.480	0.500	0.336	ڇنڊڇاڻ
scaffolding	0.496	0.366	0.545	ڍڪڻ
scalding	0.271	0.540	0.381	ڇڪڻ
scale	0.310	0.350	0.577	پيمانو
scales	0.439	0.330	0.491	ترازو
scallop	0.490	0.363	0.331	ڇنڊڇاڻ
scalp	0.347	0.346	0.302	سر جي چمڙي
scalpel	0.302	0.700	0.482	اسڪيلپل
scaly	0.281	0.481	0.358	خارش وارو
scam	0.042	0.745	0.418	اسڪيم
scamp	0.458	0.464	0.371	اسڪام
scampi	0.531	0.448	0.224	اسڪيمپي
scan	0.479	0.423	0.470	اسڪين
scandal	0.122	0.821	0.557	اسڪينڊل
scandalous	0.135	0.907	0.556	بدمعاش
scanner	0.531	0.356	0.567	اسڪينر
scanty	0.287	0.333	0.127	گهٽ
scape	0.290	0.625	0.536	اسڪيپ
scapegoat	0.184	0.685	0.481	قرباني جو ٻڪرو
scar	0.146	0.500	0.397	داغ
scarab	0.406	0.458	0.267	اسڪراب
scarce	0.292	0.324	0.218	ناياب
scarcely	0.082	0.412	0.160	مشڪل سان
scarcity	0.167	0.500	0.182	گهٽتائي
scare	0.122	0.910	0.264	ڊڄڻ
scarecrow	0.219	0.274	0.349	خوفناڪ
scared	0.146	0.828	0.185	خوفزده
scares	0.122	0.847	0.386	ڊڄي ٿو
scarf	0.750	0.224	0.224	سکارف
scarier	0.156	0.846	0.472	خوفناڪ
scariest	0.167	0.863	0.538	خوفناڪ
scarlet	0.507	0.390	0.411	ڳاڙهو
scary	0.062	0.952	0.528	خوفناڪ
scat	0.337	0.548	0.409	ڇڪ
scatter	0.229	0.620	0.404	پکيڙڻ
scattered	0.208	0.380	0.238	پکڙيل
scattering	0.347	0.550	0.394	پکيڙڻ
scavenger	0.177	0.578	0.408	صفائي ڪندڙ
scenario	0.667	0.510	0.683	منظرنامو
scene	0.570	0.340	0.578	منظر
scenery	0.745	0.253	0.592	منظر
scenic	0.684	0.548	0.756	قدرتي
scent	0.633	0.410	0.491	خوشبو
scented	0.865	0.509	0.431	خوشبودار
scepter	0.630	0.300	0.670	تخت
sceptical	0.214	0.387	0.466	شڪي
scepticism	0.292	0.444	0.550	شڪ
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	شيڊول
schematic	0.490	0.284	0.647	رٿابندي
scheme	0.521	0.269	0.577	اسڪيم
schilling	0.367	0.410	0.418	شيلنگ
schism	0.280	0.569	0.386	تڪرار
schizophrenia	0.092	0.880	0.435	schizophrenia
schizophrenic	0.102	0.958	0.433	schizophrenic
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	عالم
scholarly	0.750	0.466	0.709	علمي
scholarship	0.866	0.490	0.625	اسڪالرشپ
scholastic	0.500	0.470	0.491	تعليمي
school	0.765	0.423	0.633	اسڪول
schoolboy	0.623	0.385	0.441	اسڪولي ڇوڪرو
schoolgirl	0.760	0.521	0.415	اسڪول جي ڇوڪري
schoolhouse	0.602	0.407	0.672	اسڪول هائوس
schooling	0.582	0.462	0.640	اسڪولنگ
schoolmaster	0.667	0.368	0.852	اسڪول ماستر
schoolteacher	0.521	0.380	0.632	اسڪول جو استاد
schoolwork	0.479	0.500	0.481	اسڪول جو ڪم
schoolyard	0.684	0.529	0.440	اسڪول صحن
schooner	0.635	0.408	0.427	سکيا ڏيندڙ
sciatica	0.286	0.443	0.393	اسڪيتيڪا
science	0.588	0.429	0.741	سائنس
scientific	0.653	0.510	0.836	سائنسي
scientist	0.562	0.500	0.790	سائنسدان
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	اسڪينٽيلا
scintillating	0.650	0.736	0.612	چمڪندڙ
scintillation	0.576	0.579	0.573	ڇڪڻ
scintillator	0.583	0.670	0.510	اسنٽيليٽر
scion	0.490	0.380	0.451	sion
scissors	0.458	0.462	0.302	قينچي
scoff	0.125	0.686	0.306	ٺٺولي ڪرڻ
scold	0.194	0.755	0.626	گاريون ڏيڻ
scolding	0.071	0.833	0.417	گاريون ڏيڻ
scone	0.418	0.287	0.229	اسڪون
scoop	0.583	0.543	0.640	اسڪوپ
scoot	0.510	0.490	0.412	اسڪوٽ
scooter	0.510	0.587	0.371	اسڪوٽر
scope	0.656	0.386	0.718	دائرو
scorch	0.214	0.689	0.491	ٻرندڙ
scorching	0.406	0.635	0.464	ٻرندڙ
score	0.670	0.388	0.589	اسڪور
scoreboard	0.667	0.484	0.472	اسڪور بورڊ
scorer	0.730	0.608	0.764	گول ڪندڙ
scores	0.594	0.469	0.629	اسڪور
scorn	0.110	0.721	0.356	طعنو
scorned	0.062	0.529	0.226	طعنو ڏنو
scornful	0.173	0.608	0.368	نفرت ڪندڙ
scorpion	0.198	0.745	0.600	وڇوڙو
scotch	0.578	0.520	0.615	اسڪاچ
scoundrel	0.094	0.740	0.412	بدمعاش
scour	0.388	0.602	0.632	ڇڪڻ
scourge	0.214	0.640	0.302	لعنت
scout	0.656	0.611	0.763	اسڪائوٽ
scowl	0.302	0.600	0.413	ڪاوڙجڻ
scrabble	0.625	0.412	0.399	اسڪريبل
scram	0.306	0.485	0.409	اسڪرام
scramble	0.469	0.744	0.500	ڇڪتاڻ
scrambled	0.451	0.535	0.539	ڇڪيل
scrambler	0.417	0.550	0.444	ڇڪيندڙ
scrambling	0.421	0.810	0.731	ڇڪڻ
scrap	0.156	0.339	0.173	اسڪريپ
scrapbook	0.562	0.274	0.432	اسڪريپ بڪ
scrape	0.365	0.615	0.384	ڇڪڻ
scrapie	0.306	0.706	0.231	اسڪراپي
scraping	0.265	0.479	0.305	ڇڪڻ
scrappy	0.301	0.375	0.406	خراب
scratch	0.276	0.625	0.270	ڇڪڻ
scratchy	0.235	0.610	0.436	خارش وارو
scrawny	0.276	0.422	0.245	خراب
scream	0.188	0.863	0.594	رڙ
screamer	0.156	0.670	0.392	رڙ ڪندڙ
screaming	0.245	0.901	0.460	رڙيون ڪرڻ
screech	0.214	0.802	0.306	رڙ
screen	0.670	0.300	0.417	اسڪرين
screening	0.562	0.570	0.709	اسڪريننگ
screenplay	0.500	0.406	0.518	اسڪرين پلي
screenwriter	0.571	0.500	0.712	اسڪرين رائٽر
screw	0.385	0.460	0.377	پيچرو
screwball	0.271	0.680	0.505	اسڪرو بال
screwdriver	0.520	0.519	0.439	اسڪرو ڊرائيور
screwed	0.302	0.520	0.464	خراب ٿيل
screwy	0.344	0.596	0.450	خراب
screwyou	0.260	0.647	0.509	جهنم ۾ وڃو
scribble	0.429	0.453	0.358	لکڻ
scribe	0.541	0.264	0.491	لکندڙ
scrimmage	0.367	0.660	0.411	ڇڪتاڻ
scrip	0.430	0.462	0.455	اسڪرپ
script	0.610	0.450	0.527	اسڪرپٽ
scriptural	0.551	0.250	0.596	لکت وارو
scripture	0.745	0.270	0.630	لکت
scroll	0.375	0.630	0.409	سکرول
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	ڇڪڻ
scrounger	0.323	0.490	0.358	ڇنڊڇاڻ ڪندڙ
scrub	0.417	0.420	0.500	ڇڪڻ
scruffy	0.194	0.435	0.176	گندو
scrumptious	0.959	0.650	0.566	شاندار
scrupulous	0.545	0.685	0.602	بيوقوف
scrutinize	0.458	0.587	0.573	ڇنڊڇاڻ ڪرڻ
scrutiny	0.500	0.653	0.658	جاچ
scuba	0.542	0.494	0.456	اسڪوبا
scuff	0.165	0.560	0.376	ڇڪڻ
scuffle	0.146	0.800	0.529	ڇڪتاڻ
scullery	0.469	0.337	0.353	مجسمو
sculptor	0.653	0.431	0.694	مجسمو ساز
sculpture	0.750	0.346	0.490	مجسمو
sculptured	0.708	0.373	0.557	مجسمو ڪيل
scum	0.357	0.380	0.218	گندگي
scumbag	0.240	0.591	0.278	بدمعاش
scurry	0.398	0.647	0.509	ڇڪڻ
scurvy	0.354	0.462	0.312	اسڪورو
scuttle	0.438	0.398	0.430	ڇڪڻ
sea	0.833	0.353	0.589	سمنڊ
seaboard	0.663	0.356	0.507	سمنڊ جو تختو
seafood	0.656	0.500	0.328	سامونڊي کاڌو
seagull	0.635	0.245	0.314	سيگل
seal	0.490	0.218	0.518	مهر
seals	0.412	0.241	0.402	مهر
seam	0.427	0.250	0.414	مهر
seaman	0.520	0.510	0.672	سامونڊي
seamless	0.459	0.140	0.302	بيحد
seamstress	0.535	0.288	0.389	مهراڻ
seaport	0.594	0.317	0.491	بندرگاهه
sear	0.490	0.553	0.600	سير
search	0.635	0.580	0.462	ڳولا
searching	0.534	0.657	0.466	ڳولهي رهيو آهي
searchlight	0.622	0.510	0.552	سرچ لائيٽ
seared	0.229	0.410	0.398	ڇڪيل
seashore	0.796	0.310	0.375	سامونڊي ڪناري
seasick	0.115	0.683	0.245	سامونڊي
seaside	0.887	0.520	0.508	سمنڊ ڪناري
season	0.792	0.410	0.519	موسم
seasonal	0.592	0.273	0.305	موسمي
seasoned	0.812	0.570	0.509	تجربيڪار
seasoning	0.633	0.388	0.479	مصالحو
seat	0.542	0.281	0.434	سيٽ
seatbelt	0.656	0.314	0.726	سيٽ بيلٽ
seating	0.552	0.265	0.286	ويهڻ
seawater	0.760	0.197	0.491	سمنڊ جو پاڻي
seaweed	0.446	0.286	0.382	سامونڊي ڪنارو
