English Word	Valence	Arousal	Dominance	Bengali Word
rambling	0.448	0.510	0.528	ঘোরাঘুরি
ramp	0.490	0.517	0.357	ঢালু
rampage	0.240	0.875	0.509	তাণ্ডব
rampant	0.490	0.788	0.526	ব্যাপক
rampart	0.322	0.520	0.538	প্রাচীর
ramrod	0.406	0.408	0.349	ramrod
ranch	0.357	0.420	0.409	খামার
rancher	0.510	0.520	0.543	পশুপালক
rancid	0.156	0.451	0.214	rancid
random	0.490	0.520	0.321	এলোমেলো
randomly	0.410	0.594	0.302	এলোমেলোভাবে
randomness	0.418	0.449	0.433	এলোমেলোতা
randy	0.490	0.394	0.481	রেন্ডি
range	0.490	0.472	0.615	পরিসীমা
ranger	0.526	0.545	0.705	রেঞ্জার
rank	0.531	0.380	0.686	পদমর্যাদা
ranking	0.540	0.592	0.680	র‍্যাঙ্কিং
ransom	0.582	0.800	0.565	মুক্তিপণ
rant	0.219	0.774	0.482	রন্ট
ranting	0.181	0.755	0.500	বকাবকি
rap	0.604	0.575	0.464	রেপ
rape	0.062	0.856	0.527	ধর্ষণ
rapid	0.667	0.788	0.768	দ্রুত
rapidity	0.667	0.798	0.806	দ্রুততা
rapids	0.573	0.817	0.788	দ্রুত
rapist	0.062	0.906	0.571	ধর্ষক
rapper	0.550	0.755	0.482	rapper
rapping	0.565	0.716	0.417	rapping
rapport	0.771	0.664	0.567	সম্পর্ক
rapt	0.521	0.736	0.510	র্যাপ্ট
raptor	0.270	0.773	0.612	রাপ্টার
raptors	0.280	0.565	0.591	raptors
rapture	0.439	0.883	0.567	অত্যাচার
rare	0.396	0.413	0.236	বিরল
rarely	0.408	0.367	0.366	খুব কমই
rarity	0.646	0.548	0.364	বিরলতা
rascal	0.169	0.706	0.445	বদমাশ
rash	0.219	0.820	0.491	ফুসকুড়ি
raspberries	0.802	0.278	0.333	রাস্পবেরি
raspberry	0.735	0.336	0.291	রাস্পবেরি
rat	0.271	0.567	0.255	ইঁদুর
ratchet	0.449	0.520	0.343	শাপলা
rate	0.521	0.297	0.407	হার
ratification	0.653	0.577	0.609	অনুসমর্থন
ratify	0.750	0.462	0.716	অনুমোদন
rating	0.663	0.679	0.637	রেটিং
ratio	0.560	0.461	0.741	অনুপাত
ration	0.521	0.346	0.390	রেশন
rational	0.775	0.347	0.632	যুক্তিসঙ্গত
rationale	0.656	0.400	0.815	যুক্তি
rationalism	0.562	0.500	0.676	যুক্তিবাদ
rationality	0.633	0.510	0.767	যৌক্তিকতা
rationalize	0.633	0.400	0.746	যুক্তিযুক্ত করা
rationing	0.396	0.404	0.540	রেশনিং
rattan	0.434	0.334	0.377	বেত
rattle	0.490	0.429	0.268	বিড়বিড়
rattled	0.354	0.641	0.330	বিশৃঙ্খল
rattler	0.396	0.730	0.455	র্যাটলার
rattlesnake	0.188	0.803	0.613	র‍্যাটলস্নেক
ratty	0.354	0.450	0.358	র্যাটি
raucous	0.316	0.740	0.538	কৌতুকপূর্ণ
ravage	0.214	0.755	0.575	ধ্বংস করা
rave	0.490	0.637	0.420	বিদ্রুপ
raven	0.479	0.446	0.426	কাক
ravenous	0.406	0.700	0.509	হিংস্র
ravine	0.354	0.673	0.413	উপত্যকা
raving	0.312	0.764	0.358	raving
ravioli	0.656	0.281	0.308	রাভিওলি
ravishing	0.745	0.833	0.830	আনন্দদায়ক
raw	0.143	0.349	0.342	কাঁচা
rawhide	0.292	0.360	0.327	কাঁচা চামড়া
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	রশ্মি
razor	0.260	0.610	0.481	রেজার
reach	0.719	0.625	0.690	পৌঁছানো
react	0.500	0.716	0.717	প্রতিক্রিয়া
reaction	0.470	0.811	0.706	প্রতিক্রিয়া
reactionary	0.406	0.573	0.690	প্রতিক্রিয়াশীল
reactive	0.434	0.817	0.721	প্রতিক্রিয়াশীল
reactor	0.438	0.794	0.772	চুল্লি
read	0.740	0.283	0.611	পড়া
reader	0.776	0.224	0.602	পাঠক
readership	0.698	0.306	0.422	পাঠক
readily	0.740	0.290	0.547	সহজে
readiness	0.708	0.531	0.700	প্রস্তুতি
reading	0.781	0.183	0.415	পড়া
readjustment	0.560	0.563	0.510	পুনর্বিন্যাস
readout	0.590	0.250	0.518	উচ্চারণ করা
ready	0.770	0.388	0.648	প্রস্তুত
readytogo	0.667	0.654	0.578	যাবার জন্য তৈরী
reaffirm	0.750	0.559	0.654	পুনরায় নিশ্চিত করা
reagent	0.385	0.698	0.642	বিকারক
real	0.719	0.510	0.717	বাস্তব
realism	0.740	0.545	0.670	বাস্তববাদ
realist	0.720	0.572	0.809	বাস্তববাদী
realistic	0.700	0.520	0.783	বাস্তবসম্মত
reality	0.786	0.365	0.787	বাস্তবতা
realization	0.554	0.510	0.836	উপলব্ধি
realize	0.757	0.462	0.647	উপলব্ধি করা
realm	0.708	0.509	0.878	রাজত্ব
realtor	0.429	0.471	0.582	রিয়েলটর
realty	0.633	0.471	0.648	বাস্তবতা
ream	0.490	0.173	0.346	ream
reap	0.677	0.422	0.623	কাটা
reaper	0.340	0.565	0.464	কাটা
reappear	0.688	0.625	0.632	পুনরায় আবির্ভূত
rear	0.459	0.520	0.284	পিছনে
rearrange	0.656	0.510	0.729	পুনর্বিন্যাস
rearrangement	0.542	0.527	0.769	পুনর্বিন্যাস
reason	0.781	0.455	0.712	কারণ
reasonable	0.902	0.337	0.726	যুক্তিসঙ্গত
reasonableness	0.729	0.448	0.665	যুক্তিসঙ্গততা
reasoning	0.729	0.365	0.729	যুক্তি
reasons	0.583	0.460	0.571	কারণ
reassemble	0.552	0.540	0.589	পুনরায় একত্রিত করা
reassign	0.359	0.490	0.559	পুনরায় বরাদ্দ করা
reassignment	0.551	0.480	0.415	পুনরায় নিয়োগ
reassurance	0.875	0.127	0.593	আশ্বাস
reassure	0.837	0.306	0.630	আশ্বস্ত করা
reassured	0.854	0.186	0.519	আশ্বস্ত
reassuring	0.847	0.308	0.691	আশ্বস্ত
rebate	0.667	0.569	0.510	রিবেট
rebel	0.235	0.830	0.555	বিদ্রোহী
rebellion	0.245	0.843	0.746	বিদ্রোহ
rebellious	0.344	0.880	0.663	বিদ্রোহী
rebels	0.135	0.860	0.609	বিদ্রোহী
rebirth	0.781	0.712	0.780	পুনর্জন্ম
reboot	0.673	0.577	0.519	রিবুট
reborn	0.802	0.618	0.737	পুনর্জন্ম
rebound	0.521	0.480	0.506	রিবাউন্ড
rebuild	0.656	0.557	0.519	পুনর্নির্মাণ
rebuke	0.115	0.677	0.429	তীব্র তিরস্কার
rebut	0.154	0.519	0.573	খণ্ডন
rebuttal	0.312	0.690	0.540	খণ্ডন
recalcitrant	0.357	0.624	0.580	অস্থির
recall	0.583	0.351	0.525	প্রত্যাহার
recant	0.333	0.575	0.482	রিক্যান্ট
recap	0.602	0.578	0.667	সংক্ষিপ্তকরণ
recapture	0.333	0.656	0.658	পুনরুদ্ধার
recast	0.367	0.481	0.500	পুনর্নির্মাণ
recede	0.231	0.449	0.245	পতন
receding	0.224	0.418	0.333	পতনশীল
receipt	0.542	0.230	0.415	রসিদ
receipts	0.320	0.333	0.381	রসিদ
receive	0.740	0.462	0.551	গ্রহণ
received	0.646	0.436	0.561	প্রাপ্ত
receiver	0.583	0.464	0.586	রিসিভার
receiving	0.719	0.562	0.623	গ্রহণ
recent	0.592	0.365	0.589	সাম্প্রতিক
receptacle	0.500	0.451	0.426	আধার
reception	0.694	0.375	0.567	অভ্যর্থনা
receptionist	0.677	0.430	0.385	অভ্যর্থনাকারী
receptive	0.729	0.519	0.639	গ্রহণযোগ্য
receptor	0.417	0.360	0.510	রিসেপ্টর
recess	0.646	0.510	0.367	অবকাশ
recesses	0.367	0.470	0.379	অবকাশ
recession	0.368	0.398	0.373	মন্দা
recharge	0.584	0.702	0.664	রিচার্জ
recheck	0.440	0.490	0.529	পুনরায় পরীক্ষা
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	পুনর্বিবেচনা
recipe	0.698	0.271	0.415	রেসিপি
recipient	0.604	0.324	0.679	প্রাপক
reciprocal	0.677	0.520	0.660	পারস্পরিক
reciprocate	0.760	0.460	0.618	প্রতিদান
reciprocity	0.740	0.673	0.556	পারস্পরিকতা
recital	0.838	0.440	0.572	আবৃত্তি
recitation	0.708	0.519	0.462	আবৃত্তি
recite	0.688	0.398	0.453	আবৃত্তি করা
reckless	0.262	0.788	0.279	বেপরোয়া
recklessness	0.292	0.763	0.380	বেপরোয়া
reckon	0.643	0.420	0.472	বোধ করা
reckoning	0.418	0.622	0.532	হিসাব
reclaim	0.469	0.724	0.648	পুনরুদ্ধার
reclamation	0.573	0.750	0.548	পুনরুদ্ধার
recline	0.460	0.404	0.418	হেলান দেওয়া
reclining	0.448	0.312	0.317	হেলান দেওয়া
recluse	0.240	0.490	0.446	নির্জন
recognition	0.833	0.587	0.726	স্বীকৃতি
recognizable	0.625	0.400	0.609	স্বীকৃত
recognize	0.760	0.315	0.600	চিনতে
recognized	0.875	0.458	0.786	স্বীকৃত
recoil	0.089	0.429	0.259	পশ্চাদপসরণ
recollect	0.688	0.491	0.602	স্মরণ করা
recollection	0.722	0.337	0.566	স্মরণ
recombinant	0.561	0.519	0.463	রিকম্বিন্যান্ট
recombination	0.510	0.492	0.602	পুনর্মিলন
recommend	0.812	0.439	0.672	সুপারিশ
recommendation	0.912	0.388	0.664	সুপারিশ
recompense	0.844	0.620	0.853	প্রতিদান
recon	0.500	0.447	0.400	recon
reconcile	0.760	0.470	0.625	পুনর্মিলন
reconciliation	0.896	0.570	0.604	পুনর্মিলন
reconfigure	0.429	0.500	0.658	পুনরায় কনফিগার করুন
reconnaissance	0.729	0.604	0.712	পুনরুদ্ধার
reconnect	0.630	0.548	0.667	পুনরায় সংযোগ করা
reconsider	0.448	0.442	0.582	পুনর্বিবেচনা
reconsideration	0.531	0.459	0.611	পুনর্বিবেচনা
reconstitution	0.587	0.461	0.783	পুনর্গঠন
reconstruct	0.740	0.618	0.718	পুনর্গঠন
reconstruction	0.625	0.719	0.667	পুনর্গঠন
reconstructive	0.596	0.444	0.722	পুনর্গঠনমূলক
reconvene	0.490	0.529	0.560	পুনর্মিলন
record	0.552	0.421	0.500	রেকর্ড
recorder	0.551	0.374	0.481	রেকর্ডার
recording	0.573	0.537	0.474	রেকর্ডিং
recount	0.479	0.402	0.509	পুনঃগণনা
recoup	0.719	0.422	0.575	পুনরুদ্ধার
recourse	0.402	0.337	0.598	অবলম্বন
recover	0.918	0.510	0.647	পুনরুদ্ধার
recoverable	0.780	0.388	0.709	পুনরুদ্ধারযোগ্য
recovery	0.781	0.402	0.737	পুনরুদ্ধার
recreate	0.724	0.545	0.616	পুনরায় তৈরি করা
recreation	0.909	0.632	0.660	বিনোদন
recreational	0.896	0.686	0.479	বিনোদনমূলক
recruit	0.551	0.654	0.633	নিয়োগ
recruiter	0.662	0.630	0.690	নিয়োগকারী
recruiting	0.448	0.787	0.693	নিয়োগের
recruitment	0.479	0.645	0.591	নিয়োগ
recruits	0.396	0.653	0.593	নিয়োগ
rectal	0.344	0.618	0.410	মলদ্বার
rectangle	0.479	0.225	0.438	আয়তক্ষেত্র
rectangular	0.438	0.240	0.307	আয়তক্ষেত্রাকার
rectification	0.449	0.560	0.695	সংশোধন
rectify	0.625	0.480	0.634	সংশোধন করা
rector	0.458	0.406	0.862	রেক্টর
rectory	0.490	0.373	0.704	রেক্টরি
rectum	0.438	0.443	0.491	মলদ্বার
recumbent	0.429	0.370	0.352	অবতরণ
recuperation	0.688	0.418	0.500	সুস্থতা
recur	0.479	0.500	0.416	পুনরাবৃত্তি
recurrence	0.490	0.538	0.615	পুনরাবৃত্তি
recurrent	0.552	0.500	0.561	পুনরাবৃত্ত
recurring	0.370	0.560	0.445	পুনরাবৃত্ত
recursion	0.312	0.580	0.543	পুনরাবৃত্তি
recursive	0.459	0.590	0.561	পুনরাবৃত্তি
recursively	0.427	0.519	0.618	recursively
recycle	0.521	0.392	0.526	পুনর্ব্যবহার
recycled	0.561	0.316	0.409	পুনর্ব্যবহৃত
recycling	0.552	0.320	0.509	পুনর্ব্যবহার
red	0.427	0.385	0.377	লাল
reddish	0.521	0.337	0.328	লালচে
redecorate	0.602	0.444	0.490	পুনরায় সাজানো
redeem	0.633	0.469	0.491	খালাস
redeemed	0.625	0.378	0.434	খালাস
redemption	0.376	0.408	0.545	মুক্তি
redesign	0.622	0.460	0.396	পুনরায় নকশা
redhead	0.677	0.549	0.518	লাল মাথা
redheaded	0.510	0.520	0.428	লাল মাথা
redirect	0.469	0.360	0.648	পুনর্নির্দেশ
redneck	0.401	0.500	0.348	redneck
redness	0.151	0.470	0.417	লালতা
redo	0.481	0.500	0.535	পুনরায় করা
redress	0.677	0.558	0.649	প্রতিকার
reduce	0.219	0.304	0.336	হ্রাস করা
reduced	0.229	0.365	0.204	হ্রাস করা
reduction	0.365	0.382	0.240	হ্রাস
redundancy	0.316	0.262	0.589	অপ্রয়োজনীয়তা
redundant	0.210	0.500	0.527	অপ্রয়োজনীয়
redwood	0.592	0.350	0.443	লাল কাঠ
reed	0.490	0.350	0.307	খাগড়া
reef	0.583	0.490	0.456	রিফ
reefer	0.500	0.453	0.421	রিফার
reefs	0.531	0.471	0.455	প্রাচীর
reek	0.177	0.480	0.311	রিক
reel	0.449	0.332	0.395	রিল
reelection	0.541	0.673	0.681	পুনর্নির্বাচন
reeling	0.327	0.542	0.267	রিলিং
reenactment	0.771	0.592	0.768	reenactment
reentry	0.604	0.449	0.500	পুনঃপ্রবেশ
reestablish	0.635	0.490	0.692	পুনঃপ্রতিষ্ঠা
ref	0.469	0.380	0.368	রেফ
refer	0.506	0.358	0.558	উল্লেখ করুন
referee	0.531	0.644	0.778	বিচারক
reference	0.633	0.312	0.595	রেফারেন্স
referendum	0.510	0.469	0.643	গণভোট
referral	0.694	0.314	0.603	সুপারিশ
refill	0.670	0.400	0.464	রিফিল
refine	0.653	0.460	0.640	পরিমার্জন
refined	0.850	0.430	0.653	পরিমার্জিত
refinement	0.719	0.387	0.709	পরিমার্জন
refinery	0.646	0.444	0.565	শোধনাগার
refining	0.694	0.466	0.664	পরিশোধন
refit	0.500	0.577	0.506	রিফিট
reflect	0.698	0.342	0.472	প্রতিফলিত করা
reflecting	0.590	0.408	0.471	প্রতিফলিত
reflection	0.710	0.500	0.528	প্রতিফলন
reflective	0.656	0.292	0.735	প্রতিফলিত
reflector	0.479	0.510	0.500	প্রতিফলক
reflex	0.583	0.460	0.538	প্রতিফলন
reflux	0.281	0.559	0.347	রিফ্লাক্স
reform	0.531	0.490	0.797	সংশোধন
reformation	0.809	0.500	0.558	সংস্কার
reformer	0.562	0.569	0.905	সংস্কারক
refraction	0.388	0.471	0.526	প্রতিসরণ
refractor	0.510	0.541	0.433	প্রতিসরণকারী
refractory	0.520	0.357	0.588	অবাধ্য
refrain	0.314	0.373	0.277	বিরত থাকা
refraining	0.418	0.453	0.404	বিরত
refresh	0.719	0.640	0.689	রিফ্রেশ
refreshed	0.910	0.377	0.480	রিফ্রেশ
refreshing	0.936	0.520	0.571	রিফ্রেশিং
refreshment	0.667	0.410	0.352	সতেজতা
refrigerate	0.635	0.357	0.457	ফ্রিজ করা
refrigeration	0.735	0.392	0.500	হিমায়ন
refrigerator	0.677	0.260	0.391	রেফ্রিজারেটর
refuel	0.592	0.445	0.500	জ্বালানী
refuge	0.640	0.238	0.481	আশ্রয়
refugee	0.379	0.607	0.327	উদ্বাস্তু
refund	0.541	0.528	0.430	ফেরত
refurbish	0.656	0.633	0.541	সংস্কার করা
refusal	0.052	0.610	0.321	প্রত্যাখ্যান
refuse	0.180	0.520	0.331	প্রত্যাখ্যান
refused	0.163	0.475	0.188	প্রত্যাখ্যান
refusing	0.143	0.670	0.203	অস্বীকার
refutation	0.312	0.726	0.566	খণ্ডন
refute	0.312	0.731	0.583	খণ্ডন করা
regain	0.729	0.520	0.759	পুনরুদ্ধার
regal	0.643	0.459	0.556	regal
regalia	0.760	0.441	0.556	রেগালিয়া
regard	0.802	0.336	0.809	সম্মান
regatta	0.740	0.471	0.435	রেগাট্টা
regency	0.520	0.472	0.630	রিজেন্সি
regenerate	0.782	0.607	0.767	পুনর্জন্ম
regeneration	0.760	0.640	0.845	পুনর্জন্ম
regent	0.680	0.529	0.675	শাসক
reggae	0.698	0.520	0.500	রেগে
regime	0.290	0.668	0.773	শাসন
regimen	0.428	0.538	0.840	নিয়ম
regiment	0.469	0.722	0.755	রেজিমেন্ট
regimental	0.292	0.637	0.817	রেজিমেন্টাল
region	0.540	0.295	0.712	অঞ্চল
