English Word	Valence	Arousal	Dominance	Sesotho Word
unconscionable	0.208	0.618	0.429	e hlokang kelello
unconscious	0.240	0.356	0.195	ho ithoballa
unconsciousness	0.177	0.440	0.121	ho hloka kelello
unconstitutional	0.230	0.588	0.491	kgahlanong le molaotheo
unconstrained	0.653	0.640	0.635	sa koalloa
uncontested	0.510	0.471	0.689	e sa tsekoeng
uncontrollable	0.265	0.790	0.626	sa laoleheng
uncontrolled	0.188	0.891	0.544	sa laoleheng
unconventional	0.177	0.509	0.288	e sa tloaelehang
unconvinced	0.409	0.458	0.228	sa kgodisehile
unconvincing	0.190	0.532	0.144	e sa kgodiseng
uncooked	0.312	0.321	0.241	e sa phehoang
uncooperative	0.250	0.422	0.246	e hlokang tshebedisano
uncorrelated	0.333	0.327	0.316	e sa amaneng
uncouth	0.080	0.761	0.350	bohlasoa
uncover	0.771	0.552	0.648	apola
uncritical	0.480	0.367	0.412	e sa nyatseheng
uncut	0.448	0.422	0.278	e sa kgaotsoeng
undead	0.367	0.635	0.406	sa shoeng
undecided	0.286	0.433	0.127	sa etsa qeto
undefeated	0.833	0.752	0.825	sa hlotsoe
undefined	0.260	0.418	0.350	sa hlalosoang
undeniable	0.552	0.473	0.778	e ke keng ea latoloa
underage	0.469	0.461	0.300	lilemo tse tlase
underbelly	0.406	0.423	0.361	underbelly
undercover	0.388	0.627	0.483	sekhukhu
undercurrent	0.357	0.582	0.520	undercurrent
underdog	0.250	0.410	0.226	tlasetlase
underestimate	0.413	0.464	0.193	nyenyefatsa
undergo	0.398	0.554	0.339	kena
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	ka tlas'a lefatše
underhanded	0.188	0.415	0.527	katlase
underlay	0.521	0.365	0.458	katlase
underlie	0.323	0.378	0.275	underlie
underline	0.480	0.412	0.509	thalla
underlying	0.480	0.445	0.452	bokatlase
undermine	0.316	0.491	0.413	nyenyefatsa
undermined	0.365	0.409	0.394	fokodisitsoe
underneath	0.450	0.265	0.158	tlase
underpaid	0.146	0.413	0.209	e lefuoang hanyane
underpants	0.448	0.473	0.276	marikgwe a ka hare
underprivileged	0.167	0.449	0.172	nyatsehang
underrated	0.208	0.520	0.333	ya tlase
underscore	0.375	0.275	0.306	underscore
undersea	0.545	0.490	0.425	tlasa lewatle
undersecretary	0.459	0.377	0.594	ofisiri e tlase
undersized	0.316	0.425	0.298	e fokotsehile
understaffed	0.148	0.444	0.302	basebetsi ba fokolang
understand	0.760	0.374	0.643	utloisisa
understandable	0.776	0.363	0.566	e utlwahalang
understanding	0.865	0.304	0.689	kutloisiso
understatement	0.347	0.480	0.473	ho nyenyefatsa
understood	0.780	0.441	0.686	utloisisa
understudy	0.378	0.402	0.420	boithuto
undertake	0.796	0.702	0.754	itlama
undertaker	0.363	0.696	0.611	moiphehi
undertaking	0.667	0.530	0.696	boitlamo
undertow	0.327	0.639	0.231	tlase
underwear	0.610	0.546	0.375	seaparo sa ka hare
underwood	0.510	0.453	0.510	katlase
underworld	0.177	0.676	0.613	lefats'e la ka tlas'a lefatše
underwrite	0.416	0.520	0.423	ngola ka tlase
underwriter	0.571	0.327	0.620	sengoli se tlase
undeserved	0.219	0.552	0.283	sa tšoanelang
undesirable	0.177	0.644	0.260	e sa rateheng
undesired	0.156	0.441	0.235	sa batleheng
undetectable	0.438	0.539	0.604	e sa bonahaleng
undetected	0.224	0.304	0.268	sa bonahale
undetermined	0.265	0.256	0.353	sa ikemisetsa
undeveloped	0.292	0.330	0.254	sa ntlafatsoa
undignified	0.122	0.627	0.308	hlokang seriti
undirected	0.330	0.417	0.310	e sa lebelloang
undisclosed	0.479	0.361	0.314	sa hlalosoang
undiscovered	0.438	0.347	0.261	sa sibolloa
undisputed	0.646	0.588	0.673	e senang khang
undisturbed	0.725	0.287	0.434	sa khathatsoa
undivided	0.510	0.380	0.490	sa aroloa
undo	0.365	0.444	0.349	etsolla
undoing	0.219	0.452	0.298	ho heletsa
undoubted	0.592	0.461	0.740	ntle le pelaelo
undress	0.438	0.900	0.336	apola
undressed	0.375	0.755	0.356	apola
undue	0.156	0.573	0.318	e sa lokelang
undying	0.708	0.500	0.773	e sa shoeng
unearned	0.177	0.340	0.213	e sa sebetseng
unearth	0.427	0.635	0.545	fafatsa
uneasiness	0.190	0.798	0.241	ho hloka botsitso
uneasy	0.115	0.598	0.349	tsielehile
uneducated	0.177	0.350	0.246	sa ruteha
unemployed	0.094	0.481	0.230	sa sebetseng
unemployment	0.094	0.400	0.297	ho hloka mosebetsi
unencumbered	0.604	0.280	0.472	e sa lekanyetsoang
unending	0.385	0.519	0.454	e sa feleng
unequal	0.118	0.433	0.202	sa lekana
unequalled	0.562	0.470	0.769	e sa lekanngoeng
unequivocal	0.604	0.415	0.615	e sa tsitsang
unequivocally	0.521	0.668	0.554	ka mokhoa o sa tsitsang
unethical	0.104	0.433	0.269	e hlokang boitshwaro
uneven	0.125	0.457	0.240	sa lekana
uneventful	0.510	0.343	0.410	e sa hlakang
unexpected	0.500	0.720	0.333	tse sa lebelloang
unexpectedly	0.354	0.759	0.462	ka tšohanyetso
unexplainable	0.260	0.448	0.610	e sa hlaloseheng
unexplained	0.271	0.531	0.349	e sa hlalosoang
unexplored	0.401	0.640	0.388	tse sa hlahlojoeng
unfailing	0.625	0.635	0.594	e sa hloleheng
unfair	0.173	0.472	0.190	e hlokang toka
unfairness	0.170	0.817	0.336	ho hloka toka
unfaithful	0.031	0.806	0.298	ea sa tšepahaleng
unfamiliar	0.219	0.558	0.273	e sa tloaelehang
unfavorable	0.133	0.450	0.232	sa rateheng
unfeeling	0.235	0.377	0.345	e hlokang kutloelo-bohloko
unfettered	0.569	0.650	0.586	e se nang maqhama
unfinished	0.188	0.368	0.264	sa phethoa
unfit	0.250	0.368	0.185	sa lokang
unflinching	0.667	0.606	0.882	e sa thekeseleng
unfold	0.612	0.510	0.520	phutholla
unfollow	0.281	0.337	0.293	sa latele
unforeseen	0.255	0.714	0.500	tse sa lebelloang
unforgettable	0.833	0.561	0.660	e sa lebaleheng
unforgivable	0.276	0.743	0.490	e hlokang tšoarelo
unforgiving	0.406	0.630	0.793	e hlokang tshwarelo
unfortunate	0.073	0.487	0.195	madimabe
unfortunately	0.104	0.494	0.281	ka bomalimabe
unfounded	0.271	0.520	0.410	e hlokang motheo
unfreeze	0.458	0.297	0.375	khoamisa
unfriendly	0.173	0.670	0.458	hlokang botsoalle
unfulfilled	0.184	0.426	0.268	sa phethahala
unfurnished	0.316	0.333	0.272	e se nang thepa
unglued	0.378	0.446	0.352	sa hlophisoa
ungodly	0.296	0.423	0.388	ya hlokang borapedi
ungrateful	0.219	0.461	0.275	ya hlokang teboho
unguarded	0.156	0.578	0.205	sa lebela
unhand	0.406	0.360	0.361	unhand/
unhappiness	0.083	0.630	0.222	ho hloka thabo
unhappy	0.112	0.500	0.155	sa thabang
unharmed	0.740	0.378	0.491	sa tsoa kotsi
unhealthy	0.115	0.549	0.214	e sa pheleng hantle
unheard	0.344	0.539	0.500	e sa utloahaleng
unhelpful	0.104	0.320	0.118	e sa thuseng
unhindered	0.729	0.441	0.725	e sa sitisoeng
unholy	0.327	0.560	0.445	e sa halaleleng
unhook	0.375	0.592	0.310	khoasolla
unicorn	0.776	0.510	0.480	unicorn
unidentified	0.385	0.361	0.199	sa tsejoe
unification	0.688	0.345	0.788	kopanelo
unified	0.729	0.439	0.764	kopanetsoe
uniform	0.570	0.245	0.655	junifomo
uniformed	0.469	0.519	0.589	seaparo sa junifomo
uniformity	0.745	0.353	0.538	ho tšoana
uniformly	0.625	0.333	0.704	ka ho lekana
unimaginable	0.573	0.634	0.589	e sa nahaneng
unimpeachable	0.684	0.550	0.784	ya se nang molato
unimpeached	0.458	0.335	0.433	e hlokang molato
unimportant	0.281	0.240	0.175	sa bohlokoa
unimpressed	0.198	0.302	0.327	sa kgahlehe
unimproved	0.163	0.377	0.144	sa ntlafatsoa
uninfected	0.688	0.304	0.389	e se nang tšoaetso
uninformed	0.156	0.370	0.182	ya hlokang tsebo
uninhabited	0.301	0.230	0.221	e se nang baahi
uninitiated	0.271	0.288	0.288	sa tsebeng
uninspired	0.163	0.243	0.260	e sa bululetsoeng
unintelligible	0.208	0.472	0.283	e sa utloahaleng
unintended	0.438	0.385	0.349	e sa reroang
unintentional	0.333	0.538	0.306	e sa ikemisetsa
unintentionally	0.460	0.490	0.286	ka boomo
uninterested	0.365	0.240	0.328	sa thahaselle
uninteresting	0.153	0.235	0.228	e sa kgahliseng
uninterrupted	0.500	0.434	0.527	sa sitisoe ke letho
uninvited	0.090	0.385	0.307	sa mengoa
union	0.854	0.226	0.766	kopano
unique	0.823	0.347	0.661	e ikhethang
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	bonngoeng
unit	0.562	0.235	0.578	unit
unitary	0.531	0.239	0.641	bonngoeng
unite	0.781	0.375	0.610	kopanya
united	0.781	0.431	0.783	kopanetsoe
unity	0.837	0.288	0.658	bonngoe
universal	0.802	0.417	0.833	bokahohle
universality	0.796	0.410	0.840	bokahohle
universe	0.694	0.454	0.839	bokahohle
university	0.735	0.574	0.741	univesithi
unjust	0.115	0.625	0.278	e hlokang toka
unjustifiable	0.115	0.596	0.394	e sa lokang
unjustified	0.288	0.541	0.314	hloka toka
unkind	0.135	0.409	0.310	e hlokang mosa
unknowable	0.347	0.540	0.396	e sa tsejoeng
unknown	0.357	0.450	0.204	tse sa tsejoeng
unlawful	0.094	0.759	0.402	e seng molaong
unleash	0.479	0.775	0.559	lokolla
unlicensed	0.306	0.574	0.196	ya se nang lengolo
unlike	0.439	0.439	0.418	fapaneng
unlikely	0.271	0.293	0.245	ho ka etsahala
unlimited	0.750	0.623	0.679	se nang moeli
unlisted	0.365	0.265	0.218	e sa thathamisoang
unload	0.656	0.639	0.573	laolla
unloaded	0.469	0.380	0.331	laotsoe
unlock	0.582	0.442	0.592	notlolla
unlucky	0.073	0.395	0.198	lehlohonolo
unmanageable	0.177	0.666	0.482	sa laoleheng
unmanned	0.235	0.441	0.324	e hlokang motho
unmarked	0.416	0.294	0.433	sa tšoauoa
unmarried	0.438	0.480	0.545	sa nyaloa
unmask	0.323	0.690	0.520	pepesa
unmatched	0.776	0.536	0.771	e sa bapisoang
unmistakable	0.602	0.571	0.765	ntle le phoso
unmitigated	0.649	0.427	0.422	unmitigated
unmoved	0.184	0.355	0.360	sa sisinyeha
unnamed	0.316	0.189	0.284	e sa boleloang ka mabitso
unnatural	0.153	0.587	0.434	e seng tlhaho
unnecessary	0.219	0.358	0.190	sa hlokahaleng
unneeded	0.177	0.375	0.245	sa hlokahaleng
unnoticed	0.302	0.440	0.260	sa hlokomelehe
unnumbered	0.406	0.255	0.331	e se nang palo
unobserved	0.398	0.255	0.257	sa bonoe
unobstructed	0.583	0.440	0.573	e sa sitisoeng
unobtrusive	0.447	0.327	0.402	e sa hlakang
unoccupied	0.258	0.245	0.412	e se nang motho
unofficial	0.260	0.302	0.255	e seng molaong
unopened	0.542	0.340	0.265	sa buloa
unopposed	0.615	0.375	0.537	sa hanyetsoe
unordered	0.224	0.482	0.190	e sa laoloang
unorganised	0.250	0.500	0.212	e sa hlophisehang
unorganized	0.260	0.657	0.173	e sa hlophisehang
unorthodox	0.340	0.480	0.441	e sa tloaelehang
unpack	0.531	0.528	0.445	qhaqholla
unpaid	0.300	0.413	0.365	e sa lefshoang
unparalleled	0.708	0.306	0.538	e sa lekanngoeng
unpleasant	0.122	0.612	0.185	sa thabiseng
unpleasantness	0.062	0.724	0.264	ho se thabise
unplug	0.239	0.441	0.404	qhaqha
unplugged	0.367	0.375	0.318	qhaqhollotsoe
unpopular	0.073	0.441	0.164	e sa rateheng
unprecedented	0.500	0.491	0.658	e sa lebelloang
unpredictable	0.429	0.769	0.515	e sa lebelloang
unprepared	0.204	0.450	0.152	e sa itokisetsang
unpretentious	0.510	0.296	0.410	e hlokang boikaketsi
unproductive	0.100	0.324	0.237	e sa hlahiseng litholoana
unprofessional	0.042	0.370	0.170	e hlokang ditsebi
unprofitable	0.163	0.376	0.217	e se nang molemo
unprotected	0.150	0.582	0.197	sa sireletseha
unproven	0.296	0.427	0.216	e sa netefatsoang
unprovoked	0.565	0.327	0.385	sa qholotsoa
unpublished	0.406	0.480	0.481	e sa phatlalatsoang
unpunished	0.292	0.594	0.519	sa otloa
unqualified	0.170	0.433	0.173	sa tšoanelehe
unquestionable	0.469	0.450	0.843	e sa belaetseng
unquestionably	0.500	0.630	0.750	ntle le pelaelo
unquestioned	0.562	0.509	0.746	e sa belaetseng
unquote	0.388	0.363	0.517	sa qotse
unravel	0.378	0.598	0.455	qhaqholla
unreachable	0.208	0.679	0.557	e sa fihlelleheng
unread	0.458	0.240	0.214	e sa baloang
unreal	0.173	0.431	0.296	e seng ya sebele
unrealistic	0.229	0.500	0.245	sa utloahaleng
unreasonable	0.115	0.702	0.264	e hlokang kelello
unrecorded	0.241	0.351	0.350	e sa ngoloang
unregistered	0.255	0.337	0.266	e sa ngolisoang
unregulated	0.344	0.454	0.421	e hlokang taolo
unrelated	0.302	0.270	0.264	e sa amaneng
unrelenting	0.500	0.790	0.875	e sa kgaotseng
unreliable	0.108	0.480	0.240	ea sa tšepahaleng
unremarkable	0.271	0.155	0.230	e sa hlokomeleheng
unrepentant	0.240	0.445	0.413	e hlokang pako
unrequited	0.143	0.441	0.179	unrequited
unresolved	0.135	0.441	0.173	sa rarolloa
unresponsive	0.108	0.282	0.244	sa arabele
unrest	0.102	0.577	0.231	pherekano
unrestrained	0.385	0.775	0.627	sa thibane
unrestricted	0.698	0.458	0.644	e sa lekanyetsoang
unromantic	0.208	0.316	0.307	unromantic
unruly	0.240	0.745	0.547	sa laoleheng
unsafe	0.115	0.562	0.147	sa sireletseha
unsanitary	0.063	0.592	0.269	e hlokang bohloeki
unsatisfactory	0.122	0.520	0.189	e sa kgotsofatseng
unsatisfied	0.200	0.547	0.241	sa kgotsofala
unsavory	0.071	0.637	0.353	e sa rateheng
unscathed	0.625	0.308	0.611	e hlokang kotsi
unscheduled	0.312	0.436	0.300	e sa hlophisoang
unscientific	0.396	0.317	0.321	e seng mahlale
unscrew	0.333	0.462	0.396	qhaqha
unscrupulous	0.094	0.727	0.465	e hlokang botshepehi
unseat	0.229	0.500	0.312	unseat
unseen	0.427	0.351	0.421	sa bonahaleng
unselfish	0.615	0.353	0.377	e hlokang boithati
unsettled	0.208	0.647	0.170	sa tsitsa
unsightly	0.226	0.559	0.373	e sa bonahaleng
unsolicited	0.094	0.339	0.280	sa kopuoa
unsolved	0.146	0.390	0.235	sa rarolloa
unsophisticated	0.327	0.491	0.339	e hlokang tsebo
unsound	0.146	0.222	0.272	sa phele hantle
unspeakable	0.327	0.567	0.393	e sa bueheng
unspecified	0.240	0.365	0.165	e sa hlalosoang
unspoken	0.177	0.260	0.208	sa buuoe
unstable	0.167	0.587	0.150	e sa tsitsang
unsteady	0.122	0.500	0.190	e sa tsitsang
unstoppable	0.625	0.887	0.862	e sa thijoeng
unsuccessful	0.140	0.318	0.106	sa atleha
unsuitable	0.188	0.528	0.300	sa lokang
unsung	0.296	0.330	0.314	sa soasoa
unsupervised	0.478	0.481	0.442	e sa beheng leihlo
unsupported	0.260	0.450	0.221	sa tshehetsoe
unsure	0.143	0.580	0.217	ho hloka bonnete
unsurpassed	0.694	0.569	0.798	e sa feteng
unsuspecting	0.302	0.509	0.413	ya sa lebellang
unsustainable	0.255	0.650	0.406	e sa tsitsang
unsweetened	0.396	0.263	0.300	unsweetened
unsympathetic	0.163	0.620	0.281	ya hlokang kutloelo bohloko
untamed	0.429	0.778	0.709	e sa laoleheng
untenable	0.143	0.637	0.425	sa kgoneheng
untested	0.302	0.296	0.348	sa lekoa
unthinkable	0.365	0.480	0.481	e sa utloahaleng
untidy	0.106	0.610	0.254	bohlasoa
untie	0.542	0.463	0.472	lokolla
untimely	0.245	0.676	0.233	sa nako
untitled	0.213	0.240	0.240	se nang lebitso
untold	0.240	0.367	0.191	ha ho boleloe
untouchable	0.490	0.602	0.683	e sa ameheng
untouched	0.531	0.276	0.600	sa angoa
untoward	0.122	0.555	0.291	ho isa
untraceable	0.321	0.674	0.574	e sa fumaneheng
untrained	0.149	0.529	0.282	sa ruteha
untranslated	0.271	0.188	0.264	e sa fetoletsoeng
untroubled	0.750	0.213	0.653	e hlokang matshwenyeho
untrue	0.031	0.500	0.188	eseng nnete
untrustworthy	0.097	0.449	0.287	ya sa tshepeheng
unturned	0.312	0.255	0.316	e sa fetoloe
unused	0.344	0.231	0.234	e sa sebelisoeng
unusual	0.429	0.433	0.361	e sa tloaelehang
unusually	0.385	0.406	0.358	ka tsela e sa tloaelehang
unutterable	0.406	0.592	0.538	e sa bueheng
unveil	0.439	0.442	0.562	bula
unveiling	0.569	0.570	0.675	ho koaholla
unverified	0.214	0.365	0.180	sa netefatsoa
unwanted	0.177	0.546	0.205	sa batleheng
unwarranted	0.091	0.500	0.345	sa hlokahaleng
unwary	0.286	0.417	0.402	sa hlokomele
unwashed	0.365	0.427	0.360	sa hlatsuoa
unwavering	0.740	0.630	0.858	e sa sisinyeheng
unwed	0.541	0.595	0.459	sa nyaloa
unwelcome	0.115	0.480	0.269	sa amoheloeng
unwell	0.143	0.640	0.221	sa phele hantle
unwilling	0.302	0.316	0.179	sa ikemisetsa
unwillingly	0.204	0.548	0.182	ka ho se rate
unwillingness	0.204	0.311	0.113	ho se rate
unwind	0.837	0.181	0.394	photholla
unwise	0.141	0.610	0.304	hlokang bohlale
unwitting	0.260	0.526	0.344	e sa tsebeng
unwittingly	0.312	0.510	0.264	ka ho se tsebe
unworthy	0.194	0.433	0.226	sa tšoanelehe
unwrap	0.604	0.491	0.557	phutholla
unwritten	0.367	0.384	0.272	e sa ngoloang
unyielding	0.367	0.806	0.738	e sa thekeseleng
unzip	0.378	0.520	0.538	unzip
upbeat	0.878	0.531	0.802	upbeat
upbringing	0.677	0.490	0.600	kgodiso
upcoming	0.688	0.460	0.550	tlang
update	0.698	0.535	0.802	nchafatsa
upgrade	0.786	0.500	0.670	ntlafatsa
upheaval	0.290	0.830	0.570	pherekano
uphill	0.396	0.723	0.572	hloa thaba
uphold	0.698	0.321	0.561	phahamisa
upholstery	0.592	0.270	0.386	upholstery
upkeep	0.590	0.442	0.685	hlokomela
upland	0.719	0.578	0.607	hodimo
uplands	0.615	0.471	0.577	libaka tse holimo
uplift	0.656	0.779	0.771	phahamisa
uplifting	0.771	0.548	0.605	phahamisa
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	kenya
upper	0.740	0.529	0.868	hodimo
uppercut	0.410	0.600	0.550	mokgoa o ka hodimo
uppity	0.465	0.546	0.417	bothateng
upright	0.667	0.373	0.600	e otlolohileng
uprising	0.561	0.777	0.704	pherekano
uproar	0.271	0.902	0.462	moferefere
upscale	0.698	0.526	0.846	upscale
upset	0.071	0.680	0.330	koatile
upshot	0.693	0.490	0.716	upshot
upstairs	0.663	0.408	0.645	hodimo
upstanding	0.851	0.390	0.708	upstanding
upstart	0.449	0.500	0.455	qala holimo
uptight	0.184	0.716	0.333	e tsitsitse
upward	0.792	0.481	0.620	hodimo
upwards	0.724	0.439	0.638	hodimo
uranium	0.375	0.580	0.490	uranium
urban	0.561	0.528	0.644	teropong
urchin	0.417	0.510	0.373	urchin
urge	0.418	0.680	0.653	hlohlelletsa
urgency	0.429	0.908	0.543	potlako
urgent	0.327	0.918	0.623	potlakile
urinal	0.214	0.510	0.306	moroto
urinalysis	0.344	0.532	0.398	urinalysis
urinate	0.360	0.500	0.353	rota
urination	0.271	0.441	0.232	ho rota
urine	0.375	0.361	0.169	moroto
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	e ka sebedisoang
usage	0.646	0.360	0.426	tshebediso
use	0.438	0.358	0.409	tshebediso
used	0.354	0.306	0.287	sebedisoa
useful	0.833	0.411	0.726	molemo
usefully	0.650	0.481	0.760	ka mosola
usefulness	0.806	0.519	0.741	molemo
useless	0.052	0.342	0.184	hlokang thuso
user	0.629	0.347	0.442	mosebedisi
usher	0.521	0.440	0.519	mothusi
usual	0.625	0.221	0.400	tloaelehileng
usurp	0.125	0.818	0.433	bosholu
usurped	0.292	0.780	0.438	qhekelletse
usury	0.344	0.679	0.430	tsoala
utensil	0.573	0.279	0.383	sejana
uterus	0.551	0.420	0.510	popelo
utilitarian	0.427	0.363	0.639	mosebedisi
utility	0.622	0.400	0.704	thuso
utilization	0.562	0.469	0.706	tshebediso
utilize	0.694	0.445	0.545	sebelisa
utmost	0.719	0.740	0.858	ka ho fetisisa
utopian	0.542	0.327	0.552	utopian
utter	0.531	0.422	0.549	bua
utterance	0.542	0.640	0.704	puo
utterly	0.633	0.440	0.673	ka botlalo
vacancy	0.643	0.311	0.418	sekgeo
vacant	0.578	0.220	0.464	se nang motho
vacate	0.357	0.490	0.397	tlohela
vacation	0.840	0.490	0.598	phomolo
vaccination	0.530	0.578	0.621	ente
vaccine	0.500	0.520	0.555	ente
vacuolar	0.439	0.370	0.439	vacuolar
vacuole	0.490	0.406	0.481	vacuole
vacuous	0.354	0.267	0.304	se nang letho
vacuum	0.327	0.196	0.134	vacuum
vagabond	0.384	0.531	0.144	moferefere
vagina	0.551	0.870	0.500	botshehadi
vaginal	0.449	0.765	0.420	botshehadi
vagrancy	0.219	0.567	0.277	bohlanya
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	e sa hlakang
vagueness	0.150	0.324	0.221	ho hlaka
vainly	0.365	0.283	0.169	lefeela
valance	0.424	0.286	0.371	tenyetseha
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	valentine
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	senatla
valid	0.693	0.353	0.565	e nepahetseng
validate	0.760	0.431	0.745	netefatsa
validation	0.655	0.460	0.720	netefatso
validity	0.646	0.470	0.706	bonnete
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	phula
valor	0.833	0.442	0.763	sebete
valuable	0.899	0.547	0.798	bohlokoa
valuables	0.790	0.625	0.759	tsa bohlokoa
valuation	0.615	0.480	0.795	boleng ba boleng
value	0.875	0.582	0.802	boleng
valve	0.323	0.363	0.471	belofo
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampire
van	0.561	0.378	0.425	van
vandal	0.135	0.792	0.473	moferefere
vandalism	0.083	0.904	0.509	tshenyo
vane	0.561	0.280	0.231	vane
vanguard	0.693	0.640	0.780	pele
vanilla	0.706	0.216	0.284	vanila
vanish	0.236	0.480	0.347	nyamela
vanished	0.208	0.566	0.255	nyametse
vanishing	0.292	0.550	0.322	nyamelang
vanity	0.260	0.540	0.439	lefeela
vanquish	0.708	0.760	0.804	hlola
vanquished	0.496	0.529	0.176	hlotsoe
vanquishing	0.600	0.748	0.764	ho hlola
vantage	0.740	0.632	0.788	maemo a phahameng
vapor	0.510	0.358	0.318	mouoane
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	feto-fetoha
variance	0.540	0.405	0.509	phapang
variation	0.635	0.561	0.406	phapang
variations	0.458	0.548	0.353	mefuta e fapaneng
varicella	0.184	0.593	0.314	varisela
varicose	0.235	0.462	0.368	varicose
varied	0.604	0.701	0.472	tse fapa-fapaneng
variegated	0.398	0.549	0.406	variegated
variety	0.714	0.472	0.598	mefuta-futa
various	0.500	0.296	0.342	tse fapa-fapaneng
varmint	0.417	0.500	0.411	varmnt
varnish	0.448	0.353	0.361	varnish
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	fapana
varying	0.552	0.471	0.385	ho fapana
vascular	0.516	0.451	0.627	methapo ea mali
vase	0.638	0.225	0.215	vase
vasectomy	0.208	0.663	0.431	vasectomy
vassal	0.417	0.525	0.196	mohlankana
vast	0.520	0.535	0.545	e kgolo
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vaudeville
vault	0.490	0.378	0.644	bokaholimo
vaulted	0.417	0.460	0.542	hlohlelletsoa
vaulting	0.510	0.323	0.520	ho rorisa
veal	0.438	0.337	0.410	veal
vector	0.538	0.308	0.482	vector
veer	0.469	0.430	0.338	veer
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	moroho
vegetarian	0.562	0.255	0.407	motho ya jang nama
vegetarianism	0.510	0.269	0.407	ho ja meroho
vegetation	0.740	0.177	0.500	limela
vegetative	0.500	0.270	0.351	limela
veggie	0.602	0.245	0.409	moroho
vehement	0.500	0.500	0.575	vehement
vehicle	0.641	0.565	0.500	koloi
veil	0.500	0.235	0.415	lesira
veiled	0.370	0.317	0.324	e koahetseng
vein	0.347	0.373	0.318	mothapo
veined	0.487	0.459	0.294	e nang le methapo
vellum	0.500	0.349	0.321	vellum
velocity	0.673	0.769	0.783	lebelo
velour	0.670	0.292	0.412	velor
velvet	0.663	0.226	0.304	velvet
velvety	0.677	0.343	0.493	velvety
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	morekisi
veneer	0.490	0.265	0.289	veneer
venerable	0.708	0.369	0.600	hlomphehang
veneration	0.745	0.650	0.712	hlomphollo
venereal	0.302	0.654	0.424	venereal
venetian	0.633	0.373	0.464	venetian
vengeance	0.103	0.927	0.719	phetetso
vengeful	0.150	0.840	0.561	phetetso
venison	0.510	0.422	0.296	nama ya nama ya nama
venom	0.125	0.770	0.491	chefo
venomous	0.159	0.841	0.636	e chefo
venous	0.406	0.571	0.453	venous
vent	0.479	0.519	0.529	moea
ventilation	0.719	0.451	0.568	moya wa moya
ventilator	0.471	0.353	0.344	mochini o kenyang moea
venting	0.375	0.388	0.418	venting
ventricle	0.520	0.387	0.464	ventricle
ventricular	0.440	0.549	0.475	ventricular
ventriloquist	0.552	0.600	0.526	setsebi sa ventriloquist
