English Word	Valence	Arousal	Dominance	Dutch Word
tolerate	0.724	0.430	0.588	tolereren
toleration	0.776	0.442	0.727	tolerantie
toll	0.296	0.422	0.453	tol
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomaat
tomatoes	0.615	0.240	0.272	tomaten
tomb	0.112	0.500	0.343	graf
tombstone	0.204	0.441	0.311	grafsteen
tomcat	0.520	0.412	0.386	kater
tome	0.429	0.316	0.492	naar mij
tomorrow	0.792	0.377	0.407	morgen
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	toon
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	tang
tongue	0.542	0.432	0.482	tong
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	amandelen
toocold	0.420	0.550	0.379	te koud
tool	0.490	0.350	0.594	hulpmiddel
toolbox	0.531	0.316	0.472	gereedschapskist
tooling	0.510	0.406	0.634	gereedschap
toomuchtodo	0.420	0.688	0.355	te veel te doen
toot	0.500	0.481	0.373	toeteren
tooth	0.439	0.250	0.367	tand
toothache	0.188	0.853	0.412	kiespijn
toothbrush	0.517	0.330	0.321	tandenborstel
toothed	0.449	0.394	0.352	getande
toothless	0.312	0.541	0.272	tandeloos
toothpaste	0.510	0.290	0.371	tandpasta
toothpick	0.561	0.216	0.185	tandenstoker
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	bovenkant
topaz	0.643	0.325	0.384	topaas
topic	0.520	0.276	0.427	onderwerp
topical	0.561	0.340	0.500	actueel
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografisch
topographical	0.438	0.350	0.538	topografisch
topography	0.469	0.357	0.506	topografie
topple	0.198	0.820	0.573	omvallen
topside	0.708	0.466	0.598	bovenzijde
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	fakkel
torment	0.057	0.750	0.387	kwelling
tormented	0.071	0.855	0.323	gekweld
torn	0.153	0.510	0.283	gescheurd
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo-
torque	0.466	0.375	0.406	koppel
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	verzengend
torsion	0.312	0.651	0.402	torsie
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	onrechtmatige daad
tortious	0.312	0.724	0.491	onrechtmatig
tortoise	0.673	0.078	0.250	schildpad
tortuous	0.194	0.755	0.382	kronkelig
torture	0.115	0.878	0.555	marteling
tortured	0.062	0.890	0.361	gemarteld
toss	0.418	0.725	0.575	toss
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	totaal
totality	0.688	0.443	0.717	totaliteit
totally	0.820	0.422	0.702	helemaal
tote	0.510	0.398	0.625	draagtas
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	aanraken
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	aangeraakt
touching	0.760	0.439	0.491	aanraken
touchy	0.323	0.510	0.343	gevoelig
tough	0.344	0.588	0.742	moeilijk
toughen	0.458	0.683	0.711	verharden
toughness	0.552	0.618	0.837	taaiheid
toupee	0.323	0.270	0.324	toupet
tour	0.663	0.545	0.543	tour
tourism	0.823	0.531	0.545	toerisme
tourist	0.745	0.480	0.430	toerist
tourmaline	0.448	0.513	0.441	toermalijn
tournament	0.694	0.740	0.611	toernooi
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	slepen
towel	0.630	0.208	0.286	handdoek
tower	0.606	0.380	0.644	toren
towering	0.500	0.690	0.806	torenhoog
town	0.551	0.299	0.627	dorp
townhouse	0.622	0.400	0.443	herenhuis
township	0.531	0.292	0.667	gemeente
townspeople	0.677	0.466	0.569	stedelingen
toxic	0.008	0.885	0.492	giftig
toxicity	0.104	0.865	0.491	toxiciteit
toxicology	0.302	0.736	0.574	toxicologie
toxin	0.115	0.654	0.456	toxine
toy	0.878	0.420	0.275	speelgoed-
toymaker	0.755	0.510	0.536	speelgoedmaker
trace	0.573	0.346	0.483	spoor
traceable	0.602	0.370	0.535	traceerbaar
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	sporen
trachea	0.448	0.509	0.387	luchtpijp
tracing	0.418	0.591	0.565	traceren
track	0.448	0.433	0.526	spoor
tracker	0.398	0.744	0.731	spoorzoeker
tract	0.406	0.422	0.339	traktaat
tractable	0.635	0.500	0.469	handelbaar
traction	0.429	0.585	0.648	tractie
tractor	0.449	0.580	0.619	tractor
trade	0.561	0.544	0.690	handel
trademark	0.667	0.344	0.750	handelsmerk
trader	0.562	0.632	0.854	handelaar
tradesman	0.531	0.431	0.664	handelaar
trading	0.635	0.602	0.705	handel
tradition	0.830	0.430	0.750	traditie
traditional	0.677	0.221	0.604	traditioneel
traffic	0.323	0.559	0.518	verkeer
traffic light	0.490	0.469	0.479	stoplicht
trafficking	0.250	0.710	0.399	mensenhandel
tragedies	0.100	0.910	0.442	tragedies
tragedy	0.052	0.843	0.340	tragedie
tragic	0.048	0.904	0.396	tragisch
trail	0.600	0.322	0.455	pad
trailer	0.541	0.490	0.473	aanhangwagen
train	0.666	0.705	0.620	trein
train set	0.604	0.598	0.464	trein set
trained	0.771	0.538	0.645	getraind
trainee	0.627	0.408	0.352	stagiaire
trainer	0.698	0.719	0.824	trainer
training	0.714	0.776	0.788	opleiding
trait	0.469	0.365	0.453	karaktereigenschap
traitor	0.112	0.796	0.491	verrader
traitorous	0.073	0.745	0.412	verraderlijk
trajectory	0.653	0.558	0.779	traject
tram	0.667	0.628	0.492	tram-
tramp	0.108	0.510	0.182	zwerver
trample	0.235	0.764	0.562	vertrappen
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	tram
trance	0.469	0.481	0.382	trance
tranquil	0.917	0.094	0.355	rustig
tranquility	0.840	0.135	0.442	kalmte
tranquilizer	0.510	0.236	0.596	kalmeringsmiddel
transact	0.521	0.625	0.680	afhandelen
transaction	0.650	0.577	0.579	transactie
transatlantic	0.724	0.596	0.706	transatlantisch
transceiver	0.510	0.490	0.537	zendontvanger
transcend	0.604	0.771	0.726	transcenderen
transcendence	0.656	0.608	0.754	transcendentie
transcendent	0.667	0.600	0.824	transcendent
transcendental	0.635	0.652	0.842	transcendentaal
transcribe	0.500	0.394	0.573	transcriberen
transcriber	0.490	0.420	0.615	transcribent
transcript	0.639	0.398	0.528	vertaling
transcription	0.592	0.455	0.615	transcriptie
transfer	0.702	0.490	0.519	overdracht
transference	0.592	0.294	0.551	overdracht
transferred	0.480	0.450	0.409	overgedragen
transfixed	0.427	0.660	0.528	aan de grond genageld
transform	0.735	0.667	0.696	transformeren
transformation	0.796	0.618	0.770	transformatie
transformer	0.582	0.582	0.723	transformator
transfusion	0.417	0.730	0.557	transfusie
transgression	0.158	0.890	0.611	overtreding
transient	0.510	0.405	0.430	vergankelijk
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	doorvoer
transition	0.605	0.561	0.558	overgang
transitional	0.573	0.472	0.491	overgangsperiode
transitive	0.479	0.377	0.414	transitief
transitory	0.438	0.450	0.407	vergankelijk
translate	0.604	0.423	0.462	vertalen
translation	0.633	0.435	0.598	vertaling
translator	0.760	0.412	0.473	vertaler
translocation	0.367	0.612	0.564	translocatie
translucent	0.600	0.500	0.389	doorzichtig
transmission	0.688	0.490	0.611	overdragen
transmit	0.836	0.581	0.673	zenden
transmitter	0.520	0.511	0.719	zender
transmutation	0.438	0.740	0.737	transmutatie
transom	0.375	0.385	0.417	spiegel
transparency	0.847	0.260	0.587	transparantie
transparent	0.542	0.330	0.667	transparant
transplant	0.445	0.806	0.620	transplantatie
transplantation	0.531	0.694	0.610	transplantatie
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	vervoer-
transportation	0.667	0.560	0.472	vervoer
transporter	0.615	0.625	0.750	vervoerder
transpose	0.440	0.585	0.467	transponeren
transposition	0.312	0.451	0.555	omzetting
transsexual	0.264	0.815	0.423	transseksueel
transverse	0.429	0.429	0.525	transversaal
transvestite	0.270	0.675	0.373	travestiet
trap	0.104	0.610	0.391	val
trapdoor	0.094	0.670	0.462	valluik
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	gevangen
trapper	0.296	0.654	0.491	trapper
trapping	0.333	0.621	0.491	vangen
trappings	0.458	0.462	0.370	attributen
traps	0.235	0.673	0.481	vallen
trash	0.163	0.541	0.154	afval
trashy	0.071	0.380	0.161	rotzooi
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatisch
travail	0.500	0.677	0.620	zwoegen
travel	0.931	0.689	0.535	reis
traveler	0.837	0.571	0.700	reiziger
traveling	0.900	0.750	0.582	reizend
traverse	0.571	0.590	0.629	traverse
travesty	0.354	0.644	0.407	travestie
trawl	0.255	0.590	0.464	sleepnet
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	dienblad
treacherous	0.112	0.815	0.402	verraderlijk
treachery	0.104	0.852	0.448	verraad
tread	0.510	0.520	0.426	betreden
treadmill	0.459	0.636	0.436	loopband
treason	0.094	0.806	0.552	landverraad
treasure	0.927	0.592	0.821	schat
treasured	0.849	0.471	0.730	gekoesterd
treasurer	0.694	0.456	0.755	penningmeester
treasures	0.867	0.771	0.842	schatten
treasury	0.812	0.541	0.736	schatkist
treat	0.573	0.571	0.436	traktatie
treatable	0.780	0.302	0.560	behandelbaar
treatise	0.604	0.407	0.613	verhandeling
treatment	0.663	0.386	0.620	behandeling
treaty	0.646	0.382	0.667	verdrag
treble	0.358	0.471	0.466	hoge tonen
tree	0.670	0.118	0.442	boom
trees	0.653	0.137	0.537	bomen
trek	0.469	0.530	0.535	trektocht
trellis	0.299	0.500	0.389	latwerk
tremble	0.177	0.878	0.388	beven
trembling	0.177	0.824	0.324	bevend
tremendous	0.600	0.888	0.773	enorm
tremendously	0.719	0.722	0.661	enorm
tremor	0.104	0.833	0.455	tremor
trench	0.429	0.760	0.429	loopgraaf
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trending
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	opwinding
trespass	0.229	0.670	0.613	overtreding
triad	0.469	0.413	0.528	triade
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	proces
triangle	0.562	0.269	0.352	driehoek
triangular	0.430	0.320	0.397	driehoekig
triangulate	0.408	0.380	0.517	driehoeksmeting
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	tribaal
tribe	0.664	0.486	0.516	stam
tribulation	0.448	0.612	0.484	beproeving
tribunal	0.410	0.670	0.797	tribunaal
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	zijrivier
tribute	0.684	0.573	0.700	eerbetoon
trick	0.542	0.700	0.409	truc
trickery	0.146	0.798	0.336	bedrog
trickle	0.500	0.196	0.231	druppelen
trickster	0.375	0.680	0.446	bedrieger
tricky	0.219	0.651	0.500	lastig
tricycle	0.633	0.402	0.368	driewieler
trident	0.403	0.606	0.609	drietand
trifle	0.271	0.296	0.221	kleinigheid
trifling	0.375	0.418	0.183	onbeduidend
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	trekker
trigonometry	0.396	0.400	0.616	trigonometrie
trillion	0.592	0.420	0.623	biljoen
trilogy	0.615	0.520	0.664	trilogie
trim	0.500	0.466	0.430	trimmen
trimester	0.783	0.336	0.538	trimester
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	bijsnijden
trine	0.396	0.365	0.317	driehoek
trinity	0.635	0.346	0.660	drie-eenheid
trinket	0.521	0.352	0.368	snuisterij
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	reis
tripartite	0.500	0.480	0.539	tripartiete
tripe	0.312	0.361	0.438	pens
triple	0.585	0.385	0.481	verdrievoudigen
triplet	0.622	0.510	0.618	drieling
triplicate	0.684	0.545	0.717	drievoud
tripod	0.406	0.388	0.483	statief
tripping	0.276	0.594	0.293	struikelen
trite	0.458	0.418	0.290	afgezaagd
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	triomf
triumphant	0.949	0.837	0.972	triomfantelijk
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	triviaal
troll	0.378	0.627	0.327	trol
trolley	0.562	0.558	0.464	karretje
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	troep
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	troepen
trophy	0.947	0.643	0.676	trofee
tropic	0.740	0.529	0.536	keerkring
tropical	0.740	0.461	0.509	tropisch
tropics	0.740	0.383	0.412	tropen
trot	0.531	0.664	0.396	draf
trouble	0.135	0.811	0.452	probleem
troubled	0.167	0.627	0.385	verontrust
troublemaker	0.260	0.900	0.596	onruststoker
troubles	0.051	0.854	0.269	problemen
troublesome	0.283	0.894	0.404	lastig
trough	0.500	0.308	0.340	door
troupe	0.625	0.406	0.557	gezelschap
trousers	0.625	0.314	0.442	broek
trout	0.516	0.387	0.298	forel
trowel	0.470	0.418	0.250	troffel
truce	0.688	0.441	0.453	bestand
truck	0.531	0.368	0.546	vrachtwagen
trucker	0.494	0.609	0.500	vrachtwagenchauffeur
truckload	0.480	0.450	0.534	vrachtwagenlading
truculent	0.210	0.731	0.498	strijdlustig
true	0.896	0.436	0.777	WAAR
truelove	0.860	0.600	0.587	echte liefde
truffle	0.677	0.323	0.418	truffel
truism	0.521	0.422	0.480	waarheid
trump	0.640	0.716	0.898	troef
trumpet	0.573	0.570	0.393	trompet
trumpeter	0.673	0.600	0.676	trompettist
truncate	0.323	0.600	0.412	afkappen
truncated	0.316	0.602	0.439	afgekapt
trundle	0.507	0.270	0.414	onderschuifbed
trunk	0.271	0.167	0.404	kofferbak
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	vertrouwen
trustee	0.531	0.442	0.658	vertrouwenspersoon
trusting	0.857	0.508	0.750	vertrouwen
trustworthy	0.969	0.315	0.824	betrouwbaar
trusty	0.863	0.398	0.696	betrouwbaar
truth	0.971	0.400	0.685	waarheid
truthful	0.708	0.467	0.807	waarheidsgetrouw
truthfulness	0.920	0.549	0.808	waarheidsgetrouwheid
try	0.604	0.551	0.556	proberen
tryout	0.459	0.539	0.472	proberen
tryouts	0.490	0.602	0.594	try-outs
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	badkuip
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	dik
tube	0.418	0.279	0.409	buis
tuberculosis	0.214	0.519	0.424	tuberculose
tubing	0.438	0.363	0.358	slangen
tubular	0.458	0.361	0.464	buisvormig
tubule	0.500	0.330	0.333	buisje
tuck	0.367	0.473	0.361	instoppen
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	dinsdag
tufted	0.500	0.510	0.406	getuft
tug	0.320	0.604	0.558	sleepboot
tugboat	0.271	0.510	0.652	sleepboot
tuition	0.531	0.372	0.436	schoolgeld
tulip	0.730	0.189	0.356	tulp
tumble	0.276	0.556	0.272	tuimelen
tumbler	0.520	0.260	0.352	tuimelaar
tumbleweed	0.312	0.471	0.427	tuimelkruid
tummy	0.427	0.365	0.230	buik
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	tumult
tumultuous	0.208	0.622	0.590	tumultueus
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tonijn
tunable	0.510	0.364	0.582	afstembaar
tune	0.708	0.479	0.426	afstemmen
tunic	0.531	0.248	0.391	tuniek
tuning	0.719	0.390	0.635	afstemmen
tunnel	0.312	0.490	0.412	tunnel
turban	0.469	0.386	0.426	tulband
turbidity	0.184	0.607	0.393	troebelheid
turbine	0.520	0.549	0.575	turbine
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulentie
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	drol
turf	0.531	0.192	0.295	graszoden
turkey	0.634	0.245	0.247	kalkoen
turmeric	0.542	0.316	0.312	kurkuma
turmoil	0.198	0.888	0.417	onrust
turn	0.531	0.398	0.482	draai
turnaround	0.560	0.654	0.407	omdraaien
turned	0.630	0.538	0.583	draaide zich om
turning	0.510	0.684	0.420	draaien
turnip	0.561	0.183	0.254	raap
turnkey	0.531	0.382	0.427	kant-en-klaar
turnoff	0.312	0.560	0.327	zet uit
turnout	0.641	0.692	0.898	blijken
turnover	0.490	0.392	0.512	omzet
turnpike	0.459	0.434	0.462	tolweg
turntable	0.531	0.455	0.406	draaitafel
turpentine	0.320	0.539	0.571	terpentijn
turquoise	0.786	0.226	0.357	turkoois
turret	0.494	0.500	0.588	torentje
turtle	0.291	0.102	0.271	schildpad
turtleneck	0.583	0.398	0.327	coltrui
tussle	0.333	0.919	0.691	worsteling
tutelage	0.393	0.442	0.609	voogdij
tutor	0.750	0.346	0.826	bijlesdocent
tutoring	0.663	0.402	0.702	bijles geven
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smoking
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	TV
twain	0.541	0.255	0.370	twee
twat	0.292	0.459	0.404	kutje
twats	0.406	0.588	0.383	kutjes
tweak	0.440	0.462	0.452	aanpassing
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweeten
tweezers	0.493	0.408	0.295	pincet
twelfth	0.521	0.292	0.527	twaalfde
twelve	0.490	0.298	0.412	twaalf
twentieth	0.469	0.297	0.346	twintigste
twenty	0.520	0.292	0.286	twintig
twerp	0.408	0.443	0.384	troep
twig	0.378	0.288	0.236	takje
twilight	0.622	0.341	0.633	schemering
twill	0.449	0.415	0.353	keperstof
twin	0.688	0.363	0.453	tweeling
twine	0.521	0.380	0.337	touw
twinge	0.316	0.720	0.471	steek
twinkle	0.719	0.724	0.610	twinkelen
twins	0.760	0.473	0.602	Tweelingen
twirl	0.552	0.647	0.409	ronddraaien
twist	0.375	0.469	0.337	twist
twisted	0.071	0.736	0.311	verdraaid
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	zenuwtrekking
twitching	0.292	0.700	0.482	spiertrekkingen
twitchy	0.094	0.918	0.281	zenuwachtig
two	0.520	0.200	0.404	twee
two step	0.583	0.314	0.327	twee stappen
twofaced	0.387	0.620	0.384	twee gezichten
twofold	0.573	0.333	0.551	tweeledig
twosome	0.583	0.544	0.500	tweetal
tycoon	0.682	0.596	0.867	magnaat
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	type
typewriter	0.542	0.373	0.418	schrijfmachine
typhoid	0.265	0.458	0.401	tyfus-
typhoon	0.323	0.796	0.697	tyfoon
typical	0.635	0.206	0.426	typisch
typically	0.569	0.377	0.559	typisch
typist	0.551	0.559	0.528	typist
typo	0.224	0.415	0.255	typfout
typography	0.480	0.334	0.574	typografie
tyrannical	0.167	0.860	0.731	tiranniek
tyranny	0.112	0.792	0.705	tirannie
tyrant	0.115	0.850	0.683	tiran
tyre	0.480	0.358	0.407	band
ubiquitous	0.635	0.571	0.884	alomvertegenwoordigd
ubiquity	0.578	0.490	0.595	alomtegenwoordigheid
ugliness	0.094	0.407	0.267	lelijkheid
ugly	0.167	0.630	0.254	lelijk
uhoh	0.320	0.622	0.284	Oh Oh
ukulele	0.513	0.358	0.365	ukelele
ulcer	0.286	0.596	0.377	zweer
ulterior	0.375	0.509	0.490	bijbedoeling
ultimate	0.648	0.645	0.544	ultieme
ultimately	0.385	0.480	0.558	uiteindelijk
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	echografie
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	navelstreng
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	paraplu
umpire	0.520	0.592	0.755	scheidsrechter
umpteen	0.510	0.460	0.611	talloze
unabashed	0.292	0.614	0.488	onbeschaamd
unabated	0.532	0.420	0.466	onverminderd
unable	0.132	0.459	0.193	niet in staat
unacceptable	0.133	0.479	0.330	onaanvaardbaar
unaccompanied	0.292	0.376	0.297	zonder begeleiding
unaccountable	0.180	0.600	0.543	onverklaarbaar
unaccounted	0.410	0.338	0.361	onbekend
unacknowledged	0.240	0.269	0.116	niet erkend
unadulterated	0.570	0.420	0.528	onvervalst
unaffected	0.542	0.265	0.571	onaangetast
unafraid	0.500	0.520	0.655	niet bang
unaided	0.290	0.410	0.336	zonder hulp
unaltered	0.571	0.269	0.598	ongewijzigd
unambiguous	0.406	0.390	0.578	ondubbelzinnig
unanimity	0.490	0.407	0.706	unanimiteit
unanimous	0.656	0.380	0.682	unaniem
unanimously	0.686	0.333	0.738	unaniem
unannounced	0.240	0.588	0.291	onaangekondigd
unanswered	0.276	0.361	0.219	onbeantwoord
unanticipated	0.255	0.775	0.327	onverwachts
unappreciated	0.143	0.431	0.209	niet gewaardeërd
unapproved	0.184	0.471	0.254	niet goedgekeurd
unarmed	0.427	0.420	0.241	ongewapend
unassisted	0.302	0.320	0.211	zonder hulp
unassuming	0.490	0.230	0.471	bescheiden
unattached	0.192	0.439	0.283	ongebonden
unattainable	0.220	0.635	0.571	onbereikbaar
unattended	0.255	0.400	0.167	onbeheerd
unattractive	0.177	0.307	0.208	onaantrekkelijk
unauthorized	0.260	0.448	0.259	onbevoegd
unavailable	0.323	0.281	0.159	niet beschikbaar
unavoidable	0.350	0.580	0.445	onvermijdelijk
unaware	0.208	0.355	0.310	niet op de hoogte
unbalanced	0.302	0.596	0.343	onevenwichtig
unbearable	0.125	0.798	0.447	ondraaglijk
unbeatable	0.735	0.719	0.681	onverslaanbaar
unbeaten	0.854	0.760	0.828	ongeslagen
unbecoming	0.123	0.471	0.288	onbetamelijk
unbelief	0.265	0.582	0.407	ongeloof
unbelievable	0.771	0.790	0.717	ongelooflijk
unbiased	0.625	0.378	0.618	onbevooroordeeld
unborn	0.312	0.300	0.216	ongeboren
unbound	0.354	0.402	0.283	ongebonden
unbounded	0.646	0.600	0.736	onbegrensd
unbreakable	0.653	0.573	0.759	onbreekbaar
unbridled	0.396	0.759	0.448	ongebreideld
unbroken	0.550	0.224	0.602	ongebroken
unbutton	0.479	0.539	0.311	ontknopen
uncalled	0.344	0.294	0.222	niet geroepen
uncanny	0.469	0.461	0.430	griezelig
uncaring	0.177	0.245	0.321	onverschillig
uncensured	0.438	0.649	0.509	ongecensureerd
uncertain	0.363	0.500	0.164	onzeker
uncertainty	0.064	0.494	0.282	onzekerheid
unchallenged	0.552	0.394	0.545	onbetwist
unchangeable	0.375	0.442	0.709	onveranderlijk
unchanged	0.490	0.204	0.237	onveranderd
uncharted	0.188	0.406	0.413	niet in kaart gebracht
uncherished	0.250	0.412	0.280	ongekoesterd
uncivilized	0.133	0.600	0.400	onbeschaafd
unclaimed	0.316	0.346	0.278	niet opgeëist
uncle	0.653	0.255	0.578	oom
unclean	0.133	0.529	0.134	onrein
unclear	0.229	0.463	0.202	onduidelijk
uncomfortable	0.188	0.610	0.214	ongemakkelijk
uncommon	0.459	0.429	0.373	ongewoon
uncommonly	0.626	0.490	0.778	ongewoon
uncomplicated	0.740	0.260	0.453	ongecompliceerd
uncompromising	0.320	0.531	0.613	compromisloos
unconcerned	0.562	0.283	0.298	onbezorgd
unconditional	0.760	0.493	0.715	onvoorwaardelijk
unconfirmed	0.334	0.321	0.339	niet bevestigd
unconnected	0.188	0.265	0.213	niet verbonden
unconscionable	0.208	0.618	0.429	gewetenloos
unconscious	0.240	0.356	0.195	bewusteloos
unconsciousness	0.177	0.440	0.121	bewusteloosheid
unconstitutional	0.230	0.588	0.491	ongrondwettig
unconstrained	0.653	0.640	0.635	onbeperkt
uncontested	0.510	0.471	0.689	onbetwist
uncontrollable	0.265	0.790	0.626	oncontroleerbaar
uncontrolled	0.188	0.891	0.544	ongecontroleerd
unconventional	0.177	0.509	0.288	onconventioneel
unconvinced	0.409	0.458	0.228	niet overtuigd
unconvincing	0.190	0.532	0.144	niet overtuigend
uncooked	0.312	0.321	0.241	ongekookt
uncooperative	0.250	0.422	0.246	niet meewerkend
uncorrelated	0.333	0.327	0.316	ongecorreleerd
uncouth	0.080	0.761	0.350	ongemanierd
uncover	0.771	0.552	0.648	ontdekken
uncritical	0.480	0.367	0.412	onkritisch
uncut	0.448	0.422	0.278	ongesneden
undead	0.367	0.635	0.406	ondood
undecided	0.286	0.433	0.127	onbeslist
undefeated	0.833	0.752	0.825	ongeslagen
undefined	0.260	0.418	0.350	ongedefinieerd
undeniable	0.552	0.473	0.778	onmiskenbaar
underage	0.469	0.461	0.300	minderjarig
underbelly	0.406	0.423	0.361	onderbuik
undercover	0.388	0.627	0.483	undercover
undercurrent	0.357	0.582	0.520	onderstroom
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	onderschatten
undergo	0.398	0.554	0.339	ondergaan
undergraduate	0.583	0.500	0.559	niet-gegradueerde
underground	0.396	0.455	0.452	ondergronds
underhanded	0.188	0.415	0.527	achterbaks
underlay	0.521	0.365	0.458	onderlaag
underlie	0.323	0.378	0.275	onderliggend
underline	0.480	0.412	0.509	onderstrepen
