English Word	Valence	Arousal	Dominance	Armenian Word
variation	0.635	0.561	0.406	տատանումներ
variations	0.458	0.548	0.353	տատանումները
varicella	0.184	0.593	0.314	varicella
varicose	0.235	0.462	0.368	վարիկոզ
varied	0.604	0.701	0.472	բազմազան
variegated	0.398	0.549	0.406	խայտաբղետ
variety	0.714	0.472	0.598	բազմազանություն
various	0.500	0.296	0.342	բազմազան
varmint	0.417	0.500	0.411	վարմինտ
varnish	0.448	0.353	0.361	լաք
varsity	0.710	0.594	0.670	բուհ
vary	0.521	0.373	0.413	տարբերվել
varying	0.552	0.471	0.385	տարբերվող
vascular	0.516	0.451	0.627	անոթային
vase	0.638	0.225	0.215	ծաղկաման
vasectomy	0.208	0.663	0.431	վազէկտոմիա
vassal	0.417	0.525	0.196	վասալ
vast	0.520	0.535	0.545	ընդարձակ
vat	0.333	0.491	0.509	գանձ
vaudeville	0.490	0.471	0.472	վոդեւիլ
vault	0.490	0.378	0.644	պահոց
vaulted	0.417	0.460	0.542	թաղածածկ
vaulting	0.510	0.323	0.520	կամարակապություն
veal	0.438	0.337	0.410	հորթի միս
vector	0.538	0.308	0.482	վեկտոր
veer	0.469	0.430	0.338	շեղվել
vega	0.510	0.333	0.434	վեգա
vegan	0.490	0.226	0.357	վեգան
vegetable	0.551	0.120	0.289	բուսական
vegetarian	0.562	0.255	0.407	բուսակեր
vegetarianism	0.510	0.269	0.407	բուսակերություն
vegetation	0.740	0.177	0.500	բուսականություն
vegetative	0.500	0.270	0.351	վեգետատիվ
veggie	0.602	0.245	0.409	բուսական
vehement	0.500	0.500	0.575	բուռն
vehicle	0.641	0.565	0.500	փոխադրամիջոց
veil	0.500	0.235	0.415	շղարշ
veiled	0.370	0.317	0.324	շղարշված
vein	0.347	0.373	0.318	երակ
veined	0.487	0.459	0.294	երակավոր
vellum	0.500	0.349	0.321	թաղանթ
velocity	0.673	0.769	0.783	արագություն
velour	0.670	0.292	0.412	թավշյա
velvet	0.663	0.226	0.304	թավշյա
velvety	0.677	0.343	0.493	թավշյա
vena	0.500	0.315	0.345	վենա
vendetta	0.198	0.784	0.583	վենդետա
vending	0.417	0.565	0.549	վաճառող
vendor	0.541	0.541	0.627	վաճառող
veneer	0.490	0.265	0.289	երեսպատում
venerable	0.708	0.369	0.600	պատկառելի
veneration	0.745	0.650	0.712	հարգանք
venereal	0.302	0.654	0.424	վեներական
venetian	0.633	0.373	0.464	վենետիկ
vengeance	0.103	0.927	0.719	վրեժխնդրություն
vengeful	0.150	0.840	0.561	վրիժառու
venison	0.510	0.422	0.296	եղնիկի միս
venom	0.125	0.770	0.491	թույն
venomous	0.159	0.841	0.636	թունավոր
venous	0.406	0.571	0.453	երակային
vent	0.479	0.519	0.529	օդանցք
ventilation	0.719	0.451	0.568	օդափոխություն
ventilator	0.471	0.353	0.344	օդափոխիչ
venting	0.375	0.388	0.418	օդափոխություն
ventricle	0.520	0.387	0.464	փորոքի
ventricular	0.440	0.549	0.475	փորոքային
ventriloquist	0.552	0.600	0.526	փորոքաբան
venture	0.893	0.810	0.644	ձեռնարկություն
venue	0.727	0.316	0.395	անցկացման վայրը
veracity	0.735	0.724	0.798	ճշմարտացիություն
veranda	0.743	0.343	0.439	պատշգամբ
verb	0.582	0.312	0.414	բայ
verbal	0.520	0.291	0.562	բանավոր
verbatim	0.562	0.255	0.574	բառացի
verbiage	0.429	0.560	0.535	բառակապակցություն
verbose	0.439	0.480	0.635	բամբասանք
verbosity	0.300	0.491	0.451	շատախոսություն
verdant	0.600	0.260	0.389	կանաչավուն
verdict	0.325	0.689	0.800	դատավճիռը
verge	0.500	0.337	0.305	եզր
verification	0.750	0.276	0.642	ստուգում
verified	0.781	0.367	0.677	ստուգված
verify	0.761	0.481	0.704	հաստատել
verily	0.713	0.351	0.585	իսկապես
veritable	0.794	0.330	0.759	իսկական
vermin	0.167	0.712	0.385	վնասատուներ
vermouth	0.503	0.480	0.425	վերմուտ
vernacular	0.479	0.453	0.615	ժողովրդական լեզու
vernal	0.553	0.402	0.451	գարնանային
veronica	0.594	0.399	0.402	վերոնիկա
versatile	0.906	0.625	0.714	բազմակողմանի
versatility	0.878	0.585	0.750	բազմակողմանիություն
verse	0.667	0.269	0.336	չափածո
version	0.604	0.423	0.538	տարբերակը
versus	0.310	0.500	0.447	ընդդեմ
vert	0.490	0.375	0.434	վերտառ
vertebra	0.427	0.330	0.532	ողն
vertebral	0.308	0.434	0.525	ողնաշարավոր
vertex	0.316	0.510	0.491	գագաթ
vertical	0.520	0.387	0.492	ուղղահայաց
vertically	0.534	0.385	0.545	ուղղահայաց
vertigo	0.292	0.655	0.445	գլխապտույտ
verve	0.724	0.840	0.693	խորամանկություն
very negative	0.062	0.521	0.148	շատ բացասական
very positive	1.000	0.551	0.825	շատ դրական
veryangry	0.323	0.714	0.527	շատ զայրացած
vesicle	0.359	0.509	0.379	վեզիկուլա
vesicular	0.214	0.440	0.483	վեզիկուլյար
vessel	0.490	0.398	0.538	անոթ, նավ
vest	0.667	0.380	0.371	ժիլետ
vested	0.663	0.415	0.648	օժտված
vestibule	0.541	0.385	0.422	գավիթ
vestige	0.562	0.470	0.454	մնացորդ
vet	0.531	0.400	0.644	անասնաբույժ
veteran	0.560	0.431	0.759	վետերան
veterinarian	0.582	0.418	0.542	անասնաբույժ
veterinary	0.656	0.450	0.603	անասնաբուժական
veto	0.271	0.462	0.509	վետո
vexed	0.115	0.802	0.413	վրդովված
viability	0.776	0.500	0.684	կենսունակությունը
viable	0.656	0.320	0.667	կենսունակ
viaduct	0.420	0.440	0.662	ճամփորդություն
vial	0.594	0.346	0.445	սրվակ
vibe	0.710	0.480	0.517	թրթռանք
vibes	0.635	0.688	0.574	թրթիռներ
vibrant	0.771	0.824	0.782	կենսունակ
vibrate	0.500	0.698	0.604	թրթռալ
vibration	0.583	0.657	0.528	թրթռում
vibrator	0.479	0.798	0.500	վիբրատոր
vibratory	0.542	0.690	0.527	թրթռացող
vicar	0.531	0.370	0.555	տեղապահ
vicarious	0.479	0.452	0.517	փոխանորդ
vice	0.296	0.778	0.480	փոխանորդ
viceroy	0.541	0.481	0.712	փոխարքա
vicinity	0.700	0.353	0.466	մոտակայքում
vicious	0.208	0.694	0.407	արատավոր
victim	0.115	0.676	0.202	զոհ
victimized	0.115	0.644	0.273	զոհված
victor	0.802	0.587	0.796	հաղթական
victoria	0.896	0.811	0.837	վիկտորիա
victorious	0.884	0.886	0.946	հաղթական
victory	0.938	0.735	0.931	հաղթանակ
video	0.646	0.577	0.427	տեսանյութ
video game	0.707	0.765	0.414	վիդեո - խաղ
videotape	0.665	0.343	0.384	տեսաերիզ
vie	0.484	0.491	0.500	մրցել
view	0.896	0.292	0.555	դիտել
viewer	0.592	0.358	0.558	դիտող
viewing	0.690	0.394	0.598	դիտում
viewpoint	0.673	0.306	0.644	տեսակետ
vigil	0.521	0.480	0.491	զգոնություն
vigilance	0.490	0.615	0.724	զգոնություն
vigilant	0.469	0.643	0.791	աչալուրջ
vigilante	0.418	0.627	0.720	աչալուրջ
vignette	0.717	0.283	0.382	վինետկա
vigor	0.860	0.755	0.811	եռանդ
vigorous	0.857	0.770	0.897	եռանդուն
viking	0.541	0.755	0.605	վիկինգ
vile	0.083	0.537	0.553	ստոր
villa	0.698	0.290	0.345	վիլլա
village	0.684	0.367	0.336	գյուղ
villager	0.710	0.387	0.509	գյուղացի
villain	0.177	0.892	0.590	չարագործ
villainous	0.122	0.840	0.470	չարագործ
vinaigrette	0.490	0.286	0.300	վինեգրետ
vindicate	0.656	0.596	0.767	արդարացնել
vindicated	0.615	0.480	0.609	արդարացված
vindication	0.531	0.632	0.764	արդարացում
vindictive	0.092	0.830	0.500	վրեժխնդիր
vine	0.531	0.292	0.405	որթատունկ
vinegar	0.276	0.370	0.356	քացախ
vineyard	0.806	0.382	0.595	խաղողի այգի
vintage	0.680	0.390	0.481	խաղողի բերքահավաք խաղողի բերք
vinyl	0.490	0.241	0.440	վինիլ
viola	0.521	0.461	0.481	ալտ
violate	0.061	0.970	0.519	խախտում
violation	0.083	0.892	0.413	խախտում
violence	0.061	0.933	0.719	բռնություն
violent	0.112	0.918	0.616	բռնի
violently	0.120	0.970	0.527	բռնությամբ
violet	0.688	0.272	0.401	Մանուշակ
violin	0.823	0.396	0.389	ջութակ
violinist	0.804	0.302	0.538	ջութակահար
viper	0.173	0.846	0.632	իժ
viral	0.240	0.612	0.518	վիրուսային
virgin	0.622	0.433	0.462	կույս
virginal	0.673	0.577	0.464	կուսական
virginity	0.691	0.676	0.576	կուսություն
virility	0.684	0.670	0.718	առատություն
virology	0.418	0.569	0.562	վիրուսաբանություն
virtual	0.598	0.532	0.463	Վիրտուալ
virtually	0.594	0.521	0.625	վիրտուալ
virtue	0.896	0.443	0.827	առաքինություն
virtuoso	0.929	0.591	0.863	վիրտուոզ
virtuous	0.890	0.530	0.822	առաքինի
virulence	0.094	0.533	0.438	վիրուլենտություն
virus	0.277	0.740	0.443	վիրուս
visa	0.735	0.367	0.660	վիզա
visage	0.700	0.361	0.482	տեսքը
viscosity	0.417	0.521	0.454	մածուցիկություն
viscous	0.398	0.396	0.409	մածուցիկ
vise	0.533	0.391	0.451	վիզան
visibility	0.750	0.444	0.676	տեսանելիությունը
visible	0.750	0.342	0.509	տեսանելի
visibly	0.724	0.373	0.591	տեսանելիորեն
vision	0.708	0.447	0.742	տեսլականը
visionary	0.823	0.565	0.791	տեսլական
visit	0.771	0.443	0.445	այցելություն
visitation	0.729	0.346	0.534	այցելություն
visiting	0.729	0.440	0.519	այցելելով
visitor	0.646	0.480	0.461	այցելու
visor	0.396	0.490	0.265	երեսկալ
vista	0.698	0.390	0.450	տեսարան
visual	0.813	0.462	0.462	տեսողական
visualize	0.635	0.431	0.537	պատկերացնել
vital	0.750	0.716	0.847	կենսական
vitality	0.923	0.565	0.869	կենսունակություն
vitals	0.704	0.604	0.798	կենսական նշանակություն
vitamin	0.827	0.330	0.560	վիտամին
vitreous	0.312	0.413	0.396	ապակենման
viva	0.840	0.567	0.644	viva
vivacious	0.780	0.820	0.758	աշխույժ
vivid	0.698	0.627	0.667	վառ
vixen	0.367	0.615	0.414	վիքսեն
vocabulary	0.530	0.247	0.585	բառապաշար
vocal	0.583	0.352	0.340	վոկալ
vocalist	0.688	0.596	0.596	վոկալիստ
vocation	0.833	0.426	0.686	կոչում
vodka	0.510	0.632	0.491	օղի
vogue	0.740	0.491	0.538	մոդա
voice	0.594	0.343	0.528	ձայն
voiceless	0.271	0.235	0.131	ձայնազուրկ
voicemail	0.458	0.453	0.406	ձայնային փոստ
void	0.135	0.163	0.130	անվավեր
volatile	0.323	0.786	0.565	ցնդող
volatility	0.281	0.755	0.553	անկայունություն
volcanic	0.344	0.910	0.781	հրաբխային
volcano	0.240	0.844	0.787	հրաբուխ
volition	0.480	0.587	0.578	կամային
volley	0.529	0.460	0.336	համազարկ
volleyball	0.640	0.700	0.458	վոլեյբոլ
voltage	0.382	0.855	0.621	Լարման
voltmeter	0.599	0.596	0.545	վոլտմետր
volume	0.552	0.490	0.546	ծավալը
volumes	0.552	0.452	0.520	հատորները
voluminous	0.561	0.450	0.658	ծավալուն
voluntarily	0.847	0.460	0.527	կամավոր կերպով
voluntary	0.771	0.460	0.643	կամավոր
volunteer	0.888	0.422	0.596	կամավոր
volunteering	0.844	0.614	0.603	կամավորություն
volunteers	0.820	0.448	0.630	կամավորներ
voluptuous	0.673	0.719	0.792	կամակոր
vomit	0.073	0.569	0.188	փսխում
vomiting	0.156	0.780	0.157	փսխում
voodoo	0.188	0.600	0.453	վուդու
voracious	0.385	0.892	0.694	անկուշտ
vortex	0.408	0.691	0.602	հորձանուտ
vote	0.582	0.500	0.649	քվեարկել
voter	0.612	0.538	0.754	ընտրող
voting	0.615	0.602	0.768	քվեարկություն
votive	0.479	0.460	0.453	ուխտի
vouch	0.625	0.417	0.746	երաշխիք
voucher	0.622	0.416	0.601	վաուչեր
vow	0.560	0.510	0.664	ուխտ
vowel	0.490	0.283	0.311	ձայնավոր
voyage	0.816	0.714	0.580	ճամփորդություն
voyager	0.684	0.596	0.627	ճամփորդող
voyeur	0.479	0.615	0.466	վոյեր
vulgar	0.083	0.820	0.445	գռեհիկ
vulgarity	0.104	0.870	0.346	գռեհկություն
vulnerability	0.250	0.510	0.267	խոցելիություն
vulnerable	0.198	0.490	0.245	խոցելի
vulture	0.316	0.604	0.472	անգղ
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	խելագար
wad	0.333	0.318	0.259	վադ
waddle	0.490	0.453	0.388	թափահարել
wade	0.510	0.656	0.472	վեյդ
wafer	0.677	0.360	0.313	վաֆլի
waffle	0.708	0.394	0.327	վաֆլի
wag	0.448	0.490	0.481	թափահարել
wage	0.635	0.480	0.565	աշխատավարձ
wager	0.479	0.816	0.615	գրազ
wages	0.776	0.440	0.620	աշխատավարձեր
wagon	0.490	0.461	0.474	վագոն
wail	0.418	0.724	0.393	ողբալ
waist	0.542	0.448	0.351	իրան
waistcoat	0.542	0.320	0.389	ժիլետ
waistline	0.560	0.417	0.320	գոտկատեղը
wait	0.224	0.167	0.264	սպասիր
waiter	0.459	0.300	0.295	մատուցող
waiting	0.239	0.339	0.333	սպասում
waitinggame	0.604	0.549	0.406	սպասողական խաղ
waitress	0.646	0.531	0.352	մատուցողուհի
waive	0.276	0.559	0.311	հրաժարվել
waiver	0.396	0.630	0.373	հրաժարում
wake	0.700	0.470	0.512	արթնանալ
walk	0.643	0.412	0.450	քայլել
walker	0.551	0.491	0.525	քայլող
walking	0.708	0.480	0.781	քայլել
walkout	0.292	0.853	0.427	քայլել դուրս
wall	0.417	0.250	0.509	պատ
wallaby	0.541	0.368	0.391	Wallaby
wallet	0.680	0.432	0.500	դրամապանակ
wallflower	0.667	0.298	0.342	պատի ծաղիկ
wallop	0.320	0.790	0.689	պատել
wallow	0.286	0.878	0.491	թաթախել
wallpaper	0.673	0.173	0.308	պաստառ
walnut	0.688	0.302	0.255	ընկույզ
walrus	0.521	0.327	0.361	ծովացուլ
waltz	0.769	0.410	0.315	վալս
wan	0.384	0.457	0.310	նրանք
wand	0.542	0.322	0.315	գավազան
wander	0.427	0.417	0.330	թափառել
wanderer	0.458	0.519	0.396	թափառական
wandering	0.323	0.471	0.357	թափառող
wane	0.188	0.402	0.098	թուլանալ
waning	0.375	0.333	0.300	թուլանալով
wanker	0.290	0.569	0.446	թափառող
wannabe	0.602	0.547	0.337	ցանկանալ
wannasleep	0.604	0.330	0.345	ուզում եմ քնել
want	0.671	0.642	0.598	ցանկանում
wanting	0.760	0.433	0.593	ցանկանալով
wanton	0.427	0.739	0.500	անտարբեր
war	0.022	0.892	0.727	պատերազմ
warbler	0.480	0.349	0.311	կռվարար
warcrimes	0.031	0.852	0.585	պատերազմական հանցագործություններ
ward	0.469	0.255	0.254	հիվանդասենյակ
warden	0.615	0.627	0.898	պահակ
wardrobe	0.612	0.510	0.336	զգեստապահարան
ware	0.604	0.443	0.455	սպասք
warehouse	0.721	0.365	0.446	պահեստ
warfare	0.062	0.885	0.845	պատերազմ
warhead	0.219	0.756	0.536	մարտագլխիկ
warlike	0.367	0.847	0.779	ռազմատենչ
warlock	0.312	0.558	0.657	զորագլուխ
warlord	0.167	0.796	0.781	պատերազմապետ
warm	0.760	0.312	0.585	տաք
warming	0.594	0.637	0.580	տաքացում
warms	0.594	0.580	0.632	տաքացնում է
warmth	0.878	0.307	0.602	ջերմություն
warn	0.429	0.647	0.564	զգուշացնել
warned	0.302	0.604	0.547	զգուշացրել է
warning	0.229	0.774	0.629	նախազգուշացում
warp	0.344	0.417	0.373	աղավաղել
warpath	0.280	0.676	0.551	պատերազմուղի
warped	0.219	0.663	0.304	աղավաղված
warrant	0.653	0.398	0.802	երաշխիք
warranted	0.714	0.367	0.690	երաշխավորված
warrants	0.562	0.431	0.881	երաշխիքներ
warranty	0.667	0.470	0.568	երաշխիք
warren	0.417	0.570	0.464	Ուորեն
warrior	0.458	0.863	0.915	մարտիկ
warship	0.292	0.890	0.889	ռազմանավ
wart	0.082	0.314	0.205	գորտնուկ
wartime	0.100	0.912	0.726	պատերազմի ժամանակ
wary	0.510	0.343	0.535	զգուշավոր
wash	0.635	0.377	0.297	լվանալ
washed	0.542	0.314	0.392	լվացված
washer	0.594	0.390	0.365	լվացող մեքենա
washing	0.643	0.396	0.402	լվացում
washout	0.383	0.304	0.389	լվացում
washroom	0.500	0.364	0.446	լվացարան
wasp	0.390	0.620	0.406	կրետ
waste	0.041	0.510	0.184	թափոններ
wastebasket	0.271	0.230	0.286	աղբանոց
wasted	0.188	0.558	0.259	իզուր
wasteful	0.173	0.730	0.409	վատնող
wasteland	0.365	0.308	0.391	ամայի տարածք
wasting	0.051	0.417	0.207	վատնելով
watch	0.531	0.346	0.423	ժամացույց
watchdog	0.531	0.811	0.648	պահակ շուն
watcher	0.562	0.401	0.702	դիտորդ
watchful	0.386	0.490	0.675	զգոն
watchman	0.510	0.509	0.833	պահակ
watchout	0.396	0.530	0.455	զգուշություն
watchtower	0.500	0.415	0.647	դիտակետ
water	0.812	0.123	0.429	ջուր
water polo	0.688	0.670	0.534	ջրային պոլո
waterbed	0.724	0.381	0.296	ջրային մահճակալ
watercourse	0.677	0.357	0.466	ջրհոս
watered	0.615	0.290	0.377	ջրած
waterfall	0.652	0.460	0.528	ջրվեժ
waterfront	0.716	0.274	0.556	ափ
watering can	0.602	0.298	0.336	ջրաղաց
watermelon	0.714	0.230	0.239	ձմերուկ
waterproof	0.779	0.423	0.545	ջրակայուն
waterworks	0.510	0.490	0.561	ջրմուղ
watery	0.367	0.461	0.292	ջրային
wave	0.622	0.491	0.490	ալիք
wavelength	0.604	0.442	0.516	ալիքի երկարությունը
waver	0.426	0.630	0.255	տատանվել
wavering	0.375	0.430	0.384	տատանվելով
waves	0.643	0.470	0.509	ալիքներ
wavy	0.520	0.284	0.345	ալիքաձև
wax	0.436	0.245	0.309	մոմ
waxed	0.531	0.388	0.408	էպիլյացիայով
waxy	0.408	0.245	0.308	մոմավառ
way	0.480	0.275	0.420	ճանապարհ
ways	0.688	0.560	0.425	ուղիները
wayward	0.344	0.573	0.409	կամակոր
weak	0.180	0.241	0.045	թույլ
weaken	0.112	0.250	0.223	թուլացնել
