English Word	Valence	Arousal	Dominance	Sundanese Word
sectarian	0.260	0.606	0.517	sektarian
section	0.500	0.269	0.421	bagian
sectional	0.427	0.415	0.464	sectional
sector	0.594	0.190	0.569	séktor
secular	0.463	0.461	0.520	sekuler
secularism	0.367	0.440	0.559	sekularisme
secure	0.844	0.380	0.914	aman
securities	0.750	0.304	0.852	sekuritas
security	0.837	0.360	0.821	kaamanan
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	ngalempengkeun
sedation	0.510	0.270	0.398	ubar keur nengtremkeun
sedative	0.314	0.273	0.352	ubar keur nengtremkeun
sedentary	0.292	0.185	0.273	sedentary
sedge	0.406	0.396	0.339	sedeng
sediment	0.438	0.306	0.372	sédimén
sedimentary	0.398	0.265	0.500	sédimén
sedition	0.327	0.557	0.591	hasutan
seduce	0.462	0.864	0.689	ngagoda
seducer	0.704	0.812	0.775	panggoda
seducing	0.569	0.794	0.708	ngarayu
seduction	0.510	0.891	0.618	rayuan
seductive	0.771	0.821	0.667	ngagoda
see	0.635	0.269	0.312	tingali
seed	0.656	0.135	0.306	siki
seedling	0.406	0.343	0.423	bibitna
seeds	0.731	0.269	0.418	siki
seedy	0.229	0.390	0.325	sepuh
seek	0.622	0.429	0.482	neangan
seeker	0.646	0.464	0.553	paluruh
seem	0.471	0.302	0.298	sigana
seemingly	0.490	0.410	0.356	sigana
seer	0.604	0.481	0.740	seer
seesaw	0.570	0.559	0.410	jungkat-jungkit
seething	0.312	0.821	0.642	ngagolak
segment	0.469	0.290	0.440	ruas
segregate	0.290	0.627	0.440	misahkeun
segregated	0.164	0.575	0.411	dipisahkeun
segregation	0.302	0.545	0.390	segregasi
seismic	0.323	0.925	0.578	seismik
seize	0.656	0.644	0.673	ngarebut
seizure	0.177	0.775	0.462	rebutan
seldom	0.323	0.379	0.287	jarang
select	0.615	0.406	0.602	milih
selection	0.594	0.340	0.595	pilihan
selective	0.612	0.347	0.706	selektif
selectman	0.552	0.547	0.609	pamilih
selenium	0.469	0.408	0.336	selenium
self	0.704	0.370	0.500	sorangan
selfharm	0.350	0.620	0.407	nganyenyeri diri sorangan
selfish	0.061	0.637	0.495	egois
selfishness	0.200	0.686	0.453	mentingkeun diri
selfless	0.521	0.235	0.396	teu pamrih
selflove	0.854	0.630	0.661	cinta diri
selfworth	0.704	0.460	0.594	harga diri
sell	0.618	0.608	0.605	ngajual
seller	0.635	0.471	0.635	nu ngajual
sellout	0.398	0.490	0.465	sellout
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantik
semaphore	0.552	0.374	0.598	semafor
semblance	0.500	0.471	0.442	siga
semen	0.500	0.755	0.471	mani
semester	0.521	0.327	0.482	semester
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semiotomatis
semicolon	0.378	0.255	0.318	titik koma
seminal	0.459	0.413	0.566	mani
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	seminari
semiotics	0.449	0.417	0.596	sémiotik
senate	0.490	0.349	0.836	sénat
senator	0.391	0.422	0.821	sénator
send	0.663	0.480	0.537	ngirim
sender	0.542	0.449	0.509	pangirim
senescence	0.378	0.456	0.394	senescence
senile	0.280	0.211	0.305	pikun
senior	0.561	0.415	0.536	senior
seniority	0.408	0.427	0.602	senioritas
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	sensasi
sensational	0.938	0.827	0.858	sensasional
sense	0.781	0.417	0.474	rasa
senseless	0.125	0.388	0.136	teu boga akal
senses	0.740	0.461	0.693	rasa
sensibility	0.583	0.423	0.448	sensitipitas
sensible	0.625	0.454	0.312	asup akal
sensibly	0.786	0.337	0.396	akalna
sensitive	0.714	0.426	0.254	sensitip
sensitivity	0.750	0.417	0.395	sensitipitas
sensor	0.571	0.377	0.542	sénsor
sensory	0.583	0.480	0.442	indrawi
sensual	0.730	0.790	0.642	sensual
sensuality	0.844	0.840	0.632	sensualitas
sensuous	0.854	0.798	0.625	sensual
sentence	0.625	0.265	0.548	kalimah
sentencing	0.120	0.782	0.561	hukuman
sentient	0.583	0.417	0.363	sensitip
sentiment	0.765	0.451	0.639	sentimen
sentimental	0.583	0.378	0.312	sentimental
sentimentality	0.771	0.548	0.319	sentimentalitas
sentinel	0.531	0.602	0.845	sentinel
sentry	0.470	0.547	0.684	jaga
separable	0.469	0.390	0.368	bisa dipisahkeun
separate	0.240	0.514	0.349	misah
separately	0.310	0.365	0.368	misah
separation	0.198	0.592	0.409	pipisahan
separatist	0.245	0.627	0.537	separatis
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	sequel
sequence	0.543	0.350	0.529	runtuyan
sequent	0.531	0.423	0.591	sekuen
sequestered	0.160	0.863	0.427	diasingkeun
sequestration	0.177	0.860	0.500	sequestration
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	serendipity
serene	0.802	0.132	0.370	tengtrem
serenity	0.900	0.122	0.557	katenangan
sergeant	0.408	0.600	0.833	sersan
serial	0.469	0.350	0.472	séri
serialize	0.500	0.455	0.593	serialize
series	0.622	0.431	0.420	runtuyan
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	serius
seriousness	0.439	0.365	0.750	kaseriusan
sermon	0.417	0.507	0.615	khutbah
serpent	0.115	0.696	0.679	oray
serpentine	0.576	0.646	0.329	serpentine
serrated	0.388	0.435	0.418	bergerigi
serum	0.520	0.231	0.443	sérum
servant	0.340	0.408	0.331	hamba
serve	0.622	0.400	0.384	ngalayanan
server	0.656	0.356	0.536	server
service	0.684	0.408	0.535	palayanan
serviceable	0.834	0.400	0.684	bisa dilayanan
servile	0.439	0.327	0.415	budak leutik
servitude	0.250	0.490	0.250	perbudakan
sesame	0.673	0.250	0.382	wijen
sess	0.418	0.481	0.411	ses
session	0.510	0.481	0.491	sési
sessions	0.646	0.578	0.650	sési
set	0.521	0.482	0.630	nyetél
setback	0.198	0.451	0.250	mundur
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	setter
settle	0.833	0.520	0.772	netepan
settled	0.521	0.510	0.473	netep
settlement	0.635	0.412	0.723	pakampungan
settler	0.573	0.453	0.519	padumuk
settlor	0.531	0.434	0.534	padumukan
setup	0.667	0.398	0.635	disetél
seven	0.672	0.265	0.373	Tujuh
seventeen	0.585	0.296	0.321	tujuh belas
seventh	0.500	0.245	0.288	katujuh
seventy	0.625	0.353	0.446	tujuh puluh
sever	0.156	0.635	0.451	megatkeun
severable	0.406	0.451	0.398	bisa dipisahkeun
severally	0.719	0.298	0.600	sababaraha
severance	0.396	0.620	0.541	pesangonan
severe	0.164	0.735	0.635	parna
severely	0.219	0.673	0.700	parah
severity	0.260	0.712	0.661	parna
sew	0.510	0.340	0.340	ngaput
sewage	0.255	0.343	0.339	runtah
sewer	0.286	0.367	0.282	solokan
sewerage	0.208	0.450	0.198	solokan
sewing	0.625	0.337	0.356	jahit
sex	0.803	0.939	0.704	kelamin
sexist	0.255	0.798	0.411	séks
sexual	0.584	0.959	0.640	séksual
sexuality	0.670	0.898	0.657	seksualitas
sexy	0.865	0.945	0.802	seksi
shabby	0.235	0.519	0.259	kumuh
shack	0.396	0.425	0.339	gubuk
shackle	0.276	0.580	0.414	belenggu
shade	0.388	0.265	0.278	ngiuhan
shades	0.490	0.300	0.380	nuansa
shading	0.420	0.324	0.318	ngiuhan
shadow	0.302	0.343	0.158	kalangkang
shadowy	0.135	0.373	0.330	kalangkang
shady	0.323	0.509	0.375	rindang
shaft	0.549	0.275	0.472	aci
shag	0.417	0.462	0.340	gogonjakan
shaggy	0.510	0.302	0.321	gogonjakan
shake	0.439	0.689	0.539	ngocok
shakedown	0.286	0.692	0.481	guncangan
shaken	0.344	0.657	0.333	oyag
shaker	0.520	0.728	0.518	tukang ngocok
shaking	0.275	0.849	0.255	oyag
shaky	0.260	0.734	0.223	oyag
shall	0.510	0.385	0.412	wajib
shallow	0.427	0.298	0.351	deet
shallows	0.388	0.368	0.368	deet
sham	0.354	0.602	0.395	syam
shaman	0.490	0.531	0.604	dukun
shambles	0.271	0.696	0.287	ngarumpuyuk
shame	0.060	0.670	0.155	éra
shamed	0.135	0.567	0.218	isin
shameful	0.040	0.680	0.264	ngerakeun
shameless	0.274	0.713	0.407	teu isin
shampoo	0.604	0.180	0.250	sampo
shanghai	0.551	0.450	0.509	Shanghai
shank	0.530	0.393	0.286	dahan
shanty	0.427	0.459	0.255	shanty
shape	0.592	0.240	0.422	wangun
shapely	0.771	0.441	0.830	wangunna
shard	0.388	0.407	0.426	beling
share	0.759	0.548	0.545	babagi
shareholder	0.656	0.632	0.915	nu nyekel saham
sharing	0.827	0.462	0.545	babagi
shark	0.260	0.845	0.596	hiu
sharp	0.459	0.585	0.585	seukeut
sharpen	0.582	0.694	0.611	ngasah
sharpened	0.573	0.647	0.727	diasah
sharpener	0.532	0.435	0.327	rautan
sharpness	0.729	0.385	0.653	seukeutna
sharpshooter	0.240	0.929	0.764	juru tembak
shatter	0.108	0.821	0.464	ngarecah
shattered	0.097	0.806	0.309	ngarecah
shattering	0.135	0.760	0.475	ngarecah
shave	0.521	0.410	0.480	nyukur
shaver	0.418	0.450	0.392	pencukur
shaving	0.500	0.469	0.353	nyukur
shawl	0.720	0.365	0.230	salendang
sheaf	0.396	0.387	0.456	rungkun
shear	0.286	0.647	0.388	nyukur
shears	0.429	0.527	0.254	gunting
sheath	0.460	0.314	0.342	sarung
sheathing	0.378	0.480	0.642	sarung
shed	0.427	0.402	0.470	gudang
sheen	0.812	0.510	0.712	herang
sheep	0.604	0.206	0.161	domba
sheepdog	0.684	0.442	0.529	anjing domba
sheepish	0.326	0.441	0.205	domba-domba
sheer	0.604	0.250	0.481	beunta
sheet	0.439	0.174	0.302	lambaran
sheik	0.521	0.579	0.708	syekh
shelf	0.561	0.202	0.366	rak
shell	0.615	0.408	0.391	cangkang
shellfish	0.594	0.412	0.393	kerang
shelling	0.337	0.917	0.773	cangkang
shelter	0.704	0.229	0.569	panyumputan
sheltered	0.590	0.377	0.717	dipayungan
shelters	0.582	0.333	0.482	saung
shelved	0.306	0.166	0.321	disimpen
shepherd	0.656	0.304	0.610	tukang ngangon
sherbet	0.592	0.363	0.348	serbet
sheriff	0.602	0.541	0.802	sheriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	tameng
shift	0.479	0.610	0.491	ngageser
shifting	0.518	0.548	0.546	mindahkeun
shifty	0.365	0.687	0.483	lilir
shilling	0.521	0.342	0.430	shilling
shimmer	0.745	0.562	0.656	herang
shimmering	0.844	0.648	0.904	herang
shimmy	0.478	0.476	0.462	ngagurilap
shin	0.459	0.500	0.231	shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	caang
shiner	0.740	0.510	0.556	panyorot
shingle	0.510	0.200	0.410	sirap
shining	0.885	0.673	0.812	caang
shiny	0.885	0.604	0.787	hérang
ship	0.646	0.500	0.439	kapal
shipment	0.582	0.440	0.452	kiriman
shipping	0.622	0.327	0.443	Balanja
shipshape	0.594	0.480	0.474	wangun kapal
shipwreck	0.268	0.768	0.373	kapal karam
shipyard	0.398	0.583	0.595	galangan kapal
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	kaos
shit	0.000	0.678	0.294	sial
shitday	0.281	0.658	0.390	sial
shitfaced	0.214	0.695	0.380	sial
shithead	0.120	0.645	0.302	sial
shitless	0.271	0.545	0.333	sial
shitload	0.020	0.606	0.161	sial
shittest	0.076	0.673	0.232	sial
shitty	0.020	0.679	0.163	sial
shiver	0.260	0.765	0.236	ngageter
shivering	0.122	0.663	0.373	ngageter
shoals	0.396	0.408	0.375	shoals
shock	0.286	0.821	0.453	ngajempolan
shocked	0.292	0.773	0.375	reuwas
shocker	0.235	0.804	0.616	ngajempolan
shocking	0.378	0.853	0.833	ngareureuwas
shockingly	0.510	0.924	0.721	ngareureuwas
shoddy	0.082	0.463	0.179	kurang ajar
shoe	0.517	0.225	0.288	sapatu
shoelace	0.396	0.280	0.307	tali sapatu
shoemaker	0.396	0.269	0.491	tukang sapatu
shoes	0.729	0.324	0.210	sapatu
shoeshine	0.392	0.387	0.325	semir sapatu
shook	0.163	0.759	0.509	oyag
shoot	0.092	0.926	0.625	némbak
shooter	0.224	0.814	0.774	penembak
shooting	0.276	0.931	0.602	shooting
shootout	0.080	0.927	0.615	tembakan
shop	0.725	0.632	0.565	toko
shopkeeper	0.677	0.510	0.730	tukang warung
shoplifter	0.167	0.830	0.500	tukang maling
shoplifting	0.152	0.833	0.441	ngolo-ngolo
shopper	0.646	0.615	0.741	balanja
shopping	0.915	0.445	0.630	balanja
shore	0.542	0.304	0.204	basisir
shoreline	0.677	0.296	0.529	basisir
shorn	0.396	0.415	0.400	dicukur
short	0.184	0.264	0.237	pondok
short story	0.697	0.321	0.348	carita pondok
shortage	0.094	0.455	0.198	kakurangan
shortcake	0.677	0.359	0.398	jajan pondok
shortcoming	0.195	0.370	0.258	kakurangan
shortcut	0.594	0.308	0.426	potong kompas
shorten	0.302	0.382	0.460	pondok
shortening	0.286	0.333	0.385	pondok
shorthand	0.459	0.450	0.461	singgetan
shortly	0.582	0.310	0.360	teu lila
shortness	0.459	0.280	0.272	pondokna
shorts	0.622	0.481	0.287	calana pondok
shortstop	0.418	0.529	0.450	titik pondok
shortwave	0.460	0.271	0.368	gelombang pondok
shot	0.144	0.750	0.569	ditembak
shotgun	0.200	0.868	0.684	bedil
shoulder	0.562	0.286	0.406	taktak
shout	0.229	0.925	0.444	ngagorowok
shove	0.306	0.690	0.602	nyodorkeun
shovel	0.427	0.308	0.267	sekop
shoveling	0.265	0.620	0.537	shoveling
show	0.673	0.771	0.719	nempokeun
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	showcase
showdown	0.302	0.950	0.692	showdown
shower	0.669	0.346	0.336	pancuran
showgirl	0.633	0.694	0.481	tukang tunjukeun
showing	0.622	0.540	0.491	némbongkeun
showoff	0.344	0.598	0.463	pamér
showroom	0.740	0.441	0.536	showroom
showy	0.698	0.657	0.661	pamere
shrapnel	0.240	0.740	0.681	sempalan
shred	0.224	0.750	0.627	ngarecah
shrew	0.306	0.463	0.390	nyiwit
shrewd	0.551	0.673	0.816	pinter
shriek	0.459	0.827	0.491	ngagorowok
shrill	0.312	0.721	0.640	nyaring
shrimp	0.571	0.361	0.425	udang
shrine	0.802	0.255	0.574	kuil
shrink	0.385	0.453	0.272	ngaleutikan
shrinking	0.190	0.400	0.217	nyusut
shrivel	0.160	0.409	0.143	ngaririncik
shroud	0.417	0.457	0.389	kasaput
shrub	0.531	0.340	0.340	rungkun
shrubbery	0.490	0.267	0.332	rungkun
shrug	0.208	0.296	0.278	nyerengeh
shrunk	0.163	0.354	0.218	ngaleutikan
shrunken	0.500	0.373	0.221	ngaleutikan
shudder	0.344	0.791	0.559	ngagidig
shuddering	0.302	0.802	0.638	ngageter
shuffle	0.459	0.450	0.556	ngacak
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	ngacak
shun	0.418	0.604	0.389	ngajauhan
shunned	0.271	0.464	0.367	dijauhan
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	nutup
shutdown	0.173	0.367	0.418	pareuman
shuteye	0.521	0.430	0.431	jempé
shutit	0.281	0.442	0.480	cicing
shutter	0.191	0.380	0.482	jepret
shuttle	0.531	0.591	0.547	angkot
shutup	0.333	0.560	0.491	jempé
shy	0.280	0.153	0.132	isin
shyness	0.312	0.265	0.246	isin
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	dulur
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	gering
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	gering
sickening	0.074	0.618	0.259	ngaheureuyan
sickle	0.427	0.585	0.370	arit
sickly	0.188	0.550	0.191	gering
sickness	0.094	0.704	0.288	panyakit
side	0.439	0.288	0.395	sisi
sidearm	0.410	0.474	0.500	sidearm
sidebar	0.469	0.364	0.405	sidebar
sideboard	0.590	0.259	0.426	sideboard
sideburns	0.777	0.327	0.308	sideburns
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	sideline
sideshow	0.458	0.594	0.658	sideshow
sidestep	0.378	0.559	0.407	sidestep
sidewalk	0.479	0.192	0.348	trotoar
sideways	0.788	0.245	0.291	gigir
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	ngepung
siesta	0.740	0.046	0.295	peuting
sieve	0.459	0.250	0.333	ayakan
sift	0.542	0.412	0.461	ngayak
sifting	0.571	0.469	0.474	ayakan
sigh	0.469	0.387	0.273	ngahuleng
sight	0.684	0.250	0.528	tetempoan
sighting	0.582	0.560	0.627	panempoan
sightseeing	0.875	0.552	0.697	jalan-jalan
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	tanda
signal	0.615	0.417	0.464	sinyal
signature	0.570	0.422	0.657	tanda tangan
significance	0.820	0.460	0.644	pentingna
significant	0.827	0.649	0.786	signifikan
signification	0.583	0.337	0.530	signification
signify	0.453	0.422	0.634	nandakeun
signpost	0.510	0.400	0.446	plang
silence	0.438	0.200	0.223	tiiseun
silencer	0.417	0.356	0.482	silencer
silent	0.469	0.125	0.280	jempé
silently	0.448	0.185	0.306	cicingeun
silhouette	0.582	0.410	0.288	siluet
silicon	0.439	0.448	0.445	silikon
silicone	0.480	0.340	0.333	silikon
silk	0.760	0.115	0.300	sutra
silken	0.730	0.265	0.394	sutra
silky	0.802	0.397	0.271	silky
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	kabodoan
silly	0.384	0.349	0.161	bodo
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	leutak
silver	0.684	0.451	0.615	pérak
silverware	0.663	0.365	0.409	pérak
silvery	0.543	0.460	0.517	pérak
similar	0.562	0.250	0.423	sarupa
similarity	0.729	0.255	0.518	sasaruaan
simile	0.615	0.363	0.464	simile
simmer	0.650	0.293	0.393	ngagolak
simmering	0.382	0.613	0.412	simmering
simple	0.653	0.130	0.314	basajan
simples	0.724	0.240	0.263	basajan
simpleton	0.429	0.144	0.358	basajan
simplicity	0.667	0.250	0.337	kesederhanaan
simplify	0.565	0.347	0.602	nyederhanakeun
simplistic	0.490	0.245	0.391	simplistik
simply	0.535	0.148	0.393	saukur
simulate	0.551	0.375	0.417	simulasi
simulated	0.500	0.461	0.356	simulasi
simulating	0.552	0.462	0.481	simulasi
simulation	0.552	0.574	0.567	simulasi
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	sakaligus
simultaneously	0.656	0.490	0.609	sakaligus
sin	0.177	0.712	0.449	dosa
sincere	0.918	0.265	0.725	ikhlas
sincerity	0.908	0.351	0.686	kaikhlasan
sinful	0.143	0.788	0.417	dosa
sing	0.858	0.606	0.420	nyanyi
singer	0.802	0.735	0.628	panyanyi
singing	0.885	0.594	0.528	nyanyi
single	0.291	0.354	0.259	tunggal
singly	0.553	0.354	0.466	tunggal
singular	0.610	0.302	0.482	tunggal
singularity	0.582	0.348	0.654	singularitas
singularly	0.571	0.330	0.527	singular
sinister	0.125	0.896	0.581	jahat
sink	0.375	0.439	0.322	tilelep
sinker	0.302	0.557	0.538	sinker
sinking	0.135	0.439	0.342	tilelep
sinner	0.237	0.667	0.356	jelema dosa
sinning	0.170	0.700	0.422	dosa
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	sip
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	nguseup
sir	0.622	0.306	0.778	tuan
sire	0.854	0.452	0.808	tuan
siren	0.570	0.627	0.500	sirineu
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	banci
sister	0.916	0.324	0.562	adi
sisterhood	0.837	0.415	0.696	duduluran
sit	0.561	0.230	0.368	diuk
sitcom	0.562	0.537	0.407	sitkom
site	0.677	0.265	0.452	situs
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	pangurus
sitting	0.561	0.146	0.353	diuk
situate	0.510	0.310	0.483	tempatna
situated	0.542	0.231	0.543	ayana
situation	0.531	0.387	0.600	kaayaan
six	0.500	0.154	0.271	genep
sixpence	0.469	0.417	0.463	geneppence
sixteen	0.583	0.290	0.324	genep belas
sixth	0.521	0.275	0.366	kagenep
sixty	0.694	0.240	0.433	genep puluh
sizable	0.727	0.337	0.657	lumayan
size	0.531	0.336	0.569	ukuran
sizzle	0.427	0.704	0.368	ngaregot
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	ngaluncur
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	tukang skater
skating	0.745	0.673	0.435	skating
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	sket
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	rangka
skeleton	0.183	0.464	0.343	rorongkong
skeptic	0.135	0.440	0.500	skeptis
skeptical	0.207	0.500	0.452	skeptis
skepticism	0.229	0.480	0.582	skeptisisme
sketch	0.704	0.276	0.420	sketsa
sketching	0.729	0.327	0.400	sketsa
sketchy	0.333	0.479	0.241	sketsa
skewed	0.340	0.480	0.361	miring
skewer	0.470	0.365	0.457	tusuk sate
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	leleb
skier	0.802	0.788	0.639	tukang ski
skiff	0.479	0.375	0.472	paranti
skiing	0.823	0.824	0.620	ameng ski
skijump	0.635	0.647	0.482	luncat
skill	0.847	0.701	0.833	kaahlian
skilled	0.886	0.614	0.929	terampil
skillet	0.510	0.296	0.345	wajan
skillful	0.802	0.616	0.908	terampil
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	kikisik
skin	0.569	0.350	0.395	kulit
skinny	0.333	0.333	0.298	cekeng
skip	0.458	0.804	0.439	luncat
skipper	0.440	0.577	0.692	juragan
skirmish	0.290	0.640	0.474	pasea
skirt	0.602	0.463	0.226	rok
skirting	0.449	0.529	0.386	ngalangkang
skirts	0.622	0.538	0.241	rok
skit	0.438	0.434	0.421	guguritan
skittish	0.156	0.815	0.172	gelo
skull	0.276	0.558	0.574	tangkorak
skunk	0.284	0.491	0.380	sigung
sky	0.958	0.234	0.401	langit
skylight	0.708	0.314	0.343	skylight
skyline	0.592	0.412	0.662	skyline
skyscraper	0.622	0.696	0.798	gedung pencakar langit
slab	0.398	0.265	0.264	lempengan
slack	0.521	0.283	0.446	kendor
slag	0.266	0.600	0.254	slag
slam	0.459	0.577	0.480	bantingan
slammer	0.417	0.565	0.391	banting-banting
slander	0.184	0.604	0.454	fitnah
slanderous	0.057	0.800	0.337	fitnah
slang	0.479	0.418	0.491	slang
slant	0.469	0.396	0.536	miring
slap	0.100	0.804	0.518	nyabok
slash	0.260	0.500	0.509	tebasan
slashes	0.330	0.328	0.410	tebasan
slate	0.531	0.283	0.431	batu tulis
slates	0.500	0.270	0.342	batu tulis
slaughter	0.052	0.953	0.602	meuncit
slaughterhouse	0.146	0.794	0.472	imah jagal
slaughtering	0.133	0.947	0.714	meuncit
slave	0.171	0.795	0.151	budak
slavery	0.052	0.783	0.218	perbudakan
slay	0.133	0.920	0.585	maehan
slayer	0.041	0.930	0.661	maehan
sleaze	0.312	0.538	0.405	sleaze
sleazy	0.292	0.674	0.370	leuleus
sled	0.635	0.547	0.446	kareta lesod
sledding	0.625	0.547	0.422	kareta lesod
sledge	0.646	0.500	0.361	kareta lesod
sledgehammer	0.449	0.479	0.482	palupuh
sleek	0.750	0.484	0.643	ramping
sleep	0.719	0.090	0.339	saré
sleeper	0.640	0.154	0.254	tukang sare
sleeping	0.704	0.091	0.312	saré
sleepless	0.213	0.410	0.207	teu sare
sleeplessness	0.104	0.604	0.202	teu sare
sleepover	0.815	0.519	0.340	bobogohan
sleepy	0.604	0.125	0.250	saré
sleepyhead	0.327	0.350	0.294	sleepyhead
sleet	0.410	0.355	0.395	hujan salju
sleeve	0.531	0.270	0.273	leungeun baju
sleeveless	0.638	0.290	0.200	tanpa leungeun baju
sleigh	0.742	0.551	0.396	giring
sleight	0.719	0.677	0.379	licik
slender	0.812	0.548	0.664	langsing
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	nyiksikan
slick	0.388	0.383	0.349	licin
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	ngageser
slider	0.585	0.491	0.518	geseran
sliding	0.356	0.730	0.491	ngageser
slight	0.521	0.240	0.155	saeutik
slight anticipation	0.562	0.490	0.445	antisipasi saeutik
slight disgust	0.156	0.578	0.318	saeutik geuleuh
slight surprise	0.677	0.746	0.557	reuwas saeutik
slight trust	0.306	0.400	0.245	kapercayaan saeutik
slightly	0.470	0.274	0.255	saeutik
slightly negative	0.190	0.472	0.259	rada négatip
slightly positive	0.792	0.480	0.567	rada positip
slim	0.562	0.180	0.296	langsing
slime	0.300	0.370	0.183	lendir
slimy	0.177	0.500	0.309	leueur
sling	0.417	0.423	0.404	aisan
slingshot	0.323	0.654	0.474	katapel
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	lesot
slipper	0.635	0.298	0.245	selop
slippers	0.573	0.413	0.236	selop
slippery	0.219	0.740	0.343	leueur
slit	0.406	0.490	0.366	sesela
sliver	0.388	0.347	0.291	sempalan
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	lamping
sloppy	0.303	0.441	0.183	leuleus
slot	0.469	0.337	0.337	slot
sloth	0.198	0.140	0.125	malas
slouch	0.365	0.450	0.328	jongjon
slough	0.265	0.390	0.200	leuleus
slow	0.357	0.073	0.131	lalaunan
slowly	0.427	0.185	0.295	lalaunan
slowness	0.302	0.212	0.191	lalaunan
sludge	0.354	0.396	0.229	sludge
slug	0.276	0.370	0.160	keong
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	leuleus
sluice	0.427	0.520	0.365	cai cai
slum	0.292	0.528	0.302	kumuh
slumber	0.592	0.191	0.426	saré
slump	0.194	0.438	0.130	slump
slur	0.115	0.814	0.427	slur
