English Word	Valence	Arousal	Dominance	Tamil Word
split	0.344	0.618	0.410	பிளவு
splitting	0.188	0.598	0.375	பிரித்தல்
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	கெடுக்கும்
spoiler	0.347	0.527	0.380	ஸ்பாய்லர்
spoiling	0.135	0.678	0.306	கெடுக்கும்
spoils	0.388	0.760	0.481	கெடுக்கிறது
spoke	0.635	0.433	0.483	பேசினார்
spoken	0.551	0.363	0.545	பேசப்பட்டது
spokesman	0.720	0.480	0.611	பேச்சாளர்
spokesperson	0.573	0.453	0.615	பேச்சாளர்
sponge	0.551	0.192	0.219	கடற்பாசி
spongy	0.469	0.324	0.344	பஞ்சுபோன்ற
sponsor	0.729	0.537	0.800	ஸ்பான்சர்
sponsorship	0.854	0.608	0.696	ஸ்பான்சர்ஷிப்
spontaneity	0.817	0.698	0.655	தன்னிச்சையானது
spontaneous	0.780	0.578	0.655	தன்னிச்சையான
spoof	0.490	0.594	0.381	ஏமாற்று
spook	0.327	0.887	0.322	பயமுறுத்தியது
spooky	0.104	0.858	0.380	பயமுறுத்தும்
spool	0.397	0.389	0.312	ஸ்பூல்
spoon	0.479	0.236	0.259	கரண்டி
spoonful	0.582	0.208	0.308	கரண்டி அளவு
sporadic	0.333	0.394	0.500	ஆங்காங்கே
spore	0.480	0.408	0.231	வித்து
sport	0.865	0.700	0.657	விளையாட்டு
sporting	0.917	0.656	0.675	விளையாட்டு
sports	0.833	0.683	0.587	விளையாட்டு
sports car	0.759	0.696	0.669	விளையாட்டு கார்
sportsman	0.755	0.735	0.713	விளையாட்டு வீரர்
sportsmanship	0.890	0.582	0.694	விளையாட்டுத்திறன்
sportswriter	0.760	0.551	0.566	விளையாட்டு எழுத்தாளர்
sporty	0.735	0.713	0.648	விளையாட்டுத்தனமான
spot	0.510	0.180	0.336	புள்ளி
spotless	0.792	0.327	0.726	களங்கமற்ற
spotlight	0.688	0.353	0.519	ஸ்பாட்லைட்
spotted	0.354	0.472	0.295	காணப்பட்டது
spotter	0.542	0.491	0.644	ஸ்பாட்ட்டர்
spotty	0.281	0.606	0.241	புள்ளிகள் நிறைந்த
spousal	0.656	0.582	0.632	கணவன் மனைவி
spouse	0.750	0.600	0.645	மனைவி
spout	0.438	0.357	0.309	உமிழ்நீர்
sprain	0.063	0.580	0.384	சுளுக்கு
sprawl	0.600	0.596	0.672	பரந்து விரிந்து
spray	0.438	0.410	0.333	தெளிப்பு
spread	0.570	0.583	0.651	பரவுதல்
spreader	0.510	0.480	0.500	பரப்புபவர்
spree	0.564	0.663	0.474	களியாட்ட
spring	0.837	0.370	0.481	வசந்த
springtime	0.837	0.439	0.722	வசந்த காலம்
sprinkle	0.635	0.404	0.380	தெளிக்கவும்
sprinkler	0.510	0.434	0.473	தெளிப்பான்
sprinkling	0.677	0.510	0.466	தெளித்தல்
sprint	0.549	0.649	0.528	ஸ்பிரிண்ட்
sprite	0.561	0.438	0.625	ஸ்பிரைட்
sprout	0.582	0.565	0.443	முளைப்பயிர்
spruce	0.604	0.288	0.380	தளிர்
spud	0.403	0.423	0.349	ஸ்பட்
spunk	0.438	0.632	0.473	துடித்தது
spunky	0.646	0.879	0.755	துணிச்சலான
spur	0.378	0.545	0.340	தூண்டுதல்
spurious	0.178	0.480	0.343	போலியான
spurred	0.562	0.684	0.472	தூண்டியது
spurt	0.448	0.550	0.475	துடிக்கிறது
spy	0.260	0.686	0.530	உளவு
squabble	0.173	0.850	0.500	சண்டை
squad	0.552	0.711	0.806	அணி
squadron	0.469	0.686	0.787	படை
squall	0.191	0.833	0.655	மூடுபனி
squamous	0.344	0.446	0.418	செதிள்
squander	0.240	0.755	0.529	விரயம்
square	0.509	0.340	0.291	சதுரம்
squash	0.531	0.667	0.410	ஸ்குவாஷ்
squat	0.330	0.550	0.453	குந்து
squatter	0.390	0.361	0.565	பதுங்கியிருப்பவர்
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	சத்தம்
squeak	0.271	0.679	0.300	கீச்சு
squeaky	0.229	0.771	0.367	கீச்சிடும்
squeal	0.250	0.731	0.375	சத்தம்
squealer	0.541	0.519	0.330	சத்தமிடுபவன்
squeamish	0.176	0.656	0.453	கசக்கும்
squeeze	0.458	0.676	0.532	அழுத்து
squeezing	0.260	0.598	0.557	அழுத்துகிறது
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	மீன் வகை
squint	0.385	0.461	0.452	கண் சிமிட்டுதல்
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	நெளியும்
squirrel	0.592	0.358	0.333	அணில்
squirt	0.406	0.460	0.255	செம்மை
squish	0.260	0.788	0.481	நசுக்கு
squishy	0.516	0.333	0.307	மிருதுவான
stab	0.167	0.882	0.595	குத்து
stabbed	0.031	0.875	0.431	குத்தினார்
stability	0.812	0.264	0.849	ஸ்திரத்தன்மை
stabilize	0.839	0.427	0.722	நிலைப்படுத்த
stabilizer	0.688	0.353	0.767	நிலைப்படுத்தி
stable	0.725	0.204	0.735	நிலையான
staccato	0.396	0.500	0.427	ஸ்டாக்காடோ
stack	0.470	0.282	0.427	அடுக்கு
stadium	0.635	0.679	0.611	அரங்கம்
staff	0.745	0.274	0.627	ஊழியர்கள்
stag	0.594	0.250	0.389	ஸ்டாக்
stage	0.592	0.306	0.473	மேடை
stagecoach	0.516	0.519	0.627	மேடை பயிற்சியாளர்
stagehand	0.420	0.684	0.555	மேடைப்பேச்சு
stagger	0.531	0.620	0.458	தள்ளாட
staggering	0.520	0.657	0.683	திகைக்க வைக்கிறது
stagnant	0.300	0.500	0.208	தேங்கி நிற்கும்
stagnation	0.276	0.324	0.396	தேக்கம்
staid	0.385	0.290	0.634	நிலைகொண்டது
stain	0.453	0.324	0.264	கறை
stained	0.245	0.460	0.209	கறை படிந்த
stainless	0.594	0.329	0.618	துருப்பிடிக்காத
stair	0.375	0.354	0.345	படிக்கட்டு
staircase	0.469	0.347	0.440	படிக்கட்டு
stairs	0.510	0.439	0.342	படிக்கட்டுகள்
stairway	0.562	0.510	0.407	படிக்கட்டு
stairwell	0.510	0.292	0.333	மாடிப்படியில்
stake	0.406	0.608	0.460	பங்கு
stakeout	0.344	0.546	0.600	பங்கு
stale	0.235	0.461	0.286	பழமையான
stalemate	0.296	0.354	0.267	முட்டுக்கட்டை
stalk	0.436	0.272	0.395	தண்டு
stalker	0.177	0.930	0.639	வேட்டையாடுபவர்
stall	0.370	0.245	0.292	விற்பனையகம்
stallion	0.628	0.596	0.779	ஸ்டாலியன்
stalls	0.582	0.378	0.451	ஸ்டால்கள்
stalwart	0.812	0.430	0.691	உறுதியான
stamina	0.664	0.694	0.877	சகிப்புத்தன்மை
stamp	0.438	0.327	0.441	முத்திரை
stampede	0.235	0.875	0.683	நெரிசல்
stance	0.604	0.333	0.609	நிலைப்பாடு
stand	0.600	0.324	0.509	நிற்க
standard	0.673	0.143	0.605	தரநிலை
standardize	0.684	0.353	0.729	தரப்படுத்த
standardized	0.610	0.324	0.607	தரப்படுத்தப்பட்டது
standby	0.260	0.224	0.386	காத்திருப்பு
standing	0.604	0.317	0.425	நின்று
standoff	0.333	0.840	0.558	முட்டுக்கட்டை
standpoint	0.585	0.388	0.652	நிலைப்பாடு
standstill	0.441	0.203	0.500	நின்று
standup	0.633	0.583	0.550	எழுந்து நில்
stanza	0.612	0.343	0.297	சரணம்
staph	0.375	0.480	0.412	ஸ்டாஃப்
staple	0.542	0.306	0.438	பிரதானமானது
stapler	0.370	0.264	0.394	ஸ்டேப்லர்
star	0.833	0.418	0.560	நட்சத்திரம்
star fruit	0.701	0.433	0.427	நட்சத்திர பலன்
starboard	0.531	0.388	0.558	நட்சத்திர பலகை
starch	0.507	0.354	0.312	ஸ்டார்ச்
stardom	0.844	0.786	0.689	நட்சத்திரம்
stardust	0.843	0.410	0.549	நட்சத்திரத்தூள்
stare	0.541	0.430	0.538	முறைத்துப் பார்
starfish	0.680	0.320	0.421	நட்சத்திர மீன்
stargazing	0.802	0.461	0.709	நட்சத்திரத்தை உற்று நோக்குதல்
staring	0.542	0.306	0.423	முறைத்துப் பார்க்கிறது
stark	0.330	0.630	0.577	அப்பட்டமான
starlet	0.806	0.471	0.587	நட்சத்திரம்
starlight	0.908	0.368	0.611	நட்சத்திர ஒளி
starling	0.500	0.490	0.514	ஸ்டார்லிங்
starry	0.438	0.643	0.434	நட்சத்திரங்கள்
stars	0.796	0.521	0.484	நட்சத்திரங்கள்
starship	0.740	0.719	0.704	நட்சத்திர கப்பல்
start	0.684	0.430	0.589	தொடங்கு
starter	0.667	0.461	0.827	ஸ்டார்டர்
startle	0.276	0.817	0.417	திடுக்கிடும்
startled	0.333	0.865	0.526	திடுக்கிட்டார்
startling	0.750	0.768	0.830	திடுக்கிடும்
starvation	0.240	0.592	0.284	பட்டினி
starve	0.073	0.729	0.402	பட்டினி
starved	0.097	0.689	0.219	பட்டினி கிடந்தது
starving	0.163	0.670	0.336	பட்டினி கிடக்கிறது
stash	0.344	0.630	0.361	பதுக்கி வைக்க
stat	0.479	0.460	0.395	புள்ளிவிவரம்
state	0.562	0.320	0.604	நிலை
stately	0.830	0.728	0.915	கம்பீரமான
statement	0.688	0.608	0.825	அறிக்கை
stateroom	0.653	0.380	0.441	மாநில அறை
stateside	0.643	0.480	0.708	மாநிலம்
statesman	0.510	0.490	0.736	அரசியல்வாதி
static	0.297	0.250	0.366	நிலையான
staticky	0.357	0.278	0.358	நிலையானது
statics	0.542	0.290	0.527	நிலையானது
station	0.688	0.367	0.519	நிலையம்
stationary	0.408	0.240	0.484	நிலையான
stationery	0.570	0.120	0.455	காகிதம் முதலிய எழுது பொருள்கள்
statistic	0.508	0.420	0.609	புள்ளிவிவரம்
statistical	0.714	0.353	0.627	புள்ளியியல்
statistician	0.571	0.360	0.703	புள்ளியியல் நிபுணர்
stator	0.281	0.453	0.557	ஸ்டேட்டர்
statuary	0.561	0.281	0.500	சிலை
statue	0.542	0.153	0.570	சிலை
statuette	0.677	0.433	0.518	சிலை
stature	0.470	0.353	0.664	உயரம்
status	0.658	0.377	0.588	நிலை
statute	0.592	0.330	0.673	சட்டம்
statutory	0.510	0.376	0.539	சட்டரீதியான
staunch	0.480	0.363	0.833	உறுதியான
stave	0.417	0.333	0.424	குச்சி
stay	0.604	0.275	0.516	தங்க
stayaway	0.369	0.284	0.526	விலகி இருங்கள்
stayed	0.497	0.270	0.395	தங்கினார்
stays	0.633	0.363	0.564	தங்குகிறார்
stead	0.551	0.214	0.510	பதிலாக
steadfast	0.771	0.433	0.800	உறுதியான
steady	0.680	0.186	0.763	நிலையான
steak	0.625	0.359	0.315	மாமிசம்
steakhouse	0.802	0.379	0.547	இறைச்சி கூடம்
steal	0.021	0.856	0.528	திருடுகிறார்கள்
stealing	0.086	0.913	0.455	திருடுதல்
stealth	0.520	0.270	0.452	திருட்டு
stealthily	0.763	0.294	0.458	திருட்டுத்தனமாக
stealthy	0.380	0.363	0.534	திருட்டுத்தனமான
steam	0.469	0.413	0.421	நீராவி
steamboat	0.708	0.500	0.633	நீராவி படகு
steamer	0.510	0.442	0.528	நீராவி
steaming	0.592	0.553	0.402	வேகவைத்தல்
steamroller	0.396	0.567	0.667	நீராவி உருளை
steamship	0.469	0.490	0.569	நீராவி கப்பல்
steamy	0.479	0.538	0.445	நீராவி
steel	0.521	0.420	0.714	எஃகு
steep	0.312	0.612	0.321	செங்குத்தான
steeple	0.625	0.519	0.500	செங்குத்தான
steer	0.469	0.490	0.527	வழிநடத்து
steering	0.580	0.431	0.660	திசைமாற்றி
stellar	0.796	0.580	0.769	விண்மீன்
stem	0.615	0.191	0.336	தண்டு
stench	0.104	0.570	0.298	துர்நாற்றம்
stencil	0.500	0.327	0.421	ஸ்டென்சில்
stenographer	0.510	0.408	0.589	ஸ்டெனோகிராபர்
step	0.531	0.321	0.347	படி
stepdaughter	0.510	0.510	0.432	சித்தி மகள்
stepfather	0.396	0.491	0.611	மாற்றாந்தாய்
stepmother	0.427	0.530	0.484	சித்தி
steppe	0.427	0.321	0.379	புல்வெளி
steps	0.511	0.349	0.373	படிகள்
stepson	0.614	0.406	0.480	வளர்ப்பு மகன்
stereo	0.617	0.519	0.500	ஸ்டீரியோ
stereoscopic	0.363	0.417	0.574	ஸ்டீரியோஸ்கோபிக்
stereotype	0.151	0.422	0.612	ஒரே மாதிரியான
stereotyped	0.375	0.510	0.436	ஒரே மாதிரியான
sterile	0.302	0.471	0.291	மலட்டு
sterility	0.201	0.519	0.414	மலட்டுத்தன்மை
sterilize	0.406	0.510	0.520	கருத்தடை
sterling	0.529	0.481	0.615	ஸ்டெர்லிங்
stern	0.552	0.394	0.415	கடுமையான
sternum	0.520	0.422	0.436	மார்பெலும்பு
steroid	0.360	0.706	0.681	ஸ்டீராய்டு
stethoscope	0.427	0.377	0.490	ஸ்டெதாஸ்கோப்
stew	0.667	0.373	0.250	குண்டு
steward	0.633	0.238	0.550	பணிப்பெண்
stewardess	0.625	0.491	0.491	பணிப்பெண்
stewardship	0.551	0.440	0.617	பணிப்பெண்
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	குச்சி
sticker	0.583	0.306	0.346	ஓட்டி
sticking	0.486	0.425	0.356	ஒட்டிக்கொண்டது
stickler	0.385	0.471	0.417	ஒட்டுபவர்
stickup	0.453	0.537	0.434	ஒட்டிக்கொண்டிரு
sticky	0.385	0.569	0.292	ஒட்டும்
stiff	0.158	0.459	0.569	கடினமான
stiffen	0.360	0.582	0.719	விறைப்பு
stiffness	0.323	0.500	0.657	விறைப்பு
stifle	0.240	0.764	0.427	முடக்கு
stifled	0.229	0.731	0.193	திணறடித்தது
stifling	0.163	0.858	0.608	திணறடிக்கும்
stigma	0.327	0.500	0.470	களங்கம்
stile	0.750	0.359	0.691	ஸ்டைல்
stiletto	0.396	0.430	0.427	ஸ்டைலெட்டோ
stillbirth	0.092	0.809	0.291	இறந்த பிறப்பு
stillborn	0.271	0.519	0.337	இறந்து பிறந்தவர்
stillness	0.729	0.125	0.339	அமைதி
stillwaiting	0.344	0.393	0.420	இன்னும் காத்து கொண்டிருக்கிறேன்
stilts	0.439	0.577	0.300	ஸ்டில்ட்ஸ்
stimulant	0.441	0.794	0.745	ஊக்கி
stimulate	0.792	0.798	0.754	தூண்டுகின்றன
stimulating	0.740	0.804	0.809	தூண்டும்
stimulation	0.708	0.821	0.702	தூண்டுதல்
stimulus	0.771	0.779	0.750	தூண்டுதல்
sting	0.163	0.651	0.373	கொடுக்கு
stinger	0.279	0.625	0.508	கொட்டும்
stinging	0.260	0.730	0.459	கொட்டுகிறது
stingy	0.094	0.548	0.283	கஞ்சன்
stink	0.042	0.481	0.180	துர்நாற்றம்
stinker	0.163	0.567	0.275	துர்நாற்றம் வீசும்
stinking	0.041	0.657	0.264	துர்நாற்றம் வீசுகிறது
