English Word	Valence	Arousal	Dominance	Shona Word
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	vague
vagueness	0.150	0.324	0.221	kusajeka
vainly	0.365	0.283	0.169	pasina
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	valentine
valet	0.635	0.406	0.389	valet
valiant	0.880	0.745	0.904	valiant
valid	0.693	0.353	0.565	valid
validate	0.760	0.431	0.745	simbisa
validation	0.655	0.460	0.720	kusimbiswa
validity	0.646	0.470	0.706	chokwadi
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	valley
valor	0.833	0.442	0.763	ushingi
valuable	0.899	0.547	0.798	zvakakosha
valuables	0.790	0.625	0.759	zvinokosha
valuation	0.615	0.480	0.795	valuation
value	0.875	0.582	0.802	value
valve	0.323	0.363	0.471	vharafu
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampire
van	0.561	0.378	0.425	van
vandal	0.135	0.792	0.473	vandal
vandalism	0.083	0.904	0.509	kuparadza zvinhu
vane	0.561	0.280	0.231	vane
vanguard	0.693	0.640	0.780	vanguard
vanilla	0.706	0.216	0.284	vanila
vanish	0.236	0.480	0.347	vanish
vanished	0.208	0.566	0.255	vanished
vanishing	0.292	0.550	0.322	vanishing
vanity	0.260	0.540	0.439	zvisina maturo
vanquish	0.708	0.760	0.804	vanquish
vanquished	0.496	0.529	0.176	vakundwa
vanquishing	0.600	0.748	0.764	kukunda
vantage	0.740	0.632	0.788	vantage
vapor	0.510	0.358	0.318	mhute
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	variable
variance	0.540	0.405	0.509	musiyano
variation	0.635	0.561	0.406	variation
variations	0.458	0.548	0.353	kusiyana
varicella	0.184	0.593	0.314	varicella
varicose	0.235	0.462	0.368	varicose
varied	0.604	0.701	0.472	zvakasiyana-siyana
variegated	0.398	0.549	0.406	variegated
variety	0.714	0.472	0.598	zvakasiyana-siyana
various	0.500	0.296	0.342	zvakasiyana-siyana
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	varnish
varsity	0.710	0.594	0.670	varsity
vary	0.521	0.373	0.413	siyana
varying	0.552	0.471	0.385	siyana
vascular	0.516	0.451	0.627	vascular
vase	0.638	0.225	0.215	vase
vasectomy	0.208	0.663	0.431	vasectomy
vassal	0.417	0.525	0.196	vassal
vast	0.520	0.535	0.545	vast
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vaudeville
vault	0.490	0.378	0.644	vault
vaulted	0.417	0.460	0.542	vaulted
vaulting	0.510	0.323	0.520	vaulting
veal	0.438	0.337	0.410	veal
vector	0.538	0.308	0.482	vector
veer	0.469	0.430	0.338	veer
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	muriwo
vegetarian	0.562	0.255	0.407	vegetarian
vegetarianism	0.510	0.269	0.407	kusadya zvirimwa
vegetation	0.740	0.177	0.500	zvinomera
vegetative	0.500	0.270	0.351	vegetative
veggie	0.602	0.245	0.409	veggie
vehement	0.500	0.500	0.575	vehement
vehicle	0.641	0.565	0.500	motokari
veil	0.500	0.235	0.415	chifukidziro
veiled	0.370	0.317	0.324	akafukidzwa
vein	0.347	0.373	0.318	tsinga
veined	0.487	0.459	0.294	veined
vellum	0.500	0.349	0.321	vellum
velocity	0.673	0.769	0.783	velocity
velour	0.670	0.292	0.412	velor
velvet	0.663	0.226	0.304	velvet
velvety	0.677	0.343	0.493	velvety
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	mutengesi
veneer	0.490	0.265	0.289	veneer
venerable	0.708	0.369	0.600	venerable
veneration	0.745	0.650	0.712	kukudzwa
venereal	0.302	0.654	0.424	venereal
venetian	0.633	0.373	0.464	venetian
vengeance	0.103	0.927	0.719	kutsiva
vengeful	0.150	0.840	0.561	vengeful
venison	0.510	0.422	0.296	nyama yemhuka
venom	0.125	0.770	0.491	uturu
venomous	0.159	0.841	0.636	uturu
venous	0.406	0.571	0.453	venous
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	kufefetedza
ventilator	0.471	0.353	0.344	ventilator
venting	0.375	0.388	0.418	venting
ventricle	0.520	0.387	0.464	ventricle
ventricular	0.440	0.549	0.475	ventricular
ventriloquist	0.552	0.600	0.526	ventriloquist
venture	0.893	0.810	0.644	venture
venue	0.727	0.316	0.395	nzvimbo
veracity	0.735	0.724	0.798	chokwadi
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	chiito
verbal	0.520	0.291	0.562	nemashoko
verbatim	0.562	0.255	0.574	verbatim
verbiage	0.429	0.560	0.535	verbiage
verbose	0.439	0.480	0.635	verbose
verbosity	0.300	0.491	0.451	verbosity
verdant	0.600	0.260	0.389	verdant
verdict	0.325	0.689	0.800	mutongo
verge	0.500	0.337	0.305	verge
verification	0.750	0.276	0.642	verification
verified	0.781	0.367	0.677	verified
verify	0.761	0.481	0.704	verify
verily	0.713	0.351	0.585	zvirokwazvo
veritable	0.794	0.330	0.759	veritable
vermin	0.167	0.712	0.385	vermin
vermouth	0.503	0.480	0.425	vermouth
vernacular	0.479	0.453	0.615	vernacular
vernal	0.553	0.402	0.451	vernal
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	versatile
versatility	0.878	0.585	0.750	versatility
verse	0.667	0.269	0.336	ndima
version	0.604	0.423	0.538	shanduro
versus	0.310	0.500	0.447	kupesana
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	vertebra
vertebral	0.308	0.434	0.525	vertebral
vertex	0.316	0.510	0.491	vertex
vertical	0.520	0.387	0.492	vertical
vertically	0.534	0.385	0.545	vertically
vertigo	0.292	0.655	0.445	vertigo
verve	0.724	0.840	0.693	verve
very negative	0.062	0.521	0.148	zvakaipa kwazvo
very positive	1.000	0.551	0.825	zvakanaka chaizvo
veryangry	0.323	0.714	0.527	akatsamwa kwazvo
vesicle	0.359	0.509	0.379	vesicle
vesicular	0.214	0.440	0.483	vesicular
vessel	0.490	0.398	0.538	mudziyo
vest	0.667	0.380	0.371	vest
vested	0.663	0.415	0.648	vested
vestibule	0.541	0.385	0.422	vestibule
vestige	0.562	0.470	0.454	kusarira
vet	0.531	0.400	0.644	vet
veteran	0.560	0.431	0.759	murwi
veterinarian	0.582	0.418	0.542	chiremba wemhuka
veterinary	0.656	0.450	0.603	veterinary
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	vexed
viability	0.776	0.500	0.684	Viability
viable	0.656	0.320	0.667	viable
viaduct	0.420	0.440	0.662	viaduct
vial	0.594	0.346	0.445	vial
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibes
vibrant	0.771	0.824	0.782	vibrant
vibrate	0.500	0.698	0.604	vibrate
vibration	0.583	0.657	0.528	vibration
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	vibratory
vicar	0.531	0.370	0.555	mufundisi
vicarious	0.479	0.452	0.517	vicarious
vice	0.296	0.778	0.480	vice
viceroy	0.541	0.481	0.712	viceroy
vicinity	0.700	0.353	0.466	pedyo
vicious	0.208	0.694	0.407	utsinye
victim	0.115	0.676	0.202	nyakukuvadzwa
victimized	0.115	0.644	0.273	victimized
victor	0.802	0.587	0.796	mukundi
victoria	0.896	0.811	0.837	Victoria
victorious	0.884	0.886	0.946	anokunda
victory	0.938	0.735	0.931	kukunda
video	0.646	0.577	0.427	vhidhiyo
video game	0.707	0.765	0.414	mutambo wevhidhiyo
videotape	0.665	0.343	0.384	videotape
vie	0.484	0.491	0.500	vie
view	0.896	0.292	0.555	maonero
viewer	0.592	0.358	0.558	muoni
viewing	0.690	0.394	0.598	kuona
viewpoint	0.673	0.306	0.644	maonero
vigil	0.521	0.480	0.491	kurinda
vigilance	0.490	0.615	0.724	kungwarira
vigilant	0.469	0.643	0.791	wakangwarira
vigilante	0.418	0.627	0.720	vigilante
vignette	0.717	0.283	0.382	vignette
vigor	0.860	0.755	0.811	simba
vigorous	0.857	0.770	0.897	vigorous
viking	0.541	0.755	0.605	viking
vile	0.083	0.537	0.553	vile
villa	0.698	0.290	0.345	villa
village	0.684	0.367	0.336	musha
villager	0.710	0.387	0.509	mugari wemumusha
villain	0.177	0.892	0.590	villain
villainous	0.122	0.840	0.470	akaipa
vinaigrette	0.490	0.286	0.300	vinaigrette
vindicate	0.656	0.596	0.767	vindicate
vindicated	0.615	0.480	0.609	vindicated
vindication	0.531	0.632	0.764	kurevererwa
vindictive	0.092	0.830	0.500	kutsiva
vine	0.531	0.292	0.405	muzambiringa
vinegar	0.276	0.370	0.356	vhiniga
vineyard	0.806	0.382	0.595	munda wemizambiringa
vintage	0.680	0.390	0.481	vintage
vinyl	0.490	0.241	0.440	vinyl
viola	0.521	0.461	0.481	viola
violate	0.061	0.970	0.519	kutyora
violation	0.083	0.892	0.413	kukanganisa
violence	0.061	0.933	0.719	mhirizhonga
violent	0.112	0.918	0.616	zvechisimba
violently	0.120	0.970	0.527	nechisimba
violet	0.688	0.272	0.401	violet
violin	0.823	0.396	0.389	violin
violinist	0.804	0.302	0.538	mutambi weviolin
viper	0.173	0.846	0.632	nyoka
viral	0.240	0.612	0.518	utachiona
virgin	0.622	0.433	0.462	mhandara
virginal	0.673	0.577	0.464	virginal
virginity	0.691	0.676	0.576	umhandara
virility	0.684	0.670	0.718	virility
virology	0.418	0.569	0.562	virology
virtual	0.598	0.532	0.463	virtual
virtually	0.594	0.521	0.625	chaizvoizvo
virtue	0.896	0.443	0.827	kunaka
virtuoso	0.929	0.591	0.863	virtuoso
virtuous	0.890	0.530	0.822	virtuous
virulence	0.094	0.533	0.438	virulence
virus	0.277	0.740	0.443	utachiona
visa	0.735	0.367	0.660	visa
visage	0.700	0.361	0.482	chiso
viscosity	0.417	0.521	0.454	viscosity
viscous	0.398	0.396	0.409	viscous
vise	0.533	0.391	0.451	vise
visibility	0.750	0.444	0.676	kuonekwa
visible	0.750	0.342	0.509	zvinooneka
visibly	0.724	0.373	0.591	zvinooneka
vision	0.708	0.447	0.742	kuona
visionary	0.823	0.565	0.791	muoni
visit	0.771	0.443	0.445	visit
visitation	0.729	0.346	0.534	visitation
visiting	0.729	0.440	0.519	kushanya
visitor	0.646	0.480	0.461	mushanyi
visor	0.396	0.490	0.265	visor
vista	0.698	0.390	0.450	vista
visual	0.813	0.462	0.462	kuona
visualize	0.635	0.431	0.537	kuona
vital	0.750	0.716	0.847	inokosha
vitality	0.923	0.565	0.869	simba
vitals	0.704	0.604	0.798	vitals
vitamin	0.827	0.330	0.560	vitamini
vitreous	0.312	0.413	0.396	vitreous
viva	0.840	0.567	0.644	viva
vivacious	0.780	0.820	0.758	vivacious
vivid	0.698	0.627	0.667	Vivid
vixen	0.367	0.615	0.414	vixen
vocabulary	0.530	0.247	0.585	vocabulary
vocal	0.583	0.352	0.340	vocal
vocalist	0.688	0.596	0.596	vocalist
vocation	0.833	0.426	0.686	basa
vodka	0.510	0.632	0.491	vodka
vogue	0.740	0.491	0.538	vogue
voice	0.594	0.343	0.528	izwi
voiceless	0.271	0.235	0.131	isina inzwi
voicemail	0.458	0.453	0.406	voicemail
void	0.135	0.163	0.130	void
volatile	0.323	0.786	0.565	volatile
volatility	0.281	0.755	0.553	volatility
volcanic	0.344	0.910	0.781	volcanic
volcano	0.240	0.844	0.787	volcano
volition	0.480	0.587	0.578	volition
volley	0.529	0.460	0.336	volley
volleyball	0.640	0.700	0.458	volleyball
voltage	0.382	0.855	0.621	voltage
voltmeter	0.599	0.596	0.545	voltmeter
volume	0.552	0.490	0.546	volume
volumes	0.552	0.452	0.520	mavhoriyamu
voluminous	0.561	0.450	0.658	voluminous
voluntarily	0.847	0.460	0.527	nokuzvidira
voluntary	0.771	0.460	0.643	voluntary
volunteer	0.888	0.422	0.596	volunteer
volunteering	0.844	0.614	0.603	kuzvipira
volunteers	0.820	0.448	0.630	vazvipiri
voluptuous	0.673	0.719	0.792	voluptuous
vomit	0.073	0.569	0.188	marutsi
vomiting	0.156	0.780	0.157	kurutsa
voodoo	0.188	0.600	0.453	voodoo
voracious	0.385	0.892	0.694	voracious
vortex	0.408	0.691	0.602	vortex
vote	0.582	0.500	0.649	vhoti
voter	0.612	0.538	0.754	muvhoti
voting	0.615	0.602	0.768	kuvhota
votive	0.479	0.460	0.453	votive
vouch	0.625	0.417	0.746	vouch
voucher	0.622	0.416	0.601	voucher
vow	0.560	0.510	0.664	mhiko
vowel	0.490	0.283	0.311	vowel
voyage	0.816	0.714	0.580	rwendo
voyager	0.684	0.596	0.627	voyager
voyeur	0.479	0.615	0.466	voyeur
vulgar	0.083	0.820	0.445	vulgar
vulgarity	0.104	0.870	0.346	vulgarity
vulnerability	0.250	0.510	0.267	vulnerability
vulnerable	0.198	0.490	0.245	panjodzi
vulture	0.316	0.604	0.472	gora
wacko	0.271	0.574	0.330	wacko
wacky	0.153	0.720	0.321	wacky
wad	0.333	0.318	0.259	wad
waddle	0.490	0.453	0.388	waddle
wade	0.510	0.656	0.472	wade
wafer	0.677	0.360	0.313	wafer
waffle	0.708	0.394	0.327	waffle
wag	0.448	0.490	0.481	wag
wage	0.635	0.480	0.565	wage
wager	0.479	0.816	0.615	wager
wages	0.776	0.440	0.620	mubayiro
wagon	0.490	0.461	0.474	wagon
wail	0.418	0.724	0.393	chema
waist	0.542	0.448	0.351	chiuno
waistcoat	0.542	0.320	0.389	chiuno
waistline	0.560	0.417	0.320	waistline
wait	0.224	0.167	0.264	wait
waiter	0.459	0.300	0.295	waiter
waiting	0.239	0.339	0.333	kumirira
waitinggame	0.604	0.549	0.406	waitgame
waitress	0.646	0.531	0.352	waitress
waive	0.276	0.559	0.311	waive
waiver	0.396	0.630	0.373	waiver
wake	0.700	0.470	0.512	wake
walk	0.643	0.412	0.450	famba
walker	0.551	0.491	0.525	walker
walking	0.708	0.480	0.781	kufamba
walkout	0.292	0.853	0.427	walkout
wall	0.417	0.250	0.509	wall
wallaby	0.541	0.368	0.391	wallaby
wallet	0.680	0.432	0.500	chikwama
wallflower	0.667	0.298	0.342	wallflower
wallop	0.320	0.790	0.689	wallop
wallow	0.286	0.878	0.491	wallow
wallpaper	0.673	0.173	0.308	wallpaper
walnut	0.688	0.302	0.255	walnut
walrus	0.521	0.327	0.361	walrus
waltz	0.769	0.410	0.315	waltz
wan	0.384	0.457	0.310	wan
wand	0.542	0.322	0.315	wand
wander	0.427	0.417	0.330	wander
wanderer	0.458	0.519	0.396	wanderer
wandering	0.323	0.471	0.357	vachidzungaira
wane	0.188	0.402	0.098	wane
waning	0.375	0.333	0.300	kupera simba
wanker	0.290	0.569	0.446	wanker
wannabe	0.602	0.547	0.337	wannabe
wannasleep	0.604	0.330	0.345	wannasleep
want	0.671	0.642	0.598	kuda
wanting	0.760	0.433	0.593	kuda
wanton	0.427	0.739	0.500	wanton
war	0.022	0.892	0.727	hondo
warbler	0.480	0.349	0.311	warbler
warcrimes	0.031	0.852	0.585	mhosva dzehondo
ward	0.469	0.255	0.254	wadhi
warden	0.615	0.627	0.898	warden
wardrobe	0.612	0.510	0.336	wardrobe
ware	0.604	0.443	0.455	ware
warehouse	0.721	0.365	0.446	warehouse
warfare	0.062	0.885	0.845	hondo
warhead	0.219	0.756	0.536	warhead
warlike	0.367	0.847	0.779	sehondo
warlock	0.312	0.558	0.657	warlock
warlord	0.167	0.796	0.781	mukuru wehondo
warm	0.760	0.312	0.585	warm
warming	0.594	0.637	0.580	kudziya
warms	0.594	0.580	0.632	warms
warmth	0.878	0.307	0.602	kudziya
warn	0.429	0.647	0.564	warn
warned	0.302	0.604	0.547	yambiro
warning	0.229	0.774	0.629	yambiro
warp	0.344	0.417	0.373	warp
warpath	0.280	0.676	0.551	warpath
warped	0.219	0.663	0.304	warped
warrant	0.653	0.398	0.802	warrant
warranted	0.714	0.367	0.690	warranted
warrants	0.562	0.431	0.881	warrants
warranty	0.667	0.470	0.568	waranti
warren	0.417	0.570	0.464	warren
warrior	0.458	0.863	0.915	murwi
warship	0.292	0.890	0.889	chikepe chehondo
wart	0.082	0.314	0.205	wart
wartime	0.100	0.912	0.726	nguva yehondo
wary	0.510	0.343	0.535	wary
wash	0.635	0.377	0.297	wash
washed	0.542	0.314	0.392	washed
washer	0.594	0.390	0.365	washer
washing	0.643	0.396	0.402	washing
washout	0.383	0.304	0.389	washout
washroom	0.500	0.364	0.446	imba yekugezera
wasp	0.390	0.620	0.406	wasp
waste	0.041	0.510	0.184	waste
wastebasket	0.271	0.230	0.286	wastebasket
wasted	0.188	0.558	0.259	wasted
wasteful	0.173	0.730	0.409	kupambadza
wasteland	0.365	0.308	0.391	wasteland
wasting	0.051	0.417	0.207	kutambisa
watch	0.531	0.346	0.423	watch
watchdog	0.531	0.811	0.648	watchdog
watcher	0.562	0.401	0.702	murindi
watchful	0.386	0.490	0.675	murinde
watchman	0.510	0.509	0.833	murindi
watchout	0.396	0.530	0.455	chenjerera
watchtower	0.500	0.415	0.647	watchtower
water	0.812	0.123	0.429	mvura
water polo	0.688	0.670	0.534	polo yemvura
waterbed	0.724	0.381	0.296	waterbed
watercourse	0.677	0.357	0.466	nzira yemvura
watered	0.615	0.290	0.377	kudiridza
waterfall	0.652	0.460	0.528	mapopoma
waterfront	0.716	0.274	0.556	waterfront
watering can	0.602	0.298	0.336	kudiridza gaba
watermelon	0.714	0.230	0.239	watermelon
waterproof	0.779	0.423	0.545	isina mvura
waterworks	0.510	0.490	0.561	waterworks
watery	0.367	0.461	0.292	mvura
wave	0.622	0.491	0.490	wave
wavelength	0.604	0.442	0.516	wavelength
waver	0.426	0.630	0.255	waver
wavering	0.375	0.430	0.384	achizununguka
waves	0.643	0.470	0.509	masaisai
wavy	0.520	0.284	0.345	wavy
wax	0.436	0.245	0.309	wax
waxed	0.531	0.388	0.408	waxed
waxy	0.408	0.245	0.308	waxy
way	0.480	0.275	0.420	nzira
ways	0.688	0.560	0.425	nzira
wayward	0.344	0.573	0.409	nzira
weak	0.180	0.241	0.045	weak
weaken	0.112	0.250	0.223	kupera simba
weakened	0.373	0.304	0.092	kupera simba
weakling	0.194	0.294	0.087	kupera simba
weakly	0.270	0.255	0.111	utera
weakness	0.088	0.370	0.125	utera
wealth	0.857	0.637	0.858	upfumi
wealthy	0.927	0.566	0.862	mupfumi
weapon	0.054	0.840	0.831	chombo
weaponry	0.219	0.840	0.870	zvombo
wear	0.312	0.370	0.255	kupfeka
wearer	0.471	0.347	0.527	muridzi
wearily	0.327	0.286	0.128	nekuneta
weariness	0.104	0.333	0.226	kuneta
wearing	0.646	0.520	0.461	kupfeka
weary	0.194	0.281	0.202	taneta
weasel	0.408	0.317	0.337	weasel
weather	0.755	0.404	0.567	weather
weathered	0.422	0.491	0.537	weathered
weatherman	0.660	0.413	0.643	weatherman
weatherproof	0.541	0.345	0.552	weatherproof
weave	0.604	0.265	0.172	ruka
web	0.583	0.411	0.519	web
website	0.615	0.442	0.526	website
wed	0.604	0.549	0.448	wed
wedded	0.771	0.413	0.518	wedded
wedding	0.875	0.802	0.642	muchato
wedge	0.490	0.290	0.278	wedge
wedlock	0.747	0.654	0.745	wedlock
wee	0.663	0.452	0.315	wee
weed	0.459	0.294	0.364	sora
weeding	0.458	0.528	0.454	kusakura
weeds	0.320	0.551	0.315	masora
weedy	0.293	0.366	0.352	wedy
weeeee	0.562	0.630	0.283	weeeee
week	0.510	0.231	0.351	vhiki
weekday	0.490	0.469	0.520	pakati pevhiki
weekend	0.844	0.625	0.519	kupera kwevhiki
weekly	0.622	0.288	0.380	vhiki nevhiki
weenie	0.406	0.451	0.284	weenie
weep	0.053	0.621	0.164	kuchema
weeping	0.082	0.688	0.168	kuchema
weeping willow	0.344	0.441	0.312	kuchema kwewillow
weepy	0.068	0.615	0.116	kuchema
weigh	0.333	0.396	0.375	uremu
weighing	0.449	0.441	0.468	kuyera
weight	0.450	0.380	0.577	uremu
weightless	0.460	0.426	0.375	huremu
weightloss	0.570	0.439	0.393	kuonda
weights	0.458	0.500	0.722	uremu
weighty	0.427	0.480	0.657	huremu
weir	0.375	0.385	0.363	weir
weird	0.260	0.660	0.402	weird
weirdness	0.316	0.491	0.364	weirdness
weirdo	0.173	0.539	0.328	weirdo
welcome	0.898	0.555	0.664	Mauya
welcomed	0.927	0.585	0.700	kugamuchirwa
welcoming	0.905	0.527	0.636	kugamuchira
weld	0.417	0.462	0.583	weld
welder	0.448	0.679	0.683	welder
welding	0.510	0.569	0.491	welding
welfare	0.802	0.378	0.679	welfare
wellhead	0.469	0.460	0.373	wellhead
wellness	0.969	0.441	0.730	hutano
welsh	0.490	0.385	0.500	welsh
welt	0.390	0.632	0.370	welt
wen	0.438	0.431	0.380	wen
wench	0.469	0.519	0.352	wench
werewolf	0.235	0.811	0.591	werewolf
west	0.562	0.337	0.414	kumadokero
westbound	0.646	0.363	0.439	westbound
western	0.573	0.500	0.689	kumadokero
wet	0.385	0.417	0.185	wet
wetback	0.271	0.402	0.293	wetback
whack	0.219	0.816	0.708	whack
whale	0.582	0.398	0.509	whale
whaling	0.281	0.717	0.538	whaling
wham	0.469	0.490	0.423	wham
whammy	0.461	0.491	0.345	whammy
wharf	0.469	0.240	0.472	wharf
whatdoido	0.406	0.494	0.430	whatdoido
whatif	0.523	0.528	0.351	whatif
whatmakesmesmile	0.765	0.588	0.482	whatmakesmesmile
whatnot	0.375	0.493	0.363	chii
whatsoever	0.400	0.314	0.302	chero
whatsthepoint	0.436	0.459	0.398	whatsthepoint
wheat	0.531	0.185	0.250	gorosi
wheel	0.615	0.310	0.446	vhiri
wheel barrow	0.510	0.337	0.363	vhiri bhara
wheelbarrow	0.479	0.366	0.404	bhara
wheelchair	0.240	0.337	0.245	wiricheya
wheels	0.667	0.471	0.386	mavhiri
wheeze	0.229	0.462	0.461	wheeze
whelp	0.344	0.458	0.310	wlp
whereabouts	0.439	0.382	0.356	kupi
wherefore	0.561	0.357	0.402	saka
wherewith	0.491	0.420	0.404	wherewith
wherewithal	0.388	0.366	0.321	zvisinei
whet	0.643	0.465	0.430	chii
whiff	0.459	0.400	0.331	whiff
whilst	0.510	0.302	0.388	apo
whim	0.378	0.680	0.467	whim
whimper	0.271	0.545	0.308	whimper
whimsical	0.449	0.637	0.371	whimsical
whimsy	0.729	0.639	0.455	whimsy
whine	0.342	0.686	0.218	kuchema
whiny	0.208	0.548	0.375	whiny
whip	0.208	0.899	0.509	chikwapuro
whiplash	0.257	0.760	0.500	whiplash
whipped	0.198	0.804	0.361	kurohwa
whirl	0.461	0.788	0.661	whirl
whirlpool	0.710	0.415	0.442	whirlpool
whirlwind	0.417	0.915	0.670	chamupupuri
whisk	0.500	0.537	0.412	whisk
whisker	0.521	0.306	0.343	ndebvu
whiskers	0.439	0.278	0.270	ndebvu
whiskey	0.612	0.706	0.441	whisky
whisky	0.640	0.615	0.490	whisky
whisper	0.490	0.225	0.265	zevezera
whispered	0.548	0.358	0.309	akazevezera
whistle	0.653	0.551	0.463	muridzo
whit	0.562	0.393	0.595	whit
whitefish	0.492	0.327	0.333	whitefish
whiteness	0.688	0.235	0.519	kuchena
whitewash	0.429	0.402	0.276	whitewash
whitish	0.583	0.279	0.365	white
whittle	0.347	0.451	0.427	whittle
whiz	0.896	0.627	0.820	whiz
whole	0.653	0.357	0.572	yakazara
wholesale	0.760	0.551	0.619	wholesale
wholesome	0.888	0.423	0.754	yakanaka
wholly	0.690	0.353	0.696	zvachose
whoo	0.531	0.578	0.311	whoo
whoop	0.559	0.481	0.443	whoop
whopper	0.448	0.598	0.432	whopper
whopping	0.541	0.740	0.755	whopping
whore	0.135	0.880	0.333	hure
whorehouse	0.200	0.930	0.462	hurehouse
wick	0.337	0.481	0.309	wick
wicked	0.138	0.800	0.627	akaipa
wickedness	0.031	0.727	0.443	uipi
wicker	0.427	0.339	0.388	wicker
wicket	0.500	0.500	0.471	wicket
wide	0.571	0.312	0.472	wide
widely	0.698	0.453	0.725	zvakafara
widen	0.562	0.538	0.527	wedzera
widespread	0.633	0.456	0.713	zvakapararira
widow	0.250	0.450	0.265	shirikadzi
widowed	0.205	0.439	0.333	shirikadzi
widower	0.184	0.406	0.325	murume akafirwa
width	0.583	0.280	0.518	width
wield	0.347	0.660	0.625	wield
wiener	0.594	0.434	0.391	wiener
wienie	0.500	0.509	0.327	wienie
wife	0.886	0.630	0.583	mudzimai
wig	0.722	0.279	0.180	wig
wiggle	0.531	0.676	0.359	wiggle
wight	0.542	0.404	0.395	wight
wiki	0.530	0.390	0.455	wiki
wild	0.312	0.922	0.750	wild
wildcat	0.458	0.632	0.481	wildcat
wildebeest	0.438	0.480	0.464	mhururu
wilderness	0.281	0.333	0.290	murenje
wildfire	0.140	0.929	0.552	moto wesango
wildlife	0.656	0.530	0.561	mhuka dzesango
will	0.698	0.408	0.735	kuda
willful	0.557	0.719	0.642	nemaune
willies	0.480	0.490	0.420	willies
willing	0.833	0.561	0.783	kuda
willingly	0.833	0.316	0.588	nokuzvidira
willingness	0.786	0.500	0.729	chido
willow	0.604	0.245	0.400	willow
willpower	0.823	0.776	0.897	willpower
wilt	0.226	0.354	0.312	wilt
wilted	0.245	0.375	0.186	wilted
wily	0.459	0.670	0.798	wily
wimp	0.184	0.490	0.125	wimp
wimpy	0.188	0.292	0.134	wimpy
