English Word	Valence	Arousal	Dominance	Danish Word
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabelform
tabulate	0.480	0.403	0.598	tabulere
tabulation	0.396	0.346	0.526	tabulering
tachometer	0.398	0.394	0.518	omdrejningstæller
tacit	0.459	0.340	0.473	stiltiende
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	tackle
tackled	0.438	0.612	0.569	tacklet
tackling	0.480	0.694	0.613	tackling
tacky	0.245	0.490	0.373	tarvelig
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	taktfuld
tactic	0.531	0.434	0.798	taktik
tactical	0.594	0.481	0.684	taktisk
tactics	0.583	0.676	0.774	taktik
tactile	0.573	0.410	0.491	taktile
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	haletudse
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	hale
tailed	0.438	0.358	0.351	halet
tailgate	0.323	0.340	0.398	bagklap
tailings	0.439	0.311	0.446	tailings
taillight	0.479	0.367	0.283	baglygte
tailor	0.573	0.206	0.450	skrædder
tailoring	0.673	0.540	0.566	skræddersy
tailpipe	0.460	0.429	0.409	udstødningsrør
taint	0.141	0.425	0.226	plette
take	0.828	0.537	0.348	tage
takeoff	0.755	0.884	0.626	Afgang
takeout	0.736	0.392	0.368	takeaway
takeover	0.663	0.531	0.861	overtage
taker	0.375	0.521	0.618	tager
talcum	0.500	0.196	0.291	talkum
tale	0.663	0.300	0.336	fortælling
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	talentfulde
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	tale
talkative	0.562	0.673	0.535	snakkesalig
talker	0.500	0.604	0.552	taler
tall	0.725	0.591	0.538	høj
tallies	0.551	0.290	0.402	stemmer
tallow	0.344	0.283	0.290	talg
tally	0.542	0.420	0.518	stemme
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	kløer
tambourine	0.622	0.548	0.348	tamburin
tame	0.560	0.604	0.642	tæmme
tamer	0.385	0.783	0.815	tæmmer
taming	0.569	0.514	0.575	tæmme
tamper	0.184	0.802	0.545	manipulation
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	mandarin
tangible	0.646	0.350	0.679	håndgribelige
tangle	0.354	0.545	0.254	virvar
tangled	0.260	0.539	0.316	sammenfiltret
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tanktop
tanker	0.520	0.647	0.713	tankskib
tanned	0.615	0.550	0.491	garvet
tantalizing	0.525	0.788	0.625	fristende
tantamount	0.633	0.288	0.670	ensbetydende med
tantrum	0.219	0.817	0.404	raserianfald
taoism	0.490	0.250	0.456	taoisme
tap	0.461	0.370	0.349	tryk
tape	0.531	0.277	0.254	tape
tape measure	0.406	0.250	0.360	målebånd
taper	0.541	0.410	0.415	tilspidsning
tapering	0.344	0.380	0.237	tilspidsning
tapestry	0.520	0.176	0.362	gobelin
tapeworm	0.357	0.334	0.331	bændelorm
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	haner
tar	0.438	0.440	0.570	tjære
tarantula	0.260	0.718	0.544	tarantel
tardiness	0.296	0.452	0.260	forsinkelse
tardy	0.204	0.592	0.293	forsinket
target	0.633	0.573	0.798	mål
targeted	0.573	0.537	0.573	målrettet
targeting	0.510	0.420	0.580	rettet mod
tariff	0.459	0.402	0.491	tarif
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	plette
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	presenning
tarry	0.392	0.413	0.388	tjære
tart	0.719	0.380	0.219	tærte
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tandsten
task	0.550	0.353	0.500	opgave
tassel	0.552	0.330	0.307	kvast
taste	0.802	0.406	0.465	smag
tasteful	0.918	0.458	0.625	smagfuld
tasteless	0.146	0.196	0.148	smagløs
tasting	0.781	0.603	0.600	smagning
tasty	0.959	0.786	0.555	velsmagende
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatovering
taught	0.814	0.481	0.642	undervist
taunt	0.083	0.696	0.355	håne
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	stramt
tavern	0.516	0.577	0.475	værtshus
tawdry	0.375	0.510	0.398	tarvelig
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	skat
taxed	0.255	0.456	0.500	beskattes
taxi	0.542	0.362	0.430	taxa
taxicab	0.479	0.430	0.355	taxa
taxonomy	0.370	0.410	0.630	taksonomi
taxpayer	0.592	0.528	0.647	skatteyder
tea	0.698	0.163	0.370	te
teach	0.840	0.510	0.852	underviser
teacher	0.760	0.404	0.885	lærer
teaching	0.822	0.444	0.736	undervisning
teacup	0.633	0.135	0.277	te kop
teahouse	0.802	0.314	0.288	tehus
teal	0.540	0.293	0.321	krikand
team	0.708	0.461	0.688	hold
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	Holdkammerat
teamwork	0.918	0.490	0.773	samarbejde
teapot	0.479	0.110	0.309	tekande
tear	0.404	0.620	0.327	tåre
tearful	0.208	0.500	0.184	tårefuldt
tearsofjoy	0.926	0.740	0.455	glædestårer
teary	0.167	0.473	0.216	tårevækkende
tease	0.317	0.790	0.432	drille
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	drilleri
teaspoon	0.521	0.330	0.221	teskefuld
teat	0.612	0.469	0.328	patte
teatime	0.847	0.159	0.339	te tid
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	teknisk
technicality	0.632	0.471	0.661	formalitet
technician	0.592	0.510	0.713	tekniker
technique	0.760	0.414	0.593	teknik
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	teknologisk
technology	0.776	0.490	0.825	teknologi
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	Bamse
tedious	0.104	0.406	0.241	kedeligt
tedium	0.224	0.331	0.298	kedeligt
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	vrimler
teen	0.729	0.531	0.568	teenager
teenager	0.781	0.593	0.527	teenager
teens	0.653	0.660	0.440	teenagere
teensy	0.520	0.427	0.347	teenager
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	tænder
teething	0.396	0.471	0.474	tænder
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraf
telekinesis	0.582	0.646	0.667	telekinese
telemetry	0.460	0.382	0.611	telemetri
telepathic	0.602	0.490	0.642	telepatisk
telepathy	0.594	0.510	0.588	telepati
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	teleskop
telescopic	0.490	0.290	0.660	teleskopisk
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	tv-transmitteret
television	0.633	0.391	0.547	television
tell	0.551	0.350	0.457	fortælle
teller	0.500	0.395	0.443	tæller
telling	0.719	0.441	0.527	fortæller
telltale	0.240	0.663	0.426	fortælling
temp	0.490	0.440	0.314	Midlertidig
temper	0.633	0.623	0.818	temperament
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentsfuld
temperance	0.500	0.294	0.639	afholdenhed
temperate	0.469	0.394	0.593	tempereret
temperature	0.521	0.559	0.473	temperatur
tempered	0.583	0.437	0.667	hærdet
tempest	0.245	0.843	0.653	storm
template	0.479	0.311	0.411	skabelon
temple	0.612	0.269	0.660	tempel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	tidsmæssigt
temporarily	0.500	0.365	0.373	midlertidigt
temporary	0.458	0.415	0.324	midlertidig
tempt	0.210	0.677	0.500	friste
temptation	0.365	0.817	0.560	fristelse
tempting	0.615	0.740	0.519	fristende
temptress	0.427	0.787	0.667	fristerinde
ten	0.562	0.260	0.406	ti
tenable	0.741	0.412	0.636	holdbare
tenacious	0.724	0.658	0.692	ihærdig
tenacity	0.740	0.657	0.889	vedholdenhed
tenancy	0.500	0.458	0.605	lejemål
tenant	0.385	0.360	0.398	lejer
tend	0.604	0.398	0.412	pleje
tendency	0.684	0.500	0.675	tendens
tender	0.630	0.520	0.509	bud
tenderfoot	0.469	0.421	0.438	mørfod
tenderness	0.949	0.276	0.367	ømhed
tending	0.622	0.556	0.594	pleje
tendon	0.341	0.271	0.463	sene
tenement	0.470	0.384	0.550	lejemål
tenet	0.667	0.333	0.636	grundsætning
tenets	0.734	0.357	0.667	grundsætninger
tenfold	0.469	0.418	0.500	tidoblet
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	anspændt
tensile	0.458	0.510	0.618	trækstyrke
tension	0.304	0.810	0.529	spænding
tent	0.510	0.275	0.333	telt
tentacle	0.370	0.559	0.398	tentakel
tentative	0.582	0.657	0.534	foreløbige
tenth	0.510	0.349	0.382	tiende
tenths	0.406	0.294	0.284	tiendedele
tenuous	0.398	0.263	0.276	spinkel
tenure	0.615	0.472	0.611	embedsperiode
tepee	0.500	0.337	0.373	tipi
tepid	0.337	0.327	0.237	lunken
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	semester
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	opsige
termination	0.344	0.472	0.545	afslutning
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminologi
terminus	0.281	0.382	0.615	endestation
termite	0.265	0.480	0.408	termit
terms	0.490	0.362	0.645	vilkår
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternær
terrace	0.615	0.269	0.411	terrasse
terrain	0.540	0.300	0.472	terræn
terrestrial	0.542	0.413	0.582	terrestrisk
terrible	0.061	0.849	0.604	forfærdeligt
terribly	0.061	0.731	0.430	forfærdeligt
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	forrygende
terrified	0.090	0.902	0.387	skrækslagne
terrifies	0.083	0.923	0.500	skræmmer
terrify	0.052	0.889	0.509	forfærde
terrifying	0.031	0.836	0.602	frygtindgydende
territorial	0.405	0.600	0.766	territoriale
territory	0.625	0.469	0.676	territorium
terror	0.069	0.902	0.415	terror
terrorism	0.060	0.971	0.673	terrorisme
terrorist	0.019	0.930	0.679	terrorist
terrorists	0.062	0.967	0.688	terrorister
terrorize	0.041	0.907	0.577	terrorisere
terse	0.542	0.393	0.409	kortfattet
tertiary	0.500	0.350	0.431	tertiære
test	0.449	0.500	0.509	prøve
testament	0.594	0.420	0.806	testamente
testicle	0.458	0.651	0.410	testikel
testicular	0.388	0.680	0.453	testikel
testify	0.521	0.650	0.741	vidner
testimonial	0.541	0.538	0.750	vidnesbyrd
testimony	0.615	0.578	0.643	vidnesbyrd
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	stivkrampe
tether	0.323	0.620	0.407	tøjre
tethered	0.260	0.472	0.351	tøjret
tetrahedral	0.595	0.468	0.423	tetraedrisk
text	0.604	0.157	0.402	tekst
textbook	0.622	0.235	0.526	lærebog
textile	0.604	0.235	0.395	tekstil
textural	0.660	0.296	0.445	teksturel
texture	0.615	0.215	0.412	struktur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	takke
thankful	0.969	0.344	0.714	taknemmelig
thankgod	0.823	0.451	0.466	gudskelov
thanking	0.917	0.538	0.658	takker
thankless	0.146	0.500	0.497	utaknemmelig
thanks	0.918	0.472	0.461	tak
thanksalot	0.908	0.428	0.525	mange tak
thanksgiving	0.927	0.449	0.637	taksigelse
thankyougod	0.900	0.446	0.651	tak Gud
thankyoujesus	0.878	0.406	0.604	tak Jesus
thankyoulord	0.809	0.388	0.466	tak Herre
thatch	0.337	0.245	0.161	stråtag
thatmoment	0.667	0.389	0.340	det øjeblik
thaumaturgy	0.510	0.546	0.618	thaumaturgi
thaw	0.438	0.321	0.327	tø
theater	0.760	0.635	0.516	teater
theatrical	0.720	0.690	0.546	teatralsk
theatrics	0.694	0.539	0.486	teater
thebest	0.760	0.596	0.719	det bedste
theft	0.135	0.867	0.394	tyveri
theism	0.460	0.431	0.481	teisme
theistic	0.397	0.365	0.509	teistisk
thelife	0.688	0.566	0.629	livet
thelittlethings	0.571	0.240	0.324	de små ting
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teokrati
theocratic	0.380	0.480	0.605	teokratiske
theologian	0.521	0.304	0.759	teolog
theological	0.480	0.363	0.683	teologisk
theology	0.448	0.330	0.711	teologi
theorem	0.500	0.296	0.615	teorem
theoretical	0.615	0.270	0.546	teoretisk
theory	0.583	0.314	0.529	teori
therapeutic	0.625	0.275	0.680	terapeutisk
therapeutics	0.552	0.343	0.625	terapeutiske midler
therapist	0.468	0.430	0.679	terapeut
therapy	0.490	0.353	0.607	terapi
thereabouts	0.427	0.365	0.285	deromkring
thereof	0.542	0.265	0.281	deraf
therewith	0.462	0.317	0.398	dermed
thermal	0.480	0.360	0.509	termisk
thermocouple	0.406	0.406	0.422	termoelement
thermodynamics	0.510	0.594	0.678	termodynamik
thermometer	0.400	0.327	0.473	termometer
thermos	0.582	0.255	0.328	termokande
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	synonymordbog
thesis	0.583	0.582	0.552	afhandling
thick	0.449	0.433	0.596	tyk
thicken	0.406	0.398	0.509	tykkere
thickening	0.448	0.355	0.434	fortykkelse
thicket	0.385	0.373	0.324	krat
thickness	0.552	0.370	0.443	tykkelse
thief	0.088	0.888	0.443	tyv
thigh	0.469	0.433	0.588	lår
thimble	0.490	0.192	0.218	fingerbøl
thin	0.469	0.337	0.356	tynd
thing	0.449	0.222	0.260	ting
things	0.519	0.250	0.368	ting
thingy	0.458	0.312	0.158	ting
think	0.786	0.408	0.618	tænke
thinker	0.706	0.386	0.764	tænker
thinking	0.720	0.308	0.595	tænker
third	0.551	0.187	0.304	tredje
thirds	0.402	0.327	0.345	tredjedele
thirst	0.298	0.519	0.307	tørst
thirsty	0.281	0.660	0.310	tørstig
thirteen	0.459	0.385	0.331	tretten
thirteenth	0.408	0.330	0.425	trettende
thirty	0.562	0.349	0.316	tredive
thistle	0.427	0.423	0.357	tidsel
thither	0.500	0.270	0.316	dertil
thong	0.467	0.596	0.269	g-streng
thorn	0.296	0.541	0.427	torn
thorny	0.177	0.690	0.500	tornet
thorough	0.467	0.350	0.558	grundig
thoroughbred	0.669	0.740	0.716	fuldblod
thoroughfare	0.582	0.481	0.490	færdselsåre
thought	0.780	0.315	0.571	tanke
thoughtful	0.667	0.290	0.527	tankevækkende
thoughtfulness	0.867	0.269	0.667	eftertænksomhed
thoughtless	0.194	0.580	0.452	tankeløs
thoughts	0.745	0.382	0.691	tanker
thousand	0.663	0.355	0.480	tusind
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	tråd
threat	0.135	0.865	0.667	trussel
threaten	0.104	0.958	0.590	true
threatened	0.052	0.928	0.354	truet
threatening	0.071	0.875	0.652	truende
three	0.653	0.225	0.377	tre
threefold	0.521	0.400	0.534	tredobbelt
threesome	0.490	0.676	0.560	trekant
thresh	0.490	0.417	0.500	tærske
threshold	0.531	0.519	0.575	Grænseværdi
thrice	0.469	0.442	0.462	tre gange
thrift	0.760	0.217	0.649	sparsommelighed
thrifty	0.604	0.380	0.676	sparsommelig
thrill	0.888	0.837	0.711	spænding
thrilled	0.898	0.818	0.807	begejstret
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	spændende
thrive	0.948	0.529	0.772	trives
thriving	0.865	0.521	0.779	trives
throat	0.350	0.538	0.346	hals
throb	0.500	0.673	0.556	banke
throbbing	0.645	0.808	0.491	dunkende
throes	0.146	0.760	0.235	vold
throne	0.724	0.606	0.887	trone
throng	0.480	0.810	0.706	skare
throttle	0.562	0.804	0.750	gashåndtag
throw	0.344	0.770	0.623	kaste
throwback	0.280	0.454	0.356	tilbagevenden
thrower	0.470	0.690	0.717	kaster
thrown	0.500	0.550	0.619	smidt
thrush	0.306	0.490	0.454	trøske
thrust	0.510	0.647	0.663	fremstød
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	dunke
thug	0.240	0.882	0.667	bandit
thumb	0.673	0.271	0.361	tommelfinger
thumbprint	0.510	0.347	0.451	tommelfingeraftryk
thump	0.280	0.792	0.608	dunk
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	dunkende
thunder	0.296	0.916	0.526	torden
thunderbolt	0.418	0.719	0.642	lyn
thunderclap	0.390	0.833	0.607	tordenskrald
thundering	0.337	0.778	0.700	tordnende
thunderstorm	0.135	0.860	0.784	tordenvejr
thunderstruck	0.194	0.716	0.509	tordenslag
thwart	0.281	0.684	0.409	modarbejde
thx	0.562	0.425	0.461	tak
thyme	0.561	0.255	0.325	timian
thyroid	0.234	0.455	0.373	skjoldbruskkirtlen
tiara	0.719	0.300	0.472	diadem
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	kryds
ticked	0.469	0.386	0.455	afkrydset
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	billet
tickle	0.760	0.727	0.342	kildre
tickled	0.755	0.707	0.364	kildede
ticklish	0.823	0.814	0.345	kilden
tidal	0.592	0.539	0.519	tidevand
tidal wave	0.240	0.894	0.736	tidevandsbølge
tidbit	0.552	0.382	0.385	lækkerbisken
tide	0.541	0.556	0.420	tidevand
tidings	0.610	0.510	0.694	nyheder
tidy	0.760	0.208	0.647	ryddelig
tie	0.663	0.464	0.431	binde
tier	0.520	0.245	0.560	niveau
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tiger
tighten	0.388	0.487	0.627	stramme
tightness	0.344	0.606	0.759	stramhed
tightrope	0.354	0.653	0.279	stram reb
tights	0.583	0.343	0.269	strømpebukser
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	flise
tiling	0.600	0.330	0.315	flisebelægning
till	0.490	0.327	0.319	indtil
tillage	0.552	0.591	0.540	jordbearbejdning
tiller	0.448	0.410	0.290	rorpind
tilt	0.365	0.549	0.463	vippe
tilting	0.459	0.384	0.340	vipning
timber	0.332	0.202	0.386	tømmer
timberland	0.550	0.415	0.571	tømmerland
timbre	0.460	0.480	0.296	klang
time	0.604	0.288	0.609	tid
timeless	0.408	0.468	0.583	tidløs
timeliness	0.760	0.404	0.582	aktualitet
timely	0.865	0.387	0.591	rettidigt
timeout	0.344	0.433	0.322	tiden er gået
timepiece	0.650	0.279	0.461	ur
timer	0.469	0.433	0.500	timer
times	0.490	0.279	0.439	gange
timetable	0.561	0.189	0.491	tidsplan
timewasters	0.391	0.535	0.291	tidsspildere
timid	0.327	0.276	0.132	sky
timidity	0.333	0.358	0.153	frygtsomhed
timing	0.521	0.311	0.577	timing
tin	0.469	0.370	0.217	tin
tincture	0.440	0.360	0.402	tinktur
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	sølvpapir
tinge	0.469	0.292	0.264	skær
tingle	0.460	0.560	0.264	snurre
tingling	0.427	0.615	0.340	prikkende
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	roder
tinkle	0.562	0.529	0.356	klirre
tinkling	0.612	0.530	0.324	klirrende
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	farvetone
tiny	0.479	0.196	0.125	lille bitte
tip	0.708	0.221	0.518	tip
tipper	0.427	0.571	0.431	tipvogn
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	småfuld
tiptoe	0.510	0.490	0.407	liste
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	dæk
tired	0.125	0.317	0.191	træt
tiredness	0.387	0.408	0.242	træthed
tiredofit	0.300	0.270	0.204	trættefit
tireless	0.657	0.750	0.645	utrættelige
tiresome	0.240	0.542	0.153	trættende
tiring	0.153	0.510	0.176	trættende
tissue	0.558	0.236	0.345	væv
tistheseason	0.646	0.548	0.435	ti denne sæson
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanisk
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	tiende
title	0.708	0.356	0.574	titel
titled	0.677	0.240	0.658	med titlen
titty	0.561	0.548	0.294	bryst
titular	0.704	0.385	0.760	titulære
toad	0.302	0.452	0.196	tudse
toast	0.740	0.382	0.356	ristet brød
toaster	0.542	0.337	0.387	brødrister
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tobak
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	til d
today	0.806	0.306	0.362	i dag
toddler	0.812	0.469	0.368	lille barn
toe	0.406	0.221	0.293	tå
toenail	0.530	0.380	0.306	tånegl
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	sammen
togetherness	0.906	0.360	0.635	sammenhold
toil	0.558	0.510	0.583	slid
toilet	0.490	0.290	0.233	toilet
toils	0.480	0.710	0.482	slider
token	0.510	0.418	0.414	polet
tolerable	0.750	0.350	0.374	tålelig
tolerance	0.875	0.206	0.649	tolerance
tolerant	0.765	0.192	0.618	tolerant
tolerate	0.724	0.430	0.588	tolerere
toleration	0.776	0.442	0.727	tolerance
toll	0.296	0.422	0.453	afgift
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomat
tomatoes	0.615	0.240	0.272	tomater
tomb	0.112	0.500	0.343	grav
tombstone	0.204	0.441	0.311	gravsten
tomcat	0.520	0.412	0.386	Tomcat
tome	0.429	0.316	0.492	til mig
tomorrow	0.792	0.377	0.407	i morgen
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	tone
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tang
tongs	0.500	0.459	0.321	tang
tongue	0.542	0.432	0.482	tunge
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	mandler
toocold	0.420	0.550	0.379	for koldt
tool	0.490	0.350	0.594	værktøj
toolbox	0.531	0.316	0.472	værktøjskasse
tooling	0.510	0.406	0.634	værktøj
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	tude
tooth	0.439	0.250	0.367	tand
toothache	0.188	0.853	0.412	tandpine
toothbrush	0.517	0.330	0.321	tandbørste
toothed	0.449	0.394	0.352	tandet
toothless	0.312	0.541	0.272	tandløs
toothpaste	0.510	0.290	0.371	tandpasta
toothpick	0.561	0.216	0.185	tandstikker
toots	0.552	0.480	0.451	tuder
top	0.760	0.400	0.554	top
topaz	0.643	0.325	0.384	topas
topic	0.520	0.276	0.427	emne
topical	0.561	0.340	0.500	aktuelt
topless	0.625	0.765	0.414	topløs
topographic	0.604	0.378	0.558	topografisk
topographical	0.438	0.350	0.538	topografisk
topography	0.469	0.357	0.506	topografi
topple	0.198	0.820	0.573	vælte
topside	0.708	0.466	0.598	overside
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	fakkel
torment	0.057	0.750	0.387	pine
tormented	0.071	0.855	0.323	plaget
torn	0.153	0.510	0.283	revet i stykker
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	drejningsmoment
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	brændende
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	skadevoldende
tortoise	0.673	0.078	0.250	skildpadde
tortuous	0.194	0.755	0.382	snoede
torture	0.115	0.878	0.555	tortur
tortured	0.062	0.890	0.361	tortureret
toss	0.418	0.725	0.575	smid væk
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	i alt
totality	0.688	0.443	0.717	helhed
totally	0.820	0.422	0.702	helt
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	røre ved
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	rørt
touching	0.760	0.439	0.491	rørende
