English Word	Valence	Arousal	Dominance	Kyrgyz Word
somewhat positive	0.920	0.510	0.667	бир аз оң
somuchtodo	0.510	0.598	0.441	сомучтодо
son	0.792	0.365	0.528	уул
sonar	0.541	0.480	0.414	сонар
sonata	0.643	0.406	0.425	соната
sonervous	0.344	0.655	0.373	катуу
song	0.854	0.413	0.500	ыр
songwriter	0.844	0.558	0.713	ыр жазуучу
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	абдан жакшы
sonnet	0.718	0.294	0.404	сонет
sonorous	0.646	0.580	0.442	үндүү
soot	0.375	0.328	0.292	көө
soothe	0.817	0.194	0.412	тынчтандыруу
soothing	0.625	0.179	0.519	тынчтандыруучу
sophisticated	0.865	0.481	0.845	татаал
sophistication	0.792	0.472	0.704	татаалдык
sophomore	0.653	0.415	0.427	экинчи курстун студенти
sopissed	0.276	0.577	0.433	капаланган
soppy	0.510	0.355	0.297	соппи
soprano	0.552	0.550	0.685	сопрано
sorcerer	0.377	0.633	0.632	сыйкырчы
sorcery	0.279	0.740	0.640	сыйкырчылык
sordid	0.219	0.555	0.447	жаман
sore	0.094	0.650	0.224	оору
soready	0.622	0.500	0.545	катуу
sorely	0.284	0.727	0.370	катуу
soreness	0.113	0.843	0.302	оору
sorghum	0.469	0.358	0.420	сорго
sorority	0.635	0.637	0.627	сорория
sorrow	0.052	0.235	0.164	кайгы
sorrowful	0.049	0.422	0.163	кайгылуу
sorry	0.406	0.362	0.212	кечириңиз
sort	0.673	0.389	0.674	сорттоо
sorter	0.594	0.412	0.823	сорттоочу
sortie	0.490	0.450	0.311	сорт
sorting	0.469	0.400	0.642	сорттоо
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	коркуп кетти
soscary	0.301	0.660	0.414	ушунчалык коркунучтуу
soslow	0.347	0.312	0.284	абдан жай
sostressed	0.435	0.481	0.578	кыйналган
sosweet	0.755	0.354	0.417	мынча таттуу
sothankful	0.729	0.526	0.418	рахмат
sou	0.480	0.390	0.412	соу
soul	0.770	0.220	0.510	жан
soulful	0.755	0.331	0.500	жандуу
soulless	0.125	0.591	0.400	жансыз
soulmate	0.890	0.500	0.628	жан шериги
sound	0.765	0.623	0.398	үн
sounding	0.690	0.500	0.558	угулууда
soundness	0.780	0.377	0.893	бекемдик
soundproof	0.490	0.390	0.409	үн өткөрбөйт
soundtrack	0.630	0.559	0.518	саундтрек
soup	0.602	0.245	0.269	шорпо
sour	0.276	0.594	0.373	кычкыл
source	0.740	0.318	0.684	булак
sourpuss	0.188	0.620	0.382	сорпус
south	0.562	0.265	0.429	түштүк
southbound	0.510	0.370	0.395	түштүккө
southeast	0.510	0.283	0.413	түштүк-чыгыш
southern	0.552	0.269	0.370	түштүк
southpaw	0.542	0.389	0.404	түштүк
southwest	0.406	0.314	0.355	түштүк-батыш
souvenir	0.844	0.311	0.466	сувенир
sovereign	0.698	0.500	0.885	суверендүү
sovereignty	0.719	0.529	0.886	суверенитет
soviet	0.347	0.580	0.536	советтик
sow	0.667	0.430	0.446	себүү
soy	0.438	0.250	0.286	соя
soy sauce	0.573	0.382	0.318	соя соусу
soybean	0.521	0.250	0.293	соя
spa	0.622	0.151	0.386	курорт
space	0.800	0.317	0.573	космос
spacecraft	0.646	0.698	0.680	космостук кеме
spaceman	0.688	0.577	0.848	космос адамы
spaceship	0.643	0.781	0.664	космостук кеме
spacing	0.621	0.425	0.507	аралык
spacious	0.880	0.365	0.557	кенен
spade	0.469	0.667	0.529	күрөк
spaghetti	0.729	0.353	0.288	спагетти
spam	0.188	0.354	0.304	спам
spammers	0.354	0.500	0.418	спам жасоочулар
span	0.521	0.330	0.528	аралыгы
spandex	0.429	0.520	0.429	спандекс
spaniel	0.561	0.435	0.385	спаниел
spank	0.112	0.882	0.642	чапкыла
spanking	0.194	0.736	0.392	чаап
spar	0.417	0.438	0.536	шпат
spare	0.552	0.398	0.411	запас
spareribs	0.635	0.431	0.395	кабыргалар
sparingly	0.510	0.353	0.518	үнөмдүү
spark	0.688	0.745	0.529	учкун
sparkle	0.819	0.765	0.510	жаркырап
sparkling	0.700	0.418	0.598	жаркыраган
sparkly	0.885	0.590	0.726	жаркыраган
sparring	0.292	0.870	0.704	спарринг
sparrow	0.583	0.460	0.327	таранчы
sparse	0.240	0.367	0.209	сейрек
spasm	0.194	0.594	0.366	спазм
spastic	0.240	0.541	0.491	спастикалык
spat	0.427	0.413	0.309	түкүрдү
spatial	0.604	0.625	0.645	мейкиндик
spatter	0.292	0.630	0.315	чачыратуу
spatula	0.302	0.198	0.369	шпатель
spawn	0.542	0.586	0.709	уруктандыруу
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	сүйлө
speakeasy	0.680	0.536	0.442	сүйлөөчү
speaker	0.604	0.660	0.723	баяндамачы
speakerphone	0.531	0.569	0.560	динамик
speaking	0.753	0.590	0.575	сүйлөп жатат
spear	0.510	0.601	0.500	найза
spec	0.583	0.426	0.691	спец
special	0.844	0.602	0.730	өзгөчө
specialist	0.760	0.562	0.877	адис
speciality	0.854	0.470	0.885	өзгөчөлүк
specialize	0.776	0.540	0.861	адистештирүү
specially	0.847	0.398	0.714	өзгөчө
specialty	0.724	0.479	0.783	өзгөчөлүк
specie	0.583	0.471	0.650	металл акча
species	0.561	0.330	0.645	түрлөрү
specific	0.656	0.388	0.691	конкреттүү
specification	0.552	0.479	0.602	спецификация
specify	0.656	0.405	0.600	аныктоо
specimen	0.531	0.444	0.568	үлгү
speck	0.418	0.245	0.343	так
speckled	0.449	0.263	0.254	темгилдүү
specs	0.540	0.398	0.618	спецификациялар
spectacle	0.812	0.745	0.762	спектакль
spectacles	0.816	0.775	0.648	көз айнек
spectacular	0.947	0.740	0.887	укмуштуу
spectator	0.694	0.560	0.667	көрүүчү
specter	0.265	0.723	0.540	элестетүү
spectral	0.430	0.667	0.500	спектралдык
spectrometer	0.500	0.452	0.490	спектрометр
spectrophotometer	0.500	0.484	0.500	спектрофотометр
spectroscopy	0.470	0.541	0.570	спектроскопия
spectrum	0.312	0.700	0.527	спектр
speculate	0.398	0.602	0.553	божомолдоо
speculation	0.325	0.683	0.394	спекуляция
speculative	0.276	0.591	0.464	алып сатарлык
speculum	0.417	0.469	0.433	алып сатар
speech	0.656	0.470	0.688	сүйлөө
speechless	0.459	0.320	0.315	тилсиз
speed	0.719	0.849	0.658	ылдамдык
speedboat	0.635	0.858	0.612	ылдам кайык
speedily	0.688	0.740	0.665	тез
speeding	0.438	0.908	0.645	ылдамдык
speedometer	0.427	0.549	0.579	спидометр
speedway	0.667	0.519	0.416	ылдам жол
speedy	0.625	0.625	0.793	тез
spell	0.385	0.380	0.368	сыйкыр
spellbound	0.531	0.647	0.387	сыйкырдуу
spelling	0.594	0.357	0.398	орфография
spencer	0.510	0.394	0.367	Спенсер
spend	0.672	0.745	0.429	сарптоо
spender	0.312	0.692	0.377	сарптоочу
spending	0.333	0.556	0.330	сарптоо
spent	0.296	0.296	0.263	сарпталган
sperm	0.396	0.706	0.453	сперматозоид
spew	0.260	0.651	0.573	чачуу
sphere	0.633	0.277	0.500	сфера
spherical	0.550	0.308	0.500	сфералык
sphincter	0.347	0.633	0.375	сфинктер
sphinx	0.604	0.324	0.490	сфинкс
spic	0.302	0.455	0.451	spic
spice	0.594	0.439	0.384	татымал
spicy	0.440	0.733	0.610	ачуу
spider	0.229	0.569	0.430	жөргөмүш
spiders	0.260	0.696	0.368	жөргөмүштөр
spiffy	0.615	0.582	0.470	жыпар жыттуу
spigot	0.380	0.346	0.423	түтүк
spike	0.382	0.510	0.408	шип
spiked	0.281	0.613	0.407	тиштүү
spiky	0.284	0.657	0.587	тиштүү
spill	0.408	0.633	0.456	төгүү
spillin	0.375	0.500	0.362	төгүү
spin	0.551	0.422	0.345	айлануу
spinach	0.583	0.200	0.368	шпинат
spinal	0.312	0.491	0.296	омуртка
spindle	0.552	0.410	0.360	шпиндель
spine	0.495	0.461	0.600	омуртка
spineless	0.344	0.387	0.321	омурткасыз
spinner	0.458	0.593	0.471	спиннер
spinning	0.594	0.610	0.481	айлануу
spinster	0.357	0.368	0.345	спинстер
spiny	0.167	0.639	0.528	тикенектүү
spiral	0.490	0.624	0.361	спираль
spire	0.354	0.358	0.389	шпиль
spirit	0.786	0.370	0.621	рух
spirited	0.854	0.587	0.734	жандуу
spirits	0.583	0.847	0.545	рухтар
spiritual	0.938	0.327	0.564	рухий
spirituality	0.865	0.281	0.667	руханият
spit	0.149	0.545	0.436	түкүрүү
spite	0.080	0.600	0.317	жек көрүү
spiteful	0.073	0.710	0.330	каардуу
spitfire	0.233	0.623	0.566	түкүрүү
spittoon	0.276	0.426	0.280	түкүрүүчү
splash	0.521	0.412	0.281	чачыратуу
splat	0.510	0.433	0.385	илеп белгиси
splatter	0.312	0.596	0.352	чачыратуу
spleen	0.448	0.255	0.396	көк боор
splendid	0.896	0.740	0.810	сонун
splendor	0.927	0.612	0.850	көрк
splice	0.386	0.460	0.377	кошуу
spline	0.490	0.398	0.407	сплайн
splint	0.179	0.400	0.343	шпинат
splinter	0.136	0.422	0.325	сынык
split	0.344	0.618	0.410	бөлүү
splitting	0.188	0.598	0.375	бөлүү
splurge	0.365	0.481	0.542	чачуу
spoil	0.146	0.723	0.328	бузуу
spoiler	0.347	0.527	0.380	спойлер
spoiling	0.135	0.678	0.306	бузуу
spoils	0.388	0.760	0.481	бузат
spoke	0.635	0.433	0.483	сүйлөдү
spoken	0.551	0.363	0.545	айтылган
spokesman	0.720	0.480	0.611	басма сөз катчысы
spokesperson	0.573	0.453	0.615	басма сөз катчысы
sponge	0.551	0.192	0.219	губка
spongy	0.469	0.324	0.344	губкалуу
sponsor	0.729	0.537	0.800	демөөрчү
sponsorship	0.854	0.608	0.696	демөөрчүлүк
spontaneity	0.817	0.698	0.655	стихиялуулугу
spontaneous	0.780	0.578	0.655	стихиялуу
spoof	0.490	0.594	0.381	жасалмалоо
spook	0.327	0.887	0.322	коркуу
spooky	0.104	0.858	0.380	коркунучтуу
spool	0.397	0.389	0.312	спул
spoon	0.479	0.236	0.259	кашык
spoonful	0.582	0.208	0.308	кашык
sporadic	0.333	0.394	0.500	чачыраган
spore	0.480	0.408	0.231	спора
sport	0.865	0.700	0.657	спорт
sporting	0.917	0.656	0.675	спорттук
sports	0.833	0.683	0.587	спорт
sports car	0.759	0.696	0.669	спорттук унаа
sportsman	0.755	0.735	0.713	спортчу
sportsmanship	0.890	0.582	0.694	спорттук чеберчилик
sportswriter	0.760	0.551	0.566	спорт жазуучу
sporty	0.735	0.713	0.648	спорттук
spot	0.510	0.180	0.336	так
spotless	0.792	0.327	0.726	таза
spotlight	0.688	0.353	0.519	прожектор
spotted	0.354	0.472	0.295	такталган
spotter	0.542	0.491	0.644	спотер
spotty	0.281	0.606	0.241	тактар
spousal	0.656	0.582	0.632	жубай
spouse	0.750	0.600	0.645	жубайы
spout	0.438	0.357	0.309	түтүк
sprain	0.063	0.580	0.384	созуу
sprawl	0.600	0.596	0.672	жайылып кетүү
spray	0.438	0.410	0.333	спрей
spread	0.570	0.583	0.651	жайылуу
spreader	0.510	0.480	0.500	тараткыч
spree	0.564	0.663	0.474	шашылыш
spring	0.837	0.370	0.481	жаз
springtime	0.837	0.439	0.722	жаз мезгили
sprinkle	0.635	0.404	0.380	чачуу
sprinkler	0.510	0.434	0.473	чачыраткыч
sprinkling	0.677	0.510	0.466	чачуу
sprint	0.549	0.649	0.528	спринт
sprite	0.561	0.438	0.625	спрайт
sprout	0.582	0.565	0.443	өнүп
spruce	0.604	0.288	0.380	карагай
spud	0.403	0.423	0.349	чабык өткөрүү
spunk	0.438	0.632	0.473	эрктүү
spunky	0.646	0.879	0.755	кайраттуу
spur	0.378	0.545	0.340	шпор
spurious	0.178	0.480	0.343	жалган
spurred	0.562	0.684	0.472	түрттү
spurt	0.448	0.550	0.475	чачуу
spy	0.260	0.686	0.530	шпион
squabble	0.173	0.850	0.500	чатак
squad	0.552	0.711	0.806	отряд
squadron	0.469	0.686	0.787	эскадрон
squall	0.191	0.833	0.655	шуу
squamous	0.344	0.446	0.418	жалпак
squander	0.240	0.755	0.529	ысырап кылуу
square	0.509	0.340	0.291	чарчы
squash	0.531	0.667	0.410	сквош
squat	0.330	0.550	0.453	чөгөлөш
squatter	0.390	0.361	0.565	басып алуу
squaw	0.428	0.441	0.398	скваж
squawk	0.265	0.480	0.245	кычыратуу
squeak	0.271	0.679	0.300	кычыратуу
squeaky	0.229	0.771	0.367	кычыраган
squeal	0.250	0.731	0.375	кычыратуу
squealer	0.541	0.519	0.330	кычыраткыч
squeamish	0.176	0.656	0.453	кычыраган
squeeze	0.458	0.676	0.532	кысуу
squeezing	0.260	0.598	0.557	кысуу
squelch	0.271	0.510	0.462	басуу
squid	0.497	0.398	0.357	кальмар
squint	0.385	0.461	0.452	кысылуу
squire	0.479	0.459	0.710	сквайр
squirm	0.235	0.824	0.373	кычыратуу
squirrel	0.592	0.358	0.333	белче
squirt	0.406	0.460	0.255	чачуу
squish	0.260	0.788	0.481	кычышуу
squishy	0.516	0.333	0.307	ийкемдүү
stab	0.167	0.882	0.595	бычак
stabbed	0.031	0.875	0.431	бычакталган
stability	0.812	0.264	0.849	туруктуулук
stabilize	0.839	0.427	0.722	турукташтыруу
stabilizer	0.688	0.353	0.767	стабилизатор
stable	0.725	0.204	0.735	туруктуу
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	стек
stadium	0.635	0.679	0.611	стадион
staff	0.745	0.274	0.627	кызматкерлери
stag	0.594	0.250	0.389	бугу
stage	0.592	0.306	0.473	этап
stagecoach	0.516	0.519	0.627	машыктыруучу
stagehand	0.420	0.684	0.555	сахна чебери
stagger	0.531	0.620	0.458	тайсалдоо
staggering	0.520	0.657	0.683	таң калтыруучу
stagnant	0.300	0.500	0.208	токтоп калган
stagnation	0.276	0.324	0.396	стагнация
staid	0.385	0.290	0.634	турду
stain	0.453	0.324	0.264	тагы
stained	0.245	0.460	0.209	боёлгон
stainless	0.594	0.329	0.618	дат баспас
stair	0.375	0.354	0.345	тепкич
staircase	0.469	0.347	0.440	тепкич
stairs	0.510	0.439	0.342	тепкичтер
stairway	0.562	0.510	0.407	тепкич
stairwell	0.510	0.292	0.333	тепкич клеткасы
stake	0.406	0.608	0.460	коюм
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	эскирген
stalemate	0.296	0.354	0.267	туюк
stalk	0.436	0.272	0.395	сабагы
stalker	0.177	0.930	0.639	аңдыруучу
stall	0.370	0.245	0.292	станок
stallion	0.628	0.596	0.779	айгыр
stalls	0.582	0.378	0.451	күркөлөр
stalwart	0.812	0.430	0.691	бекем
stamina	0.664	0.694	0.877	чыдамкайлык
stamp	0.438	0.327	0.441	штамп
stampede	0.235	0.875	0.683	тепсеп
stance	0.604	0.333	0.609	позиция
stand	0.600	0.324	0.509	туруу
standard	0.673	0.143	0.605	стандарт
standardize	0.684	0.353	0.729	стандартташтыруу
standardized	0.610	0.324	0.607	стандартташтырылган
standby	0.260	0.224	0.386	жанымда бол
standing	0.604	0.317	0.425	туруу
standoff	0.333	0.840	0.558	тирешүү
standpoint	0.585	0.388	0.652	көз караш
standstill	0.441	0.203	0.500	токтоп калуу
standup	0.633	0.583	0.550	тур
stanza	0.612	0.343	0.297	строфа
staph	0.375	0.480	0.412	стаф
staple	0.542	0.306	0.438	штапель
stapler	0.370	0.264	0.394	степлер
star	0.833	0.418	0.560	жылдыз
star fruit	0.701	0.433	0.427	жылдыз жемиш
starboard	0.531	0.388	0.558	оң жак
starch	0.507	0.354	0.312	крахмал
stardom	0.844	0.786	0.689	ЖЫЛДЫЗ
stardust	0.843	0.410	0.549	жылдыз чаңы
stare	0.541	0.430	0.538	тиктөө
starfish	0.680	0.320	0.421	деңиз жылдызы
stargazing	0.802	0.461	0.709	жылдыздарды кароо
staring	0.542	0.306	0.423	тиктеп
stark	0.330	0.630	0.577	катуу
starlet	0.806	0.471	0.587	жылдыз
starlight	0.908	0.368	0.611	жылдыз жарыгы
starling	0.500	0.490	0.514	жылдыз
starry	0.438	0.643	0.434	жылдыздуу
stars	0.796	0.521	0.484	жылдыздар
starship	0.740	0.719	0.704	жылдыз кемеси
start	0.684	0.430	0.589	баштоо
starter	0.667	0.461	0.827	стартер
startle	0.276	0.817	0.417	чочутуу
startled	0.333	0.865	0.526	чочуп кетти
startling	0.750	0.768	0.830	таң калтыруучу
starvation	0.240	0.592	0.284	ачарчылык
starve	0.073	0.729	0.402	ачка калуу
starved	0.097	0.689	0.219	ачка калды
starving	0.163	0.670	0.336	ачкачылык
stash	0.344	0.630	0.361	сактоо
stat	0.479	0.460	0.395	стат
state	0.562	0.320	0.604	мамлекет
stately	0.830	0.728	0.915	улуу
statement	0.688	0.608	0.825	билдирүү
stateroom	0.653	0.380	0.441	кабинет
stateside	0.643	0.480	0.708	штаттык
statesman	0.510	0.490	0.736	мамлекеттик ишмер
static	0.297	0.250	0.366	статикалык
staticky	0.357	0.278	0.358	статикалык
statics	0.542	0.290	0.527	статика
station	0.688	0.367	0.519	станция
stationary	0.408	0.240	0.484	стационардык
stationery	0.570	0.120	0.455	канцелярдык товарлар
statistic	0.508	0.420	0.609	статистика
statistical	0.714	0.353	0.627	статистикалык
statistician	0.571	0.360	0.703	статист
stator	0.281	0.453	0.557	статор
statuary	0.561	0.281	0.500	статуар
statue	0.542	0.153	0.570	айкел
statuette	0.677	0.433	0.518	статуэтка
stature	0.470	0.353	0.664	бою
status	0.658	0.377	0.588	статусу
statute	0.592	0.330	0.673	жобо
statutory	0.510	0.376	0.539	мыйзамдуу
staunch	0.480	0.363	0.833	бекем
stave	0.417	0.333	0.424	таяк
stay	0.604	0.275	0.516	кал
stayaway	0.369	0.284	0.526	кал
stayed	0.497	0.270	0.395	калды
stays	0.633	0.363	0.564	калат
stead	0.551	0.214	0.510	ордуна
steadfast	0.771	0.433	0.800	туруктуу
steady	0.680	0.186	0.763	туруктуу
steak	0.625	0.359	0.315	стейк
steakhouse	0.802	0.379	0.547	стейкхаус
steal	0.021	0.856	0.528	уурдоо
stealing	0.086	0.913	0.455	уурдоо
stealth	0.520	0.270	0.452	уурулук
stealthily	0.763	0.294	0.458	уурданып
stealthy	0.380	0.363	0.534	уурданып
steam	0.469	0.413	0.421	буу
steamboat	0.708	0.500	0.633	БУУ кайык
steamer	0.510	0.442	0.528	пароход
steaming	0.592	0.553	0.402	буулоо
steamroller	0.396	0.567	0.667	паролик
steamship	0.469	0.490	0.569	пароход
steamy	0.479	0.538	0.445	буулуу
steel	0.521	0.420	0.714	болот
steep	0.312	0.612	0.321	тик
steeple	0.625	0.519	0.500	дубал
steer	0.469	0.490	0.527	башкаруу
steering	0.580	0.431	0.660	руль
