English Word	Valence	Arousal	Dominance	Persian Word
superstitious	0.281	0.545	0.514	خرافاتی
superstore	0.719	0.600	0.640	سوپرفروشگاه
supervise	0.698	0.555	0.889	نظارت
supervision	0.459	0.578	0.825	نظارت
supervisor	0.615	0.479	0.933	سرپرست
supper	0.708	0.429	0.552	عصرانه
suppertime	0.792	0.388	0.461	وقت شام
supplant	0.344	0.558	0.463	جایگزین کردن
supple	0.812	0.528	0.436	انعطاف پذیر
supplement	0.745	0.406	0.491	مکمل
supplemental	0.604	0.404	0.555	مکمل
supplementary	0.625	0.352	0.541	مکمل
supplication	0.469	0.570	0.309	التماس دعا
supplier	0.615	0.462	0.736	تامین کننده
supplies	0.698	0.390	0.595	تدارکات
supply	0.708	0.519	0.603	عرضه
support	0.811	0.472	0.737	پشتیبانی
supported	0.853	0.408	0.613	پشتیبانی
supporter	0.721	0.510	0.698	حامی
supporters	0.763	0.539	0.558	حامیان
supporting	0.634	0.490	0.764	حمایت می کند
supportive	0.875	0.420	0.635	حمایت کننده
suppose	0.551	0.343	0.348	فرض کنید
supposed	0.296	0.378	0.379	فرض می شود
supposing	0.449	0.451	0.357	با فرض
supposition	0.531	0.408	0.526	فرض
suppress	0.281	0.559	0.509	سرکوب کردن
suppression	0.267	0.541	0.537	سرکوب
supremacy	0.794	0.706	0.943	برتری
supreme	0.812	0.700	0.974	عالی
supremely	0.833	0.725	0.897	عالی
surcharge	0.375	0.528	0.500	اضافه شارژ
sure	0.724	0.270	0.793	مطمئن
surety	0.776	0.365	0.750	تضمینی
surf	0.847	0.650	0.500	موج سواری
surface	0.448	0.375	0.604	سطح
surfboard	0.729	0.730	0.387	تخته موج سواری
surfer	0.704	0.701	0.554	موج سوار
surge	0.449	0.684	0.500	موج
surgeon	0.500	0.598	0.793	جراح
surgery	0.286	0.769	0.600	عمل جراحي
surgical	0.327	0.696	0.723	جراحی
surly	0.221	0.469	0.493	ترسناک
surmise	0.529	0.400	0.347	حدس و گمان
surname	0.670	0.250	0.493	نام خانوادگی
surpassing	0.719	0.660	0.720	فراتر از
surplus	0.602	0.680	0.630	مازاد
surprise	0.875	0.875	0.562	تعجب
surprised	0.784	0.855	0.539	غافلگیر شدن
surprises	0.875	0.769	0.632	شگفتی ها
surprising	0.888	0.790	0.692	شگفت آور
surprisingly	0.847	0.793	0.819	به طرز شگفت انگیزی
surreal	0.550	0.529	0.670	سورئال
surrender	0.115	0.396	0.186	تسلیم شدن
surrendering	0.198	0.411	0.245	تسلیم شدن
surrogate	0.406	0.590	0.472	جانشین
surround	0.542	0.623	0.627	احاطه
surrounding	0.531	0.422	0.669	اطراف
surroundings	0.600	0.346	0.492	محیط اطراف
surveillance	0.365	0.720	0.718	نظارت
survey	0.580	0.357	0.379	نظر سنجی
surveying	0.488	0.455	0.682	نقشه برداری
surveyor	0.545	0.337	0.648	نقشه بردار
survival	0.541	0.798	0.879	بقا
survive	0.770	0.824	0.726	زنده ماندن
surviving	0.646	0.836	0.721	زنده ماندن
survivor	0.677	0.750	0.815	بازمانده
susceptibility	0.458	0.627	0.364	حساسیت
susceptible	0.438	0.449	0.304	مستعد
sushi	0.698	0.343	0.394	سوشی
suspect	0.133	0.750	0.509	مشکوک
suspected	0.173	0.755	0.452	مشکوک
suspend	0.240	0.320	0.368	تعلیق کند
suspended	0.224	0.402	0.368	معلق
suspenders	0.391	0.333	0.500	آویزها
suspense	0.286	0.775	0.402	تعلیق
suspension	0.288	0.530	0.426	تعلیق
suspicion	0.204	0.711	0.377	سوء ظن
suspicions	0.208	0.745	0.500	سوء ظن
suspicious	0.153	0.745	0.431	مشکوک
sustain	0.635	0.358	0.593	حفظ کنند
sustained	0.649	0.340	0.580	پایدار
sustenance	0.820	0.519	0.679	رزق و روزی
suture	0.240	0.510	0.510	بخیه زدن
suv	0.552	0.431	0.446	ماشین شاسی بلند
sux	0.406	0.531	0.331	سوکس
swab	0.470	0.364	0.259	سواب
swag	0.656	0.676	0.654	کوله پشتی
swagger	0.333	0.731	0.538	فحش دادن
swallow	0.466	0.608	0.436	بلع
swami	0.510	0.547	0.491	سوامی
swamp	0.245	0.425	0.235	باتلاق
swamped	0.156	0.480	0.270	باتلاق شده
swampy	0.306	0.390	0.412	باتلاقی
swan	0.781	0.225	0.357	قو
swank	0.490	0.500	0.442	سوانک
swap	0.552	0.500	0.509	مبادله
swarm	0.302	0.735	0.458	ازدحام
swarming	0.375	0.600	0.435	بستنی ندهید
swastika	0.316	0.472	0.491	سواستیکا
swat	0.380	0.694	0.571	سوات
sway	0.690	0.596	0.721	تاب خوردن
swear	0.601	0.577	0.658	سوگند
swearing	0.333	0.559	0.586	قسم خوردن
sweat	0.388	0.579	0.297	عرق
sweater	0.704	0.245	0.295	ژاکت
sweating	0.292	0.667	0.265	تعریق
sweatshirt	0.510	0.368	0.353	سویی شرت
sweatshop	0.385	0.797	0.602	عرق خوری
sweaty	0.281	0.540	0.304	عرق کرده
sweep	0.448	0.385	0.383	جارو کردن
sweeper	0.470	0.549	0.414	رفتگر
sweeping	0.344	0.431	0.355	وسیع
sweet	0.668	0.418	0.382	شیرین
sweeten	0.908	0.455	0.423	شیرین کردن
sweetened	0.940	0.461	0.398	شیرین شده
sweetener	0.670	0.333	0.330	شیرین کننده
sweetest	0.959	0.500	0.370	شیرین ترین
sweetheart	0.959	0.423	0.509	عزیزم
sweetie	0.990	0.549	0.560	عزیزم
sweetness	0.906	0.474	0.528	شیرینی
sweets	0.910	0.422	0.321	شیرینی ها
swell	0.360	0.679	0.348	متورم شدن
swelling	0.323	0.608	0.250	ورم
sweltering	0.204	0.644	0.362	متورم
swerve	0.276	0.612	0.357	منحرف شدن
swift	0.760	0.776	0.698	سریع
swiftly	0.660	0.885	0.618	به سرعت
swig	0.604	0.481	0.406	سوئیچ
swill	0.427	0.528	0.322	سول
swim	0.688	0.461	0.529	شنا کردن
swimmer	0.657	0.698	0.610	شناگر
swimming	0.760	0.559	0.524	شنا کردن
swimsuit	0.740	0.373	0.269	لباس شنا
swindle	0.122	0.740	0.439	کلاهبرداری
swindler	0.125	0.721	0.575	کلاهبردار
swine	0.340	0.519	0.277	گراز
swing	0.602	0.510	0.481	تاب خوردن
swinger	0.459	0.778	0.482	چرخاننده
swinging	0.656	0.510	0.312	تاب خوردن
swipe	0.573	0.450	0.266	کش رفتن
swirl	0.490	0.726	0.639	چرخش
swish	0.562	0.510	0.474	سوئیچ کردن
switch	0.500	0.538	0.509	تعویض
switchblade	0.357	0.596	0.528	تیغه سوئیچ
switchboard	0.571	0.519	0.558	تابلو برق
swivel	0.562	0.480	0.500	چرخشی
swollen	0.236	0.510	0.277	متورم
swoon	0.292	0.510	0.160	غمگین شدن
swoop	0.479	0.618	0.446	حرکت کردن
sword	0.438	0.653	0.713	شمشیر
swordfish	0.564	0.520	0.442	اره ماهی
swordplay	0.616	0.750	0.528	شمشیر بازی
swordsman	0.395	0.857	0.696	شمشیرزن
sycamore	0.500	0.401	0.527	چنار
syllable	0.448	0.250	0.417	هجا
syllabus	0.736	0.370	0.643	سرفصل دروس
symbiotic	0.832	0.425	0.406	همزیستی
symbol	0.643	0.388	0.527	نماد
symbolic	0.670	0.385	0.574	نمادین
symbolically	0.582	0.385	0.648	به صورت نمادین
symbolism	0.688	0.347	0.640	نمادگرایی
symbolize	0.633	0.327	0.673	نماد کردن
symmetric	0.745	0.212	0.588	متقارن
symmetrical	0.542	0.263	0.569	متقارن
symmetry	0.604	0.274	0.500	تقارن
sympathetic	0.796	0.434	0.609	دلسوز
sympathize	0.770	0.627	0.644	همدردی کردن
sympathy	0.827	0.497	0.634	ابراز همدردی
symphonic	0.775	0.545	0.566	سمفونیک
symphony	0.765	0.490	0.600	سمفونی
symposium	0.573	0.394	0.644	سمپوزیوم
symptom	0.380	0.529	0.434	علامت
symptomatic	0.367	0.434	0.491	علامت دار
synagogue	0.531	0.300	0.544	کنیسه
synapse	0.660	0.471	0.491	سیناپس
synaptic	0.573	0.553	0.622	سیناپسی
sync	0.802	0.440	0.670	همگام سازی
synchronize	0.781	0.361	0.654	همگام سازی
synchronous	0.600	0.538	0.545	همزمان
syncope	0.245	0.538	0.398	سنکوپ
syndicate	0.439	0.491	0.673	سندیکا
syndrome	0.229	0.510	0.246	سندرم
synergistic	0.571	0.550	0.547	هم افزایی
synergy	0.667	0.510	0.720	هم افزایی
synod	0.469	0.377	0.574	سینود
synonym	0.615	0.210	0.433	مترادف
synonymous	0.480	0.323	0.400	مترادف
synopsis	0.541	0.390	0.482	خلاصه
synoptic	0.561	0.510	0.596	سینوپتیک
syntax	0.531	0.346	0.559	نحو
synthesis	0.604	0.315	0.377	سنتز
synthesizer	0.500	0.410	0.592	سینت سایزر
synthetic	0.396	0.350	0.519	مصنوعی
syphilis	0.071	0.606	0.245	سیفلیس
syringe	0.250	0.680	0.330	سرنگ
syrup	0.620	0.223	0.318	شربت
system	0.615	0.346	0.764	سیستم
systematic	0.617	0.444	0.594	نظام
systematically	0.690	0.390	0.651	به صورت سیستماتیک
t-shirt	0.815	0.286	0.284	تی شرت
tab	0.594	0.208	0.308	برگه
tabasco	0.375	0.546	0.404	تاباسکو
tabby	0.510	0.426	0.387	زبانه دار
tabernacle	0.408	0.480	0.605	خیمه
table	0.551	0.170	0.284	جدول
tableau	0.531	0.302	0.321	تابلو
tablecloth	0.480	0.165	0.215	سفره رومیزی
tablespoon	0.490	0.353	0.245	قاشق سوپخوری
tablet	0.562	0.330	0.438	تبلت
tableware	0.677	0.250	0.276	ظروف غذاخوری
tabloid	0.438	0.365	0.444	تبلوید
taboo	0.198	0.794	0.482	تابو
tabular	0.438	0.330	0.462	جدولی
tabulate	0.480	0.403	0.598	جدول بندی
tabulation	0.396	0.346	0.526	جدول بندی
tachometer	0.398	0.394	0.518	سرعت سنج
tacit	0.459	0.340	0.473	ضمنی
tack	0.365	0.431	0.431	چسب
tackle	0.365	0.686	0.569	برخورد با
tackled	0.438	0.612	0.569	برخورد کرد
tackling	0.480	0.694	0.613	مقابله با
tacky	0.245	0.490	0.373	چسبناک
taco	0.561	0.353	0.277	ساندویچ مکزیکی
tact	0.550	0.417	0.417	تدبیر
tactful	0.704	0.292	0.537	با درایت
tactic	0.531	0.434	0.798	تاکتیک
tactical	0.594	0.481	0.684	تاکتیکی
tactics	0.583	0.676	0.774	تاکتیک ها
tactile	0.573	0.410	0.491	لمسی
tad	0.459	0.240	0.250	بچه
tadpole	0.350	0.434	0.218	بچه قورباغه
taffeta	0.604	0.279	0.405	تافته
taffy	0.448	0.431	0.204	تافی
tag	0.612	0.353	0.375	برچسب زدن
tail	0.480	0.272	0.293	دم
tailed	0.438	0.358	0.351	دم دار
tailgate	0.323	0.340	0.398	درب عقب
tailings	0.439	0.311	0.446	باطله
taillight	0.479	0.367	0.283	چراغ عقب
tailor	0.573	0.206	0.450	خیاط
tailoring	0.673	0.540	0.566	خیاطی
tailpipe	0.460	0.429	0.409	لوله اگزوز
taint	0.141	0.425	0.226	لکه دار کردن
take	0.828	0.537	0.348	گرفتن
takeoff	0.755	0.884	0.626	در آوردن
takeout	0.736	0.392	0.368	بیرون بردن
takeover	0.663	0.531	0.861	به عهده گرفتن
taker	0.375	0.521	0.618	گیرنده
talcum	0.500	0.196	0.291	تالک
tale	0.663	0.300	0.336	داستان
talent	0.959	0.607	0.811	استعداد
talented	0.939	0.635	0.938	با استعداد
talisman	0.704	0.542	0.642	طلسم
talk	0.833	0.346	0.594	صحبت
talkative	0.562	0.673	0.535	پرحرف
talker	0.500	0.604	0.552	سخنگو
tall	0.725	0.591	0.538	بلند قد
tallies	0.551	0.290	0.402	شمارش می کند
tallow	0.344	0.283	0.290	پی، چربی حیوانی
tally	0.542	0.420	0.518	شمارش
talon	0.344	0.569	0.475	چنگال
talons	0.320	0.698	0.525	چنگال ها
tambourine	0.622	0.548	0.348	تنبور
tame	0.560	0.604	0.642	رام کردن
tamer	0.385	0.783	0.815	رام کننده
taming	0.569	0.514	0.575	رام کردن
tamper	0.184	0.802	0.545	دستکاری کردن
tampon	0.396	0.394	0.345	تامپون
tan	0.643	0.460	0.444	برنزه
tandem	0.552	0.406	0.485	پشت سر هم
tang	0.594	0.383	0.340	زبانه
tangent	0.573	0.373	0.454	مماس
tangerine	0.571	0.271	0.395	نارنگی
tangible	0.646	0.350	0.679	محسوس
tangle	0.354	0.545	0.254	گره زدن
tangled	0.260	0.539	0.316	درهم
tango	0.622	0.560	0.430	تانگو
tank	0.431	0.454	0.634	مخزن
tank top	0.610	0.371	0.371	زیرپوش رکابی
tanker	0.520	0.647	0.713	تانکر
tanned	0.615	0.550	0.491	برنزه
tantalizing	0.525	0.788	0.625	وسوسه انگیز
tantamount	0.633	0.288	0.670	مساوی
tantrum	0.219	0.817	0.404	اوقات تلخی
taoism	0.490	0.250	0.456	تائوئیسم
tap	0.461	0.370	0.349	ضربه زدن
tape	0.531	0.277	0.254	نوار
tape measure	0.406	0.250	0.360	متر نواری
taper	0.541	0.410	0.415	مخروطی
tapering	0.344	0.380	0.237	باریک شدن
tapestry	0.520	0.176	0.362	ملیله کاری
tapeworm	0.357	0.334	0.331	کرم نواری
tapioca	0.594	0.297	0.324	تاپیوکا
taps	0.448	0.378	0.409	ضربه بزنید
tar	0.438	0.440	0.570	تار
tarantula	0.260	0.718	0.544	رتیل
tardiness	0.296	0.452	0.260	تاخیر
tardy	0.204	0.592	0.293	ترسناک
target	0.633	0.573	0.798	هدف
targeted	0.573	0.537	0.573	هدف قرار گرفته است
targeting	0.510	0.420	0.580	هدف گذاری
tariff	0.459	0.402	0.491	تعرفه
tarmac	0.357	0.302	0.398	آسفالت
tarnish	0.204	0.441	0.342	لکه دار کردن
tarot	0.479	0.422	0.430	تاروت
tarp	0.479	0.210	0.364	برزنت
tarry	0.392	0.413	0.388	درنگ
tart	0.719	0.380	0.219	تارت
tartan	0.448	0.423	0.389	تارتان
tartar	0.214	0.351	0.212	تارتار
task	0.550	0.353	0.500	وظیفه
tassel	0.552	0.330	0.307	منگوله
taste	0.802	0.406	0.465	طعم
tasteful	0.918	0.458	0.625	خوش سلیقه
tasteless	0.146	0.196	0.148	بی مزه
tasting	0.781	0.603	0.600	چشیدن
tasty	0.959	0.786	0.555	خوش طعم
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	تکه تکه کننده
tattletale	0.633	0.406	0.317	تتل افسانه
tattoo	0.490	0.602	0.525	خال کوبی
taught	0.814	0.481	0.642	تدریس
taunt	0.083	0.696	0.355	طعنه
taupe	0.406	0.340	0.386	مایل به زرد
taut	0.432	0.704	0.457	کشیده
tavern	0.516	0.577	0.475	میخانه
tawdry	0.375	0.510	0.398	خشک
tawny	0.551	0.398	0.400	قهوه ای رنگ
tax	0.260	0.481	0.534	مالیات
taxed	0.255	0.456	0.500	مشمول مالیات
taxi	0.542	0.362	0.430	تاکسی
taxicab	0.479	0.430	0.355	تاکسی
taxonomy	0.370	0.410	0.630	طبقه بندی
taxpayer	0.592	0.528	0.647	مالیات دهنده
tea	0.698	0.163	0.370	چای
teach	0.840	0.510	0.852	آموزش دهید
teacher	0.760	0.404	0.885	معلم
teaching	0.822	0.444	0.736	درس دادن
teacup	0.633	0.135	0.277	فنجان چای
teahouse	0.802	0.314	0.288	چایخانه
teal	0.540	0.293	0.321	سبز رنگ
team	0.708	0.461	0.688	تیم
teamjesus	0.673	0.453	0.536	تیم جسوس
teammate	0.865	0.449	0.660	هم تیمی
teamwork	0.918	0.490	0.773	کار گروهی
teapot	0.479	0.110	0.309	قوری
tear	0.404	0.620	0.327	اشک
tearful	0.208	0.500	0.184	اشک آور
tearsofjoy	0.926	0.740	0.455	اشک شوق
teary	0.167	0.473	0.216	اشک آور
tease	0.317	0.790	0.432	اذیت کردن
teaser	0.510	0.558	0.534	تیزر
teasing	0.235	0.725	0.352	اذیت کردن
teaspoon	0.521	0.330	0.221	قاشق چایخوری
teat	0.612	0.469	0.328	پستانک
teatime	0.847	0.159	0.339	وقت چای خوری
tech	0.684	0.491	0.732	فن آوری
technical	0.510	0.490	0.736	فنی
technicality	0.632	0.471	0.661	فنی
technician	0.592	0.510	0.713	تکنسین
technique	0.760	0.414	0.593	تکنیک
techno	0.561	0.539	0.500	تکنو
technological	0.680	0.452	0.815	تکنولوژیکی
technology	0.776	0.490	0.825	فن آوری
ted	0.712	0.453	0.336	تد
teddy bear	0.890	0.170	0.192	خرس عروسکی
tedious	0.104	0.406	0.241	خسته کننده
tedium	0.224	0.331	0.298	خسته کننده
tee	0.459	0.373	0.377	سه راهی
teeming	0.582	0.550	0.727	شلوغ
teen	0.729	0.531	0.568	نوجوان
teenager	0.781	0.593	0.527	نوجوان
teens	0.653	0.660	0.440	نوجوانان
teensy	0.520	0.427	0.347	نوجوان
teeny	0.427	0.418	0.216	نوجوان
teeth	0.520	0.388	0.427	دندان ها
teething	0.396	0.471	0.474	دندان درآوردن
teflon	0.354	0.245	0.434	تفلون
telegram	0.561	0.542	0.550	تلگرام
telegraph	0.594	0.423	0.400	تلگراف
telekinesis	0.582	0.646	0.667	تله کینزی
telemetry	0.460	0.382	0.611	تله متری
telepathic	0.602	0.490	0.642	تله پاتیک
telepathy	0.594	0.510	0.588	تله پاتی
telephone	0.694	0.520	0.425	تلفن
telescope	0.531	0.340	0.500	تلسکوپ
telescopic	0.490	0.290	0.660	تلسکوپی
telethon	0.643	0.641	0.473	تله تله
teletype	0.532	0.392	0.455	تله تایپ
televised	0.625	0.519	0.518	تلویزیونی
television	0.633	0.391	0.547	تلویزیون
tell	0.551	0.350	0.457	بگو
teller	0.500	0.395	0.443	گوینده
telling	0.719	0.441	0.527	گفتن
telltale	0.240	0.663	0.426	گویای
temp	0.490	0.440	0.314	دما
temper	0.633	0.623	0.818	خلق و خوی
tempera	0.458	0.318	0.245	مزاج
temperament	0.420	0.625	0.703	خلق و خوی
temperamental	0.316	0.774	0.608	خلق و خوی
temperance	0.500	0.294	0.639	محبت
temperate	0.469	0.394	0.593	معتدل
temperature	0.521	0.559	0.473	درجه حرارت
tempered	0.583	0.437	0.667	خنثی شده
tempest	0.245	0.843	0.653	طوفان
template	0.479	0.311	0.411	قالب
temple	0.612	0.269	0.660	معبد
tempo	0.582	0.337	0.500	سرعت
temporal	0.500	0.413	0.360	زمانی
temporarily	0.500	0.365	0.373	به طور موقت
temporary	0.458	0.415	0.324	موقت
tempt	0.210	0.677	0.500	دچار وسوسه کردن
temptation	0.365	0.817	0.560	وسوسه
tempting	0.615	0.740	0.519	وسوسه انگیز
temptress	0.427	0.787	0.667	وسوسه انگیز
ten	0.562	0.260	0.406	ده
tenable	0.741	0.412	0.636	قابل تحمل
tenacious	0.724	0.658	0.692	سر سخت
tenacity	0.740	0.657	0.889	سختی
tenancy	0.500	0.458	0.605	اجاره
tenant	0.385	0.360	0.398	مستاجر
tend	0.604	0.398	0.412	تمایل
tendency	0.684	0.500	0.675	گرایش
tender	0.630	0.520	0.509	مناقصه
tenderfoot	0.469	0.421	0.438	پا حساس
tenderness	0.949	0.276	0.367	لطافت
tending	0.622	0.556	0.594	گرايش
tendon	0.341	0.271	0.463	تاندون
tenement	0.470	0.384	0.550	اجاره نشینی
tenet	0.667	0.333	0.636	اصل
tenets	0.734	0.357	0.667	اصول
tenfold	0.469	0.418	0.500	ده برابر
tennis	0.622	0.519	0.431	تنیس
tenor	0.587	0.451	0.500	تنور
tense	0.396	0.439	0.655	زمان فعل
tensile	0.458	0.510	0.618	کششی
tension	0.304	0.810	0.529	تنش
tent	0.510	0.275	0.333	چادر
tentacle	0.370	0.559	0.398	شاخک
tentative	0.582	0.657	0.534	آزمایشی
tenth	0.510	0.349	0.382	دهم
tenths	0.406	0.294	0.284	دهم
tenuous	0.398	0.263	0.276	ضعیف
tenure	0.615	0.472	0.611	تصدی
tepee	0.500	0.337	0.373	تپه
tepid	0.337	0.327	0.237	ولرم
tequila	0.612	0.710	0.536	تکیلا
teriyaki	0.646	0.449	0.431	تریاکی
term	0.450	0.255	0.598	مدت، اصطلاح
terminal	0.316	0.434	0.483	پایانه
terminate	0.171	0.410	0.441	خاتمه دادن
termination	0.344	0.472	0.545	خاتمه دادن
terminator	0.370	0.663	0.737	نابود کننده
terminology	0.612	0.284	0.566	واژه شناسی
terminus	0.281	0.382	0.615	پایانه
termite	0.265	0.480	0.408	موریانه
terms	0.490	0.362	0.645	مقررات
tern	0.573	0.365	0.309	درنا
ternary	0.550	0.406	0.480	سه تایی
terrace	0.615	0.269	0.411	تراس
terrain	0.540	0.300	0.472	زمین
terrestrial	0.542	0.413	0.582	زمینی
terrible	0.061	0.849	0.604	وحشتناک
terribly	0.061	0.731	0.430	به طرز وحشتناکی
terrier	0.562	0.540	0.431	تریر
terrific	0.859	0.650	0.821	فوق العاده
terrified	0.090	0.902	0.387	وحشت زده
terrifies	0.083	0.923	0.500	وحشت می کند
terrify	0.052	0.889	0.509	وحشتناک کردن
terrifying	0.031	0.836	0.602	وحشتناک
territorial	0.405	0.600	0.766	سرزمینی
