English Word	Valence	Arousal	Dominance	Turkish Word
underrated	0.208	0.520	0.333	önemsenmemiş
underscore	0.375	0.275	0.306	vurgulamak
undersea	0.545	0.490	0.425	denizaltı
undersecretary	0.459	0.377	0.594	müsteşar
undersized	0.316	0.425	0.298	cılız
understaffed	0.148	0.444	0.302	yetersiz personel
understand	0.760	0.374	0.643	anlamak
understandable	0.776	0.363	0.566	anlaşılabilir
understanding	0.865	0.304	0.689	anlayış
understatement	0.347	0.480	0.473	olduğundan küçük gösterme
understood	0.780	0.441	0.686	anladım
understudy	0.378	0.402	0.420	yedeği
undertake	0.796	0.702	0.754	üstlenmek
undertaker	0.363	0.696	0.611	cenazeci
undertaking	0.667	0.530	0.696	taahhüt
undertow	0.327	0.639	0.231	alttan çekmek
underwear	0.610	0.546	0.375	iç çamaşırı
underwood	0.510	0.453	0.510	ağaç altı
underworld	0.177	0.676	0.613	yeraltı dünyası
underwrite	0.416	0.520	0.423	garanti altına almak
underwriter	0.571	0.327	0.620	sigortacı
undeserved	0.219	0.552	0.283	hak edilmemiş
undesirable	0.177	0.644	0.260	istenmeyen
undesired	0.156	0.441	0.235	istenmeyen
undetectable	0.438	0.539	0.604	tespit edilemez
undetected	0.224	0.304	0.268	tespit edilmemiş
undetermined	0.265	0.256	0.353	belirsiz
undeveloped	0.292	0.330	0.254	gelişmemiş
undignified	0.122	0.627	0.308	onursuz
undirected	0.330	0.417	0.310	yönsüz
undisclosed	0.479	0.361	0.314	açıklanmayan
undiscovered	0.438	0.347	0.261	keşfedilmemiş
undisputed	0.646	0.588	0.673	tartışmasız
undisturbed	0.725	0.287	0.434	rahatsız edilmemiş
undivided	0.510	0.380	0.490	bölünmemiş
undo	0.365	0.444	0.349	geri alma
undoing	0.219	0.452	0.298	geri almak
undoubted	0.592	0.461	0.740	şüphesiz
undress	0.438	0.900	0.336	soyunmak
undressed	0.375	0.755	0.356	soyunmuş
undue	0.156	0.573	0.318	gereksiz
undying	0.708	0.500	0.773	ölümsüz
unearned	0.177	0.340	0.213	kazanılmamış
unearth	0.427	0.635	0.545	ortaya çıkarmak
uneasiness	0.190	0.798	0.241	huzursuzluk
uneasy	0.115	0.598	0.349	huzursuz
uneducated	0.177	0.350	0.246	eğitimsiz
unemployed	0.094	0.481	0.230	işsiz
unemployment	0.094	0.400	0.297	işsizlik
unencumbered	0.604	0.280	0.472	engelsiz
unending	0.385	0.519	0.454	bitmeyen
unequal	0.118	0.433	0.202	eşit olmayan
unequalled	0.562	0.470	0.769	eşsiz
unequivocal	0.604	0.415	0.615	açık
unequivocally	0.521	0.668	0.554	kesin olarak
unethical	0.104	0.433	0.269	etik olmayan
uneven	0.125	0.457	0.240	düzensiz
uneventful	0.510	0.343	0.410	olaysız
unexpected	0.500	0.720	0.333	beklenmedik
unexpectedly	0.354	0.759	0.462	beklenmedik bir şekilde
unexplainable	0.260	0.448	0.610	açıklanamaz
unexplained	0.271	0.531	0.349	açıklanamayan
unexplored	0.401	0.640	0.388	keşfedilmemiş
unfailing	0.625	0.635	0.594	şaşmaz
unfair	0.173	0.472	0.190	haksız
unfairness	0.170	0.817	0.336	adaletsizlik
unfaithful	0.031	0.806	0.298	vefasız
unfamiliar	0.219	0.558	0.273	tanıdık olmayan
unfavorable	0.133	0.450	0.232	olumsuz
unfeeling	0.235	0.377	0.345	duygusuz
unfettered	0.569	0.650	0.586	serbest
unfinished	0.188	0.368	0.264	bitmemiş
unfit	0.250	0.368	0.185	uygun olmayan
unflinching	0.667	0.606	0.882	korkusuz
unfold	0.612	0.510	0.520	açılmak
unfollow	0.281	0.337	0.293	takibi bırak
unforeseen	0.255	0.714	0.500	öngörülemeyen
unforgettable	0.833	0.561	0.660	unutulmaz
unforgivable	0.276	0.743	0.490	affedilmez
unforgiving	0.406	0.630	0.793	affetmez
unfortunate	0.073	0.487	0.195	talihsiz
unfortunately	0.104	0.494	0.281	maalesef
unfounded	0.271	0.520	0.410	asılsız
unfreeze	0.458	0.297	0.375	çözmek
unfriendly	0.173	0.670	0.458	düşmanca
unfulfilled	0.184	0.426	0.268	yerine getirilmemiş
unfurnished	0.316	0.333	0.272	mobilyasız
unglued	0.378	0.446	0.352	yapıştırılmamış
ungodly	0.296	0.423	0.388	tanrısız
ungrateful	0.219	0.461	0.275	nankör
unguarded	0.156	0.578	0.205	korumasız
unhand	0.406	0.360	0.361	elden çıkarmak
unhappiness	0.083	0.630	0.222	mutsuzluk
unhappy	0.112	0.500	0.155	mutsuz
unharmed	0.740	0.378	0.491	zarar görmemiş
unhealthy	0.115	0.549	0.214	sağlıksız
unheard	0.344	0.539	0.500	duyulmamış
unhelpful	0.104	0.320	0.118	yararsız
unhindered	0.729	0.441	0.725	engelsiz
unholy	0.327	0.560	0.445	kutsal olmayan
unhook	0.375	0.592	0.310	kancayı çözmek
unicorn	0.776	0.510	0.480	tek boynuzlu at
unidentified	0.385	0.361	0.199	tanımlanamayan
unification	0.688	0.345	0.788	birleşme
unified	0.729	0.439	0.764	birleşik
uniform	0.570	0.245	0.655	üniforma
uniformed	0.469	0.519	0.589	üniformalı
uniformity	0.745	0.353	0.538	tekdüzelik
uniformly	0.625	0.333	0.704	tekdüze
unimaginable	0.573	0.634	0.589	düşünülemez
unimpeachable	0.684	0.550	0.784	kusursuz
unimpeached	0.458	0.335	0.433	suçsuz
unimportant	0.281	0.240	0.175	önemsiz
unimpressed	0.198	0.302	0.327	etkilenmemiş
unimproved	0.163	0.377	0.144	gelişmemiş
uninfected	0.688	0.304	0.389	enfekte olmayan
uninformed	0.156	0.370	0.182	bilgisiz
uninhabited	0.301	0.230	0.221	ıssız
uninitiated	0.271	0.288	0.288	deneyimsiz
uninspired	0.163	0.243	0.260	yavan
unintelligible	0.208	0.472	0.283	anlaşılmaz
unintended	0.438	0.385	0.349	istenmeyen
unintentional	0.333	0.538	0.306	kasıtsız
unintentionally	0.460	0.490	0.286	istemeden
uninterested	0.365	0.240	0.328	ilgisiz
uninteresting	0.153	0.235	0.228	ilginç olmayan
uninterrupted	0.500	0.434	0.527	kesintisiz
uninvited	0.090	0.385	0.307	davetsiz
union	0.854	0.226	0.766	Birlik
unique	0.823	0.347	0.661	benzersiz
unisex	0.492	0.417	0.417	uniseks
unison	0.510	0.439	0.583	uyum
unit	0.562	0.235	0.578	birim
unitary	0.531	0.239	0.641	üniter
unite	0.781	0.375	0.610	birleştirmek
united	0.781	0.431	0.783	Birleşik
unity	0.837	0.288	0.658	birlik
universal	0.802	0.417	0.833	evrensel
universality	0.796	0.410	0.840	evrensellik
universe	0.694	0.454	0.839	Evren
university	0.735	0.574	0.741	Üniversite
unjust	0.115	0.625	0.278	haksız
unjustifiable	0.115	0.596	0.394	haksız
unjustified	0.288	0.541	0.314	haksız
unkind	0.135	0.409	0.310	kaba
unknowable	0.347	0.540	0.396	bilinemez
unknown	0.357	0.450	0.204	Bilinmeyen
unlawful	0.094	0.759	0.402	yasa dışı
unleash	0.479	0.775	0.559	salmak
unlicensed	0.306	0.574	0.196	lisanssız
unlike	0.439	0.439	0.418	farklı
unlikely	0.271	0.293	0.245	olası olmayan
unlimited	0.750	0.623	0.679	sınırsız
unlisted	0.365	0.265	0.218	liste dışı
unload	0.656	0.639	0.573	boşaltmak
unloaded	0.469	0.380	0.331	yüksüz
unlock	0.582	0.442	0.592	Kilidini aç
unlucky	0.073	0.395	0.198	şanssız
unmanageable	0.177	0.666	0.482	yönetilemez
unmanned	0.235	0.441	0.324	insansız
unmarked	0.416	0.294	0.433	işaretsiz
unmarried	0.438	0.480	0.545	bekar
unmask	0.323	0.690	0.520	maskesini düşürmek
unmatched	0.776	0.536	0.771	eşsiz
unmistakable	0.602	0.571	0.765	kusursuz
unmitigated	0.649	0.427	0.422	hafifletilmemiş
unmoved	0.184	0.355	0.360	hareketsiz
unnamed	0.316	0.189	0.284	isimsiz
unnatural	0.153	0.587	0.434	doğal olmayan
unnecessary	0.219	0.358	0.190	gereksiz
unneeded	0.177	0.375	0.245	gereksiz
unnoticed	0.302	0.440	0.260	fark edilmeden
unnumbered	0.406	0.255	0.331	numarasız
unobserved	0.398	0.255	0.257	gözlemlenmemiş
unobstructed	0.583	0.440	0.573	engelsiz
unobtrusive	0.447	0.327	0.402	göze batmayan
unoccupied	0.258	0.245	0.412	boş
unofficial	0.260	0.302	0.255	gayri resmi
unopened	0.542	0.340	0.265	açılmamış
unopposed	0.615	0.375	0.537	rakipsiz
unordered	0.224	0.482	0.190	sırasız
unorganised	0.250	0.500	0.212	örgütlenmemiş
unorganized	0.260	0.657	0.173	örgütlenmemiş
unorthodox	0.340	0.480	0.441	Geleneklere uymayan
unpack	0.531	0.528	0.445	paketini açmak
unpaid	0.300	0.413	0.365	ödenmemiş
unparalleled	0.708	0.306	0.538	benzersiz
unpleasant	0.122	0.612	0.185	hoş olmayan
unpleasantness	0.062	0.724	0.264	tatsızlık
unplug	0.239	0.441	0.404	fişini çekmek
unplugged	0.367	0.375	0.318	fişsiz
unpopular	0.073	0.441	0.164	popüler olmayan
unprecedented	0.500	0.491	0.658	benzeri görülmemiş
unpredictable	0.429	0.769	0.515	öngörülemeyen
unprepared	0.204	0.450	0.152	hazırlıksız
unpretentious	0.510	0.296	0.410	iddiasız
unproductive	0.100	0.324	0.237	verimsiz
unprofessional	0.042	0.370	0.170	profesyonel olmayan
unprofitable	0.163	0.376	0.217	kârsız
unprotected	0.150	0.582	0.197	korumasız
unproven	0.296	0.427	0.216	kanıtlanmamış
unprovoked	0.565	0.327	0.385	kışkırtılmamış
unpublished	0.406	0.480	0.481	yayınlanmamış
unpunished	0.292	0.594	0.519	cezasız
unqualified	0.170	0.433	0.173	vasıfsız
unquestionable	0.469	0.450	0.843	tartışılmaz
unquestionably	0.500	0.630	0.750	tartışmasız
unquestioned	0.562	0.509	0.746	sorgulanmamış
unquote	0.388	0.363	0.517	alıntıyı kaldırmak
unravel	0.378	0.598	0.455	çözmek
unreachable	0.208	0.679	0.557	ulaşılamaz
unread	0.458	0.240	0.214	okunmamış
unreal	0.173	0.431	0.296	gerçek dışı
unrealistic	0.229	0.500	0.245	gerçekçi olmayan
unreasonable	0.115	0.702	0.264	mantıksız
unrecorded	0.241	0.351	0.350	kaydedilmemiş
unregistered	0.255	0.337	0.266	kayıtsız
unregulated	0.344	0.454	0.421	düzenlenmemiş
unrelated	0.302	0.270	0.264	alakasız
unrelenting	0.500	0.790	0.875	acımasız
unreliable	0.108	0.480	0.240	güvenilmez
unremarkable	0.271	0.155	0.230	dikkat çekici olmayan
unrepentant	0.240	0.445	0.413	pişmanlık duymayan
unrequited	0.143	0.441	0.179	karşılıksız
unresolved	0.135	0.441	0.173	çözülmemiş
unresponsive	0.108	0.282	0.244	tepkisiz
unrest	0.102	0.577	0.231	huzursuzluk
unrestrained	0.385	0.775	0.627	sınırsız
unrestricted	0.698	0.458	0.644	sınırsız
unromantic	0.208	0.316	0.307	romantik olmayan
unruly	0.240	0.745	0.547	asi
unsafe	0.115	0.562	0.147	güvensiz
unsanitary	0.063	0.592	0.269	sağlıksız
unsatisfactory	0.122	0.520	0.189	yetersiz
unsatisfied	0.200	0.547	0.241	tatminsiz
unsavory	0.071	0.637	0.353	tatsız
unscathed	0.625	0.308	0.611	hasarsız
unscheduled	0.312	0.436	0.300	programsız
unscientific	0.396	0.317	0.321	bilim dışı
unscrew	0.333	0.462	0.396	sökmek
unscrupulous	0.094	0.727	0.465	vicdansız
unseat	0.229	0.500	0.312	koltuğunu kırmak
unseen	0.427	0.351	0.421	görünmeyen
unselfish	0.615	0.353	0.377	bencil olmayan
unsettled	0.208	0.647	0.170	huzursuz
unsightly	0.226	0.559	0.373	çirkin
unsolicited	0.094	0.339	0.280	istenmeyen
unsolved	0.146	0.390	0.235	çözülmemiş
unsophisticated	0.327	0.491	0.339	basit
unsound	0.146	0.222	0.272	sağlam olmayan
unspeakable	0.327	0.567	0.393	tarif edilemez
unspecified	0.240	0.365	0.165	belirtilmemiş
unspoken	0.177	0.260	0.208	konuşulmayan
unstable	0.167	0.587	0.150	dengesiz
unsteady	0.122	0.500	0.190	kararsız
unstoppable	0.625	0.887	0.862	durdurulamaz
unsuccessful	0.140	0.318	0.106	başarısız
unsuitable	0.188	0.528	0.300	uygun olmayan
unsung	0.296	0.330	0.314	söylenmemiş
unsupervised	0.478	0.481	0.442	denetimsiz
unsupported	0.260	0.450	0.221	desteklenmeyen
unsure	0.143	0.580	0.217	emin değilim
unsurpassed	0.694	0.569	0.798	eşsiz
unsuspecting	0.302	0.509	0.413	şüphe duymayan
unsustainable	0.255	0.650	0.406	sürdürülemez
unsweetened	0.396	0.263	0.300	şekersiz
unsympathetic	0.163	0.620	0.281	anlayışsız
untamed	0.429	0.778	0.709	evcilleşmemiş
untenable	0.143	0.637	0.425	savunulamaz
untested	0.302	0.296	0.348	denenmemiş
unthinkable	0.365	0.480	0.481	düşünülemez
untidy	0.106	0.610	0.254	Düzensiz
untie	0.542	0.463	0.472	çözmek
untimely	0.245	0.676	0.233	zamansız
untitled	0.213	0.240	0.240	isimsiz
untold	0.240	0.367	0.191	anlatılmamış
untouchable	0.490	0.602	0.683	dokunulmaz
untouched	0.531	0.276	0.600	el değmemiş
untoward	0.122	0.555	0.291	hoş olmayan
untraceable	0.321	0.674	0.574	izlenemez
untrained	0.149	0.529	0.282	eğitimsiz
untranslated	0.271	0.188	0.264	tercüme edilmemiş
untroubled	0.750	0.213	0.653	sorunsuz
untrue	0.031	0.500	0.188	doğru olmayan
untrustworthy	0.097	0.449	0.287	güvenilmez
unturned	0.312	0.255	0.316	çevrilmemiş
unused	0.344	0.231	0.234	kullanılmamış
unusual	0.429	0.433	0.361	olağan dışı
unusually	0.385	0.406	0.358	alışılmadık şekilde
unutterable	0.406	0.592	0.538	anlatılmaz
unveil	0.439	0.442	0.562	ortaya çıkarmak
unveiling	0.569	0.570	0.675	açılış
unverified	0.214	0.365	0.180	doğrulanmamış
unwanted	0.177	0.546	0.205	istenmeyen
unwarranted	0.091	0.500	0.345	haksız
unwary	0.286	0.417	0.402	dikkatsiz
unwashed	0.365	0.427	0.360	yıkanmamış
unwavering	0.740	0.630	0.858	sarsılmaz
unwed	0.541	0.595	0.459	evlenmemiş
unwelcome	0.115	0.480	0.269	istenmeyen
unwell	0.143	0.640	0.221	hasta
unwilling	0.302	0.316	0.179	isteksiz
unwillingly	0.204	0.548	0.182	isteksizce
unwillingness	0.204	0.311	0.113	isteksizlik
unwind	0.837	0.181	0.394	gevşemek
unwise	0.141	0.610	0.304	makul olmayan
unwitting	0.260	0.526	0.344	bilinçsiz
unwittingly	0.312	0.510	0.264	farkında olmadan
unworthy	0.194	0.433	0.226	değersiz
unwrap	0.604	0.491	0.557	paketini açmak
unwritten	0.367	0.384	0.272	yazılmamış
unyielding	0.367	0.806	0.738	boyun eğmez
unzip	0.378	0.520	0.538	sıkıştırmayı açmak
upbeat	0.878	0.531	0.802	iyimser
upbringing	0.677	0.490	0.600	yetiştirme
upcoming	0.688	0.460	0.550	yaklaşan
update	0.698	0.535	0.802	Güncelleme
upgrade	0.786	0.500	0.670	Yükselt
upheaval	0.290	0.830	0.570	ayaklanma
uphill	0.396	0.723	0.572	yokuş yukarı
uphold	0.698	0.321	0.561	desteklemek
upholstery	0.592	0.270	0.386	döşeme
upkeep	0.590	0.442	0.685	bakım
upland	0.719	0.578	0.607	yayla
uplands	0.615	0.471	0.577	yaylalar
uplift	0.656	0.779	0.771	yükselmek
uplifting	0.771	0.548	0.605	canlandırıcı
uplink	0.544	0.510	0.595	yukarı bağlantı
upload	0.638	0.683	0.696	yüklemek
upper	0.740	0.529	0.868	üst
uppercut	0.410	0.600	0.550	aparkat
uppity	0.465	0.546	0.417	kibir
upright	0.667	0.373	0.600	dik
uprising	0.561	0.777	0.704	ayaklanma
uproar	0.271	0.902	0.462	gürültü
upscale	0.698	0.526	0.846	lüks
upset	0.071	0.680	0.330	üzgün
upshot	0.693	0.490	0.716	sonuç
upstairs	0.663	0.408	0.645	üst katta
upstanding	0.851	0.390	0.708	dürüst
upstart	0.449	0.500	0.455	sonradan görme
uptight	0.184	0.716	0.333	gergin
upward	0.792	0.481	0.620	yukarı
upwards	0.724	0.439	0.638	yukarı
uranium	0.375	0.580	0.490	uranyum
urban	0.561	0.528	0.644	kentsel
urchin	0.417	0.510	0.373	kestanesi
urge	0.418	0.680	0.653	dürtü
urgency	0.429	0.908	0.543	aciliyet
urgent	0.327	0.918	0.623	acil
urinal	0.214	0.510	0.306	pisuar
urinalysis	0.344	0.532	0.398	idrar tahlili
urinate	0.360	0.500	0.353	idrar yapmak
urination	0.271	0.441	0.232	idrara çıkma
urine	0.375	0.361	0.169	idrar
urn	0.194	0.520	0.295	kavanoz
usable	0.812	0.455	0.611	kullanılabilir
usage	0.646	0.360	0.426	kullanım
use	0.438	0.358	0.409	kullanmak
used	0.354	0.306	0.287	Kullanılmış
useful	0.833	0.411	0.726	kullanışlı
usefully	0.650	0.481	0.760	faydalı
usefulness	0.806	0.519	0.741	kullanışlılık
useless	0.052	0.342	0.184	Faydasız
user	0.629	0.347	0.442	kullanıcı
usher	0.521	0.440	0.519	yer gösterici
usual	0.625	0.221	0.400	her zamanki
usurp	0.125	0.818	0.433	gasp etmek
usurped	0.292	0.780	0.438	gasp edilmiş
usury	0.344	0.679	0.430	tefecilik
utensil	0.573	0.279	0.383	kap
uterus	0.551	0.420	0.510	rahim
utilitarian	0.427	0.363	0.639	faydacı
utility	0.622	0.400	0.704	Yarar
utilization	0.562	0.469	0.706	kullanım
utilize	0.694	0.445	0.545	faydalanmak
utmost	0.719	0.740	0.858	son derece
utopian	0.542	0.327	0.552	ütopik
utter	0.531	0.422	0.549	söylemek
utterance	0.542	0.640	0.704	ifade
utterly	0.633	0.440	0.673	tamamen
vacancy	0.643	0.311	0.418	boşluk
vacant	0.578	0.220	0.464	boş
vacate	0.357	0.490	0.397	boşaltmak
vacation	0.840	0.490	0.598	tatil
vaccination	0.530	0.578	0.621	aşı
vaccine	0.500	0.520	0.555	aşı
vacuolar	0.439	0.370	0.439	vakumlu
vacuole	0.490	0.406	0.481	boşluk
vacuous	0.354	0.267	0.304	boş
vacuum	0.327	0.196	0.134	vakum
vagabond	0.384	0.531	0.144	serseri
vagina	0.551	0.870	0.500	vajina
vaginal	0.449	0.765	0.420	vajinal
vagrancy	0.219	0.567	0.277	serserilik
vagrant	0.265	0.548	0.250	serseri
vague	0.271	0.335	0.083	başıboş dolaşmak
vagueness	0.150	0.324	0.221	belirsizlik
vainly	0.365	0.283	0.169	boşuna
valance	0.424	0.286	0.371	saçak
vale	0.592	0.276	0.387	vadi
valedictorian	0.500	0.490	0.594	birinci sınıf birincisi
valentine	0.888	0.615	0.510	sevgili
valet	0.635	0.406	0.389	vale
valiant	0.880	0.745	0.904	yiğit
valid	0.693	0.353	0.565	geçerli
validate	0.760	0.431	0.745	doğrulamak
validation	0.655	0.460	0.720	doğrulama
validity	0.646	0.470	0.706	geçerlilik
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	vadi
valor	0.833	0.442	0.763	cesaret
valuable	0.899	0.547	0.798	değerli
valuables	0.790	0.625	0.759	değerli eşyalar
valuation	0.615	0.480	0.795	değerleme
value	0.875	0.582	0.802	değer
valve	0.323	0.363	0.471	kapak
vamoose	0.459	0.455	0.389	vamoz
vamp	0.310	0.794	0.566	vampir
vampire	0.271	0.802	0.545	vampir
van	0.561	0.378	0.425	kamyonet
vandal	0.135	0.792	0.473	Vandal
vandalism	0.083	0.904	0.509	vandalizm
vane	0.561	0.280	0.231	kanat
vanguard	0.693	0.640	0.780	öncü
vanilla	0.706	0.216	0.284	vanilya
vanish	0.236	0.480	0.347	yok olmak
vanished	0.208	0.566	0.255	ortadan kayboldu
vanishing	0.292	0.550	0.322	kaybolan
vanity	0.260	0.540	0.439	gösteriş
vanquish	0.708	0.760	0.804	yenmek
vanquished	0.496	0.529	0.176	mağlup
vanquishing	0.600	0.748	0.764	mağlup
vantage	0.740	0.632	0.788	bakış açısı
vapor	0.510	0.358	0.318	buhar
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	değişken
variance	0.540	0.405	0.509	varyans
variation	0.635	0.561	0.406	varyasyon
variations	0.458	0.548	0.353	varyasyonlar
varicella	0.184	0.593	0.314	suçiçeği
varicose	0.235	0.462	0.368	varis
varied	0.604	0.701	0.472	çeşitli
variegated	0.398	0.549	0.406	alacalı
variety	0.714	0.472	0.598	Çeşitlilik
various	0.500	0.296	0.342	çeşitli
varmint	0.417	0.500	0.411	haşere
varnish	0.448	0.353	0.361	vernik
varsity	0.710	0.594	0.670	üniversite
vary	0.521	0.373	0.413	çeşitli
varying	0.552	0.471	0.385	değişen
vascular	0.516	0.451	0.627	damar
vase	0.638	0.225	0.215	vazo
vasectomy	0.208	0.663	0.431	vazektomi
vassal	0.417	0.525	0.196	vasal
vast	0.520	0.535	0.545	büyüklük
vat	0.333	0.491	0.509	KDV
vaudeville	0.490	0.471	0.472	vodvil
vault	0.490	0.378	0.644	kasa
vaulted	0.417	0.460	0.542	tonozlu
vaulting	0.510	0.323	0.520	atlama
veal	0.438	0.337	0.410	dana eti
vector	0.538	0.308	0.482	vektör
veer	0.469	0.430	0.338	saptırmak
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	sebze
vegetarian	0.562	0.255	0.407	vejetaryen
vegetarianism	0.510	0.269	0.407	vejetaryenlik
vegetation	0.740	0.177	0.500	bitki örtüsü
vegetative	0.500	0.270	0.351	bitkisel
veggie	0.602	0.245	0.409	sebze
vehement	0.500	0.500	0.575	şiddetli
vehicle	0.641	0.565	0.500	araç
veil	0.500	0.235	0.415	duvak
veiled	0.370	0.317	0.324	örtülü
vein	0.347	0.373	0.318	damar
veined	0.487	0.459	0.294	damarlı
vellum	0.500	0.349	0.321	parşömen
velocity	0.673	0.769	0.783	hız
velour	0.670	0.292	0.412	kadife
velvet	0.663	0.226	0.304	kadife
velvety	0.677	0.343	0.493	kadifemsi
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	kan davası
vending	0.417	0.565	0.549	otomat
vendor	0.541	0.541	0.627	SATICI
veneer	0.490	0.265	0.289	kaplama
venerable	0.708	0.369	0.600	saygıdeğer
veneration	0.745	0.650	0.712	saygı
venereal	0.302	0.654	0.424	zührevi
venetian	0.633	0.373	0.464	Venedik
vengeance	0.103	0.927	0.719	intikam
vengeful	0.150	0.840	0.561	intikamcı
venison	0.510	0.422	0.296	Geyik eti
venom	0.125	0.770	0.491	zehir
venomous	0.159	0.841	0.636	zehirli
venous	0.406	0.571	0.453	venöz
vent	0.479	0.519	0.529	havalandırma
ventilation	0.719	0.451	0.568	havalandırma
ventilator	0.471	0.353	0.344	vantilatör
venting	0.375	0.388	0.418	havalandırma
ventricle	0.520	0.387	0.464	karıncık
ventricular	0.440	0.549	0.475	karıncık
ventriloquist	0.552	0.600	0.526	vantrilok
venture	0.893	0.810	0.644	girişim
venue	0.727	0.316	0.395	mekan
veracity	0.735	0.724	0.798	doğruluk
veranda	0.743	0.343	0.439	veranda
verb	0.582	0.312	0.414	fiil
verbal	0.520	0.291	0.562	sözlü
verbatim	0.562	0.255	0.574	kelimesi kelimesine
verbiage	0.429	0.560	0.535	şişirme
verbose	0.439	0.480	0.635	ayrıntılı
verbosity	0.300	0.491	0.451	ayrıntı
verdant	0.600	0.260	0.389	yemyeşil
verdict	0.325	0.689	0.800	karar
verge	0.500	0.337	0.305	sınır
verification	0.750	0.276	0.642	doğrulama
verified	0.781	0.367	0.677	doğrulandı
verify	0.761	0.481	0.704	Doğrulayın
verily	0.713	0.351	0.585	gerçekten
veritable	0.794	0.330	0.759	gerçek
vermin	0.167	0.712	0.385	haşarat
vermouth	0.503	0.480	0.425	Vermut
vernacular	0.479	0.453	0.615	yerel
vernal	0.553	0.402	0.451	ilkbahar
veronica	0.594	0.399	0.402	veronika
versatile	0.906	0.625	0.714	çok yönlü
versatility	0.878	0.585	0.750	çok yönlülük
verse	0.667	0.269	0.336	ayet
version	0.604	0.423	0.538	versiyon
versus	0.310	0.500	0.447	karşı
vert	0.490	0.375	0.434	dikey
vertebra	0.427	0.330	0.532	omur
vertebral	0.308	0.434	0.525	omur
vertex	0.316	0.510	0.491	köşe
vertical	0.520	0.387	0.492	dikey
vertically	0.534	0.385	0.545	dikey olarak
vertigo	0.292	0.655	0.445	baş dönmesi
verve	0.724	0.840	0.693	coşku
very negative	0.062	0.521	0.148	çok olumsuz
very positive	1.000	0.551	0.825	çok pozitif
veryangry	0.323	0.714	0.527	çok kızgın
vesicle	0.359	0.509	0.379	kesecik
vesicular	0.214	0.440	0.483	veziküler
vessel	0.490	0.398	0.538	gemi
vest	0.667	0.380	0.371	yelek
vested	0.663	0.415	0.648	kazanılmış
vestibule	0.541	0.385	0.422	antre
vestige	0.562	0.470	0.454	kalıntı
vet	0.531	0.400	0.644	Veteriner
veteran	0.560	0.431	0.759	kıdemli
veterinarian	0.582	0.418	0.542	Veteriner hekim
veterinary	0.656	0.450	0.603	Veteriner
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	sinirli
viability	0.776	0.500	0.684	canlılık
viable	0.656	0.320	0.667	canlı
viaduct	0.420	0.440	0.662	viyadük
vial	0.594	0.346	0.445	şişe
vibe	0.710	0.480	0.517	belirli bir his
vibes	0.635	0.688	0.574	vibrafon
