English Word	Valence	Arousal	Dominance	French Word
specialty	0.724	0.479	0.783	spécialité
specie	0.583	0.471	0.650	espèces
species	0.561	0.330	0.645	espèces
specific	0.656	0.388	0.691	spécifique
specification	0.552	0.479	0.602	spécification
specify	0.656	0.405	0.600	spécifier
specimen	0.531	0.444	0.568	spécimen
speck	0.418	0.245	0.343	grain
speckled	0.449	0.263	0.254	tacheté
specs	0.540	0.398	0.618	spécifications
spectacle	0.812	0.745	0.762	spectacle
spectacles	0.816	0.775	0.648	lunettes
spectacular	0.947	0.740	0.887	spectaculaire
spectator	0.694	0.560	0.667	spectateur
specter	0.265	0.723	0.540	spectre
spectral	0.430	0.667	0.500	spectral
spectrometer	0.500	0.452	0.490	spectromètre
spectrophotometer	0.500	0.484	0.500	spectrophotomètre
spectroscopy	0.470	0.541	0.570	spectroscopie
spectrum	0.312	0.700	0.527	spectre
speculate	0.398	0.602	0.553	spéculer
speculation	0.325	0.683	0.394	spéculation
speculative	0.276	0.591	0.464	spéculatif
speculum	0.417	0.469	0.433	spéculum
speech	0.656	0.470	0.688	parole
speechless	0.459	0.320	0.315	muet
speed	0.719	0.849	0.658	la rapidité
speedboat	0.635	0.858	0.612	vedette
speedily	0.688	0.740	0.665	rapidement
speeding	0.438	0.908	0.645	excès de vitesse
speedometer	0.427	0.549	0.579	compteur de vitesse
speedway	0.667	0.519	0.416	autoroute
speedy	0.625	0.625	0.793	rapide
spell	0.385	0.380	0.368	sort
spellbound	0.531	0.647	0.387	envoûté
spelling	0.594	0.357	0.398	orthographe
spencer	0.510	0.394	0.367	Spencer
spend	0.672	0.745	0.429	dépenser
spender	0.312	0.692	0.377	dépensier
spending	0.333	0.556	0.330	dépenses
spent	0.296	0.296	0.263	dépensé
sperm	0.396	0.706	0.453	sperme
spew	0.260	0.651	0.573	vomir
sphere	0.633	0.277	0.500	sphère
spherical	0.550	0.308	0.500	sphérique
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	épicer
spice	0.594	0.439	0.384	pimenter
spicy	0.440	0.733	0.610	épicé
spider	0.229	0.569	0.430	araignée
spiders	0.260	0.696	0.368	araignées
spiffy	0.615	0.582	0.470	chic
spigot	0.380	0.346	0.423	robinet
spike	0.382	0.510	0.408	pic
spiked	0.281	0.613	0.407	dopé
spiky	0.284	0.657	0.587	pointu
spill	0.408	0.633	0.456	répandre
spillin	0.375	0.500	0.362	renverser
spin	0.551	0.422	0.345	tournoyer
spinach	0.583	0.200	0.368	épinard
spinal	0.312	0.491	0.296	spinal
spindle	0.552	0.410	0.360	broche
spine	0.495	0.461	0.600	la colonne vertébrale
spineless	0.344	0.387	0.321	mou
spinner	0.458	0.593	0.471	fileur
spinning	0.594	0.610	0.481	filage
spinster	0.357	0.368	0.345	vieille fille
spiny	0.167	0.639	0.528	épineux
spiral	0.490	0.624	0.361	spirale
spire	0.354	0.358	0.389	flèche
spirit	0.786	0.370	0.621	esprit
spirited	0.854	0.587	0.734	fougueux
spirits	0.583	0.847	0.545	esprits
spiritual	0.938	0.327	0.564	spirituel
spirituality	0.865	0.281	0.667	spiritualité
spit	0.149	0.545	0.436	cracher
spite	0.080	0.600	0.317	dépit
spiteful	0.073	0.710	0.330	malveillant
spitfire	0.233	0.623	0.566	cracheur de feu
spittoon	0.276	0.426	0.280	crachoir
splash	0.521	0.412	0.281	éclaboussure
splat	0.510	0.433	0.385	éclabousser
splatter	0.312	0.596	0.352	éclabousser
spleen	0.448	0.255	0.396	rate
splendid	0.896	0.740	0.810	splendide
splendor	0.927	0.612	0.850	splendeur
splice	0.386	0.460	0.377	épissure
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	éclisse
splinter	0.136	0.422	0.325	éclat
split	0.344	0.618	0.410	diviser
splitting	0.188	0.598	0.375	scission
splurge	0.365	0.481	0.542	faire des folies
spoil	0.146	0.723	0.328	gâcher
spoiler	0.347	0.527	0.380	divulgacher
spoiling	0.135	0.678	0.306	gâcher
spoils	0.388	0.760	0.481	butin
spoke	0.635	0.433	0.483	parlait
spoken	0.551	0.363	0.545	parlé
spokesman	0.720	0.480	0.611	porte-parole
spokesperson	0.573	0.453	0.615	porte-parole
sponge	0.551	0.192	0.219	éponge
spongy	0.469	0.324	0.344	spongieux
sponsor	0.729	0.537	0.800	parrainer
sponsorship	0.854	0.608	0.696	parrainage
spontaneity	0.817	0.698	0.655	spontanéité
spontaneous	0.780	0.578	0.655	spontané
spoof	0.490	0.594	0.381	parodie
spook	0.327	0.887	0.322	effrayer
spooky	0.104	0.858	0.380	effrayant
spool	0.397	0.389	0.312	bobine
spoon	0.479	0.236	0.259	cuillère
spoonful	0.582	0.208	0.308	cuillerée
sporadic	0.333	0.394	0.500	sporadique
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	sport
sporting	0.917	0.656	0.675	sportif
sports	0.833	0.683	0.587	des sports
sports car	0.759	0.696	0.669	voiture de sport
sportsman	0.755	0.735	0.713	sportif
sportsmanship	0.890	0.582	0.694	esprit sportif
sportswriter	0.760	0.551	0.566	journaliste sportif
sporty	0.735	0.713	0.648	sportif
spot	0.510	0.180	0.336	endroit
spotless	0.792	0.327	0.726	impeccable
spotlight	0.688	0.353	0.519	projecteur
spotted	0.354	0.472	0.295	Pointé
spotter	0.542	0.491	0.644	observateur
spotty	0.281	0.606	0.241	à pois
spousal	0.656	0.582	0.632	conjoint
spouse	0.750	0.600	0.645	conjoint
spout	0.438	0.357	0.309	bec
sprain	0.063	0.580	0.384	entorse
sprawl	0.600	0.596	0.672	étalement
spray	0.438	0.410	0.333	vaporisateur
spread	0.570	0.583	0.651	se propager
spreader	0.510	0.480	0.500	épandeur
spree	0.564	0.663	0.474	fête
spring	0.837	0.370	0.481	le printemps
springtime	0.837	0.439	0.722	printemps
sprinkle	0.635	0.404	0.380	saupoudrer
sprinkler	0.510	0.434	0.473	arroseur
sprinkling	0.677	0.510	0.466	saupoudrage
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	lutin
sprout	0.582	0.565	0.443	germer
spruce	0.604	0.288	0.380	épicéa
spud	0.403	0.423	0.349	patate
spunk	0.438	0.632	0.473	cran
spunky	0.646	0.879	0.755	plein de cran
spur	0.378	0.545	0.340	éperon
spurious	0.178	0.480	0.343	faux
spurred	0.562	0.684	0.472	stimulé
spurt	0.448	0.550	0.475	gicler
spy	0.260	0.686	0.530	espionner
squabble	0.173	0.850	0.500	querelle
squad	0.552	0.711	0.806	équipe
squadron	0.469	0.686	0.787	escadron
squall	0.191	0.833	0.655	bourrasque
squamous	0.344	0.446	0.418	squameux
squander	0.240	0.755	0.529	gaspiller
square	0.509	0.340	0.291	carré
squash	0.531	0.667	0.410	écraser
squat	0.330	0.550	0.453	s'accroupir
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	brailler
squeak	0.271	0.679	0.300	grincer
squeaky	0.229	0.771	0.367	grinçant
squeal	0.250	0.731	0.375	hurler
squealer	0.541	0.519	0.330	couineur
squeamish	0.176	0.656	0.453	délicat
squeeze	0.458	0.676	0.532	presser
squeezing	0.260	0.598	0.557	pressant
squelch	0.271	0.510	0.462	écraser
squid	0.497	0.398	0.357	calamar
squint	0.385	0.461	0.452	strabisme
squire	0.479	0.459	0.710	écuyer
squirm	0.235	0.824	0.373	se tortiller
squirrel	0.592	0.358	0.333	écureuil
squirt	0.406	0.460	0.255	jet
squish	0.260	0.788	0.481	gargouillis
squishy	0.516	0.333	0.307	visqueux
stab	0.167	0.882	0.595	coup de couteau
stabbed	0.031	0.875	0.431	poignardé
stability	0.812	0.264	0.849	la stabilité
stabilize	0.839	0.427	0.722	stabiliser
stabilizer	0.688	0.353	0.767	stabilisateur
stable	0.725	0.204	0.735	écurie
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	empiler
stadium	0.635	0.679	0.611	stade
staff	0.745	0.274	0.627	Personnel
stag	0.594	0.250	0.389	cerf
stage	0.592	0.306	0.473	organiser
stagecoach	0.516	0.519	0.627	diligence
stagehand	0.420	0.684	0.555	machiniste
stagger	0.531	0.620	0.458	échelonner
staggering	0.520	0.657	0.683	échelonnement
stagnant	0.300	0.500	0.208	stagnant
stagnation	0.276	0.324	0.396	stagnation
staid	0.385	0.290	0.634	resta
stain	0.453	0.324	0.264	tache
stained	0.245	0.460	0.209	coloré
stainless	0.594	0.329	0.618	inoxydable
stair	0.375	0.354	0.345	escalier
staircase	0.469	0.347	0.440	escalier
stairs	0.510	0.439	0.342	escaliers
stairway	0.562	0.510	0.407	escalier
stairwell	0.510	0.292	0.333	cage d'escalier
stake	0.406	0.608	0.460	pieu
stakeout	0.344	0.546	0.600	surveillance
stale	0.235	0.461	0.286	vicié
stalemate	0.296	0.354	0.267	impasse
stalk	0.436	0.272	0.395	traquer
stalker	0.177	0.930	0.639	harceleur
stall	0.370	0.245	0.292	paralyser
stallion	0.628	0.596	0.779	étalon
stalls	0.582	0.378	0.451	stalles
stalwart	0.812	0.430	0.691	vigoureux
stamina	0.664	0.694	0.877	endurance
stamp	0.438	0.327	0.441	timbre
stampede	0.235	0.875	0.683	débandade
stance	0.604	0.333	0.609	position
stand	0.600	0.324	0.509	supporter
standard	0.673	0.143	0.605	la norme
standardize	0.684	0.353	0.729	standardiser
standardized	0.610	0.324	0.607	standardisé
standby	0.260	0.224	0.386	Etre prêt
standing	0.604	0.317	0.425	debout
standoff	0.333	0.840	0.558	impasse
standpoint	0.585	0.388	0.652	point de vue
standstill	0.441	0.203	0.500	arrêt
standup	0.633	0.583	0.550	se lever
stanza	0.612	0.343	0.297	strophe
staph	0.375	0.480	0.412	staphylocoque
staple	0.542	0.306	0.438	agrafe
stapler	0.370	0.264	0.394	agrafeuse
star	0.833	0.418	0.560	étoile
star fruit	0.701	0.433	0.427	carambole
starboard	0.531	0.388	0.558	tribord
starch	0.507	0.354	0.312	amidon
stardom	0.844	0.786	0.689	célébrité
stardust	0.843	0.410	0.549	poussière d'étoiles
stare	0.541	0.430	0.538	regard
starfish	0.680	0.320	0.421	étoile de mer
stargazing	0.802	0.461	0.709	observation des étoiles
staring	0.542	0.306	0.423	en regardant
stark	0.330	0.630	0.577	rigide
starlet	0.806	0.471	0.587	starlette
starlight	0.908	0.368	0.611	lumière des étoiles
starling	0.500	0.490	0.514	étourneau
starry	0.438	0.643	0.434	étoilé
stars	0.796	0.521	0.484	étoiles
starship	0.740	0.719	0.704	vaisseau spatial
start	0.684	0.430	0.589	début
starter	0.667	0.461	0.827	entrée
startle	0.276	0.817	0.417	surprendre
startled	0.333	0.865	0.526	surpris
startling	0.750	0.768	0.830	surprenant
starvation	0.240	0.592	0.284	famine
starve	0.073	0.729	0.402	affamer
starved	0.097	0.689	0.219	affamé
starving	0.163	0.670	0.336	affamée
stash	0.344	0.630	0.361	planque
stat	0.479	0.460	0.395	statistique
state	0.562	0.320	0.604	Etat
stately	0.830	0.728	0.915	majestueux
statement	0.688	0.608	0.825	déclaration
stateroom	0.653	0.380	0.441	cabine
stateside	0.643	0.480	0.708	aux États-Unis
statesman	0.510	0.490	0.736	homme d'état
static	0.297	0.250	0.366	statique
staticky	0.357	0.278	0.358	statique
statics	0.542	0.290	0.527	statique
station	0.688	0.367	0.519	station
stationary	0.408	0.240	0.484	Stationnaire
stationery	0.570	0.120	0.455	papeterie
statistic	0.508	0.420	0.609	statistique
statistical	0.714	0.353	0.627	statistique
statistician	0.571	0.360	0.703	statisticien
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuaire
statue	0.542	0.153	0.570	statue
statuette	0.677	0.433	0.518	statuette
stature	0.470	0.353	0.664	stature
status	0.658	0.377	0.588	statut
statute	0.592	0.330	0.673	loi
statutory	0.510	0.376	0.539	statutaire
staunch	0.480	0.363	0.833	étancher
stave	0.417	0.333	0.424	portée
stay	0.604	0.275	0.516	rester
stayaway	0.369	0.284	0.526	reste loin
stayed	0.497	0.270	0.395	séjourné
stays	0.633	0.363	0.564	séjours
stead	0.551	0.214	0.510	place
steadfast	0.771	0.433	0.800	ferme
steady	0.680	0.186	0.763	constant
steak	0.625	0.359	0.315	bifteck
steakhouse	0.802	0.379	0.547	steak House
steal	0.021	0.856	0.528	voler
stealing	0.086	0.913	0.455	vol
stealth	0.520	0.270	0.452	furtivité
stealthily	0.763	0.294	0.458	furtivement
stealthy	0.380	0.363	0.534	furtif
steam	0.469	0.413	0.421	vapeur
steamboat	0.708	0.500	0.633	bateau à vapeur
steamer	0.510	0.442	0.528	bateau à vapeur
steaming	0.592	0.553	0.402	fumant
steamroller	0.396	0.567	0.667	rouleau compresseur
steamship	0.469	0.490	0.569	navire à vapeur
steamy	0.479	0.538	0.445	embué
steel	0.521	0.420	0.714	acier
steep	0.312	0.612	0.321	tremper
steeple	0.625	0.519	0.500	clocher
steer	0.469	0.490	0.527	diriger
steering	0.580	0.431	0.660	pilotage
stellar	0.796	0.580	0.769	stellaire
stem	0.615	0.191	0.336	tige
stench	0.104	0.570	0.298	puanteur
stencil	0.500	0.327	0.421	pochoir
stenographer	0.510	0.408	0.589	sténographe
step	0.531	0.321	0.347	marcher
stepdaughter	0.510	0.510	0.432	belle fille
stepfather	0.396	0.491	0.611	beau-père
stepmother	0.427	0.530	0.484	belle-mère
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	pas
stepson	0.614	0.406	0.480	beau-fils
stereo	0.617	0.519	0.500	stéréo
stereoscopic	0.363	0.417	0.574	stéréoscopique
stereotype	0.151	0.422	0.612	stéréotype
stereotyped	0.375	0.510	0.436	stéréotypé
sterile	0.302	0.471	0.291	stérile
sterility	0.201	0.519	0.414	stérilité
sterilize	0.406	0.510	0.520	stériliser
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	arrière
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	stéroïde
stethoscope	0.427	0.377	0.490	stéthoscope
stew	0.667	0.373	0.250	Ragoût
steward	0.633	0.238	0.550	intendant
stewardess	0.625	0.491	0.491	hôtesse
stewardship	0.551	0.440	0.617	intendance
stfu	0.292	0.500	0.390	truc
stick	0.396	0.364	0.382	coller
sticker	0.583	0.306	0.346	autocollant
sticking	0.486	0.425	0.356	collage
stickler	0.385	0.471	0.417	tatillon
stickup	0.453	0.537	0.434	braquage
sticky	0.385	0.569	0.292	collant
stiff	0.158	0.459	0.569	rigide
stiffen	0.360	0.582	0.719	Raidir
stiffness	0.323	0.500	0.657	raideur
stifle	0.240	0.764	0.427	étouffer
stifled	0.229	0.731	0.193	étouffé
stifling	0.163	0.858	0.608	étouffant
stigma	0.327	0.500	0.470	stigmate
stile	0.750	0.359	0.691	montant
stiletto	0.396	0.430	0.427	stylet
stillbirth	0.092	0.809	0.291	mortinaissance
stillborn	0.271	0.519	0.337	mort-né
stillness	0.729	0.125	0.339	immobilité
stillwaiting	0.344	0.393	0.420	toujours en attente
stilts	0.439	0.577	0.300	échasses
stimulant	0.441	0.794	0.745	stimulant
stimulate	0.792	0.798	0.754	stimuler
stimulating	0.740	0.804	0.809	stimulant
stimulation	0.708	0.821	0.702	stimulation
stimulus	0.771	0.779	0.750	stimulus
sting	0.163	0.651	0.373	piqûre
stinger	0.279	0.625	0.508	dard
stinging	0.260	0.730	0.459	piqûre
stingy	0.094	0.548	0.283	avare
stink	0.042	0.481	0.180	puer
stinker	0.163	0.567	0.275	salaud
stinking	0.041	0.657	0.264	puant
stinky	0.092	0.558	0.176	puant
stint	0.490	0.326	0.342	besogne assignée
stipend	0.604	0.546	0.614	traitement
stipulate	0.570	0.546	0.623	stipuler
stipulation	0.469	0.622	0.654	stipulation
stir	0.448	0.773	0.453	remuer
stirring	0.582	0.702	0.558	en remuant
stitch	0.306	0.538	0.357	point
stitching	0.510	0.382	0.345	piqûre
stock	0.594	0.418	0.407	Stock
stockade	0.375	0.402	0.500	palissade
stockbroker	0.417	0.676	0.802	agent de change
stockholder	0.573	0.625	0.716	actionnaire
stocking	0.594	0.324	0.688	stockage
stockings	0.458	0.365	0.382	bas
stockpile	0.542	0.315	0.425	stocker
stockroom	0.562	0.312	0.406	magasin
stocks	0.573	0.598	0.586	actions
stoic	0.427	0.473	0.602	stoïque
stole	0.135	0.760	0.384	a volé
stolen	0.156	0.646	0.308	volé
stomach	0.367	0.402	0.438	estomac
stomachache	0.030	0.745	0.316	maux d'estomac
stomp	0.365	0.565	0.438	piétiner
stomped	0.229	0.684	0.406	piétiné
stone	0.216	0.183	0.561	pierre
stoned	0.177	0.796	0.375	lapidé
stonewall	0.337	0.457	0.655	mur de pierre
stoneware	0.458	0.300	0.443	grès
stony	0.356	0.494	0.525	pierreux
stooge	0.438	0.406	0.163	larbin
stool	0.448	0.269	0.302	tabouret
stools	0.459	0.382	0.327	selles
stoop	0.490	0.430	0.284	se baisser
stoopid	0.280	0.431	0.382	stupide
stop	0.280	0.510	0.490	arrêt
stopover	0.531	0.327	0.575	escale
stoppage	0.224	0.491	0.445	arrêt
stopper	0.365	0.336	0.390	bouchon
stopping	0.388	0.382	0.473	arrêt
stopwatch	0.469	0.521	0.482	chronomètre
storage	0.698	0.406	0.564	stockage
store	0.646	0.538	0.407	boutique
storefront	0.580	0.217	0.457	vitrine
storehouse	0.570	0.250	0.491	entrepôt
storeroom	0.560	0.217	0.588	débarras
storing	0.630	0.378	0.548	stocker
storm	0.188	0.940	0.543	tempête
storming	0.265	0.910	0.669	assaut
stormy	0.146	0.870	0.562	orageux
story	0.653	0.406	0.704	histoire
storybook	0.854	0.306	0.383	livre de contes
storyteller	0.730	0.357	0.462	conteur
storytelling	0.643	0.375	0.472	narration
stound	0.490	0.473	0.446	stupéfait
stout	0.656	0.657	0.817	bière
stove	0.466	0.391	0.405	le fourneau
stow	0.615	0.365	0.523	ranger
stowaway	0.224	0.481	0.357	passager clandestin
straddle	0.306	0.550	0.444	enjamber
straighten	0.677	0.500	0.685	redresser
straightforward	0.780	0.150	0.380	directe
straightway	0.667	0.444	0.565	tout de suite
strain	0.190	0.750	0.380	souche
strained	0.122	0.656	0.580	tendu
strait	0.438	0.433	0.412	détroit
straitjacket	0.224	0.719	0.579	camisole de force
straits	0.408	0.269	0.410	détroit
strand	0.396	0.406	0.538	brin
stranded	0.292	0.459	0.219	échoué
strange	0.314	0.663	0.395	étrange
stranger	0.330	0.449	0.302	étranger
strangle	0.094	0.927	0.527	étrangler
strangulation	0.040	0.886	0.542	étranglement
strap	0.380	0.417	0.382	sangle
strapless	0.314	0.462	0.273	sans bretelles
strapping	0.552	0.413	0.454	cerclage
strata	0.500	0.457	0.411	couches
strategic	0.786	0.708	0.861	stratégique
strategist	0.571	0.594	0.810	stratège
strategy	0.704	0.667	0.858	stratégie
stratification	0.531	0.490	0.651	stratification
stratosphere	0.604	0.583	0.636	stratosphère
stratum	0.365	0.307	0.510	strate
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	paille
strawberry	0.833	0.270	0.336	fraise
stray	0.133	0.760	0.281	errer
streak	0.440	0.608	0.511	traînée
streaked	0.458	0.426	0.393	rayé
stream	0.449	0.537	0.559	flux
streamer	0.615	0.530	0.429	banderole
streaming	0.592	0.481	0.582	diffusion
streamline	0.656	0.573	0.618	rationaliser
street	0.594	0.324	0.398	rue
streetcar	0.390	0.569	0.566	tramway
streetlight	0.673	0.268	0.390	éclairage public
strength	0.802	0.682	0.858	force
strengthen	0.802	0.796	0.971	renforcer
strengthening	0.913	0.627	0.945	renforcement
strenuous	0.104	0.660	0.481	ardu
strep	0.365	0.594	0.353	streptocoque
stress	0.173	0.843	0.317	stresser
stressed	0.167	0.740	0.502	stressé
stresses	0.115	0.817	0.396	stresse
stressfree	0.833	0.080	0.528	sans stress
stressful	0.153	0.873	0.389	stressant
stressin	0.146	0.810	0.367	stresser
stressing	0.163	0.866	0.462	stressant
stressrelief	0.627	0.417	0.475	soulagement du stress
stretch	0.604	0.578	0.500	extensible
stretcher	0.438	0.196	0.295	tendeur
stricken	0.163	0.720	0.368	sinistré
strict	0.500	0.646	0.878	stricte
stride	0.490	0.670	0.434	foulée
strife	0.344	0.898	0.630	conflit
strike	0.271	0.811	0.571	la grève
strikeout	0.316	0.520	0.371	barré
striker	0.500	0.589	0.696	le buteur
striking	0.357	0.827	0.657	frappant
strikingly	0.690	0.684	0.811	étonnamment
string	0.385	0.398	0.445	chaîne de caractères
strings	0.457	0.292	0.355	cordes
stringy	0.430	0.510	0.527	filandreux
strip	0.427	0.500	0.436	déshabiller
stripe	0.629	0.302	0.361	Bande
striped	0.344	0.373	0.385	rayé
stripped	0.255	0.615	0.278	dépouillé
stripper	0.625	0.848	0.453	décapant
striptease	0.607	0.918	0.608	strip-tease
strive	0.582	0.837	0.769	aspirer
strobe	0.490	0.633	0.537	stroboscope
stroke	0.562	0.440	0.570	accident vasculaire cérébral
stroll	0.745	0.415	0.444	flâner
stroller	0.786	0.398	0.314	poussette
strolling	0.755	0.515	0.340	ambulant
strong	0.912	0.745	0.895	fort
stronghold	0.708	0.636	0.954	bastion
strongly	0.630	0.817	0.885	fortement
structural	0.582	0.425	0.690	de construction
structure	0.562	0.356	0.712	structure
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	lutter
strut	0.580	0.480	0.464	se pavaner
stub	0.396	0.320	0.367	bout
stubbed	0.323	0.642	0.241	écrasé
stubble	0.333	0.442	0.264	chaume
stubborn	0.157	0.702	0.575	tête de mule
stubbornness	0.156	0.673	0.508	entêtement
stubby	0.417	0.370	0.393	trapu
stucco	0.439	0.292	0.279	stuc
stuck	0.153	0.644	0.285	bloqué
stuckup	0.281	0.480	0.363	coincé
stud	0.564	0.531	0.509	étalon
studded	0.396	0.412	0.425	clouté
student	0.634	0.318	0.537	étudiant
studied	0.786	0.306	0.806	étudié
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	étude
stuff	0.622	0.367	0.263	des trucs
stuffed animal	0.684	0.255	0.306	animal en peluche
stuffing	0.417	0.324	0.304	Rembourrage
stuffy	0.323	0.615	0.406	bouché
stumble	0.153	0.716	0.259	trébucher
stump	0.449	0.510	0.340	souche
stumped	0.344	0.604	0.392	perplexe
stun	0.333	0.710	0.451	étourdir
stunned	0.306	0.663	0.356	étourdi
stunner	0.418	0.780	0.492	étourdissant
stunning	0.888	0.673	0.858	superbe
stunt	0.387	0.555	0.526	retarder
stunted	0.194	0.472	0.275	rabougri
stuntman	0.490	0.482	0.500	cascadeur
stupefaction	0.294	0.704	0.480	stupéfaction
stupefy	0.200	0.740	0.412	abrutir
stupendous	0.823	0.690	0.798	prodigieux
stupid	0.133	0.510	0.200	stupide
stupidity	0.060	0.418	0.151	stupidité
stupidpeople	0.073	0.675	0.196	gens stupides
stupidrain	0.260	0.520	0.317	pluie stupide
stupor	0.323	0.590	0.330	stupeur
sturdy	0.580	0.642	0.824	robuste
sturgeon	0.417	0.473	0.465	esturgeon
stutter	0.250	0.469	0.258	bégayer
sty	0.296	0.500	0.225	porcherie
style	0.745	0.472	0.586	style
styling	0.823	0.378	0.652	coiffant
stylish	0.885	0.490	0.689	élégant
stylist	0.760	0.445	0.500	styliste
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	sous
subatomic	0.385	0.538	0.491	subatomique
subcommittee	0.396	0.467	0.600	sous-comité
subconscious	0.531	0.375	0.415	subconscient
subcutaneous	0.396	0.444	0.376	sous-cutané
subdivide	0.538	0.433	0.348	subdiviser
subdivision	0.592	0.455	0.430	subdivision
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	maîtriser
subdued	0.236	0.463	0.223	tamisé
