English Word	Valence	Arousal	Dominance	Slovak Word
testicular	0.388	0.680	0.453	semenník
testify	0.521	0.650	0.741	svedčiť
testimonial	0.541	0.538	0.750	svedectvo
testimony	0.615	0.578	0.643	svedectvo
testosterone	0.573	0.840	0.775	testosterónu
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	priviazať
tethered	0.260	0.472	0.351	pripútaný
tetrahedral	0.595	0.468	0.423	štvorstenný
text	0.604	0.157	0.402	text
textbook	0.622	0.235	0.526	učebnica
textile	0.604	0.235	0.395	textilné
textural	0.660	0.296	0.445	textúrne
texture	0.615	0.215	0.412	textúra
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	poďakovať
thankful	0.969	0.344	0.714	vďačný
thankgod	0.823	0.451	0.466	vďaka Bohu
thanking	0.917	0.538	0.658	poďakovanie
thankless	0.146	0.500	0.497	nevďačný
thanks	0.918	0.472	0.461	Vďaka
thanksalot	0.908	0.428	0.525	mnohokrat dakujem
thanksgiving	0.927	0.449	0.637	poďakovanie
thankyougod	0.900	0.446	0.651	vďaka ti, Bože
thankyoujesus	0.878	0.406	0.604	ďakujeme
thankyoulord	0.809	0.388	0.466	Ďakujem pane
thatch	0.337	0.245	0.161	došková strecha
thatmoment	0.667	0.389	0.340	tá chvíľa
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	rozmraziť
theater	0.760	0.635	0.516	divadlo
theatrical	0.720	0.690	0.546	divadelný
theatrics	0.694	0.539	0.486	divadlo
thebest	0.760	0.596	0.719	najlepší
theft	0.135	0.867	0.394	krádežou
theism	0.460	0.431	0.481	teizmu
theistic	0.397	0.365	0.509	teistický
thelife	0.688	0.566	0.629	život
thelittlethings	0.571	0.240	0.324	maličkosti
theme	0.541	0.176	0.427	tému
theocracy	0.490	0.427	0.722	teokracie
theocratic	0.380	0.480	0.605	teokratický
theologian	0.521	0.304	0.759	teológ
theological	0.480	0.363	0.683	teologický
theology	0.448	0.330	0.711	teológie
theorem	0.500	0.296	0.615	teorém
theoretical	0.615	0.270	0.546	teoretická
theory	0.583	0.314	0.529	teória
therapeutic	0.625	0.275	0.680	terapeutické
therapeutics	0.552	0.343	0.625	terapeutiká
therapist	0.468	0.430	0.679	terapeuta
therapy	0.490	0.353	0.607	terapiu
thereabouts	0.427	0.365	0.285	o tom
thereof	0.542	0.265	0.281	z toho
therewith	0.462	0.317	0.398	s tým
thermal	0.480	0.360	0.509	tepelný
thermocouple	0.406	0.406	0.422	termočlánok
thermodynamics	0.510	0.594	0.678	termodynamika
thermometer	0.400	0.327	0.473	teplomer
thermos	0.582	0.255	0.328	termoska
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	tezaurus
thesis	0.583	0.582	0.552	diplomovej práce
thick	0.449	0.433	0.596	hustý
thicken	0.406	0.398	0.509	zahustiť
thickening	0.448	0.355	0.434	zahusťovanie
thicket	0.385	0.373	0.324	húštiny
thickness	0.552	0.370	0.443	hrúbka
thief	0.088	0.888	0.443	zlodej
thigh	0.469	0.433	0.588	stehno
thimble	0.490	0.192	0.218	náprstok
thin	0.469	0.337	0.356	tenký
thing	0.449	0.222	0.260	vec
things	0.519	0.250	0.368	veci
thingy	0.458	0.312	0.158	vecička
think	0.786	0.408	0.618	myslieť si
thinker	0.706	0.386	0.764	mysliteľ
thinking	0.720	0.308	0.595	myslenie
third	0.551	0.187	0.304	tretí
thirds	0.402	0.327	0.345	tretiny
thirst	0.298	0.519	0.307	smäd
thirsty	0.281	0.660	0.310	smädný
thirteen	0.459	0.385	0.331	trinásť
thirteenth	0.408	0.330	0.425	trinásty
thirty	0.562	0.349	0.316	tridsať
thistle	0.427	0.423	0.357	bodliak
thither	0.500	0.270	0.316	tam
thong	0.467	0.596	0.269	tangá
thorn	0.296	0.541	0.427	tŕň
thorny	0.177	0.690	0.500	ostnatý
thorough	0.467	0.350	0.558	dôkladné
thoroughbred	0.669	0.740	0.716	plnokrvník
thoroughfare	0.582	0.481	0.490	dopravná tepna
thought	0.780	0.315	0.571	myslel si
thoughtful	0.667	0.290	0.527	premýšľavý
thoughtfulness	0.867	0.269	0.667	ohľaduplnosť
thoughtless	0.194	0.580	0.452	bezmyšlienkovite
thoughts	0.745	0.382	0.691	myšlienky
thousand	0.663	0.355	0.480	tisíc
thrash	0.260	0.510	0.472	mlátiť
thread	0.646	0.184	0.209	niť
threat	0.135	0.865	0.667	hrozba
threaten	0.104	0.958	0.590	vyhrážať sa
threatened	0.052	0.928	0.354	hrozilo
threatening	0.071	0.875	0.652	ohrozujúce
three	0.653	0.225	0.377	tri
threefold	0.521	0.400	0.534	trojnásobne
threesome	0.490	0.676	0.560	trojka
thresh	0.490	0.417	0.500	mlátiť
threshold	0.531	0.519	0.575	prah
thrice	0.469	0.442	0.462	trikrát
thrift	0.760	0.217	0.649	šetrnosť
thrifty	0.604	0.380	0.676	šetrný
thrill	0.888	0.837	0.711	vzrušenie
thrilled	0.898	0.818	0.807	nadšený
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	vzrušujúce
thrive	0.948	0.529	0.772	prosperovať
thriving	0.865	0.521	0.779	prosperujúce
throat	0.350	0.538	0.346	hrdla
throb	0.500	0.673	0.556	pulzovať
throbbing	0.645	0.808	0.491	pulzujúca
throes	0.146	0.760	0.235	kŕče
throne	0.724	0.606	0.887	trón
throng	0.480	0.810	0.706	dav
throttle	0.562	0.804	0.750	plyn
throw	0.344	0.770	0.623	hodiť
throwback	0.280	0.454	0.356	návrat späť
thrower	0.470	0.690	0.717	vrhač
thrown	0.500	0.550	0.619	hodený
thrush	0.306	0.490	0.454	drozd
thrust	0.510	0.647	0.663	ťah
thruster	0.698	0.812	0.719	ťahač
thud	0.255	0.686	0.620	buchot
thug	0.240	0.882	0.667	násilník
thumb	0.673	0.271	0.361	palec
thumbprint	0.510	0.347	0.451	odtlačok palca
thump	0.280	0.792	0.608	buchnutie
thumper	0.354	0.623	0.457	tlmič
thumping	0.214	0.755	0.566	dunenie
thunder	0.296	0.916	0.526	hrom
thunderbolt	0.418	0.719	0.642	blesk
thunderclap	0.390	0.833	0.607	hromobitie
thundering	0.337	0.778	0.700	hrmenie
thunderstorm	0.135	0.860	0.784	búrka
thunderstruck	0.194	0.716	0.509	hromom
thwart	0.281	0.684	0.409	prekaziť
thx	0.562	0.425	0.461	Vďaka
thyme	0.561	0.255	0.325	tymián
thyroid	0.234	0.455	0.373	štítnej žľazy
tiara	0.719	0.300	0.472	diadém
tibia	0.450	0.302	0.425	holennej kosti
tic	0.271	0.438	0.250	tik
tick	0.521	0.386	0.412	kliešť
ticked	0.469	0.386	0.455	zaškrtnuté
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	lístok
tickle	0.760	0.727	0.342	štekliť
tickled	0.755	0.707	0.364	šteklil
ticklish	0.823	0.814	0.345	šteklivý
tidal	0.592	0.539	0.519	prílivový
tidal wave	0.240	0.894	0.736	prílivová vlna
tidbit	0.552	0.382	0.385	chuťovka
tide	0.541	0.556	0.420	príliv a odliv
tidings	0.610	0.510	0.694	správy
tidy	0.760	0.208	0.647	uprataný
tie	0.663	0.464	0.431	kravatu
tier	0.520	0.245	0.560	stupeň
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tiger
tighten	0.388	0.487	0.627	utiahnuť
tightness	0.344	0.606	0.759	tesnosť
tightrope	0.354	0.653	0.279	napínacie lano
tights	0.583	0.343	0.269	pančuchové nohavice
tilde	0.520	0.314	0.321	vlnovka
tile	0.429	0.245	0.348	dlaždica
tiling	0.600	0.330	0.315	obklady
till	0.490	0.327	0.319	do
tillage	0.552	0.591	0.540	obrábanie pôdy
tiller	0.448	0.410	0.290	kultivátor
tilt	0.365	0.549	0.463	nakloniť
tilting	0.459	0.384	0.340	nakláňanie
timber	0.332	0.202	0.386	dreva
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	čas
timeless	0.408	0.468	0.583	nadčasový
timeliness	0.760	0.404	0.582	aktuálnosť
timely	0.865	0.387	0.591	včasné
timeout	0.344	0.433	0.322	čas vypršal
timepiece	0.650	0.279	0.461	časomiera
timer	0.469	0.433	0.500	časovač
times	0.490	0.279	0.439	krát
timetable	0.561	0.189	0.491	rozvrhu
timewasters	0.391	0.535	0.291	časožrúti
timid	0.327	0.276	0.132	bojazlivý
timidity	0.333	0.358	0.153	bojazlivosť
timing	0.521	0.311	0.577	načasovanie
tin	0.469	0.370	0.217	cín
tincture	0.440	0.360	0.402	tinktúra
tine	0.438	0.373	0.284	hrot
tinfoil	0.448	0.284	0.311	alobal
tinge	0.469	0.292	0.264	nádych
tingle	0.460	0.560	0.264	brnenie
tingling	0.427	0.615	0.340	mravčenie
tinker	0.396	0.528	0.275	drotár
tinkering	0.531	0.490	0.448	drotárstvo
tinkle	0.562	0.529	0.356	cinkať
tinkling	0.612	0.530	0.324	cinkanie
tinnitus	0.384	0.536	0.411	tinitus
tinsel	0.663	0.521	0.473	pozlátko
tint	0.582	0.292	0.273	odtieň
tiny	0.479	0.196	0.125	malinký
tip	0.708	0.221	0.518	tip
tipper	0.427	0.571	0.431	sklápač
tipster	0.490	0.462	0.490	tipér
tipsy	0.510	0.625	0.570	opitý
tiptoe	0.510	0.490	0.407	špičkách
tirade	0.378	0.587	0.532	tiráda
tire	0.438	0.385	0.381	pneumatika
tired	0.125	0.317	0.191	unavený
tiredness	0.387	0.408	0.242	únava
tiredofit	0.300	0.270	0.204	unavený fit
tireless	0.657	0.750	0.645	neúnavný
tiresome	0.240	0.542	0.153	únavné
tiring	0.153	0.510	0.176	únavné
tissue	0.558	0.236	0.345	tkaniva
tistheseason	0.646	0.548	0.435	desiata sezóna
tit	0.402	0.539	0.388	sýkorka
titan	0.598	0.653	0.811	titán
titanic	0.427	0.786	0.795	titánsky
titanium	0.520	0.470	0.704	titán
tithe	0.507	0.276	0.385	desiata
title	0.708	0.356	0.574	titul
titled	0.677	0.240	0.658	s názvom
titty	0.561	0.548	0.294	prsiatko
titular	0.704	0.385	0.760	titulárny
toad	0.302	0.452	0.196	ropucha
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	hriankovač
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tabak
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	dnes
toddler	0.812	0.469	0.368	batoľa
toe	0.406	0.221	0.293	prst na nohe
toenail	0.530	0.380	0.306	necht na nohe
toffee	0.658	0.510	0.396	karamelka
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	tóga
together	0.874	0.392	0.658	spolu
togetherness	0.906	0.360	0.635	spolupatričnosti
toil	0.558	0.510	0.583	drina
toilet	0.490	0.290	0.233	toaleta, WC
toils	0.480	0.710	0.482	driny
token	0.510	0.418	0.414	žetón
tolerable	0.750	0.350	0.374	tolerovateľný
tolerance	0.875	0.206	0.649	tolerancie
tolerant	0.765	0.192	0.618	tolerantný
tolerate	0.724	0.430	0.588	tolerovať
toleration	0.776	0.442	0.727	tolerancie
toll	0.296	0.422	0.453	mýto
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	paradajka
tomatoes	0.615	0.240	0.272	paradajky
tomb	0.112	0.500	0.343	hrob
tombstone	0.204	0.441	0.311	náhrobný kameň
tomcat	0.520	0.412	0.386	kocúr
tome	0.429	0.316	0.492	mne
tomorrow	0.792	0.377	0.407	zajtra
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	tón
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	kliešť
tongs	0.500	0.459	0.321	kliešte
tongue	0.542	0.432	0.482	jazyk
tonic	0.541	0.360	0.500	tonikum
tonnage	0.323	0.382	0.590	tonáže
tonsils	0.347	0.373	0.283	mandle
toocold	0.420	0.550	0.379	príliš studený
tool	0.490	0.350	0.594	nástroj
toolbox	0.531	0.316	0.472	nástrojov
tooling	0.510	0.406	0.634	náradia
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	zub
toothache	0.188	0.853	0.412	bolesť zubov
toothbrush	0.517	0.330	0.321	zubná kefka
toothed	0.449	0.394	0.352	zubatý
toothless	0.312	0.541	0.272	bezzubý
toothpaste	0.510	0.290	0.371	zubná pasta
toothpick	0.561	0.216	0.185	špáradlo
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	top
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	tému
topical	0.561	0.340	0.500	aktuálne
topless	0.625	0.765	0.414	hore bez
topographic	0.604	0.378	0.558	topografický
topographical	0.438	0.350	0.538	miestopisný
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	zvrhnúť
topside	0.708	0.466	0.598	vrchná strana
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	fakľa
torment	0.057	0.750	0.387	trápenie
tormented	0.071	0.855	0.323	utrápený
torn	0.153	0.510	0.283	roztrhané
tornado	0.260	0.896	0.784	tornádo
torpedo	0.219	0.794	0.707	torpédo
torque	0.466	0.375	0.406	krútiaci moment
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	suchý
torsion	0.312	0.651	0.402	krútenie
torso	0.408	0.394	0.473	trupu
tort	0.229	0.635	0.455	delikt
tortious	0.312	0.724	0.491	delikventný
tortoise	0.673	0.078	0.250	korytnačka
tortuous	0.194	0.755	0.382	kľukatý
torture	0.115	0.878	0.555	mučenie
tortured	0.062	0.890	0.361	mučený
toss	0.418	0.725	0.575	hodiť
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	Celkom
totality	0.688	0.443	0.717	totality
totally	0.820	0.422	0.702	naprosto
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	dotyk
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	dotknutý
touching	0.760	0.439	0.491	dojemný
touchy	0.323	0.510	0.343	dotykový
tough	0.344	0.588	0.742	tvrdý
toughen	0.458	0.683	0.711	otužovať
toughness	0.552	0.618	0.837	húževnatosť
toupee	0.323	0.270	0.324	tupé
tour	0.663	0.545	0.543	turné
tourism	0.823	0.531	0.545	cestovný ruch
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	turmalín
tournament	0.694	0.740	0.611	turnaj
tourniquet	0.335	0.521	0.398	turniket
tout	0.480	0.538	0.375	vychvaľovať
tow	0.531	0.500	0.508	ťahať
towel	0.630	0.208	0.286	uterák
tower	0.606	0.380	0.644	veža
towering	0.500	0.690	0.806	týčiaci sa
town	0.551	0.299	0.627	mesto
townhouse	0.622	0.400	0.443	mestský dom
township	0.531	0.292	0.667	mestečkom
townspeople	0.677	0.466	0.569	mešťania
toxic	0.008	0.885	0.492	toxický
toxicity	0.104	0.865	0.491	toxicita
toxicology	0.302	0.736	0.574	toxikológie
toxin	0.115	0.654	0.456	toxín
toy	0.878	0.420	0.275	hračka
toymaker	0.755	0.510	0.536	hračkárstvo
trace	0.573	0.346	0.483	stopa
traceable	0.602	0.370	0.535	vysledovateľné
tracer	0.573	0.327	0.645	stopovač
traces	0.482	0.448	0.389	stopy
trachea	0.448	0.509	0.387	priedušnice
tracing	0.418	0.591	0.565	sledovanie
track	0.448	0.433	0.526	trať
tracker	0.398	0.744	0.731	sledovač
tract	0.406	0.422	0.339	trakte
tractable	0.635	0.500	0.469	ovládateľný
traction	0.429	0.585	0.648	trakcia
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	obchodu
trademark	0.667	0.344	0.750	ochranná známka
trader	0.562	0.632	0.854	obchodník
tradesman	0.531	0.431	0.664	živnostníka
trading	0.635	0.602	0.705	obchodovanie
tradition	0.830	0.430	0.750	tradície
traditional	0.677	0.221	0.604	tradičné
traffic	0.323	0.559	0.518	dopravy
traffic light	0.490	0.469	0.479	semafor
trafficking	0.250	0.710	0.399	obchodovanie s ľuďmi
tragedies	0.100	0.910	0.442	tragédie
tragedy	0.052	0.843	0.340	tragédia
tragic	0.048	0.904	0.396	tragický
trail	0.600	0.322	0.455	chodník
trailer	0.541	0.490	0.473	príves
train	0.666	0.705	0.620	vlak
train set	0.604	0.598	0.464	vlaková súprava
trained	0.771	0.538	0.645	vyškolený
trainee	0.627	0.408	0.352	praktikant
trainer	0.698	0.719	0.824	tréner
training	0.714	0.776	0.788	školenia
trait	0.469	0.365	0.453	vlastnosť
traitor	0.112	0.796	0.491	zradca
traitorous	0.073	0.745	0.412	vlastizradný
trajectory	0.653	0.558	0.779	trajektórie
tram	0.667	0.628	0.492	električka
tramp	0.108	0.510	0.182	tulák
trample	0.235	0.764	0.562	pošliapať
trampoline	0.604	0.690	0.391	trampolína
tramway	0.615	0.538	0.543	električka
trance	0.469	0.481	0.382	tranz
tranquil	0.917	0.094	0.355	pokojný
tranquility	0.840	0.135	0.442	pokoj
tranquilizer	0.510	0.236	0.596	trankvilizér
transact	0.521	0.625	0.680	transakcie
transaction	0.650	0.577	0.579	transakcie
transatlantic	0.724	0.596	0.706	transatlantické
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	prekročiť
transcendence	0.656	0.608	0.754	transcendencia
transcendent	0.667	0.600	0.824	transcendentný
transcendental	0.635	0.652	0.842	transcendentálny
transcribe	0.500	0.394	0.573	prepisovať
transcriber	0.490	0.420	0.615	prepisovateľ
transcript	0.639	0.398	0.528	prepis
transcription	0.592	0.455	0.615	prepis
transfer	0.702	0.490	0.519	prevod
transference	0.592	0.294	0.551	prenos
transferred	0.480	0.450	0.409	prenesené
transfixed	0.427	0.660	0.528	transfixovaný
transform	0.735	0.667	0.696	transformovať
transformation	0.796	0.618	0.770	transformácia
transformer	0.582	0.582	0.723	transformátor
transfusion	0.417	0.730	0.557	transfúzia
transgression	0.158	0.890	0.611	priestupok
transient	0.510	0.405	0.430	prechodný
transistor	0.480	0.480	0.444	tranzistor
transit	0.439	0.590	0.588	tranzit
transition	0.605	0.561	0.558	prechod
transitional	0.573	0.472	0.491	prechodný
transitive	0.479	0.377	0.414	tranzitívny
transitory	0.438	0.450	0.407	prechodný
translate	0.604	0.423	0.462	preložiť
translation	0.633	0.435	0.598	preklad
translator	0.760	0.412	0.473	prekladateľ
translocation	0.367	0.612	0.564	premiestnenie
translucent	0.600	0.500	0.389	priesvitný
transmission	0.688	0.490	0.611	prenos
transmit	0.836	0.581	0.673	vysielať
transmitter	0.520	0.511	0.719	vysielač
transmutation	0.438	0.740	0.737	transmutácia
transom	0.375	0.385	0.417	priečka
transparency	0.847	0.260	0.587	transparentnosť
transparent	0.542	0.330	0.667	transparentný
transplant	0.445	0.806	0.620	transplantácia
transplantation	0.531	0.694	0.610	transplantácia
transponder	0.564	0.575	0.565	transpondér
transport	0.613	0.627	0.605	dopravy
transportation	0.667	0.560	0.472	dopravy
transporter	0.615	0.625	0.750	transportér
transpose	0.440	0.585	0.467	transponovať
transposition	0.312	0.451	0.555	transpozície
transsexual	0.264	0.815	0.423	transsexuálne
transverse	0.429	0.429	0.525	priečne
transvestite	0.270	0.675	0.373	transvestita
trap	0.104	0.610	0.391	pasca
trapdoor	0.094	0.670	0.462	padacie dvere
trapeze	0.542	0.625	0.566	trapéz
trapped	0.135	0.615	0.380	uväznený
trapper	0.296	0.654	0.491	lapač
trapping	0.333	0.621	0.491	odchyt
trappings	0.458	0.462	0.370	ozdoby
traps	0.235	0.673	0.481	pasce
trash	0.163	0.541	0.154	smeti
trashy	0.071	0.380	0.161	smetiarsky
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatické
travail	0.500	0.677	0.620	travail
travel	0.931	0.689	0.535	cestovanie
traveler	0.837	0.571	0.700	cestovateľ
traveling	0.900	0.750	0.582	cestovanie
traverse	0.571	0.590	0.629	traverzovať
travesty	0.354	0.644	0.407	paródia
trawl	0.255	0.590	0.464	vlečnou sieťou
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	podnos
treacherous	0.112	0.815	0.402	zradný
treachery	0.104	0.852	0.448	zrada
tread	0.510	0.520	0.426	šliapať
treadmill	0.459	0.636	0.436	bežecký pás
treason	0.094	0.806	0.552	zrada
treasure	0.927	0.592	0.821	poklad
treasured	0.849	0.471	0.730	vážený
treasurer	0.694	0.456	0.755	pokladník
treasures	0.867	0.771	0.842	poklady
treasury	0.812	0.541	0.736	pokladnice
treat	0.573	0.571	0.436	zaobchádzať
treatable	0.780	0.302	0.560	liečiteľné
treatise	0.604	0.407	0.613	pojednanie
treatment	0.663	0.386	0.620	liečbe
treaty	0.646	0.382	0.667	zmluvy
treble	0.358	0.471	0.466	výšky
tree	0.670	0.118	0.442	strom
trees	0.653	0.137	0.537	stromy
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	mreža
tremble	0.177	0.878	0.388	triasť sa
trembling	0.177	0.824	0.324	chvenie
tremendous	0.600	0.888	0.773	ohromný
tremendously	0.719	0.722	0.661	ohromne
tremor	0.104	0.833	0.455	chvenie
trench	0.429	0.760	0.429	priekopa
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trendovosť
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	chvenie
trespass	0.229	0.670	0.613	priestupok
triad	0.469	0.413	0.528	triáda
triage	0.398	0.433	0.479	triedenie
trial	0.438	0.663	0.612	súdny proces
triangle	0.562	0.269	0.352	trojuholník
triangular	0.430	0.320	0.397	trojuholníkový
triangulate	0.408	0.380	0.517	triangulovať
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	kmeňový
tribe	0.664	0.486	0.516	kmeň
tribulation	0.448	0.612	0.484	súženia
tribunal	0.410	0.670	0.797	tribunálu
tribune	0.610	0.585	0.556	tribúna
tributary	0.615	0.463	0.616	prítoku
tribute	0.684	0.573	0.700	hold
trick	0.542	0.700	0.409	trik
trickery	0.146	0.798	0.336	úskok
trickle	0.500	0.196	0.231	stekať
trickster	0.375	0.680	0.446	podvodník
tricky	0.219	0.651	0.500	zložité
tricycle	0.633	0.402	0.368	trojkolka
trident	0.403	0.606	0.609	trojzubec
trifle	0.271	0.296	0.221	maličkosť
trifling	0.375	0.418	0.183	maličkosti
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	spúšťač
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	bilióna
trilogy	0.615	0.520	0.664	trilógia
trim	0.500	0.466	0.430	orezať
trimester	0.783	0.336	0.538	trimestri
trimmer	0.260	0.548	0.529	zastrihávač
trimming	0.500	0.478	0.325	orezávanie
trine	0.396	0.365	0.317	trigón
trinity	0.635	0.346	0.660	trojica
trinket	0.521	0.352	0.368	drobnosť
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	výlet
tripartite	0.500	0.480	0.539	tripartita
tripe	0.312	0.361	0.438	dršťka
triple	0.585	0.385	0.481	trojitý
triplet	0.622	0.510	0.618	trojčatá
triplicate	0.684	0.545	0.717	trojitý
tripod	0.406	0.388	0.483	statív
tripping	0.276	0.594	0.293	zakopnutie
trite	0.458	0.418	0.290	banálne
tritium	0.412	0.471	0.422	trícium
triumph	0.969	0.798	0.926	triumf
triumphant	0.949	0.837	0.972	triumfálne
trivia	0.690	0.490	0.473	drobnosti
trivial	0.406	0.387	0.337	triviálne
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	vozík
trombone	0.562	0.500	0.500	trombón
troop	0.375	0.696	0.750	vojsko
trooper	0.458	0.694	0.713	vojak
troops	0.385	0.718	0.804	vojska
trophy	0.947	0.643	0.676	trofej
tropic	0.740	0.529	0.536	obratník
tropical	0.740	0.461	0.509	tropické
tropics	0.740	0.383	0.412	trópy
trot	0.531	0.664	0.396	klusať
trouble	0.135	0.811	0.452	problémy
troubled	0.167	0.627	0.385	utrápený
troublemaker	0.260	0.900	0.596	človek, ktorý robí problémy
troubles	0.051	0.854	0.269	problémy
troublesome	0.283	0.894	0.404	problematické
trough	0.500	0.308	0.340	koryto
troupe	0.625	0.406	0.557	družina
trousers	0.625	0.314	0.442	nohavice
trout	0.516	0.387	0.298	pstruh
trowel	0.470	0.418	0.250	stierka
