English Word	Valence	Arousal	Dominance	Kurdish-Kurmanji Word
supreme	0.812	0.700	0.974	bilindtirîn
supremely	0.833	0.725	0.897	supremely
surcharge	0.375	0.528	0.500	pêdan
sure	0.724	0.270	0.793	emîn
surety	0.776	0.365	0.750	garantî
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	rû
surfboard	0.729	0.730	0.387	surfboard
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	surge
surgeon	0.500	0.598	0.793	emelîkar
surgery	0.286	0.769	0.600	emelî
surgical	0.327	0.696	0.723	emelî
surly	0.221	0.469	0.493	surly
surmise	0.529	0.400	0.347	texmîn kirin
surname	0.670	0.250	0.493	paşnav
surpassing	0.719	0.660	0.720	serkêş kirin
surplus	0.602	0.680	0.630	zêdeyî
surprise	0.875	0.875	0.562	nişkeşayî
surprised	0.784	0.855	0.539	şaş kirin
surprises	0.875	0.769	0.632	surprîz
surprising	0.888	0.790	0.692	nişkevaşakir
surprisingly	0.847	0.793	0.819	sosret
surreal	0.550	0.529	0.670	surreal
surrender	0.115	0.396	0.186	teslîmkirinî
surrendering	0.198	0.411	0.245	teslîm dibin
surrogate	0.406	0.590	0.472	surrogate
surround	0.542	0.623	0.627	dorgirtî
surrounding	0.531	0.422	0.669	derdora
surroundings	0.600	0.346	0.492	dorhalî
surveillance	0.365	0.720	0.718	kontrol
survey	0.580	0.357	0.379	lêkolîn
surveying	0.488	0.455	0.682	anket
surveyor	0.545	0.337	0.648	lêkolîner
survival	0.541	0.798	0.879	jîyanî
survive	0.770	0.824	0.726	jîyan
surviving	0.646	0.836	0.721	sax dimîne
survivor	0.677	0.750	0.815	saxma
susceptibility	0.458	0.627	0.364	hestiyariyê
susceptible	0.438	0.449	0.304	susceptible
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	bişik
suspected	0.173	0.755	0.452	guman kirin
suspend	0.240	0.320	0.368	dardekirin
suspended	0.224	0.402	0.368	rawestandin
suspenders	0.391	0.333	0.500	suspenders
suspense	0.286	0.775	0.402	dexsî
suspension	0.288	0.530	0.426	dardekirinî
suspicion	0.204	0.711	0.377	şik
suspicions	0.208	0.745	0.500	gumanan
suspicious	0.153	0.745	0.431	nebawer
sustain	0.635	0.358	0.593	lêxwedîderketin
sustained	0.649	0.340	0.580	berdewam kirin
sustenance	0.820	0.519	0.679	rizqê
suture	0.240	0.510	0.510	suture
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	daqurtandin
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	avî
swamped	0.156	0.480	0.270	swamped
swampy	0.306	0.390	0.412	swampy
swan	0.781	0.225	0.357	swan
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	guheztin
swarm	0.302	0.735	0.458	naxir
swarming	0.375	0.600	0.435	swarming
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	hejandin
swear	0.601	0.577	0.658	nifirkirin
swearing	0.333	0.559	0.586	sond dixwar
sweat	0.388	0.579	0.297	xwêdan
sweater	0.704	0.245	0.295	kenze
sweating	0.292	0.667	0.265	terkirin
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	terîn
sweep	0.448	0.385	0.383	maltin
sweeper	0.470	0.549	0.414	sweeper
sweeping	0.344	0.431	0.355	şûştin
sweet	0.668	0.418	0.382	şêrîn
sweeten	0.908	0.455	0.423	şîrîn kirin
sweetened	0.940	0.461	0.398	şîrîn kirin
sweetener	0.670	0.333	0.330	şîrînker
sweetest	0.959	0.500	0.370	şîrîntirîn
sweetheart	0.959	0.423	0.509	şêrîn
sweetie	0.990	0.549	0.560	sweetie
sweetness	0.906	0.474	0.528	şêrînî
sweets	0.910	0.422	0.321	şîrîn
swell	0.360	0.679	0.348	werimîn
swelling	0.323	0.608	0.250	nepixok
sweltering	0.204	0.644	0.362	şemitîn
swerve	0.276	0.612	0.357	hejandin
swift	0.760	0.776	0.698	swift
swiftly	0.660	0.885	0.618	bi lez
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	ajnêkirin
swimmer	0.657	0.698	0.610	melevanger
swimming	0.760	0.559	0.524	avjenîkirin
swimsuit	0.740	0.373	0.269	swimsuit
swindle	0.122	0.740	0.439	xapandin
swindler	0.125	0.721	0.575	sextekar
swine	0.340	0.519	0.277	beraz
swing	0.602	0.510	0.481	hejandin
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	hejandin
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	swirl
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	gûherr
switchblade	0.357	0.596	0.528	switchblade
switchboard	0.571	0.519	0.558	switchboard
swivel	0.562	0.480	0.500	zivirî
swollen	0.236	0.510	0.277	werimî
swoon	0.292	0.510	0.160	swoon
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	şûr
swordfish	0.564	0.520	0.442	şûr masî
swordplay	0.616	0.750	0.528	şûr lîstik
swordsman	0.395	0.857	0.696	şûrvan
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	sillable
syllabus	0.736	0.370	0.643	bernameya xwendinê
symbiotic	0.832	0.425	0.406	symbiotic
symbol	0.643	0.388	0.527	nîşan
symbolic	0.670	0.385	0.574	nîşane
symbolically	0.582	0.385	0.648	sembolîk
symbolism	0.688	0.347	0.640	sembolîzmê
symbolize	0.633	0.327	0.673	sembolîze dikin
symmetric	0.745	0.212	0.588	sîmetrîk
symmetrical	0.542	0.263	0.569	simetrîk
symmetry	0.604	0.274	0.500	simetrî
sympathetic	0.796	0.434	0.609	pêrehiskir
sympathize	0.770	0.627	0.644	pêrehiskirin
sympathy	0.827	0.497	0.634	pêrehis
symphonic	0.775	0.545	0.566	senfonîk
symphony	0.765	0.490	0.600	senfonî
symposium	0.573	0.394	0.644	sempozyûm
symptom	0.380	0.529	0.434	xûya
symptomatic	0.367	0.434	0.491	nîşankirî
synagogue	0.531	0.300	0.544	hewra
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	sync
synchronize	0.781	0.361	0.654	hevdem bikin
synchronous	0.600	0.538	0.545	hemdem
syncope	0.245	0.538	0.398	syncope
syndicate	0.439	0.491	0.673	syndicate
syndrome	0.229	0.510	0.246	xûya
synergistic	0.571	0.550	0.547	sînerjîk
synergy	0.667	0.510	0.720	synergy
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	navwekhev
synonymous	0.480	0.323	0.400	hevwate
synopsis	0.541	0.390	0.482	sînopsîs
synoptic	0.561	0.510	0.596	synoptic
syntax	0.531	0.346	0.559	hevoksaziyê
synthesis	0.604	0.315	0.377	sentez
synthesizer	0.500	0.410	0.592	sentezker
synthetic	0.396	0.350	0.519	sûnî
syphilis	0.071	0.606	0.245	sifilis
syringe	0.250	0.680	0.330	derzî
syrup	0.620	0.223	0.318	şerbet
system	0.615	0.346	0.764	sîstem
systematic	0.617	0.444	0.594	sîstemî
systematically	0.690	0.390	0.651	sîstematîk
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	kon
table	0.551	0.170	0.284	mêz
tableau	0.531	0.302	0.321	tablo
tablecloth	0.480	0.165	0.215	sifrê
tablespoon	0.490	0.353	0.245	kevçîyê xwarinê
tablet	0.562	0.330	0.438	heb
tableware	0.677	0.250	0.276	sifrê
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabû
tabular	0.438	0.330	0.462	tabloyî
tabulate	0.480	0.403	0.598	tabele
tabulation	0.396	0.346	0.526	tablokirin
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	tacit
tack	0.365	0.431	0.431	pênûs
tackle	0.365	0.686	0.569	mijûlkirin
tackled	0.438	0.612	0.569	desteser kirin
tackling	0.480	0.694	0.613	mijûlkirin
tacky	0.245	0.490	0.373	tacky
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	aw
tactful	0.704	0.292	0.537	bihemd
tactic	0.531	0.434	0.798	taktîk
tactical	0.594	0.481	0.684	hemdîn
tactics	0.583	0.676	0.774	hemdî
tactile	0.573	0.410	0.491	taktil
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	tafta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	terrî
tailed	0.438	0.358	0.351	dûvik kirin
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	dûvikan
taillight	0.479	0.367	0.283	ronahiya paşî
tailor	0.573	0.206	0.450	lebaskar
tailoring	0.673	0.540	0.566	terzîtî
tailpipe	0.460	0.429	0.409	tailpipe
taint	0.141	0.425	0.226	tine kirin
take	0.828	0.537	0.348	wergirtin
takeoff	0.755	0.884	0.626	rabûn
takeout	0.736	0.392	0.368	kêşana derve
takeover	0.663	0.531	0.861	desthilatdarî
taker	0.375	0.521	0.618	taker
talcum	0.500	0.196	0.291	talcum
tale	0.663	0.300	0.336	gotûbêj
talent	0.959	0.607	0.811	jîrî
talented	0.939	0.635	0.938	jêhatî
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	axaftin
talkative	0.562	0.673	0.535	xeberdar
talker	0.500	0.604	0.552	axaftinker
tall	0.725	0.591	0.538	mezin
tallies	0.551	0.290	0.402	tallies
tallow	0.344	0.283	0.290	tallow
tally	0.542	0.420	0.518	tally
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	talons
tambourine	0.622	0.548	0.348	tembûr
tame	0.560	0.604	0.642	nerm
tamer	0.385	0.783	0.815	tamer
taming	0.569	0.514	0.575	tamkirin
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tavrengî
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	mandarin
tangible	0.646	0.350	0.679	tangible
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	tevlihev kirin
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	depo
tank top	0.610	0.371	0.371	top tank
tanker	0.520	0.647	0.713	tankêr
tanned	0.615	0.550	0.491	tanned
tantalizing	0.525	0.788	0.625	tantalizing
tantamount	0.633	0.288	0.670	wekhev
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	taoîzm
tap	0.461	0.370	0.349	dîk
tape	0.531	0.277	0.254	lezaq
tape measure	0.406	0.250	0.360	pîvana tape
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	tapering
tapestry	0.520	0.176	0.362	tapestry
tapeworm	0.357	0.334	0.331	tapeworm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	taps
tar	0.438	0.440	0.570	zift
tarantula	0.260	0.718	0.544	pilindir
tardiness	0.296	0.452	0.260	derengî
tardy	0.204	0.592	0.293	dereng
target	0.633	0.573	0.798	armanc
targeted	0.573	0.537	0.573	hedef kirin
targeting	0.510	0.420	0.580	hedefgirtin
tariff	0.459	0.402	0.491	nasdanî
tarmac	0.357	0.302	0.398	tarmac
tarnish	0.204	0.441	0.342	tarî kirin
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	karî
tassel	0.552	0.330	0.307	tassel
taste	0.802	0.406	0.465	tam
tasteful	0.918	0.458	0.625	birtam
tasteless	0.146	0.196	0.148	bêtam
tasting	0.781	0.603	0.600	tamkirin
tasty	0.959	0.786	0.555	tamxweş
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	deq
taught	0.814	0.481	0.642	hîn kirin
taunt	0.083	0.696	0.355	taunt
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	meyxane
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	bac
taxed	0.255	0.456	0.500	bac kirin
taxi	0.542	0.362	0.430	texsî
taxicab	0.479	0.430	0.355	taxicab
taxonomy	0.370	0.410	0.630	taksonomî
taxpayer	0.592	0.528	0.647	bacgir
tea	0.698	0.163	0.370	çay
teach	0.840	0.510	0.852	hînkirin
teacher	0.760	0.404	0.885	mamoste
teaching	0.822	0.444	0.736	hînkirin
teacup	0.633	0.135	0.277	çay
teahouse	0.802	0.314	0.288	çayxane
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	kom
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	teammate
teamwork	0.918	0.490	0.773	komkar
teapot	0.479	0.110	0.309	çaydank
tear	0.404	0.620	0.327	hêsir
tearful	0.208	0.500	0.184	hêsir
tearsofjoy	0.926	0.740	0.455	tearsofjoy
teary	0.167	0.473	0.216	hêsir
tease	0.317	0.790	0.432	tewzpêkirin
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	teşhîr kirin
teaspoon	0.521	0.330	0.221	teaspoon
teat	0.612	0.469	0.328	gûhan
teatime	0.847	0.159	0.339	dema çay
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	teknîkî
technicality	0.632	0.471	0.661	awaşaşî
technician	0.592	0.510	0.713	teknîker
technique	0.760	0.414	0.593	teknîk
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	teknolojîk
technology	0.776	0.490	0.825	teknolocî
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	pê kêfê bikin
tedious	0.104	0.406	0.241	bêzar
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	teeming
teen	0.729	0.531	0.568	teen
teenager	0.781	0.593	0.527	ciwan
teens	0.653	0.660	0.440	teens
teensy	0.520	0.427	0.347	teensy
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	diranan
teething	0.396	0.471	0.474	diranan
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	têlxiram
telegraph	0.594	0.423	0.400	têlxiraf
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetrî
telepathic	0.602	0.490	0.642	telepathîk
telepathy	0.594	0.510	0.588	telepatî
telephone	0.694	0.520	0.425	telefûn
telescope	0.531	0.340	0.500	lûla dûrdîtinê
telescopic	0.490	0.290	0.660	teleskopî
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	televîzyon kirin
television	0.633	0.391	0.547	televîzyon
tell	0.551	0.350	0.457	gotin
teller	0.500	0.395	0.443	bêjer
telling	0.719	0.441	0.527	digotin
telltale	0.240	0.663	0.426	bêje
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	bitrî
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	kêfgûherr
temperance	0.500	0.294	0.639	nermbûn
temperate	0.469	0.394	0.593	nerm
temperature	0.521	0.559	0.473	germî
tempered	0.583	0.437	0.667	nerm kirin
tempest	0.245	0.843	0.653	bahoz
template	0.479	0.311	0.411	şablon
temple	0.612	0.269	0.660	olxane
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	demkî
temporarily	0.500	0.365	0.373	demkî
temporary	0.458	0.415	0.324	derbasî
tempt	0.210	0.677	0.500	cerribandin
temptation	0.365	0.817	0.560	dilbijînî
tempting	0.615	0.740	0.519	dilkêş
temptress	0.427	0.787	0.667	ceribandin
ten	0.562	0.260	0.406	deh
tenable	0.741	0.412	0.636	tenable
tenacious	0.724	0.658	0.692	tenacious
tenacity	0.740	0.657	0.889	tenacity
tenancy	0.500	0.458	0.605	kirêdarî
tenant	0.385	0.360	0.398	kirêdar
tend	0.604	0.398	0.412	tend
tendency	0.684	0.500	0.675	meyil
tender	0.630	0.520	0.509	tenik
tenderfoot	0.469	0.421	0.438	tenderfoot
tenderness	0.949	0.276	0.367	tenderness
tending	0.622	0.556	0.594	tending
tendon	0.341	0.271	0.463	jî
tenement	0.470	0.384	0.550	tenement
tenet	0.667	0.333	0.636	tenet
tenets	0.734	0.357	0.667	tenet
tenfold	0.469	0.418	0.500	deh qat
tennis	0.622	0.519	0.431	tenîs
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	kêşî
tensile	0.458	0.510	0.618	tensile
tension	0.304	0.810	0.529	kêşî
tent	0.510	0.275	0.333	kon
tentacle	0.370	0.559	0.398	konê
tentative	0.582	0.657	0.534	demok
tenth	0.510	0.349	0.382	dehem
tenths	0.406	0.294	0.284	dehan
tenuous	0.398	0.263	0.276	tenik
tenure	0.615	0.472	0.611	wezîfedarkirin
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	tepid
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	îfade
terminal	0.316	0.434	0.483	rawesta paşîn
terminate	0.171	0.410	0.441	xelaskirin
termination	0.344	0.472	0.545	xelasî
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	bêjezanî
terminus	0.281	0.382	0.615	termînus
termite	0.265	0.480	0.408	gêrîk
terms	0.490	0.362	0.645	şert û mercên
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	sêalî
terrace	0.615	0.269	0.411	dik
terrain	0.540	0.300	0.472	erd
terrestrial	0.542	0.413	0.582	erdê
terrible	0.061	0.849	0.604	tirsgiran
terribly	0.061	0.731	0.430	dilperçeker
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	xofane
terrified	0.090	0.902	0.387	tirsiyan
terrifies	0.083	0.923	0.500	ditirsîne
terrify	0.052	0.889	0.509	tirsandin
terrifying	0.031	0.836	0.602	tirsda
territorial	0.405	0.600	0.766	herêmî
territory	0.625	0.469	0.676	herêm
terror	0.069	0.902	0.415	teror
terrorism	0.060	0.971	0.673	terorîzm
terrorist	0.019	0.930	0.679	terorîst
terrorists	0.062	0.967	0.688	terorîstan
terrorize	0.041	0.907	0.577	terorkirin
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	sêyem
test	0.449	0.500	0.509	îmtîhan
testament	0.594	0.420	0.806	vesîyet
testicle	0.458	0.651	0.410	gûn
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	îfadedan
testimonial	0.541	0.538	0.750	şahidî
testimony	0.615	0.578	0.643	îfada şahîd
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	tether
tethered	0.260	0.472	0.351	girêdan
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	nivîstok
textbook	0.622	0.235	0.526	pirtûka hînkirinê
textile	0.604	0.235	0.395	tekstîl
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	awa
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	sipaskirin
thankful	0.969	0.344	0.714	sipasdar
thankgod	0.823	0.451	0.466	spasgod
thanking	0.917	0.538	0.658	spas kirin
thankless	0.146	0.500	0.497	nankor
thanks	0.918	0.472	0.461	spas
thanksalot	0.908	0.428	0.525	gelek spas
thanksgiving	0.927	0.449	0.637	spasdarî
thankyougod	0.900	0.446	0.651	spas dikim
thankyoujesus	0.878	0.406	0.604	spasyoujesus
thankyoulord	0.809	0.388	0.466	spas dikim
thatch	0.337	0.245	0.161	thatch
thatmoment	0.667	0.389	0.340	wê gavê
thaumaturgy	0.510	0.546	0.618	taumaturjî
thaw	0.438	0.321	0.327	helîn
theater	0.760	0.635	0.516	şano
theatrical	0.720	0.690	0.546	şanoyî
theatrics	0.694	0.539	0.486	şanoyî
thebest	0.760	0.596	0.719	baştirîn
theft	0.135	0.867	0.394	dizîn
theism	0.460	0.431	0.481	teîzm
theistic	0.397	0.365	0.509	teîst
thelife	0.688	0.566	0.629	jiyan
thelittlethings	0.571	0.240	0.324	tiştên piçûk
theme	0.541	0.176	0.427	mijad
theocracy	0.490	0.427	0.722	teokratîk
theocratic	0.380	0.480	0.605	teokratîk
theologian	0.521	0.304	0.759	teolog
theological	0.480	0.363	0.683	teolojîk
theology	0.448	0.330	0.711	teology
theorem	0.500	0.296	0.615	teorem
theoretical	0.615	0.270	0.546	teorîk
theory	0.583	0.314	0.529	dîtinî
therapeutic	0.625	0.275	0.680	dermanî
therapeutics	0.552	0.343	0.625	terapeutîk
therapist	0.468	0.430	0.679	terapîst
therapy	0.490	0.353	0.607	noşîkerî
thereabouts	0.427	0.365	0.285	li wir
thereof	0.542	0.265	0.281	wê
therewith	0.462	0.317	0.398	bi wê
thermal	0.480	0.360	0.509	termal
thermocouple	0.406	0.406	0.422	thermocouple
thermodynamics	0.510	0.594	0.678	termodinamîk
thermometer	0.400	0.327	0.473	termomîter
thermos	0.582	0.255	0.328	thermos
thermostat	0.439	0.480	0.321	thermostat
thesaurus	0.520	0.480	0.509	thesaurus
thesis	0.583	0.582	0.552	nezer
thick	0.449	0.433	0.596	zixt
thicken	0.406	0.398	0.509	stûr kirin
thickening	0.448	0.355	0.434	stûrbûn
thicket	0.385	0.373	0.324	stûr
thickness	0.552	0.370	0.443	qewîtî
thief	0.088	0.888	0.443	diz
thigh	0.469	0.433	0.588	çîp
thimble	0.490	0.192	0.218	tilîkovik
thin	0.469	0.337	0.356	zirav
thing	0.449	0.222	0.260	tişt
things	0.519	0.250	0.368	tiştan
thingy	0.458	0.312	0.158	tişty
think	0.786	0.408	0.618	ponijîn
thinker	0.706	0.386	0.764	ramanwer
thinking	0.720	0.308	0.595	fikirîn
third	0.551	0.187	0.304	sêyem
thirds	0.402	0.327	0.345	sêyem
thirst	0.298	0.519	0.307	tîbûnî
thirsty	0.281	0.660	0.310	tî
thirteen	0.459	0.385	0.331	sêzdeh
thirteenth	0.408	0.330	0.425	sêzdehem
thirty	0.562	0.349	0.316	sih
thistle	0.427	0.423	0.357	thistle
thither	0.500	0.270	0.316	li wir
thong	0.467	0.596	0.269	thong
thorn	0.296	0.541	0.427	kelem
thorny	0.177	0.690	0.500	stirî
thorough	0.467	0.350	0.558	bingehî
thoroughbred	0.669	0.740	0.716	thoroughbred
thoroughfare	0.582	0.481	0.490	rê
thought	0.780	0.315	0.571	pojin
thoughtful	0.667	0.290	0.527	bibal
thoughtfulness	0.867	0.269	0.667	fikirîn
thoughtless	0.194	0.580	0.452	bêheş
thoughts	0.745	0.382	0.691	ramanên
thousand	0.663	0.355	0.480	hezar
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	dezî
threat	0.135	0.865	0.667	tirsavêtinî
threaten	0.104	0.958	0.590	çavtirsandin
threatened	0.052	0.928	0.354	tehdît kirin
threatening	0.071	0.875	0.652	tehdît dikin
three	0.653	0.225	0.377	sê
threefold	0.521	0.400	0.534	sê qat
threesome	0.490	0.676	0.560	sê kes
thresh	0.490	0.417	0.500	thresh
threshold	0.531	0.519	0.575	nepxok
thrice	0.469	0.442	0.462	sê caran
thrift	0.760	0.217	0.649	thrift
thrifty	0.604	0.380	0.676	thrifty
thrill	0.888	0.837	0.711	heyecan
thrilled	0.898	0.818	0.807	heyecan kirin
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	heyecan
thrive	0.948	0.529	0.772	gîhan
thriving	0.865	0.521	0.779	geş
throat	0.350	0.538	0.346	qirrik
throb	0.500	0.673	0.556	liserman
throbbing	0.645	0.808	0.491	hejandin
throes	0.146	0.760	0.235	throes
throne	0.724	0.606	0.887	tac
throng	0.480	0.810	0.706	throng
throttle	0.562	0.804	0.750	pîdala gazê
throw	0.344	0.770	0.623	avêtin
throwback	0.280	0.454	0.356	avêtin paş
thrower	0.470	0.690	0.717	avêtiner
thrown	0.500	0.550	0.619	avêtin
thrush	0.306	0.490	0.454	thrush
thrust	0.510	0.647	0.663	thrust
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	thug
thumb	0.673	0.271	0.361	tilîya meyin
thumbprint	0.510	0.347	0.451	thumbprint
thump	0.280	0.792	0.608	thump
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	hejandin
thunder	0.296	0.916	0.526	gûrgûr
thunderbolt	0.418	0.719	0.642	birûskê
thunderclap	0.390	0.833	0.607	thunderclap
thundering	0.337	0.778	0.700	birûskê
thunderstorm	0.135	0.860	0.784	ewr
thunderstruck	0.194	0.716	0.509	birûskê
thwart	0.281	0.684	0.409	asteng kirin
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	thyme
thyroid	0.234	0.455	0.373	thyroid
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	kêz
ticked	0.469	0.386	0.455	tikandin
