English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
subtitle	0.445	0.202	0.347	字幕
subtle	0.708	0.167	0.228	微妙的
subtlety	0.615	0.176	0.363	微妙
subtract	0.208	0.330	0.283	减去
subtraction	0.163	0.382	0.349	减法
subtype	0.427	0.296	0.420	亚型
suburb	0.354	0.566	0.441	市郊
suburban	0.439	0.450	0.453	郊区的
suburbia	0.438	0.490	0.421	郊区
suburbs	0.510	0.571	0.286	郊区
subversion	0.347	0.608	0.415	颠覆
subversive	0.198	0.765	0.500	颠覆性的
subvert	0.357	0.557	0.536	颠覆
subway	0.418	0.300	0.464	地铁
succeed	0.926	0.755	0.926	成功
succeeding	0.867	0.755	0.849	成功
success	0.959	0.880	0.981	成功
successful	0.949	0.724	0.938	成功的
succession	0.698	0.481	0.587	演替
successive	0.635	0.471	0.518	连续
successor	0.729	0.531	0.648	接班人
succinct	0.510	0.413	0.566	简洁
succubus	0.417	0.647	0.509	魅魔
succulent	0.823	0.538	0.556	多汁的
succumb	0.202	0.787	0.292	屈服
suck	0.344	0.706	0.377	吸
sucker	0.265	0.393	0.204	吸盘
sucking	0.227	0.528	0.377	吸吮
suckling	0.596	0.558	0.518	乳
sucks	0.115	0.683	0.302	很烂
suction	0.460	0.593	0.526	吸
sudden	0.449	0.660	0.435	突然
suddenly	0.670	0.510	0.456	突然
suds	0.458	0.365	0.255	泡沫
sue	0.219	0.731	0.679	起诉
suede	0.542	0.259	0.259	绒面革
suffer	0.082	0.910	0.259	遭受
sufferer	0.156	0.690	0.278	患者
suffering	0.020	0.719	0.235	痛苦
suffice	0.643	0.326	0.504	够了
sufficiency	0.594	0.438	0.576	充分性
sufficient	0.833	0.330	0.588	充足的
sufficiently	0.776	0.367	0.714	充分地
suffix	0.430	0.420	0.364	后缀
suffocate	0.219	0.764	0.440	窒息
suffocating	0.133	0.774	0.429	令人窒息的
suffocation	0.020	0.830	0.462	窒息
sugar	0.896	0.382	0.402	糖
suggest	0.573	0.471	0.517	建议
suggestion	0.646	0.365	0.558	建议
suggestive	0.552	0.500	0.555	暗示的
suicidal	0.021	0.867	0.382	自杀的
suicide	0.030	0.873	0.429	自杀
suicidebombing	0.031	0.957	0.627	自杀式炸弹袭击
suit	0.776	0.282	0.482	套装
suitable	0.792	0.298	0.722	合适的
suitcase	0.562	0.212	0.318	手提箱
suite	0.790	0.420	0.400	套房
suitor	0.708	0.639	0.546	求婚者
sulfate	0.427	0.352	0.429	硫酸盐
sulfur	0.173	0.530	0.364	硫
sulk	0.250	0.580	0.406	生闷气
sullen	0.250	0.407	0.263	忧郁
sully	0.378	0.550	0.370	玷污
sulphur	0.260	0.450	0.233	硫
sultan	0.529	0.423	0.821	苏丹
sultry	0.735	0.696	0.627	闷热
sum	0.792	0.340	0.420	和
summarily	0.469	0.431	0.543	概括地说
summarize	0.590	0.323	0.471	总结
summary	0.729	0.260	0.427	概括
summation	0.766	0.337	0.594	求和
summer	0.812	0.373	0.550	夏天
summerhouse	0.796	0.308	0.443	避暑别墅
summertime	0.837	0.500	0.455	夏令
summit	0.625	0.618	0.764	首脑
summon	0.521	0.560	0.664	召唤
summons	0.552	0.604	0.598	传票
sumo	0.480	0.394	0.564	相扑
sump	0.365	0.451	0.340	油底壳
sumptuous	0.698	0.550	0.555	豪华
sun	0.877	0.400	0.681	太阳
sunbeam	0.729	0.440	0.505	阳光
sunburn	0.061	0.755	0.447	晒斑
sundae	0.743	0.414	0.404	圣代
sunday	0.776	0.196	0.394	星期日
sundial	0.643	0.225	0.406	晷
sundown	0.812	0.276	0.445	日落
sundry	0.543	0.369	0.407	杂项
sunflower	0.878	0.231	0.270	向日葵
sunglass	0.684	0.264	0.324	太阳镜
sunglasses	0.844	0.443	0.364	太阳镜
sunk	0.146	0.531	0.185	沉没
sunken	0.103	0.476	0.173	凹陷
sunless	0.245	0.280	0.273	没有阳光的
sunlight	0.906	0.407	0.639	阳光
sunny	0.740	0.348	0.481	晴天
sunrise	0.823	0.347	0.640	日出
sunroof	0.681	0.325	0.425	天窗
sunscreen	0.656	0.387	0.462	防晒霜
sunset	0.875	0.231	0.298	日落
sunshine	0.885	0.297	0.769	阳光
suntan	0.620	0.510	0.366	晒黑
sunup	0.760	0.304	0.620	日出
sup	0.551	0.358	0.385	支持
super	0.844	0.663	0.780	极好的
superannuation	0.448	0.412	0.562	退休金
superb	0.980	0.708	0.852	高超
superficial	0.357	0.407	0.309	浅
superfluous	0.316	0.469	0.393	多余
superhero	0.910	0.820	0.893	超级英雄
superhuman	0.810	0.745	0.895	超人
superimposed	0.490	0.529	0.683	叠加
superintendent	0.592	0.570	0.942	主管
superior	0.801	0.697	0.940	优越的
superiority	0.582	0.602	0.959	优势
superlative	0.714	0.566	0.737	最高级的
superman	0.945	0.794	0.929	超人
supermarket	0.690	0.547	0.571	超级市场
supermodel	0.880	0.663	0.698	超模
supernatant	0.500	0.500	0.565	上清
supernatural	0.622	0.824	0.733	超自然
supernova	0.729	0.673	0.827	超新星
superposition	0.480	0.570	0.806	叠加
superpower	0.806	0.784	0.972	超级大国
supersede	0.479	0.510	0.518	取代
superstar	0.885	0.860	0.880	超级明星
superstition	0.177	0.640	0.418	迷信
superstitious	0.281	0.545	0.514	迷信的
superstore	0.719	0.600	0.640	超市
supervise	0.698	0.555	0.889	监督
supervision	0.459	0.578	0.825	监督
supervisor	0.615	0.479	0.933	导师
supper	0.708	0.429	0.552	晚餐
suppertime	0.792	0.388	0.461	晚餐时间
supplant	0.344	0.558	0.463	取代
supple	0.812	0.528	0.436	柔软的
supplement	0.745	0.406	0.491	补充
supplemental	0.604	0.404	0.555	补充的
supplementary	0.625	0.352	0.541	补充
supplication	0.469	0.570	0.309	恳求
supplier	0.615	0.462	0.736	供应商
supplies	0.698	0.390	0.595	补给品
supply	0.708	0.519	0.603	供应
support	0.811	0.472	0.737	支持
supported	0.853	0.408	0.613	支持的
supporter	0.721	0.510	0.698	支持者
supporters	0.763	0.539	0.558	支持者
supporting	0.634	0.490	0.764	支持
supportive	0.875	0.420	0.635	支持的
suppose	0.551	0.343	0.348	认为
supposed	0.296	0.378	0.379	应该
supposing	0.449	0.451	0.357	假如
supposition	0.531	0.408	0.526	假设
suppress	0.281	0.559	0.509	压制
suppression	0.267	0.541	0.537	抑制
supremacy	0.794	0.706	0.943	霸权
supreme	0.812	0.700	0.974	最高
supremely	0.833	0.725	0.897	至高无上
surcharge	0.375	0.528	0.500	附加费
sure	0.724	0.270	0.793	当然
surety	0.776	0.365	0.750	保证
surf	0.847	0.650	0.500	冲浪
surface	0.448	0.375	0.604	表面
surfboard	0.729	0.730	0.387	冲浪板
surfer	0.704	0.701	0.554	冲浪者
surge	0.449	0.684	0.500	涌
surgeon	0.500	0.598	0.793	外科医生
surgery	0.286	0.769	0.600	手术
surgical	0.327	0.696	0.723	外科
surly	0.221	0.469	0.493	粗暴
surmise	0.529	0.400	0.347	推测
surname	0.670	0.250	0.493	姓
surpassing	0.719	0.660	0.720	超越
surplus	0.602	0.680	0.630	剩余
surprise	0.875	0.875	0.562	惊喜
surprised	0.784	0.855	0.539	吃惊
surprises	0.875	0.769	0.632	惊喜
surprising	0.888	0.790	0.692	奇怪
surprisingly	0.847	0.793	0.819	出奇
surreal	0.550	0.529	0.670	超现实主义
surrender	0.115	0.396	0.186	投降
surrendering	0.198	0.411	0.245	投降
surrogate	0.406	0.590	0.472	代理
surround	0.542	0.623	0.627	环绕
surrounding	0.531	0.422	0.669	周围
surroundings	0.600	0.346	0.492	环境
surveillance	0.365	0.720	0.718	监视
survey	0.580	0.357	0.379	民意调查
surveying	0.488	0.455	0.682	测量
surveyor	0.545	0.337	0.648	测量员
survival	0.541	0.798	0.879	生存
survive	0.770	0.824	0.726	存活
surviving	0.646	0.836	0.721	幸存下来
survivor	0.677	0.750	0.815	幸存者
susceptibility	0.458	0.627	0.364	易感性
susceptible	0.438	0.449	0.304	易受影响的
sushi	0.698	0.343	0.394	寿司
suspect	0.133	0.750	0.509	嫌疑犯
suspected	0.173	0.755	0.452	怀疑
suspend	0.240	0.320	0.368	暂停
suspended	0.224	0.402	0.368	暂停
suspenders	0.391	0.333	0.500	吊带
suspense	0.286	0.775	0.402	悬念
suspension	0.288	0.530	0.426	暂停
suspicion	0.204	0.711	0.377	怀疑
suspicions	0.208	0.745	0.500	怀疑
suspicious	0.153	0.745	0.431	可疑的
sustain	0.635	0.358	0.593	支持
sustained	0.649	0.340	0.580	持续
sustenance	0.820	0.519	0.679	寄托
suture	0.240	0.510	0.510	缝合
suv	0.552	0.431	0.446	越野车
sux	0.406	0.531	0.331	苏克斯
swab	0.470	0.364	0.259	拭子
swag	0.656	0.676	0.654	赃物
swagger	0.333	0.731	0.538	昂首阔步
swallow	0.466	0.608	0.436	吞
swami	0.510	0.547	0.491	斯瓦米
swamp	0.245	0.425	0.235	沼泽
swamped	0.156	0.480	0.270	淹没
swampy	0.306	0.390	0.412	沼泽
swan	0.781	0.225	0.357	天鹅
swank	0.490	0.500	0.442	挥霍
swap	0.552	0.500	0.509	交换
swarm	0.302	0.735	0.458	一群
swarming	0.375	0.600	0.435	蜂拥而至
swastika	0.316	0.472	0.491	卍
swat	0.380	0.694	0.571	扑打
sway	0.690	0.596	0.721	摇摆
swear	0.601	0.577	0.658	发誓
swearing	0.333	0.559	0.586	咒骂
sweat	0.388	0.579	0.297	流汗
sweater	0.704	0.245	0.295	毛衣
sweating	0.292	0.667	0.265	出汗
sweatshirt	0.510	0.368	0.353	运动衫
sweatshop	0.385	0.797	0.602	血汗工厂
sweaty	0.281	0.540	0.304	汗流浃背
sweep	0.448	0.385	0.383	扫
sweeper	0.470	0.549	0.414	扫地机
sweeping	0.344	0.431	0.355	扫地
sweet	0.668	0.418	0.382	甜的
sweeten	0.908	0.455	0.423	变甜
sweetened	0.940	0.461	0.398	加糖的
sweetener	0.670	0.333	0.330	甜味剂
sweetest	0.959	0.500	0.370	最甜蜜的
sweetheart	0.959	0.423	0.509	亲爱的
sweetie	0.990	0.549	0.560	甜心
sweetness	0.906	0.474	0.528	甜味
sweets	0.910	0.422	0.321	糖果
swell	0.360	0.679	0.348	胀
swelling	0.323	0.608	0.250	肿胀
sweltering	0.204	0.644	0.362	闷热
swerve	0.276	0.612	0.357	转向
swift	0.760	0.776	0.698	迅速
swiftly	0.660	0.885	0.618	迅速
swig	0.604	0.481	0.406	痛饮
swill	0.427	0.528	0.322	泔水
swim	0.688	0.461	0.529	游泳
swimmer	0.657	0.698	0.610	游泳者
swimming	0.760	0.559	0.524	游泳
swimsuit	0.740	0.373	0.269	泳装
swindle	0.122	0.740	0.439	骗取
swindler	0.125	0.721	0.575	骗子
swine	0.340	0.519	0.277	猪
swing	0.602	0.510	0.481	摇摆
swinger	0.459	0.778	0.482	浪荡公子
swinging	0.656	0.510	0.312	摇摆
swipe	0.573	0.450	0.266	刷卡
swirl	0.490	0.726	0.639	漩涡
swish	0.562	0.510	0.474	嗖嗖
switch	0.500	0.538	0.509	转变
switchblade	0.357	0.596	0.528	弹簧刀
switchboard	0.571	0.519	0.558	总机
swivel	0.562	0.480	0.500	旋转
swollen	0.236	0.510	0.277	肿
swoon	0.292	0.510	0.160	昏厥
swoop	0.479	0.618	0.446	猛扑
sword	0.438	0.653	0.713	剑
swordfish	0.564	0.520	0.442	旗鱼
swordplay	0.616	0.750	0.528	剑术
swordsman	0.395	0.857	0.696	剑客
sycamore	0.500	0.401	0.527	梧桐
syllable	0.448	0.250	0.417	音节
syllabus	0.736	0.370	0.643	教学大纲
symbiotic	0.832	0.425	0.406	共生
symbol	0.643	0.388	0.527	象征
symbolic	0.670	0.385	0.574	象征性的
symbolically	0.582	0.385	0.648	象征性地
symbolism	0.688	0.347	0.640	象征主义
symbolize	0.633	0.327	0.673	象征
symmetric	0.745	0.212	0.588	对称的
symmetrical	0.542	0.263	0.569	对称的
symmetry	0.604	0.274	0.500	对称
sympathetic	0.796	0.434	0.609	同情的
sympathize	0.770	0.627	0.644	同情
sympathy	0.827	0.497	0.634	同情
symphonic	0.775	0.545	0.566	交响乐
symphony	0.765	0.490	0.600	交响乐
symposium	0.573	0.394	0.644	座谈会
symptom	0.380	0.529	0.434	症状
symptomatic	0.367	0.434	0.491	有症状的
synagogue	0.531	0.300	0.544	犹太教堂
synapse	0.660	0.471	0.491	突触
synaptic	0.573	0.553	0.622	突触
sync	0.802	0.440	0.670	同步
synchronize	0.781	0.361	0.654	同步
synchronous	0.600	0.538	0.545	同步
syncope	0.245	0.538	0.398	昏厥
syndicate	0.439	0.491	0.673	辛迪加
syndrome	0.229	0.510	0.246	综合征
synergistic	0.571	0.550	0.547	协同的
synergy	0.667	0.510	0.720	协同作用
synod	0.469	0.377	0.574	大会
synonym	0.615	0.210	0.433	代名词
synonymous	0.480	0.323	0.400	同义词
synopsis	0.541	0.390	0.482	概要
synoptic	0.561	0.510	0.596	概要
syntax	0.531	0.346	0.559	句法
synthesis	0.604	0.315	0.377	合成
synthesizer	0.500	0.410	0.592	合成器
synthetic	0.396	0.350	0.519	合成的
syphilis	0.071	0.606	0.245	梅毒
syringe	0.250	0.680	0.330	注射器
syrup	0.620	0.223	0.318	糖浆
system	0.615	0.346	0.764	系统
systematic	0.617	0.444	0.594	系统的
systematically	0.690	0.390	0.651	系统地
t-shirt	0.815	0.286	0.284	T恤
tab	0.594	0.208	0.308	标签
tabasco	0.375	0.546	0.404	塔巴斯科
tabby	0.510	0.426	0.387	虎斑猫
tabernacle	0.408	0.480	0.605	帐幕
table	0.551	0.170	0.284	桌子
tableau	0.531	0.302	0.321	画面
tablecloth	0.480	0.165	0.215	桌布
tablespoon	0.490	0.353	0.245	汤匙
tablet	0.562	0.330	0.438	药片
tableware	0.677	0.250	0.276	餐具
tabloid	0.438	0.365	0.444	小报
taboo	0.198	0.794	0.482	忌讳
tabular	0.438	0.330	0.462	表格
tabulate	0.480	0.403	0.598	制表
tabulation	0.396	0.346	0.526	制表
tachometer	0.398	0.394	0.518	转速表
tacit	0.459	0.340	0.473	默契
tack	0.365	0.431	0.431	钉
tackle	0.365	0.686	0.569	处理
tackled	0.438	0.612	0.569	解决了
tackling	0.480	0.694	0.613	应对
tacky	0.245	0.490	0.373	俗气
taco	0.561	0.353	0.277	炸玉米饼
tact	0.550	0.417	0.417	机智
tactful	0.704	0.292	0.537	委婉的
tactic	0.531	0.434	0.798	战术
tactical	0.594	0.481	0.684	战术上的
tactics	0.583	0.676	0.774	策略
tactile	0.573	0.410	0.491	触
tad	0.459	0.240	0.250	一点
tadpole	0.350	0.434	0.218	蝌蚪
taffeta	0.604	0.279	0.405	塔夫绸
taffy	0.448	0.431	0.204	太妃糖
tag	0.612	0.353	0.375	标签
tail	0.480	0.272	0.293	尾巴
tailed	0.438	0.358	0.351	尾随
tailgate	0.323	0.340	0.398	尾门
tailings	0.439	0.311	0.446	尾矿
taillight	0.479	0.367	0.283	尾灯
tailor	0.573	0.206	0.450	裁缝
tailoring	0.673	0.540	0.566	剪裁
tailpipe	0.460	0.429	0.409	排气管
taint	0.141	0.425	0.226	污点
take	0.828	0.537	0.348	拿
takeoff	0.755	0.884	0.626	脱掉
takeout	0.736	0.392	0.368	取出
takeover	0.663	0.531	0.861	接管
taker	0.375	0.521	0.618	接受者
talcum	0.500	0.196	0.291	滑石粉
tale	0.663	0.300	0.336	故事
talent	0.959	0.607	0.811	天赋
talented	0.939	0.635	0.938	才华横溢
talisman	0.704	0.542	0.642	护符
talk	0.833	0.346	0.594	讲话
talkative	0.562	0.673	0.535	健谈
talker	0.500	0.604	0.552	说话者
tall	0.725	0.591	0.538	高
tallies	0.551	0.290	0.402	计票
tallow	0.344	0.283	0.290	脂
tally	0.542	0.420	0.518	相符
talon	0.344	0.569	0.475	爪
talons	0.320	0.698	0.525	爪子
tambourine	0.622	0.548	0.348	手鼓
tame	0.560	0.604	0.642	驯服
tamer	0.385	0.783	0.815	驯服者
taming	0.569	0.514	0.575	驯服
tamper	0.184	0.802	0.545	篡改
tampon	0.396	0.394	0.345	卫生棉条
tan	0.643	0.460	0.444	棕褐色
tandem	0.552	0.406	0.485	串联
tang	0.594	0.383	0.340	唐
tangent	0.573	0.373	0.454	切线
tangerine	0.571	0.271	0.395	柑橘
tangible	0.646	0.350	0.679	有形
tangle	0.354	0.545	0.254	纠纷
tangled	0.260	0.539	0.316	纠结
tango	0.622	0.560	0.430	探戈
tank	0.431	0.454	0.634	坦克
tank top	0.610	0.371	0.371	背心
tanker	0.520	0.647	0.713	油船
tanned	0.615	0.550	0.491	晒黑
tantalizing	0.525	0.788	0.625	诱人的
tantamount	0.633	0.288	0.670	无异于
tantrum	0.219	0.817	0.404	发脾气
taoism	0.490	0.250	0.456	道教
tap	0.461	0.370	0.349	轻敲
tape	0.531	0.277	0.254	胶带
tape measure	0.406	0.250	0.360	卷尺
taper	0.541	0.410	0.415	锥度
tapering	0.344	0.380	0.237	逐渐变细
tapestry	0.520	0.176	0.362	挂毯
tapeworm	0.357	0.334	0.331	绦虫
tapioca	0.594	0.297	0.324	木薯
taps	0.448	0.378	0.409	水龙头
tar	0.438	0.440	0.570	柏油
tarantula	0.260	0.718	0.544	狼蛛
tardiness	0.296	0.452	0.260	迟到
tardy	0.204	0.592	0.293	迟迟
target	0.633	0.573	0.798	目标
targeted	0.573	0.537	0.573	有针对性
targeting	0.510	0.420	0.580	定位
tariff	0.459	0.402	0.491	关税
tarmac	0.357	0.302	0.398	停机坪
tarnish	0.204	0.441	0.342	玷污
tarot	0.479	0.422	0.430	塔罗牌
tarp	0.479	0.210	0.364	篷布
tarry	0.392	0.413	0.388	等待
tart	0.719	0.380	0.219	酸
tartan	0.448	0.423	0.389	格子呢
tartar	0.214	0.351	0.212	鞑靼
task	0.550	0.353	0.500	任务
tassel	0.552	0.330	0.307	流苏
taste	0.802	0.406	0.465	品尝
tasteful	0.918	0.458	0.625	有品位的
tasteless	0.146	0.196	0.148	无味
tasting	0.781	0.603	0.600	品尝
tasty	0.959	0.786	0.555	可口
tat	0.429	0.380	0.404	达
tattler	0.417	0.530	0.434	闲话家
tattletale	0.633	0.406	0.317	告密者
tattoo	0.490	0.602	0.525	纹身
taught	0.814	0.481	0.642	教过
taunt	0.083	0.696	0.355	嘲讽
taupe	0.406	0.340	0.386	灰褐色
taut	0.432	0.704	0.457	绷紧
tavern	0.516	0.577	0.475	酒馆
tawdry	0.375	0.510	0.398	俗气的
tawny	0.551	0.398	0.400	黄褐色
tax	0.260	0.481	0.534	税
taxed	0.255	0.456	0.500	征税
taxi	0.542	0.362	0.430	出租车
taxicab	0.479	0.430	0.355	出租车
taxonomy	0.370	0.410	0.630	分类
taxpayer	0.592	0.528	0.647	纳税人
tea	0.698	0.163	0.370	茶
teach	0.840	0.510	0.852	教
teacher	0.760	0.404	0.885	老师
teaching	0.822	0.444	0.736	教学
teacup	0.633	0.135	0.277	茶碗
teahouse	0.802	0.314	0.288	茶馆
teal	0.540	0.293	0.321	青色
team	0.708	0.461	0.688	团队
teamjesus	0.673	0.453	0.536	团队耶稣
teammate	0.865	0.449	0.660	队友
teamwork	0.918	0.490	0.773	团队合作
teapot	0.479	0.110	0.309	茶壶
tear	0.404	0.620	0.327	眼泪
tearful	0.208	0.500	0.184	内牛满面
tearsofjoy	0.926	0.740	0.455	喜极而泣
teary	0.167	0.473	0.216	泪流满面
tease	0.317	0.790	0.432	逗
teaser	0.510	0.558	0.534	预告片
teasing	0.235	0.725	0.352	戏弄
teaspoon	0.521	0.330	0.221	茶匙
teat	0.612	0.469	0.328	乳头
teatime	0.847	0.159	0.339	下午茶时间
tech	0.684	0.491	0.732	技术
technical	0.510	0.490	0.736	技术的
technicality	0.632	0.471	0.661	技术性
technician	0.592	0.510	0.713	技术员
technique	0.760	0.414	0.593	技术
techno	0.561	0.539	0.500	技术
technological	0.680	0.452	0.815	技术
technology	0.776	0.490	0.825	技术
ted	0.712	0.453	0.336	泰德
teddy bear	0.890	0.170	0.192	泰迪熊
tedious	0.104	0.406	0.241	乏味
tedium	0.224	0.331	0.298	乏味
tee	0.459	0.373	0.377	球座
teeming	0.582	0.550	0.727	人山人海
teen	0.729	0.531	0.568	青少年
teenager	0.781	0.593	0.527	青少年
teens	0.653	0.660	0.440	青少年
teensy	0.520	0.427	0.347	青少年
teeny	0.427	0.418	0.216	蝇头
teeth	0.520	0.388	0.427	牙齿
teething	0.396	0.471	0.474	出牙
teflon	0.354	0.245	0.434	铁氟龙
telegram	0.561	0.542	0.550	电报
telegraph	0.594	0.423	0.400	电报
telekinesis	0.582	0.646	0.667	心灵感应
telemetry	0.460	0.382	0.611	遥测
telepathic	0.602	0.490	0.642	心灵感应
telepathy	0.594	0.510	0.588	心灵感应
telephone	0.694	0.520	0.425	电话
telescope	0.531	0.340	0.500	望远镜
telescopic	0.490	0.290	0.660	伸缩
telethon	0.643	0.641	0.473	电视马拉松
teletype	0.532	0.392	0.455	电传打字机
televised	0.625	0.519	0.518	电视转播
television	0.633	0.391	0.547	电视
tell	0.551	0.350	0.457	告诉
teller	0.500	0.395	0.443	出纳员
telling	0.719	0.441	0.527	告诉
telltale	0.240	0.663	0.426	告密
temp	0.490	0.440	0.314	温度
temper	0.633	0.623	0.818	脾气
tempera	0.458	0.318	0.245	蛋彩画
temperament	0.420	0.625	0.703	气质
temperamental	0.316	0.774	0.608	喜怒无常
temperance	0.500	0.294	0.639	节制
temperate	0.469	0.394	0.593	温带
temperature	0.521	0.559	0.473	温度
tempered	0.583	0.437	0.667	回火
tempest	0.245	0.843	0.653	暴风雨
template	0.479	0.311	0.411	模板
temple	0.612	0.269	0.660	寺庙
tempo	0.582	0.337	0.500	速度
temporal	0.500	0.413	0.360	颞
temporarily	0.500	0.365	0.373	暂时地
temporary	0.458	0.415	0.324	暂时的
tempt	0.210	0.677	0.500	诱惑
temptation	0.365	0.817	0.560	诱惑
tempting	0.615	0.740	0.519	诱人的
temptress	0.427	0.787	0.667	妖妇
ten	0.562	0.260	0.406	十
tenable	0.741	0.412	0.636	站得住脚
tenacious	0.724	0.658	0.692	顽强
tenacity	0.740	0.657	0.889	韧性
tenancy	0.500	0.458	0.605	租约
tenant	0.385	0.360	0.398	租户
tend	0.604	0.398	0.412	趋向
tendency	0.684	0.500	0.675	趋势
tender	0.630	0.520	0.509	投标
tenderfoot	0.469	0.421	0.438	嫩足
tenderness	0.949	0.276	0.367	压痛
tending	0.622	0.556	0.594	照料
tendon	0.341	0.271	0.463	肌腱
tenement	0.470	0.384	0.550	物业单位
tenet	0.667	0.333	0.636	宗旨
tenets	0.734	0.357	0.667	宗旨
tenfold	0.469	0.418	0.500	十倍
tennis	0.622	0.519	0.431	网球
tenor	0.587	0.451	0.500	男高音
tense	0.396	0.439	0.655	紧张
tensile	0.458	0.510	0.618	拉伸
tension	0.304	0.810	0.529	紧张
tent	0.510	0.275	0.333	帐篷
tentacle	0.370	0.559	0.398	触手
tentative	0.582	0.657	0.534	暂定的
tenth	0.510	0.349	0.382	第十
tenths	0.406	0.294	0.284	十分之一
tenuous	0.398	0.263	0.276	脆弱的
tenure	0.615	0.472	0.611	任期
tepee	0.500	0.337	0.373	圆锥形帐篷
tepid	0.337	0.327	0.237	不温不火
tequila	0.612	0.710	0.536	龙舌兰酒
teriyaki	0.646	0.449	0.431	照烧
term	0.450	0.255	0.598	学期
terminal	0.316	0.434	0.483	终端
terminate	0.171	0.410	0.441	终止
termination	0.344	0.472	0.545	终止
terminator	0.370	0.663	0.737	终结者
terminology	0.612	0.284	0.566	术语
terminus	0.281	0.382	0.615	终点站
termite	0.265	0.480	0.408	白蚁
terms	0.490	0.362	0.645	条款
tern	0.573	0.365	0.309	燕鸥
ternary	0.550	0.406	0.480	三元
terrace	0.615	0.269	0.411	阳台
terrain	0.540	0.300	0.472	地形
terrestrial	0.542	0.413	0.582	陆地的
terrible	0.061	0.849	0.604	糟糕的
terribly	0.061	0.731	0.430	可怕
terrier	0.562	0.540	0.431	梗犬
terrific	0.859	0.650	0.821	了不起
terrified	0.090	0.902	0.387	吓坏了
terrifies	0.083	0.923	0.500	吓坏了
terrify	0.052	0.889	0.509	吓坏了
terrifying	0.031	0.836	0.602	可怕的
territorial	0.405	0.600	0.766	领土的
territory	0.625	0.469	0.676	领土
terror	0.069	0.902	0.415	恐怖
terrorism	0.060	0.971	0.673	恐怖主义
terrorist	0.019	0.930	0.679	恐怖分子
terrorists	0.062	0.967	0.688	恐怖分子
terrorize	0.041	0.907	0.577	恐吓
terse	0.542	0.393	0.409	简洁
tertiary	0.500	0.350	0.431	第三
test	0.449	0.500	0.509	测试
testament	0.594	0.420	0.806	遗嘱
testicle	0.458	0.651	0.410	睾丸
testicular	0.388	0.680	0.453	睾丸
