English Word	Valence	Arousal	Dominance	Malayalam Word
rosemary	0.688	0.381	0.425	റോസ്മേരി
rosette	0.469	0.410	0.310	റോസാപ്പൂവ്
roster	0.531	0.306	0.381	പട്ടിക
rosy	0.940	0.528	0.755	റോസി
rot	0.031	0.558	0.301	ചെംചീയൽ
rota	0.320	0.462	0.209	റോട്ട
rotary	0.573	0.462	0.528	റോട്ടറി
rotate	0.458	0.470	0.492	തിരിക്കുക
rotation	0.670	0.520	0.550	ഭ്രമണം
rote	0.561	0.481	0.696	കറങ്ങുക
rotor	0.500	0.458	0.404	റോട്ടർ
rotten	0.104	0.590	0.327	ചീഞ്ഞളിഞ്ഞ
rotting	0.188	0.462	0.255	അഴുകുന്നു
rotunda	0.500	0.464	0.393	റോട്ടണ്ട
rouge	0.562	0.400	0.382	റൂജ്
rough	0.406	0.794	0.632	പരുക്കൻ
roughly	0.448	0.539	0.463	ഏകദേശം
roughneck	0.323	0.640	0.491	പരുക്കൻ കഴുത്ത്
roughness	0.214	0.578	0.490	പരുഷത
roulette	0.326	0.690	0.422	റൗലറ്റ്
round	0.552	0.434	0.311	വൃത്താകൃതിയിലുള്ള
roundabout	0.490	0.425	0.495	റൗണ്ട് എബൗട്ട്
rounded	0.592	0.391	0.396	വൃത്താകൃതിയിലുള്ള
roundup	0.520	0.580	0.474	റൗണ്ട് അപ്പ്
rouse	0.521	0.490	0.463	ഉണർത്തുക
rouser	0.480	0.540	0.423	റോസർ
rousing	0.714	0.517	0.692	ഉണർത്തുന്നു
rout	0.163	0.625	0.233	വഴിതിരിച്ചുവിടുക
route	0.583	0.353	0.518	റൂട്ട്
routine	0.365	0.219	0.333	ദിനചര്യ
rove	0.457	0.400	0.400	കറങ്ങി
rover	0.510	0.538	0.421	റോവർ
roving	0.583	0.442	0.491	കറങ്ങുന്നു
row	0.427	0.275	0.406	വരി
rowboat	0.455	0.393	0.353	തുഴവഞ്ചി
rowdy	0.255	0.900	0.518	റൗഡി
rowing	0.458	0.443	0.467	തുഴച്ചിൽ
royal	0.796	0.430	0.759	രാജകീയമായ
royalty	0.832	0.571	0.833	റോയൽറ്റി
rub	0.521	0.565	0.400	തടവുക
rubber	0.460	0.217	0.315	റബ്ബർ
rubbers	0.604	0.360	0.414	റബ്ബറുകൾ
rubbing	0.406	0.569	0.440	തിരുമ്മൽ
rubbish	0.198	0.454	0.164	ചവറുകൾ
rubble	0.308	0.509	0.289	അവശിഷ്ടങ്ങൾ
rubdown	0.561	0.491	0.404	തടവുക
rubric	0.427	0.260	0.500	റൂബ്രിക്ക്
ruby	0.663	0.408	0.544	മാണിക്യം
ruckus	0.271	0.706	0.411	റക്കസ്
rudder	0.439	0.469	0.509	ചുക്കാൻ
ruddy	0.490	0.630	0.395	റഡ്ഡി
rude	0.061	0.821	0.402	അപമര്യാദയായ
rudeness	0.280	0.819	0.692	പരുഷത
rudimentary	0.286	0.321	0.509	അടിസ്ഥാനപരമായ
rudiments	0.385	0.520	0.373	അടിസ്ഥാനങ്ങൾ
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	ക്രൂരമായ
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	റഫിയൻ
ruffle	0.443	0.561	0.518	റഫിൾ
rug	0.520	0.240	0.245	പരവതാനി
rugby	0.677	0.820	0.708	റഗ്ബി
rugged	0.561	0.569	0.793	പരുക്കൻ
ruin	0.125	0.588	0.192	നാശം
ruination	0.184	0.582	0.209	നാശം
ruined	0.135	0.564	0.194	നശിച്ചു
ruinous	0.255	0.690	0.275	വിനാശകരമായ
ruins	0.250	0.490	0.248	അവശിഷ്ടങ്ങൾ
rule	0.567	0.427	0.593	ഭരണം
ruler	0.440	0.400	0.631	ഭരണാധികാരി
ruling	0.177	0.566	0.410	ഭരിക്കുന്നത്
rum	0.561	0.377	0.451	റം
rumba	0.781	0.827	0.615	റുംബ
rumble	0.367	0.745	0.613	മുഴങ്ങുക
rummage	0.243	0.615	0.289	അലമുറയിടൽ
rumor	0.255	0.582	0.282	കിംവദന്തി
rumored	0.427	0.604	0.318	കിംവദന്തി
rump	0.449	0.425	0.396	മുൾപടർപ്പു
rumpus	0.448	0.531	0.422	റമ്പസ്
run	0.542	0.787	0.543	ഓടുക
runaround	0.448	0.519	0.349	ചുറ്റും ഓടുക
runaway	0.271	0.770	0.402	ഓടിപ്പോകുക
rundown	0.520	0.296	0.465	ഇടിച്ചുവീഴ്ത്തുക
runes	0.438	0.300	0.304	റണ്ണുകൾ
rung	0.510	0.355	0.368	ഓട്ടം
runner	0.459	0.747	0.632	ഓട്ടക്കാരൻ
running	0.730	0.858	0.442	പ്രവർത്തിക്കുന്ന
running shoes	0.653	0.573	0.491	ഓടുന്ന ഷൂസ്
runny	0.540	0.439	0.325	ഒഴുകുന്ന
runt	0.370	0.500	0.445	ഓടുക
runway	0.585	0.373	0.406	റൺവേ
rupture	0.125	0.633	0.430	പിളര്പ്പ്
rural	0.562	0.245	0.408	ഗ്രാമീണ
ruse	0.531	0.640	0.546	കുതന്ത്രം
rush	0.406	0.809	0.546	തിരക്ക്
rushing	0.398	0.821	0.529	കുതിക്കുന്നു
rust	0.281	0.265	0.321	തുരുമ്പ്
rusted	0.286	0.357	0.302	തുരുമ്പെടുത്തു
rustic	0.369	0.657	0.491	നാടൻ
rustle	0.333	0.538	0.394	തുരുതുരാ
rustler	0.281	0.830	0.429	റസ്റ്റ്ലർ
rusty	0.271	0.345	0.231	തുരുമ്പിച്ച
rut	0.333	0.310	0.392	റൂട്ട്
ruth	0.469	0.427	0.444	രൂത്ത്
ruthless	0.208	0.850	0.670	നിഷ്കരുണം
rye	0.490	0.298	0.411	തേങ്ങല്
sabbatical	0.771	0.240	0.427	ശബ്ബത്ത്
saber	0.551	0.620	0.553	സേബർ
sable	0.449	0.596	0.500	സേബിൾ
sabotage	0.135	0.906	0.500	അട്ടിമറി
saboteur	0.250	0.804	0.407	അട്ടിമറിക്കാരൻ
sac	0.344	0.245	0.226	സഞ്ചി
sack	0.385	0.337	0.264	ചാക്ക്
sacrament	0.690	0.316	0.700	കൂദാശ
sacred	0.833	0.375	0.862	പവിത്രമായ
sacrifice	0.208	0.833	0.534	ത്യാഗം
sacrifices	0.281	0.717	0.538	ത്യാഗങ്ങൾ
sacrificial	0.198	0.755	0.452	ത്യാഗപൂർണമായ
sacrilege	0.281	0.708	0.491	ത്യാഗം
sacrilegious	0.146	0.736	0.449	ത്യാഗപരമായ
sad	0.225	0.333	0.149	ദുഃഖകരമായ
sadday	0.520	0.418	0.411	ദുഖ: കരമായ ദിവസം
saddens	0.104	0.436	0.144	ദുഃഖിക്കുന്നു
saddle	0.510	0.509	0.306	സാഡിൽ
sadist	0.042	0.918	0.500	സാഡിസ്റ്റ്
sadistic	0.031	0.906	0.618	സാഡിസ്റ്റിക്
sadly	0.047	0.255	0.216	സങ്കടത്തോടെ
sadness	0.052	0.288	0.164	ദുഃഖം
safari	0.663	0.673	0.640	സഫാരി
safe	0.898	0.306	0.759	സുരക്ഷിതം
safeguard	0.786	0.624	0.700	സംരക്ഷണം
safekeeping	0.653	0.510	0.586	ഭദ്രമായി സൂക്ഷിക്കൽ
safety	0.708	0.491	0.868	സുരക്ഷ
saffron	0.443	0.373	0.349	കുങ്കുമം
sag	0.153	0.578	0.445	തളർച്ച
saga	0.635	0.440	0.600	സാഗ
sage	0.781	0.327	0.693	മുനി
saggy	0.370	0.429	0.300	മുഷിഞ്ഞ
sail	0.615	0.220	0.325	കപ്പലോട്ടം
sailboat	0.719	0.392	0.381	കപ്പലോട്ടം
sailing	0.667	0.520	0.500	കപ്പലോട്ടം
sailor	0.500	0.588	0.500	നാവികൻ
saint	0.812	0.240	0.693	വിശുദ്ധൻ
sainted	0.708	0.296	0.676	വിശുദ്ധൻ
saintly	0.865	0.286	0.591	വിശുദ്ധൻ
sake	0.490	0.573	0.407	നിമിത്തം
salad	0.750	0.260	0.307	സാലഡ്
salamander	0.410	0.362	0.309	സലാമാണ്ടർ
salami	0.667	0.360	0.339	സലാമി
salary	0.786	0.480	0.652	ശമ്പളം
sale	0.647	0.602	0.573	വിൽപ്പന
salesgirl	0.582	0.490	0.605	വിൽപ്പനക്കാരി
salesman	0.643	0.559	0.664	വിൽപ്പനക്കാരൻ
salient	0.600	0.573	0.702	ശ്രദ്ധേയമായ
saline	0.430	0.340	0.385	ഉപ്പുവെള്ളം
saliva	0.214	0.265	0.236	ഉമിനീർ
sally	0.604	0.390	0.451	സാലി
salmon	0.760	0.250	0.444	സാൽമൺ
salmonella	0.167	0.608	0.312	സാൽമൊണല്ല
salon	0.531	0.296	0.463	മുടിവെട്ടുന്ന സ്ഥലം
saloon	0.630	0.300	0.364	സലൂൺ
salsa	0.742	0.500	0.370	സൽസ
salt	0.323	0.312	0.306	ഉപ്പ്
salted	0.333	0.400	0.304	ഉപ്പിട്ടത്
saltwater	0.327	0.330	0.364	ഉപ്പ് വെള്ളം
salty	0.388	0.531	0.288	ഉപ്പിട്ട
salutary	0.885	0.360	0.686	സൽക്കാരം
salutation	0.878	0.417	0.500	വന്ദനം
salute	0.833	0.542	0.681	വന്ദനം
salvage	0.622	0.510	0.832	രക്ഷ
salvation	0.857	0.480	0.800	രക്ഷ
salve	0.612	0.390	0.500	അടിമ
samba	0.781	0.740	0.465	സാംബ
sameness	0.531	0.330	0.484	സമാനത
sample	0.521	0.187	0.452	സാമ്പിൾ
samurai	0.562	0.736	0.838	സമുറായി
sanatorium	0.469	0.490	0.491	സാനിറ്റോറിയം
sanctification	0.770	0.431	0.816	വിശുദ്ധീകരണം
sanctified	0.792	0.240	0.612	വിശുദ്ധീകരിക്കപ്പെട്ടു
sanctify	0.673	0.443	0.783	വിശുദ്ധീകരിക്കുക
sanctimonious	0.240	0.365	0.327	പവിത്രമായ
sanction	0.201	0.750	0.517	അനുമതി
sanctioned	0.323	0.696	0.391	അനുവദിച്ചത്
sanctity	0.771	0.330	0.628	വിശുദ്ധി
sanctuary	0.863	0.226	0.575	സങ്കേതം
sanctum	0.521	0.438	0.657	സങ്കേതം
sand	0.582	0.279	0.304	മണല്
sandal	0.490	0.283	0.333	ചെരിപ്പ്
sandbox	0.573	0.274	0.264	സാൻഡ്ബോക്സ്
sander	0.438	0.580	0.445	സാൻഡർ
sandman	0.479	0.469	0.388	സാൻഡ്മാൻ
sandpaper	0.417	0.425	0.404	സാൻഡ്പേപ്പർ
sands	0.646	0.304	0.377	മണൽ
sandstorm	0.324	0.821	0.629	മണൽക്കാറ്റ്
sandwich	0.672	0.314	0.310	സാന്ഡ്വിച്ച്
sandy	0.406	0.265	0.296	മണൽ നിറഞ്ഞ
sane	0.760	0.235	0.670	സുബോധമുള്ള
sanguine	0.520	0.560	0.545	സാങ്കുയിൻ
sanitarium	0.448	0.645	0.570	സാനിറ്റോറിയം
sanitary	0.458	0.320	0.425	സാനിറ്ററി
sanitation	0.742	0.312	0.500	ശുചീകരണം
sanity	0.667	0.333	0.655	വിവേകം
sans	0.459	0.294	0.246	സാൻസ്
santa	0.735	0.286	0.509	സാന്ത
sap	0.470	0.298	0.258	സ്രവം
sapiens	0.480	0.453	0.584	സാപ്പിയൻസ്
sapphire	0.770	0.472	0.651	നീലക്കല്ല്
sappy	0.583	0.469	0.330	രസമുള്ള
sarcasm	0.125	0.685	0.346	പരിഹാസം
sarcastic	0.397	0.781	0.298	ആക്ഷേപഹാസ്യം
sarcoma	0.260	0.519	0.402	സാർകോമ
sarcophagus	0.271	0.561	0.435	സാർക്കോഫാഗസ്
sardine	0.541	0.236	0.236	സാർഡൈൻ
sardonic	0.208	0.679	0.446	സാർഡോണിക്
sarsaparilla	0.542	0.488	0.345	സരസപരില
sash	0.480	0.298	0.333	സാഷ്
sashimi	0.704	0.310	0.359	സാഷിമി
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	സാസി
satanic	0.062	0.843	0.720	പൈശാചിക
satchel	0.521	0.306	0.345	സാച്ചൽ
sate	0.667	0.400	0.472	ഇരിക്കുക
satellite	0.562	0.409	0.764	ഉപഗ്രഹം
satin	0.519	0.396	0.481	സാറ്റിൻ
satire	0.458	0.655	0.472	ആക്ഷേപഹാസ്യം
satirical	0.323	0.615	0.538	ആക്ഷേപഹാസ്യം
satisfaction	0.939	0.637	0.673	സംതൃപ്തി
satisfactorily	0.765	0.570	0.802	തൃപ്തികരമായി
satisfactory	0.959	0.569	0.702	തൃപ്തികരമായ
satisfied	0.959	0.510	0.685	തൃപ്തിയായി
satisfy	0.867	0.790	0.705	തൃപ്തിപ്പെടുത്തുക
satisfying	0.890	0.606	0.814	തൃപ്തികരമായ
saturate	0.281	0.680	0.467	പൂരിത
saturated	0.474	0.700	0.442	പൂരിത
saturation	0.255	0.582	0.583	സാച്ചുറേഷൻ
satyr	0.280	0.639	0.500	ആക്ഷേപഹാസ്യം
sauce	0.562	0.515	0.288	സോസ്
saucepan	0.347	0.264	0.321	എണ്ന
saucer	0.510	0.327	0.337	സോസർ
saucy	0.250	0.653	0.391	സോസി
sauerkraut	0.531	0.454	0.336	മിഴിഞ്ഞു
sauna	0.781	0.350	0.455	നീരാവിക്കുളം
sausage	0.542	0.429	0.300	സോസേജ്
savage	0.204	0.931	0.605	കാട്ടാളൻ
savagery	0.219	0.907	0.711	വന്യത
savanna	0.606	0.147	0.394	സാവന്ന
savannah	0.729	0.212	0.309	സവന്ന
savant	0.781	0.451	0.818	സാവന്ത്
save	0.770	0.439	0.682	രക്ഷിക്കും
saver	0.745	0.382	0.802	സേവർ
saving	0.663	0.230	0.621	സംരക്ഷിക്കുന്നത്
savings	0.776	0.431	0.608	സമ്പാദ്യം
savior	0.920	0.469	0.804	രക്ഷകൻ
savor	0.827	0.552	0.526	ആസ്വദിക്കുക
savory	0.812	0.717	0.619	രുചികരമായ
savvy	0.719	0.520	0.706	ബുദ്ധിയുള്ള
saw	0.316	0.541	0.518	കണ്ടു
sawdust	0.398	0.279	0.241	മാത്രമാവില്ല
sawmill	0.427	0.378	0.434	സോമില്ല്
sax	0.573	0.465	0.409	സാക്സ്
saxophone	0.688	0.444	0.482	സാക്സഫോൺ
say	0.571	0.310	0.482	പറയുക
sayonara	0.560	0.398	0.402	സയോനാര
scab	0.354	0.330	0.272	ചുണങ്ങു
scabbard	0.325	0.219	0.217	ചുണങ്ങു
scaffold	0.480	0.500	0.336	സ്കാർഫോൾഡ്
scaffolding	0.496	0.366	0.545	സ്കാർഫോൾഡിംഗ്
scalding	0.271	0.540	0.381	പൊള്ളൽ
scale	0.310	0.350	0.577	സ്കെയിൽ
scales	0.439	0.330	0.491	സ്കെയിലുകൾ
scallop	0.490	0.363	0.331	സ്കാലപ്പ്
scalp	0.347	0.346	0.302	തലയോട്ടി
scalpel	0.302	0.700	0.482	സ്കാൽപെൽ
scaly	0.281	0.481	0.358	ചെതുമ്പൽ
scam	0.042	0.745	0.418	അഴിമതി
scamp	0.458	0.464	0.371	അഴിമതി
scampi	0.531	0.448	0.224	സ്കാമ്പി
scan	0.479	0.423	0.470	സ്കാൻ ചെയ്യുക
scandal	0.122	0.821	0.557	കോഴ
scandalous	0.135	0.907	0.556	അപകീർത്തികരമായ
scanner	0.531	0.356	0.567	സ്കാനർ
scanty	0.287	0.333	0.127	തുച്ഛമായ
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	ബലിയാട്
scar	0.146	0.500	0.397	വടു
scarab	0.406	0.458	0.267	സ്കാർബ്
scarce	0.292	0.324	0.218	വിരളമായ
scarcely	0.082	0.412	0.160	വിരളമായി
scarcity	0.167	0.500	0.182	ക്ഷാമ
scare	0.122	0.910	0.264	ഭയപ്പെടുത്തുക
scarecrow	0.219	0.274	0.349	ഭയങ്കരൻ
scared	0.146	0.828	0.185	പേടിച്ചു
scares	0.122	0.847	0.386	ഭയപ്പെടുത്തുന്നു
scarf	0.750	0.224	0.224	സ്കാർഫ്
scarier	0.156	0.846	0.472	ഭയാനകമായ
scariest	0.167	0.863	0.538	ഏറ്റവും ഭയാനകമായ
scarlet	0.507	0.390	0.411	കടുംചുവപ്പ്
scary	0.062	0.952	0.528	ഭീതിദമാണ്
scat	0.337	0.548	0.409	സ്കാറ്റ്
scatter	0.229	0.620	0.404	ചിന്നിച്ചിതറുക
scattered	0.208	0.380	0.238	ചിതറിപ്പോയി
scattering	0.347	0.550	0.394	ചിതറിക്കുന്നു
scavenger	0.177	0.578	0.408	തോട്ടിപ്പണിക്കാരൻ
scenario	0.667	0.510	0.683	രംഗം
scene	0.570	0.340	0.578	രംഗം
scenery	0.745	0.253	0.592	പ്രകൃതിദൃശ്യങ്ങൾ
scenic	0.684	0.548	0.756	പ്രകൃതിരമണീയമായ
scent	0.633	0.410	0.491	സുഗന്ധം
scented	0.865	0.509	0.431	സുഗന്ധമുള്ള
scepter	0.630	0.300	0.670	ചെങ്കോൽ
sceptical	0.214	0.387	0.466	സംശയാസ്പദമായ
scepticism	0.292	0.444	0.550	സംശയം
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	പട്ടിക
schematic	0.490	0.284	0.647	സ്കീമാറ്റിക്
scheme	0.521	0.269	0.577	പദ്ധതി
schilling	0.367	0.410	0.418	ചില്ലിംഗ്
schism	0.280	0.569	0.386	ഭിന്നത
schizophrenia	0.092	0.880	0.435	സ്കീസോഫ്രീനിയ
schizophrenic	0.102	0.958	0.433	സ്കീസോഫ്രീനിക്
schlep	0.302	0.426	0.382	സ്ച്ലെപ്
schmuck	0.363	0.412	0.375	ഷ്മക്ക്
schnapps	0.583	0.567	0.417	സ്നാപ്പുകൾ
schnitzel	0.365	0.430	0.382	ഷ്നിറ്റ്സെൽ
scholar	0.694	0.421	0.731	പണ്ഡിതൻ
scholarly	0.750	0.466	0.709	പണ്ഡിതൻ
scholarship	0.866	0.490	0.625	സ്കോളർഷിപ്പ്
scholastic	0.500	0.470	0.491	സ്കോളാസ്റ്റിക്
school	0.765	0.423	0.633	സ്കൂൾ
schoolboy	0.623	0.385	0.441	സ്കൂൾകുട്ടി
schoolgirl	0.760	0.521	0.415	സ്കൂൾ വിദ്യാർത്ഥിനി
schoolhouse	0.602	0.407	0.672	സ്കൂൾ വീട്
schooling	0.582	0.462	0.640	സ്കൂൾ വിദ്യാഭ്യാസം
