English Word	Valence	Arousal	Dominance	Slovenian Word
staggering	0.520	0.657	0.683	osupljivo
stagnant	0.300	0.500	0.208	stagnira
stagnation	0.276	0.324	0.396	stagnacijo
staid	0.385	0.290	0.634	vztrajen
stain	0.453	0.324	0.264	madež
stained	0.245	0.460	0.209	obarvana
stainless	0.594	0.329	0.618	nerjavno
stair	0.375	0.354	0.345	stopnišče
staircase	0.469	0.347	0.440	stopnišče
stairs	0.510	0.439	0.342	stopnice
stairway	0.562	0.510	0.407	stopnišče
stairwell	0.510	0.292	0.333	stopnišče
stake	0.406	0.608	0.460	delež
stakeout	0.344	0.546	0.600	zastavo
stale	0.235	0.461	0.286	zastarel
stalemate	0.296	0.354	0.267	zastoj
stalk	0.436	0.272	0.395	pecelj
stalker	0.177	0.930	0.639	zalezovalec
stall	0.370	0.245	0.292	stojnica
stallion	0.628	0.596	0.779	žrebec
stalls	0.582	0.378	0.451	stojnice
stalwart	0.812	0.430	0.691	močan
stamina	0.664	0.694	0.877	vzdržljivost
stamp	0.438	0.327	0.441	žig
stampede	0.235	0.875	0.683	stampedo
stance	0.604	0.333	0.609	drža
stand	0.600	0.324	0.509	stojalo
standard	0.673	0.143	0.605	standard
standardize	0.684	0.353	0.729	standardizirati
standardized	0.610	0.324	0.607	standardizirana
standby	0.260	0.224	0.386	ostani v pripravljenosti
standing	0.604	0.317	0.425	stoji
standoff	0.333	0.840	0.558	zastoj
standpoint	0.585	0.388	0.652	stališče
standstill	0.441	0.203	0.500	mirovanje
standup	0.633	0.583	0.550	Vstani
stanza	0.612	0.343	0.297	kitica
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	sponka
stapler	0.370	0.264	0.394	spenjalnik
star	0.833	0.418	0.560	zvezda
star fruit	0.701	0.433	0.427	zvezdasto sadje
starboard	0.531	0.388	0.558	desni bok
starch	0.507	0.354	0.312	škrob
stardom	0.844	0.786	0.689	zvezdništvo
stardust	0.843	0.410	0.549	zvezdni prah
stare	0.541	0.430	0.538	strmeti
starfish	0.680	0.320	0.421	morska zvezda
stargazing	0.802	0.461	0.709	opazovanje zvezd
staring	0.542	0.306	0.423	strmenje
stark	0.330	0.630	0.577	stark
starlet	0.806	0.471	0.587	zvezdnica
starlight	0.908	0.368	0.611	zvezdna svetloba
starling	0.500	0.490	0.514	škorec
starry	0.438	0.643	0.434	zvezdnato
stars	0.796	0.521	0.484	zvezde
starship	0.740	0.719	0.704	zvezdna ladja
start	0.684	0.430	0.589	začetek
starter	0.667	0.461	0.827	zaganjalnik
startle	0.276	0.817	0.417	presenetiti
startled	0.333	0.865	0.526	presenečen
startling	0.750	0.768	0.830	presenetljivo
starvation	0.240	0.592	0.284	lakota
starve	0.073	0.729	0.402	stradati
starved	0.097	0.689	0.219	izstradan
starving	0.163	0.670	0.336	stradati
stash	0.344	0.630	0.361	zaloga
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	država
stately	0.830	0.728	0.915	mogočno
statement	0.688	0.608	0.825	izjava
stateroom	0.653	0.380	0.441	kabina
stateside	0.643	0.480	0.708	zvezna država
statesman	0.510	0.490	0.736	državnik
static	0.297	0.250	0.366	statična
staticky	0.357	0.278	0.358	statičen
statics	0.542	0.290	0.527	statika
station	0.688	0.367	0.519	postaja
stationary	0.408	0.240	0.484	stacionarni
stationery	0.570	0.120	0.455	pisalne potrebščine
statistic	0.508	0.420	0.609	statistika
statistical	0.714	0.353	0.627	statistični
statistician	0.571	0.360	0.703	statistik
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	kipci
statue	0.542	0.153	0.570	kip
statuette	0.677	0.433	0.518	kipec
stature	0.470	0.353	0.664	postava
status	0.658	0.377	0.588	stanje
statute	0.592	0.330	0.673	statut
statutory	0.510	0.376	0.539	zakonski
staunch	0.480	0.363	0.833	neomajen
stave	0.417	0.333	0.424	doga
stay	0.604	0.275	0.516	ostati
stayaway	0.369	0.284	0.526	izogibati se
stayed	0.497	0.270	0.395	ostal
stays	0.633	0.363	0.564	ostane
stead	0.551	0.214	0.510	namesto
steadfast	0.771	0.433	0.800	neomajen
steady	0.680	0.186	0.763	enakomerno
steak	0.625	0.359	0.315	zrezek
steakhouse	0.802	0.379	0.547	steakhouse
steal	0.021	0.856	0.528	ukrasti
stealing	0.086	0.913	0.455	krasti
stealth	0.520	0.270	0.452	prikrita
stealthily	0.763	0.294	0.458	prikrito
stealthy	0.380	0.363	0.534	prikrito
steam	0.469	0.413	0.421	paro
steamboat	0.708	0.500	0.633	parnik
steamer	0.510	0.442	0.528	parnik
steaming	0.592	0.553	0.402	kuhanje na pari
steamroller	0.396	0.567	0.667	parni valjak
steamship	0.469	0.490	0.569	parnik
steamy	0.479	0.538	0.445	soparno
steel	0.521	0.420	0.714	jeklo
steep	0.312	0.612	0.321	strmo
steeple	0.625	0.519	0.500	zvonik
steer	0.469	0.490	0.527	usmerjati
steering	0.580	0.431	0.660	krmiljenje
stellar	0.796	0.580	0.769	zvezdniško
stem	0.615	0.191	0.336	steblo
stench	0.104	0.570	0.298	smrad
stencil	0.500	0.327	0.421	šablona
stenographer	0.510	0.408	0.589	stenograf
step	0.531	0.321	0.347	korak
stepdaughter	0.510	0.510	0.432	pastorka
stepfather	0.396	0.491	0.611	očim
stepmother	0.427	0.530	0.484	mačeha
steppe	0.427	0.321	0.379	stepa
steps	0.511	0.349	0.373	koraki
stepson	0.614	0.406	0.480	pastorek
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoskopski
stereotype	0.151	0.422	0.612	stereotip
stereotyped	0.375	0.510	0.436	stereotipno
sterile	0.302	0.471	0.291	sterilen
sterility	0.201	0.519	0.414	sterilnost
sterilize	0.406	0.510	0.520	sterilizirati
sterling	0.529	0.481	0.615	šterling
stern	0.552	0.394	0.415	krma
sternum	0.520	0.422	0.436	prsnica
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	enolončnica
steward	0.633	0.238	0.550	steward
stewardess	0.625	0.491	0.491	stevardesa
stewardship	0.551	0.440	0.617	skrbništvo
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	palica
sticker	0.583	0.306	0.346	nalepka
sticking	0.486	0.425	0.356	lepljenje
stickler	0.385	0.471	0.417	nalepka
stickup	0.453	0.537	0.434	stikup
sticky	0.385	0.569	0.292	lepljivo
stiff	0.158	0.459	0.569	trd
stiffen	0.360	0.582	0.719	utrditi
stiffness	0.323	0.500	0.657	togost
stifle	0.240	0.764	0.427	zadušiti
stifled	0.229	0.731	0.193	zadušen
stifling	0.163	0.858	0.608	zadušljivo
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	slog
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	mrtvorojenost
stillborn	0.271	0.519	0.337	mrtvorojen
stillness	0.729	0.125	0.339	tišina
stillwaiting	0.344	0.393	0.420	še vedno čakam
stilts	0.439	0.577	0.300	hodulje
stimulant	0.441	0.794	0.745	poživilo
stimulate	0.792	0.798	0.754	spodbujati
stimulating	0.740	0.804	0.809	stimulativno
stimulation	0.708	0.821	0.702	stimulacijo
stimulus	0.771	0.779	0.750	dražljaj
sting	0.163	0.651	0.373	želo
stinger	0.279	0.625	0.508	želo
stinging	0.260	0.730	0.459	zbadanje
stingy	0.094	0.548	0.283	skop
stink	0.042	0.481	0.180	smrad
stinker	0.163	0.567	0.275	smrdljiva oseba
stinking	0.041	0.657	0.264	smrdljivo
stinky	0.092	0.558	0.176	smrdljivo
stint	0.490	0.326	0.342	omejitev
stipend	0.604	0.546	0.614	štipendija
stipulate	0.570	0.546	0.623	določiti
stipulation	0.469	0.622	0.654	določilo
stir	0.448	0.773	0.453	premešamo
stirring	0.582	0.702	0.558	mešati
stitch	0.306	0.538	0.357	šiv
stitching	0.510	0.382	0.345	šivanje
stock	0.594	0.418	0.407	zaloga
stockade	0.375	0.402	0.500	zapor
stockbroker	0.417	0.676	0.802	borzni posrednik
stockholder	0.573	0.625	0.716	delničar
stocking	0.594	0.324	0.688	nogavica
stockings	0.458	0.365	0.382	nogavice
stockpile	0.542	0.315	0.425	zaloga
stockroom	0.562	0.312	0.406	skladišče
stocks	0.573	0.598	0.586	zaloge
stoic	0.427	0.473	0.602	stoičen
stole	0.135	0.760	0.384	ukradel
stolen	0.156	0.646	0.308	ukraden
stomach	0.367	0.402	0.438	želodec
stomachache	0.030	0.745	0.316	bolečina v trebuhu
stomp	0.365	0.565	0.438	teptati
stomped	0.229	0.684	0.406	pohodil
stone	0.216	0.183	0.561	kamen
stoned	0.177	0.796	0.375	okamenjen
stonewall	0.337	0.457	0.655	kamnita stena
stoneware	0.458	0.300	0.443	lončevina
stony	0.356	0.494	0.525	kamnita
stooge	0.438	0.406	0.163	marioneta
stool	0.448	0.269	0.302	blato
stools	0.459	0.382	0.327	blato
stoop	0.490	0.430	0.284	skloniti se
stoopid	0.280	0.431	0.382	sklonjen
stop	0.280	0.510	0.490	stop
stopover	0.531	0.327	0.575	vmesni postanek
stoppage	0.224	0.491	0.445	ustavitev
stopper	0.365	0.336	0.390	zamašek
stopping	0.388	0.382	0.473	ustavljanje
stopwatch	0.469	0.521	0.482	štoparica
storage	0.698	0.406	0.564	shranjevanje
store	0.646	0.538	0.407	trgovina
storefront	0.580	0.217	0.457	izložba
storehouse	0.570	0.250	0.491	skladišče
storeroom	0.560	0.217	0.588	skladišče
storing	0.630	0.378	0.548	shranjevanje
storm	0.188	0.940	0.543	nevihta
storming	0.265	0.910	0.669	nevihta
stormy	0.146	0.870	0.562	nevihtno
story	0.653	0.406	0.704	zgodba
storybook	0.854	0.306	0.383	knjiga zgodb
storyteller	0.730	0.357	0.462	pripovedovalec zgodb
storytelling	0.643	0.375	0.472	pripovedovanje zgodb
stound	0.490	0.473	0.446	stojati
stout	0.656	0.657	0.817	močan
stove	0.466	0.391	0.405	štedilnik
stow	0.615	0.365	0.523	pospraviti
stowaway	0.224	0.481	0.357	slepi potnik
straddle	0.306	0.550	0.444	prečkati
straighten	0.677	0.500	0.685	poravnati
straightforward	0.780	0.150	0.380	naravnost
straightway	0.667	0.444	0.565	takoj
strain	0.190	0.750	0.380	obremenitev
strained	0.122	0.656	0.580	napeto
strait	0.438	0.433	0.412	ožina
straitjacket	0.224	0.719	0.579	prisilni jopič
straits	0.408	0.269	0.410	ožine
strand	0.396	0.406	0.538	pramen
stranded	0.292	0.459	0.219	nasedla
strange	0.314	0.663	0.395	čudno
stranger	0.330	0.449	0.302	tujec
strangle	0.094	0.927	0.527	zadaviti
strangulation	0.040	0.886	0.542	zadavljenje
strap	0.380	0.417	0.382	trak
strapless	0.314	0.462	0.273	brez naramnic
strapping	0.552	0.413	0.454	jermenovanje
strata	0.500	0.457	0.411	plasti
strategic	0.786	0.708	0.861	strateško
strategist	0.571	0.594	0.810	strateg
strategy	0.704	0.667	0.858	strategijo
stratification	0.531	0.490	0.651	stratifikacija
stratosphere	0.604	0.583	0.636	stratosfera
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	slama
strawberry	0.833	0.270	0.336	jagoda
stray	0.133	0.760	0.281	potepuški
streak	0.440	0.608	0.511	niz
streaked	0.458	0.426	0.393	črtasto
stream	0.449	0.537	0.559	tok
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	pretakanje
streamline	0.656	0.573	0.618	racionalizirati
street	0.594	0.324	0.398	ulica
streetcar	0.390	0.569	0.566	tramvaj
streetlight	0.673	0.268	0.390	ulična svetilka
strength	0.802	0.682	0.858	moč
strengthen	0.802	0.796	0.971	okrepiti
strengthening	0.913	0.627	0.945	krepitev
strenuous	0.104	0.660	0.481	naporen
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	stres
stressed	0.167	0.740	0.502	poudaril
stresses	0.115	0.817	0.396	poudarja
stressfree	0.833	0.080	0.528	brez stresa
stressful	0.153	0.873	0.389	stresno
stressin	0.146	0.810	0.367	stresin
stressing	0.163	0.866	0.462	poudarjanje
stressrelief	0.627	0.417	0.475	lajšanje stresa
stretch	0.604	0.578	0.500	raztegniti
stretcher	0.438	0.196	0.295	nosila
stricken	0.163	0.720	0.368	prizadeti
strict	0.500	0.646	0.878	stroga
stride	0.490	0.670	0.434	korakati
strife	0.344	0.898	0.630	prepir
strike	0.271	0.811	0.571	stavka
strikeout	0.316	0.520	0.371	prečrtati
striker	0.500	0.589	0.696	napadalec
striking	0.357	0.827	0.657	presenetljivo
strikingly	0.690	0.684	0.811	presenetljivo
string	0.385	0.398	0.445	vrvica
strings	0.457	0.292	0.355	strune
stringy	0.430	0.510	0.527	nitast
strip	0.427	0.500	0.436	trak
stripe	0.629	0.302	0.361	trak
striped	0.344	0.373	0.385	črtasto
stripped	0.255	0.615	0.278	slečen
stripper	0.625	0.848	0.453	striptizeta
striptease	0.607	0.918	0.608	striptiz
strive	0.582	0.837	0.769	prizadevati si
strobe	0.490	0.633	0.537	stroboskop
stroke	0.562	0.440	0.570	kap
stroll	0.745	0.415	0.444	sprehajati se
stroller	0.786	0.398	0.314	otroški voziček
strolling	0.755	0.515	0.340	sprehajanje
strong	0.912	0.745	0.895	močan
stronghold	0.708	0.636	0.954	trdnjava
strongly	0.630	0.817	0.885	močno
structural	0.582	0.425	0.690	strukturno
structure	0.562	0.356	0.712	struktura
strudel	0.627	0.417	0.397	štrudelj
struggle	0.365	0.820	0.741	boj
strut	0.580	0.480	0.464	opora
stub	0.396	0.320	0.367	škrbina
stubbed	0.323	0.642	0.241	strnjen
stubble	0.333	0.442	0.264	strnišče
stubborn	0.157	0.702	0.575	trmast
stubbornness	0.156	0.673	0.508	trma
stubby	0.417	0.370	0.393	čokat
stucco	0.439	0.292	0.279	štukature
stuck	0.153	0.644	0.285	obtičal
stuckup	0.281	0.480	0.363	stuckup
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	žrebčarji
student	0.634	0.318	0.537	študent
studied	0.786	0.306	0.806	študiral
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	študija
stuff	0.622	0.367	0.263	stvari
stuffed animal	0.684	0.255	0.306	plišasta žival
stuffing	0.417	0.324	0.304	nadev
stuffy	0.323	0.615	0.406	zamašen
stumble	0.153	0.716	0.259	spotikati se
stump	0.449	0.510	0.340	štor
stumped	0.344	0.604	0.392	zmeden
stun	0.333	0.710	0.451	omamiti
stunned	0.306	0.663	0.356	omamljen
stunner	0.418	0.780	0.492	omamljanje
stunning	0.888	0.673	0.858	osupljivo
stunt	0.387	0.555	0.526	podvig
stunted	0.194	0.472	0.275	zakrnel
stuntman	0.490	0.482	0.500	kaskader
stupefaction	0.294	0.704	0.480	omamljanje
stupefy	0.200	0.740	0.412	omamljanje
stupendous	0.823	0.690	0.798	osupljivo
stupid	0.133	0.510	0.200	neumen
stupidity	0.060	0.418	0.151	neumnost
stupidpeople	0.073	0.675	0.196	neumni ljudje
stupidrain	0.260	0.520	0.317	neumen odtok
stupor	0.323	0.590	0.330	omamljenost
sturdy	0.580	0.642	0.824	čvrst
sturgeon	0.417	0.473	0.465	jeseter
stutter	0.250	0.469	0.258	jecljati
sty	0.296	0.500	0.225	hleva
style	0.745	0.472	0.586	stil
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	eleganten
stylist	0.760	0.445	0.500	stilistka
suave	0.724	0.265	0.269	prijazen
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomski
subcommittee	0.396	0.467	0.600	pododbor
subconscious	0.531	0.375	0.415	podzavest
subcutaneous	0.396	0.444	0.376	podkožni
subdivide	0.538	0.433	0.348	razdeliti
subdivision	0.592	0.455	0.430	podrazdelitev
subduction	0.350	0.569	0.445	subdukcija
subdue	0.275	0.640	0.784	podrediti
subdued	0.236	0.463	0.223	umirjeno
subdural	0.381	0.491	0.425	subduralno
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	predmet
subjected	0.286	0.520	0.221	podvržen
subjection	0.354	0.408	0.539	podrejenost
subjective	0.510	0.350	0.432	subjektivno
subjugation	0.280	0.610	0.377	podrejanje
sublet	0.469	0.551	0.545	podnajem
sublevel	0.365	0.298	0.333	podnivoj
sublimation	0.510	0.390	0.538	sublimacija
sublime	0.784	0.333	0.585	vzvišeno
subliminal	0.410	0.528	0.464	subliminalno
submarine	0.572	0.481	0.549	podmornica
submerge	0.517	0.643	0.456	potopiti
submerged	0.337	0.528	0.357	potopljeno
submersible	0.406	0.459	0.540	potopni
submission	0.531	0.580	0.633	predložitev
submissive	0.480	0.217	0.173	podrejen
submit	0.635	0.448	0.500	predložiti
submitting	0.667	0.610	0.611	predložitev
subordinate	0.276	0.392	0.121	podrejeni
subordination	0.270	0.527	0.343	podrejenost
subplot	0.469	0.413	0.446	podzaplet
subpoena	0.281	0.634	0.555	sodni poziv
subscribe	0.660	0.344	0.591	naročite se
subscriber	0.562	0.398	0.570	naročnik
subscription	0.583	0.333	0.651	naročnina
subsequence	0.438	0.510	0.413	podzaporedje
subsequent	0.449	0.385	0.400	naknadno
subsequently	0.380	0.337	0.336	naknadno
subservient	0.255	0.402	0.339	podrejeni
subset	0.429	0.358	0.404	podnabor
subside	0.375	0.308	0.209	umiriti
subsidence	0.320	0.509	0.452	posedanje
subsidiary	0.541	0.295	0.500	hčerinsko podjetje
subsidize	0.604	0.615	0.589	subvencionirati
subsidy	0.573	0.462	0.517	subvencija
subsist	0.573	0.418	0.472	preživeti
subsistence	0.510	0.404	0.491	preživljanje
subsoil	0.429	0.240	0.382	podtalje
subspace	0.470	0.453	0.475	podprostor
substance	0.615	0.422	0.528	snov
substandard	0.235	0.333	0.150	podstandarden
substantial	0.590	0.490	0.690	bistveno
substantially	0.646	0.471	0.684	bistveno
substantiate	0.531	0.549	0.636	utemeljiti
substantive	0.500	0.350	0.455	vsebinski
substation	0.469	0.461	0.491	transformatorska postaja
substitute	0.427	0.406	0.398	nadomestek
substituted	0.271	0.545	0.394	zamenjan
substitution	0.406	0.480	0.353	zamenjava
substructure	0.441	0.358	0.587	podkonstrukcija
subterranean	0.469	0.306	0.432	podzemeljski
subtext	0.635	0.276	0.412	podtekst
subtitle	0.445	0.202	0.347	podnaslov
subtle	0.708	0.167	0.228	subtilno
subtlety	0.615	0.176	0.363	subtilnost
subtract	0.208	0.330	0.283	odšteti
subtraction	0.163	0.382	0.349	odštevanje
subtype	0.427	0.296	0.420	podvrsta
suburb	0.354	0.566	0.441	predmestje
suburban	0.439	0.450	0.453	primestni
suburbia	0.438	0.490	0.421	predmestje
suburbs	0.510	0.571	0.286	predmestje
subversion	0.347	0.608	0.415	subverzija
subversive	0.198	0.765	0.500	subverzivno
subvert	0.357	0.557	0.536	podrejati
subway	0.418	0.300	0.464	podzemna
succeed	0.926	0.755	0.926	uspeti
succeeding	0.867	0.755	0.849	uspešen
success	0.959	0.880	0.981	uspeh
successful	0.949	0.724	0.938	uspešno
succession	0.698	0.481	0.587	nasledstvo
successive	0.635	0.471	0.518	zaporedna
successor	0.729	0.531	0.648	naslednik
succinct	0.510	0.413	0.566	jedrnato
succubus	0.417	0.647	0.509	sukub
succulent	0.823	0.538	0.556	sočno
succumb	0.202	0.787	0.292	podleči
suck	0.344	0.706	0.377	zanič
sucker	0.265	0.393	0.204	sesalec
sucking	0.227	0.528	0.377	sesanje
suckling	0.596	0.558	0.518	dojenje
sucks	0.115	0.683	0.302	zanič
suction	0.460	0.593	0.526	sesanje
sudden	0.449	0.660	0.435	nenadoma
suddenly	0.670	0.510	0.456	nenadoma
suds	0.458	0.365	0.255	pena
sue	0.219	0.731	0.679	tožiti
suede	0.542	0.259	0.259	semiš
suffer	0.082	0.910	0.259	trpeti
sufferer	0.156	0.690	0.278	trpeči
suffering	0.020	0.719	0.235	trpljenje
suffice	0.643	0.326	0.504	zadostuje
sufficiency	0.594	0.438	0.576	zadostnost
sufficient	0.833	0.330	0.588	dovolj
sufficiently	0.776	0.367	0.714	dovolj
suffix	0.430	0.420	0.364	pripona
suffocate	0.219	0.764	0.440	zadušiti
suffocating	0.133	0.774	0.429	zadušljivo
suffocation	0.020	0.830	0.462	zadušitev
sugar	0.896	0.382	0.402	sladkor
suggest	0.573	0.471	0.517	predlagati
suggestion	0.646	0.365	0.558	predlog
suggestive	0.552	0.500	0.555	sugestivno
suicidal	0.021	0.867	0.382	samomorilno
suicide	0.030	0.873	0.429	samomor
suicidebombing	0.031	0.957	0.627	samomorilski napad
suit	0.776	0.282	0.482	obleka
suitable	0.792	0.298	0.722	primeren
suitcase	0.562	0.212	0.318	kovček
suite	0.790	0.420	0.400	apartma
suitor	0.708	0.639	0.546	snubec
sulfate	0.427	0.352	0.429	sulfat
sulfur	0.173	0.530	0.364	žveplo
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	čemeren
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	žveplo
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	soparno
sum	0.792	0.340	0.420	vsota
summarily	0.469	0.431	0.543	na kratko
summarize	0.590	0.323	0.471	povzeti
summary	0.729	0.260	0.427	povzetek
summation	0.766	0.337	0.594	seštevanje
summer	0.812	0.373	0.550	poletje
summerhouse	0.796	0.308	0.443	Poletna hiša
summertime	0.837	0.500	0.455	poletni čas
summit	0.625	0.618	0.764	vrh
summon	0.521	0.560	0.664	priklicati
summons	0.552	0.604	0.598	poziv
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	zbiralnik
sumptuous	0.698	0.550	0.555	razkošno
sun	0.877	0.400	0.681	sonce
sunbeam	0.729	0.440	0.505	sončni žarek
sunburn	0.061	0.755	0.447	sončne opekline
sundae	0.743	0.414	0.404	sončni sladoled
sunday	0.776	0.196	0.394	nedelja
sundial	0.643	0.225	0.406	sončna ura
sundown	0.812	0.276	0.445	sončni zahod
sundry	0.543	0.369	0.407	razno
sunflower	0.878	0.231	0.270	sončnica
sunglass	0.684	0.264	0.324	sončna očala
sunglasses	0.844	0.443	0.364	sončna očala
sunk	0.146	0.531	0.185	potopljeno
sunken	0.103	0.476	0.173	potopljeno
sunless	0.245	0.280	0.273	brez sonca
sunlight	0.906	0.407	0.639	sončna svetloba
sunny	0.740	0.348	0.481	sončno
sunrise	0.823	0.347	0.640	sončni vzhod
sunroof	0.681	0.325	0.425	pomična streha
sunscreen	0.656	0.387	0.462	krema za sončenje
sunset	0.875	0.231	0.298	sončni zahod
sunshine	0.885	0.297	0.769	sonček
suntan	0.620	0.510	0.366	sončenje
sunup	0.760	0.304	0.620	sončni vzhod
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	pokojnina
superb	0.980	0.708	0.852	odlično
superficial	0.357	0.407	0.309	površno
superfluous	0.316	0.469	0.393	odveč
superhero	0.910	0.820	0.893	superjunak
superhuman	0.810	0.745	0.895	nadčloveško
superimposed	0.490	0.529	0.683	prekrivajo
superintendent	0.592	0.570	0.942	nadučitelj
superior	0.801	0.697	0.940	nadrejeni
superiority	0.582	0.602	0.959	superiornost
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	nadčlovek
supermarket	0.690	0.547	0.571	supermarket
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	nadnaravno
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superpozicija
superpower	0.806	0.784	0.972	velesila
supersede	0.479	0.510	0.518	nadomestiti
superstar	0.885	0.860	0.880	superzvezda
superstition	0.177	0.640	0.418	vraževerje
superstitious	0.281	0.545	0.514	vraževeren
superstore	0.719	0.600	0.640	supertrgovina
supervise	0.698	0.555	0.889	nadzorovati
supervision	0.459	0.578	0.825	nadzor
supervisor	0.615	0.479	0.933	nadzornik
supper	0.708	0.429	0.552	večerja
suppertime	0.792	0.388	0.461	večerja
supplant	0.344	0.558	0.463	nadomestiti
supple	0.812	0.528	0.436	voljno
supplement	0.745	0.406	0.491	dodatek
supplemental	0.604	0.404	0.555	dopolnilni
supplementary	0.625	0.352	0.541	dopolnilni
supplication	0.469	0.570	0.309	prošnja
supplier	0.615	0.462	0.736	dobavitelj
supplies	0.698	0.390	0.595	zaloge
supply	0.708	0.519	0.603	ponudba
support	0.811	0.472	0.737	podporo
supported	0.853	0.408	0.613	podprt
supporter	0.721	0.510	0.698	podpornik
supporters	0.763	0.539	0.558	podporniki
supporting	0.634	0.490	0.764	podpiranje
supportive	0.875	0.420	0.635	podporno
suppose	0.551	0.343	0.348	domnevam
supposed	0.296	0.378	0.379	domnevno
supposing	0.449	0.451	0.357	predpostavimo
supposition	0.531	0.408	0.526	domneva
suppress	0.281	0.559	0.509	zatreti
suppression	0.267	0.541	0.537	zatiranje
supremacy	0.794	0.706	0.943	nadvlado
supreme	0.812	0.700	0.974	vrhovni
supremely	0.833	0.725	0.897	nadvse
surcharge	0.375	0.528	0.500	doplačilo
sure	0.724	0.270	0.793	seveda
surety	0.776	0.365	0.750	poroštvo
surf	0.847	0.650	0.500	deskanje
