English Word	Valence	Arousal	Dominance	Finnish Word
recruiting	0.448	0.787	0.693	rekrytointi
recruitment	0.479	0.645	0.591	rekrytointi
recruits	0.396	0.653	0.593	värvää
rectal	0.344	0.618	0.410	peräsuolen
rectangle	0.479	0.225	0.438	suorakulmio
rectangular	0.438	0.240	0.307	suorakulmainen
rectification	0.449	0.560	0.695	oikaisu
rectify	0.625	0.480	0.634	korjata
rector	0.458	0.406	0.862	rehtori
rectory	0.490	0.373	0.704	pappila
rectum	0.438	0.443	0.491	peräsuolen
recumbent	0.429	0.370	0.352	makaava
recuperation	0.688	0.418	0.500	toipuminen
recur	0.479	0.500	0.416	toistua
recurrence	0.490	0.538	0.615	toistuminen
recurrent	0.552	0.500	0.561	toistuva
recurring	0.370	0.560	0.445	toistuva
recursion	0.312	0.580	0.543	rekursio
recursive	0.459	0.590	0.561	rekursiivinen
recursively	0.427	0.519	0.618	rekursiivisesti
recycle	0.521	0.392	0.526	kierrättää
recycled	0.561	0.316	0.409	kierrätetty
recycling	0.552	0.320	0.509	kierrätys
red	0.427	0.385	0.377	punainen
reddish	0.521	0.337	0.328	punertava
redecorate	0.602	0.444	0.490	kunnostaa
redeem	0.633	0.469	0.491	lunastaa
redeemed	0.625	0.378	0.434	lunastettu
redemption	0.376	0.408	0.545	lunastus
redesign	0.622	0.460	0.396	uudelleensuunnittelu
redhead	0.677	0.549	0.518	punapää
redheaded	0.510	0.520	0.428	punatukkainen
redirect	0.469	0.360	0.648	uudelleenohjaus
redneck	0.401	0.500	0.348	punakaula
redness	0.151	0.470	0.417	punoitus
redo	0.481	0.500	0.535	tee uudelleen
redress	0.677	0.558	0.649	hyvitystä
reduce	0.219	0.304	0.336	vähentää
reduced	0.229	0.365	0.204	vähennetty
reduction	0.365	0.382	0.240	vähentäminen
redundancy	0.316	0.262	0.589	redundanssi
redundant	0.210	0.500	0.527	tarpeeton
redwood	0.592	0.350	0.443	punapuu
reed	0.490	0.350	0.307	ruoko
reef	0.583	0.490	0.456	riutta
reefer	0.500	0.453	0.421	jääkaappi
reefs	0.531	0.471	0.455	riutat
reek	0.177	0.480	0.311	haista
reel	0.449	0.332	0.395	kela
reelection	0.541	0.673	0.681	uudelleenvalinta
reeling	0.327	0.542	0.267	kelaaminen
reenactment	0.771	0.592	0.768	uudelleenesitys
reentry	0.604	0.449	0.500	paluu
reestablish	0.635	0.490	0.692	perustaa uudelleen
ref	0.469	0.380	0.368	viite
refer	0.506	0.358	0.558	viitata
referee	0.531	0.644	0.778	tuomari
reference	0.633	0.312	0.595	viite
referendum	0.510	0.469	0.643	kansanäänestys
referral	0.694	0.314	0.603	lähete
refill	0.670	0.400	0.464	täyttää
refine	0.653	0.460	0.640	tarkentaa
refined	0.850	0.430	0.653	puhdistettu
refinement	0.719	0.387	0.709	tarkennus
refinery	0.646	0.444	0.565	jalostamo
refining	0.694	0.466	0.664	jalostus
refit	0.500	0.577	0.506	asentaa uudelleen
reflect	0.698	0.342	0.472	heijastaa
reflecting	0.590	0.408	0.471	heijastavat
reflection	0.710	0.500	0.528	heijastus
reflective	0.656	0.292	0.735	heijastava
reflector	0.479	0.510	0.500	heijastin
reflex	0.583	0.460	0.538	refleksi
reflux	0.281	0.559	0.347	refluksi
reform	0.531	0.490	0.797	uudistaa
reformation	0.809	0.500	0.558	uudistus
reformer	0.562	0.569	0.905	uskonpuhdistaja
refraction	0.388	0.471	0.526	taittuminen
refractor	0.510	0.541	0.433	refraktori
refractory	0.520	0.357	0.588	tulenkestävä
refrain	0.314	0.373	0.277	pidättäytyä
refraining	0.418	0.453	0.404	pidättäytyä
refresh	0.719	0.640	0.689	virkistää
refreshed	0.910	0.377	0.480	virkistynyt
refreshing	0.936	0.520	0.571	virkistävä
refreshment	0.667	0.410	0.352	virvoke
refrigerate	0.635	0.357	0.457	jäähdytä
refrigeration	0.735	0.392	0.500	jäähdytys
refrigerator	0.677	0.260	0.391	jääkaappi
refuel	0.592	0.445	0.500	tankkaa
refuge	0.640	0.238	0.481	turvapaikka
refugee	0.379	0.607	0.327	pakolainen
refund	0.541	0.528	0.430	maksun palautus
refurbish	0.656	0.633	0.541	kunnostaa
refusal	0.052	0.610	0.321	epääminen
refuse	0.180	0.520	0.331	kieltäytyä
refused	0.163	0.475	0.188	kieltäytyi
refusing	0.143	0.670	0.203	kieltäytyä
refutation	0.312	0.726	0.566	kiistäminen
refute	0.312	0.731	0.583	kumota
regain	0.729	0.520	0.759	saada takaisin
regal	0.643	0.459	0.556	kuninkaallinen
regalia	0.760	0.441	0.556	kuninkaalliset
regard	0.802	0.336	0.809	huomioon
regatta	0.740	0.471	0.435	regatta
regency	0.520	0.472	0.630	regency
regenerate	0.782	0.607	0.767	uudistaa
regeneration	0.760	0.640	0.845	uudistumista
regent	0.680	0.529	0.675	valtionhoitaja
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	järjestelmä
regimen	0.428	0.538	0.840	hoito-ohjelma
regiment	0.469	0.722	0.755	rykmentti
regimental	0.292	0.637	0.817	rykmentin-
region	0.540	0.295	0.712	alueella
regional	0.620	0.400	0.607	alueellinen
regionalism	0.640	0.500	0.773	regionalismi
register	0.490	0.412	0.654	rekisteröidy
registrar	0.599	0.537	0.574	kirjaaja
registration	0.622	0.396	0.574	rekisteröinti
registry	0.573	0.320	0.583	rekisteri
regress	0.255	0.442	0.300	taantua
regression	0.312	0.500	0.324	regressio
regressive	0.302	0.434	0.363	taantuva
regret	0.230	0.623	0.331	katumusta
regretful	0.167	0.480	0.188	valitettavaa
regrettable	0.104	0.374	0.245	valitettavaa
regretted	0.352	0.540	0.368	pahoitteli
regretting	0.255	0.567	0.273	pahoillani
regroup	0.633	0.602	0.797	ryhmitellä uudelleen
regular	0.435	0.188	0.558	säännöllinen
regularity	0.663	0.337	0.585	säännöllisyys
regulars	0.729	0.327	0.508	vakituiset
regulate	0.510	0.275	0.481	säännellä
regulated	0.531	0.269	0.483	säännelty
regulation	0.542	0.425	0.667	säätö
regulator	0.500	0.336	0.668	säädin
regulatory	0.531	0.448	0.528	sääntelevä
regurgitation	0.160	0.647	0.315	regurgitaatio
rehab	0.531	0.450	0.593	kuntoutus
rehabilitate	0.671	0.538	0.642	kuntouttaa
rehabilitation	0.406	0.528	0.606	kuntoutus
rehash	0.405	0.451	0.403	rehash
rehearsal	0.667	0.470	0.500	harjoitus
rehearse	0.588	0.622	0.500	harjoitella
reign	0.806	0.567	0.873	hallita
reigning	0.677	0.632	0.870	hallitseva
reimburse	0.680	0.418	0.527	korvata
reimbursement	0.653	0.610	0.567	korvaus
rein	0.500	0.357	0.438	ohjat
reincarnation	0.786	0.747	0.676	reinkarnaatio
reindeer	0.592	0.336	0.396	poro
reinforce	0.604	0.583	0.760	vahvistaa
reinforcement	0.729	0.702	0.902	vahvistaminen
reinforcements	0.646	0.719	0.875	vahvistuksia
reins	0.480	0.448	0.545	ohjakset
reinstall	0.458	0.500	0.745	asenna uudelleen
reinstate	0.760	0.551	0.596	palauttaa
reinstatement	0.729	0.521	0.707	palauttaminen
reinvest	0.570	0.627	0.763	sijoittaa uudelleen
reinvestment	0.582	0.622	0.782	uudelleensijoittaminen
reiterate	0.422	0.451	0.655	toistaa
reject	0.060	0.647	0.370	hylätä
rejected	0.102	0.480	0.250	hylätty
rejection	0.080	0.704	0.330	hylkääminen
rejects	0.083	0.637	0.422	hylkää
rejoice	0.827	0.650	0.698	iloitse
rejoicing	0.811	0.637	0.592	iloitsee
rejoin	0.655	0.548	0.556	liittyä uudelleen
rejuvenate	0.776	0.588	0.767	nuorentaa
rejuvenated	0.809	0.673	0.700	nuorentunut
rekindle	0.656	0.520	0.788	sytyttää uudelleen
relapse	0.173	0.460	0.303	uusiutuminen
relate	0.653	0.500	0.623	liittyvät
related	0.677	0.365	0.519	liittyvät
relation	0.857	0.604	0.625	suhde
relationship	0.867	0.566	0.589	suhdetta
relative	0.500	0.378	0.386	suhteellinen
relativity	0.594	0.393	0.615	suhteellisuusteoria
relax	0.927	0.250	0.375	rentoutua
relaxant	0.878	0.087	0.357	rentouttava
relaxation	0.873	0.161	0.381	rentoutumista
relaxed	0.865	0.090	0.382	rento
relaxing	0.854	0.157	0.475	rentouttava
relay	0.738	0.542	0.543	rele
release	0.740	0.606	0.741	vapauttaa
released	0.844	0.490	0.651	vapautettu
relegation	0.375	0.500	0.434	putoaminen
relentless	0.333	0.713	0.904	säälimätön
relevance	0.710	0.599	0.791	merkityksellisyys
relevancy	0.724	0.481	0.673	merkityksellisyyttä
relevant	0.719	0.608	0.764	asiaankuuluvaa
reliability	0.917	0.380	0.696	luotettavuus
reliable	0.912	0.241	0.875	luotettava
reliance	0.844	0.431	0.853	riippuvuus
relic	0.646	0.452	0.591	jäänne
relics	0.719	0.580	0.579	jäänteitä
relief	0.844	0.278	0.481	helpotus
relieve	0.813	0.183	0.536	lievittää
relieved	0.896	0.314	0.391	helpottunut
relieving	0.740	0.255	0.455	lievittävä
relight	0.560	0.588	0.519	valaista uudelleen
religion	0.646	0.320	0.755	uskonto
religious	0.740	0.238	0.696	uskonnollinen
relinquish	0.265	0.606	0.286	luopua
relish	0.854	0.610	0.632	nauttia
relive	0.750	0.650	0.693	elää uudelleen
reload	0.562	0.611	0.571	lataa uudelleen
relocate	0.500	0.594	0.640	uudelleensijoittaa
relocation	0.396	0.500	0.475	siirtäminen
reluctance	0.240	0.606	0.373	haluttomuus
reluctant	0.292	0.630	0.432	vastahakoinen
rely	0.812	0.429	0.616	luottaa
remain	0.709	0.365	0.731	jäädä jäljelle
remainder	0.398	0.357	0.324	loput
remaining	0.449	0.290	0.296	jäljelle jäänyt
remains	0.610	0.240	0.565	jäännökset
remake	0.583	0.488	0.642	tehdä uudelleen
remand	0.245	0.446	0.318	tutkintavankeus
remark	0.561	0.325	0.716	huomautus
remarkable	0.880	0.573	0.720	huomattava
remarkably	0.688	0.618	0.868	huomattavasti
remarry	0.653	0.791	0.540	mennä uudelleen naimisiin
rematch	0.469	0.798	0.627	uusintaottelu
remedial	0.369	0.418	0.509	korjaava
remedy	0.625	0.283	0.491	parannuskeino
remember	0.776	0.422	0.454	muistaa
remembered	0.916	0.333	0.588	muisti
remembering	0.535	0.386	0.509	muistaa
remembrance	0.812	0.250	0.519	muistaminen
remind	0.721	0.415	0.563	muistuttaa
reminder	0.552	0.423	0.589	muistutus
reminisce	0.903	0.490	0.363	muistella
reminiscent	0.500	0.481	0.611	mieleentuova
reminiscing	0.688	0.431	0.418	muistelee
remiss	0.190	0.650	0.325	huolimaton
remission	0.418	0.330	0.518	remissio
remit	0.510	0.509	0.473	tehtäväksi
remittance	0.684	0.479	0.454	rahalähetys
remnant	0.367	0.312	0.388	jäännös
remodel	0.604	0.647	0.693	uudistaa
remorse	0.103	0.673	0.377	katumusta
remorseful	0.347	0.429	0.250	katuvainen
remote	0.458	0.333	0.477	etä
remoteness	0.323	0.510	0.339	syrjäisyyttä
removal	0.245	0.540	0.368	poistaminen
remove	0.292	0.539	0.472	Poista
remover	0.337	0.443	0.526	poistoaine
remuneration	0.792	0.760	0.607	palkkio
renaissance	0.771	0.670	0.767	renessanssi
renal	0.300	0.480	0.415	munuaisten
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	repiä
render	0.541	0.395	0.448	renderöidä
rendering	0.531	0.434	0.667	renderöinti
rendezvous	0.750	0.490	0.658	tapaaminen
rendition	0.417	0.360	0.398	esitys
renegade	0.140	0.640	0.509	luopio
renegotiate	0.580	0.702	0.708	neuvotella uudelleen
renew	0.868	0.481	0.713	uusia
renewal	0.770	0.710	0.672	uusiminen
renounce	0.156	0.490	0.552	luopua
renovate	0.878	0.549	0.755	kunnostaa
renovated	0.783	0.406	0.657	kunnostettu
renovation	0.816	0.590	0.779	kunnostus
renown	0.693	0.475	0.693	mainetta
renowned	0.844	0.481	0.697	kuuluisa
rent	0.344	0.429	0.446	vuokrata
rental	0.510	0.370	0.308	vuokraus
renter	0.590	0.301	0.371	vuokraaja
renunciation	0.260	0.578	0.336	luopuminen
reopen	0.656	0.528	0.568	avata uudelleen
reorganization	0.622	0.587	0.754	uudelleenjärjestely
reorganize	0.667	0.590	0.722	järjestää uudelleen
rep	0.520	0.510	0.640	rep
repaint	0.622	0.382	0.308	maalata uudelleen
repair	0.583	0.460	0.589	korjaus
repairman	0.582	0.426	0.707	korjaaja
reparation	0.531	0.615	0.732	korvaus
repay	0.469	0.632	0.592	maksaa takaisin
repayment	0.479	0.490	0.474	takaisinmaksu
repeal	0.260	0.480	0.482	kumota
repeat	0.490	0.529	0.552	toistaa
repeated	0.429	0.472	0.314	toistettu
repeatedly	0.479	0.575	0.500	toistuvasti
repeater	0.479	0.426	0.430	toistin
repel	0.224	0.620	0.441	torjua
repellant	0.292	0.620	0.426	hylkivä
repellent	0.286	0.500	0.491	hylkivä
repelling	0.184	0.633	0.429	hylkivä
repent	0.449	0.422	0.386	katua
repentance	0.417	0.604	0.324	katumusta
repentant	0.326	0.500	0.200	katuva
repertoire	0.633	0.594	0.667	ohjelmisto
repertory	0.562	0.473	0.528	ohjelmisto
repetition	0.375	0.519	0.396	toisto
repetitive	0.320	0.438	0.362	toistuva
rephrase	0.547	0.451	0.549	muotoilla uudelleen
replace	0.417	0.520	0.500	korvata
replacement	0.385	0.519	0.500	korvaus
replay	0.612	0.522	0.761	uusinta
replenish	0.615	0.336	0.689	täydentää
replete	0.552	0.497	0.670	täynnä
replica	0.480	0.520	0.493	kopio
replicate	0.480	0.630	0.585	kopioida
replication	0.342	0.618	0.510	replikointi
reply	0.762	0.290	0.596	Vastaa
report	0.583	0.444	0.575	raportti
reported	0.418	0.442	0.567	raportoitu
reporter	0.531	0.550	0.604	reportteri
repose	0.469	0.100	0.330	levätä
reposition	0.408	0.529	0.509	sijoittaa uudelleen
repository	0.406	0.396	0.500	arkisto
repossess	0.418	0.667	0.552	ottaa takaisin
reprehensible	0.316	0.569	0.351	tuomittavaa
represent	0.781	0.433	0.861	edustaa
representation	0.677	0.542	0.750	edustus
representative	0.704	0.366	0.694	edustaja
represented	0.724	0.444	0.688	edustettuna
representing	0.796	0.464	0.833	edustaa
repress	0.208	0.612	0.536	tukahduttaa
repressed	0.188	0.337	0.311	tukahdutettu
repression	0.214	0.764	0.481	sorto
reprieve	0.531	0.471	0.574	lykkäys
reprimand	0.153	0.528	0.465	nuhtelu
reprint	0.510	0.449	0.527	uusintapainos
reprisal	0.125	0.788	0.545	kosto
reprise	0.459	0.500	0.464	uusinta
reproach	0.240	0.755	0.384	moittia
reproduce	0.823	0.622	0.760	jäljentää
reproduction	0.800	0.736	0.713	jäljentäminen
reproductive	0.770	0.604	0.856	lisääntymiskykyinen
reprogram	0.519	0.404	0.557	ohjelmoida uudelleen
reptile	0.350	0.566	0.365	matelija
republic	0.635	0.340	0.830	tasavalta
republican	0.398	0.551	0.664	tasavaltalainen
repudiation	0.167	0.686	0.274	kieltäminen
repugnance	0.062	0.684	0.425	vastenmielisyyttä
repugnant	0.061	0.735	0.453	vastenmielinen
repulsion	0.247	0.673	0.353	vastenmielisyyttä
repulsive	0.146	0.775	0.425	vastenmielinen
repurchase	0.531	0.592	0.557	takaisinosto
reputable	0.781	0.462	0.919	hyvämaineinen
reputation	0.740	0.542	0.721	maine
repute	0.729	0.500	0.702	maine
reputed	0.439	0.528	0.627	maineikas
request	0.625	0.471	0.618	pyyntö
requiem	0.475	0.382	0.426	requiem
require	0.398	0.439	0.560	vaatia
required	0.583	0.509	0.700	vaaditaan
requirement	0.510	0.439	0.728	vaatimus
requisite	0.448	0.363	0.609	tarvittava
requisition	0.478	0.510	0.649	pakkolunastus
reread	0.448	0.377	0.492	lukea uudelleen
reroute	0.540	0.598	0.598	reitittää uudelleen
rerun	0.333	0.620	0.529	uusinta
reschedule	0.438	0.422	0.537	ajoittaa uudelleen
rescind	0.347	0.380	0.391	peruuttaa
rescission	0.333	0.529	0.360	irtisanominen
rescue	0.806	0.926	0.850	pelastaa
research	0.633	0.663	0.741	tutkimusta
researcher	0.569	0.510	0.857	tutkija
resection	0.375	0.482	0.500	resektio
resemblance	0.743	0.216	0.570	samankaltaisuus
resemble	0.602	0.388	0.463	muistuttaa
resembling	0.592	0.250	0.529	muistuttaa
resent	0.073	0.553	0.163	paheksua
resentful	0.120	0.608	0.324	katkera
resentment	0.163	0.745	0.528	kaunaa
reservation	0.688	0.343	0.561	varaus
reserve	0.585	0.289	0.589	varata
reserved	0.594	0.316	0.583	varattu
reserves	0.653	0.363	0.520	varauksia
reservoir	0.531	0.276	0.462	säiliö
reset	0.490	0.450	0.574	nollaa
reside	0.451	0.440	0.455	asua
residence	0.615	0.382	0.585	asuinpaikka
residences	0.618	0.418	0.509	asuntoja
residency	0.694	0.357	0.679	residenssi
resident	0.592	0.327	0.500	asukas
residential	0.720	0.210	0.589	asuin
residual	0.448	0.288	0.327	jäännös
residue	0.354	0.330	0.183	jäännös
resign	0.250	0.543	0.273	erota
resignation	0.145	0.392	0.310	eroaminen
resigned	0.240	0.170	0.268	eronnut
resilience	0.531	0.440	0.667	joustavuutta
resilient	0.542	0.540	0.801	kimmoisa
resin	0.284	0.308	0.400	hartsi
resist	0.414	0.676	0.651	vastustaa
resistance	0.427	0.694	0.796	vastus
resistant	0.592	0.585	0.815	vastustuskykyinen
resisting	0.408	0.776	0.789	vastustaen
resistive	0.396	0.519	0.651	resistiivinen
resolute	0.771	0.510	0.712	päättäväinen
resolutely	0.714	0.453	0.805	päättäväisesti
resolution	0.780	0.550	0.745	resoluutio
resolve	0.710	0.472	0.750	ratkaista
resolved	0.735	0.357	0.683	ratkaistu
resonance	0.541	0.426	0.629	resonanssi
resonant	0.542	0.633	0.663	resonoiva
resonate	0.582	0.610	0.644	resonoida
resonator	0.469	0.608	0.519	resonaattori
resort	0.573	0.441	0.632	lomakohde
resounding	0.490	0.708	0.596	raikuva
resource	0.740	0.357	0.749	resurssi
resourceful	0.906	0.704	0.886	neuvokas
resources	0.604	0.348	0.627	resursseja
respect	0.927	0.344	0.758	kunnioittaminen
respectability	0.875	0.407	0.912	kunnioitusta
respectable	0.850	0.350	0.889	kunnioitettavaa
respected	0.908	0.441	0.853	kunnioitetaan
respectful	0.951	0.386	0.814	kunnioittavaa
respecting	0.837	0.321	0.720	kunnioittaen
respective	0.625	0.413	0.721	vastaavasti
respects	0.840	0.387	0.824	kunnioittaa
respiration	0.760	0.377	0.669	hengitys
respirator	0.433	0.398	0.453	hengityssuojain
respiratory	0.500	0.450	0.552	hengitys
respite	0.600	0.373	0.420	hengähdystauko
resplendent	0.905	0.673	0.755	häikäisevä
respond	0.573	0.435	0.594	vastata
respondent	0.449	0.455	0.480	vastaaja
response	0.615	0.500	0.472	vastaus
responsibility	0.760	0.500	0.852	vastuuta
responsible	0.837	0.527	0.833	vastuussa
responsive	0.816	0.569	0.573	reagoiva
rest	0.907	0.167	0.300	levätä
restart	0.531	0.519	0.554	uudelleenkäynnistää
restaurant	0.847	0.406	0.500	ravintola
rested	0.792	0.235	0.462	levännyt
restful	0.781	0.116	0.413	rauhallinen
restitution	0.583	0.542	0.643	hyvitys
restless	0.219	0.810	0.304	levoton
restlessness	0.083	0.794	0.397	levottomuus
restock	0.510	0.538	0.645	täydentää varastoja
restoration	0.755	0.426	0.734	entisöinti
restorative	0.633	0.510	0.703	korjaava
restore	0.765	0.490	0.625	palauttaa
restored	0.892	0.410	0.728	palautettu
restoring	0.820	0.490	0.783	palauttaminen
restrain	0.134	0.696	0.434	hillitä
restrained	0.354	0.590	0.509	hillitty
restraining	0.296	0.702	0.672	hillitsevä
restraint	0.167	0.618	0.520	pidättyväisyys
restrict	0.115	0.539	0.577	rajoittaa
restricted	0.276	0.500	0.407	rajoitettu
restriction	0.130	0.590	0.569	rajoitus
restrictive	0.215	0.596	0.500	rajoittava
restroom	0.653	0.279	0.267	wc
result	0.812	0.490	0.652	tulos
resultant	0.670	0.441	0.637	tuloksena
resume	0.573	0.411	0.586	jatkaa
resumption	0.637	0.528	0.653	jatkaminen
resurrect	0.781	0.725	0.817	herättää henkiin
resurrection	0.708	0.740	0.759	ylösnousemus
resuscitate	0.531	0.696	0.818	elvyttää
resuscitation	0.753	0.768	0.795	elvytys
retail	0.510	0.353	0.411	jälleenmyynti
retailer	0.708	0.439	0.595	jälleenmyyjä
retain	0.367	0.451	0.630	säilyttää
retainer	0.396	0.422	0.356	pidike
retaining	0.417	0.559	0.632	säilyttäminen
retake	0.616	0.471	0.591	ottaa uudelleen
retaliate	0.111	0.812	0.595	kostaa
retaliation	0.156	0.812	0.491	kosto
retaliatory	0.194	0.865	0.598	kostotoimia
retard	0.194	0.347	0.222	hidastaa
retardation	0.125	0.360	0.155	hidastuminen
retarded	0.302	0.462	0.161	jälkeenjäänyt
retards	0.362	0.434	0.218	hidastaa
retention	0.344	0.490	0.558	säilyttäminen
retentive	0.439	0.482	0.491	pidättävä
rethink	0.480	0.423	0.583	ajatella uudelleen
reticent	0.396	0.519	0.500	pidättyväinen
retina	0.490	0.255	0.342	verkkokalvo
retinal	0.531	0.343	0.475	verkkokalvo
retire	0.398	0.392	0.186	jäädä eläkkeelle
retired	0.270	0.259	0.301	eläkkeellä
retirement	0.250	0.324	0.255	eläkkeelle siirtyminen
retiring	0.408	0.376	0.214	eläkkeelle
retold	0.459	0.385	0.352	kerrottu uudelleen
retort	0.417	0.520	0.481	tislausastia
retrace	0.250	0.482	0.317	jäljittää
retract	0.316	0.443	0.358	vetää takaisin
retraction	0.312	0.491	0.427	takaisinveto
retractor	0.354	0.590	0.557	kelauslaite
retreat	0.500	0.519	0.312	vetäytyä
retrenchment	0.230	0.650	0.384	supistaminen
retrial	0.500	0.577	0.593	uudelleenkäsittely
retribution	0.625	0.490	0.708	kosto
retrieval	0.700	0.440	0.704	haku
retrieve	0.740	0.576	0.705	hakea
retriever	0.459	0.500	0.464	noutaja
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	takautuvasti
retrograde	0.208	0.464	0.415	retrogradinen
retrospect	0.406	0.500	0.538	jälkikäteen
retrospective	0.594	0.481	0.528	retrospektiivinen
retrospectively	0.516	0.400	0.560	takautuvasti
return	0.602	0.412	0.463	palata
reunion	0.837	0.500	0.672	jälleennäkeminen
reunite	0.656	0.550	0.657	yhdistyä
reunited	0.708	0.439	0.658	yhdistynyt
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	paljastaa
revel	0.740	0.705	0.684	nauti
revelation	0.879	0.500	0.865	paljastus
revelations	0.729	0.655	0.600	paljastuksia
revels	0.827	0.683	0.647	iloitsee
revenge	0.230	0.940	0.627	kosto
revenue	0.873	0.510	0.854	tulot
reverberation	0.390	0.639	0.551	jälkikaiunta
revere	0.750	0.562	0.608	kunnioittaa
reverence	0.643	0.347	0.516	kunnioitusta
reverend	0.650	0.337	0.576	pastori
reverent	0.551	0.490	0.694	kunnioittava
reverie	0.667	0.413	0.471	haaveilu
reversal	0.380	0.510	0.591	kääntyminen
reverse	0.539	0.415	0.461	käänteinen
reversion	0.458	0.538	0.425	palautus
revert	0.380	0.451	0.519	palautua
reverting	0.562	0.385	0.544	palaamassa
review	0.667	0.408	0.636	arvostelu
reviewer	0.562	0.344	0.500	arvostelija
revise	0.500	0.469	0.509	tarkistaa
revision	0.417	0.459	0.710	tarkistus
revisit	0.552	0.530	0.509	käydä uudelleen
revival	0.823	0.664	0.597	elpyminen
revive	0.676	0.780	0.778	elvyttää
revocation	0.260	0.610	0.673	peruuttaminen
revoke	0.251	0.696	0.737	peruuttaa
revolt	0.343	0.878	0.658	kapina
revolting	0.102	0.690	0.300	vastenmielinen
revolution	0.417	0.902	0.798	vallankumous
revolutionary	0.635	0.887	0.824	vallankumouksellinen
revolutionize	0.684	0.816	0.904	mullistaa
revolve	0.592	0.546	0.402	pyöriä
revolver	0.194	0.796	0.750	revolveri
revolving	0.602	0.570	0.580	pyörivä
revue	0.594	0.350	0.420	revyy
revulsion	0.104	0.765	0.343	vastenmielisyyttä
revving	0.604	0.875	0.879	pyörivä
reward	0.948	0.694	0.783	palkinto
rewarding	0.958	0.637	0.783	palkitsevaa
rewind	0.460	0.551	0.431	kelaa taaksepäin
rewire	0.365	0.462	0.406	johto uudelleen
rewrite	0.490	0.500	0.434	kirjoittaa uudelleen
rhapsody	0.708	0.490	0.460	rapsodia
rhetoric	0.417	0.429	0.504	retoriikkaa
rhetorical	0.417	0.569	0.635	retorinen
rheumatism	0.219	0.472	0.418	reumatismi
rhinestone	0.531	0.551	0.408	tekojalokivi
rhino	0.531	0.549	0.555	sarvikuono
rhinoceros	0.556	0.656	0.569	sarvikuono
