English Word	Valence	Arousal	Dominance	Arabic Word
renter	0.590	0.301	0.371	المستأجر
renunciation	0.260	0.578	0.336	التنازل
reopen	0.656	0.528	0.568	فتح
reorganization	0.622	0.587	0.754	إعادة تنظيم
reorganize	0.667	0.590	0.722	إعادة التنظيم
rep	0.520	0.510	0.640	اعادة \ عد
repaint	0.622	0.382	0.308	إعادة الرسم
repair	0.583	0.460	0.589	يصلح
repairman	0.582	0.426	0.707	مصلح
reparation	0.531	0.615	0.732	جبر الضرر
repay	0.469	0.632	0.592	سداد
repayment	0.479	0.490	0.474	السداد
repeal	0.260	0.480	0.482	إلغاء
repeat	0.490	0.529	0.552	كرر
repeated	0.429	0.472	0.314	معاد
repeatedly	0.479	0.575	0.500	مرارا وتكرارا
repeater	0.479	0.426	0.430	مكرر
repel	0.224	0.620	0.441	صد
repellant	0.292	0.620	0.426	طارد
repellent	0.286	0.500	0.491	طارد
repelling	0.184	0.633	0.429	صد
repent	0.449	0.422	0.386	نادم
repentance	0.417	0.604	0.324	التوبة
repentant	0.326	0.500	0.200	تائب
repertoire	0.633	0.594	0.667	مخزون
repertory	0.562	0.473	0.528	مرجع
repetition	0.375	0.519	0.396	تكرار
repetitive	0.320	0.438	0.362	تكرارية
rephrase	0.547	0.451	0.549	إعادة صياغة
replace	0.417	0.520	0.500	يحل محل
replacement	0.385	0.519	0.500	إستبدال
replay	0.612	0.522	0.761	اعادتها
replenish	0.615	0.336	0.689	تجديد
replete	0.552	0.497	0.670	مليئة
replica	0.480	0.520	0.493	نسخة مطابقة للأصل
replicate	0.480	0.630	0.585	استنساخ
replication	0.342	0.618	0.510	تكرار
reply	0.762	0.290	0.596	الرد
report	0.583	0.444	0.575	أبلغ عن
reported	0.418	0.442	0.567	ذكرت
reporter	0.531	0.550	0.604	مراسل
repose	0.469	0.100	0.330	راحة
reposition	0.408	0.529	0.509	إعادة
repository	0.406	0.396	0.500	مخزن
repossess	0.418	0.667	0.552	استرجاعها
reprehensible	0.316	0.569	0.351	مستهجن
represent	0.781	0.433	0.861	يمثل
representation	0.677	0.542	0.750	التمثيل
representative	0.704	0.366	0.694	وكيل
represented	0.724	0.444	0.688	ممثلة
representing	0.796	0.464	0.833	يمثل
repress	0.208	0.612	0.536	قمع
repressed	0.188	0.337	0.311	مكبوت
repression	0.214	0.764	0.481	قمع
reprieve	0.531	0.471	0.574	ارجاء التنفيذ
reprimand	0.153	0.528	0.465	شجب
reprint	0.510	0.449	0.527	طبع
reprisal	0.125	0.788	0.545	انتقام
reprise	0.459	0.500	0.464	تكرار
reproach	0.240	0.755	0.384	عتاب
reproduce	0.823	0.622	0.760	إعادة إنتاج
reproduction	0.800	0.736	0.713	التكاثر
reproductive	0.770	0.604	0.856	الإنجابية
reprogram	0.519	0.404	0.557	إعادة البرمجة
reptile	0.350	0.566	0.365	الزواحف
republic	0.635	0.340	0.830	جمهورية
republican	0.398	0.551	0.664	جمهوري
repudiation	0.167	0.686	0.274	طلاق
repugnance	0.062	0.684	0.425	الاشمئزاز
repugnant	0.061	0.735	0.453	بغيضة
repulsion	0.247	0.673	0.353	تنافر
repulsive	0.146	0.775	0.425	تنافرى
repurchase	0.531	0.592	0.557	إعادة الشراء
reputable	0.781	0.462	0.919	حسن السمعة
reputation	0.740	0.542	0.721	سمعة
repute	0.729	0.500	0.702	السمعة
reputed	0.439	0.528	0.627	حسن السمعة
request	0.625	0.471	0.618	طلب
requiem	0.475	0.382	0.426	قداس
require	0.398	0.439	0.560	يتطلب
required	0.583	0.509	0.700	مطلوب
requirement	0.510	0.439	0.728	المتطلبات
requisite	0.448	0.363	0.609	مطلوب
requisition	0.478	0.510	0.649	الاستيلاء
reread	0.448	0.377	0.492	نعيد القراءة
reroute	0.540	0.598	0.598	إعادة توجيه
rerun	0.333	0.620	0.529	أعد
reschedule	0.438	0.422	0.537	إعادة الجدولة
rescind	0.347	0.380	0.391	أبطل
rescission	0.333	0.529	0.360	إلغاء
rescue	0.806	0.926	0.850	إنقاذ
research	0.633	0.663	0.741	ابحاث
researcher	0.569	0.510	0.857	الباحث
resection	0.375	0.482	0.500	استئصال
resemblance	0.743	0.216	0.570	تشابه
resemble	0.602	0.388	0.463	تشابه
resembling	0.592	0.250	0.529	يشبه
resent	0.073	0.553	0.163	استياء
resentful	0.120	0.608	0.324	استياء
resentment	0.163	0.745	0.528	استياء
reservation	0.688	0.343	0.561	تحفظ
reserve	0.585	0.289	0.589	الاحتياطي
reserved	0.594	0.316	0.583	محجوز
reserves	0.653	0.363	0.520	محميات
reservoir	0.531	0.276	0.462	خزان
reset	0.490	0.450	0.574	إعادة تعيين
reside	0.451	0.440	0.455	يقيم
residence	0.615	0.382	0.585	إقامة
residences	0.618	0.418	0.509	مساكن
residency	0.694	0.357	0.679	الإقامة
resident	0.592	0.327	0.500	مقيم
residential	0.720	0.210	0.589	سكني
residual	0.448	0.288	0.327	المتبقية
residue	0.354	0.330	0.183	بقايا
resign	0.250	0.543	0.273	استقيل
resignation	0.145	0.392	0.310	استقالة
resigned	0.240	0.170	0.268	استقال
resilience	0.531	0.440	0.667	المرونة
resilient	0.542	0.540	0.801	مرن
resin	0.284	0.308	0.400	مادة صمغية
resist	0.414	0.676	0.651	يقاوم
resistance	0.427	0.694	0.796	مقاومة
resistant	0.592	0.585	0.815	مقاومة
resisting	0.408	0.776	0.789	مقاومة
resistive	0.396	0.519	0.651	مقاوم
resolute	0.771	0.510	0.712	حازم
resolutely	0.714	0.453	0.805	بحزم
resolution	0.780	0.550	0.745	الدقة
resolve	0.710	0.472	0.750	حل
resolved	0.735	0.357	0.683	تم الحل
resonance	0.541	0.426	0.629	صدى
resonant	0.542	0.633	0.663	رنين
resonate	0.582	0.610	0.644	صدى
resonator	0.469	0.608	0.519	مرنان
resort	0.573	0.441	0.632	ملتجأ
resounding	0.490	0.708	0.596	مدوي
resource	0.740	0.357	0.749	الموارد
resourceful	0.906	0.704	0.886	واسع الحيلة
resources	0.604	0.348	0.627	مصادر
respect	0.927	0.344	0.758	احترام
respectability	0.875	0.407	0.912	الاحترام
respectable	0.850	0.350	0.889	محترم
respected	0.908	0.441	0.853	محترم
respectful	0.951	0.386	0.814	محترم
respecting	0.837	0.321	0.720	الاحترام
respective	0.625	0.413	0.721	خاص به
respects	0.840	0.387	0.824	يحترم
respiration	0.760	0.377	0.669	التنفس
respirator	0.433	0.398	0.453	جهاز تنفس
respiratory	0.500	0.450	0.552	تنفسي
respite	0.600	0.373	0.420	راحة
resplendent	0.905	0.673	0.755	متألق
respond	0.573	0.435	0.594	رد
respondent	0.449	0.455	0.480	المدعى عليه
response	0.615	0.500	0.472	استجابة
responsibility	0.760	0.500	0.852	المسئولية
responsible	0.837	0.527	0.833	مسؤول
responsive	0.816	0.569	0.573	متجاوب
rest	0.907	0.167	0.300	راحة
restart	0.531	0.519	0.554	إعادة بدء
restaurant	0.847	0.406	0.500	مطعم
rested	0.792	0.235	0.462	استراح
restful	0.781	0.116	0.413	مريح
restitution	0.583	0.542	0.643	رد
restless	0.219	0.810	0.304	الأرق
restlessness	0.083	0.794	0.397	الأرق
restock	0.510	0.538	0.645	تقتني
restoration	0.755	0.426	0.734	استعادة
restorative	0.633	0.510	0.703	التصالحية
restore	0.765	0.490	0.625	يعيد
restored	0.892	0.410	0.728	رمم
restoring	0.820	0.490	0.783	استعادة
restrain	0.134	0.696	0.434	كبح
restrained	0.354	0.590	0.509	المقيد
restraining	0.296	0.702	0.672	تقييدي
restraint	0.167	0.618	0.520	ضبط النفس
restrict	0.115	0.539	0.577	بتقييد
restricted	0.276	0.500	0.407	مقيد
restriction	0.130	0.590	0.569	تقييد
restrictive	0.215	0.596	0.500	تقييدي
restroom	0.653	0.279	0.267	غرفة الاستراحة
result	0.812	0.490	0.652	نتيجة
resultant	0.670	0.441	0.637	الناتج
resume	0.573	0.411	0.586	سيرة ذاتية
resumption	0.637	0.528	0.653	استئناف
resurrect	0.781	0.725	0.817	القيامة
resurrection	0.708	0.740	0.759	القيامة
resuscitate	0.531	0.696	0.818	إنعاش
resuscitation	0.753	0.768	0.795	إنعاش
retail	0.510	0.353	0.411	بيع بالتجزئة
retailer	0.708	0.439	0.595	بائع تجزئة
retain	0.367	0.451	0.630	يحتفظ
retainer	0.396	0.422	0.356	التجنيب
retaining	0.417	0.559	0.632	الاحتفاظ
retake	0.616	0.471	0.591	استعادة
retaliate	0.111	0.812	0.595	الرد بالمثل
retaliation	0.156	0.812	0.491	انتقام
retaliatory	0.194	0.865	0.598	انتقامي
retard	0.194	0.347	0.222	يؤخر
retardation	0.125	0.360	0.155	تخلف
retarded	0.302	0.462	0.161	متخلفا
retards	0.362	0.434	0.218	يؤخرون
retention	0.344	0.490	0.558	احتفاظ
retentive	0.439	0.482	0.491	متحفظ
rethink	0.480	0.423	0.583	إعادة التفكير
reticent	0.396	0.519	0.500	كتوم
retina	0.490	0.255	0.342	شبكية العين
retinal	0.531	0.343	0.475	شبكية العين
retire	0.398	0.392	0.186	يتقاعد
retired	0.270	0.259	0.301	متقاعد
retirement	0.250	0.324	0.255	التقاعد
retiring	0.408	0.376	0.214	المتقاعد
retold	0.459	0.385	0.352	روى
retort	0.417	0.520	0.481	الرد
retrace	0.250	0.482	0.317	تقفي
retract	0.316	0.443	0.358	تراجع
retraction	0.312	0.491	0.427	تراجع
retractor	0.354	0.590	0.557	ضام
retreat	0.500	0.519	0.312	تراجع
retrenchment	0.230	0.650	0.384	الانكماش
retrial	0.500	0.577	0.593	إعادة المحاكمة
retribution	0.625	0.490	0.708	القصاص
retrieval	0.700	0.440	0.704	استرجاع
retrieve	0.740	0.576	0.705	يسترد
retriever	0.459	0.500	0.464	المسترد
retro	0.650	0.276	0.321	الرجعية
retroactive	0.521	0.452	0.655	اثر رجعي
retrograde	0.208	0.464	0.415	متراجع
retrospect	0.406	0.500	0.538	إلى الماضي
retrospective	0.594	0.481	0.528	بأثر رجعي
retrospectively	0.516	0.400	0.560	بأثر رجعي
return	0.602	0.412	0.463	إرجاع
reunion	0.837	0.500	0.672	جمع شمل
reunite	0.656	0.550	0.657	لم شمل
reunited	0.708	0.439	0.658	لم شملهم
rev	0.367	0.422	0.353	مراجعة
reveal	0.493	0.637	0.526	يكشف
revel	0.740	0.705	0.684	عربد
revelation	0.879	0.500	0.865	وحي
revelations	0.729	0.655	0.600	الكشف
revels	0.827	0.683	0.647	يحتفل
revenge	0.230	0.940	0.627	انتقام
revenue	0.873	0.510	0.854	ربح
reverberation	0.390	0.639	0.551	صدى
revere	0.750	0.562	0.608	احترام
reverence	0.643	0.347	0.516	تقديس
reverend	0.650	0.337	0.576	القس
reverent	0.551	0.490	0.694	موقر
reverie	0.667	0.413	0.471	خيالية
reversal	0.380	0.510	0.591	انعكاس، ارتداد، انقلاب
reverse	0.539	0.415	0.461	يعكس
reversion	0.458	0.538	0.425	ارتداد
revert	0.380	0.451	0.519	يرجع
reverting	0.562	0.385	0.544	العودة
review	0.667	0.408	0.636	إعادة النظر
reviewer	0.562	0.344	0.500	المراجع
revise	0.500	0.469	0.509	تراجع
revision	0.417	0.459	0.710	مراجعة
revisit	0.552	0.530	0.509	إعادة النظر
revival	0.823	0.664	0.597	إحياء
revive	0.676	0.780	0.778	اعادة احياء
revocation	0.260	0.610	0.673	إبطال
revoke	0.251	0.696	0.737	سحب او إبطال
revolt	0.343	0.878	0.658	تمرد
revolting	0.102	0.690	0.300	اشمئزاز
revolution	0.417	0.902	0.798	ثورة
revolutionary	0.635	0.887	0.824	ثوري
revolutionize	0.684	0.816	0.904	ثورة
revolve	0.592	0.546	0.402	تدور
revolver	0.194	0.796	0.750	مسدس
revolving	0.602	0.570	0.580	تدور
revue	0.594	0.350	0.420	مسرحية
revulsion	0.104	0.765	0.343	اشمئزاز
revving	0.604	0.875	0.879	التسريع
reward	0.948	0.694	0.783	جائزة
rewarding	0.958	0.637	0.783	مجزي
rewind	0.460	0.551	0.431	الترجيع
rewire	0.365	0.462	0.406	تجديد الأسلاك
rewrite	0.490	0.500	0.434	اعادة كتابة
rhapsody	0.708	0.490	0.460	افتتان
rhetoric	0.417	0.429	0.504	البلاغة
rhetorical	0.417	0.569	0.635	بلاغي
rheumatism	0.219	0.472	0.418	الروماتيزم
rhinestone	0.531	0.551	0.408	حجر الراين
rhino	0.531	0.549	0.555	وحيد القرن
rhinoceros	0.556	0.656	0.569	وحيد القرن
rhubarb	0.582	0.304	0.340	راوند
rhyme	0.667	0.249	0.481	قافية
rhyming	0.729	0.410	0.500	القافية
rhythm	0.771	0.759	0.573	إيقاع
rhythmic	0.714	0.642	0.664	إيقاعي
rhythmical	0.844	0.694	0.632	إيقاعي
rib	0.490	0.349	0.351	ضلع
ribbed	0.365	0.378	0.409	مضلع
ribbon	0.719	0.288	0.357	شريط
rice	0.667	0.208	0.330	أرز
rich	0.882	0.627	0.905	ثري
riches	0.958	0.694	0.880	ثروات
richness	0.896	0.833	0.922	ثراء
rick	0.459	0.420	0.444	ريك
rickety	0.224	0.402	0.241	متهالك
rickshaw	0.438	0.594	0.402	عربة
ricochet	0.287	0.618	0.430	ارتداد
rid	0.194	0.408	0.327	يتخلص
riddance	0.323	0.562	0.472	بئس المصير
riddle	0.521	0.583	0.543	لغز
riddled	0.281	0.861	0.422	مليئة
ride	0.806	0.465	0.472	اركب
rider	0.635	0.627	0.574	متسابق
ridge	0.484	0.402	0.349	ريدج
ridicule	0.143	0.745	0.255	سخرية
ridiculed	0.112	0.806	0.212	سخر منه
ridiculous	0.159	0.594	0.245	سخيف
riding	0.694	0.654	0.620	يركب
rife	0.570	0.561	0.692	منتشر
riff	0.521	0.551	0.343	ريف
riffraff	0.360	0.404	0.397	رفراف
rifle	0.329	0.900	0.718	بندقية
rifleman	0.245	0.863	0.767	بندقية
rifles	0.337	0.864	0.765	بنادق
rift	0.246	0.519	0.289	صدع
rig	0.542	0.382	0.746	اجهزة
rigged	0.188	0.510	0.412	مزورة
rigging	0.510	0.518	0.440	تزوير
right	0.740	0.352	0.710	حقا
righteous	0.823	0.385	0.790	الصالحين
righteousness	0.802	0.660	0.897	نزاهه
rightful	0.837	0.358	0.821	شرعي
rightly	0.740	0.471	0.782	بحق
righty	0.750	0.314	0.786	صالح
rigid	0.357	0.552	0.591	جامد
rigidity	0.198	0.530	0.726	الاستعلاء
rigor	0.375	0.745	0.713	دقة
rigorous	0.438	0.818	0.847	صارم
rim	0.510	0.397	0.302	حافة
rind	0.542	0.280	0.491	قشرة
ring	0.677	0.427	0.464	جرس
ringer	0.573	0.604	0.347	المسابقة
ringing	0.724	0.598	0.693	رنين
ringleader	0.520	0.550	0.640	زعيم العصابة
ringmaster	0.630	0.622	0.732	مدير الحلبة
ringside	0.500	0.644	0.411	الصف الأول في الحلبة
rink	0.551	0.392	0.392	حلبة للتزلج
rinse	0.663	0.168	0.409	شطف
riot	0.061	0.946	0.586	شغب
rioting	0.156	0.949	0.560	أعمال شغب
riotous	0.163	0.837	0.588	مشاغب
riots	0.099	0.882	0.564	أعمال الشغب
rip	0.146	0.676	0.365	إرقد بسلام
riparian	0.552	0.408	0.412	ضفاف النهر
ripe	0.671	0.337	0.670	ناضج
ripen	0.755	0.373	0.671	تنضج
ripening	0.615	0.490	0.759	رشد
ripper	0.219	0.887	0.642	الخارق
ripple	0.500	0.453	0.370	تموج
rippling	0.500	0.480	0.327	تموج
rise	0.667	0.593	0.745	ترتفع
rising	0.750	0.602	0.696	ارتفاع
risk	0.240	0.816	0.438	مخاطرة
risky	0.224	0.922	0.700	محفوفة بالمخاطر
risotto	0.802	0.454	0.234	ريزوتو
rite	0.378	0.570	0.606	طقوس
ritual	0.375	0.520	0.508	شعيرة
ritualistic	0.450	0.583	0.540	طقسية
rival	0.286	0.605	0.574	منافسة
rivalry	0.192	0.765	0.538	التنافس
river	0.688	0.392	0.605	نهر
riverbank	0.684	0.300	0.330	ضفه النهر
riverbed	0.610	0.233	0.421	مجرى النهر
riverboat	0.561	0.347	0.462	الزورق النهري
rivet	0.458	0.306	0.405	برشام
riveted	0.385	0.439	0.443	ينصب
riveting	0.448	0.544	0.394	التثبيت
roach	0.146	0.598	0.259	صرصور
road	0.656	0.404	0.404	طريق
roadblock	0.337	0.669	0.490	حاجز
roadhouse	0.500	0.620	0.458	الطريق
roadie	0.500	0.566	0.455	الطريق
roadrage	0.458	0.567	0.565	غضب الطريق
roadrunner	0.490	0.702	0.590	نقار الخشب
roads	0.677	0.448	0.496	الطرق
roadside	0.500	0.569	0.472	جانب الطريق
roadster	0.531	0.622	0.473	رودستر
roadtrip	0.677	0.596	0.519	رحلة الطريق
roadway	0.562	0.206	0.509	الطريق
roadworks	0.562	0.538	0.509	أعمال الطرق
roam	0.510	0.550	0.444	تجوب
roar	0.427	0.816	0.675	هدير
roaring	0.449	0.817	0.634	طافوا
roast	0.521	0.541	0.311	منال
roasted	0.615	0.520	0.339	محمص
rob	0.112	0.840	0.500	روب
robber	0.135	0.772	0.481	السارق
robbery	0.133	0.843	0.435	سرقة
robe	0.594	0.216	0.298	رداء - روب
robin	0.552	0.363	0.393	روبن
robot	0.441	0.337	0.543	إنسان آلي
robotic	0.417	0.602	0.657	الروبوتية
robotics	0.592	0.600	0.763	علم الروبوتات
robust	0.667	0.604	0.719	قوي
roc	0.427	0.510	0.415	روك
rock	0.623	0.236	0.557	صخر
rocker	0.615	0.704	0.625	الروك
rocket	0.664	0.824	0.774	صاروخ
rocks	0.365	0.209	0.543	الصخور
rod	0.479	0.319	0.355	عصا
rodent	0.323	0.577	0.279	القوارض
rodeo	0.490	0.676	0.588	مسابقات رعاة البقر
roe	0.490	0.382	0.398	رو
rogue	0.334	0.713	0.636	محتال
role	0.552	0.260	0.464	وظيفة
roll	0.469	0.510	0.172	لفافة
roller	0.521	0.394	0.345	أسطوانة
rollercoaster	0.802	0.910	0.651	السفينة الدوارة
rollers	0.490	0.365	0.336	بكرات
rollicking	0.878	0.806	0.552	ظريف الطبع
rolling	0.510	0.606	0.321	المتداول
roman	0.615	0.475	0.639	روماني
romance	0.980	0.682	0.587	رومانسي
romantic	0.936	0.531	0.598	رومانسي
romanticism	0.854	0.521	0.593	الرومانسية
romp	0.610	0.640	0.417	مرح
roof	0.602	0.226	0.342	سقف
rooftop	0.571	0.471	0.461	على السطح
rook	0.380	0.400	0.510	يخدع
rookie	0.583	0.370	0.198	غير مخضرم
room	0.729	0.283	0.445	مجال
roomful	0.786	0.425	0.634	فسيح
roommate	0.750	0.481	0.480	الحجرة
rooms	0.677	0.241	0.386	غرف
roomy	0.760	0.342	0.736	فسيح
roost	0.500	0.410	0.345	جثم
rooster	0.459	0.385	0.275	الديك
root	0.602	0.279	0.508	جذر
root beer	0.582	0.520	0.415	بيرة جذور
rooted	0.510	0.527	0.718	متجذرة
rope	0.385	0.280	0.345	حبل
ropes	0.458	0.304	0.402	الحبال
rosary	0.806	0.140	0.430	مسبحة
rose	0.865	0.276	0.386	ارتفع
rosemary	0.688	0.381	0.425	إكليل الجبل
rosette	0.469	0.410	0.310	وردة
roster	0.531	0.306	0.381	قائمة
rosy	0.940	0.528	0.755	وردية
rot	0.031	0.558	0.301	تعفن
rota	0.320	0.462	0.209	محكمة إستئناف اكليركية
rotary	0.573	0.462	0.528	دوار
rotate	0.458	0.470	0.492	استدارة
rotation	0.670	0.520	0.550	دوران
rote	0.561	0.481	0.696	كتب
rotor	0.500	0.458	0.404	الدوار
rotten	0.104	0.590	0.327	فاسد
rotting	0.188	0.462	0.255	متعفنة
rotunda	0.500	0.464	0.393	مستديرة
rouge	0.562	0.400	0.382	شفتين
rough	0.406	0.794	0.632	قاس
roughly	0.448	0.539	0.463	بقسوة
roughneck	0.323	0.640	0.491	جلف
roughness	0.214	0.578	0.490	خشونة
roulette	0.326	0.690	0.422	الروليت
round	0.552	0.434	0.311	دائري
roundabout	0.490	0.425	0.495	الدوار
rounded	0.592	0.391	0.396	مدور
roundup	0.520	0.580	0.474	جمع الشمل
rouse	0.521	0.490	0.463	استيقظ
rouser	0.480	0.540	0.423	يوقظ
rousing	0.714	0.517	0.692	إثارة
rout	0.163	0.625	0.233	هزيمة
route	0.583	0.353	0.518	طريق
routine	0.365	0.219	0.333	نمط
rove	0.457	0.400	0.400	روف
rover	0.510	0.538	0.421	روفر
roving	0.583	0.442	0.491	متنقل
row	0.427	0.275	0.406	صف
rowboat	0.455	0.393	0.353	زورق
rowdy	0.255	0.900	0.518	مشاكس
rowing	0.458	0.443	0.467	تجديف
royal	0.796	0.430	0.759	ملكي
royalty	0.832	0.571	0.833	الملوك
rub	0.521	0.565	0.400	فرك
rubber	0.460	0.217	0.315	ممحاة
rubbers	0.604	0.360	0.414	المطاط
rubbing	0.406	0.569	0.440	فرك
rubbish	0.198	0.454	0.164	قمامة
rubble	0.308	0.509	0.289	الأنقاض
rubdown	0.561	0.491	0.404	دلك
rubric	0.427	0.260	0.500	عنوان
ruby	0.663	0.408	0.544	روبي
