English Word	Valence	Arousal	Dominance	Pashto Word
superb	0.980	0.708	0.852	عالي
superficial	0.357	0.407	0.309	سطحي
superfluous	0.316	0.469	0.393	ډیر
superhero	0.910	0.820	0.893	سپر هیرو
superhuman	0.810	0.745	0.895	فوق العاده
superimposed	0.490	0.529	0.683	لوړ شوی
superintendent	0.592	0.570	0.942	سرپرست
superior	0.801	0.697	0.940	غوره
superiority	0.582	0.602	0.959	برتری
superlative	0.714	0.566	0.737	عالي
superman	0.945	0.794	0.929	سپرمین
supermarket	0.690	0.547	0.571	لوی پلورنځی
supermodel	0.880	0.663	0.698	سوپر ماډل
supernatant	0.500	0.500	0.565	سپرناټینټ
supernatural	0.622	0.824	0.733	فوق العاده
supernova	0.729	0.673	0.827	سوپرنووا
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	زبر ځواک
supersede	0.479	0.510	0.518	سپاره
superstar	0.885	0.860	0.880	سوپر سټار
superstition	0.177	0.640	0.418	توهم
superstitious	0.281	0.545	0.514	توهین
superstore	0.719	0.600	0.640	سوپر پلورنځي
supervise	0.698	0.555	0.889	څارنه
supervision	0.459	0.578	0.825	نظارت
supervisor	0.615	0.479	0.933	څارونکی
supper	0.708	0.429	0.552	ډوډۍ
suppertime	0.792	0.388	0.461	د ډوډۍ وخت
supplant	0.344	0.558	0.463	ځای پر ځای کول
supple	0.812	0.528	0.436	کومل
supplement	0.745	0.406	0.491	ضمیمه
supplemental	0.604	0.404	0.555	ضمیمه
supplementary	0.625	0.352	0.541	ضمیمه
supplication	0.469	0.570	0.309	دعا
supplier	0.615	0.462	0.736	عرضه کوونکی
supplies	0.698	0.390	0.595	اکمالات
supply	0.708	0.519	0.603	عرضه
support	0.811	0.472	0.737	ملاتړ
supported	0.853	0.408	0.613	ملاتړ شوی
supporter	0.721	0.510	0.698	ملاتړی
supporters	0.763	0.539	0.558	ملاتړي
supporting	0.634	0.490	0.764	ملاتړ کوي
supportive	0.875	0.420	0.635	ملاتړ کوونکی
suppose	0.551	0.343	0.348	فرض کړئ
supposed	0.296	0.378	0.379	فرض
supposing	0.449	0.451	0.357	فرض
supposition	0.531	0.408	0.526	فرضیه
suppress	0.281	0.559	0.509	فشارول
suppression	0.267	0.541	0.537	فشار
supremacy	0.794	0.706	0.943	برتري
supreme	0.812	0.700	0.974	عالي
supremely	0.833	0.725	0.897	عالي
surcharge	0.375	0.528	0.500	سرچارج
sure	0.724	0.270	0.793	ډاډه
surety	0.776	0.365	0.750	ضمانت
surf	0.847	0.650	0.500	سرف
surface	0.448	0.375	0.604	سطح
surfboard	0.729	0.730	0.387	سرفبورډ
surfer	0.704	0.701	0.554	سرفر
surge	0.449	0.684	0.500	زیاتوالی
surgeon	0.500	0.598	0.793	جراح
surgery	0.286	0.769	0.600	جراحي
surgical	0.327	0.696	0.723	جراحي
surly	0.221	0.469	0.493	سرلي
surmise	0.529	0.400	0.347	اټکل
surname	0.670	0.250	0.493	تخلص
surpassing	0.719	0.660	0.720	ډیر
surplus	0.602	0.680	0.630	اضافي
surprise	0.875	0.875	0.562	حیرانتیا
surprised	0.784	0.855	0.539	حیران
surprises	0.875	0.769	0.632	حیرانتیاوې
surprising	0.888	0.790	0.692	حیرانوونکی
surprisingly	0.847	0.793	0.819	په حیرانتیا سره
surreal	0.550	0.529	0.670	حقیقت
surrender	0.115	0.396	0.186	تسلیم کول
surrendering	0.198	0.411	0.245	تسلیم کول
surrogate	0.406	0.590	0.472	سروګیټ
surround	0.542	0.623	0.627	شاوخوا
surrounding	0.531	0.422	0.669	شاوخوا
surroundings	0.600	0.346	0.492	چاپېریال
surveillance	0.365	0.720	0.718	نظارت
survey	0.580	0.357	0.379	سروې
surveying	0.488	0.455	0.682	سروې کول
surveyor	0.545	0.337	0.648	سروې کونکی
survival	0.541	0.798	0.879	بقا
survive	0.770	0.824	0.726	ژوندي پاتې کېدل
surviving	0.646	0.836	0.721	ژوندی پاتې کیدل
survivor	0.677	0.750	0.815	ژوندی پاتې کیدونکی
susceptibility	0.458	0.627	0.364	حساسیت
susceptible	0.438	0.449	0.304	حساس
sushi	0.698	0.343	0.394	سوشي
suspect	0.133	0.750	0.509	شکمن
suspected	0.173	0.755	0.452	شکمن
suspend	0.240	0.320	0.368	ځنډول
suspended	0.224	0.402	0.368	ځنډول شوی
suspenders	0.391	0.333	0.500	ځنډونکي
suspense	0.286	0.775	0.402	شک
suspension	0.288	0.530	0.426	تعلیق
suspicion	0.204	0.711	0.377	شک
suspicions	0.208	0.745	0.500	شکونه
suspicious	0.153	0.745	0.431	شکمن
sustain	0.635	0.358	0.593	دوام
sustained	0.649	0.340	0.580	دوام
sustenance	0.820	0.519	0.679	روزي
suture	0.240	0.510	0.510	سیون
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	سویګ
swagger	0.333	0.731	0.538	غولونکی
swallow	0.466	0.608	0.436	تیریدل
swami	0.510	0.547	0.491	سوامي
swamp	0.245	0.425	0.235	دلدل
swamped	0.156	0.480	0.270	دلدل
swampy	0.306	0.390	0.412	دلدل
swan	0.781	0.225	0.357	سوان
swank	0.490	0.500	0.442	سوک
swap	0.552	0.500	0.509	تبادله
swarm	0.302	0.735	0.458	ډله
swarming	0.375	0.600	0.435	لامبو وهل
swastika	0.316	0.472	0.491	سواستیکا
swat	0.380	0.694	0.571	سوات
sway	0.690	0.596	0.721	وهل
swear	0.601	0.577	0.658	قسم
swearing	0.333	0.559	0.586	قسم خوړل
sweat	0.388	0.579	0.297	خوله
sweater	0.704	0.245	0.295	سویټر
sweating	0.292	0.667	0.265	خوله کول
sweatshirt	0.510	0.368	0.353	سویټ کمیس
sweatshop	0.385	0.797	0.602	د خولو دوکان
sweaty	0.281	0.540	0.304	خوله
sweep	0.448	0.385	0.383	پاکول
sweeper	0.470	0.549	0.414	پاکونکی
sweeping	0.344	0.431	0.355	پاکول
sweet	0.668	0.418	0.382	خواږه
sweeten	0.908	0.455	0.423	خوږول
sweetened	0.940	0.461	0.398	خوږ شوی
sweetener	0.670	0.333	0.330	خواږه
sweetest	0.959	0.500	0.370	تر ټولو خوږ
sweetheart	0.959	0.423	0.509	ګرانه
sweetie	0.990	0.549	0.560	خواږه
sweetness	0.906	0.474	0.528	خواږه
sweets	0.910	0.422	0.321	خواږه
swell	0.360	0.679	0.348	پړسوب
swelling	0.323	0.608	0.250	پړسوب
sweltering	0.204	0.644	0.362	پړسوب
swerve	0.276	0.612	0.357	ځړول
swift	0.760	0.776	0.698	ګړندی
swiftly	0.660	0.885	0.618	په چټکۍ سره
swig	0.604	0.481	0.406	سویګ
swill	0.427	0.528	0.322	سویل
swim	0.688	0.461	0.529	لامبو
swimmer	0.657	0.698	0.610	لامبو وهونکی
swimming	0.760	0.559	0.524	لامبو وهل
swimsuit	0.740	0.373	0.269	د لامبو جامې
swindle	0.122	0.740	0.439	غلا
swindler	0.125	0.721	0.575	غلا کوونکی
swine	0.340	0.519	0.277	خنزیر
swing	0.602	0.510	0.481	لامبو وهل
swinger	0.459	0.778	0.482	لامبو وهونکی
swinging	0.656	0.510	0.312	ځړول
swipe	0.573	0.450	0.266	سویپ
swirl	0.490	0.726	0.639	چکر وهل
swish	0.562	0.510	0.474	سویش
switch	0.500	0.538	0.509	سویچ
switchblade	0.357	0.596	0.528	سویچ بلیډ
switchboard	0.571	0.519	0.558	سویچبورډ
swivel	0.562	0.480	0.500	تیریدل
swollen	0.236	0.510	0.277	پړسوب
swoon	0.292	0.510	0.160	بې هوښه
swoop	0.479	0.618	0.446	څپېړه
sword	0.438	0.653	0.713	توره
swordfish	0.564	0.520	0.442	يوډول لوى سمندري كب چې اوږد تيره ور بوزلري
swordplay	0.616	0.750	0.528	تلوار لوبه
swordsman	0.395	0.857	0.696	توره مار
sycamore	0.500	0.401	0.527	سکمور
syllable	0.448	0.250	0.417	حرف
syllabus	0.736	0.370	0.643	لنډيز
symbiotic	0.832	0.425	0.406	symbiotic
symbol	0.643	0.388	0.527	سمبول
symbolic	0.670	0.385	0.574	سمبولیک
symbolically	0.582	0.385	0.648	په سمبولیک ډول
symbolism	0.688	0.347	0.640	سمبولیزم
symbolize	0.633	0.327	0.673	سمبول
symmetric	0.745	0.212	0.588	سمیټریک
symmetrical	0.542	0.263	0.569	متناسب
symmetry	0.604	0.274	0.500	همغږي
sympathetic	0.796	0.434	0.609	خواخوږی
sympathize	0.770	0.627	0.644	خواخوږي
sympathy	0.827	0.497	0.634	خواخوږي
symphonic	0.775	0.545	0.566	سمفونیک
symphony	0.765	0.490	0.600	سمفوني
symposium	0.573	0.394	0.644	سمپوزیم
symptom	0.380	0.529	0.434	علامه
symptomatic	0.367	0.434	0.491	علایمي
synagogue	0.531	0.300	0.544	کنیسه
synapse	0.660	0.471	0.491	synapse
synaptic	0.573	0.553	0.622	synaptic
sync	0.802	0.440	0.670	همغږي
synchronize	0.781	0.361	0.654	همغږي کول
synchronous	0.600	0.538	0.545	همغږي
syncope	0.245	0.538	0.398	ترکیب
syndicate	0.439	0.491	0.673	سنډیکیټ
syndrome	0.229	0.510	0.246	سنډروم
synergistic	0.571	0.550	0.547	همغږي
synergy	0.667	0.510	0.720	همغږي
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	مترادف
synonymous	0.480	0.323	0.400	مترادف
synopsis	0.541	0.390	0.482	لنډیز
synoptic	0.561	0.510	0.596	synoptic
syntax	0.531	0.346	0.559	نحو
synthesis	0.604	0.315	0.377	ترکیب
synthesizer	0.500	0.410	0.592	ترکیب کوونکی
synthetic	0.396	0.350	0.519	مصنوعي
syphilis	0.071	0.606	0.245	سیفیلس
syringe	0.250	0.680	0.330	سرنج
syrup	0.620	0.223	0.318	شربت
system	0.615	0.346	0.764	سیسټم
systematic	0.617	0.444	0.594	سیستماتیک
systematically	0.690	0.390	0.651	په سیستماتیک ډول
t-shirt	0.815	0.286	0.284	ټي کميس
tab	0.594	0.208	0.308	ټب
tabasco	0.375	0.546	0.404	تباسکو
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	خیمه
table	0.551	0.170	0.284	میز
tableau	0.531	0.302	0.321	جدول
tablecloth	0.480	0.165	0.215	د مېز کالي
tablespoon	0.490	0.353	0.245	چمچ
tablet	0.562	0.330	0.438	ټابلیټ
tableware	0.677	0.250	0.276	د مېز لوښي
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	منع
tabular	0.438	0.330	0.462	جدول
tabulate	0.480	0.403	0.598	جدول
tabulation	0.396	0.346	0.526	جدول
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	پټ
tack	0.365	0.431	0.431	ټیک
tackle	0.365	0.686	0.569	لاس وهنه
tackled	0.438	0.612	0.569	حل شوی
tackling	0.480	0.694	0.613	مبارزه
tacky	0.245	0.490	0.373	سخت
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	تاکتیک
tactful	0.704	0.292	0.537	تاکتیک
tactic	0.531	0.434	0.798	تاکتیک
tactical	0.594	0.481	0.684	تاکتیکي
tactics	0.583	0.676	0.774	تاکتیکونه
tactile	0.573	0.410	0.491	تکثیر
tad	0.459	0.240	0.250	لږ
tadpole	0.350	0.434	0.218	ټډپول
taffeta	0.604	0.279	0.405	طفتا
taffy	0.448	0.431	0.204	ټفي
tag	0.612	0.353	0.375	ټګ
tail	0.480	0.272	0.293	لکۍ
tailed	0.438	0.358	0.351	لکۍ شوې
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	tailings
taillight	0.479	0.367	0.283	دم څراغ
tailor	0.573	0.206	0.450	خیاطي
tailoring	0.673	0.540	0.566	خیاطۍ
tailpipe	0.460	0.429	0.409	پایپ
taint	0.141	0.425	0.226	داغ
take	0.828	0.537	0.348	واخله
takeoff	0.755	0.884	0.626	الوتل
takeout	0.736	0.392	0.368	وباسل
takeover	0.663	0.531	0.861	واک اخیستل
taker	0.375	0.521	0.618	اخیستونکی
talcum	0.500	0.196	0.291	تالکم
tale	0.663	0.300	0.336	کیسه
talent	0.959	0.607	0.811	استعداد
talented	0.939	0.635	0.938	با استعداده
talisman	0.704	0.542	0.642	تعویذ
talk	0.833	0.346	0.594	خبرې
talkative	0.562	0.673	0.535	خبرې کوونکی
talker	0.500	0.604	0.552	خبرې کوونکی
tall	0.725	0.591	0.538	اوږد
tallies	0.551	0.290	0.402	قدونه
tallow	0.344	0.283	0.290	قد
tally	0.542	0.420	0.518	شمیره
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	تلون
tambourine	0.622	0.548	0.348	تیمبورین
tame	0.560	0.604	0.642	تسلط
tamer	0.385	0.783	0.815	ټیمر
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	لاس وهنه
tampon	0.396	0.394	0.345	ټیمپون
tan	0.643	0.460	0.444	تان
tandem	0.552	0.406	0.485	ټنډم
tang	0.594	0.383	0.340	ټانګ
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	كينو
tangible	0.646	0.350	0.679	د پام وړ
tangle	0.354	0.545	0.254	تنګه
tangled	0.260	0.539	0.316	پیچلي
tango	0.622	0.560	0.430	ټانګو
tank	0.431	0.454	0.634	ټانک
tank top	0.610	0.371	0.371	د ټانک سر
tanker	0.520	0.647	0.713	ټانکر
tanned	0.615	0.550	0.491	رنګ شوی
tantalizing	0.525	0.788	0.625	خندل
tantamount	0.633	0.288	0.670	یو شان
tantrum	0.219	0.817	0.404	خپګان
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	tap
tape	0.531	0.277	0.254	ټیپ
tape measure	0.406	0.250	0.360	د ټیپ اندازه
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	ټیټ کول
tapestry	0.520	0.176	0.362	ټیپسټري
tapeworm	0.357	0.334	0.331	tapeworm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	نلونه
tar	0.438	0.440	0.570	تار
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	ځنډ
tardy	0.204	0.592	0.293	ناوخته
target	0.633	0.573	0.798	هدف
targeted	0.573	0.537	0.573	په نښه شوی
targeting	0.510	0.420	0.580	په نښه کول
tariff	0.459	0.402	0.491	تعرفه
tarmac	0.357	0.302	0.398	تارماک
tarnish	0.204	0.441	0.342	داغ
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	تیر
tart	0.719	0.380	0.219	تورت
tartan	0.448	0.423	0.389	تورتان
tartar	0.214	0.351	0.212	ټارټر
task	0.550	0.353	0.500	دنده
tassel	0.552	0.330	0.307	ټوکر
taste	0.802	0.406	0.465	خوند
tasteful	0.918	0.458	0.625	خوندور
tasteless	0.146	0.196	0.148	بې خوند
tasting	0.781	0.603	0.600	چکول
tasty	0.959	0.786	0.555	خوندور
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	ټټلر
tattletale	0.633	0.406	0.317	ټوکې ټکالې
tattoo	0.490	0.602	0.525	ټاټو
taught	0.814	0.481	0.642	ښوونه
taunt	0.083	0.696	0.355	طعنې
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	هوټل
tawdry	0.375	0.510	0.398	توره
tawny	0.551	0.398	0.400	توره
tax	0.260	0.481	0.534	مالیه
taxed	0.255	0.456	0.500	مالیه ورکړل شوې
taxi	0.542	0.362	0.430	ټکسي
taxicab	0.479	0.430	0.355	ټکسي موټر
taxonomy	0.370	0.410	0.630	ټیکونومي
taxpayer	0.592	0.528	0.647	مالیه ورکوونکی
tea	0.698	0.163	0.370	چاى
teach	0.840	0.510	0.852	ښوونه
teacher	0.760	0.404	0.885	ښوونکی
teaching	0.822	0.444	0.736	ښوونه
teacup	0.633	0.135	0.277	چای پیاله
teahouse	0.802	0.314	0.288	چای خونه
teal	0.540	0.293	0.321	تېل
team	0.708	0.461	0.688	ټیم
teamjesus	0.673	0.453	0.536	ټیم جیسس
teammate	0.865	0.449	0.660	ټیم ملګری
teamwork	0.918	0.490	0.773	ټیم کار
teapot	0.479	0.110	0.309	چای کڅوړه
tear	0.404	0.620	0.327	اوښکې
tearful	0.208	0.500	0.184	اوښکوونکی
tearsofjoy	0.926	0.740	0.455	د خوښۍ اوښکې
teary	0.167	0.473	0.216	اوښکې
tease	0.317	0.790	0.432	ځورول
teaser	0.510	0.558	0.534	ټیزر
teasing	0.235	0.725	0.352	ځورول
teaspoon	0.521	0.330	0.221	د چای چمچ
teat	0.612	0.469	0.328	ټیټ
teatime	0.847	0.159	0.339	د چای وخت
tech	0.684	0.491	0.732	تخنیک
technical	0.510	0.490	0.736	تخنیکي
technicality	0.632	0.471	0.661	تخنیکي
technician	0.592	0.510	0.713	تکنیشین
technique	0.760	0.414	0.593	تخنیک
techno	0.561	0.539	0.500	تخنیک
technological	0.680	0.452	0.815	تخنیکي
technology	0.776	0.490	0.825	ټیکنالوژي
ted	0.712	0.453	0.336	ټیډ
teddy bear	0.890	0.170	0.192	نانځکه ییږه
tedious	0.104	0.406	0.241	ستړی کوونکی
tedium	0.224	0.331	0.298	ستړیا
tee	0.459	0.373	0.377	ټی
teeming	0.582	0.550	0.727	ډکول
teen	0.729	0.531	0.568	ځوان
teenager	0.781	0.593	0.527	ځوان
teens	0.653	0.660	0.440	تنکي ځوانان
teensy	0.520	0.427	0.347	تنکی
teeny	0.427	0.418	0.216	ځوان
teeth	0.520	0.388	0.427	غاښونه
teething	0.396	0.471	0.474	غاښونه
teflon	0.354	0.245	0.434	ټیفلون
telegram	0.561	0.542	0.550	تلګرام
telegraph	0.594	0.423	0.400	ټیلګراف
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	ټیلی میټری
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	ټیلی پیټی
telephone	0.694	0.520	0.425	ټیلیفون
telescope	0.531	0.340	0.500	دوربین
telescopic	0.490	0.290	0.660	دوربین
telethon	0.643	0.641	0.473	ټیلیون
teletype	0.532	0.392	0.455	ټیلیپ
televised	0.625	0.519	0.518	ټلویزیون
television	0.633	0.391	0.547	تلویزیون
tell	0.551	0.350	0.457	ووایه
teller	0.500	0.395	0.443	وینا کوونکی
telling	0.719	0.441	0.527	ویل
telltale	0.240	0.663	0.426	کیسه
temp	0.490	0.440	0.314	تودوخه
temper	0.633	0.623	0.818	تنده
tempera	0.458	0.318	0.245	مزاج
temperament	0.420	0.625	0.703	مزاج
temperamental	0.316	0.774	0.608	مزاجه
temperance	0.500	0.294	0.639	زغم
temperate	0.469	0.394	0.593	معتدل
temperature	0.521	0.559	0.473	حرارت
tempered	0.583	0.437	0.667	مزاج
tempest	0.245	0.843	0.653	طوفان
template	0.479	0.311	0.411	کينډۍ
temple	0.612	0.269	0.660	معبد
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	لنډمهاله
temporarily	0.500	0.365	0.373	په موقته توګه
temporary	0.458	0.415	0.324	لنډمهاله
tempt	0.210	0.677	0.500	ازمايښت
temptation	0.365	0.817	0.560	لالچ
tempting	0.615	0.740	0.519	په زړه پورې
temptress	0.427	0.787	0.667	لالهانده
ten	0.562	0.260	0.406	لس
tenable	0.741	0.412	0.636	د منلو وړ
tenacious	0.724	0.658	0.692	سخت
tenacity	0.740	0.657	0.889	استقامت
tenancy	0.500	0.458	0.605	کرایه
tenant	0.385	0.360	0.398	کرایه دار
tend	0.604	0.398	0.412	تمایل
tendency	0.684	0.500	0.675	تمایل
tender	0.630	0.520	0.509	داوطلبۍ
tenderfoot	0.469	0.421	0.438	نرم پښه
tenderness	0.949	0.276	0.367	نرمي
tending	0.622	0.556	0.594	پالنه
tendon	0.341	0.271	0.463	تنده
tenement	0.470	0.384	0.550	خیمه
tenet	0.667	0.333	0.636	اصول
tenets	0.734	0.357	0.667	اصول
tenfold	0.469	0.418	0.500	لس چنده
tennis	0.622	0.519	0.431	ټینس
tenor	0.587	0.451	0.500	موده
tense	0.396	0.439	0.655	فشار
tensile	0.458	0.510	0.618	تناسلي
tension	0.304	0.810	0.529	فشار
tent	0.510	0.275	0.333	خیمه
tentacle	0.370	0.559	0.398	خیمه
tentative	0.582	0.657	0.534	موقتي
tenth	0.510	0.349	0.382	لسم
tenths	0.406	0.294	0.284	لسمه
tenuous	0.398	0.263	0.276	کمزوری
tenure	0.615	0.472	0.611	دوره
tepee	0.500	0.337	0.373	ټیپي
tepid	0.337	0.327	0.237	نرم
tequila	0.612	0.710	0.536	ټیکیلا
teriyaki	0.646	0.449	0.431	تیریاکی
term	0.450	0.255	0.598	اصطلاح
terminal	0.316	0.434	0.483	ترمینل
terminate	0.171	0.410	0.441	ختمول
termination	0.344	0.472	0.545	ختمول
terminator	0.370	0.663	0.737	ختم کونکی
terminology	0.612	0.284	0.566	اصطلاحات
terminus	0.281	0.382	0.615	اصطلاح
termite	0.265	0.480	0.408	دیمک
terms	0.490	0.362	0.645	شرایط
tern	0.573	0.365	0.309	ټرن
ternary	0.550	0.406	0.480	ترنیری
terrace	0.615	0.269	0.411	چت
terrain	0.540	0.300	0.472	خاوره
terrestrial	0.542	0.413	0.582	ځمکې
terrible	0.061	0.849	0.604	ډارونکی
terribly	0.061	0.731	0.430	په سخته توګه
terrier	0.562	0.540	0.431	ټیریر
terrific	0.859	0.650	0.821	ډیر ښه
terrified	0.090	0.902	0.387	ډاریدل
terrifies	0.083	0.923	0.500	ډاروي
terrify	0.052	0.889	0.509	ډارول
terrifying	0.031	0.836	0.602	ډارونکی
territorial	0.405	0.600	0.766	سیمه ایز
territory	0.625	0.469	0.676	سیمه
terror	0.069	0.902	0.415	ترهګري
terrorism	0.060	0.971	0.673	تروریزم
terrorist	0.019	0.930	0.679	ترهګر
terrorists	0.062	0.967	0.688	ترهګر
terrorize	0.041	0.907	0.577	ډارول
terse	0.542	0.393	0.409	لنډ
tertiary	0.500	0.350	0.431	دریم
test	0.449	0.500	0.509	ازموینه
testament	0.594	0.420	0.806	وصیت
testicle	0.458	0.651	0.410	خصی
testicular	0.388	0.680	0.453	خصی
testify	0.521	0.650	0.741	شاهدي ورکول
testimonial	0.541	0.538	0.750	شهادت
testimony	0.615	0.578	0.643	شهادت
testosterone	0.573	0.840	0.775	ټسټورسټون
testy	0.135	0.640	0.357	ټیسټی
tetanus	0.133	0.577	0.368	تیتانوس
tether	0.323	0.620	0.407	ټیتر
tethered	0.260	0.472	0.351	تړل شوی
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	متن
textbook	0.622	0.235	0.526	درسي کتاب
textile	0.604	0.235	0.395	ټوکر
textural	0.660	0.296	0.445	متن
texture	0.615	0.215	0.412	جوړښت
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	مننه
thankful	0.969	0.344	0.714	مننه
thankgod	0.823	0.451	0.466	شکر خدایه
thanking	0.917	0.538	0.658	مننه
thankless	0.146	0.500	0.497	بې شکره
thanks	0.918	0.472	0.461	مننه
thanksalot	0.908	0.428	0.525	ډیره مننه
