English Word	Valence	Arousal	Dominance	Belarusian Word
technology	0.776	0.490	0.825	тэхналогіі
ted	0.712	0.453	0.336	Тэд
teddy bear	0.890	0.170	0.192	Плюшавы мішка
tedious	0.104	0.406	0.241	стомна
tedium	0.224	0.331	0.298	нуда
tee	0.459	0.373	0.377	трайнік
teeming	0.582	0.550	0.727	кіпіць
teen	0.729	0.531	0.568	падлетак
teenager	0.781	0.593	0.527	падлетак
teens	0.653	0.660	0.440	падлеткі
teensy	0.520	0.427	0.347	маленькі
teeny	0.427	0.418	0.216	падлетак
teeth	0.520	0.388	0.427	зубы
teething	0.396	0.471	0.474	прорезываніе зубоў
teflon	0.354	0.245	0.434	тэфлон
telegram	0.561	0.542	0.550	тэлеграма
telegraph	0.594	0.423	0.400	тэлеграф
telekinesis	0.582	0.646	0.667	тэлекінез
telemetry	0.460	0.382	0.611	тэлеметрыя
telepathic	0.602	0.490	0.642	тэлепатычны
telepathy	0.594	0.510	0.588	тэлепатыя
telephone	0.694	0.520	0.425	тэлефон
telescope	0.531	0.340	0.500	тэлескоп
telescopic	0.490	0.290	0.660	тэлескапічны
telethon	0.643	0.641	0.473	тэлемарафон
teletype	0.532	0.392	0.455	тэлетайп
televised	0.625	0.519	0.518	па тэлебачанні
television	0.633	0.391	0.547	тэлебачанне
tell	0.551	0.350	0.457	расказаць
teller	0.500	0.395	0.443	расказчык
telling	0.719	0.441	0.527	распавядаючы
telltale	0.240	0.663	0.426	паказальны
temp	0.490	0.440	0.314	тэмпература
temper	0.633	0.623	0.818	характар
tempera	0.458	0.318	0.245	тэмпера
temperament	0.420	0.625	0.703	тэмперамент
temperamental	0.316	0.774	0.608	тэмпераментны
temperance	0.500	0.294	0.639	умеранасць
temperate	0.469	0.394	0.593	ўмераны
temperature	0.521	0.559	0.473	тэмпература
tempered	0.583	0.437	0.667	загартаваны
tempest	0.245	0.843	0.653	бура
template	0.479	0.311	0.411	шаблон
temple	0.612	0.269	0.660	храм
tempo	0.582	0.337	0.500	тэмп
temporal	0.500	0.413	0.360	скроневай
temporarily	0.500	0.365	0.373	часова
temporary	0.458	0.415	0.324	часовы
tempt	0.210	0.677	0.500	спакушаць
temptation	0.365	0.817	0.560	спакуса
tempting	0.615	0.740	0.519	павабна
temptress	0.427	0.787	0.667	спакусніца
ten	0.562	0.260	0.406	дзесяць
tenable	0.741	0.412	0.636	трывалы
tenacious	0.724	0.658	0.692	чэпкі
tenacity	0.740	0.657	0.889	упартасць
tenancy	0.500	0.458	0.605	арэнда
tenant	0.385	0.360	0.398	арандатар
tend	0.604	0.398	0.412	імкнуцца
tendency	0.684	0.500	0.675	тэндэнцыя
tender	0.630	0.520	0.509	пяшчотны
tenderfoot	0.469	0.421	0.438	далікатная ступня
tenderness	0.949	0.276	0.367	пяшчота
tending	0.622	0.556	0.594	даглядаць
tendon	0.341	0.271	0.463	сухажылле
tenement	0.470	0.384	0.550	камяніца
tenet	0.667	0.333	0.636	прынцып
tenets	0.734	0.357	0.667	прынцыпы
tenfold	0.469	0.418	0.500	у дзесяць разоў
tennis	0.622	0.519	0.431	тэніс
tenor	0.587	0.451	0.500	тэнар
tense	0.396	0.439	0.655	напружаны
tensile	0.458	0.510	0.618	расцяжэнне
tension	0.304	0.810	0.529	напружанне
tent	0.510	0.275	0.333	палатка
tentacle	0.370	0.559	0.398	шчупальца
tentative	0.582	0.657	0.534	арыентыровачны
tenth	0.510	0.349	0.382	дзесяты
tenths	0.406	0.294	0.284	дзесятых
tenuous	0.398	0.263	0.276	разрэджаны
tenure	0.615	0.472	0.611	валодання
tepee	0.500	0.337	0.373	тыпі
tepid	0.337	0.327	0.237	прахалодны
tequila	0.612	0.710	0.536	тэкіла
teriyaki	0.646	0.449	0.431	тэрыякі
term	0.450	0.255	0.598	тэрмін
terminal	0.316	0.434	0.483	тэрмінал
terminate	0.171	0.410	0.441	спыніць
termination	0.344	0.472	0.545	спыненне
terminator	0.370	0.663	0.737	тэрмінатар
terminology	0.612	0.284	0.566	тэрміналогія
terminus	0.281	0.382	0.615	канцавая станцыя
termite	0.265	0.480	0.408	тэрмітнік
terms	0.490	0.362	0.645	тэрміны
tern	0.573	0.365	0.309	крачка
ternary	0.550	0.406	0.480	трохчленны
terrace	0.615	0.269	0.411	тэраса
terrain	0.540	0.300	0.472	рэльеф мясцовасці
terrestrial	0.542	0.413	0.582	наземныя
terrible	0.061	0.849	0.604	жудасны
terribly	0.061	0.731	0.430	жудасна
terrier	0.562	0.540	0.431	тэр'ер
terrific	0.859	0.650	0.821	надзвычайны
terrified	0.090	0.902	0.387	напалоханы
terrifies	0.083	0.923	0.500	наводзіць жах
terrify	0.052	0.889	0.509	жахаць
terrifying	0.031	0.836	0.602	жахлівы
territorial	0.405	0.600	0.766	тэрытарыяльны
territory	0.625	0.469	0.676	тэрыторыі
terror	0.069	0.902	0.415	тэрор
terrorism	0.060	0.971	0.673	тэрарызм
terrorist	0.019	0.930	0.679	тэрарыст
terrorists	0.062	0.967	0.688	тэрарысты
terrorize	0.041	0.907	0.577	тэрарызаваць
terse	0.542	0.393	0.409	лаканічны
tertiary	0.500	0.350	0.431	троесны
test	0.449	0.500	0.509	тэст
testament	0.594	0.420	0.806	завяшчанне
testicle	0.458	0.651	0.410	яечка
testicular	0.388	0.680	0.453	яечкавая
testify	0.521	0.650	0.741	сведчыць
testimonial	0.541	0.538	0.750	сведчанне
testimony	0.615	0.578	0.643	паказанні
testosterone	0.573	0.840	0.775	тэстастэрон
testy	0.135	0.640	0.357	запальчывы
tetanus	0.133	0.577	0.368	слупняк
tether	0.323	0.620	0.407	прывязь
tethered	0.260	0.472	0.351	прывязаны
tetrahedral	0.595	0.468	0.423	чатырохгранныя
text	0.604	0.157	0.402	тэкст
textbook	0.622	0.235	0.526	падручнік
textile	0.604	0.235	0.395	тэкстыльны
textural	0.660	0.296	0.445	тэкстурныя
texture	0.615	0.215	0.412	тэкстура
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	дзякуй
thankful	0.969	0.344	0.714	удзячны
thankgod	0.823	0.451	0.466	дзякуй Богу
thanking	0.917	0.538	0.658	падзякаваўшы
thankless	0.146	0.500	0.497	няўдзячны
thanks	0.918	0.472	0.461	дзякуй
thanksalot	0.908	0.428	0.525	вялікі дзякуй
thanksgiving	0.927	0.449	0.637	падзяка
thankyougod	0.900	0.446	0.651	дзякуй богу
thankyoujesus	0.878	0.406	0.604	дзякуй, божа
thankyoulord	0.809	0.388	0.466	дзякуй, спадар
thatch	0.337	0.245	0.161	салома
thatmoment	0.667	0.389	0.340	той момант
thaumaturgy	0.510	0.546	0.618	таўматургія
thaw	0.438	0.321	0.327	адліга
theater	0.760	0.635	0.516	тэатр
theatrical	0.720	0.690	0.546	тэатральны
theatrics	0.694	0.539	0.486	тэатралізацыя
thebest	0.760	0.596	0.719	найлепшы
theft	0.135	0.867	0.394	крадзеж
theism	0.460	0.431	0.481	тэізм
theistic	0.397	0.365	0.509	тэістычны
thelife	0.688	0.566	0.629	жыццё
thelittlethings	0.571	0.240	0.324	дробязі
theme	0.541	0.176	0.427	тэма
theocracy	0.490	0.427	0.722	тэакратыя
theocratic	0.380	0.480	0.605	тэакратычны
theologian	0.521	0.304	0.759	тэолаг
theological	0.480	0.363	0.683	тэалагічны
theology	0.448	0.330	0.711	тэалогіі
theorem	0.500	0.296	0.615	тэарэма
theoretical	0.615	0.270	0.546	тэарэтычны
theory	0.583	0.314	0.529	тэорыі
therapeutic	0.625	0.275	0.680	тэрапеўтычны
therapeutics	0.552	0.343	0.625	тэрапеўтычныя сродкі
therapist	0.468	0.430	0.679	тэрапеўт
therapy	0.490	0.353	0.607	тэрапія
thereabouts	0.427	0.365	0.285	прыкладна там
thereof	0.542	0.265	0.281	гэтага
therewith	0.462	0.317	0.398	з гэтым
thermal	0.480	0.360	0.509	тэрмічны
thermocouple	0.406	0.406	0.422	тэрмапара
thermodynamics	0.510	0.594	0.678	тэрмадынаміка
thermometer	0.400	0.327	0.473	тэрмометр
thermos	0.582	0.255	0.328	тэрмас
thermostat	0.439	0.480	0.321	тэрмастат
thesaurus	0.520	0.480	0.509	тэзаўрус
thesis	0.583	0.582	0.552	дысертацыя
thick	0.449	0.433	0.596	густы
thicken	0.406	0.398	0.509	згушчацца
thickening	0.448	0.355	0.434	патаўшчэнне
thicket	0.385	0.373	0.324	зараснік
thickness	0.552	0.370	0.443	таўшчыня
thief	0.088	0.888	0.443	злодзей
thigh	0.469	0.433	0.588	сцягно
thimble	0.490	0.192	0.218	напарстак
thin	0.469	0.337	0.356	тонкі
thing	0.449	0.222	0.260	рэч
things	0.519	0.250	0.368	рэчы
thingy	0.458	0.312	0.158	штучка
think	0.786	0.408	0.618	думаць
thinker	0.706	0.386	0.764	мысляр
thinking	0.720	0.308	0.595	мысленне
third	0.551	0.187	0.304	трэці
thirds	0.402	0.327	0.345	траціны
thirst	0.298	0.519	0.307	смага
thirsty	0.281	0.660	0.310	смага
thirteen	0.459	0.385	0.331	трынаццаць
thirteenth	0.408	0.330	0.425	трынаццаты
thirty	0.562	0.349	0.316	трыццаць
thistle	0.427	0.423	0.357	чартапалох
thither	0.500	0.270	0.316	туды
thong	0.467	0.596	0.269	стрынгі
thorn	0.296	0.541	0.427	шып
thorny	0.177	0.690	0.500	калючая
thorough	0.467	0.350	0.558	грунтоўны
thoroughbred	0.669	0.740	0.716	чыстакроўны
thoroughfare	0.582	0.481	0.490	праезд
thought	0.780	0.315	0.571	думаў
thoughtful	0.667	0.290	0.527	удумлівы
thoughtfulness	0.867	0.269	0.667	прадуманасць
thoughtless	0.194	0.580	0.452	бяздумны
thoughts	0.745	0.382	0.691	думкі
thousand	0.663	0.355	0.480	тысяча
thrash	0.260	0.510	0.472	трэш
thread	0.646	0.184	0.209	нітка
threat	0.135	0.865	0.667	пагроза
threaten	0.104	0.958	0.590	пагражаць
threatened	0.052	0.928	0.354	пагражаў
threatening	0.071	0.875	0.652	пагрозлівы
three	0.653	0.225	0.377	тры
threefold	0.521	0.400	0.534	патройны
threesome	0.490	0.676	0.560	утрох
thresh	0.490	0.417	0.500	малаціць
threshold	0.531	0.519	0.575	парог
thrice	0.469	0.442	0.462	тройчы
thrift	0.760	0.217	0.649	беражлівасць
thrifty	0.604	0.380	0.676	эканомны
thrill	0.888	0.837	0.711	вострыя адчуванні
thrilled	0.898	0.818	0.807	у захапленні
thriller	0.490	0.796	0.645	трылер
thrilling	0.930	0.827	0.782	захапляльны
thrive	0.948	0.529	0.772	квітнець
thriving	0.865	0.521	0.779	квітнее
throat	0.350	0.538	0.346	горла
throb	0.500	0.673	0.556	пульсаваць
throbbing	0.645	0.808	0.491	пульсуючая
throes	0.146	0.760	0.235	мукі
throne	0.724	0.606	0.887	трон
throng	0.480	0.810	0.706	натоўп
throttle	0.562	0.804	0.750	дросель
throw	0.344	0.770	0.623	кінуць
throwback	0.280	0.454	0.356	вяртанне назад
thrower	0.470	0.690	0.717	кідальнік
thrown	0.500	0.550	0.619	кінуты
thrush	0.306	0.490	0.454	малочніца
thrust	0.510	0.647	0.663	цяга
thruster	0.698	0.812	0.719	падрульвальнік
thud	0.255	0.686	0.620	стук
thug	0.240	0.882	0.667	бандыт
thumb	0.673	0.271	0.361	вялікі палец
thumbprint	0.510	0.347	0.451	адбітак вялікага пальца
thump	0.280	0.792	0.608	стукаць
thumper	0.354	0.623	0.457	стукаць
thumping	0.214	0.755	0.566	стукаць
thunder	0.296	0.916	0.526	гром
thunderbolt	0.418	0.719	0.642	навальніца
thunderclap	0.390	0.833	0.607	навальніца
thundering	0.337	0.778	0.700	грымотны
thunderstorm	0.135	0.860	0.784	навальніца
thunderstruck	0.194	0.716	0.509	грымотны
thwart	0.281	0.684	0.409	сарваць
thx	0.562	0.425	0.461	Дзякуй
thyme	0.561	0.255	0.325	чабор
thyroid	0.234	0.455	0.373	шчытападобнай залозы
tiara	0.719	0.300	0.472	дыядэма
tibia	0.450	0.302	0.425	большеберцовая костка
tic	0.271	0.438	0.250	цік
tick	0.521	0.386	0.412	галачка
ticked	0.469	0.386	0.455	пазначаны галачкай
ticker	0.479	0.471	0.509	цікер
ticket	0.684	0.387	0.434	білет
tickle	0.760	0.727	0.342	казытаць
tickled	0.755	0.707	0.364	казыталі
ticklish	0.823	0.814	0.345	казытлівы
tidal	0.592	0.539	0.519	прыліўныя
tidal wave	0.240	0.894	0.736	прыліўная хваля
tidbit	0.552	0.382	0.385	прынадны кавалак
tide	0.541	0.556	0.420	прыліў
tidings	0.610	0.510	0.694	весткі
tidy	0.760	0.208	0.647	акуратна
tie	0.663	0.464	0.431	гальштук
tier	0.520	0.245	0.560	ярус
tiff	0.531	0.415	0.343	тыф
tiger	0.479	0.765	0.664	тыгр
tighten	0.388	0.487	0.627	зацягнуць
tightness	0.344	0.606	0.759	герметычнасць
tightrope	0.354	0.653	0.279	нацягнуты канат
tights	0.583	0.343	0.269	калготкі
tilde	0.520	0.314	0.321	тыльда
tile	0.429	0.245	0.348	плітка
tiling	0.600	0.330	0.315	пліткавая плітка
till	0.490	0.327	0.319	да
tillage	0.552	0.591	0.540	апрацоўка глебы
tiller	0.448	0.410	0.290	румпель
tilt	0.365	0.549	0.463	нахіл
tilting	0.459	0.384	0.340	нахіл
timber	0.332	0.202	0.386	драўніна
timberland	0.550	0.415	0.571	лясная зямля
timbre	0.460	0.480	0.296	тэмбр
time	0.604	0.288	0.609	час
timeless	0.408	0.468	0.583	пазачасавы
timeliness	0.760	0.404	0.582	своечасовасць
timely	0.865	0.387	0.591	своечасовы
timeout	0.344	0.433	0.322	тайм-аўт
timepiece	0.650	0.279	0.461	гадзіннік
timer	0.469	0.433	0.500	таймер
times	0.490	0.279	0.439	разы
timetable	0.561	0.189	0.491	расклад
timewasters	0.391	0.535	0.291	марнатраўцы часу
timid	0.327	0.276	0.132	палахлівы
timidity	0.333	0.358	0.153	палахлівасць
timing	0.521	0.311	0.577	тэрміны
tin	0.469	0.370	0.217	волава
tincture	0.440	0.360	0.402	настойка
tine	0.438	0.373	0.284	зубец
tinfoil	0.448	0.284	0.311	фальга
tinge	0.469	0.292	0.264	адценне
tingle	0.460	0.560	0.264	паколванне
tingling	0.427	0.615	0.340	паколванне
tinker	0.396	0.528	0.275	майстраваць
tinkering	0.531	0.490	0.448	майстраваць
tinkle	0.562	0.529	0.356	звон
tinkling	0.612	0.530	0.324	звон
tinnitus	0.384	0.536	0.411	шум у вушах
tinsel	0.663	0.521	0.473	мішура
tint	0.582	0.292	0.273	адценне
tiny	0.479	0.196	0.125	малюсенькі
tip	0.708	0.221	0.518	чаявыя
tipper	0.427	0.571	0.431	самазвал
tipster	0.490	0.462	0.490	падказчык
tipsy	0.510	0.625	0.570	падвыпіўшы
tiptoe	0.510	0.490	0.407	на дыбачках
tirade	0.378	0.587	0.532	тырада
tire	0.438	0.385	0.381	шына
tired	0.125	0.317	0.191	стаміўся
tiredness	0.387	0.408	0.242	стомленасць
tiredofit	0.300	0.270	0.204	стомлены
tireless	0.657	0.750	0.645	нястомны
tiresome	0.240	0.542	0.153	стомна
tiring	0.153	0.510	0.176	стомна
tissue	0.558	0.236	0.345	тканіны
tistheseason	0.646	0.548	0.435	гэты сезон
tit	0.402	0.539	0.388	сініца
titan	0.598	0.653	0.811	тытан
titanic	0.427	0.786	0.795	тытанічны
titanium	0.520	0.470	0.704	тытан
tithe	0.507	0.276	0.385	дзесяціна
title	0.708	0.356	0.574	назва
titled	0.677	0.240	0.658	пад назвай
titty	0.561	0.548	0.294	цыцкі
titular	0.704	0.385	0.760	тытульны
toad	0.302	0.452	0.196	жаба
toast	0.740	0.382	0.356	тосты
toaster	0.542	0.337	0.387	тостар
toasty	0.698	0.461	0.396	падсмажаны
tobacco	0.327	0.546	0.387	тытунь
toby	0.427	0.375	0.330	Тобі
tod	0.469	0.330	0.384	тод
today	0.806	0.306	0.362	сёння
toddler	0.812	0.469	0.368	малы
toe	0.406	0.221	0.293	палец ногі
toenail	0.530	0.380	0.306	пазногаць на нагах
toffee	0.658	0.510	0.396	ірыска
tofu	0.521	0.330	0.283	тофу
toga	0.698	0.393	0.373	тога
together	0.874	0.392	0.658	разам
togetherness	0.906	0.360	0.635	яднанне
toil	0.558	0.510	0.583	працаваць
toilet	0.490	0.290	0.233	туалет
toils	0.480	0.710	0.482	мучыцца
token	0.510	0.418	0.414	жэтон
tolerable	0.750	0.350	0.374	памяркоўна
tolerance	0.875	0.206	0.649	памяркоўнасць
tolerant	0.765	0.192	0.618	талерантны
tolerate	0.724	0.430	0.588	цярпець
