English Word	Valence	Arousal	Dominance	Urdu Word
receive	0.740	0.462	0.551	وصول کریں
received	0.646	0.436	0.561	موصول
receiver	0.583	0.464	0.586	وصول کنندہ
receiving	0.719	0.562	0.623	وصول کرنا
recent	0.592	0.365	0.589	حالیہ
receptacle	0.500	0.451	0.426	استقبالیہ
reception	0.694	0.375	0.567	استقبالیہ
receptionist	0.677	0.430	0.385	استقبالیہ
receptive	0.729	0.519	0.639	قبول کرنے والا
receptor	0.417	0.360	0.510	رسیپٹر
recess	0.646	0.510	0.367	چھٹی
recesses	0.367	0.470	0.379	وقفے
recession	0.368	0.398	0.373	کساد بازاری
recharge	0.584	0.702	0.664	ریچارج
recheck	0.440	0.490	0.529	دوبارہ چیک کریں
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	recidivism
recipe	0.698	0.271	0.415	ہدایت
recipient	0.604	0.324	0.679	وصول کنندہ
reciprocal	0.677	0.520	0.660	باہمی
reciprocate	0.760	0.460	0.618	بدلہ
reciprocity	0.740	0.673	0.556	باہمی تعاون
recital	0.838	0.440	0.572	تلاوت
recitation	0.708	0.519	0.462	تلاوت
recite	0.688	0.398	0.453	تلاوت کریں
reckless	0.262	0.788	0.279	لاپرواہ
recklessness	0.292	0.763	0.380	لاپرواہی
reckon	0.643	0.420	0.472	حساب
reckoning	0.418	0.622	0.532	حساب
reclaim	0.469	0.724	0.648	دوبارہ دعوی
reclamation	0.573	0.750	0.548	بحالی
recline	0.460	0.404	0.418	تکیہ لگانا
reclining	0.448	0.312	0.317	تکیہ لگانا
recluse	0.240	0.490	0.446	اجنبی
recognition	0.833	0.587	0.726	پہچان
recognizable	0.625	0.400	0.609	قابل شناخت
recognize	0.760	0.315	0.600	پہچان
recognized	0.875	0.458	0.786	تسلیم کیا
recoil	0.089	0.429	0.259	پیچھے ہٹنا
recollect	0.688	0.491	0.602	یاد کرنا
recollection	0.722	0.337	0.566	یاد
recombinant	0.561	0.519	0.463	recombinant
recombination	0.510	0.492	0.602	دوبارہ ملاپ
recommend	0.812	0.439	0.672	سفارش کریں
recommendation	0.912	0.388	0.664	سفارش
recompense	0.844	0.620	0.853	معاوضہ
recon	0.500	0.447	0.400	recon
reconcile	0.760	0.470	0.625	مصالحت
reconciliation	0.896	0.570	0.604	مفاہمت
reconfigure	0.429	0.500	0.658	دوبارہ ترتیب دیں
reconnaissance	0.729	0.604	0.712	جاسوسی
reconnect	0.630	0.548	0.667	دوبارہ جڑیں
reconsider	0.448	0.442	0.582	دوبارہ غور کریں
reconsideration	0.531	0.459	0.611	نظر ثانی
reconstitution	0.587	0.461	0.783	تنظیم نو
reconstruct	0.740	0.618	0.718	تعمیر نو
reconstruction	0.625	0.719	0.667	تعمیر نو
reconstructive	0.596	0.444	0.722	تعمیر نو
reconvene	0.490	0.529	0.560	دوبارہ ملانا
record	0.552	0.421	0.500	ریکارڈ
recorder	0.551	0.374	0.481	ریکارڈر
recording	0.573	0.537	0.474	ریکارڈنگ
recount	0.479	0.402	0.509	دوبارہ گنتی
recoup	0.719	0.422	0.575	تلافی
recourse	0.402	0.337	0.598	سہارا
recover	0.918	0.510	0.647	وصولی
recoverable	0.780	0.388	0.709	قابل بازیافت
recovery	0.781	0.402	0.737	بحالی
recreate	0.724	0.545	0.616	دوبارہ بنانا
recreation	0.909	0.632	0.660	تفریح
recreational	0.896	0.686	0.479	تفریحی
recruit	0.551	0.654	0.633	بھرتی
recruiter	0.662	0.630	0.690	بھرتی کرنے والا
recruiting	0.448	0.787	0.693	بھرتی
recruitment	0.479	0.645	0.591	بھرتی
recruits	0.396	0.653	0.593	بھرتی
rectal	0.344	0.618	0.410	ملاشی
rectangle	0.479	0.225	0.438	مستطیل
rectangular	0.438	0.240	0.307	مستطیل
rectification	0.449	0.560	0.695	اصلاح
rectify	0.625	0.480	0.634	درست کرنا
rector	0.458	0.406	0.862	ریکٹر
rectory	0.490	0.373	0.704	rectory
rectum	0.438	0.443	0.491	ملاشی
recumbent	0.429	0.370	0.352	لیٹی ہوئی
recuperation	0.688	0.418	0.500	صحت یابی
recur	0.479	0.500	0.416	تکرار
recurrence	0.490	0.538	0.615	دوبارہ آنا
recurrent	0.552	0.500	0.561	بار بار
recurring	0.370	0.560	0.445	بار بار چلنے والا
recursion	0.312	0.580	0.543	تکرار
recursive	0.459	0.590	0.561	تکراری
recursively	0.427	0.519	0.618	بار بار
recycle	0.521	0.392	0.526	ری سائیکل
recycled	0.561	0.316	0.409	ری سائیکل
recycling	0.552	0.320	0.509	ری سائیکلنگ
red	0.427	0.385	0.377	سرخ
reddish	0.521	0.337	0.328	سرخی مائل
redecorate	0.602	0.444	0.490	دوبارہ سجانا
redeem	0.633	0.469	0.491	چھڑانا
redeemed	0.625	0.378	0.434	چھڑا لیا
redemption	0.376	0.408	0.545	رہائی
redesign	0.622	0.460	0.396	دوبارہ ڈیزائن
redhead	0.677	0.549	0.518	سرخ بالوں والی
redheaded	0.510	0.520	0.428	سرخ بالوں والا
redirect	0.469	0.360	0.648	ری ڈائریکٹ
redneck	0.401	0.500	0.348	redneck
redness	0.151	0.470	0.417	سرخی
redo	0.481	0.500	0.535	دوبارہ کریں
redress	0.677	0.558	0.649	ازالہ
reduce	0.219	0.304	0.336	کم
reduced	0.229	0.365	0.204	کم
reduction	0.365	0.382	0.240	کمی
redundancy	0.316	0.262	0.589	فالتو پن
redundant	0.210	0.500	0.527	بے کار
redwood	0.592	0.350	0.443	ریڈ ووڈ
reed	0.490	0.350	0.307	ئھ
reef	0.583	0.490	0.456	چٹان
reefer	0.500	0.453	0.421	ریفر
reefs	0.531	0.471	0.455	چٹانیں
reek	0.177	0.480	0.311	reek
reel	0.449	0.332	0.395	ریل
reelection	0.541	0.673	0.681	دوبارہ انتخاب
reeling	0.327	0.542	0.267	جھپٹنا
reenactment	0.771	0.592	0.768	reenactment
reentry	0.604	0.449	0.500	دوبارہ داخلہ
reestablish	0.635	0.490	0.692	دوبارہ قائم کرنا
ref	0.469	0.380	0.368	حوالہ
refer	0.506	0.358	0.558	رجوع کریں
referee	0.531	0.644	0.778	ریفری
reference	0.633	0.312	0.595	حوالہ
referendum	0.510	0.469	0.643	ریفرنڈم
referral	0.694	0.314	0.603	حوالہ
refill	0.670	0.400	0.464	دوبارہ بھرنا
refine	0.653	0.460	0.640	بہتر
refined	0.850	0.430	0.653	بہتر
refinement	0.719	0.387	0.709	تطہیر
refinery	0.646	0.444	0.565	ریفائنری
refining	0.694	0.466	0.664	تطہیر
refit	0.500	0.577	0.506	مرمت
reflect	0.698	0.342	0.472	عکاسی
reflecting	0.590	0.408	0.471	عکاسی
reflection	0.710	0.500	0.528	عکس
reflective	0.656	0.292	0.735	عکاس
reflector	0.479	0.510	0.500	عکاس
reflex	0.583	0.460	0.538	اضطراری
reflux	0.281	0.559	0.347	ریفلکس
reform	0.531	0.490	0.797	اصلاح
reformation	0.809	0.500	0.558	اصلاح
reformer	0.562	0.569	0.905	مصلح
refraction	0.388	0.471	0.526	اپورتن
refractor	0.510	0.541	0.433	ریفریکٹر
refractory	0.520	0.357	0.588	ریفریکٹری
refrain	0.314	0.373	0.277	پرہیز
refraining	0.418	0.453	0.404	پرہیز
refresh	0.719	0.640	0.689	ریفریش
refreshed	0.910	0.377	0.480	تازہ دم
refreshing	0.936	0.520	0.571	تازگی
refreshment	0.667	0.410	0.352	تازگی
refrigerate	0.635	0.357	0.457	ٹھنڈا کرنا
refrigeration	0.735	0.392	0.500	ریفریجریشن
refrigerator	0.677	0.260	0.391	ریفریجریٹر
refuel	0.592	0.445	0.500	ایندھن بھرنا
refuge	0.640	0.238	0.481	پناہ
refugee	0.379	0.607	0.327	پناہ گزین
refund	0.541	0.528	0.430	واپس کرنا
refurbish	0.656	0.633	0.541	تجدید کاری
refusal	0.052	0.610	0.321	انکار
refuse	0.180	0.520	0.331	انکار
refused	0.163	0.475	0.188	انکار کر دیا
refusing	0.143	0.670	0.203	انکار
refutation	0.312	0.726	0.566	تردید
refute	0.312	0.731	0.583	تردید
regain	0.729	0.520	0.759	دوبارہ حاصل
regal	0.643	0.459	0.556	ریگل
regalia	0.760	0.441	0.556	regalia
regard	0.802	0.336	0.809	حوالے
regatta	0.740	0.471	0.435	ریگاٹا
regency	0.520	0.472	0.630	ریجنسی
regenerate	0.782	0.607	0.767	دوبارہ پیدا کرنا
regeneration	0.760	0.640	0.845	تخلیق نو
regent	0.680	0.529	0.675	ریجنٹ
reggae	0.698	0.520	0.500	ریگے
regime	0.290	0.668	0.773	حکومت
regimen	0.428	0.538	0.840	طرز عمل
regiment	0.469	0.722	0.755	رجمنٹ
regimental	0.292	0.637	0.817	رجمنٹل
region	0.540	0.295	0.712	علاقہ
regional	0.620	0.400	0.607	علاقائی
regionalism	0.640	0.500	0.773	علاقائیت
register	0.490	0.412	0.654	رجسٹر کریں
registrar	0.599	0.537	0.574	رجسٹرار
registration	0.622	0.396	0.574	اندراج
registry	0.573	0.320	0.583	رجسٹری
regress	0.255	0.442	0.300	رجوع
regression	0.312	0.500	0.324	رجعت
regressive	0.302	0.434	0.363	رجعت پسند
regret	0.230	0.623	0.331	افسوس
regretful	0.167	0.480	0.188	افسوسناک
regrettable	0.104	0.374	0.245	افسوسناک
regretted	0.352	0.540	0.368	افسوس ہوا
regretting	0.255	0.567	0.273	افسوس
regroup	0.633	0.602	0.797	دوبارہ گروپ
regular	0.435	0.188	0.558	باقاعدہ
regularity	0.663	0.337	0.585	باقاعدگی
regulars	0.729	0.327	0.508	باقاعدہ
regulate	0.510	0.275	0.481	ریگولیٹ
regulated	0.531	0.269	0.483	ریگولیٹ
regulation	0.542	0.425	0.667	ضابطہ
regulator	0.500	0.336	0.668	ریگولیٹر
regulatory	0.531	0.448	0.528	ریگولیٹری
regurgitation	0.160	0.647	0.315	regurgitation
rehab	0.531	0.450	0.593	بحالی
rehabilitate	0.671	0.538	0.642	بحالی
rehabilitation	0.406	0.528	0.606	بحالی
rehash	0.405	0.451	0.403	rehash
rehearsal	0.667	0.470	0.500	ریہرسل
rehearse	0.588	0.622	0.500	مشق
reign	0.806	0.567	0.873	راج
reigning	0.677	0.632	0.870	راج کرنا
reimburse	0.680	0.418	0.527	معاوضہ
reimbursement	0.653	0.610	0.567	باز ادائیگی
rein	0.500	0.357	0.438	لگام
reincarnation	0.786	0.747	0.676	تناسخ
reindeer	0.592	0.336	0.396	قطبی ہرن
reinforce	0.604	0.583	0.760	مضبوط کرنا
reinforcement	0.729	0.702	0.902	کمک
reinforcements	0.646	0.719	0.875	کمک
reins	0.480	0.448	0.545	لگام
reinstall	0.458	0.500	0.745	دوبارہ انسٹال کریں
reinstate	0.760	0.551	0.596	بحال کرنا
reinstatement	0.729	0.521	0.707	بحالی
reinvest	0.570	0.627	0.763	دوبارہ سرمایہ کاری
reinvestment	0.582	0.622	0.782	دوبارہ سرمایہ کاری
reiterate	0.422	0.451	0.655	دہرانا
reject	0.060	0.647	0.370	مسترد
rejected	0.102	0.480	0.250	مسترد
rejection	0.080	0.704	0.330	مسترد
rejects	0.083	0.637	0.422	مسترد کرتا ہے
rejoice	0.827	0.650	0.698	خوش ہونا
rejoicing	0.811	0.637	0.592	خوشی
rejoin	0.655	0.548	0.556	دوبارہ شامل ہونا
rejuvenate	0.776	0.588	0.767	جوان کرنا
rejuvenated	0.809	0.673	0.700	پھر سے جوان
rekindle	0.656	0.520	0.788	دوبارہ جلانا
relapse	0.173	0.460	0.303	دوبارہ لگنا
relate	0.653	0.500	0.623	تعلق
related	0.677	0.365	0.519	متعلقہ
relation	0.857	0.604	0.625	رشتہ
relationship	0.867	0.566	0.589	رشتہ
relative	0.500	0.378	0.386	رشتہ دار
relativity	0.594	0.393	0.615	رشتہ داری
relax	0.927	0.250	0.375	آرام کرو
relaxant	0.878	0.087	0.357	آرام دہ
relaxation	0.873	0.161	0.381	آرام
relaxed	0.865	0.090	0.382	آرام دہ
relaxing	0.854	0.157	0.475	آرام دہ
relay	0.738	0.542	0.543	ریلے
release	0.740	0.606	0.741	رہائی
released	0.844	0.490	0.651	جاری
relegation	0.375	0.500	0.434	جلاوطنی
relentless	0.333	0.713	0.904	بے لگام
relevance	0.710	0.599	0.791	مطابقت
relevancy	0.724	0.481	0.673	مطابقت
relevant	0.719	0.608	0.764	متعلقہ
reliability	0.917	0.380	0.696	اعتبار
reliable	0.912	0.241	0.875	قابل اعتماد
reliance	0.844	0.431	0.853	انحصار
relic	0.646	0.452	0.591	اوشیش
relics	0.719	0.580	0.579	اوشیش
relief	0.844	0.278	0.481	ریلیف
relieve	0.813	0.183	0.536	سکون دینا
relieved	0.896	0.314	0.391	سکون
relieving	0.740	0.255	0.455	حاجت
relight	0.560	0.588	0.519	آرام
religion	0.646	0.320	0.755	مذہب
religious	0.740	0.238	0.696	مذہبی
relinquish	0.265	0.606	0.286	دست بردار ہونا
relish	0.854	0.610	0.632	ذائقہ
relive	0.750	0.650	0.693	زندہ
reload	0.562	0.611	0.571	دوبارہ لوڈ کریں
relocate	0.500	0.594	0.640	منتقل
relocation	0.396	0.500	0.475	نقل مکانی
reluctance	0.240	0.606	0.373	ہچکچاہٹ
reluctant	0.292	0.630	0.432	ہچکچاہٹ
rely	0.812	0.429	0.616	بھروسہ
remain	0.709	0.365	0.731	باقی
remainder	0.398	0.357	0.324	باقی
remaining	0.449	0.290	0.296	باقی
remains	0.610	0.240	0.565	باقی
remake	0.583	0.488	0.642	ریمیک
remand	0.245	0.446	0.318	ریمانڈ
remark	0.561	0.325	0.716	تبصرہ
remarkable	0.880	0.573	0.720	قابل ذکر
remarkably	0.688	0.618	0.868	قابل ذکر
remarry	0.653	0.791	0.540	دوبارہ شادی
rematch	0.469	0.798	0.627	دوبارہ میچ
remedial	0.369	0.418	0.509	علاج
remedy	0.625	0.283	0.491	علاج
remember	0.776	0.422	0.454	یاد رکھیں
remembered	0.916	0.333	0.588	یاد آیا
remembering	0.535	0.386	0.509	یاد رکھنا
remembrance	0.812	0.250	0.519	یاد
remind	0.721	0.415	0.563	یاد دلانا
reminder	0.552	0.423	0.589	یاد دہانی
reminisce	0.903	0.490	0.363	یاد دلانا
reminiscent	0.500	0.481	0.611	یاد دلانے والا
reminiscing	0.688	0.431	0.418	یاد دلانے والا
remiss	0.190	0.650	0.325	یاد
remission	0.418	0.330	0.518	معافی
remit	0.510	0.509	0.473	بھیجنا
remittance	0.684	0.479	0.454	ترسیلات زر
remnant	0.367	0.312	0.388	باقیات
remodel	0.604	0.647	0.693	دوبارہ تیار کرنا
remorse	0.103	0.673	0.377	پچھتاوا
remorseful	0.347	0.429	0.250	پچھتاوا
remote	0.458	0.333	0.477	دور دراز
remoteness	0.323	0.510	0.339	دور دراز
removal	0.245	0.540	0.368	سے ہٹانا
remove	0.292	0.539	0.472	دور
remover	0.337	0.443	0.526	ہٹانے والا
remuneration	0.792	0.760	0.607	پارشرمک
renaissance	0.771	0.670	0.767	پنرجہرن
renal	0.300	0.480	0.415	گردوں
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	پھاڑنا
render	0.541	0.395	0.448	رینڈر
rendering	0.531	0.434	0.667	رینڈرنگ
rendezvous	0.750	0.490	0.658	ملاقات
rendition	0.417	0.360	0.398	پیش کرنا
renegade	0.140	0.640	0.509	بغاوت
renegotiate	0.580	0.702	0.708	دوبارہ مذاکرات
renew	0.868	0.481	0.713	تجدید
renewal	0.770	0.710	0.672	تجدید
renounce	0.156	0.490	0.552	ترک کرنا
renovate	0.878	0.549	0.755	تزئین و آرائش
renovated	0.783	0.406	0.657	تجدید شدہ
renovation	0.816	0.590	0.779	تزئین و آرائش
renown	0.693	0.475	0.693	شہرت
renowned	0.844	0.481	0.697	مشہور
rent	0.344	0.429	0.446	کرایہ
rental	0.510	0.370	0.308	کرایہ
renter	0.590	0.301	0.371	کرایہ دار
renunciation	0.260	0.578	0.336	ترک کرنا
reopen	0.656	0.528	0.568	دوبارہ کھولنا
reorganization	0.622	0.587	0.754	تنظیم نو
reorganize	0.667	0.590	0.722	دوبارہ منظم کریں
rep	0.520	0.510	0.640	نمائندہ
repaint	0.622	0.382	0.308	دوبارہ پینٹ
repair	0.583	0.460	0.589	مرمت
repairman	0.582	0.426	0.707	مرمت کرنے والا
reparation	0.531	0.615	0.732	تلافی
repay	0.469	0.632	0.592	ادا کرنا
repayment	0.479	0.490	0.474	ادائیگی
repeal	0.260	0.480	0.482	نرسن
repeat	0.490	0.529	0.552	دہرائیں
repeated	0.429	0.472	0.314	بار بار
repeatedly	0.479	0.575	0.500	بار بار
repeater	0.479	0.426	0.430	ریپیٹر
repel	0.224	0.620	0.441	پیچھے ہٹانا
repellant	0.292	0.620	0.426	بھگانے والا
repellent	0.286	0.500	0.491	اخترشک
repelling	0.184	0.633	0.429	پیچھے ہٹانا
repent	0.449	0.422	0.386	توبہ
repentance	0.417	0.604	0.324	توبہ
repentant	0.326	0.500	0.200	توبہ کرنے والا
repertoire	0.633	0.594	0.667	ذخیرے
repertory	0.562	0.473	0.528	ریپرٹری
repetition	0.375	0.519	0.396	تکرار
repetitive	0.320	0.438	0.362	مکرر
rephrase	0.547	0.451	0.549	دوبارہ بیان کرنا
replace	0.417	0.520	0.500	تبدیل کریں
replacement	0.385	0.519	0.500	متبادل
replay	0.612	0.522	0.761	دوبارہ چلائیں
replenish	0.615	0.336	0.689	بھرنے
replete	0.552	0.497	0.670	بھرنا
replica	0.480	0.520	0.493	نقل
replicate	0.480	0.630	0.585	نقل
replication	0.342	0.618	0.510	نقل
reply	0.762	0.290	0.596	جواب
report	0.583	0.444	0.575	رپورٹ
reported	0.418	0.442	0.567	اطلاع دی
reporter	0.531	0.550	0.604	رپورٹر
repose	0.469	0.100	0.330	آرام
reposition	0.408	0.529	0.509	ریپوزیشن
repository	0.406	0.396	0.500	ذخیرہ
repossess	0.418	0.667	0.552	دوبارہ قبضہ
reprehensible	0.316	0.569	0.351	قابل مذمت
represent	0.781	0.433	0.861	نمائندگی
representation	0.677	0.542	0.750	نمائندگی
representative	0.704	0.366	0.694	نمائندہ
represented	0.724	0.444	0.688	نمائندگی کی
representing	0.796	0.464	0.833	نمائندگی
repress	0.208	0.612	0.536	دبانا
repressed	0.188	0.337	0.311	دبایا
repression	0.214	0.764	0.481	جبر
reprieve	0.531	0.471	0.574	بحالی
reprimand	0.153	0.528	0.465	ڈانٹ ڈپٹ
reprint	0.510	0.449	0.527	دوبارہ پرنٹ
reprisal	0.125	0.788	0.545	انتقام
reprise	0.459	0.500	0.464	دوبارہ کرنا
reproach	0.240	0.755	0.384	ملامت
reproduce	0.823	0.622	0.760	دوبارہ پیش
reproduction	0.800	0.736	0.713	افزائش نسل
reproductive	0.770	0.604	0.856	تولیدی
reprogram	0.519	0.404	0.557	دوبارہ پروگرام
reptile	0.350	0.566	0.365	رینگنے والا
republic	0.635	0.340	0.830	جمہوریہ
republican	0.398	0.551	0.664	جمہوریہ
repudiation	0.167	0.686	0.274	انکار
repugnance	0.062	0.684	0.425	نفرت
repugnant	0.061	0.735	0.453	نفرت انگیز
repulsion	0.247	0.673	0.353	پسپائی
repulsive	0.146	0.775	0.425	مکروہ
repurchase	0.531	0.592	0.557	دوبارہ خریدنا
reputable	0.781	0.462	0.919	معروف
reputation	0.740	0.542	0.721	شہرت
repute	0.729	0.500	0.702	شہرت
reputed	0.439	0.528	0.627	مشہور
request	0.625	0.471	0.618	درخواست
requiem	0.475	0.382	0.426	درخواست
require	0.398	0.439	0.560	ضرورت ہے
required	0.583	0.509	0.700	کی ضرورت ہے
requirement	0.510	0.439	0.728	ضرورت
requisite	0.448	0.363	0.609	مطلوبہ
requisition	0.478	0.510	0.649	طلب
reread	0.448	0.377	0.492	دوبارہ پڑھنا
reroute	0.540	0.598	0.598	راستہ بدلنا
rerun	0.333	0.620	0.529	دوبارہ چلائیں
reschedule	0.438	0.422	0.537	دوبارہ شیڈول
rescind	0.347	0.380	0.391	منسوخ
rescission	0.333	0.529	0.360	تنسیخ
rescue	0.806	0.926	0.850	بچاؤ
research	0.633	0.663	0.741	تحقیق
researcher	0.569	0.510	0.857	محقق
resection	0.375	0.482	0.500	ریسیکشن
resemblance	0.743	0.216	0.570	مشابہت
resemble	0.602	0.388	0.463	مشابہت
resembling	0.592	0.250	0.529	مشابہت
resent	0.073	0.553	0.163	ناراضگی
resentful	0.120	0.608	0.324	ناراض
resentment	0.163	0.745	0.528	ناراضگی
reservation	0.688	0.343	0.561	بکنگ
reserve	0.585	0.289	0.589	ریزرو
reserved	0.594	0.316	0.583	محفوظ
reserves	0.653	0.363	0.520	ذخائر
reservoir	0.531	0.276	0.462	ذخائر
reset	0.490	0.450	0.574	دوبارہ ترتیب دیں
reside	0.451	0.440	0.455	رہائش پذیر
residence	0.615	0.382	0.585	رہائش گاہ
residences	0.618	0.418	0.509	رہائش گاہیں
residency	0.694	0.357	0.679	رہائش
resident	0.592	0.327	0.500	رہائشی
residential	0.720	0.210	0.589	رہائشی
residual	0.448	0.288	0.327	بقایا
residue	0.354	0.330	0.183	باقیات
resign	0.250	0.543	0.273	استعفیٰ
resignation	0.145	0.392	0.310	استعفی
resigned	0.240	0.170	0.268	استعفیٰ دے دیا
resilience	0.531	0.440	0.667	لچک
resilient	0.542	0.540	0.801	لچکدار
resin	0.284	0.308	0.400	رال
resist	0.414	0.676	0.651	مزاحمت
resistance	0.427	0.694	0.796	مزاحمت
resistant	0.592	0.585	0.815	مزاحم
resisting	0.408	0.776	0.789	مزاحمت
resistive	0.396	0.519	0.651	مزاحم
resolute	0.771	0.510	0.712	پرعزم
resolutely	0.714	0.453	0.805	پختہ طور پر
resolution	0.780	0.550	0.745	قرارداد
resolve	0.710	0.472	0.750	حل
resolved	0.735	0.357	0.683	حل
resonance	0.541	0.426	0.629	گونج
resonant	0.542	0.633	0.663	گونجنے والا
resonate	0.582	0.610	0.644	گونجنا
resonator	0.469	0.608	0.519	گونجنے والا
resort	0.573	0.441	0.632	سیرگاہ
resounding	0.490	0.708	0.596	بھرپور
resource	0.740	0.357	0.749	وسائل
resourceful	0.906	0.704	0.886	وسائل
resources	0.604	0.348	0.627	حوالہ جات
respect	0.927	0.344	0.758	احترام
respectability	0.875	0.407	0.912	احترام
