English Word	Valence	Arousal	Dominance	Swahili Word
stonewall	0.337	0.457	0.655	Ukuta wa mawe
stoneware	0.458	0.300	0.443	vyombo vya mawe
stony	0.356	0.494	0.525	mawe
stooge	0.438	0.406	0.163	stoo
stool	0.448	0.269	0.302	kinyesi
stools	0.459	0.382	0.327	viti
stoop	0.490	0.430	0.284	simama
stoopid	0.280	0.431	0.382	kuinama
stop	0.280	0.510	0.490	acha
stopover	0.531	0.327	0.575	kusimama
stoppage	0.224	0.491	0.445	kusimamishwa
stopper	0.365	0.336	0.390	kizuizi
stopping	0.388	0.382	0.473	kuacha
stopwatch	0.469	0.521	0.482	stopwatch
storage	0.698	0.406	0.564	hifadhi
store	0.646	0.538	0.407	duka
storefront	0.580	0.217	0.457	mbele ya duka
storehouse	0.570	0.250	0.491	ghala
storeroom	0.560	0.217	0.588	ghala
storing	0.630	0.378	0.548	kuhifadhi
storm	0.188	0.940	0.543	dhoruba
storming	0.265	0.910	0.669	dhoruba
stormy	0.146	0.870	0.562	dhoruba
story	0.653	0.406	0.704	hadithi
storybook	0.854	0.306	0.383	kitabu cha hadithi
storyteller	0.730	0.357	0.462	mtunzi wa hadithi
storytelling	0.643	0.375	0.472	hadithi
stound	0.490	0.473	0.446	kusimama
stout	0.656	0.657	0.817	shupavu
stove	0.466	0.391	0.405	jiko
stow	0.615	0.365	0.523	stoo
stowaway	0.224	0.481	0.357	stowaway
straddle	0.306	0.550	0.444	tamba
straighten	0.677	0.500	0.685	nyoosha
straightforward	0.780	0.150	0.380	moja kwa moja
straightway	0.667	0.444	0.565	moja kwa moja
strain	0.190	0.750	0.380	mkazo
strained	0.122	0.656	0.580	imechujwa
strait	0.438	0.433	0.412	mwembamba
straitjacket	0.224	0.719	0.579	straitjacket
straits	0.408	0.269	0.410	shida
strand	0.396	0.406	0.538	kamba
stranded	0.292	0.459	0.219	kukwama
strange	0.314	0.663	0.395	ajabu
stranger	0.330	0.449	0.302	mgeni
strangle	0.094	0.927	0.527	nyonga
strangulation	0.040	0.886	0.542	kukaba koo
strap	0.380	0.417	0.382	kamba
strapless	0.314	0.462	0.273	bila kamba
strapping	0.552	0.413	0.454	kufunga kamba
strata	0.500	0.457	0.411	tabaka
strategic	0.786	0.708	0.861	kimkakati
strategist	0.571	0.594	0.810	mwanamkakati
strategy	0.704	0.667	0.858	mkakati
stratification	0.531	0.490	0.651	utabaka
stratosphere	0.604	0.583	0.636	stratosphere
stratum	0.365	0.307	0.510	tabaka
stratus	0.448	0.520	0.509	tabaka
straw	0.480	0.290	0.163	majani
strawberry	0.833	0.270	0.336	strawberry
stray	0.133	0.760	0.281	potelea mbali
streak	0.440	0.608	0.511	mfululizo
streaked	0.458	0.426	0.393	yenye milia
stream	0.449	0.537	0.559	mkondo
streamer	0.615	0.530	0.429	kipeperushi
streaming	0.592	0.481	0.582	utiririshaji
streamline	0.656	0.573	0.618	kurahisisha
street	0.594	0.324	0.398	mtaani
streetcar	0.390	0.569	0.566	gari la barabarani
streetlight	0.673	0.268	0.390	mwanga wa barabarani
strength	0.802	0.682	0.858	nguvu
strengthen	0.802	0.796	0.971	imarisha
strengthening	0.913	0.627	0.945	kuimarisha
strenuous	0.104	0.660	0.481	yenye bidii
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	mkazo
stressed	0.167	0.740	0.502	alisisitiza
stresses	0.115	0.817	0.396	mikazo
stressfree	0.833	0.080	0.528	isiyo na msongo wa mawazo
stressful	0.153	0.873	0.389	mkazo
stressin	0.146	0.810	0.367	mkazo
stressing	0.163	0.866	0.462	kusisitiza
stressrelief	0.627	0.417	0.475	kupunguza msongo wa mawazo
stretch	0.604	0.578	0.500	kunyoosha
stretcher	0.438	0.196	0.295	machela
stricken	0.163	0.720	0.368	amepigwa
strict	0.500	0.646	0.878	kali
stride	0.490	0.670	0.434	hatua
strife	0.344	0.898	0.630	ugomvi
strike	0.271	0.811	0.571	mgomo
strikeout	0.316	0.520	0.371	mgomo
striker	0.500	0.589	0.696	mshambuliaji
striking	0.357	0.827	0.657	kupiga
strikingly	0.690	0.684	0.811	kwa kushangaza
string	0.385	0.398	0.445	kamba
strings	0.457	0.292	0.355	masharti
stringy	0.430	0.510	0.527	yenye masharti
strip	0.427	0.500	0.436	strip
stripe	0.629	0.302	0.361	mstari
striped	0.344	0.373	0.385	yenye milia
stripped	0.255	0.615	0.278	kuvuliwa
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	kuvua nguo
strive	0.582	0.837	0.769	jitahidi
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	kiharusi
stroll	0.745	0.415	0.444	tembea
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	kutembea
strong	0.912	0.745	0.895	nguvu
stronghold	0.708	0.636	0.954	ngome
strongly	0.630	0.817	0.885	kwa nguvu
structural	0.582	0.425	0.690	ya kimuundo
structure	0.562	0.356	0.712	muundo
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	mapambano
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	mbegu
stubbed	0.323	0.642	0.241	stubbed
stubble	0.333	0.442	0.264	makapi
stubborn	0.157	0.702	0.575	mkaidi
stubbornness	0.156	0.673	0.508	ukaidi
stubby	0.417	0.370	0.393	mkaidi
stucco	0.439	0.292	0.279	mpako
stuck	0.153	0.644	0.285	kukwama
stuckup	0.281	0.480	0.363	kukwama
stud	0.564	0.531	0.509	Stud
studded	0.396	0.412	0.425	iliyojaa
student	0.634	0.318	0.537	mwanafunzi
studied	0.786	0.306	0.806	alisoma
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	kusoma
stuff	0.622	0.367	0.263	mambo
stuffed animal	0.684	0.255	0.306	mnyama aliyejaa
stuffing	0.417	0.324	0.304	kujaza
stuffy	0.323	0.615	0.406	mzito
stumble	0.153	0.716	0.259	kujikwaa
stump	0.449	0.510	0.340	kisiki
stumped	0.344	0.604	0.392	kukwama
stun	0.333	0.710	0.451	mshtuko
stunned	0.306	0.663	0.356	kupigwa na butwaa
stunner	0.418	0.780	0.492	mshtuko
stunning	0.888	0.673	0.858	ya kushangaza
stunt	0.387	0.555	0.526	kudumaa
stunted	0.194	0.472	0.275	kudumaa
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	mshtuko
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	wa kustaajabisha
stupid	0.133	0.510	0.200	mjinga
stupidity	0.060	0.418	0.151	ujinga
stupidpeople	0.073	0.675	0.196	wajinga
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	usingizi
sturdy	0.580	0.642	0.824	imara
sturgeon	0.417	0.473	0.465	sturgeon
stutter	0.250	0.469	0.258	kigugumizi
sty	0.296	0.500	0.225	mtindo
style	0.745	0.472	0.586	mtindo
styling	0.823	0.378	0.652	mtindo
stylish	0.885	0.490	0.689	maridadi
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	ndogo
subatomic	0.385	0.538	0.491	subatomic
subcommittee	0.396	0.467	0.600	kamati ndogo
subconscious	0.531	0.375	0.415	fahamu ndogo
subcutaneous	0.396	0.444	0.376	chini ya ngozi
subdivide	0.538	0.433	0.348	kugawanya
subdivision	0.592	0.455	0.430	mgawanyiko
subduction	0.350	0.569	0.445	uwasilishaji
subdue	0.275	0.640	0.784	tiisha
subdued	0.236	0.463	0.223	kutiishwa
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	somo
subjected	0.286	0.520	0.221	kufanyiwa
subjection	0.354	0.408	0.539	utii
subjective	0.510	0.350	0.432	subjective
subjugation	0.280	0.610	0.377	kutiishwa
sublet	0.469	0.551	0.545	sehemu ndogo
sublevel	0.365	0.298	0.333	ngazi ndogo
sublimation	0.510	0.390	0.538	usablimishaji
sublime	0.784	0.333	0.585	tukufu
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	manowari
submerge	0.517	0.643	0.456	kuzamisha
submerged	0.337	0.528	0.357	chini ya maji
submersible	0.406	0.459	0.540	chini ya maji
submission	0.531	0.580	0.633	kuwasilisha
submissive	0.480	0.217	0.173	mtiifu
submit	0.635	0.448	0.500	wasilisha
submitting	0.667	0.610	0.611	kuwasilisha
subordinate	0.276	0.392	0.121	chini
subordination	0.270	0.527	0.343	utiisho
subplot	0.469	0.413	0.446	sehemu ndogo
subpoena	0.281	0.634	0.555	wito
subscribe	0.660	0.344	0.591	jiandikishe
subscriber	0.562	0.398	0.570	mteja
subscription	0.583	0.333	0.651	usajili
subsequence	0.438	0.510	0.413	baadae
subsequent	0.449	0.385	0.400	baadae
subsequently	0.380	0.337	0.336	baadae
subservient	0.255	0.402	0.339	mtiifu
subset	0.429	0.358	0.404	kikundi kidogo
subside	0.375	0.308	0.209	kupungua
subsidence	0.320	0.509	0.452	subsidence
subsidiary	0.541	0.295	0.500	kampuni tanzu
subsidize	0.604	0.615	0.589	kutoa ruzuku
subsidy	0.573	0.462	0.517	ruzuku
subsist	0.573	0.418	0.472	kujikimu
subsistence	0.510	0.404	0.491	kujikimu
subsoil	0.429	0.240	0.382	udongo wa chini
subspace	0.470	0.453	0.475	nafasi ndogo
substance	0.615	0.422	0.528	dutu
substandard	0.235	0.333	0.150	chini ya kiwango
substantial	0.590	0.490	0.690	kikubwa
substantially	0.646	0.471	0.684	kikubwa
substantiate	0.531	0.549	0.636	thibitisha
substantive	0.500	0.350	0.455	muhimu
substation	0.469	0.461	0.491	kituo kidogo
substitute	0.427	0.406	0.398	mbadala
substituted	0.271	0.545	0.394	kubadilishwa
substitution	0.406	0.480	0.353	badala
substructure	0.441	0.358	0.587	muundo mdogo
subterranean	0.469	0.306	0.432	chini ya ardhi
subtext	0.635	0.276	0.412	maandishi madogo
subtitle	0.445	0.202	0.347	manukuu
subtle	0.708	0.167	0.228	hila
subtlety	0.615	0.176	0.363	hila
subtract	0.208	0.330	0.283	ondoa
subtraction	0.163	0.382	0.349	kutoa
subtype	0.427	0.296	0.420	aina ndogo
suburb	0.354	0.566	0.441	kitongoji
suburban	0.439	0.450	0.453	kitongoji
suburbia	0.438	0.490	0.421	kitongoji
suburbs	0.510	0.571	0.286	vitongoji
subversion	0.347	0.608	0.415	kupindua
subversive	0.198	0.765	0.500	mpinduzi
subvert	0.357	0.557	0.536	kupindua
subway	0.418	0.300	0.464	njia ya chini ya ardhi
succeed	0.926	0.755	0.926	kufanikiwa
succeeding	0.867	0.755	0.849	kufanikiwa
success	0.959	0.880	0.981	mafanikio
successful	0.949	0.724	0.938	mafanikio
succession	0.698	0.481	0.587	mfululizo
successive	0.635	0.471	0.518	mfululizo
successor	0.729	0.531	0.648	mrithi
succinct	0.510	0.413	0.566	ufupi
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	tamu
succumb	0.202	0.787	0.292	kushindwa
suck	0.344	0.706	0.377	kunyonya
sucker	0.265	0.393	0.204	mnyonyaji
sucking	0.227	0.528	0.377	kunyonya
suckling	0.596	0.558	0.518	kunyonya
sucks	0.115	0.683	0.302	kunyonya
suction	0.460	0.593	0.526	kunyonya
sudden	0.449	0.660	0.435	ghafla
suddenly	0.670	0.510	0.456	ghafla
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	shtaki
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	kuteseka
sufferer	0.156	0.690	0.278	mgonjwa
suffering	0.020	0.719	0.235	mateso
suffice	0.643	0.326	0.504	inatosha
sufficiency	0.594	0.438	0.576	utoshelevu
sufficient	0.833	0.330	0.588	kutosha
sufficiently	0.776	0.367	0.714	vya kutosha
suffix	0.430	0.420	0.364	kiambishi tamati
suffocate	0.219	0.764	0.440	kukosa hewa
suffocating	0.133	0.774	0.429	kukosa hewa
suffocation	0.020	0.830	0.462	kukosa hewa
sugar	0.896	0.382	0.402	sukari
suggest	0.573	0.471	0.517	pendekeza
suggestion	0.646	0.365	0.558	pendekezo
suggestive	0.552	0.500	0.555	inayopendekeza
suicidal	0.021	0.867	0.382	ya kujiua
suicide	0.030	0.873	0.429	kujiua
suicidebombing	0.031	0.957	0.627	kujitoa mhanga
suit	0.776	0.282	0.482	suti
suitable	0.792	0.298	0.722	yanafaa
suitcase	0.562	0.212	0.318	koti
suite	0.790	0.420	0.400	chumba
suitor	0.708	0.639	0.546	mchumba
sulfate	0.427	0.352	0.429	salfati
sulfur	0.173	0.530	0.364	salfa
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	huzuni
sully	0.378	0.550	0.370	uchafu
sulphur	0.260	0.450	0.233	salfa
sultan	0.529	0.423	0.821	sultani
sultry	0.735	0.696	0.627	yenye uchungu
sum	0.792	0.340	0.420	jumla
summarily	0.469	0.431	0.543	kwa ufupi
summarize	0.590	0.323	0.471	fupisha
summary	0.729	0.260	0.427	muhtasari
summation	0.766	0.337	0.594	majumuisho
summer	0.812	0.373	0.550	majira ya joto
summerhouse	0.796	0.308	0.443	nyumba ya majira ya joto
summertime	0.837	0.500	0.455	majira ya joto
summit	0.625	0.618	0.764	mkutano wa kilele
summon	0.521	0.560	0.664	wito
summons	0.552	0.604	0.598	wito
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	mwenye fahari
sun	0.877	0.400	0.681	jua
sunbeam	0.729	0.440	0.505	mwanga wa jua
sunburn	0.061	0.755	0.447	kuchomwa na jua
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	Jumapili
sundial	0.643	0.225	0.406	sundial
sundown	0.812	0.276	0.445	machweo ya jua
sundry	0.543	0.369	0.407	mbalimbali
sunflower	0.878	0.231	0.270	alizeti
sunglass	0.684	0.264	0.324	miwani ya jua
sunglasses	0.844	0.443	0.364	miwani ya jua
sunk	0.146	0.531	0.185	iliyozama
sunken	0.103	0.476	0.173	iliyozama
sunless	0.245	0.280	0.273	bila jua
sunlight	0.906	0.407	0.639	mwanga wa jua
sunny	0.740	0.348	0.481	jua
sunrise	0.823	0.347	0.640	jua kuchomoza
sunroof	0.681	0.325	0.425	paa la jua
sunscreen	0.656	0.387	0.462	mafuta ya jua
sunset	0.875	0.231	0.298	machweo
sunshine	0.885	0.297	0.769	mwanga wa jua
suntan	0.620	0.510	0.366	jua
sunup	0.760	0.304	0.620	mapambazuko
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	mkuu
superannuation	0.448	0.412	0.562	malipo ya uzeeni
superb	0.980	0.708	0.852	nzuri sana
superficial	0.357	0.407	0.309	ya juu juu
superfluous	0.316	0.469	0.393	isiyo ya kawaida
superhero	0.910	0.820	0.893	shujaa mkuu
superhuman	0.810	0.745	0.895	ubinadamu
superimposed	0.490	0.529	0.683	zilizowekwa juu
superintendent	0.592	0.570	0.942	msimamizi
superior	0.801	0.697	0.940	mkuu
superiority	0.582	0.602	0.959	ubora
superlative	0.714	0.566	0.737	mkuu
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	maduka makubwa
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	wa ajabu
supernatural	0.622	0.824	0.733	isiyo ya kawaida
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	nafasi ya juu
superpower	0.806	0.784	0.972	nguvu kuu
supersede	0.479	0.510	0.518	chukua nafasi
superstar	0.885	0.860	0.880	nyota
superstition	0.177	0.640	0.418	ushirikina
superstitious	0.281	0.545	0.514	ushirikina
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	simamia
supervision	0.459	0.578	0.825	usimamizi
supervisor	0.615	0.479	0.933	msimamizi
supper	0.708	0.429	0.552	chakula cha jioni
suppertime	0.792	0.388	0.461	wakati wa chakula cha jioni
supplant	0.344	0.558	0.463	mbadala
supple	0.812	0.528	0.436	nyororo
supplement	0.745	0.406	0.491	nyongeza
supplemental	0.604	0.404	0.555	nyongeza
supplementary	0.625	0.352	0.541	ziada
supplication	0.469	0.570	0.309	dua
supplier	0.615	0.462	0.736	msambazaji
supplies	0.698	0.390	0.595	vifaa
supply	0.708	0.519	0.603	usambazaji
support	0.811	0.472	0.737	msaada
supported	0.853	0.408	0.613	kuungwa mkono
supporter	0.721	0.510	0.698	msaidizi
supporters	0.763	0.539	0.558	wafuasi
supporting	0.634	0.490	0.764	kuunga mkono
supportive	0.875	0.420	0.635	kuunga mkono
suppose	0.551	0.343	0.348	tuseme
supposed	0.296	0.378	0.379	kudhaniwa
supposing	0.449	0.451	0.357	kudhani
supposition	0.531	0.408	0.526	dhana
suppress	0.281	0.559	0.509	kukandamiza
suppression	0.267	0.541	0.537	kukandamiza
supremacy	0.794	0.706	0.943	ukuu
supreme	0.812	0.700	0.974	mkuu
supremely	0.833	0.725	0.897	juu kabisa
surcharge	0.375	0.528	0.500	malipo ya ziada
sure	0.724	0.270	0.793	hakika
surety	0.776	0.365	0.750	mdhamini
surf	0.847	0.650	0.500	kuteleza
surface	0.448	0.375	0.604	uso
surfboard	0.729	0.730	0.387	ubao wa kuteleza kwenye mawimbi
surfer	0.704	0.701	0.554	mtelezi
surge	0.449	0.684	0.500	kuongezeka
surgeon	0.500	0.598	0.793	daktari mpasuaji
surgery	0.286	0.769	0.600	upasuaji
surgical	0.327	0.696	0.723	ya upasuaji
surly	0.221	0.469	0.493	kichaa
surmise	0.529	0.400	0.347	dhana
surname	0.670	0.250	0.493	jina la ukoo
surpassing	0.719	0.660	0.720	kupita
surplus	0.602	0.680	0.630	ziada
surprise	0.875	0.875	0.562	mshangao
surprised	0.784	0.855	0.539	kushangaa
surprises	0.875	0.769	0.632	mshangao
surprising	0.888	0.790	0.692	kushangaza
surprisingly	0.847	0.793	0.819	cha kushangaza
surreal	0.550	0.529	0.670	surreal
surrender	0.115	0.396	0.186	kujisalimisha
surrendering	0.198	0.411	0.245	kujisalimisha
surrogate	0.406	0.590	0.472	mbadala
surround	0.542	0.623	0.627	kuzunguka
surrounding	0.531	0.422	0.669	inayozunguka
surroundings	0.600	0.346	0.492	mazingira
surveillance	0.365	0.720	0.718	ufuatiliaji
survey	0.580	0.357	0.379	utafiti
surveying	0.488	0.455	0.682	uchunguzi
surveyor	0.545	0.337	0.648	mpimaji
survival	0.541	0.798	0.879	kuishi
survive	0.770	0.824	0.726	kuishi
surviving	0.646	0.836	0.721	kuishi
survivor	0.677	0.750	0.815	aliyenusurika
susceptibility	0.458	0.627	0.364	unyeti
susceptible	0.438	0.449	0.304	kuathiriwa
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	mtuhumiwa
suspected	0.173	0.755	0.452	kushukiwa
suspend	0.240	0.320	0.368	kusimamisha
suspended	0.224	0.402	0.368	kusimamishwa
suspenders	0.391	0.333	0.500	wasimamishaji
suspense	0.286	0.775	0.402	mashaka
suspension	0.288	0.530	0.426	kusimamishwa
suspicion	0.204	0.711	0.377	tuhuma
suspicions	0.208	0.745	0.500	tuhuma
suspicious	0.153	0.745	0.431	kutiliwa shaka
sustain	0.635	0.358	0.593	kuendeleza
sustained	0.649	0.340	0.580	endelevu
sustenance	0.820	0.519	0.679	riziki
suture	0.240	0.510	0.510	mshono
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	usufi
swag	0.656	0.676	0.654	madoido
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	kumeza
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	kinamasi
swamped	0.156	0.480	0.270	kinamasi
swampy	0.306	0.390	0.412	kinamasi
swan	0.781	0.225	0.357	swan
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	kubadilishana
swarm	0.302	0.735	0.458	kundi
swarming	0.375	0.600	0.435	kufurika
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	yumba
swear	0.601	0.577	0.658	kiapo
swearing	0.333	0.559	0.586	kuapa
sweat	0.388	0.579	0.297	jasho
sweater	0.704	0.245	0.295	sweta
sweating	0.292	0.667	0.265	kutokwa na jasho
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	jasho
sweaty	0.281	0.540	0.304	jasho
sweep	0.448	0.385	0.383	kufagia
sweeper	0.470	0.549	0.414	mfagiaji
sweeping	0.344	0.431	0.355	kufagia
sweet	0.668	0.418	0.382	tamu
sweeten	0.908	0.455	0.423	tamu
sweetened	0.940	0.461	0.398	tamu
sweetener	0.670	0.333	0.330	mtamu
sweetest	0.959	0.500	0.370	tamu zaidi
sweetheart	0.959	0.423	0.509	mpenzi
sweetie	0.990	0.549	0.560	mpendwa
sweetness	0.906	0.474	0.528	utamu
sweets	0.910	0.422	0.321	pipi
swell	0.360	0.679	0.348	kuvimba
swelling	0.323	0.608	0.250	uvimbe
sweltering	0.204	0.644	0.362	kuvimba
swerve	0.276	0.612	0.357	geuka
swift	0.760	0.776	0.698	mwepesi
swiftly	0.660	0.885	0.618	haraka
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	kuogelea
swimmer	0.657	0.698	0.610	muogeleaji
swimming	0.760	0.559	0.524	kuogelea
swimsuit	0.740	0.373	0.269	suti ya kuogelea
swindle	0.122	0.740	0.439	ulaghai
swindler	0.125	0.721	0.575	tapeli
swine	0.340	0.519	0.277	nguruwe
swing	0.602	0.510	0.481	bembea
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	kuzungusha
swipe	0.573	0.450	0.266	telezesha kidole
swirl	0.490	0.726	0.639	zungusha
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	kubadili
switchblade	0.357	0.596	0.528	switchblade
switchboard	0.571	0.519	0.558	ubao wa kubadilishia
swivel	0.562	0.480	0.500	kuzunguka
swollen	0.236	0.510	0.277	kuvimba
swoon	0.292	0.510	0.160	alizimia
swoop	0.479	0.618	0.446	kupiga kelele
sword	0.438	0.653	0.713	upanga
swordfish	0.564	0.520	0.442	samaki wa upanga
swordplay	0.616	0.750	0.528	mchezo wa upanga
swordsman	0.395	0.857	0.696	mpiga panga
sycamore	0.500	0.401	0.527	mkuyu
syllable	0.448	0.250	0.417	silabi
syllabus	0.736	0.370	0.643	mtaala
symbiotic	0.832	0.425	0.406	symbiotic
symbol	0.643	0.388	0.527	ishara
symbolic	0.670	0.385	0.574	ya mfano
symbolically	0.582	0.385	0.648	kiishara
symbolism	0.688	0.347	0.640	ishara
symbolize	0.633	0.327	0.673	kuashiria
symmetric	0.745	0.212	0.588	ulinganifu
symmetrical	0.542	0.263	0.569	ulinganifu
symmetry	0.604	0.274	0.500	ulinganifu
sympathetic	0.796	0.434	0.609	mwenye huruma
sympathize	0.770	0.627	0.644	huruma
sympathy	0.827	0.497	0.634	huruma
symphonic	0.775	0.545	0.566	symphonic
symphony	0.765	0.490	0.600	symphony
symposium	0.573	0.394	0.644	kongamano
symptom	0.380	0.529	0.434	dalili
symptomatic	0.367	0.434	0.491	dalili
synagogue	0.531	0.300	0.544	sinagogi
synapse	0.660	0.471	0.491	sinepsi
synaptic	0.573	0.553	0.622	sinepsi
sync	0.802	0.440	0.670	kusawazisha
synchronize	0.781	0.361	0.654	landanisha
synchronous	0.600	0.538	0.545	ya kusawazisha
syncope	0.245	0.538	0.398	syncope
syndicate	0.439	0.491	0.673	syndicate
syndrome	0.229	0.510	0.246	syndrome
synergistic	0.571	0.550	0.547	synergistic
synergy	0.667	0.510	0.720	harambee
synod	0.469	0.377	0.574	sinodi
synonym	0.615	0.210	0.433	kisawe
synonymous	0.480	0.323	0.400	kisawe
synopsis	0.541	0.390	0.482	muhtasari
synoptic	0.561	0.510	0.596	synoptic
syntax	0.531	0.346	0.559	sintaksia
synthesis	0.604	0.315	0.377	usanisi
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	sintetiki
syphilis	0.071	0.606	0.245	kaswende
syringe	0.250	0.680	0.330	sindano
syrup	0.620	0.223	0.318	syrup
system	0.615	0.346	0.764	mfumo
systematic	0.617	0.444	0.594	ya utaratibu
systematically	0.690	0.390	0.651	kwa utaratibu
t-shirt	0.815	0.286	0.284	fulana
tab	0.594	0.208	0.308	kichupo
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	hema
table	0.551	0.170	0.284	meza
tableau	0.531	0.302	0.321	meza
tablecloth	0.480	0.165	0.215	kitambaa cha meza
tablespoon	0.490	0.353	0.245	kijiko
tablet	0.562	0.330	0.438	kibao
tableware	0.677	0.250	0.276	vyombo vya meza
tabloid	0.438	0.365	0.444	magazeti ya udaku
taboo	0.198	0.794	0.482	mwiko
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	weka jedwali
tabulation	0.396	0.346	0.526	kujumlisha
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	kimyakimya
tack	0.365	0.431	0.431	piga
tackle	0.365	0.686	0.569	kukabiliana
tackled	0.438	0.612	0.569	kushughulikiwa
tackling	0.480	0.694	0.613	kukabiliana
tacky	0.245	0.490	0.373	tacky
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	busara
tactful	0.704	0.292	0.537	mwenye busara
tactic	0.531	0.434	0.798	mbinu
tactical	0.594	0.481	0.684	kimbinu
tactics	0.583	0.676	0.774	mbinu
tactile	0.573	0.410	0.491	tactile
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	kiluwiluwi
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tagi
tail	0.480	0.272	0.293	mkia
tailed	0.438	0.358	0.351	mkia
tailgate	0.323	0.340	0.398	mlango wa nyuma
tailings	0.439	0.311	0.446	mikia
taillight	0.479	0.367	0.283	taa ya nyuma
tailor	0.573	0.206	0.450	fundi cherehani
tailoring	0.673	0.540	0.566	ushonaji
tailpipe	0.460	0.429	0.409	bomba la mkia
taint	0.141	0.425	0.226	uchafu
take	0.828	0.537	0.348	kuchukua
takeoff	0.755	0.884	0.626	ondoka
takeout	0.736	0.392	0.368	takeout
takeover	0.663	0.531	0.861	kuchukua
taker	0.375	0.521	0.618	mchukuaji
talcum	0.500	0.196	0.291	talcum
tale	0.663	0.300	0.336	hadithi
talent	0.959	0.607	0.811	talanta
talented	0.939	0.635	0.938	wenye vipaji
talisman	0.704	0.542	0.642	hirizi
talk	0.833	0.346	0.594	kuzungumza
talkative	0.562	0.673	0.535	mzungumzaji
talker	0.500	0.604	0.552	mzungumzaji
