English Word	Valence	Arousal	Dominance	Malay Word
snowfall	0.675	0.280	0.455	salji turun
snowflake	0.748	0.192	0.260	kepingan salji
snowing	0.586	0.490	0.387	bersalji
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	manusia salji
snowplow	0.449	0.480	0.493	bajak salji
snowstorm	0.204	0.833	0.629	ribut salji
snowy	0.656	0.304	0.357	bersalji
snub	0.229	0.412	0.228	meremehkan
snubbed	0.265	0.528	0.279	dihina
snuff	0.357	0.470	0.377	sedutan
snug	0.867	0.173	0.500	sendat
snuggle	0.781	0.390	0.350	meringkuk
snuggled	0.552	0.439	0.314	meringkuk
snuggles	0.670	0.340	0.287	meringkuk
snuggling	0.683	0.585	0.373	berpeluk tubuh
soak	0.480	0.370	0.240	rendam
soaked	0.365	0.462	0.358	basah kuyup
soaking	0.438	0.324	0.375	berendam
soangry	0.327	0.650	0.482	sangat marah
soannoyed	0.271	0.529	0.426	kesal
soap	0.531	0.163	0.311	sabun
soapbox	0.500	0.415	0.393	kotak sabun
soapy	0.552	0.373	0.355	bersabun
soar	0.790	0.740	0.718	melambung
soaring	0.708	0.704	0.650	melambung tinggi
sob	0.115	0.480	0.212	menangis teresak-esak
sober	0.729	0.216	0.568	sedar diri
soblessed	0.542	0.395	0.287	terharu
sobriety	0.680	0.310	0.583	ketenangan
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	bola sepak
sociable	0.854	0.459	0.627	mudah bergaul
social	0.806	0.370	0.614	sosial
socialanxiety	0.270	0.588	0.426	kebimbangan sosial
socialism	0.510	0.500	0.560	sosialisme
socialist	0.448	0.400	0.543	sosialis
socialite	0.684	0.668	0.570	sosialit
socialize	0.907	0.683	0.726	bersosial
society	0.674	0.464	0.782	masyarakat
sociology	0.615	0.439	0.694	sosiologi
sociopath	0.104	0.863	0.439	sosiopat
sock	0.500	0.167	0.290	stokin
socket	0.583	0.469	0.377	soket
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	Soda
soda/pop	0.581	0.410	0.382	Soda Pop
sodding	0.240	0.500	0.400	menyiram
sodium	0.490	0.340	0.291	natrium
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	lembut
softball	0.735	0.630	0.518	bola lisut
soften	0.694	0.194	0.392	melembutkan
softener	0.745	0.300	0.373	pelembut
softening	0.700	0.255	0.361	melembutkan
softly	0.517	0.206	0.304	dengan lembut
softness	0.875	0.086	0.402	kelembutan
software	0.561	0.280	0.570	perisian
soggy	0.312	0.350	0.241	lembab
sohappy	0.949	0.673	0.681	sangat gembira
soil	0.350	0.180	0.356	tanah
soiled	0.106	0.529	0.213	kotor
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	menumpang
solace	0.776	0.294	0.453	ketenangan
solar	0.622	0.452	0.645	suria
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	pateri
soldering	0.573	0.536	0.538	pematerian
soldier	0.392	0.708	0.768	askar
sole	0.427	0.194	0.279	tunggal
solemn	0.708	0.370	0.709	sungguh-sungguh
solicit	0.620	0.490	0.604	mintak
solicitation	0.612	0.519	0.415	pemintaan
solicitor	0.600	0.479	0.802	peguam cara
solid	0.667	0.304	0.763	padu
solidarity	0.792	0.407	0.781	perpaduan
solidification	0.480	0.500	0.827	pemejalan
solidified	0.633	0.415	0.745	dipadatkan
solidify	0.583	0.318	0.754	mengeras
solidity	0.745	0.444	0.850	keteguhan
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	bersendirian
solitude	0.208	0.226	0.358	keseorangan
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	keterlarutan
soluble	0.542	0.272	0.409	larut
solucky	0.573	0.529	0.615	Sangat bertuah
solution	0.790	0.339	0.664	penyelesaian
solve	0.656	0.530	0.688	selesaikan
solvency	0.604	0.296	0.605	kesolvenan
solvent	0.635	0.316	0.573	pelarut
somad	0.429	0.490	0.463	sangat marah
somatic	0.438	0.406	0.444	somatik
somber	0.184	0.500	0.380	muram
some anticipation	0.423	0.482	0.472	beberapa jangkaan
some disgust	0.094	0.657	0.321	sedikit rasa jijik
some surprise	0.827	0.849	0.500	sedikit kejutan
some trust	0.594	0.451	0.547	beberapa kepercayaan
somersault	0.214	0.769	0.519	jungkir balik
somethingigetalot	0.573	0.567	0.509	somethingigetalot
somewhat negative	0.208	0.480	0.150	agak negatif
somewhat positive	0.920	0.510	0.667	agak positif
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	anak lelaki
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	gelisah
song	0.854	0.413	0.500	lagu
songwriter	0.844	0.558	0.713	pencipta lagu
sonic	0.594	0.500	0.481	sonik
sonice	0.500	0.356	0.421	sangat bagus
sonnet	0.718	0.294	0.404	soneta
sonorous	0.646	0.580	0.442	nyaring
soot	0.375	0.328	0.292	jelaga
soothe	0.817	0.194	0.412	menenangkan
soothing	0.625	0.179	0.519	menenangkan
sophisticated	0.865	0.481	0.845	canggih
sophistication	0.792	0.472	0.704	kecanggihan
sophomore	0.653	0.415	0.427	tahun kedua
sopissed	0.276	0.577	0.433	geram
soppy	0.510	0.355	0.297	basah kuyup
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	ahli sihir
sorcery	0.279	0.740	0.640	ilmu sihir
sordid	0.219	0.555	0.447	keji
sore	0.094	0.650	0.224	pedih
soready	0.622	0.500	0.545	pedih
sorely	0.284	0.727	0.370	pedih
soreness	0.113	0.843	0.302	kepedihan
sorghum	0.469	0.358	0.420	sorghum
sorority	0.635	0.637	0.627	pertubuhan perempuan
sorrow	0.052	0.235	0.164	kesedihan
sorrowful	0.049	0.422	0.163	sedih
sorry	0.406	0.362	0.212	maaf
sort	0.673	0.389	0.674	menyusun
sorter	0.594	0.412	0.823	penyusun
sortie	0.490	0.450	0.311	sortie
sorting	0.469	0.400	0.642	menyusun
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	sangat takut
soscary	0.301	0.660	0.414	sangat takut
soslow	0.347	0.312	0.284	sangat perlahan
sostressed	0.435	0.481	0.578	tertekan
sosweet	0.755	0.354	0.417	manis sekali
sothankful	0.729	0.526	0.418	sangat bersyukur
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	jiwa
soulful	0.755	0.331	0.500	penuh jiwa
soulless	0.125	0.591	0.400	tak berjiwa
soulmate	0.890	0.500	0.628	teman sejiwa
sound	0.765	0.623	0.398	bunyi
sounding	0.690	0.500	0.558	berbunyi
soundness	0.780	0.377	0.893	kemantapan
soundproof	0.490	0.390	0.409	kalis bunyi
soundtrack	0.630	0.559	0.518	runut bunyi
soup	0.602	0.245	0.269	sup
sour	0.276	0.594	0.373	masam
source	0.740	0.318	0.684	sumber
sourpuss	0.188	0.620	0.382	sourpuss
south	0.562	0.265	0.429	selatan
southbound	0.510	0.370	0.395	arah selatan
southeast	0.510	0.283	0.413	tenggara
southern	0.552	0.269	0.370	selatan
southpaw	0.542	0.389	0.404	kidal
southwest	0.406	0.314	0.355	barat daya
souvenir	0.844	0.311	0.466	cenderahati
sovereign	0.698	0.500	0.885	berdaulat
sovereignty	0.719	0.529	0.886	kedaulatan
soviet	0.347	0.580	0.536	soviet
sow	0.667	0.430	0.446	menyemai
soy	0.438	0.250	0.286	soya
soy sauce	0.573	0.382	0.318	sos soya
soybean	0.521	0.250	0.293	kacang soya
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	angkasa lepas
spacecraft	0.646	0.698	0.680	kapal angkasa
spaceman	0.688	0.577	0.848	angkasawan
spaceship	0.643	0.781	0.664	kapal angkasa
spacing	0.621	0.425	0.507	jarak
spacious	0.880	0.365	0.557	luas
spade	0.469	0.667	0.529	penyodok
spaghetti	0.729	0.353	0.288	spageti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammer
span	0.521	0.330	0.528	rentang
spandex	0.429	0.520	0.429	spandeks
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	merotan
spanking	0.194	0.736	0.392	pukulan
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	ganti
spareribs	0.635	0.431	0.395	tulang rusuk ganti
sparingly	0.510	0.353	0.518	berjimat cermat
spark	0.688	0.745	0.529	percikan api
sparkle	0.819	0.765	0.510	berkilau
sparkling	0.700	0.418	0.598	berkilauan
sparkly	0.885	0.590	0.726	berkilauan
sparring	0.292	0.870	0.704	bertanding
sparrow	0.583	0.460	0.327	burung pipit
sparse	0.240	0.367	0.209	jarang
spasm	0.194	0.594	0.366	kekejangan
spastic	0.240	0.541	0.491	spastik
spat	0.427	0.413	0.309	meludah
spatial	0.604	0.625	0.645	spatial
spatter	0.292	0.630	0.315	percikan
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	bertelur
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	bercakap
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	pembesar suara
speakerphone	0.531	0.569	0.560	telefon pembesar suara
speaking	0.753	0.590	0.575	bercakap
spear	0.510	0.601	0.500	lembing
spec	0.583	0.426	0.691	spek
special	0.844	0.602	0.730	istimewa
specialist	0.760	0.562	0.877	pakar
speciality	0.854	0.470	0.885	kepakaran
specialize	0.776	0.540	0.861	pakar
specially	0.847	0.398	0.714	khasnya
specialty	0.724	0.479	0.783	kepakaran
specie	0.583	0.471	0.650	spesis
species	0.561	0.330	0.645	spesis
specific	0.656	0.388	0.691	khusus
specification	0.552	0.479	0.602	spesifikasi
specify	0.656	0.405	0.600	nyatakan
specimen	0.531	0.444	0.568	spesimen
speck	0.418	0.245	0.343	bintik
speckled	0.449	0.263	0.254	berbintik-bintik
specs	0.540	0.398	0.618	spesifikasi
spectacle	0.812	0.745	0.762	tontonan
spectacles	0.816	0.775	0.648	cermin mata
spectacular	0.947	0.740	0.887	hebat
spectator	0.694	0.560	0.667	penonton
specter	0.265	0.723	0.540	hantu
spectral	0.430	0.667	0.500	spektrum
spectrometer	0.500	0.452	0.490	spektrometer
spectrophotometer	0.500	0.484	0.500	spektrofotometer
spectroscopy	0.470	0.541	0.570	spektroskopi
spectrum	0.312	0.700	0.527	spektrum
speculate	0.398	0.602	0.553	membuat spekulasi
speculation	0.325	0.683	0.394	spekulasi
speculative	0.276	0.591	0.464	spekulatif
speculum	0.417	0.469	0.433	spekulum
speech	0.656	0.470	0.688	ucapan
speechless	0.459	0.320	0.315	membisu
speed	0.719	0.849	0.658	kelajuan
speedboat	0.635	0.858	0.612	bot laju
speedily	0.688	0.740	0.665	dengan pantas
speeding	0.438	0.908	0.645	memecut laju
speedometer	0.427	0.549	0.579	meter kelajuan
speedway	0.667	0.519	0.416	jalan laju
speedy	0.625	0.625	0.793	pantas
spell	0.385	0.380	0.368	mengeja
spellbound	0.531	0.647	0.387	terpesona
spelling	0.594	0.357	0.398	ejaan
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	berbelanja
spender	0.312	0.692	0.377	berbelanja
spending	0.333	0.556	0.330	perbelanjaan
spent	0.296	0.296	0.263	dibelanjakan
sperm	0.396	0.706	0.453	sperma
spew	0.260	0.651	0.573	memuntahkan
sphere	0.633	0.277	0.500	sfera
spherical	0.550	0.308	0.500	berbentuk sfera
sphincter	0.347	0.633	0.375	sfinkter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	pedas
spice	0.594	0.439	0.384	rempah ratus
spicy	0.440	0.733	0.610	pedas
spider	0.229	0.569	0.430	labah-labah
spiders	0.260	0.696	0.368	labah-labah
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	pancang
spiked	0.281	0.613	0.407	berduri
spiky	0.284	0.657	0.587	berduri
spill	0.408	0.633	0.456	tumpah
spillin	0.375	0.500	0.362	tumpah
spin	0.551	0.422	0.345	berputar
spinach	0.583	0.200	0.368	bayam
spinal	0.312	0.491	0.296	tulang belakang
spindle	0.552	0.410	0.360	gelendong
spine	0.495	0.461	0.600	tulang belakang
spineless	0.344	0.387	0.321	tanpa tulang belakang
spinner	0.458	0.593	0.471	pemutar
spinning	0.594	0.610	0.481	berputar
spinster	0.357	0.368	0.345	anak tiri
spiny	0.167	0.639	0.528	berduri
spiral	0.490	0.624	0.361	lingkaran
spire	0.354	0.358	0.389	puncak menara
spirit	0.786	0.370	0.621	semangat
spirited	0.854	0.587	0.734	bersemangat
spirits	0.583	0.847	0.545	semangat
spiritual	0.938	0.327	0.564	rohaniah
spirituality	0.865	0.281	0.667	kerohanian
spit	0.149	0.545	0.436	meludah
spite	0.080	0.600	0.317	dendam
spiteful	0.073	0.710	0.330	dengki
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	meludah
splash	0.521	0.412	0.281	percikan
splat	0.510	0.433	0.385	percikan
splatter	0.312	0.596	0.352	memercik
spleen	0.448	0.255	0.396	limpa
splendid	0.896	0.740	0.810	indah
splendor	0.927	0.612	0.850	kemegahan
splice	0.386	0.460	0.377	sambatan
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	belat
splinter	0.136	0.422	0.325	serpihan
split	0.344	0.618	0.410	berpecah
splitting	0.188	0.598	0.375	membelah
splurge	0.365	0.481	0.542	berfoya-foya
spoil	0.146	0.723	0.328	merosakkan
spoiler	0.347	0.527	0.380	spoiler
spoiling	0.135	0.678	0.306	merosakkan
spoils	0.388	0.760	0.481	rampasan
spoke	0.635	0.433	0.483	bercakap
spoken	0.551	0.363	0.545	dituturkan
spokesman	0.720	0.480	0.611	jurucakap
spokesperson	0.573	0.453	0.615	jurucakap
sponge	0.551	0.192	0.219	span
spongy	0.469	0.324	0.344	spons
sponsor	0.729	0.537	0.800	penaja
sponsorship	0.854	0.608	0.696	penajaan
spontaneity	0.817	0.698	0.655	spontan
spontaneous	0.780	0.578	0.655	secara spontan
spoof	0.490	0.594	0.381	spoof
spook	0.327	0.887	0.322	menakutkan
spooky	0.104	0.858	0.380	seram
spool	0.397	0.389	0.312	gelendong
spoon	0.479	0.236	0.259	sudu
spoonful	0.582	0.208	0.308	sesudu penuh
sporadic	0.333	0.394	0.500	sporadis
spore	0.480	0.408	0.231	spora
sport	0.865	0.700	0.657	sukan
sporting	0.917	0.656	0.675	bersukan
sports	0.833	0.683	0.587	sukan
sports car	0.759	0.696	0.669	kereta sport
sportsman	0.755	0.735	0.713	ahli sukan
sportsmanship	0.890	0.582	0.694	semangat kesukanan
sportswriter	0.760	0.551	0.566	penulis sukan
sporty	0.735	0.713	0.648	bersukan
spot	0.510	0.180	0.336	tempat
spotless	0.792	0.327	0.726	tanpa noda
spotlight	0.688	0.353	0.519	lampu sorot
spotted	0.354	0.472	0.295	berbintik
spotter	0.542	0.491	0.644	pengesan
spotty	0.281	0.606	0.241	bertompok-tompok
spousal	0.656	0.582	0.632	suami isteri
spouse	0.750	0.600	0.645	pasangan
spout	0.438	0.357	0.309	muncung
sprain	0.063	0.580	0.384	terseliuh
sprawl	0.600	0.596	0.672	terkapar
spray	0.438	0.410	0.333	semburan
spread	0.570	0.583	0.651	sebar
spreader	0.510	0.480	0.500	penyebar
spree	0.564	0.663	0.474	berfoya-foya
spring	0.837	0.370	0.481	musim bunga
springtime	0.837	0.439	0.722	musim bunga
sprinkle	0.635	0.404	0.380	taburkan
sprinkler	0.510	0.434	0.473	pemercik
sprinkling	0.677	0.510	0.466	percikan
sprint	0.549	0.649	0.528	pecut
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	bercambah
spruce	0.604	0.288	0.380	cemara
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	berani
spunky	0.646	0.879	0.755	gagah berani
spur	0.378	0.545	0.340	merangsang
spurious	0.178	0.480	0.343	palsu
spurred	0.562	0.684	0.472	didorong
spurt	0.448	0.550	0.475	pancutan
spy	0.260	0.686	0.530	pengintip
squabble	0.173	0.850	0.500	bergaduh
squad	0.552	0.711	0.806	skuad
squadron	0.469	0.686	0.787	skuadron
squall	0.191	0.833	0.655	ribut
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	membazir
square	0.509	0.340	0.291	segi empat sama
squash	0.531	0.667	0.410	skuasy
squat	0.330	0.550	0.453	mencangkung
squatter	0.390	0.361	0.565	setinggan
squaw	0.428	0.441	0.398	merepek
squawk	0.265	0.480	0.245	mencebik
squeak	0.271	0.679	0.300	mencicit
squeaky	0.229	0.771	0.367	berdecit
squeal	0.250	0.731	0.375	mencebik
squealer	0.541	0.519	0.330	pekik
squeamish	0.176	0.656	0.453	semput
squeeze	0.458	0.676	0.532	memerah
squeezing	0.260	0.598	0.557	merempit
squelch	0.271	0.510	0.462	memadamkan
squid	0.497	0.398	0.357	sotong
squint	0.385	0.461	0.452	juling mata
squire	0.479	0.459	0.710	penuntut
squirm	0.235	0.824	0.373	menggeliat
squirrel	0.592	0.358	0.333	tupai
squirt	0.406	0.460	0.255	memancut
squish	0.260	0.788	0.481	semput
squishy	0.516	0.333	0.307	licin
stab	0.167	0.882	0.595	tikam
stabbed	0.031	0.875	0.431	ditikam
stability	0.812	0.264	0.849	kestabilan
stabilize	0.839	0.427	0.722	menstabilkan
stabilizer	0.688	0.353	0.767	penstabil
stable	0.725	0.204	0.735	stabil
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	timbunan
stadium	0.635	0.679	0.611	stadium
staff	0.745	0.274	0.627	kakitangan
stag	0.594	0.250	0.389	rusa jantan
stage	0.592	0.306	0.473	pentas
stagecoach	0.516	0.519	0.627	kereta pentas
stagehand	0.420	0.684	0.555	pentas
stagger	0.531	0.620	0.458	terhuyung-hayang
staggering	0.520	0.657	0.683	mengejutkan
stagnant	0.300	0.500	0.208	bertakung
stagnation	0.276	0.324	0.396	genangan
staid	0.385	0.290	0.634	tenang
stain	0.453	0.324	0.264	noda
stained	0.245	0.460	0.209	bernoda
stainless	0.594	0.329	0.618	tahan karat
stair	0.375	0.354	0.345	tangga
staircase	0.469	0.347	0.440	tangga
stairs	0.510	0.439	0.342	tangga
stairway	0.562	0.510	0.407	tangga
stairwell	0.510	0.292	0.333	ruang tangga
stake	0.406	0.608	0.460	pancang
stakeout	0.344	0.546	0.600	mengintai
stale	0.235	0.461	0.286	basi
stalemate	0.296	0.354	0.267	kebuntuan
stalk	0.436	0.272	0.395	tangkai
stalker	0.177	0.930	0.639	penguntit
stall	0.370	0.245	0.292	gerai
stallion	0.628	0.596	0.779	kuda jantan
stalls	0.582	0.378	0.451	gerai
stalwart	0.812	0.430	0.691	teguh
stamina	0.664	0.694	0.877	stamina
stamp	0.438	0.327	0.441	setem
stampede	0.235	0.875	0.683	rempuhan
stance	0.604	0.333	0.609	pendirian
stand	0.600	0.324	0.509	berdiri
standard	0.673	0.143	0.605	standard
standardize	0.684	0.353	0.729	menyeragamkan
standardized	0.610	0.324	0.607	diseragamkan
standby	0.260	0.224	0.386	siap sedia
standing	0.604	0.317	0.425	berdiri
standoff	0.333	0.840	0.558	kebuntuan
standpoint	0.585	0.388	0.652	pendirian
standstill	0.441	0.203	0.500	berdiri tegak
standup	0.633	0.583	0.550	berdiri
stanza	0.612	0.343	0.297	rangkap
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	ruji
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	bintang
star fruit	0.701	0.433	0.427	Belimbing
starboard	0.531	0.388	0.558	bahagian kanan
starch	0.507	0.354	0.312	kanji
stardom	0.844	0.786	0.689	bintang
stardust	0.843	0.410	0.549	habuk bintang
stare	0.541	0.430	0.538	merenung
starfish	0.680	0.320	0.421	bintang laut
stargazing	0.802	0.461	0.709	memerhati bintang
staring	0.542	0.306	0.423	merenung
stark	0.330	0.630	0.577	tegas
starlet	0.806	0.471	0.587	bintang muda
starlight	0.908	0.368	0.611	cahaya bintang
starling	0.500	0.490	0.514	burung jalak
starry	0.438	0.643	0.434	berbintang
stars	0.796	0.521	0.484	bintang
starship	0.740	0.719	0.704	kapal luar angkasa
start	0.684	0.430	0.589	mulakan
starter	0.667	0.461	0.827	pemula
startle	0.276	0.817	0.417	mengejutkan
startled	0.333	0.865	0.526	terkejut
startling	0.750	0.768	0.830	memeranjatkan
starvation	0.240	0.592	0.284	kelaparan
starve	0.073	0.729	0.402	kelaparan
starved	0.097	0.689	0.219	kelaparan
starving	0.163	0.670	0.336	kelaparan
stash	0.344	0.630	0.361	simpanan
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	negeri
stately	0.830	0.728	0.915	megah
statement	0.688	0.608	0.825	kenyataan
stateroom	0.653	0.380	0.441	bilik kabin
stateside	0.643	0.480	0.708	negeri
statesman	0.510	0.490	0.736	negarawan
static	0.297	0.250	0.366	statik
staticky	0.357	0.278	0.358	statik
statics	0.542	0.290	0.527	statik
station	0.688	0.367	0.519	stesen
stationary	0.408	0.240	0.484	pegun
stationery	0.570	0.120	0.455	alat tulis
statistic	0.508	0.420	0.609	statistik
statistical	0.714	0.353	0.627	statistik
statistician	0.571	0.360	0.703	ahli perangkaan
stator	0.281	0.453	0.557	pemegun
statuary	0.561	0.281	0.500	patung
statue	0.542	0.153	0.570	patung
statuette	0.677	0.433	0.518	patung
stature	0.470	0.353	0.664	perawakan
status	0.658	0.377	0.588	status
statute	0.592	0.330	0.673	statut
statutory	0.510	0.376	0.539	berkanun
staunch	0.480	0.363	0.833	teguh
stave	0.417	0.333	0.424	menahan
stay	0.604	0.275	0.516	tinggal
stayaway	0.369	0.284	0.526	pergi jauh
stayed	0.497	0.270	0.395	tinggal
stays	0.633	0.363	0.564	tinggal
stead	0.551	0.214	0.510	steady
steadfast	0.771	0.433	0.800	tabah
steady	0.680	0.186	0.763	mantap
steak	0.625	0.359	0.315	stik
steakhouse	0.802	0.379	0.547	kedai stik
steal	0.021	0.856	0.528	mencuri
stealing	0.086	0.913	0.455	mencuri
stealth	0.520	0.270	0.452	bersembunyi
stealthily	0.763	0.294	0.458	secara curi-curi
stealthy	0.380	0.363	0.534	senyap-senyap
steam	0.469	0.413	0.421	wap
steamboat	0.708	0.500	0.633	kapal wap
steamer	0.510	0.442	0.528	pengukus
steaming	0.592	0.553	0.402	mengukus
steamroller	0.396	0.567	0.667	penggelek wap
steamship	0.469	0.490	0.569	kapal wap
steamy	0.479	0.538	0.445	berwap
steel	0.521	0.420	0.714	keluli
steep	0.312	0.612	0.321	curam
steeple	0.625	0.519	0.500	menara gereja
steer	0.469	0.490	0.527	mengemudi
steering	0.580	0.431	0.660	kemudi
stellar	0.796	0.580	0.769	bintang
stem	0.615	0.191	0.336	batang
stench	0.104	0.570	0.298	bau busuk
stencil	0.500	0.327	0.421	stensil
stenographer	0.510	0.408	0.589	juru stenografi
step	0.531	0.321	0.347	langkah
stepdaughter	0.510	0.510	0.432	anak tiri
stepfather	0.396	0.491	0.611	bapa tiri
stepmother	0.427	0.530	0.484	ibu tiri
steppe	0.427	0.321	0.379	padang rumput
steps	0.511	0.349	0.373	langkah-langkah
stepson	0.614	0.406	0.480	anak tiri lelaki
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoskopik
stereotype	0.151	0.422	0.612	stereotaip
stereotyped	0.375	0.510	0.436	stereotaip
sterile	0.302	0.471	0.291	steril
sterility	0.201	0.519	0.414	kemandulan
sterilize	0.406	0.510	0.520	mensterilkan
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	tegas
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	rebus
steward	0.633	0.238	0.550	pelayan
stewardess	0.625	0.491	0.491	pramugari
stewardship	0.551	0.440	0.617	kepengurusan
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	tongkat
sticker	0.583	0.306	0.346	pelekat
sticking	0.486	0.425	0.356	melekat
stickler	0.385	0.471	0.417	pelekat
stickup	0.453	0.537	0.434	melekat
sticky	0.385	0.569	0.292	melekit
stiff	0.158	0.459	0.569	kaku
stiffen	0.360	0.582	0.719	mengeras
stiffness	0.323	0.500	0.657	kekakuan
stifle	0.240	0.764	0.427	menyekat
stifled	0.229	0.731	0.193	tersekat-sekat
stifling	0.163	0.858	0.608	menyesakkan
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	bergaya
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	kelahiran mati
stillborn	0.271	0.519	0.337	lahir mati
stillness	0.729	0.125	0.339	kesunyian
stillwaiting	0.344	0.393	0.420	masih menunggu
stilts	0.439	0.577	0.300	panggung
stimulant	0.441	0.794	0.745	perangsang
stimulate	0.792	0.798	0.754	merangsang
stimulating	0.740	0.804	0.809	merangsang
stimulation	0.708	0.821	0.702	rangsangan
stimulus	0.771	0.779	0.750	rangsangan
sting	0.163	0.651	0.373	menyengat
stinger	0.279	0.625	0.508	penyengat
stinging	0.260	0.730	0.459	menyengat
stingy	0.094	0.548	0.283	kedekut
stink	0.042	0.481	0.180	berbau busuk
stinker	0.163	0.567	0.275	bau busuk
stinking	0.041	0.657	0.264	berbau busuk
stinky	0.092	0.558	0.176	busuk
stint	0.490	0.326	0.342	bertugas
stipend	0.604	0.546	0.614	gaji
stipulate	0.570	0.546	0.623	menetapkan
stipulation	0.469	0.622	0.654	ketetapan
stir	0.448	0.773	0.453	kacau
stirring	0.582	0.702	0.558	kacau
stitch	0.306	0.538	0.357	menjahit
stitching	0.510	0.382	0.345	menjahit
