English Word	Valence	Arousal	Dominance	Polish Word
repentant	0.326	0.500	0.200	skruszony
repertoire	0.633	0.594	0.667	repertuar
repertory	0.562	0.473	0.528	repertuar
repetition	0.375	0.519	0.396	powtórzenie
repetitive	0.320	0.438	0.362	powtarzalny
rephrase	0.547	0.451	0.549	Omow wszystko jeszcze raz
replace	0.417	0.520	0.500	zastąpić
replacement	0.385	0.519	0.500	zastąpienie
replay	0.612	0.522	0.761	powtórna rozgrywka
replenish	0.615	0.336	0.689	uzupełniać
replete	0.552	0.497	0.670	nasycony
replica	0.480	0.520	0.493	replika
replicate	0.480	0.630	0.585	replika
replication	0.342	0.618	0.510	replikacja
reply	0.762	0.290	0.596	Odpowiadać
report	0.583	0.444	0.575	raport
reported	0.418	0.442	0.567	zgłoszone
reporter	0.531	0.550	0.604	reporter
repose	0.469	0.100	0.330	odpoczynek
reposition	0.408	0.529	0.509	zmiana pozycji
repository	0.406	0.396	0.500	magazyn
repossess	0.418	0.667	0.552	odzyskac
reprehensible	0.316	0.569	0.351	naganny
represent	0.781	0.433	0.861	przedstawiać
representation	0.677	0.542	0.750	reprezentacja
representative	0.704	0.366	0.694	przedstawiciel
represented	0.724	0.444	0.688	reprezentowany
representing	0.796	0.464	0.833	reprezentujący
repress	0.208	0.612	0.536	stłumić
repressed	0.188	0.337	0.311	stłumiony
repression	0.214	0.764	0.481	represja
reprieve	0.531	0.471	0.574	wytchnienie
reprimand	0.153	0.528	0.465	nagana
reprint	0.510	0.449	0.527	przedruk
reprisal	0.125	0.788	0.545	akcja odwetowa
reprise	0.459	0.500	0.464	potrącenie od dochodu
reproach	0.240	0.755	0.384	zarzut
reproduce	0.823	0.622	0.760	rozmnażać się
reproduction	0.800	0.736	0.713	reprodukcja
reproductive	0.770	0.604	0.856	rozrodczy
reprogram	0.519	0.404	0.557	przeprogramować
reptile	0.350	0.566	0.365	gad
republic	0.635	0.340	0.830	republika
republican	0.398	0.551	0.664	republikański
repudiation	0.167	0.686	0.274	odrzucenie
repugnance	0.062	0.684	0.425	wstręt
repugnant	0.061	0.735	0.453	odrażający
repulsion	0.247	0.673	0.353	odpychanie
repulsive	0.146	0.775	0.425	odpychający
repurchase	0.531	0.592	0.557	odkup
reputable	0.781	0.462	0.919	renomowany
reputation	0.740	0.542	0.721	reputacja
repute	0.729	0.500	0.702	reputacja
reputed	0.439	0.528	0.627	rzekomy
request	0.625	0.471	0.618	żądanie
requiem	0.475	0.382	0.426	Msza żałobna
require	0.398	0.439	0.560	wymagać
required	0.583	0.509	0.700	wymagany
requirement	0.510	0.439	0.728	wymóg
requisite	0.448	0.363	0.609	wymagany
requisition	0.478	0.510	0.649	zarekwirować
reread	0.448	0.377	0.492	przeczytaj ponownie
reroute	0.540	0.598	0.598	przekierować
rerun	0.333	0.620	0.529	ponowne odtworzenie
reschedule	0.438	0.422	0.537	przełożyć
rescind	0.347	0.380	0.391	odwołać
rescission	0.333	0.529	0.360	anulowanie
rescue	0.806	0.926	0.850	ratować
research	0.633	0.663	0.741	Badania
researcher	0.569	0.510	0.857	badacz
resection	0.375	0.482	0.500	resekcja
resemblance	0.743	0.216	0.570	podobieństwo
resemble	0.602	0.388	0.463	przypominać
resembling	0.592	0.250	0.529	przypominający
resent	0.073	0.553	0.163	Wysłany ponownie
resentful	0.120	0.608	0.324	urażony
resentment	0.163	0.745	0.528	gniew
reservation	0.688	0.343	0.561	rezerwacja
reserve	0.585	0.289	0.589	rezerwa
reserved	0.594	0.316	0.583	skryty
reserves	0.653	0.363	0.520	rezerwy
reservoir	0.531	0.276	0.462	zbiornik
reset	0.490	0.450	0.574	Resetowanie
reside	0.451	0.440	0.455	zamieszkać
residence	0.615	0.382	0.585	rezydencja
residences	0.618	0.418	0.509	rezydencje
residency	0.694	0.357	0.679	pobyt
resident	0.592	0.327	0.500	Mieszkaniec
residential	0.720	0.210	0.589	osiedle mieszkaniowe
residual	0.448	0.288	0.327	pozostały
residue	0.354	0.330	0.183	pozostałość
resign	0.250	0.543	0.273	rezygnować
resignation	0.145	0.392	0.310	rezygnacja
resigned	0.240	0.170	0.268	zrezygnowany
resilience	0.531	0.440	0.667	odporność
resilient	0.542	0.540	0.801	odporny
resin	0.284	0.308	0.400	żywica
resist	0.414	0.676	0.651	oprzeć się
resistance	0.427	0.694	0.796	opór
resistant	0.592	0.585	0.815	odporny
resisting	0.408	0.776	0.789	oporowy
resistive	0.396	0.519	0.651	rezystancyjny
resolute	0.771	0.510	0.712	zdecydowany
resolutely	0.714	0.453	0.805	zdecydowanie
resolution	0.780	0.550	0.745	rezolucja
resolve	0.710	0.472	0.750	rozstrzygać
resolved	0.735	0.357	0.683	rozwiązany
resonance	0.541	0.426	0.629	rezonans
resonant	0.542	0.633	0.663	rezonansowy
resonate	0.582	0.610	0.644	rezonować
resonator	0.469	0.608	0.519	rezonator
resort	0.573	0.441	0.632	Ośrodek wczasowy
resounding	0.490	0.708	0.596	tubalny
resource	0.740	0.357	0.749	ratunek
resourceful	0.906	0.704	0.886	pomysłowy
resources	0.604	0.348	0.627	Surowce
respect	0.927	0.344	0.758	Poszanowanie
respectability	0.875	0.407	0.912	poważanie
respectable	0.850	0.350	0.889	poważny
respected	0.908	0.441	0.853	szanowany
respectful	0.951	0.386	0.814	pełen szacunku
respecting	0.837	0.321	0.720	co do
respective	0.625	0.413	0.721	poszczególny
respects	0.840	0.387	0.824	wyrazy szacunku
respiration	0.760	0.377	0.669	oddychanie
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	oddechowy
respite	0.600	0.373	0.420	wytchnienie
resplendent	0.905	0.673	0.755	olśniewający
respond	0.573	0.435	0.594	reagować
respondent	0.449	0.455	0.480	pozwany
response	0.615	0.500	0.472	odpowiedź
responsibility	0.760	0.500	0.852	odpowiedzialność
responsible	0.837	0.527	0.833	odpowiedzialny
responsive	0.816	0.569	0.573	czuły
rest	0.907	0.167	0.300	reszta
restart	0.531	0.519	0.554	uruchom ponownie
restaurant	0.847	0.406	0.500	restauracja
rested	0.792	0.235	0.462	wypoczęty
restful	0.781	0.116	0.413	spokojny
restitution	0.583	0.542	0.643	restytucja
restless	0.219	0.810	0.304	niespokojny
restlessness	0.083	0.794	0.397	niepokój
restock	0.510	0.538	0.645	uzupełniania zapasów
restoration	0.755	0.426	0.734	przywrócenie
restorative	0.633	0.510	0.703	Naprawczy
restore	0.765	0.490	0.625	przywrócić
restored	0.892	0.410	0.728	odrestaurowany
restoring	0.820	0.490	0.783	przywracanie
restrain	0.134	0.696	0.434	powstrzymać się
restrained	0.354	0.590	0.509	powściągliwy
restraining	0.296	0.702	0.672	krępowanie
restraint	0.167	0.618	0.520	powściągliwość
restrict	0.115	0.539	0.577	ograniczać
restricted	0.276	0.500	0.407	ograniczony
restriction	0.130	0.590	0.569	ograniczenie
restrictive	0.215	0.596	0.500	ograniczający
restroom	0.653	0.279	0.267	ubikacja
result	0.812	0.490	0.652	wynik
resultant	0.670	0.441	0.637	wynikowy
resume	0.573	0.411	0.586	wznawiać
resumption	0.637	0.528	0.653	wznowienie
resurrect	0.781	0.725	0.817	wskrzesić
resurrection	0.708	0.740	0.759	zmartwychwstanie
resuscitate	0.531	0.696	0.818	reanimować
resuscitation	0.753	0.768	0.795	reanimacja
retail	0.510	0.353	0.411	sprzedaż
retailer	0.708	0.439	0.595	detalista
retain	0.367	0.451	0.630	zachować
retainer	0.396	0.422	0.356	wynajęcie
retaining	0.417	0.559	0.632	wspornikowy
retake	0.616	0.471	0.591	odzyskać
retaliate	0.111	0.812	0.595	zemścić się
retaliation	0.156	0.812	0.491	odwet
retaliatory	0.194	0.865	0.598	odwetowy
retard	0.194	0.347	0.222	opóźniać
retardation	0.125	0.360	0.155	opóźnienie
retarded	0.302	0.462	0.161	niedorozwinięty
retards	0.362	0.434	0.218	opóźniaczy
retention	0.344	0.490	0.558	zatrzymanie
retentive	0.439	0.482	0.491	trwały
rethink	0.480	0.423	0.583	przemyśleć ponownie
reticent	0.396	0.519	0.500	małomówny
retina	0.490	0.255	0.342	Siatkówka oka
retinal	0.531	0.343	0.475	siatkówkowy
retire	0.398	0.392	0.186	odchodzić
retired	0.270	0.259	0.301	na emeryturze
retirement	0.250	0.324	0.255	emerytura
retiring	0.408	0.376	0.214	ustępujący
retold	0.459	0.385	0.352	powtórz
retort	0.417	0.520	0.481	retorta
retrace	0.250	0.482	0.317	odtwarzać
retract	0.316	0.443	0.358	wycofać
retraction	0.312	0.491	0.427	wycofanie
retractor	0.354	0.590	0.557	rozwieracz
retreat	0.500	0.519	0.312	wycofać się
retrenchment	0.230	0.650	0.384	obwarowanie
retrial	0.500	0.577	0.593	ponowna rozprawa
retribution	0.625	0.490	0.708	zemsta
retrieval	0.700	0.440	0.704	wyszukiwanie
retrieve	0.740	0.576	0.705	odzyskać
retriever	0.459	0.500	0.464	aporter
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	działający wstecz
retrograde	0.208	0.464	0.415	wsteczny
retrospect	0.406	0.500	0.538	retrospekcja
retrospective	0.594	0.481	0.528	z mocą wsteczną
retrospectively	0.516	0.400	0.560	retrospektywnie
return	0.602	0.412	0.463	zwrócić
reunion	0.837	0.500	0.672	zjazd
reunite	0.656	0.550	0.657	ponownie połączyć
reunited	0.708	0.439	0.658	ponownie zjednoczony
rev	0.367	0.422	0.353	obrót silnika
reveal	0.493	0.637	0.526	ujawnić
revel	0.740	0.705	0.684	biesiada
revelation	0.879	0.500	0.865	objawienie
revelations	0.729	0.655	0.600	rewelacje
revels	0.827	0.683	0.647	biesiaduje
revenge	0.230	0.940	0.627	zemsta
revenue	0.873	0.510	0.854	przychód
reverberation	0.390	0.639	0.551	pogłos
revere	0.750	0.562	0.608	czcić
reverence	0.643	0.347	0.516	cześć
reverend	0.650	0.337	0.576	czcigodny
reverent	0.551	0.490	0.694	pełen szacunku
reverie	0.667	0.413	0.471	zaduma
reversal	0.380	0.510	0.591	odwrócenie
reverse	0.539	0.415	0.461	odwrócić
reversion	0.458	0.538	0.425	powrót
revert	0.380	0.451	0.519	Odwracać
reverting	0.562	0.385	0.544	cofanie się
review	0.667	0.408	0.636	recenzja
reviewer	0.562	0.344	0.500	recenzent
revise	0.500	0.469	0.509	poprawiać
revision	0.417	0.459	0.710	rewizja
revisit	0.552	0.530	0.509	odwiedzić ponownie
revival	0.823	0.664	0.597	odrodzenie
revive	0.676	0.780	0.778	wskrzesić
revocation	0.260	0.610	0.673	unieważnienie
revoke	0.251	0.696	0.737	unieważnić
revolt	0.343	0.878	0.658	bunt
revolting	0.102	0.690	0.300	oburzający
revolution	0.417	0.902	0.798	rewolucja
revolutionary	0.635	0.887	0.824	rewolucyjny
revolutionize	0.684	0.816	0.904	zrewolucjonizować
revolve	0.592	0.546	0.402	obracać się
revolver	0.194	0.796	0.750	rewolwer
revolving	0.602	0.570	0.580	obrotowy
revue	0.594	0.350	0.420	rewia
revulsion	0.104	0.765	0.343	wstręt
revving	0.604	0.875	0.879	wskrzeszenie
reward	0.948	0.694	0.783	nagroda
rewarding	0.958	0.637	0.783	satysfakcjonujący
rewind	0.460	0.551	0.431	przewijanie do tyłu
rewire	0.365	0.462	0.406	zmienić okablowanie
rewrite	0.490	0.500	0.434	przepisać
rhapsody	0.708	0.490	0.460	rapsodia
rhetoric	0.417	0.429	0.504	retoryka
rhetorical	0.417	0.569	0.635	retoryczny
rheumatism	0.219	0.472	0.418	reumatyzm
rhinestone	0.531	0.551	0.408	kryształ górski
rhino	0.531	0.549	0.555	nosorożec
rhinoceros	0.556	0.656	0.569	nosorożec
rhubarb	0.582	0.304	0.340	Rabarbar
rhyme	0.667	0.249	0.481	wierszyk
rhyming	0.729	0.410	0.500	rymowy
rhythm	0.771	0.759	0.573	rytm
rhythmic	0.714	0.642	0.664	rytmiczny
rhythmical	0.844	0.694	0.632	rytmiczny
rib	0.490	0.349	0.351	żebro
ribbed	0.365	0.378	0.409	żebrowany
ribbon	0.719	0.288	0.357	wstążka
rice	0.667	0.208	0.330	Ryż
rich	0.882	0.627	0.905	bogaty
riches	0.958	0.694	0.880	bogactwa
richness	0.896	0.833	0.922	bogactwo
rick	0.459	0.420	0.444	stóg
rickety	0.224	0.402	0.241	kulawy
rickshaw	0.438	0.594	0.402	riksza
ricochet	0.287	0.618	0.430	rykoszet
rid	0.194	0.408	0.327	eliminować
riddance	0.323	0.562	0.472	uwolnienie
riddle	0.521	0.583	0.543	zagadka
riddled	0.281	0.861	0.422	podziurawiony
ride	0.806	0.465	0.472	jeździć
rider	0.635	0.627	0.574	jeździec
ridge	0.484	0.402	0.349	grzbiet
ridicule	0.143	0.745	0.255	kpiny
ridiculed	0.112	0.806	0.212	wyśmiewany
ridiculous	0.159	0.594	0.245	śmieszny
riding	0.694	0.654	0.620	jazda konna
rife	0.570	0.561	0.692	rozpowszechniony
riff	0.521	0.551	0.343	Riff
riffraff	0.360	0.404	0.397	hołota
rifle	0.329	0.900	0.718	karabin
rifleman	0.245	0.863	0.767	strzelec
rifles	0.337	0.864	0.765	karabiny
rift	0.246	0.519	0.289	strzelanina
rig	0.542	0.382	0.746	takielunek
rigged	0.188	0.510	0.412	sfałszowany
rigging	0.510	0.518	0.440	olinowanie
right	0.740	0.352	0.710	prawo
righteous	0.823	0.385	0.790	sprawiedliwy
righteousness	0.802	0.660	0.897	prawość
rightful	0.837	0.358	0.821	prawowity
rightly	0.740	0.471	0.782	słusznie
righty	0.750	0.314	0.786	słusznie
rigid	0.357	0.552	0.591	sztywny
rigidity	0.198	0.530	0.726	sztywność
rigor	0.375	0.745	0.713	rygor
rigorous	0.438	0.818	0.847	rygorystyczny
rim	0.510	0.397	0.302	obręcz
rind	0.542	0.280	0.491	skórka
ring	0.677	0.427	0.464	dzwonić
ringer	0.573	0.604	0.347	dzwonnik
ringing	0.724	0.598	0.693	dzwonienie
ringleader	0.520	0.550	0.640	prowodyr
ringmaster	0.630	0.622	0.732	aranżer programu cyrkowego
ringside	0.500	0.644	0.411	pierwsze rzędy widowni
rink	0.551	0.392	0.392	lodowisko
rinse	0.663	0.168	0.409	płukanie
riot	0.061	0.946	0.586	zamieszki
rioting	0.156	0.949	0.560	zamieszki
riotous	0.163	0.837	0.588	rozbrykany
riots	0.099	0.882	0.564	zamieszki
rip	0.146	0.676	0.365	rozerwać
riparian	0.552	0.408	0.412	nadbrzeżny
ripe	0.671	0.337	0.670	dojrzały
ripen	0.755	0.373	0.671	dojrzewać
ripening	0.615	0.490	0.759	dojrzewanie
ripper	0.219	0.887	0.642	rozpruwacz
ripple	0.500	0.453	0.370	marszczyć
rippling	0.500	0.480	0.327	falujący
rise	0.667	0.593	0.745	wzrastać
rising	0.750	0.602	0.696	rosnący
risk	0.240	0.816	0.438	ryzyko
risky	0.224	0.922	0.700	ryzykowny
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	obrzęd
ritual	0.375	0.520	0.508	rytuał
ritualistic	0.450	0.583	0.540	rytualny
rival	0.286	0.605	0.574	rywalizować
rivalry	0.192	0.765	0.538	rywalizacja
river	0.688	0.392	0.605	rzeka
riverbank	0.684	0.300	0.330	Brzeg rzeki
riverbed	0.610	0.233	0.421	koryto rzeczne
riverboat	0.561	0.347	0.462	łódź rzeczna
rivet	0.458	0.306	0.405	nit
riveted	0.385	0.439	0.443	nitowany
riveting	0.448	0.544	0.394	nitowanie
roach	0.146	0.598	0.259	płoć
road	0.656	0.404	0.404	droga
roadblock	0.337	0.669	0.490	przeszkoda na drodze
roadhouse	0.500	0.620	0.458	zajazd
roadie	0.500	0.566	0.455	roadie
roadrage	0.458	0.567	0.565	przewóz
roadrunner	0.490	0.702	0.590	biegacz drogowy
roads	0.677	0.448	0.496	drogi
roadside	0.500	0.569	0.472	boczna droga
roadster	0.531	0.622	0.473	terenówka
roadtrip	0.677	0.596	0.519	podróż samochodem
roadway	0.562	0.206	0.509	jezdnia
roadworks	0.562	0.538	0.509	roboty drogowe
roam	0.510	0.550	0.444	wędrować
roar	0.427	0.816	0.675	ryk
roaring	0.449	0.817	0.634	ryk
roast	0.521	0.541	0.311	piec
roasted	0.615	0.520	0.339	pieczony
rob	0.112	0.840	0.500	obrabować
robber	0.135	0.772	0.481	bandyta
robbery	0.133	0.843	0.435	rozbój
robe	0.594	0.216	0.298	szata
robin	0.552	0.363	0.393	rudzik
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robota
robotics	0.592	0.600	0.763	robotyka
robust	0.667	0.604	0.719	solidny
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	głaz
rocker	0.615	0.704	0.625	biegun
rocket	0.664	0.824	0.774	rakieta
rocks	0.365	0.209	0.543	skały
rod	0.479	0.319	0.355	pręt
rodent	0.323	0.577	0.279	gryzoń
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	ikra
rogue	0.334	0.713	0.636	łobuz
role	0.552	0.260	0.464	rola
roll	0.469	0.510	0.172	rolka
roller	0.521	0.394	0.345	wałek
rollercoaster	0.802	0.910	0.651	kolejka górska
rollers	0.490	0.365	0.336	rolki
rollicking	0.878	0.806	0.552	hulaszczy
rolling	0.510	0.606	0.321	walcowanie
roman	0.615	0.475	0.639	rzymski
romance	0.980	0.682	0.587	romans
romantic	0.936	0.531	0.598	romantyczny
romanticism	0.854	0.521	0.593	romantyzm
romp	0.610	0.640	0.417	broić
roof	0.602	0.226	0.342	dach
rooftop	0.571	0.471	0.461	dach
rook	0.380	0.400	0.510	wieża
rookie	0.583	0.370	0.198	rekrut
room	0.729	0.283	0.445	Pokój
roomful	0.786	0.425	0.634	pokój
roommate	0.750	0.481	0.480	współlokator
rooms	0.677	0.241	0.386	pokoje
roomy	0.760	0.342	0.736	przestronny
roost	0.500	0.410	0.345	grzęda
rooster	0.459	0.385	0.275	kogut
root	0.602	0.279	0.508	źródło
root beer	0.582	0.520	0.415	piwo korzenne
rooted	0.510	0.527	0.718	ukorzeniony
rope	0.385	0.280	0.345	lina
ropes	0.458	0.304	0.402	liny
rosary	0.806	0.140	0.430	różaniec
rose	0.865	0.276	0.386	Róża
rosemary	0.688	0.381	0.425	rozmaryn
rosette	0.469	0.410	0.310	rozeta
roster	0.531	0.306	0.381	lista
rosy	0.940	0.528	0.755	różany
rot	0.031	0.558	0.301	gnić
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	obrotowy
rotate	0.458	0.470	0.492	obracać się
rotation	0.670	0.520	0.550	obrót
rote	0.561	0.481	0.696	uczenie się na pamięć
rotor	0.500	0.458	0.404	wirnik
rotten	0.104	0.590	0.327	zgniły
rotting	0.188	0.462	0.255	gnijący
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	róż
rough	0.406	0.794	0.632	surowy
roughly	0.448	0.539	0.463	mniej więcej
roughneck	0.323	0.640	0.491	chuligan
roughness	0.214	0.578	0.490	chropowatość
roulette	0.326	0.690	0.422	ruletka
round	0.552	0.434	0.311	okrągły
roundabout	0.490	0.425	0.495	rondo
rounded	0.592	0.391	0.396	bułczasty
roundup	0.520	0.580	0.474	podsumowanie
rouse	0.521	0.490	0.463	obudzić
rouser	0.480	0.540	0.423	podżegacz
rousing	0.714	0.517	0.692	porywający
rout	0.163	0.625	0.233	pogrom
route	0.583	0.353	0.518	trasa
routine	0.365	0.219	0.333	rutyna
rove	0.457	0.400	0.400	wędrować
rover	0.510	0.538	0.421	wędrowiec
roving	0.583	0.442	0.491	tułaczy
row	0.427	0.275	0.406	wiersz
rowboat	0.455	0.393	0.353	łódź wiosłowa
rowdy	0.255	0.900	0.518	hałaśliwy
rowing	0.458	0.443	0.467	wioślarstwo
royal	0.796	0.430	0.759	królewski
royalty	0.832	0.571	0.833	rodzina królewska
rub	0.521	0.565	0.400	pocierać
rubber	0.460	0.217	0.315	guma
rubbers	0.604	0.360	0.414	gumki
rubbing	0.406	0.569	0.440	tarcie
rubbish	0.198	0.454	0.164	śmieci
rubble	0.308	0.509	0.289	gruz
rubdown	0.561	0.491	0.404	zeskrobanie
rubric	0.427	0.260	0.500	rubryka
ruby	0.663	0.408	0.544	rubin
ruckus	0.271	0.706	0.411	zamieszanie
rudder	0.439	0.469	0.509	ster
ruddy	0.490	0.630	0.395	rumiany
rude	0.061	0.821	0.402	niegrzeczny
rudeness	0.280	0.819	0.692	grubiaństwo
rudimentary	0.286	0.321	0.509	prymitywny
rudiments	0.385	0.520	0.373	zasady
rue	0.323	0.394	0.246	żałować
rueful	0.173	0.429	0.225	smutny
ruff	0.365	0.510	0.375	batalion
ruffian	0.130	0.824	0.463	drab
ruffle	0.443	0.561	0.518	wzburzyć
rug	0.520	0.240	0.245	dywan
rugby	0.677	0.820	0.708	rugby
rugged	0.561	0.569	0.793	chropowaty
ruin	0.125	0.588	0.192	ruina
ruination	0.184	0.582	0.209	ruina
ruined	0.135	0.564	0.194	zrujnowany
ruinous	0.255	0.690	0.275	rujnujący
ruins	0.250	0.490	0.248	gruzy
rule	0.567	0.427	0.593	reguła
ruler	0.440	0.400	0.631	linijka
ruling	0.177	0.566	0.410	rządzący
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	huk
rummage	0.243	0.615	0.289	grzebać
rumor	0.255	0.582	0.282	plotka
rumored	0.427	0.604	0.318	podobno
rump	0.449	0.425	0.396	zad
rumpus	0.448	0.531	0.422	raban
run	0.542	0.787	0.543	biegać
runaround	0.448	0.519	0.349	biegać dookoła
runaway	0.271	0.770	0.402	uciec
rundown	0.520	0.296	0.465	zniszczony
runes	0.438	0.300	0.304	runy
rung	0.510	0.355	0.368	szczebel drabiny
runner	0.459	0.747	0.632	biegacz
running	0.730	0.858	0.442	działanie
running shoes	0.653	0.573	0.491	buty do biegania
runny	0.540	0.439	0.325	cieknący
runt	0.370	0.500	0.445	karzeł
runway	0.585	0.373	0.406	pas startowy
rupture	0.125	0.633	0.430	pęknięcie
rural	0.562	0.245	0.408	wiejski
ruse	0.531	0.640	0.546	podstęp
rush	0.406	0.809	0.546	wysypka
rushing	0.398	0.821	0.529	gwałtowny
rust	0.281	0.265	0.321	rdza
rusted	0.286	0.357	0.302	zardzewiały
rustic	0.369	0.657	0.491	rustykalny
rustle	0.333	0.538	0.394	szelest
rustler	0.281	0.830	0.429	koniokrad
rusty	0.271	0.345	0.231	zardzewiały
rut	0.333	0.310	0.392	rykowisko
ruth	0.469	0.427	0.444	litość
ruthless	0.208	0.850	0.670	bezwzględny
rye	0.490	0.298	0.411	żyto
sabbatical	0.771	0.240	0.427	szabasowy
saber	0.551	0.620	0.553	szabla
sable	0.449	0.596	0.500	sobole
sabotage	0.135	0.906	0.500	sabotaż
saboteur	0.250	0.804	0.407	sabotażysta
sac	0.344	0.245	0.226	worek
sack	0.385	0.337	0.264	worek
sacrament	0.690	0.316	0.700	sakrament
sacred	0.833	0.375	0.862	poświęcony
sacrifice	0.208	0.833	0.534	poświęcenie
sacrifices	0.281	0.717	0.538	ofiary
sacrificial	0.198	0.755	0.452	ofiarny
sacrilege	0.281	0.708	0.491	świętokradztwo
sacrilegious	0.146	0.736	0.449	świętokradczy
sad	0.225	0.333	0.149	smutny
sadday	0.520	0.418	0.411	smutny dzień
saddens	0.104	0.436	0.144	zasmuca
saddle	0.510	0.509	0.306	siodło
sadist	0.042	0.918	0.500	sadysta
sadistic	0.031	0.906	0.618	sadystyczny
sadly	0.047	0.255	0.216	niestety
sadness	0.052	0.288	0.164	smutek
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	bezpieczny
safeguard	0.786	0.624	0.700	zabezpieczenie
safekeeping	0.653	0.510	0.586	przechowanie
safety	0.708	0.491	0.868	bezpieczeństwo
saffron	0.443	0.373	0.349	Szafran
sag	0.153	0.578	0.445	zwis
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	szałwia
saggy	0.370	0.429	0.300	obwisłe
sail	0.615	0.220	0.325	żagiel
sailboat	0.719	0.392	0.381	żaglówka
sailing	0.667	0.520	0.500	Żeglarstwo
sailor	0.500	0.588	0.500	marynarz
saint	0.812	0.240	0.693	święty
sainted	0.708	0.296	0.676	święty
saintly	0.865	0.286	0.591	świętobliwy
sake	0.490	0.573	0.407	wzgląd
salad	0.750	0.260	0.307	Sałatka
salamander	0.410	0.362	0.309	salamandra
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	pensja
sale	0.647	0.602	0.573	wyprzedaż
salesgirl	0.582	0.490	0.605	sprzedawczyni
salesman	0.643	0.559	0.664	sprzedawca
