English Word	Valence	Arousal	Dominance	Spanish Word
tamer	0.385	0.783	0.815	domador
taming	0.569	0.514	0.575	domadura
tamper	0.184	0.802	0.545	manosear
tampon	0.396	0.394	0.345	tampón
tan	0.643	0.460	0.444	broncearse
tandem	0.552	0.406	0.485	tándem
tang	0.594	0.383	0.340	Espiga
tangent	0.573	0.373	0.454	tangente
tangerine	0.571	0.271	0.395	Mandarina
tangible	0.646	0.350	0.679	tangible
tangle	0.354	0.545	0.254	enredo
tangled	0.260	0.539	0.316	enredado
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tanque
tank top	0.610	0.371	0.371	Camiseta sin mangas
tanker	0.520	0.647	0.713	petrolero
tanned	0.615	0.550	0.491	bronceado
tantalizing	0.525	0.788	0.625	tentador
tantamount	0.633	0.288	0.670	equivalente
tantrum	0.219	0.817	0.404	berrinche
taoism	0.490	0.250	0.456	taoísmo
tap	0.461	0.370	0.349	tocar
tape	0.531	0.277	0.254	cinta
tape measure	0.406	0.250	0.360	cinta métrica
taper	0.541	0.410	0.415	afilar
tapering	0.344	0.380	0.237	estrechándose
tapestry	0.520	0.176	0.362	tapiz
tapeworm	0.357	0.334	0.331	tenia
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	grifos
tar	0.438	0.440	0.570	alquitrán
tarantula	0.260	0.718	0.544	tarántula
tardiness	0.296	0.452	0.260	tardanza
tardy	0.204	0.592	0.293	tardío
target	0.633	0.573	0.798	objetivo
targeted	0.573	0.537	0.573	dirigido
targeting	0.510	0.420	0.580	apuntando
tariff	0.459	0.402	0.491	arancel
tarmac	0.357	0.302	0.398	pista
tarnish	0.204	0.441	0.342	deslustre
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	lona
tarry	0.392	0.413	0.388	alquitranado
tart	0.719	0.380	0.219	tarta
tartan	0.448	0.423	0.389	tartán
tartar	0.214	0.351	0.212	sarro
task	0.550	0.353	0.500	tarea
tassel	0.552	0.330	0.307	borla
taste	0.802	0.406	0.465	gusto
tasteful	0.918	0.458	0.625	de buen gusto
tasteless	0.146	0.196	0.148	insípido
tasting	0.781	0.603	0.600	saboreo
tasty	0.959	0.786	0.555	sabroso
tat	0.429	0.380	0.404	hacer encaje
tattler	0.417	0.530	0.434	hablador
tattletale	0.633	0.406	0.317	chismoso
tattoo	0.490	0.602	0.525	tatuaje
taught	0.814	0.481	0.642	enseñó
taunt	0.083	0.696	0.355	pulla
taupe	0.406	0.340	0.386	gris pardo
taut	0.432	0.704	0.457	tenso
tavern	0.516	0.577	0.475	taberna
tawdry	0.375	0.510	0.398	cursi
tawny	0.551	0.398	0.400	leonado
tax	0.260	0.481	0.534	impuesto
taxed	0.255	0.456	0.500	gravado
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	Taxi
taxonomy	0.370	0.410	0.630	taxonomía
taxpayer	0.592	0.528	0.647	contribuyente
tea	0.698	0.163	0.370	té
teach	0.840	0.510	0.852	enseñar
teacher	0.760	0.404	0.885	profesor
teaching	0.822	0.444	0.736	enseñando
teacup	0.633	0.135	0.277	taza para té
teahouse	0.802	0.314	0.288	casa de te
teal	0.540	0.293	0.321	verde azulado
team	0.708	0.461	0.688	equipo
teamjesus	0.673	0.453	0.536	equipojesus
teammate	0.865	0.449	0.660	compañero de equipo
teamwork	0.918	0.490	0.773	trabajo en equipo
teapot	0.479	0.110	0.309	tetera
tear	0.404	0.620	0.327	lágrima
tearful	0.208	0.500	0.184	lloroso
tearsofjoy	0.926	0.740	0.455	lagrimas de alegria
teary	0.167	0.473	0.216	lloroso
tease	0.317	0.790	0.432	fastidiar
teaser	0.510	0.558	0.534	rompecabezas
teasing	0.235	0.725	0.352	broma
teaspoon	0.521	0.330	0.221	cucharilla
teat	0.612	0.469	0.328	pezón
teatime	0.847	0.159	0.339	la hora del té
tech	0.684	0.491	0.732	tecnología
technical	0.510	0.490	0.736	técnico
technicality	0.632	0.471	0.661	tecnicismo
technician	0.592	0.510	0.713	técnico
technique	0.760	0.414	0.593	técnica
techno	0.561	0.539	0.500	tecno
technological	0.680	0.452	0.815	tecnológico
technology	0.776	0.490	0.825	tecnología
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	oso de peluche
tedious	0.104	0.406	0.241	tedioso
tedium	0.224	0.331	0.298	tedio
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	repleto
teen	0.729	0.531	0.568	adolescente
teenager	0.781	0.593	0.527	adolescente
teens	0.653	0.660	0.440	adolescentes
teensy	0.520	0.427	0.347	pequeñito
teeny	0.427	0.418	0.216	chiquitín
teeth	0.520	0.388	0.427	dientes
teething	0.396	0.471	0.474	dentición
teflon	0.354	0.245	0.434	teflón
telegram	0.561	0.542	0.550	telegrama
telegraph	0.594	0.423	0.400	telégrafo
telekinesis	0.582	0.646	0.667	telequinesia
telemetry	0.460	0.382	0.611	telemetría
telepathic	0.602	0.490	0.642	telepático
telepathy	0.594	0.510	0.588	telepatía
telephone	0.694	0.520	0.425	teléfono
telescope	0.531	0.340	0.500	telescopio
telescopic	0.490	0.290	0.660	telescópico
telethon	0.643	0.641	0.473	teletón
teletype	0.532	0.392	0.455	teletipo
televised	0.625	0.519	0.518	televisado
television	0.633	0.391	0.547	televisión
tell	0.551	0.350	0.457	decir
teller	0.500	0.395	0.443	cajero
telling	0.719	0.441	0.527	narración
telltale	0.240	0.663	0.426	indicador
temp	0.490	0.440	0.314	temperatura
temper	0.633	0.623	0.818	temperamento
tempera	0.458	0.318	0.245	pintura al temple
temperament	0.420	0.625	0.703	temperamento
temperamental	0.316	0.774	0.608	temperamental
temperance	0.500	0.294	0.639	templanza
temperate	0.469	0.394	0.593	templado
temperature	0.521	0.559	0.473	la temperatura
tempered	0.583	0.437	0.667	templado
tempest	0.245	0.843	0.653	tempestad
template	0.479	0.311	0.411	modelo
temple	0.612	0.269	0.660	templo
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	temporal
temporarily	0.500	0.365	0.373	temporalmente
temporary	0.458	0.415	0.324	temporario
tempt	0.210	0.677	0.500	tentar
temptation	0.365	0.817	0.560	tentación
tempting	0.615	0.740	0.519	tentador
temptress	0.427	0.787	0.667	tentadora
ten	0.562	0.260	0.406	diez
tenable	0.741	0.412	0.636	sostenible
tenacious	0.724	0.658	0.692	tenaz
tenacity	0.740	0.657	0.889	tenacidad
tenancy	0.500	0.458	0.605	tenencia
tenant	0.385	0.360	0.398	inquilino
tend	0.604	0.398	0.412	tender
tendency	0.684	0.500	0.675	tendencia
tender	0.630	0.520	0.509	tierno
tenderfoot	0.469	0.421	0.438	principiante
tenderness	0.949	0.276	0.367	sensibilidad
tending	0.622	0.556	0.594	cuidando
tendon	0.341	0.271	0.463	tendón
tenement	0.470	0.384	0.550	vivienda
tenet	0.667	0.333	0.636	principio
tenets	0.734	0.357	0.667	principios
tenfold	0.469	0.418	0.500	décuplo
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	tiempo
tensile	0.458	0.510	0.618	de tensión
tension	0.304	0.810	0.529	tensión
tent	0.510	0.275	0.333	tienda
tentacle	0.370	0.559	0.398	tentáculo
tentative	0.582	0.657	0.534	tentativo
tenth	0.510	0.349	0.382	décimo
tenths	0.406	0.294	0.284	décimas
tenuous	0.398	0.263	0.276	tenue
tenure	0.615	0.472	0.611	tenencia
tepee	0.500	0.337	0.373	tipi
tepid	0.337	0.327	0.237	tibio
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	término
terminal	0.316	0.434	0.483	Terminal
terminate	0.171	0.410	0.441	Terminar
termination	0.344	0.472	0.545	terminación
terminator	0.370	0.663	0.737	terminador
terminology	0.612	0.284	0.566	terminología
terminus	0.281	0.382	0.615	término
termite	0.265	0.480	0.408	termita
terms	0.490	0.362	0.645	términos
tern	0.573	0.365	0.309	golondrina de mar
ternary	0.550	0.406	0.480	ternario
terrace	0.615	0.269	0.411	terraza
terrain	0.540	0.300	0.472	terreno
terrestrial	0.542	0.413	0.582	terrestre
terrible	0.061	0.849	0.604	horrible
terribly	0.061	0.731	0.430	terriblemente
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	fantástico
terrified	0.090	0.902	0.387	aterrorizado
terrifies	0.083	0.923	0.500	aterroriza
terrify	0.052	0.889	0.509	aterrorizar
terrifying	0.031	0.836	0.602	espantoso
territorial	0.405	0.600	0.766	territorial
territory	0.625	0.469	0.676	territorio
terror	0.069	0.902	0.415	terror
terrorism	0.060	0.971	0.673	terrorismo
terrorist	0.019	0.930	0.679	terrorista
terrorists	0.062	0.967	0.688	terroristas
terrorize	0.041	0.907	0.577	aterrorizar
terse	0.542	0.393	0.409	breve
tertiary	0.500	0.350	0.431	terciario
test	0.449	0.500	0.509	prueba
testament	0.594	0.420	0.806	testamento
testicle	0.458	0.651	0.410	testículo
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	testificar
testimonial	0.541	0.538	0.750	testimonial
testimony	0.615	0.578	0.643	testimonio
testosterone	0.573	0.840	0.775	testosterona
testy	0.135	0.640	0.357	irascible
tetanus	0.133	0.577	0.368	tétanos
tether	0.323	0.620	0.407	atar
tethered	0.260	0.472	0.351	atado
tetrahedral	0.595	0.468	0.423	tetraédrico
text	0.604	0.157	0.402	texto
textbook	0.622	0.235	0.526	libro de texto
textile	0.604	0.235	0.395	textil
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	textura
tgif	0.542	0.471	0.436	gif
thank	0.958	0.353	0.526	gracias
thankful	0.969	0.344	0.714	agradecido
thankgod	0.823	0.451	0.466	gracias a Dios
thanking	0.917	0.538	0.658	agradeciendo
thankless	0.146	0.500	0.497	ingrato
thanks	0.918	0.472	0.461	Gracias
thanksalot	0.908	0.428	0.525	muchas gracias
thanksgiving	0.927	0.449	0.637	acción de gracias
thankyougod	0.900	0.446	0.651	gracias Dios
thankyoujesus	0.878	0.406	0.604	gracias Jesús
thankyoulord	0.809	0.388	0.466	gracias Señor
thatch	0.337	0.245	0.161	paja
thatmoment	0.667	0.389	0.340	ese momento
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	deshielo
theater	0.760	0.635	0.516	teatro
theatrical	0.720	0.690	0.546	teatral
theatrics	0.694	0.539	0.486	teatro
thebest	0.760	0.596	0.719	lo mejor
theft	0.135	0.867	0.394	robo
theism	0.460	0.431	0.481	teísmo
theistic	0.397	0.365	0.509	teísta
thelife	0.688	0.566	0.629	la vida
thelittlethings	0.571	0.240	0.324	las pequeñas cosas
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teocracia
theocratic	0.380	0.480	0.605	teocrático
theologian	0.521	0.304	0.759	teólogo
theological	0.480	0.363	0.683	teológico
theology	0.448	0.330	0.711	teología
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teórico
theory	0.583	0.314	0.529	teoría
therapeutic	0.625	0.275	0.680	terapéutico
therapeutics	0.552	0.343	0.625	terapéutica
therapist	0.468	0.430	0.679	terapeuta
therapy	0.490	0.353	0.607	terapia
thereabouts	0.427	0.365	0.285	aproximadamente
thereof	0.542	0.265	0.281	del mismo
therewith	0.462	0.317	0.398	con eso
thermal	0.480	0.360	0.509	térmico
thermocouple	0.406	0.406	0.422	par termoeléctrico
thermodynamics	0.510	0.594	0.678	termodinámica
thermometer	0.400	0.327	0.473	termómetro
thermos	0.582	0.255	0.328	termo
thermostat	0.439	0.480	0.321	termostato
thesaurus	0.520	0.480	0.509	Tesauro
thesis	0.583	0.582	0.552	tesis
thick	0.449	0.433	0.596	grueso
thicken	0.406	0.398	0.509	espesar
thickening	0.448	0.355	0.434	espesamiento
thicket	0.385	0.373	0.324	matorral
thickness	0.552	0.370	0.443	espesor
thief	0.088	0.888	0.443	ladrón
thigh	0.469	0.433	0.588	muslo
thimble	0.490	0.192	0.218	dedal
thin	0.469	0.337	0.356	delgada
thing	0.449	0.222	0.260	cosa
things	0.519	0.250	0.368	cosas
thingy	0.458	0.312	0.158	cosita
think	0.786	0.408	0.618	pensar
thinker	0.706	0.386	0.764	pensador
thinking	0.720	0.308	0.595	pensando
third	0.551	0.187	0.304	tercera
thirds	0.402	0.327	0.345	tercios
thirst	0.298	0.519	0.307	sed
thirsty	0.281	0.660	0.310	sediento
thirteen	0.459	0.385	0.331	trece
thirteenth	0.408	0.330	0.425	decimotercero
thirty	0.562	0.349	0.316	treinta
thistle	0.427	0.423	0.357	cardo
thither	0.500	0.270	0.316	allá
thong	0.467	0.596	0.269	correa
thorn	0.296	0.541	0.427	espina
thorny	0.177	0.690	0.500	espinoso
thorough	0.467	0.350	0.558	exhaustivo
thoroughbred	0.669	0.740	0.716	pura sangre
thoroughfare	0.582	0.481	0.490	vía pública
thought	0.780	0.315	0.571	pensamiento
thoughtful	0.667	0.290	0.527	reflexivo
thoughtfulness	0.867	0.269	0.667	consideración
thoughtless	0.194	0.580	0.452	desconsiderado
thoughts	0.745	0.382	0.691	pensamientos
thousand	0.663	0.355	0.480	mil
thrash	0.260	0.510	0.472	movimiento de piernas
thread	0.646	0.184	0.209	hilo
threat	0.135	0.865	0.667	amenaza
threaten	0.104	0.958	0.590	amenazar
threatened	0.052	0.928	0.354	amenazado
threatening	0.071	0.875	0.652	amenazante
three	0.653	0.225	0.377	Tres
threefold	0.521	0.400	0.534	triple
threesome	0.490	0.676	0.560	grupo de tres
thresh	0.490	0.417	0.500	trillar
threshold	0.531	0.519	0.575	límite
thrice	0.469	0.442	0.462	tres veces
thrift	0.760	0.217	0.649	ahorro
thrifty	0.604	0.380	0.676	ahorrativo
thrill	0.888	0.837	0.711	emoción
thrilled	0.898	0.818	0.807	encantado
thriller	0.490	0.796	0.645	suspenso
thrilling	0.930	0.827	0.782	emocionante
thrive	0.948	0.529	0.772	prosperar
thriving	0.865	0.521	0.779	prosperando
throat	0.350	0.538	0.346	garganta
throb	0.500	0.673	0.556	palpitar
throbbing	0.645	0.808	0.491	palpitante
throes	0.146	0.760	0.235	agonía
throne	0.724	0.606	0.887	trono
throng	0.480	0.810	0.706	multitud
throttle	0.562	0.804	0.750	acelerador
throw	0.344	0.770	0.623	lanzar
throwback	0.280	0.454	0.356	reversión
thrower	0.470	0.690	0.717	lanzador
thrown	0.500	0.550	0.619	arrojado
thrush	0.306	0.490	0.454	tordo
thrust	0.510	0.647	0.663	empuje
thruster	0.698	0.812	0.719	propulsor
thud	0.255	0.686	0.620	ruido sordo
thug	0.240	0.882	0.667	matón
thumb	0.673	0.271	0.361	pulgar
thumbprint	0.510	0.347	0.451	impresión del pulgar
thump	0.280	0.792	0.608	golpear
thumper	0.354	0.623	0.457	golpeador
thumping	0.214	0.755	0.566	descomunal
thunder	0.296	0.916	0.526	trueno
thunderbolt	0.418	0.719	0.642	rayo
thunderclap	0.390	0.833	0.607	tronido
thundering	0.337	0.778	0.700	tremendo
thunderstorm	0.135	0.860	0.784	tormenta
thunderstruck	0.194	0.716	0.509	atónito
thwart	0.281	0.684	0.409	frustrar
thx	0.562	0.425	0.461	gracias
thyme	0.561	0.255	0.325	tomillo
thyroid	0.234	0.455	0.373	tiroides
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	garrapata
ticked	0.469	0.386	0.455	marcado
ticker	0.479	0.471	0.509	corazón
ticket	0.684	0.387	0.434	boleto
tickle	0.760	0.727	0.342	cosquillas
tickled	0.755	0.707	0.364	cosquillas
ticklish	0.823	0.814	0.345	cosquilloso
tidal	0.592	0.539	0.519	de marea
tidal wave	0.240	0.894	0.736	marea
tidbit	0.552	0.382	0.385	golosina
tide	0.541	0.556	0.420	marea
tidings	0.610	0.510	0.694	noticias
tidy	0.760	0.208	0.647	ordenado
tie	0.663	0.464	0.431	Corbata
tier	0.520	0.245	0.560	nivel
tiff	0.531	0.415	0.343	pelea
tiger	0.479	0.765	0.664	Tigre
tighten	0.388	0.487	0.627	apretar
tightness	0.344	0.606	0.759	opresión
tightrope	0.354	0.653	0.279	cuerda de equilibrista
tights	0.583	0.343	0.269	medias
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	teja
tiling	0.600	0.330	0.315	embaldosado
till	0.490	0.327	0.319	hasta
tillage	0.552	0.591	0.540	labranza
tiller	0.448	0.410	0.290	caña del timón
tilt	0.365	0.549	0.463	inclinación
tilting	0.459	0.384	0.340	inclinación
timber	0.332	0.202	0.386	madera
timberland	0.550	0.415	0.571	tierra de madera
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	tiempo
timeless	0.408	0.468	0.583	eterno
timeliness	0.760	0.404	0.582	oportunidad
timely	0.865	0.387	0.591	oportuno
timeout	0.344	0.433	0.322	se acabó el tiempo
timepiece	0.650	0.279	0.461	reloj
timer	0.469	0.433	0.500	Temporizador
times	0.490	0.279	0.439	veces
timetable	0.561	0.189	0.491	calendario
timewasters	0.391	0.535	0.291	Perdedores de tiempo
timid	0.327	0.276	0.132	tímido
timidity	0.333	0.358	0.153	timidez
timing	0.521	0.311	0.577	momento
tin	0.469	0.370	0.217	estaño
tincture	0.440	0.360	0.402	tintura
tine	0.438	0.373	0.284	púa
tinfoil	0.448	0.284	0.311	papel de estaño
tinge	0.469	0.292	0.264	tinte
tingle	0.460	0.560	0.264	hormigueo
tingling	0.427	0.615	0.340	hormigueo
tinker	0.396	0.528	0.275	gitano
tinkering	0.531	0.490	0.448	retocando
tinkle	0.562	0.529	0.356	tintinear
tinkling	0.612	0.530	0.324	campanilleo
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	oropel
tint	0.582	0.292	0.273	tinte
tiny	0.479	0.196	0.125	diminuto
tip	0.708	0.221	0.518	propina
tipper	0.427	0.571	0.431	volquete
tipster	0.490	0.462	0.490	informante
tipsy	0.510	0.625	0.570	achispado
tiptoe	0.510	0.490	0.407	punta del pie
tirade	0.378	0.587	0.532	diatriba
tire	0.438	0.385	0.381	neumático
tired	0.125	0.317	0.191	cansado
tiredness	0.387	0.408	0.242	cansancio
tiredofit	0.300	0.270	0.204	cansado de ello
tireless	0.657	0.750	0.645	incansable
tiresome	0.240	0.542	0.153	cansado
tiring	0.153	0.510	0.176	agotador
tissue	0.558	0.236	0.345	tejido
tistheseason	0.646	0.548	0.435	tisthetemporada
tit	0.402	0.539	0.388	teta
titan	0.598	0.653	0.811	titán
titanic	0.427	0.786	0.795	titánico
titanium	0.520	0.470	0.704	titanio
tithe	0.507	0.276	0.385	diezmo
title	0.708	0.356	0.574	título
titled	0.677	0.240	0.658	noble
titty	0.561	0.548	0.294	teta
titular	0.704	0.385	0.760	titular
toad	0.302	0.452	0.196	sapo
toast	0.740	0.382	0.356	tostada
toaster	0.542	0.337	0.387	tostadora
toasty	0.698	0.461	0.396	tostado
tobacco	0.327	0.546	0.387	tabaco
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	Este Dia
toddler	0.812	0.469	0.368	niño pequeño
toe	0.406	0.221	0.293	dedo del pie
toenail	0.530	0.380	0.306	uña del dedo del pie
toffee	0.658	0.510	0.396	caramelo
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	juntos
togetherness	0.906	0.360	0.635	unión
toil	0.558	0.510	0.583	esfuerzo
toilet	0.490	0.290	0.233	inodoro
toils	0.480	0.710	0.482	fatigas
token	0.510	0.418	0.414	simbólico
tolerable	0.750	0.350	0.374	tolerable
tolerance	0.875	0.206	0.649	tolerancia
tolerant	0.765	0.192	0.618	tolerante
tolerate	0.724	0.430	0.588	tolerar
toleration	0.776	0.442	0.727	tolerancia
toll	0.296	0.422	0.453	peaje
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomate
tomatoes	0.615	0.240	0.272	Tomates
tomb	0.112	0.500	0.343	tumba
tombstone	0.204	0.441	0.311	lápida sepulcral
tomcat	0.520	0.412	0.386	gato
tome	0.429	0.316	0.492	a mi
tomorrow	0.792	0.377	0.407	mañana
ton	0.560	0.418	0.604	tonelada
tone	0.551	0.355	0.411	tono
toner	0.448	0.300	0.368	virador
tong	0.475	0.480	0.370	lengua
tongs	0.500	0.459	0.321	tenazas
tongue	0.542	0.432	0.482	lengua
tonic	0.541	0.360	0.500	tónico
tonnage	0.323	0.382	0.590	tonelaje
tonsils	0.347	0.373	0.283	anginas
toocold	0.420	0.550	0.379	muy frío
tool	0.490	0.350	0.594	herramienta
toolbox	0.531	0.316	0.472	caja de herramientas
tooling	0.510	0.406	0.634	estampación
toomuchtodo	0.420	0.688	0.355	demasiadas cosas que hacer
toot	0.500	0.481	0.373	sonar
tooth	0.439	0.250	0.367	diente
toothache	0.188	0.853	0.412	dolor de muelas
toothbrush	0.517	0.330	0.321	cepillo de dientes
toothed	0.449	0.394	0.352	dentado
toothless	0.312	0.541	0.272	sin dientes
toothpaste	0.510	0.290	0.371	pasta dental
toothpick	0.561	0.216	0.185	palillo de dientes
toots	0.552	0.480	0.451	pitidos
top	0.760	0.400	0.554	parte superior
topaz	0.643	0.325	0.384	topacio
topic	0.520	0.276	0.427	tema
topical	0.561	0.340	0.500	actual
topless	0.625	0.765	0.414	top-less
topographic	0.604	0.378	0.558	topográfico
topographical	0.438	0.350	0.538	topográfico
topography	0.469	0.357	0.506	topografía
topple	0.198	0.820	0.573	derrocar
topside	0.708	0.466	0.598	lado superior
tor	0.337	0.430	0.418	colina
torch	0.531	0.630	0.545	antorcha
torment	0.057	0.750	0.387	tormento
tormented	0.071	0.855	0.323	atormentado
torn	0.153	0.510	0.283	Rasgado
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	esfuerzo de torsión
torrent	0.541	0.745	0.676	torrente
torrid	0.281	0.625	0.517	tórrido
torsion	0.312	0.651	0.402	torsión
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	agravio
tortious	0.312	0.724	0.491	tortuoso
tortoise	0.673	0.078	0.250	tortuga
tortuous	0.194	0.755	0.382	tortuoso
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	torturado
toss	0.418	0.725	0.575	sacudida
tot	0.602	0.431	0.311	nene
total	0.771	0.286	0.714	total
totality	0.688	0.443	0.717	totalidad
totally	0.820	0.422	0.702	totalmente
tote	0.510	0.398	0.625	totalizador
totem	0.639	0.350	0.571	tótem
touch	0.646	0.477	0.455	tocar
touchdown	0.667	0.770	0.586	aterrizaje
touched	0.592	0.380	0.404	tocado
touching	0.760	0.439	0.491	conmovedor
touchy	0.323	0.510	0.343	quisquilloso
tough	0.344	0.588	0.742	pese
toughen	0.458	0.683	0.711	endurecer
toughness	0.552	0.618	0.837	tenacidad
toupee	0.323	0.270	0.324	peluquín
tour	0.663	0.545	0.543	recorrido
tourism	0.823	0.531	0.545	turismo
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	turmalina
tournament	0.694	0.740	0.611	torneo
tourniquet	0.335	0.521	0.398	torniquete
tout	0.480	0.538	0.375	revendedor
tow	0.531	0.500	0.508	remolcar
towel	0.630	0.208	0.286	toalla
tower	0.606	0.380	0.644	torre
towering	0.500	0.690	0.806	imponente
town	0.551	0.299	0.627	pueblo
townhouse	0.622	0.400	0.443	casa adosada
township	0.531	0.292	0.667	municipio
townspeople	0.677	0.466	0.569	gente del pueblo
toxic	0.008	0.885	0.492	tóxico
toxicity	0.104	0.865	0.491	toxicidad
toxicology	0.302	0.736	0.574	toxicología
toxin	0.115	0.654	0.456	toxina
toy	0.878	0.420	0.275	juguete
toymaker	0.755	0.510	0.536	creador de juguetes
