English Word	Valence	Arousal	Dominance	Lao Word
typical	0.635	0.206	0.426	ປົກກະຕິ
typically	0.569	0.377	0.559	ໂດຍປົກກະຕິ
typist	0.551	0.559	0.528	ຊ່າງພິມດີດ
typo	0.224	0.415	0.255	ພິມຜິດ
typography	0.480	0.334	0.574	ຕົວພິມ
tyrannical	0.167	0.860	0.731	ຂົ່ມເຫັງ
tyranny	0.112	0.792	0.705	ການປົກຄອງ
tyrant	0.115	0.850	0.683	tyrant
tyre	0.480	0.358	0.407	ຢາງ
ubiquitous	0.635	0.571	0.884	ຢູ່ທົ່ວທຸກແຫ່ງ
ubiquity	0.578	0.490	0.595	ສະຖານທີ່
ugliness	0.094	0.407	0.267	ຄວາມຂີ້ຮ້າຍ
ugly	0.167	0.630	0.254	ຂີ້ຮ້າຍ
uhoh	0.320	0.622	0.284	ໂອ້
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ແຜ
ulterior	0.375	0.509	0.490	ພາຍນອກ
ultimate	0.648	0.645	0.544	ສຸດຍອດ
ultimately	0.385	0.480	0.558	ໃນທີ່ສຸດ
ultimatum	0.219	0.855	0.837	ສຸດທ້າຍ
ultimo	0.375	0.363	0.300	ສຸດທ້າຍ
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	ທ້ອງ
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	ຄັນຮົ່ມ
umpire	0.520	0.592	0.755	ຜູ້ຕັດສິນ
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	ບໍ່ສະບາຍ
unabated	0.532	0.420	0.466	ບໍ່​ຢຸດ​ເຊົາ
unable	0.132	0.459	0.193	ບໍ່ສາມາດ
unacceptable	0.133	0.479	0.330	ຍອມຮັບບໍ່ໄດ້
unaccompanied	0.292	0.376	0.297	ບໍ່ພ້ອມ
unaccountable	0.180	0.600	0.543	ບໍ່ມີຄວາມຮັບຜິດຊອບ
unaccounted	0.410	0.338	0.361	ບໍ່ມີບັນຊີ
unacknowledged	0.240	0.269	0.116	ບໍ່ຮັບຮູ້
unadulterated	0.570	0.420	0.528	ບໍ່ມີການເສີບ
unaffected	0.542	0.265	0.571	ບໍ່ໄດ້ຮັບຜົນກະທົບ
unafraid	0.500	0.520	0.655	ບໍ່ຕ້ອງຢ້ານ
unaided	0.290	0.410	0.336	ບໍ່ໄດ້ຊ່ວຍ
unaltered	0.571	0.269	0.598	ບໍ່ປ່ຽນແປງ
unambiguous	0.406	0.390	0.578	ບໍ່ຊັດເຈນ
unanimity	0.490	0.407	0.706	ເອກະພາບ
unanimous	0.656	0.380	0.682	ເປັນເອກກະພາບ
unanimously	0.686	0.333	0.738	ເປັນເອກກະພາບ
unannounced	0.240	0.588	0.291	ບໍ່ໄດ້ປະກາດ
unanswered	0.276	0.361	0.219	ບໍ່ມີຄຳຕອບ
unanticipated	0.255	0.775	0.327	ຄາດ​ບໍ່​ໄດ້
unappreciated	0.143	0.431	0.209	ບໍ່ຮູ້ຈັກ
unapproved	0.184	0.471	0.254	ບໍ່ໄດ້ຮັບການອະນຸມັດ
unarmed	0.427	0.420	0.241	ບໍ່ມີອາວຸດ
unassisted	0.302	0.320	0.211	ບໍ່​ໄດ້​ຮັບ​ການ​ຊ່ວຍ​ເຫຼືອ​
unassuming	0.490	0.230	0.471	ບໍ່ສົມມຸດຕິຖານ
unattached	0.192	0.439	0.283	ບໍ່ຕິດ
unattainable	0.220	0.635	0.571	ບໍ່ສາມາດບັນລຸໄດ້
unattended	0.255	0.400	0.167	ບໍ່ໄດ້ເອົາໃຈໃສ່
unattractive	0.177	0.307	0.208	ບໍ່ງາມ
unauthorized	0.260	0.448	0.259	ບໍ່ໄດ້ຮັບອະນຸຍາດ
unavailable	0.323	0.281	0.159	ບໍ່ສາມາດໃຊ້ໄດ້
unavoidable	0.350	0.580	0.445	ຫຼີກລ່ຽງບໍ່ໄດ້
unaware	0.208	0.355	0.310	ບໍ່ຮູ້
unbalanced	0.302	0.596	0.343	ບໍ່ສົມດຸນ
unbearable	0.125	0.798	0.447	ທົນບໍ່ໄດ້
unbeatable	0.735	0.719	0.681	unbeatable
unbeaten	0.854	0.760	0.828	ບໍ່ເຄີຍເສຍ
unbecoming	0.123	0.471	0.288	unbecoming
unbelief	0.265	0.582	0.407	ຄວາມບໍ່ເຊື່ອຖື
unbelievable	0.771	0.790	0.717	ບໍ່ໜ້າເຊື່ອ
unbiased	0.625	0.378	0.618	ບໍ່ເປັນກາງ
unborn	0.312	0.300	0.216	ບໍ່ເກີດ
unbound	0.354	0.402	0.283	ບໍ່ຜູກມັດ
unbounded	0.646	0.600	0.736	ບໍ່ມີຂອບເຂດ
unbreakable	0.653	0.573	0.759	ບໍ່ແຕກ
unbridled	0.396	0.759	0.448	unbridled
unbroken	0.550	0.224	0.602	ບໍ່ແຕກ
unbutton	0.479	0.539	0.311	ປົດປຸ່ມ
uncalled	0.344	0.294	0.222	ບໍ່ໄດ້ເອີ້ນ
uncanny	0.469	0.461	0.430	uncanny
uncaring	0.177	0.245	0.321	ບໍ່ສົນໃຈ
uncensured	0.438	0.649	0.509	uncensured
uncertain	0.363	0.500	0.164	ບໍ່ແນ່ນອນ
uncertainty	0.064	0.494	0.282	ຄວາມບໍ່ແນ່ນອນ
unchallenged	0.552	0.394	0.545	ບໍ່ທ້າທາຍ
unchangeable	0.375	0.442	0.709	ປ່ຽນແປງບໍ່ໄດ້
unchanged	0.490	0.204	0.237	ບໍ່ປ່ຽນແປງ
uncharted	0.188	0.406	0.413	ບໍ່ມີຕາຕະລາງ
uncherished	0.250	0.412	0.280	ບໍ່ທະນຸຖະຫນອມ
uncivilized	0.133	0.600	0.400	ໄຮ້ອາລະຍະທໍາ
unclaimed	0.316	0.346	0.278	ບໍ່ໄດ້ອ້າງສິດ
uncle	0.653	0.255	0.578	ລຸງ
unclean	0.133	0.529	0.134	ບໍ່ສະອາດ
unclear	0.229	0.463	0.202	ບໍ່ຈະແຈ້ງ
uncomfortable	0.188	0.610	0.214	ບໍ່ສະບາຍ
uncommon	0.459	0.429	0.373	ຜິດປົກກະຕິ
uncommonly	0.626	0.490	0.778	ຜິດປົກກະຕິ
uncomplicated	0.740	0.260	0.453	ບໍ່ສັບສົນ
uncompromising	0.320	0.531	0.613	ບໍ່ປະນີປະນອມ
unconcerned	0.562	0.283	0.298	ບໍ່ສົນໃຈ
unconditional	0.760	0.493	0.715	ບໍ່ມີເງື່ອນໄຂ
unconfirmed	0.334	0.321	0.339	ບໍ່ໄດ້ຢືນຢັນ
unconnected	0.188	0.265	0.213	ບໍ່ໄດ້ເຊື່ອມຕໍ່
unconscionable	0.208	0.618	0.429	ບໍ່ມີສະຕິ
unconscious	0.240	0.356	0.195	ເສຍສະຕິ
unconsciousness	0.177	0.440	0.121	ເສຍສະຕິ
unconstitutional	0.230	0.588	0.491	ຜິດ​ລັດຖະທຳ​ມະນູນ
unconstrained	0.653	0.640	0.635	ບໍ່ມີຂໍ້ຈຳກັດ
uncontested	0.510	0.471	0.689	ບໍ່ມີການແຂ່ງຂັນ
uncontrollable	0.265	0.790	0.626	ບໍ່ສາມາດຄວບຄຸມໄດ້
uncontrolled	0.188	0.891	0.544	ບໍ່ມີການຄວບຄຸມ
unconventional	0.177	0.509	0.288	ບໍ່ທຳມະດາ
unconvinced	0.409	0.458	0.228	ບໍ່ໜ້າເຊື່ອ
unconvincing	0.190	0.532	0.144	ບໍ່ໜ້າເຊື່ອ
uncooked	0.312	0.321	0.241	ບໍ່ປຸງແຕ່ງ
uncooperative	0.250	0.422	0.246	ບໍ່ຮ່ວມມື
uncorrelated	0.333	0.327	0.316	ບໍ່ກ່ຽວຂ້ອງ
uncouth	0.080	0.761	0.350	ບໍ່ສຸພາບ
uncover	0.771	0.552	0.648	ເປີດເຜີຍ
uncritical	0.480	0.367	0.412	ບໍ່ສຳຄັນ
uncut	0.448	0.422	0.278	ບໍ່ໄດ້ຕັດ
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	ຍັງບໍ່ໄດ້ຕັດສິນໃຈ
undefeated	0.833	0.752	0.825	ບໍ່ພ່າຍແພ້
undefined	0.260	0.418	0.350	ບໍ່ໄດ້ກໍານົດ
undeniable	0.552	0.473	0.778	ປະຕິເສດບໍ່ໄດ້
underage	0.469	0.461	0.300	ອາຍຸບໍ່ເຖິງ
underbelly	0.406	0.423	0.361	ທ້ອງນ້ອຍ
undercover	0.388	0.627	0.483	undercover
undercurrent	0.357	0.582	0.520	ກະແສໄຟຟ້າໃຕ້ດິນ
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	ຄາດ​ຄະ​ເນ
undergo	0.398	0.554	0.339	ຜ່ານການ
undergraduate	0.583	0.500	0.559	ປະລິນຍາຕີ
underground	0.396	0.455	0.452	ໃຕ້ດິນ
underhanded	0.188	0.415	0.527	underhanded
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	underlie
underline	0.480	0.412	0.509	ຂີດ​ກ້ອງ
underlying	0.480	0.445	0.452	ພື້ນຖານ
undermine	0.316	0.491	0.413	ທໍາລາຍ
undermined	0.365	0.409	0.394	ເສຍຫາຍ
underneath	0.450	0.265	0.158	ໃຕ້
underpaid	0.146	0.413	0.209	ຈ່າຍຕໍ່າກວ່າ
underpants	0.448	0.473	0.276	underpants
underprivileged	0.167	0.449	0.172	ດ້ອຍໂອກາດ
underrated	0.208	0.520	0.333	ຕໍ່າກວ່າ
underscore	0.375	0.275	0.306	ຂີດກ້ອງ
undersea	0.545	0.490	0.425	ໃຕ້ທະເລ
undersecretary	0.459	0.377	0.594	ເລຂາທິການ
undersized	0.316	0.425	0.298	ຂະໜາດນ້ອຍ
understaffed	0.148	0.444	0.302	ພະນັກງານຕໍ່າກວ່າ
understand	0.760	0.374	0.643	ເຂົ້າໃຈ
understandable	0.776	0.363	0.566	ເຂົ້າໃຈໄດ້
understanding	0.865	0.304	0.689	ຄວາມເຂົ້າໃຈ
understatement	0.347	0.480	0.473	ຫຍໍ້ທໍ້
understood	0.780	0.441	0.686	ເຂົ້າໃຈ
understudy	0.378	0.402	0.420	ການສຶກສາ
undertake	0.796	0.702	0.754	ປະຕິບັດ
undertaker	0.363	0.696	0.611	ຜູ້ຮັບເໝົາ
undertaking	0.667	0.530	0.696	ປະຕິບັດ
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	ຊຸດຊັ້ນໃນ
underwood	0.510	0.453	0.510	ໃຕ້ໄມ້
underworld	0.177	0.676	0.613	ໂລກໃຕ້ດິນ
underwrite	0.416	0.520	0.423	underwrite
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	ບໍ່ສົມຄວນ
undesirable	0.177	0.644	0.260	ທີ່ບໍ່ຕ້ອງການ
undesired	0.156	0.441	0.235	ບໍ່ຕ້ອງການ
undetectable	0.438	0.539	0.604	ບໍ່ສາມາດກວດພົບໄດ້
undetected	0.224	0.304	0.268	ບໍ່ກວດພົບ
undetermined	0.265	0.256	0.353	ບໍ່ໄດ້ກໍານົດ
undeveloped	0.292	0.330	0.254	ບໍ່ໄດ້ພັດທະນາ
undignified	0.122	0.627	0.308	ບໍ່ມີກຽດ
undirected	0.330	0.417	0.310	ບໍ່ມີເສັ້ນທາງ
undisclosed	0.479	0.361	0.314	ບໍ່ເປີດເຜີຍ
undiscovered	0.438	0.347	0.261	ບໍ່ໄດ້ຄົ້ນພົບ
undisputed	0.646	0.588	0.673	ບໍ່ມີຂໍ້ຂັດແຍ້ງ
undisturbed	0.725	0.287	0.434	ບໍ່ລົບກວນ
undivided	0.510	0.380	0.490	ບໍ່ແບ່ງ
undo	0.365	0.444	0.349	ຍົກເລີກ
undoing	0.219	0.452	0.298	ຍົກເລີກ
undoubted	0.592	0.461	0.740	ບໍ່ຕ້ອງສົງໃສ
undress	0.438	0.900	0.336	ນຸ່ງສິ້ນ
undressed	0.375	0.755	0.356	ນຸ່ງສິ້ນ
undue	0.156	0.573	0.318	ເກີນກຳນົດ
undying	0.708	0.500	0.773	ບໍ່ຕາຍ
unearned	0.177	0.340	0.213	ບໍ່ມີລາຍຮັບ
unearth	0.427	0.635	0.545	ຂຸດ​ຄົ້ນ
uneasiness	0.190	0.798	0.241	ຄວາມບໍ່ສະບາຍ
uneasy	0.115	0.598	0.349	ບໍ່ສະບາຍ
uneducated	0.177	0.350	0.246	ບໍ່ມີການສຶກສາ
unemployed	0.094	0.481	0.230	ຫວ່າງງານ
unemployment	0.094	0.400	0.297	ການຫວ່າງງານ
unencumbered	0.604	0.280	0.472	ບໍ່ມີຕົວເລກ
unending	0.385	0.519	0.454	ບໍ່ສິ້ນສຸດ
unequal	0.118	0.433	0.202	ບໍ່ເທົ່າທຽມກັນ
unequalled	0.562	0.470	0.769	ບໍ່​ເທົ່າ​ທຽມ​ກັນ
unequivocal	0.604	0.415	0.615	ບໍ່ຊັດເຈນ
unequivocally	0.521	0.668	0.554	ຢ່າງຈະແຈ້ງ
unethical	0.104	0.433	0.269	ບໍ່ມີຈັນຍາບັນ
uneven	0.125	0.457	0.240	ບໍ່​ສະ​ເໝີ​ພາບ
uneventful	0.510	0.343	0.410	ທີ່ບໍ່ຄາດຄິດ
unexpected	0.500	0.720	0.333	ບໍ່ຄາດຄິດ
unexpectedly	0.354	0.759	0.462	ໂດຍບໍ່ຄາດຄິດ
unexplainable	0.260	0.448	0.610	ບໍ່ສາມາດອະທິບາຍໄດ້
unexplained	0.271	0.531	0.349	ບໍ່ໄດ້ອະທິບາຍ
unexplored	0.401	0.640	0.388	ບໍ່ໄດ້ສຳຫຼວດ
unfailing	0.625	0.635	0.594	ບໍ່ລົ້ມເຫລວ
unfair	0.173	0.472	0.190	ບໍ່ຍຸດຕິທຳ
unfairness	0.170	0.817	0.336	ຄວາມບໍ່ຍຸດຕິທໍາ
unfaithful	0.031	0.806	0.298	ບໍ່ຊື່ສັດ
unfamiliar	0.219	0.558	0.273	ບໍ່ຄຸ້ນເຄີຍ
unfavorable	0.133	0.450	0.232	ບໍ່ເອື້ອອໍານວຍ
unfeeling	0.235	0.377	0.345	ບໍ່ຮູ້ສຶກ
unfettered	0.569	0.650	0.586	unfettered
unfinished	0.188	0.368	0.264	ຍັງບໍ່ແລ້ວ
unfit	0.250	0.368	0.185	ບໍ່ເຫມາະ
unflinching	0.667	0.606	0.882	unflinching
unfold	0.612	0.510	0.520	ເປີດເຜີຍ
unfollow	0.281	0.337	0.293	ເຊົາຕິດຕາມ
unforeseen	0.255	0.714	0.500	ບໍ່ຄາດຄິດ
unforgettable	0.833	0.561	0.660	ລືມບໍ່ໄດ້
unforgivable	0.276	0.743	0.490	ບໍ່​ໃຫ້​ອະ​ໄພ
unforgiving	0.406	0.630	0.793	ບໍ່​ໃຫ້​ອະ​ໄພ
unfortunate	0.073	0.487	0.195	ໂຊກບໍ່ດີ
unfortunately	0.104	0.494	0.281	ແຕ່ຫນ້າເສຍດາຍ
unfounded	0.271	0.520	0.410	ບໍ່ມີພື້ນຖານ
unfreeze	0.458	0.297	0.375	ເຊົາແຊ່ແຂງ
unfriendly	0.173	0.670	0.458	ບໍ່ເປັນມິດ
unfulfilled	0.184	0.426	0.268	ບໍ່ໄດ້ຜົນ
unfurnished	0.316	0.333	0.272	ບໍ່ມີເຟີນີເຈີ
unglued	0.378	0.446	0.352	unglued
ungodly	0.296	0.423	0.388	ຜິດສິນລະທຳ
ungrateful	0.219	0.461	0.275	ເນີ້ງ
unguarded	0.156	0.578	0.205	ບໍ່ໄດ້ເຝົ້າລະວັງ
unhand	0.406	0.360	0.361	ຖອດມື
unhappiness	0.083	0.630	0.222	ຄວາມບໍ່ພໍໃຈ
unhappy	0.112	0.500	0.155	ບໍ່ພໍໃຈ
unharmed	0.740	0.378	0.491	ບໍ່ເປັນອັນຕະລາຍ
unhealthy	0.115	0.549	0.214	ບໍ່​ມີ​ສຸ​ຂະ​ພາບ
unheard	0.344	0.539	0.500	ບໍ່ໄດ້ຍິນ
unhelpful	0.104	0.320	0.118	ບໍ່ມີປະໂຫຍດ
unhindered	0.729	0.441	0.725	ບໍ່​ມີ​ການ​ຂັດຂວາງ
unholy	0.327	0.560	0.445	ບໍ່ບໍລິສຸດ
unhook	0.375	0.592	0.310	ຖອດອອກ
unicorn	0.776	0.510	0.480	ຢູນິຄອນ
unidentified	0.385	0.361	0.199	ບໍ່ຮູ້ຕົວ
unification	0.688	0.345	0.788	ສາມັກຄີ
unified	0.729	0.439	0.764	ເປັນເອກະພາບ
uniform	0.570	0.245	0.655	ເອກະພາບ
uniformed	0.469	0.519	0.589	ເອກະພາບ
uniformity	0.745	0.353	0.538	ຄວາມເປັນເອກະພາບ
uniformly	0.625	0.333	0.704	ເປັນເອກະພາບ
unimaginable	0.573	0.634	0.589	ເປັນໄປບໍ່ໄດ້
unimpeachable	0.684	0.550	0.784	ບໍ່​ມີ​ການ​ຟ້ອງ​ຮ້ອງ
unimpeached	0.458	0.335	0.433	ບໍ່ມີຕຳນິ
unimportant	0.281	0.240	0.175	ບໍ່ສໍາຄັນ
unimpressed	0.198	0.302	0.327	ບໍ່ປະທັບໃຈ
unimproved	0.163	0.377	0.144	ບໍ່ໄດ້ຮັບການປັບປຸງ
uninfected	0.688	0.304	0.389	ບໍ່ຕິດເຊື້ອ
uninformed	0.156	0.370	0.182	ບໍ່ຮູ້
uninhabited	0.301	0.230	0.221	ບໍ່ມີຄົນຢູ່
uninitiated	0.271	0.288	0.288	ບໍ່ລິເລີ່ມ
uninspired	0.163	0.243	0.260	ບໍ່ມີແຮງບັນດານໃຈ
unintelligible	0.208	0.472	0.283	ບໍ່ເຂົ້າໃຈ
unintended	0.438	0.385	0.349	ບໍ່ໄດ້ຕັ້ງໃຈ
unintentional	0.333	0.538	0.306	ໂດຍບໍ່ຕັ້ງໃຈ
unintentionally	0.460	0.490	0.286	ໂດຍບໍ່ຕັ້ງໃຈ
uninterested	0.365	0.240	0.328	ບໍ່ສົນໃຈ
uninteresting	0.153	0.235	0.228	ບໍ່ຫນ້າສົນໃຈ
uninterrupted	0.500	0.434	0.527	ບໍ່ຕິດຂັດ
uninvited	0.090	0.385	0.307	ບໍ່ໄດ້ເຊີນ
union	0.854	0.226	0.766	ສະຫະພັນ
unique	0.823	0.347	0.661	ເປັນເອກະລັກ
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	ພ້ອມ​ກັນ
unit	0.562	0.235	0.578	ໜ່ວຍ
unitary	0.531	0.239	0.641	ເອກະພາບ
unite	0.781	0.375	0.610	ສາມັກຄີ
united	0.781	0.431	0.783	ສະຫະປະຊາ
unity	0.837	0.288	0.658	ສາມັກຄີ
universal	0.802	0.417	0.833	ສາກົນ
universality	0.796	0.410	0.840	ວິທະຍາໄລ
universe	0.694	0.454	0.839	ຈັກກະວານ
university	0.735	0.574	0.741	ມະຫາວິທະຍາໄລ
unjust	0.115	0.625	0.278	ບໍ່ຍຸດຕິທຳ
unjustifiable	0.115	0.596	0.394	ບໍ່ສົມເຫດສົມຜົນ
unjustified	0.288	0.541	0.314	ບໍ່ຍຸດຕິທຳ
unkind	0.135	0.409	0.310	ບໍ່ມີເມດຕາ
unknowable	0.347	0.540	0.396	ບໍ່ຮູ້
unknown	0.357	0.450	0.204	ບໍ່ຮູ້ຈັກ
unlawful	0.094	0.759	0.402	ຜິດກົດໝາຍ
unleash	0.479	0.775	0.559	ປົດປ່ອຍ
unlicensed	0.306	0.574	0.196	ບໍ່ມີໃບອະນຸຍາດ
unlike	0.439	0.439	0.418	ບໍ່​ມັກ
unlikely	0.271	0.293	0.245	ຄົງຈະບໍ່ເປັນ
unlimited	0.750	0.623	0.679	ບໍ່ຈໍາກັດ
unlisted	0.365	0.265	0.218	ບໍ່ມີລາຍຊື່
unload	0.656	0.639	0.573	ຖອດອອກ
unloaded	0.469	0.380	0.331	ຍົກເລີກການໂຫຼດ
unlock	0.582	0.442	0.592	ປົດລັອກ
unlucky	0.073	0.395	0.198	ໂຊກບໍ່ດີ
unmanageable	0.177	0.666	0.482	ບໍ່ສາມາດຈັດການໄດ້
unmanned	0.235	0.441	0.324	ບໍ່ມີຄົນຂັບ
unmarked	0.416	0.294	0.433	ບໍ່ໄດ້ໝາຍ
unmarried	0.438	0.480	0.545	ບໍ່ໄດ້ແຕ່ງງານ
unmask	0.323	0.690	0.520	ເປີດໜ້າກາກ
unmatched	0.776	0.536	0.771	ບໍ່ກົງກັນ
unmistakable	0.602	0.571	0.765	ແນ່ນອນ
unmitigated	0.649	0.427	0.422	ບໍ່ຫຼຸດໜ້ອຍຖອຍລົງ
unmoved	0.184	0.355	0.360	ບໍ່ມີການເຄື່ອນໄຫວ
unnamed	0.316	0.189	0.284	ບໍ່ມີຊື່
unnatural	0.153	0.587	0.434	ຜິດທໍາມະຊາດ
unnecessary	0.219	0.358	0.190	ທີ່ບໍ່ຈໍາເປັນ
unneeded	0.177	0.375	0.245	ບໍ່ຈໍາເປັນ
unnoticed	0.302	0.440	0.260	ບໍ່ສັງເກດເຫັນ
unnumbered	0.406	0.255	0.331	ບໍ່ມີຕົວເລກ
unobserved	0.398	0.255	0.257	ບໍ່ໄດ້ສັງເກດ
unobstructed	0.583	0.440	0.573	ບໍ່ມີສິ່ງກີດຂວາງ
unobtrusive	0.447	0.327	0.402	ບໍ່ລົບກວນ
unoccupied	0.258	0.245	0.412	ບໍ່ມີອາຊີບ
unofficial	0.260	0.302	0.255	ບໍ່ເປັນທາງການ
unopened	0.542	0.340	0.265	ບໍ່ໄດ້ເປີດ
unopposed	0.615	0.375	0.537	ຄັດຄ້ານ
unordered	0.224	0.482	0.190	ບໍ່ມີຄໍາສັ່ງ
unorganised	0.250	0.500	0.212	ບໍ່ເປັນລະບຽບ
unorganized	0.260	0.657	0.173	ບໍ່ເປັນລະບຽບ
unorthodox	0.340	0.480	0.441	ຜິດກົດໝາຍ
unpack	0.531	0.528	0.445	ຖອດອອກ
unpaid	0.300	0.413	0.365	ຍັງບໍ່ໄດ້ຈ່າຍ
unparalleled	0.708	0.306	0.538	ທີ່​ບໍ່​ມີ​ການ​ປຽບ​ທຽບ​
unpleasant	0.122	0.612	0.185	ບໍ່ພໍໃຈ
unpleasantness	0.062	0.724	0.264	ຄວາມບໍ່ພໍໃຈ
unplug	0.239	0.441	0.404	ຖອດປລັກ
unplugged	0.367	0.375	0.318	ຖອດປລັກ
unpopular	0.073	0.441	0.164	ບໍ່ມີຄວາມນິຍົມ
unprecedented	0.500	0.491	0.658	ບໍ່ເຄີຍມີມາກ່ອນ
unpredictable	0.429	0.769	0.515	ບໍ່ສາມາດຄາດເດົາໄດ້
unprepared	0.204	0.450	0.152	ບໍ່ໄດ້ກະກຽມ
unpretentious	0.510	0.296	0.410	unpretentious
unproductive	0.100	0.324	0.237	ບໍ່ໄດ້ຜົນ
unprofessional	0.042	0.370	0.170	ບໍ່ເປັນມືອາຊີບ
unprofitable	0.163	0.376	0.217	ບໍ່ມີຜົນປະໂຫຍດ
unprotected	0.150	0.582	0.197	ບໍ່ມີການປ້ອງກັນ
unproven	0.296	0.427	0.216	ບໍ່ໄດ້ຮັບການພິສູດ
unprovoked	0.565	0.327	0.385	unprovoked
unpublished	0.406	0.480	0.481	ບໍ່ໄດ້ເຜີຍແຜ່
unpunished	0.292	0.594	0.519	ບໍ່ໄດ້ຮັບການລົງໂທດ
unqualified	0.170	0.433	0.173	ບໍ່ມີເງື່ອນໄຂ
unquestionable	0.469	0.450	0.843	ບໍ່ມີຂໍ້ສົງໄສ
unquestionably	0.500	0.630	0.750	ບໍ່ຕ້ອງສົງໄສ
unquestioned	0.562	0.509	0.746	ບໍ່ມີຄໍາຖາມ
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	ແກ້​ໄຂ
unreachable	0.208	0.679	0.557	ບໍ່ສາມາດຕິດຕໍ່ໄດ້
unread	0.458	0.240	0.214	ຍັງບໍ່ໄດ້ອ່ານ
unreal	0.173	0.431	0.296	ບໍ່ຈິງ
unrealistic	0.229	0.500	0.245	ບໍ່ຈິງ
unreasonable	0.115	0.702	0.264	ບໍ່ສົມເຫດສົມຜົນ
