English Word	Valence	Arousal	Dominance	Korean Word
vale	0.592	0.276	0.387	골짜기
valedictorian	0.500	0.490	0.594	졸업생
valentine	0.888	0.615	0.510	애인
valet	0.635	0.406	0.389	시종
valiant	0.880	0.745	0.904	훌륭한
valid	0.693	0.353	0.565	유효한
validate	0.760	0.431	0.745	확인
validation	0.655	0.460	0.720	확인
validity	0.646	0.470	0.706	타당성
valium	0.419	0.398	0.443	발륨
valley	0.729	0.306	0.386	골짜기
valor	0.833	0.442	0.763	용기
valuable	0.899	0.547	0.798	귀중한
valuables	0.790	0.625	0.759	귀중품
valuation	0.615	0.480	0.795	평가
value	0.875	0.582	0.802	값
valve	0.323	0.363	0.471	판막
vamoose	0.459	0.455	0.389	바무스
vamp	0.310	0.794	0.566	즉석 반주
vampire	0.271	0.802	0.545	흡혈귀
van	0.561	0.378	0.425	봉고차
vandal	0.135	0.792	0.473	반달 족
vandalism	0.083	0.904	0.509	공공 기물 파손
vane	0.561	0.280	0.231	날개
vanguard	0.693	0.640	0.780	전위
vanilla	0.706	0.216	0.284	바닐라
vanish	0.236	0.480	0.347	사라지다
vanished	0.208	0.566	0.255	사라졌다
vanishing	0.292	0.550	0.322	사라지는
vanity	0.260	0.540	0.439	화장대
vanquish	0.708	0.760	0.804	이기다
vanquished	0.496	0.529	0.176	정복
vanquishing	0.600	0.748	0.764	정복
vantage	0.740	0.632	0.788	우세
vapor	0.510	0.358	0.318	증기
vara	0.490	0.333	0.407	바라
variable	0.620	0.407	0.400	변하기 쉬운
variance	0.540	0.405	0.509	변화
variation	0.635	0.561	0.406	변화
variations	0.458	0.548	0.353	변형
varicella	0.184	0.593	0.314	수두
varicose	0.235	0.462	0.368	정맥류
varied	0.604	0.701	0.472	변화 있는
variegated	0.398	0.549	0.406	잡색의
variety	0.714	0.472	0.598	다양성
various	0.500	0.296	0.342	여러
varmint	0.417	0.500	0.411	해충
varnish	0.448	0.353	0.361	광택
varsity	0.710	0.594	0.670	대학
vary	0.521	0.373	0.413	달라지다
varying	0.552	0.471	0.385	다양한
vascular	0.516	0.451	0.627	혈관
vase	0.638	0.225	0.215	꽃병
vasectomy	0.208	0.663	0.431	정관 절제술
vassal	0.417	0.525	0.196	가신
vast	0.520	0.535	0.545	대단한
vat	0.333	0.491	0.509	큰 통
vaudeville	0.490	0.471	0.472	보드빌
vault	0.490	0.378	0.644	둥근 천장
vaulted	0.417	0.460	0.542	아치형
vaulting	0.510	0.323	0.520	뜀
veal	0.438	0.337	0.410	송아지 고기
vector	0.538	0.308	0.482	벡터
veer	0.469	0.430	0.338	부채
vega	0.510	0.333	0.434	베가
vegan	0.490	0.226	0.357	비건
vegetable	0.551	0.120	0.289	채소
vegetarian	0.562	0.255	0.407	채식주의자
vegetarianism	0.510	0.269	0.407	채식주의
vegetation	0.740	0.177	0.500	초목
vegetative	0.500	0.270	0.351	무성의
veggie	0.602	0.245	0.409	채소
vehement	0.500	0.500	0.575	격렬한
vehicle	0.641	0.565	0.500	차량
veil	0.500	0.235	0.415	베일
veiled	0.370	0.317	0.324	가려진
vein	0.347	0.373	0.318	정맥
veined	0.487	0.459	0.294	정맥
vellum	0.500	0.349	0.321	모조 피지
velocity	0.673	0.769	0.783	속도
velour	0.670	0.292	0.412	벨루어
velvet	0.663	0.226	0.304	벨벳
velvety	0.677	0.343	0.493	벨벳 같은
vena	0.500	0.315	0.345	베나
vendetta	0.198	0.784	0.583	상호 복수
vending	0.417	0.565	0.549	자판기
vendor	0.541	0.541	0.627	공급업체
veneer	0.490	0.265	0.289	겉치장
venerable	0.708	0.369	0.600	오래된
veneration	0.745	0.650	0.712	존경
venereal	0.302	0.654	0.424	성병
venetian	0.633	0.373	0.464	베네치아 풍의
vengeance	0.103	0.927	0.719	복수
vengeful	0.150	0.840	0.561	복수심에 불타는
venison	0.510	0.422	0.296	사슴 고기
venom	0.125	0.770	0.491	독액
venomous	0.159	0.841	0.636	역겨운
venous	0.406	0.571	0.453	정맥
vent	0.479	0.519	0.529	벤트
ventilation	0.719	0.451	0.568	통풍
ventilator	0.471	0.353	0.344	송풍기
venting	0.375	0.388	0.418	환기
ventricle	0.520	0.387	0.464	공동
ventricular	0.440	0.549	0.475	심실
ventriloquist	0.552	0.600	0.526	복화술사
venture	0.893	0.810	0.644	투기
venue	0.727	0.316	0.395	행사장
veracity	0.735	0.724	0.798	정확성
veranda	0.743	0.343	0.439	베란다
verb	0.582	0.312	0.414	동사
verbal	0.520	0.291	0.562	언어 적
verbatim	0.562	0.255	0.574	그대로
verbiage	0.429	0.560	0.535	말씨
verbose	0.439	0.480	0.635	말 수가 많은
verbosity	0.300	0.491	0.451	다변
verdant	0.600	0.260	0.389	젊은
verdict	0.325	0.689	0.800	평결
verge	0.500	0.337	0.305	가장자리
verification	0.750	0.276	0.642	확인
verified	0.781	0.367	0.677	확인
verify	0.761	0.481	0.704	확인하다
verily	0.713	0.351	0.585	진실로
veritable	0.794	0.330	0.759	진정한
vermin	0.167	0.712	0.385	해충
vermouth	0.503	0.480	0.425	버몬트
vernacular	0.479	0.453	0.615	전문 용어
vernal	0.553	0.402	0.451	봄 같은
veronica	0.594	0.399	0.402	베로니카
versatile	0.906	0.625	0.714	변하기 쉬운
versatility	0.878	0.585	0.750	다재
verse	0.667	0.269	0.336	절
version	0.604	0.423	0.538	버전
versus	0.310	0.500	0.447	~ 대
vert	0.490	0.375	0.434	초록
vertebra	0.427	0.330	0.532	척추
vertebral	0.308	0.434	0.525	척추
vertex	0.316	0.510	0.491	꼭지점
vertical	0.520	0.387	0.492	세로
vertically	0.534	0.385	0.545	수직으로
vertigo	0.292	0.655	0.445	선회
verve	0.724	0.840	0.693	기백
very negative	0.062	0.521	0.148	매우 부정적
very positive	1.000	0.551	0.825	매우 긍정적
veryangry	0.323	0.714	0.527	매우 화난
vesicle	0.359	0.509	0.379	소낭
vesicular	0.214	0.440	0.483	수포
vessel	0.490	0.398	0.538	선박
vest	0.667	0.380	0.371	조끼
vested	0.663	0.415	0.648	기득권
vestibule	0.541	0.385	0.422	현관
vestige	0.562	0.470	0.454	자취
vet	0.531	0.400	0.644	수의사
veteran	0.560	0.431	0.759	재향 군인
veterinarian	0.582	0.418	0.542	수의사
veterinary	0.656	0.450	0.603	수의사
veto	0.271	0.462	0.509	거부권
vexed	0.115	0.802	0.413	안절부절 못하는
viability	0.776	0.500	0.684	생존 능력
viable	0.656	0.320	0.667	생존 가능한
viaduct	0.420	0.440	0.662	육교
vial	0.594	0.346	0.445	바이알
vibe	0.710	0.480	0.517	분위기
vibes	0.635	0.688	0.574	진동
vibrant	0.771	0.824	0.782	떠는
vibrate	0.500	0.698	0.604	떨리다
vibration	0.583	0.657	0.528	진동
vibrator	0.479	0.798	0.500	진동기
vibratory	0.542	0.690	0.527	떨리는
vicar	0.531	0.370	0.555	교구 목사
vicarious	0.479	0.452	0.517	대상 성의
vice	0.296	0.778	0.480	바이스
viceroy	0.541	0.481	0.712	총독
vicinity	0.700	0.353	0.466	부근
vicious	0.208	0.694	0.407	나쁜
victim	0.115	0.676	0.202	피해자
victimized	0.115	0.644	0.273	희생
victor	0.802	0.587	0.796	승리자
victoria	0.896	0.811	0.837	빅토리아
victorious	0.884	0.886	0.946	승리
victory	0.938	0.735	0.931	승리
video	0.646	0.577	0.427	동영상
video game	0.707	0.765	0.414	비디오 게임
videotape	0.665	0.343	0.384	비디오 테이프
vie	0.484	0.491	0.500	경쟁
view	0.896	0.292	0.555	보다
viewer	0.592	0.358	0.558	뷰어
viewing	0.690	0.394	0.598	보기
viewpoint	0.673	0.306	0.644	견해
vigil	0.521	0.480	0.491	철야 기도
vigilance	0.490	0.615	0.724	각성
vigilant	0.469	0.643	0.791	자지 않고 지키는
vigilante	0.418	0.627	0.720	자경단원
vignette	0.717	0.283	0.382	삽화
vigor	0.860	0.755	0.811	활기
vigorous	0.857	0.770	0.897	원기 왕성한
viking	0.541	0.755	0.605	바이킹
vile	0.083	0.537	0.553	비열한
villa	0.698	0.290	0.345	별장
village	0.684	0.367	0.336	마을
villager	0.710	0.387	0.509	마을 사람
villain	0.177	0.892	0.590	악당
villainous	0.122	0.840	0.470	악한 같은
vinaigrette	0.490	0.286	0.300	비네그레트
vindicate	0.656	0.596	0.767	변호하다
vindicated	0.615	0.480	0.609	정당화
vindication	0.531	0.632	0.764	옹호
vindictive	0.092	0.830	0.500	복수심 있는
vine	0.531	0.292	0.405	덩굴
vinegar	0.276	0.370	0.356	식초
vineyard	0.806	0.382	0.595	포도원
vintage	0.680	0.390	0.481	포도 수확
vinyl	0.490	0.241	0.440	비닐
viola	0.521	0.461	0.481	비올라
violate	0.061	0.970	0.519	위반하다
violation	0.083	0.892	0.413	위반
violence	0.061	0.933	0.719	폭행
violent	0.112	0.918	0.616	폭력적인
violently	0.120	0.970	0.527	맹렬히
violet	0.688	0.272	0.401	제비꽃
violin	0.823	0.396	0.389	바이올린
violinist	0.804	0.302	0.538	바이올린 연주자
viper	0.173	0.846	0.632	독사 같은 사람
viral	0.240	0.612	0.518	바이러스의
virgin	0.622	0.433	0.462	처녀
virginal	0.673	0.577	0.464	처녀의
virginity	0.691	0.676	0.576	처녀성
virility	0.684	0.670	0.718	정력
virology	0.418	0.569	0.562	바이러스학
virtual	0.598	0.532	0.463	가상
virtually	0.594	0.521	0.625	사실상
virtue	0.896	0.443	0.827	덕
virtuoso	0.929	0.591	0.863	거장
virtuous	0.890	0.530	0.822	덕 있는
virulence	0.094	0.533	0.438	독성
virus	0.277	0.740	0.443	바이러스
visa	0.735	0.367	0.660	비자
visage	0.700	0.361	0.482	얼굴
viscosity	0.417	0.521	0.454	점도
viscous	0.398	0.396	0.409	점성
vise	0.533	0.391	0.451	바이스
visibility	0.750	0.444	0.676	시계
visible	0.750	0.342	0.509	보이는
visibly	0.724	0.373	0.591	눈에 띄게
vision	0.708	0.447	0.742	전망
visionary	0.823	0.565	0.791	공상가
visit	0.771	0.443	0.445	방문
visitation	0.729	0.346	0.534	방문
visiting	0.729	0.440	0.519	방문
visitor	0.646	0.480	0.461	방문객
visor	0.396	0.490	0.265	챙
vista	0.698	0.390	0.450	추억
visual	0.813	0.462	0.462	시각적인
visualize	0.635	0.431	0.537	시각화하다
vital	0.750	0.716	0.847	필수적인
vitality	0.923	0.565	0.869	활력
vitals	0.704	0.604	0.798	생식기
vitamin	0.827	0.330	0.560	비타민
vitreous	0.312	0.413	0.396	유리 같은
viva	0.840	0.567	0.644	만세
vivacious	0.780	0.820	0.758	활기 있는
vivid	0.698	0.627	0.667	생생한
vixen	0.367	0.615	0.414	암 여우
vocabulary	0.530	0.247	0.585	어휘
vocal	0.583	0.352	0.340	보컬
vocalist	0.688	0.596	0.596	가수
vocation	0.833	0.426	0.686	직업
vodka	0.510	0.632	0.491	보드카
vogue	0.740	0.491	0.538	인기
voice	0.594	0.343	0.528	목소리
voiceless	0.271	0.235	0.131	무성의
voicemail	0.458	0.453	0.406	음성사서함
void	0.135	0.163	0.130	무효의
volatile	0.323	0.786	0.565	휘발성 물질
volatility	0.281	0.755	0.553	휘발성
volcanic	0.344	0.910	0.781	화산의
volcano	0.240	0.844	0.787	화산
volition	0.480	0.587	0.578	의지
volley	0.529	0.460	0.336	발리
volleyball	0.640	0.700	0.458	배구
voltage	0.382	0.855	0.621	전압
voltmeter	0.599	0.596	0.545	전압계
volume	0.552	0.490	0.546	용량
volumes	0.552	0.452	0.520	볼륨
voluminous	0.561	0.450	0.658	넉넉한
voluntarily	0.847	0.460	0.527	자발적으로
voluntary	0.771	0.460	0.643	자발적인
volunteer	0.888	0.422	0.596	자원 봉사자
volunteering	0.844	0.614	0.603	자원
volunteers	0.820	0.448	0.630	자원 봉사자
voluptuous	0.673	0.719	0.792	기분 좋은
vomit	0.073	0.569	0.188	토하다
vomiting	0.156	0.780	0.157	구토
voodoo	0.188	0.600	0.453	부두교
voracious	0.385	0.892	0.694	게걸스러운
vortex	0.408	0.691	0.602	와동
vote	0.582	0.500	0.649	투표
voter	0.612	0.538	0.754	유권자
voting	0.615	0.602	0.768	투표
votive	0.479	0.460	0.453	봉헌
vouch	0.625	0.417	0.746	보증
voucher	0.622	0.416	0.601	보증인
vow	0.560	0.510	0.664	맹세
vowel	0.490	0.283	0.311	모음
voyage	0.816	0.714	0.580	항해
voyager	0.684	0.596	0.627	보이저
voyeur	0.479	0.615	0.466	뱃사공
vulgar	0.083	0.820	0.445	저속한
vulgarity	0.104	0.870	0.346	속악
vulnerability	0.250	0.510	0.267	취약성
vulnerable	0.198	0.490	0.245	취약한
vulture	0.316	0.604	0.472	무자비한 사람
wacko	0.271	0.574	0.330	미친
wacky	0.153	0.720	0.321	엉뚱한
wad	0.333	0.318	0.259	뭉치
waddle	0.490	0.453	0.388	뒤뚱 걸음
wade	0.510	0.656	0.472	걸어 건너기
wafer	0.677	0.360	0.313	웨이퍼
waffle	0.708	0.394	0.327	와플
wag	0.448	0.490	0.481	흔들기
wage	0.635	0.480	0.565	값
wager	0.479	0.816	0.615	내기를 걸다
wages	0.776	0.440	0.620	임금
wagon	0.490	0.461	0.474	왜건
wail	0.418	0.724	0.393	비탄
waist	0.542	0.448	0.351	허리
waistcoat	0.542	0.320	0.389	양복 조끼
waistline	0.560	0.417	0.320	허리둘레
wait	0.224	0.167	0.264	기다리다
waiter	0.459	0.300	0.295	웨이터
waiting	0.239	0.339	0.333	대기 중
waitinggame	0.604	0.549	0.406	대기 게임
waitress	0.646	0.531	0.352	웨이트리스
waive	0.276	0.559	0.311	포기
waiver	0.396	0.630	0.373	기권
wake	0.700	0.470	0.512	일어나 다
walk	0.643	0.412	0.450	걷다
walker	0.551	0.491	0.525	보행자
walking	0.708	0.480	0.781	걷는
walkout	0.292	0.853	0.427	동맹 파업
wall	0.417	0.250	0.509	벽
wallaby	0.541	0.368	0.391	왈라비
wallet	0.680	0.432	0.500	지갑
wallflower	0.667	0.298	0.342	꽃무
wallop	0.320	0.790	0.689	구타
wallow	0.286	0.878	0.491	빠지다
wallpaper	0.673	0.173	0.308	벽지
walnut	0.688	0.302	0.255	호두
walrus	0.521	0.327	0.361	바다 코끼리
waltz	0.769	0.410	0.315	왈츠
wan	0.384	0.457	0.310	핏기 없는
wand	0.542	0.322	0.315	지팡이
wander	0.427	0.417	0.330	떠돌다
wanderer	0.458	0.519	0.396	뜨내기
wandering	0.323	0.471	0.357	방랑
wane	0.188	0.402	0.098	쇠미
waning	0.375	0.333	0.300	쇠약해지는
wanker	0.290	0.569	0.446	방랑자
wannabe	0.602	0.547	0.337	열렬한 팬
wannasleep	0.604	0.330	0.345	잠자고 싶다
want	0.671	0.642	0.598	원하다
wanting	0.760	0.433	0.593	이 없이
wanton	0.427	0.739	0.500	무성한
war	0.022	0.892	0.727	전쟁
warbler	0.480	0.349	0.311	명금
warcrimes	0.031	0.852	0.585	전범
ward	0.469	0.255	0.254	구
warden	0.615	0.627	0.898	파수꾼
wardrobe	0.612	0.510	0.336	옷장
ware	0.604	0.443	0.455	제품
warehouse	0.721	0.365	0.446	창고
warfare	0.062	0.885	0.845	전쟁
warhead	0.219	0.756	0.536	탄두
warlike	0.367	0.847	0.779	호전적인
warlock	0.312	0.558	0.657	요술 장이
warlord	0.167	0.796	0.781	장군
warm	0.760	0.312	0.585	따뜻한
warming	0.594	0.637	0.580	따뜻하게 함
warms	0.594	0.580	0.632	따뜻하게
warmth	0.878	0.307	0.602	따뜻함
warn	0.429	0.647	0.564	경고하다
warned	0.302	0.604	0.547	경고
warning	0.229	0.774	0.629	경고
warp	0.344	0.417	0.373	경사
warpath	0.280	0.676	0.551	워패스
warped	0.219	0.663	0.304	뒤틀린
warrant	0.653	0.398	0.802	보증
warranted	0.714	0.367	0.690	보증
warrants	0.562	0.431	0.881	영장
warranty	0.667	0.470	0.568	보증
warren	0.417	0.570	0.464	야생 조수 사육 특권
warrior	0.458	0.863	0.915	전사
warship	0.292	0.890	0.889	군함
wart	0.082	0.314	0.205	사마귀
wartime	0.100	0.912	0.726	전시
wary	0.510	0.343	0.535	조심성 있는
wash	0.635	0.377	0.297	씻다
washed	0.542	0.314	0.392	씻은
washer	0.594	0.390	0.365	세탁기
washing	0.643	0.396	0.402	세탁
washout	0.383	0.304	0.389	유실
washroom	0.500	0.364	0.446	세면실
wasp	0.390	0.620	0.406	말벌
waste	0.041	0.510	0.184	쓰레기
wastebasket	0.271	0.230	0.286	쓰레기통
wasted	0.188	0.558	0.259	지나간
wasteful	0.173	0.730	0.409	낭비
wasteland	0.365	0.308	0.391	불모지
wasting	0.051	0.417	0.207	낭비
watch	0.531	0.346	0.423	보다
watchdog	0.531	0.811	0.648	지키는 개
watcher	0.562	0.401	0.702	당직자
watchful	0.386	0.490	0.675	주의 깊은
watchman	0.510	0.509	0.833	야경꾼
watchout	0.396	0.530	0.455	조심해
watchtower	0.500	0.415	0.647	망대
water	0.812	0.123	0.429	물
water polo	0.688	0.670	0.534	수구
waterbed	0.724	0.381	0.296	물침대
watercourse	0.677	0.357	0.466	물줄기
watered	0.615	0.290	0.377	물을 뿌린
waterfall	0.652	0.460	0.528	폭포
waterfront	0.716	0.274	0.556	해안가
watering can	0.602	0.298	0.336	물 뿌리개
watermelon	0.714	0.230	0.239	수박
waterproof	0.779	0.423	0.545	방수
waterworks	0.510	0.490	0.561	상수도
watery	0.367	0.461	0.292	물의
wave	0.622	0.491	0.490	파도
wavelength	0.604	0.442	0.516	파장
waver	0.426	0.630	0.255	동요
wavering	0.375	0.430	0.384	흔들리는
waves	0.643	0.470	0.509	파도
wavy	0.520	0.284	0.345	떨리는
wax	0.436	0.245	0.309	밀랍
waxed	0.531	0.388	0.408	왁스칠
waxy	0.408	0.245	0.308	왁스 같은
way	0.480	0.275	0.420	방법
ways	0.688	0.560	0.425	방법
wayward	0.344	0.573	0.409	다루기 힘든
weak	0.180	0.241	0.045	약한
weaken	0.112	0.250	0.223	묽게 하다
weakened	0.373	0.304	0.092	약화
weakling	0.194	0.294	0.087	약한
weakly	0.270	0.255	0.111	약하게
weakness	0.088	0.370	0.125	약점
wealth	0.857	0.637	0.858	재산
wealthy	0.927	0.566	0.862	풍부한
weapon	0.054	0.840	0.831	무기
weaponry	0.219	0.840	0.870	무기류
wear	0.312	0.370	0.255	입다
wearer	0.471	0.347	0.527	착용자
wearily	0.327	0.286	0.128	지친
weariness	0.104	0.333	0.226	싫증
wearing	0.646	0.520	0.461	착용
weary	0.194	0.281	0.202	피곤한
weasel	0.408	0.317	0.337	족제비
weather	0.755	0.404	0.567	날씨
weathered	0.422	0.491	0.537	풍화된
weatherman	0.660	0.413	0.643	기상대 직원
weatherproof	0.541	0.345	0.552	비바람에 견디는
weave	0.604	0.265	0.172	짜다
web	0.583	0.411	0.519	편물
website	0.615	0.442	0.526	웹사이트
wed	0.604	0.549	0.448	수
wedded	0.771	0.413	0.518	결혼
wedding	0.875	0.802	0.642	혼례
wedge	0.490	0.290	0.278	쐐기
wedlock	0.747	0.654	0.745	결혼 생활
wee	0.663	0.452	0.315	쉬
weed	0.459	0.294	0.364	잡초
weeding	0.458	0.528	0.454	제초
weeds	0.320	0.551	0.315	잡초
weedy	0.293	0.366	0.352	잡초 같은
weeeee	0.562	0.630	0.283	이봐
week	0.510	0.231	0.351	주
weekday	0.490	0.469	0.520	주일
weekend	0.844	0.625	0.519	주말
weekly	0.622	0.288	0.380	주간
weenie	0.406	0.451	0.284	위니
weep	0.053	0.621	0.164	울다
weeping	0.082	0.688	0.168	울음
weeping willow	0.344	0.441	0.312	수양버들
weepy	0.068	0.615	0.116	우는
weigh	0.333	0.396	0.375	달다
weighing	0.449	0.441	0.468	무게
weight	0.450	0.380	0.577	무게
weightless	0.460	0.426	0.375	무중력
weightloss	0.570	0.439	0.393	체중 감량
weights	0.458	0.500	0.722	무게
weighty	0.427	0.480	0.657	무거운
weir	0.375	0.385	0.363	둑
weird	0.260	0.660	0.402	기이한
weirdness	0.316	0.491	0.364	기이함
weirdo	0.173	0.539	0.328	이상한 사람
welcome	0.898	0.555	0.664	환영하다
welcomed	0.927	0.585	0.700	환영
welcoming	0.905	0.527	0.636	환영
weld	0.417	0.462	0.583	용접
welder	0.448	0.679	0.683	용접공
welding	0.510	0.569	0.491	용접
welfare	0.802	0.378	0.679	복지
wellhead	0.469	0.460	0.373	수원
wellness	0.969	0.441	0.730	웰빙
welsh	0.490	0.385	0.500	웨일스 말
welt	0.390	0.632	0.370	부은 자국
wen	0.438	0.431	0.380	웬
wench	0.469	0.519	0.352	처녀
werewolf	0.235	0.811	0.591	늑대 인간
west	0.562	0.337	0.414	서쪽
westbound	0.646	0.363	0.439	서쪽으로
western	0.573	0.500	0.689	서부 사람
wet	0.385	0.417	0.185	젖은
wetback	0.271	0.402	0.293	습윤
whack	0.219	0.816	0.708	구타
whale	0.582	0.398	0.509	고래
whaling	0.281	0.717	0.538	대단히
wham	0.469	0.490	0.423	쿵
whammy	0.461	0.491	0.345	짜릿한
wharf	0.469	0.240	0.472	부두
whatdoido	0.406	0.494	0.430	뭐도이도
whatif	0.523	0.528	0.351	만약
whatmakesmesmile	0.765	0.588	0.482	뭐해
whatnot	0.375	0.493	0.363	선반
whatsoever	0.400	0.314	0.302	도대체 무엇이
whatsthepoint	0.436	0.459	0.398	점은 무엇인가
wheat	0.531	0.185	0.250	밀
wheel	0.615	0.310	0.446	바퀴
wheel barrow	0.510	0.337	0.363	수레
wheelbarrow	0.479	0.366	0.404	일륜차
wheelchair	0.240	0.337	0.245	바퀴 달린 의자
wheels	0.667	0.471	0.386	바퀴
wheeze	0.229	0.462	0.461	끓다
whelp	0.344	0.458	0.310	강아지
whereabouts	0.439	0.382	0.356	소재
wherefore	0.561	0.357	0.402	그런 이유로
wherewith	0.491	0.420	0.404	그것을 가지고
wherewithal	0.388	0.366	0.321	자금
whet	0.643	0.465	0.430	자극
whiff	0.459	0.400	0.331	한번 불기
whilst	0.510	0.302	0.388	...하는 동안
whim	0.378	0.680	0.467	변덕
whimper	0.271	0.545	0.308	흐느낌
whimsical	0.449	0.637	0.371	이상한
whimsy	0.729	0.639	0.455	변덕
whine	0.342	0.686	0.218	우는 소리
whiny	0.208	0.548	0.375	징징거리는
whip	0.208	0.899	0.509	채찍
whiplash	0.257	0.760	0.500	편달
whipped	0.198	0.804	0.361	휘핑
whirl	0.461	0.788	0.661	회전
whirlpool	0.710	0.415	0.442	소용돌이
whirlwind	0.417	0.915	0.670	선풍
