English Word	Valence	Arousal	Dominance	Ukrainian Word
warlock	0.312	0.558	0.657	чорнокнижник
warlord	0.167	0.796	0.781	воєначальник
warm	0.760	0.312	0.585	теплий
warming	0.594	0.637	0.580	потепління
warms	0.594	0.580	0.632	зігріває
warmth	0.878	0.307	0.602	тепло
warn	0.429	0.647	0.564	попередити
warned	0.302	0.604	0.547	попереджений
warning	0.229	0.774	0.629	УВАГА
warp	0.344	0.417	0.373	викривлення
warpath	0.280	0.676	0.551	шлях війни
warped	0.219	0.663	0.304	викривлений
warrant	0.653	0.398	0.802	ордер
warranted	0.714	0.367	0.690	гарантований
warrants	0.562	0.431	0.881	ордера
warranty	0.667	0.470	0.568	гарантія
warren	0.417	0.570	0.464	Уоррен
warrior	0.458	0.863	0.915	воїн
warship	0.292	0.890	0.889	військовий корабель
wart	0.082	0.314	0.205	бородавка
wartime	0.100	0.912	0.726	воєнний час
wary	0.510	0.343	0.535	насторожено
wash	0.635	0.377	0.297	мити
washed	0.542	0.314	0.392	вимитий
washer	0.594	0.390	0.365	пральна машина
washing	0.643	0.396	0.402	прання
washout	0.383	0.304	0.389	вимивання
washroom	0.500	0.364	0.446	умивальна кімната
wasp	0.390	0.620	0.406	оса
waste	0.041	0.510	0.184	відходи
wastebasket	0.271	0.230	0.286	кошик для сміття
wasted	0.188	0.558	0.259	витрачено
wasteful	0.173	0.730	0.409	марнотратний
wasteland	0.365	0.308	0.391	пустка
wasting	0.051	0.417	0.207	марнотратство
watch	0.531	0.346	0.423	дивитися
watchdog	0.531	0.811	0.648	сторожовий пес
watcher	0.562	0.401	0.702	спостерігач
watchful	0.386	0.490	0.675	пильний
watchman	0.510	0.509	0.833	сторож
watchout	0.396	0.530	0.455	Стережись
watchtower	0.500	0.415	0.647	сторожова вежа
water	0.812	0.123	0.429	води
water polo	0.688	0.670	0.534	водне поло
waterbed	0.724	0.381	0.296	водяне ліжко
watercourse	0.677	0.357	0.466	водотік
watered	0.615	0.290	0.377	поливають
waterfall	0.652	0.460	0.528	водоспад
waterfront	0.716	0.274	0.556	набережна
watering can	0.602	0.298	0.336	лійка
watermelon	0.714	0.230	0.239	кавун
waterproof	0.779	0.423	0.545	водонепроникний
waterworks	0.510	0.490	0.561	водогону
watery	0.367	0.461	0.292	водянистий
wave	0.622	0.491	0.490	хвиля
wavelength	0.604	0.442	0.516	довжина хвилі
waver	0.426	0.630	0.255	коливатися
wavering	0.375	0.430	0.384	хитаючись
waves	0.643	0.470	0.509	хвилі
wavy	0.520	0.284	0.345	хвилясті
wax	0.436	0.245	0.309	віск
waxed	0.531	0.388	0.408	вощений
waxy	0.408	0.245	0.308	восковий
way	0.480	0.275	0.420	спосіб
ways	0.688	0.560	0.425	шляхи
wayward	0.344	0.573	0.409	норовливий
weak	0.180	0.241	0.045	слабкий
weaken	0.112	0.250	0.223	слабшають
weakened	0.373	0.304	0.092	ослаблені
weakling	0.194	0.294	0.087	слабак
weakly	0.270	0.255	0.111	слабо
weakness	0.088	0.370	0.125	слабкість
wealth	0.857	0.637	0.858	багатство
wealthy	0.927	0.566	0.862	заможний
weapon	0.054	0.840	0.831	зброя
weaponry	0.219	0.840	0.870	озброєння
wear	0.312	0.370	0.255	знос
wearer	0.471	0.347	0.527	носій
wearily	0.327	0.286	0.128	втомлено
weariness	0.104	0.333	0.226	втома
wearing	0.646	0.520	0.461	носіння
weary	0.194	0.281	0.202	втомлений
weasel	0.408	0.317	0.337	ласка
weather	0.755	0.404	0.567	погода
weathered	0.422	0.491	0.537	вивітрюється
weatherman	0.660	0.413	0.643	синоптик
weatherproof	0.541	0.345	0.552	атмосферостійкий
weave	0.604	0.265	0.172	плести
web	0.583	0.411	0.519	Інтернет
website	0.615	0.442	0.526	веб-сайт
wed	0.604	0.549	0.448	ср
wedded	0.771	0.413	0.518	одружений
wedding	0.875	0.802	0.642	весілля
wedge	0.490	0.290	0.278	клин
wedlock	0.747	0.654	0.745	одруження
wee	0.663	0.452	0.315	крихітка
weed	0.459	0.294	0.364	бур'ян
weeding	0.458	0.528	0.454	прополка
weeds	0.320	0.551	0.315	бур'яни
weedy	0.293	0.366	0.352	бур'янистий
weeeee	0.562	0.630	0.283	weeeee
week	0.510	0.231	0.351	тиждень
weekday	0.490	0.469	0.520	будній день
weekend	0.844	0.625	0.519	вихідні
weekly	0.622	0.288	0.380	щотижня
weenie	0.406	0.451	0.284	сосиска
weep	0.053	0.621	0.164	плакати
weeping	0.082	0.688	0.168	плач
weeping willow	0.344	0.441	0.312	плакуча верба
weepy	0.068	0.615	0.116	плаксивий
weigh	0.333	0.396	0.375	зважувати
weighing	0.449	0.441	0.468	зважування
weight	0.450	0.380	0.577	вага
weightless	0.460	0.426	0.375	невагомий
weightloss	0.570	0.439	0.393	втрата ваги
weights	0.458	0.500	0.722	ваги
weighty	0.427	0.480	0.657	вагомі
weir	0.375	0.385	0.363	водослив
weird	0.260	0.660	0.402	дивно
weirdness	0.316	0.491	0.364	дивацтво
weirdo	0.173	0.539	0.328	дивак
welcome	0.898	0.555	0.664	Ласкаво просимо
welcomed	0.927	0.585	0.700	вітається
welcoming	0.905	0.527	0.636	вітаючи
weld	0.417	0.462	0.583	зварити
welder	0.448	0.679	0.683	зварювальник
welding	0.510	0.569	0.491	зварювання
welfare	0.802	0.378	0.679	добробуту
wellhead	0.469	0.460	0.373	гирло свердловини
wellness	0.969	0.441	0.730	оздоровчий
welsh	0.490	0.385	0.500	валлійська
welt	0.390	0.632	0.370	пухир
wen	0.438	0.431	0.380	жировик
wench	0.469	0.519	0.352	дівка
werewolf	0.235	0.811	0.591	перевертень
west	0.562	0.337	0.414	захід
westbound	0.646	0.363	0.439	на захід
western	0.573	0.500	0.689	західний
wet	0.385	0.417	0.185	мокрий
wetback	0.271	0.402	0.293	мокра спина
whack	0.219	0.816	0.708	вдарити
whale	0.582	0.398	0.509	кит
whaling	0.281	0.717	0.538	китобійний промисел
wham	0.469	0.490	0.423	гам
whammy	0.461	0.491	0.345	удар
wharf	0.469	0.240	0.472	причал
whatdoido	0.406	0.494	0.430	що робити
whatif	0.523	0.528	0.351	а якщо
whatmakesmesmile	0.765	0.588	0.482	що викликає посмішку
whatnot	0.375	0.493	0.363	що не так
whatsoever	0.400	0.314	0.302	що завгодно
whatsthepoint	0.436	0.459	0.398	в чому справа
wheat	0.531	0.185	0.250	пшениця
wheel	0.615	0.310	0.446	колесо
wheel barrow	0.510	0.337	0.363	тачка
wheelbarrow	0.479	0.366	0.404	тачка
wheelchair	0.240	0.337	0.245	інвалідний візок
wheels	0.667	0.471	0.386	колеса
wheeze	0.229	0.462	0.461	хрипи
whelp	0.344	0.458	0.310	щеня
whereabouts	0.439	0.382	0.356	місцезнаходження
wherefore	0.561	0.357	0.402	тому
wherewith	0.491	0.420	0.404	при чому
wherewithal	0.388	0.366	0.321	кошти
whet	0.643	0.465	0.430	точити
whiff	0.459	0.400	0.331	подих
whilst	0.510	0.302	0.388	поки
whim	0.378	0.680	0.467	примха
whimper	0.271	0.545	0.308	скиглити
whimsical	0.449	0.637	0.371	химерний
whimsy	0.729	0.639	0.455	примхливість
whine	0.342	0.686	0.218	нити
whiny	0.208	0.548	0.375	плаксивий
whip	0.208	0.899	0.509	батогом
whiplash	0.257	0.760	0.500	удар хлистом
whipped	0.198	0.804	0.361	збиті
whirl	0.461	0.788	0.661	кружляти
whirlpool	0.710	0.415	0.442	вир
whirlwind	0.417	0.915	0.670	вихор
whisk	0.500	0.537	0.412	віночком
whisker	0.521	0.306	0.343	вус
whiskers	0.439	0.278	0.270	вуса
whiskey	0.612	0.706	0.441	віскі
whisky	0.640	0.615	0.490	віскі
whisper	0.490	0.225	0.265	пошепки
whispered	0.548	0.358	0.309	прошепотів
whistle	0.653	0.551	0.463	свисток
whit	0.562	0.393	0.595	нітрохи
whitefish	0.492	0.327	0.333	сиг
whiteness	0.688	0.235	0.519	білизну
whitewash	0.429	0.402	0.276	побілка
whitish	0.583	0.279	0.365	білуватий
whittle	0.347	0.451	0.427	стругати
whiz	0.896	0.627	0.820	свист
whole	0.653	0.357	0.572	ціле
wholesale	0.760	0.551	0.619	оптом
wholesome	0.888	0.423	0.754	корисний
wholly	0.690	0.353	0.696	цілком
whoo	0.531	0.578	0.311	ой
whoop	0.559	0.481	0.443	вигук
whopper	0.448	0.598	0.432	колосальний
whopping	0.541	0.740	0.755	колосальний
whore	0.135	0.880	0.333	повія
whorehouse	0.200	0.930	0.462	публічний будинок
wick	0.337	0.481	0.309	гніт
wicked	0.138	0.800	0.627	злий
wickedness	0.031	0.727	0.443	злочестивість
wicker	0.427	0.339	0.388	плетені
wicket	0.500	0.500	0.471	хвіртка
wide	0.571	0.312	0.472	широкий
widely	0.698	0.453	0.725	широко
widen	0.562	0.538	0.527	розширити
widespread	0.633	0.456	0.713	широко поширені
widow	0.250	0.450	0.265	вдова
widowed	0.205	0.439	0.333	овдовіла
widower	0.184	0.406	0.325	вдівець
width	0.583	0.280	0.518	ширина
wield	0.347	0.660	0.625	володіти
wiener	0.594	0.434	0.391	Вінер
wienie	0.500	0.509	0.327	wienie
wife	0.886	0.630	0.583	дружина
wig	0.722	0.279	0.180	перуку
wiggle	0.531	0.676	0.359	ворушити
wight	0.542	0.404	0.395	wight
wiki	0.530	0.390	0.455	вікі
wild	0.312	0.922	0.750	дикий
wildcat	0.458	0.632	0.481	дика кішка
wildebeest	0.438	0.480	0.464	гну
wilderness	0.281	0.333	0.290	пустелі
wildfire	0.140	0.929	0.552	лісова пожежа
wildlife	0.656	0.530	0.561	дика природа
will	0.698	0.408	0.735	буде
willful	0.557	0.719	0.642	навмисний
willies	0.480	0.490	0.420	willies
willing	0.833	0.561	0.783	бажаючий
willingly	0.833	0.316	0.588	охоче
willingness	0.786	0.500	0.729	готовність
willow	0.604	0.245	0.400	верба
willpower	0.823	0.776	0.897	сила волі
wilt	0.226	0.354	0.312	в'яне
wilted	0.245	0.375	0.186	зів'ялий
wily	0.459	0.670	0.798	хитрий
wimp	0.184	0.490	0.125	слабак
wimpy	0.188	0.292	0.134	слабак
win	0.927	0.694	0.888	виграти
wince	0.286	0.415	0.294	морщитися
winch	0.385	0.434	0.449	лебідка
wind	0.531	0.404	0.578	вітер
windbag	0.438	0.510	0.391	мішок вітру
windfall	0.750	0.864	0.638	надприбуток
winding	0.398	0.582	0.361	намотування
windmill	0.773	0.412	0.412	вітряк
window	0.542	0.276	0.385	вікно
windowsill	0.429	0.274	0.433	підвіконня
windpipe	0.281	0.360	0.500	трахея
windshield	0.615	0.375	0.333	лобове скло
windy	0.330	0.541	0.528	вітряний
wine	0.792	0.417	0.457	вино
wine cooler	0.729	0.404	0.420	охолоджувач вина
wing	0.562	0.255	0.389	крило
winged	0.646	0.469	0.519	крилатий
winger	0.531	0.794	0.691	вінгер
wingman	0.573	0.578	0.582	ведучий
wink	0.688	0.557	0.304	підморгування
winner	0.960	0.810	0.886	переможець
winning	0.955	0.712	0.972	перемога
winnings	0.949	0.829	0.830	виграші
wino	0.406	0.535	0.349	wino
winter	0.663	0.355	0.500	зима
winterbreak	0.612	0.464	0.491	зимову перерву
wintertime	0.760	0.516	0.404	зимовий час
wintery	0.388	0.512	0.463	зимовий
wintry	0.448	0.434	0.445	зимовий
wipe	0.663	0.427	0.551	витирати
wiper	0.500	0.380	0.535	склоочисник
wire	0.480	0.330	0.245	дріт
wired	0.398	0.420	0.537	дротовий
wireless	0.635	0.444	0.537	бездротовий
wiretap	0.224	0.642	0.454	прослушка
wiring	0.490	0.367	0.431	електропроводка
wis	0.510	0.431	0.406	мудрість
wisdom	0.930	0.302	0.871	мудрість
wise	0.878	0.250	0.861	мудрий
wish	0.771	0.583	0.647	бажання
wishbone	0.494	0.531	0.426	важіль
wishful	0.885	0.712	0.606	бажаний
wishing	0.755	0.600	0.491	бажаючий
wishmeluck	0.729	0.582	0.465	побажай мені успіху
wisp	0.552	0.388	0.417	пучок
wistful	0.323	0.451	0.312	сумний
wit	0.844	0.484	0.775	дотепність
witch	0.292	0.710	0.473	відьма
witchcraft	0.183	0.779	0.555	чаклунство
withal	0.345	0.264	0.381	разом з тим
withdraw	0.260	0.425	0.336	вилучити
withdrawal	0.275	0.541	0.226	вилучення
withdrawals	0.427	0.404	0.464	зняття коштів
withdrawn	0.182	0.368	0.221	вилучено
wither	0.150	0.420	0.259	в'янути
withered	0.188	0.292	0.160	зів'ялий
withering	0.271	0.650	0.345	в'янення
withhold	0.320	0.451	0.444	утримувати
withholding	0.165	0.490	0.480	утримання
withstand	0.370	0.548	0.571	витримати
witless	0.198	0.333	0.179	безглуздий
witness	0.562	0.569	0.593	свідок
wits	0.760	0.596	0.765	дотепність
witty	0.857	0.707	0.759	дотепний
wiz	0.467	0.545	0.441	майстер
wizard	0.656	0.430	0.526	майстер
wobble	0.375	0.620	0.350	коливання
wobbly	0.208	0.759	0.225	хиткий
woe	0.340	0.606	0.204	горе
woeful	0.135	0.555	0.255	жалюгідний
woefully	0.204	0.580	0.269	сумно
wok	0.583	0.375	0.500	вок
wokemeup	0.561	0.520	0.444	wakemeup
wolf	0.448	0.712	0.630	вовк
wolverine	0.470	0.673	0.627	росомаха
womanhood	0.812	0.656	0.602	жіночність
womanizer	0.281	0.800	0.471	бабій
womanly	0.909	0.615	0.473	жіночний
womb	0.375	0.385	0.591	утроба
wonder	0.939	0.771	0.765	дивуватися
wonderful	0.971	0.776	0.830	чудовий
wonderfully	0.969	0.760	0.821	чудово
wonderment	0.929	0.679	0.795	подив
wondrous	0.854	0.679	0.818	дивовижний
wont	0.240	0.343	0.291	звичай
woo	0.646	0.729	0.430	ву
wood	0.494	0.182	0.373	деревина
woodcut	0.633	0.354	0.542	дереворит
wooden	0.500	0.196	0.318	дерев'яний
woodland	0.776	0.306	0.480	лісистий масив
woodlands	0.656	0.340	0.473	лісові масиви
woodpecker	0.520	0.482	0.445	дятел
woods	0.594	0.269	0.364	ліси
woodshed	0.551	0.373	0.312	сарай для дров
woodsman	0.500	0.451	0.522	лісник
woodwork	0.490	0.481	0.545	вироби з дерева
woody	0.469	0.260	0.396	деревний
woof	0.354	0.509	0.404	гав
woohoo	0.658	0.670	0.451	вау-у-у
wooing	0.740	0.730	0.702	залицяння
wool	0.583	0.132	0.345	шерсть
woolen	0.726	0.265	0.307	вовняний
