English Word	Valence	Arousal	Dominance	Hausa Word
refute	0.312	0.731	0.583	karyata
regain	0.729	0.520	0.759	sake samu
regal	0.643	0.459	0.556	mulki
regalia	0.760	0.441	0.556	regalia
regard	0.802	0.336	0.809	girmamawa
regatta	0.740	0.471	0.435	regatta
regency	0.520	0.472	0.630	mulki
regenerate	0.782	0.607	0.767	sake haifuwa
regeneration	0.760	0.640	0.845	sabuntawa
regent	0.680	0.529	0.675	mai mulki
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	tsarin mulki
regimen	0.428	0.538	0.840	tsarin mulki
regiment	0.469	0.722	0.755	tsarin mulki
regimental	0.292	0.637	0.817	tsarin mulki
region	0.540	0.295	0.712	yanki
regional	0.620	0.400	0.607	yanki
regionalism	0.640	0.500	0.773	yankin yanki
register	0.490	0.412	0.654	yin rijista
registrar	0.599	0.537	0.574	magatakarda
registration	0.622	0.396	0.574	rajista
registry	0.573	0.320	0.583	rajista
regress	0.255	0.442	0.300	koma baya
regression	0.312	0.500	0.324	koma baya
regressive	0.302	0.434	0.363	koma baya
regret	0.230	0.623	0.331	nadama
regretful	0.167	0.480	0.188	m
regrettable	0.104	0.374	0.245	m
regretted	0.352	0.540	0.368	nadama
regretting	0.255	0.567	0.273	nadama
regroup	0.633	0.602	0.797	sake taruwa
regular	0.435	0.188	0.558	na yau da kullun
regularity	0.663	0.337	0.585	na yau da kullun
regulars	0.729	0.327	0.508	na yau da kullun
regulate	0.510	0.275	0.481	tsara
regulated	0.531	0.269	0.483	kayyade
regulation	0.542	0.425	0.667	tsari
regulator	0.500	0.336	0.668	mai tsarawa
regulatory	0.531	0.448	0.528	tsari
regurgitation	0.160	0.647	0.315	regurgitation
rehab	0.531	0.450	0.593	gyarawa
rehabilitate	0.671	0.538	0.642	gyara
rehabilitation	0.406	0.528	0.606	gyarawa
rehash	0.405	0.451	0.403	rehash
rehearsal	0.667	0.470	0.500	maimaitawa
rehearse	0.588	0.622	0.500	maimaita
reign	0.806	0.567	0.873	mulki
reigning	0.677	0.632	0.870	mulki
reimburse	0.680	0.418	0.527	biya
reimbursement	0.653	0.610	0.567	biya
rein	0.500	0.357	0.438	mulki
reincarnation	0.786	0.747	0.676	sake reincarnation
reindeer	0.592	0.336	0.396	barewa
reinforce	0.604	0.583	0.760	ƙarfafa
reinforcement	0.729	0.702	0.902	ƙarfafawa
reinforcements	0.646	0.719	0.875	ƙarfafawa
reins	0.480	0.448	0.545	mulki
reinstall	0.458	0.500	0.745	sake shigar
reinstate	0.760	0.551	0.596	maido da aiki
reinstatement	0.729	0.521	0.707	maido da aiki
reinvest	0.570	0.627	0.763	sake zuba jari
reinvestment	0.582	0.622	0.782	sake zuba jari
reiterate	0.422	0.451	0.655	nanata
reject	0.060	0.647	0.370	ƙi
rejected	0.102	0.480	0.250	ƙi
rejection	0.080	0.704	0.330	kin amincewa
rejects	0.083	0.637	0.422	ya ƙi
rejoice	0.827	0.650	0.698	murna
rejoicing	0.811	0.637	0.592	murna
rejoin	0.655	0.548	0.556	sake shiga
rejuvenate	0.776	0.588	0.767	farfaɗo
rejuvenated	0.809	0.673	0.700	farfaɗo
rekindle	0.656	0.520	0.788	farfado
relapse	0.173	0.460	0.303	koma baya
relate	0.653	0.500	0.623	danganta
related	0.677	0.365	0.519	masu alaka
relation	0.857	0.604	0.625	dangantaka
relationship	0.867	0.566	0.589	dangantaka
relative	0.500	0.378	0.386	dangi
relativity	0.594	0.393	0.615	dangantaka
relax	0.927	0.250	0.375	Huta
relaxant	0.878	0.087	0.357	shakatawa
relaxation	0.873	0.161	0.381	shakatawa
relaxed	0.865	0.090	0.382	annashuwa
relaxing	0.854	0.157	0.475	shakatawa
relay	0.738	0.542	0.543	gudun ba da sanda
release	0.740	0.606	0.741	saki
released	0.844	0.490	0.651	saki
relegation	0.375	0.500	0.434	relegation
relentless	0.333	0.713	0.904	m
relevance	0.710	0.599	0.791	dacewa
relevancy	0.724	0.481	0.673	dacewa
relevant	0.719	0.608	0.764	dacewa
reliability	0.917	0.380	0.696	dogara
reliable	0.912	0.241	0.875	abin dogara
reliance	0.844	0.431	0.853	dogara
relic	0.646	0.452	0.591	relic
relics	0.719	0.580	0.579	relics
relief	0.844	0.278	0.481	taimako
relieve	0.813	0.183	0.536	saukaka
relieved	0.896	0.314	0.391	an sassauta
relieving	0.740	0.255	0.455	sassautawa
relight	0.560	0.588	0.519	haske
religion	0.646	0.320	0.755	addini
religious	0.740	0.238	0.696	addini
relinquish	0.265	0.606	0.286	sallama
relish	0.854	0.610	0.632	jin daɗi
relive	0.750	0.650	0.693	raya
reload	0.562	0.611	0.571	sake saukewa
relocate	0.500	0.594	0.640	ƙaura
relocation	0.396	0.500	0.475	ƙaura
reluctance	0.240	0.606	0.373	rashin so
reluctant	0.292	0.630	0.432	m
rely	0.812	0.429	0.616	dogara
remain	0.709	0.365	0.731	zauna
remainder	0.398	0.357	0.324	saura
remaining	0.449	0.290	0.296	saura
remains	0.610	0.240	0.565	ragowar
remake	0.583	0.488	0.642	sake gyarawa
remand	0.245	0.446	0.318	tsare
remark	0.561	0.325	0.716	magana
remarkable	0.880	0.573	0.720	na ban mamaki
remarkably	0.688	0.618	0.868	ban mamaki
remarry	0.653	0.791	0.540	sake yin aure
rematch	0.469	0.798	0.627	sake daidaitawa
remedial	0.369	0.418	0.509	gyara
remedy	0.625	0.283	0.491	magani
remember	0.776	0.422	0.454	tuna
remembered	0.916	0.333	0.588	tuna
remembering	0.535	0.386	0.509	tunawa
remembrance	0.812	0.250	0.519	tunawa
remind	0.721	0.415	0.563	tunatarwa
reminder	0.552	0.423	0.589	tunatarwa
reminisce	0.903	0.490	0.363	tuna
reminiscent	0.500	0.481	0.611	tunawa
reminiscing	0.688	0.431	0.418	tunatarwa
remiss	0.190	0.650	0.325	remis
remission	0.418	0.330	0.518	gafara
remit	0.510	0.509	0.473	sallama
remittance	0.684	0.479	0.454	turawa
remnant	0.367	0.312	0.388	saura
remodel	0.604	0.647	0.693	sake gyarawa
remorse	0.103	0.673	0.377	nadama
remorseful	0.347	0.429	0.250	nadama
remote	0.458	0.333	0.477	m
remoteness	0.323	0.510	0.339	nisa
removal	0.245	0.540	0.368	cirewa
remove	0.292	0.539	0.472	cire
remover	0.337	0.443	0.526	mai cirewa
remuneration	0.792	0.760	0.607	albashi
renaissance	0.771	0.670	0.767	farfadowa
renal	0.300	0.480	0.415	koda
rencontre	0.510	0.452	0.463	sake komawa
rend	0.429	0.423	0.385	tartsatsi
render	0.541	0.395	0.448	bayarwa
rendering	0.531	0.434	0.667	ma'ana
rendezvous	0.750	0.490	0.658	rendezvous
rendition	0.417	0.360	0.398	fassara
renegade	0.140	0.640	0.509	koma baya
renegotiate	0.580	0.702	0.708	sake tattaunawa
renew	0.868	0.481	0.713	sabunta
renewal	0.770	0.710	0.672	sabuntawa
renounce	0.156	0.490	0.552	watsi
renovate	0.878	0.549	0.755	gyara
renovated	0.783	0.406	0.657	sabunta
renovation	0.816	0.590	0.779	gyarawa
renown	0.693	0.475	0.693	sananne
renowned	0.844	0.481	0.697	mashahuri
rent	0.344	0.429	0.446	haya
rental	0.510	0.370	0.308	haya
renter	0.590	0.301	0.371	mai haya
renunciation	0.260	0.578	0.336	renunciation
reopen	0.656	0.528	0.568	sake buɗewa
reorganization	0.622	0.587	0.754	sake tsarawa
reorganize	0.667	0.590	0.722	sake tsarawa
rep	0.520	0.510	0.640	wakilai
repaint	0.622	0.382	0.308	sake fenti
repair	0.583	0.460	0.589	gyara
repairman	0.582	0.426	0.707	mai gyarawa
reparation	0.531	0.615	0.732	gyara
repay	0.469	0.632	0.592	biya
repayment	0.479	0.490	0.474	biya
repeal	0.260	0.480	0.482	soke
repeat	0.490	0.529	0.552	maimaita
repeated	0.429	0.472	0.314	maimaita
repeatedly	0.479	0.575	0.500	akai-akai
repeater	0.479	0.426	0.430	mai maimaitawa
repel	0.224	0.620	0.441	tunkude
repellant	0.292	0.620	0.426	m
repellent	0.286	0.500	0.491	m
repelling	0.184	0.633	0.429	tunkudewa
repent	0.449	0.422	0.386	tuba
repentance	0.417	0.604	0.324	tuba
repentant	0.326	0.500	0.200	tuba
repertoire	0.633	0.594	0.667	repertoire
repertory	0.562	0.473	0.528	repertory
repetition	0.375	0.519	0.396	maimaitawa
repetitive	0.320	0.438	0.362	maimaituwa
rephrase	0.547	0.451	0.549	sake magana
replace	0.417	0.520	0.500	maye gurbin
replacement	0.385	0.519	0.500	maye gurbinsu
replay	0.612	0.522	0.761	sake kunnawa
replenish	0.615	0.336	0.689	cika
replete	0.552	0.497	0.670	cika
replica	0.480	0.520	0.493	kwafi
replicate	0.480	0.630	0.585	kwafi
replication	0.342	0.618	0.510	kwafi
reply	0.762	0.290	0.596	amsa
report	0.583	0.444	0.575	rahoto
reported	0.418	0.442	0.567	ya ruwaito
reporter	0.531	0.550	0.604	mai rahoto
repose	0.469	0.100	0.330	huta
reposition	0.408	0.529	0.509	sakewa
repository	0.406	0.396	0.500	wurin ajiya
repossess	0.418	0.667	0.552	sake mallakewa
reprehensible	0.316	0.569	0.351	abin zargi
represent	0.781	0.433	0.861	wakiltar
representation	0.677	0.542	0.750	wakilci
representative	0.704	0.366	0.694	wakilci
represented	0.724	0.444	0.688	wakilta
representing	0.796	0.464	0.833	wakiltar
repress	0.208	0.612	0.536	danne
repressed	0.188	0.337	0.311	danniya
repression	0.214	0.764	0.481	danniya
reprieve	0.531	0.471	0.574	jinkiri
reprimand	0.153	0.528	0.465	tsawatarwa
reprint	0.510	0.449	0.527	sake bugawa
reprisal	0.125	0.788	0.545	ramuwar gayya
reprise	0.459	0.500	0.464	mayar da martani
reproach	0.240	0.755	0.384	zargi
reproduce	0.823	0.622	0.760	haifuwa
reproduction	0.800	0.736	0.713	haifuwa
reproductive	0.770	0.604	0.856	haihuwa
reprogram	0.519	0.404	0.557	sake tsarawa
reptile	0.350	0.566	0.365	mai rarrafe
republic	0.635	0.340	0.830	jamhuriya
republican	0.398	0.551	0.664	jamhuriya
repudiation	0.167	0.686	0.274	kin amincewa
repugnance	0.062	0.684	0.425	abin zargi
repugnant	0.061	0.735	0.453	m
repulsion	0.247	0.673	0.353	tunkudewa
repulsive	0.146	0.775	0.425	m
repurchase	0.531	0.592	0.557	sake saya
reputable	0.781	0.462	0.919	mai daraja
reputation	0.740	0.542	0.721	suna
repute	0.729	0.500	0.702	daraja
reputed	0.439	0.528	0.627	daraja
request	0.625	0.471	0.618	nema
requiem	0.475	0.382	0.426	bukata
require	0.398	0.439	0.560	bukata
required	0.583	0.509	0.700	ake bukata
requirement	0.510	0.439	0.728	bukata
requisite	0.448	0.363	0.609	bukata
requisition	0.478	0.510	0.649	bukata
reread	0.448	0.377	0.492	sake karantawa
reroute	0.540	0.598	0.598	komawa
rerun	0.333	0.620	0.529	maimaituwa
reschedule	0.438	0.422	0.537	sake tsarawa
rescind	0.347	0.380	0.391	soke
rescission	0.333	0.529	0.360	rushewa
rescue	0.806	0.926	0.850	ceto
research	0.633	0.663	0.741	bincike
researcher	0.569	0.510	0.857	mai bincike
resection	0.375	0.482	0.500	resection
resemblance	0.743	0.216	0.570	kamanni
resemble	0.602	0.388	0.463	kama
resembling	0.592	0.250	0.529	kama
resent	0.073	0.553	0.163	haushi
resentful	0.120	0.608	0.324	m
resentment	0.163	0.745	0.528	bacin rai
reservation	0.688	0.343	0.561	ajiyar wuri
reserve	0.585	0.289	0.589	ajiyewa
reserved	0.594	0.316	0.583	tanada
reserves	0.653	0.363	0.520	tanadi
reservoir	0.531	0.276	0.462	tafki
reset	0.490	0.450	0.574	sake saiti
reside	0.451	0.440	0.455	zama
residence	0.615	0.382	0.585	wurin zama
residences	0.618	0.418	0.509	wuraren zama
residency	0.694	0.357	0.679	zama
resident	0.592	0.327	0.500	mazauni
residential	0.720	0.210	0.589	zama
residual	0.448	0.288	0.327	saura
residue	0.354	0.330	0.183	saura
resign	0.250	0.543	0.273	murabus
resignation	0.145	0.392	0.310	murabus
resigned	0.240	0.170	0.268	murabus
resilience	0.531	0.440	0.667	juriya
resilient	0.542	0.540	0.801	m
resin	0.284	0.308	0.400	guduro
resist	0.414	0.676	0.651	tsayayya
resistance	0.427	0.694	0.796	juriya
resistant	0.592	0.585	0.815	m
resisting	0.408	0.776	0.789	tsayin daka
resistive	0.396	0.519	0.651	m
resolute	0.771	0.510	0.712	m
resolutely	0.714	0.453	0.805	da gaske
resolution	0.780	0.550	0.745	ƙuduri
resolve	0.710	0.472	0.750	warware
resolved	0.735	0.357	0.683	warware
resonance	0.541	0.426	0.629	rawa
resonant	0.542	0.633	0.663	resonant
resonate	0.582	0.610	0.644	sake maimaitawa
resonator	0.469	0.608	0.519	resonator
resort	0.573	0.441	0.632	wurin shakatawa
resounding	0.490	0.708	0.596	m
resource	0.740	0.357	0.749	albarkatu
resourceful	0.906	0.704	0.886	m
resources	0.604	0.348	0.627	albarkatun
respect	0.927	0.344	0.758	girmamawa
respectability	0.875	0.407	0.912	mutuntawa
respectable	0.850	0.350	0.889	mai daraja
respected	0.908	0.441	0.853	girmamawa
respectful	0.951	0.386	0.814	mai mutuntawa
respecting	0.837	0.321	0.720	girmamawa
respective	0.625	0.413	0.721	bi da bi
respects	0.840	0.387	0.824	girmamawa
respiration	0.760	0.377	0.669	numfashi
respirator	0.433	0.398	0.453	mai numfashi
respiratory	0.500	0.450	0.552	numfashi
respite	0.600	0.373	0.420	jinkiri
resplendent	0.905	0.673	0.755	m
respond	0.573	0.435	0.594	amsa
respondent	0.449	0.455	0.480	mai amsawa
response	0.615	0.500	0.472	amsa
responsibility	0.760	0.500	0.852	alhakin
responsible	0.837	0.527	0.833	alhaki
responsive	0.816	0.569	0.573	m
rest	0.907	0.167	0.300	hutawa
restart	0.531	0.519	0.554	sake farawa
restaurant	0.847	0.406	0.500	gidan abinci
rested	0.792	0.235	0.462	ya huta
restful	0.781	0.116	0.413	m
restitution	0.583	0.542	0.643	mayarwa
restless	0.219	0.810	0.304	m
restlessness	0.083	0.794	0.397	rashin natsuwa
restock	0.510	0.538	0.645	maidowa
restoration	0.755	0.426	0.734	maidowa
restorative	0.633	0.510	0.703	maidowa
restore	0.765	0.490	0.625	mayar
restored	0.892	0.410	0.728	mayar da
restoring	0.820	0.490	0.783	maidowa
restrain	0.134	0.696	0.434	kamewa
restrained	0.354	0.590	0.509	takura
restraining	0.296	0.702	0.672	hanawa
restraint	0.167	0.618	0.520	kamewa
restrict	0.115	0.539	0.577	takura
restricted	0.276	0.500	0.407	takura
restriction	0.130	0.590	0.569	ƙuntatawa
restrictive	0.215	0.596	0.500	m
restroom	0.653	0.279	0.267	dakin wanka
result	0.812	0.490	0.652	sakamako
resultant	0.670	0.441	0.637	sakamako
resume	0.573	0.411	0.586	ci gaba
resumption	0.637	0.528	0.653	sake farawa
resurrect	0.781	0.725	0.817	tashin matattu
resurrection	0.708	0.740	0.759	tashin matattu
resuscitate	0.531	0.696	0.818	farfado da
resuscitation	0.753	0.768	0.795	farfaɗowa
retail	0.510	0.353	0.411	kiri
retailer	0.708	0.439	0.595	dillali
retain	0.367	0.451	0.630	riƙe
retainer	0.396	0.422	0.356	mai riƙewa
retaining	0.417	0.559	0.632	riƙewa
retake	0.616	0.471	0.591	sake dauka
retaliate	0.111	0.812	0.595	rama
retaliation	0.156	0.812	0.491	ramuwar gayya
retaliatory	0.194	0.865	0.598	ramuwar gayya
retard	0.194	0.347	0.222	jinkirta
retardation	0.125	0.360	0.155	jinkiri
retarded	0.302	0.462	0.161	jinkirtawa
retards	0.362	0.434	0.218	jinkirtawa
retention	0.344	0.490	0.558	riƙewa
retentive	0.439	0.482	0.491	m
rethink	0.480	0.423	0.583	sake tunani
reticent	0.396	0.519	0.500	mai hankali
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	idon ido
retire	0.398	0.392	0.186	yi ritaya
retired	0.270	0.259	0.301	mai ritaya
retirement	0.250	0.324	0.255	ritaya
retiring	0.408	0.376	0.214	mai ritaya
retold	0.459	0.385	0.352	sake faɗa
retort	0.417	0.520	0.481	mayar da martani
retrace	0.250	0.482	0.317	koma baya
retract	0.316	0.443	0.358	ja da baya
retraction	0.312	0.491	0.427	ja da baya
retractor	0.354	0.590	0.557	retractor
retreat	0.500	0.519	0.312	ja da baya
retrenchment	0.230	0.650	0.384	janyewa
retrial	0.500	0.577	0.593	sake gwadawa
retribution	0.625	0.490	0.708	azaba
retrieval	0.700	0.440	0.704	maidowa
retrieve	0.740	0.576	0.705	maido
retriever	0.459	0.500	0.464	mai dawowa
retro	0.650	0.276	0.321	na baya
retroactive	0.521	0.452	0.655	na baya
retrograde	0.208	0.464	0.415	koma baya
retrospect	0.406	0.500	0.538	ja da baya
retrospective	0.594	0.481	0.528	na baya
retrospectively	0.516	0.400	0.560	bi da bi
return	0.602	0.412	0.463	dawo
reunion	0.837	0.500	0.672	haduwa
reunite	0.656	0.550	0.657	sake haduwa
reunited	0.708	0.439	0.658	sake haduwa
rev	0.367	0.422	0.353	Rev
reveal	0.493	0.637	0.526	bayyana
revel	0.740	0.705	0.684	murna
revelation	0.879	0.500	0.865	wahayi
revelations	0.729	0.655	0.600	wahayi
revels	0.827	0.683	0.647	revels
revenge	0.230	0.940	0.627	fansa
revenue	0.873	0.510	0.854	kudaden shiga
reverberation	0.390	0.639	0.551	reverberation
revere	0.750	0.562	0.608	girmamawa
reverence	0.643	0.347	0.516	girmamawa
reverend	0.650	0.337	0.576	girmamawa
reverent	0.551	0.490	0.694	girmamawa
reverie	0.667	0.413	0.471	revere
reversal	0.380	0.510	0.591	juyawa
reverse	0.539	0.415	0.461	baya
reversion	0.458	0.538	0.425	koma baya
revert	0.380	0.451	0.519	komawa
reverting	0.562	0.385	0.544	komawa
review	0.667	0.408	0.636	bita
reviewer	0.562	0.344	0.500	mai bita
revise	0.500	0.469	0.509	bita
revision	0.417	0.459	0.710	bita
revisit	0.552	0.530	0.509	sake duba
revival	0.823	0.664	0.597	farfaɗowa
revive	0.676	0.780	0.778	farfado
revocation	0.260	0.610	0.673	sokewa
revoke	0.251	0.696	0.737	soke
revolt	0.343	0.878	0.658	tawaye
revolting	0.102	0.690	0.300	tawaye
revolution	0.417	0.902	0.798	juyin juya hali
revolutionary	0.635	0.887	0.824	mai neman sauyi
revolutionize	0.684	0.816	0.904	juyin juya hali
revolve	0.592	0.546	0.402	juya baya
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	juyawa
revue	0.594	0.350	0.420	tantancewa
revulsion	0.104	0.765	0.343	revulsion
revving	0.604	0.875	0.879	farfaɗowa
reward	0.948	0.694	0.783	lada
rewarding	0.958	0.637	0.783	m
rewind	0.460	0.551	0.431	mayar da baya
rewire	0.365	0.462	0.406	sakewa
rewrite	0.490	0.500	0.434	sake rubutawa
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	zance
rhetorical	0.417	0.569	0.635	iya magana
rheumatism	0.219	0.472	0.418	rheumatism
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	karkanda
rhinoceros	0.556	0.656	0.569	karkanda
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	rhyme
rhyming	0.729	0.410	0.500	raha
rhythm	0.771	0.759	0.573	kari
rhythmic	0.714	0.642	0.664	rhythmic
rhythmical	0.844	0.694	0.632	rhythmical
rib	0.490	0.349	0.351	haƙarƙari
ribbed	0.365	0.378	0.409	ribbed
ribbon	0.719	0.288	0.357	kintinkiri
rice	0.667	0.208	0.330	shinkafa
rich	0.882	0.627	0.905	mai arziki
riches	0.958	0.694	0.880	arziki
richness	0.896	0.833	0.922	wadata
rick	0.459	0.420	0.444	rikita
rickety	0.224	0.402	0.241	m
rickshaw	0.438	0.594	0.402	rickshaw
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	cire
riddance	0.323	0.562	0.472	riddance
riddle	0.521	0.583	0.543	kacici-kacici
riddled	0.281	0.861	0.422	kacici-kacici
ride	0.806	0.465	0.472	hau
rider	0.635	0.627	0.574	mahayi
ridge	0.484	0.402	0.349	tudu
ridicule	0.143	0.745	0.255	ba'a
ridiculed	0.112	0.806	0.212	ba'a
ridiculous	0.159	0.594	0.245	m
riding	0.694	0.654	0.620	hawa
rife	0.570	0.561	0.692	rife
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	rafraf
rifle	0.329	0.900	0.718	bindiga
rifleman	0.245	0.863	0.767	bindiga
rifles	0.337	0.864	0.765	bindigogi
rift	0.246	0.519	0.289	tsatsa
rig	0.542	0.382	0.746	rigima
rigged	0.188	0.510	0.412	damfara
rigging	0.510	0.518	0.440	rigingimu
right	0.740	0.352	0.710	dama
righteous	0.823	0.385	0.790	adali
righteousness	0.802	0.660	0.897	adalci
rightful	0.837	0.358	0.821	m
rightly	0.740	0.471	0.782	daidai
righty	0.750	0.314	0.786	daidai
rigid	0.357	0.552	0.591	m
rigidity	0.198	0.530	0.726	taurin kai
rigor	0.375	0.745	0.713	tsauri
rigorous	0.438	0.818	0.847	m
rim	0.510	0.397	0.302	rim
rind	0.542	0.280	0.491	ruwa
ring	0.677	0.427	0.464	zobe
ringer	0.573	0.604	0.347	ringi
ringing	0.724	0.598	0.693	ringi
ringleader	0.520	0.550	0.640	shugaban kasa
ringmaster	0.630	0.622	0.732	mai kula da yara
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	rinka
rinse	0.663	0.168	0.409	kurkura
riot	0.061	0.946	0.586	tarzoma
rioting	0.156	0.949	0.560	tarzoma
riotous	0.163	0.837	0.588	m
riots	0.099	0.882	0.564	tarzoma
rip	0.146	0.676	0.365	tsage
riparian	0.552	0.408	0.412	magudanar ruwa
ripe	0.671	0.337	0.670	cikakke
ripen	0.755	0.373	0.671	cikakke
ripening	0.615	0.490	0.759	girma
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	ripple
rippling	0.500	0.480	0.327	tsagi
rise	0.667	0.593	0.745	tashi
rising	0.750	0.602	0.696	tashi
risk	0.240	0.816	0.438	kasada
risky	0.224	0.922	0.700	m
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	ibada
ritual	0.375	0.520	0.508	al'ada
ritualistic	0.450	0.583	0.540	na al'ada
rival	0.286	0.605	0.574	kishiya
rivalry	0.192	0.765	0.538	hamayya
river	0.688	0.392	0.605	kogi
riverbank	0.684	0.300	0.330	bakin kogi
riverbed	0.610	0.233	0.421	bakin kogi
riverboat	0.561	0.347	0.462	kwalekwalen kogi
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	riveted
riveting	0.448	0.544	0.394	riveting
roach	0.146	0.598	0.259	rowa
road	0.656	0.404	0.404	hanya
roadblock	0.337	0.669	0.490	toshe hanya
roadhouse	0.500	0.620	0.458	gidan hanya
roadie	0.500	0.566	0.455	hanya
roadrage	0.458	0.567	0.565	hanya
roadrunner	0.490	0.702	0.590	mai bin hanya
roads	0.677	0.448	0.496	hanyoyi
roadside	0.500	0.569	0.472	gefen hanya
roadster	0.531	0.622	0.473	direban hanya
roadtrip	0.677	0.596	0.519	tafiyar hanya
roadway	0.562	0.206	0.509	hanya
roadworks	0.562	0.538	0.509	ayyukan hanya
roam	0.510	0.550	0.444	yawo
roar	0.427	0.816	0.675	ruri
roaring	0.449	0.817	0.634	ruri
roast	0.521	0.541	0.311	gasa
roasted	0.615	0.520	0.339	gasassu
rob	0.112	0.840	0.500	fashi
robber	0.135	0.772	0.481	dan fashi
robbery	0.133	0.843	0.435	fashi
robe	0.594	0.216	0.298	tufa
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	mutum-mutumi
robotic	0.417	0.602	0.657	mutum-mutumi
robotics	0.592	0.600	0.763	robotics
robust	0.667	0.604	0.719	m
roc	0.427	0.510	0.415	rok
rock	0.623	0.236	0.557	dutse
rocker	0.615	0.704	0.625	roka
rocket	0.664	0.824	0.774	roka
rocks	0.365	0.209	0.543	duwatsu
rod	0.479	0.319	0.355	sanda
rodent	0.323	0.577	0.279	rodent
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	rowa
rogue	0.334	0.713	0.636	dan damfara
role	0.552	0.260	0.464	rawar
roll	0.469	0.510	0.172	mirgine
roller	0.521	0.394	0.345	abin nadi
rollercoaster	0.802	0.910	0.651	rollercoaster
rollers	0.490	0.365	0.336	rollers
rollicking	0.878	0.806	0.552	mirginawa
rolling	0.510	0.606	0.321	mirgina
roman	0.615	0.475	0.639	Roman
romance	0.980	0.682	0.587	soyayya
romantic	0.936	0.531	0.598	soyayya
romanticism	0.854	0.521	0.593	soyayya
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	rufin
rooftop	0.571	0.471	0.461	rufin rufin
rook	0.380	0.400	0.510	rok
rookie	0.583	0.370	0.198	roki
room	0.729	0.283	0.445	dakin
roomful	0.786	0.425	0.634	daki
roommate	0.750	0.481	0.480	abokin zama
rooms	0.677	0.241	0.386	dakuna
roomy	0.760	0.342	0.736	m
roost	0.500	0.410	0.345	rudu
rooster	0.459	0.385	0.275	zakara
root	0.602	0.279	0.508	tushen
root beer	0.582	0.520	0.415	tushen giya
rooted	0.510	0.527	0.718	kafe
rope	0.385	0.280	0.345	igiya
ropes	0.458	0.304	0.402	igiyoyi
rosary	0.806	0.140	0.430	rosary
rose	0.865	0.276	0.386	tashi
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	jerin gwano
rosy	0.940	0.528	0.755	rosy
rot	0.031	0.558	0.301	ruɓe
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	juya
rotation	0.670	0.520	0.550	juyawa
rote	0.561	0.481	0.696	ruɓe
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	ruɓe
rotting	0.188	0.462	0.255	rubewa
