English Word	Valence	Arousal	Dominance	Nepali Word
telltale	0.240	0.663	0.426	बताउने
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	स्वभाव
tempera	0.458	0.318	0.245	स्वभाव
temperament	0.420	0.625	0.703	स्वभाव
temperamental	0.316	0.774	0.608	स्वभाव
temperance	0.500	0.294	0.639	संयम
temperate	0.469	0.394	0.593	शीतोष्ण
temperature	0.521	0.559	0.473	तापमान
tempered	0.583	0.437	0.667	मिजासिलो
tempest	0.245	0.843	0.653	आँधी
template	0.479	0.311	0.411	टेम्प्लेट
temple	0.612	0.269	0.660	मन्दिर
tempo	0.582	0.337	0.500	टेम्पो
temporal	0.500	0.413	0.360	अस्थायी
temporarily	0.500	0.365	0.373	अस्थायी रूपमा
temporary	0.458	0.415	0.324	अस्थायी
tempt	0.210	0.677	0.500	प्रलोभन
temptation	0.365	0.817	0.560	प्रलोभन
tempting	0.615	0.740	0.519	लोभ्याउने
temptress	0.427	0.787	0.667	प्रलोभन
ten	0.562	0.260	0.406	दस
tenable	0.741	0.412	0.636	टेनेबल
tenacious	0.724	0.658	0.692	दृढ
tenacity	0.740	0.657	0.889	दृढता
tenancy	0.500	0.458	0.605	भाडामा
tenant	0.385	0.360	0.398	भाडामा लिने
tend	0.604	0.398	0.412	प्रवृत्ति
tendency	0.684	0.500	0.675	प्रवृत्ति
tender	0.630	0.520	0.509	टेन्डर
tenderfoot	0.469	0.421	0.438	कोमल खुट्टा
tenderness	0.949	0.276	0.367	कोमलता
tending	0.622	0.556	0.594	हेरचाह
tendon	0.341	0.271	0.463	कण्डरा
tenement	0.470	0.384	0.550	टेनिमेन्ट
tenet	0.667	0.333	0.636	सिद्धान्त
tenets	0.734	0.357	0.667	सिद्धान्तहरू
tenfold	0.469	0.418	0.500	दस गुणा
tennis	0.622	0.519	0.431	टेनिस
tenor	0.587	0.451	0.500	टेनर
tense	0.396	0.439	0.655	तनाव
tensile	0.458	0.510	0.618	तन्य
tension	0.304	0.810	0.529	तनाव
tent	0.510	0.275	0.333	पाल
tentacle	0.370	0.559	0.398	टेन्टकल
tentative	0.582	0.657	0.534	अस्थायी
tenth	0.510	0.349	0.382	दशौं
tenths	0.406	0.294	0.284	दशौं
tenuous	0.398	0.263	0.276	कमजोर
tenure	0.615	0.472	0.611	कार्यकाल
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	चिसो
tequila	0.612	0.710	0.536	टकीला
teriyaki	0.646	0.449	0.431	तेरियाकी
term	0.450	0.255	0.598	अवधि
terminal	0.316	0.434	0.483	टर्मिनल
terminate	0.171	0.410	0.441	समाप्त
termination	0.344	0.472	0.545	समाप्ति
terminator	0.370	0.663	0.737	टर्मिनेटर
terminology	0.612	0.284	0.566	शब्दावली
terminus	0.281	0.382	0.615	टर्मिनस
termite	0.265	0.480	0.408	दीमक
terms	0.490	0.362	0.645	सर्तहरू
tern	0.573	0.365	0.309	टर्न
ternary	0.550	0.406	0.480	तिर्नरी
terrace	0.615	0.269	0.411	टेरेस
terrain	0.540	0.300	0.472	भू-भाग
terrestrial	0.542	0.413	0.582	स्थलीय
terrible	0.061	0.849	0.604	भयानक
terribly	0.061	0.731	0.430	भयानक रूपमा
terrier	0.562	0.540	0.431	टेरियर
terrific	0.859	0.650	0.821	भयानक
terrified	0.090	0.902	0.387	डराएको
terrifies	0.083	0.923	0.500	डराउँछ
terrify	0.052	0.889	0.509	डराउनु
terrifying	0.031	0.836	0.602	डरलाग्दो
territorial	0.405	0.600	0.766	क्षेत्रीय
territory	0.625	0.469	0.676	क्षेत्र
terror	0.069	0.902	0.415	आतंक
terrorism	0.060	0.971	0.673	आतंकवाद
terrorist	0.019	0.930	0.679	आतंकवादी
terrorists	0.062	0.967	0.688	आतंकवादीहरु
terrorize	0.041	0.907	0.577	आतंकित गर्ने
terse	0.542	0.393	0.409	संक्षिप्त
tertiary	0.500	0.350	0.431	तृतीयक
test	0.449	0.500	0.509	परीक्षण
testament	0.594	0.420	0.806	वसीयतनामा
testicle	0.458	0.651	0.410	अण्डकोष
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	गवाही दिने
testimonial	0.541	0.538	0.750	प्रशंसापत्र
testimony	0.615	0.578	0.643	गवाही
testosterone	0.573	0.840	0.775	टेस्टोस्टेरोन
testy	0.135	0.640	0.357	टेस्टी
tetanus	0.133	0.577	0.368	टिटानस
tether	0.323	0.620	0.407	टेदर
tethered	0.260	0.472	0.351	टेदर गरिएको
tetrahedral	0.595	0.468	0.423	टेट्राहेड्रल
text	0.604	0.157	0.402	पाठ
textbook	0.622	0.235	0.526	पाठ्यपुस्तक
textile	0.604	0.235	0.395	कपडा
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	बनावट
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	धन्यवाद
thankful	0.969	0.344	0.714	आभारी
thankgod	0.823	0.451	0.466	धन्यबाद
thanking	0.917	0.538	0.658	धन्यवाद
thankless	0.146	0.500	0.497	कृतज्ञ
thanks	0.918	0.472	0.461	धन्यवाद
thanksalot	0.908	0.428	0.525	धन्यवाद
thanksgiving	0.927	0.449	0.637	धन्यवाद
thankyougod	0.900	0.446	0.651	धन्यवाद भगवान
thankyoujesus	0.878	0.406	0.604	धन्यवाद येशू
thankyoulord	0.809	0.388	0.466	धन्यवाद प्रभु
thatch	0.337	0.245	0.161	खरानी
thatmoment	0.667	0.389	0.340	त्यो क्षण
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	गल्नु
theater	0.760	0.635	0.516	थिएटर
theatrical	0.720	0.690	0.546	नाटकीय
theatrics	0.694	0.539	0.486	नाट्यशास्त्र
thebest	0.760	0.596	0.719	सबै भन्दा राम्रो
theft	0.135	0.867	0.394	चोरी
theism	0.460	0.431	0.481	ईश्वरवाद
theistic	0.397	0.365	0.509	ईश्वरवादी
thelife	0.688	0.566	0.629	जीवन
thelittlethings	0.571	0.240	0.324	साना कुराहरु
theme	0.541	0.176	0.427	विषयवस्तु
theocracy	0.490	0.427	0.722	धर्मतन्त्र
theocratic	0.380	0.480	0.605	ईश्वरतान्त्रिक
theologian	0.521	0.304	0.759	धर्मशास्त्री
theological	0.480	0.363	0.683	धर्मशास्त्रीय
theology	0.448	0.330	0.711	धर्मशास्त्र
theorem	0.500	0.296	0.615	प्रमेय
theoretical	0.615	0.270	0.546	सैद्धान्तिक
theory	0.583	0.314	0.529	सिद्धान्त
therapeutic	0.625	0.275	0.680	उपचारात्मक
therapeutics	0.552	0.343	0.625	चिकित्साशास्त्र
therapist	0.468	0.430	0.679	चिकित्सक
therapy	0.490	0.353	0.607	थेरापी
thereabouts	0.427	0.365	0.285	त्यतातिर
thereof	0.542	0.265	0.281	यसको
therewith	0.462	0.317	0.398	यससँगै
thermal	0.480	0.360	0.509	थर्मल
thermocouple	0.406	0.406	0.422	थर्मोकोपल
thermodynamics	0.510	0.594	0.678	थर्मोडायनामिक्स
thermometer	0.400	0.327	0.473	थर्मोमिटर
thermos	0.582	0.255	0.328	थर्मस
thermostat	0.439	0.480	0.321	थर्मोस्टेट
thesaurus	0.520	0.480	0.509	थिसॉरस
thesis	0.583	0.582	0.552	थीसिस
thick	0.449	0.433	0.596	बाक्लो
thicken	0.406	0.398	0.509	गाढा हुनु
thickening	0.448	0.355	0.434	गाढा हुनु
thicket	0.385	0.373	0.324	झाडी
thickness	0.552	0.370	0.443	मोटाई
thief	0.088	0.888	0.443	चोर
thigh	0.469	0.433	0.588	जांघ
thimble	0.490	0.192	0.218	थिमल
thin	0.469	0.337	0.356	पातलो
thing	0.449	0.222	0.260	कुरा
things	0.519	0.250	0.368	चीजहरू
thingy	0.458	0.312	0.158	कुरा
think	0.786	0.408	0.618	सोच्नुहोस्
thinker	0.706	0.386	0.764	विचारक
thinking	0.720	0.308	0.595	सोच
third	0.551	0.187	0.304	तेस्रो
thirds	0.402	0.327	0.345	तेस्रो
thirst	0.298	0.519	0.307	तिर्खा
thirsty	0.281	0.660	0.310	तिर्खा लागेको
thirteen	0.459	0.385	0.331	तेह्र
thirteenth	0.408	0.330	0.425	तेह्रौं
thirty	0.562	0.349	0.316	तीस
thistle	0.427	0.423	0.357	थिस्टल
thither	0.500	0.270	0.316	उता
thong	0.467	0.596	0.269	झोला
thorn	0.296	0.541	0.427	कांडा
thorny	0.177	0.690	0.500	काँटेदार
thorough	0.467	0.350	0.558	राम्ररी
thoroughbred	0.669	0.740	0.716	राम्रो जातको
thoroughfare	0.582	0.481	0.490	बाटो
thought	0.780	0.315	0.571	विचार
thoughtful	0.667	0.290	0.527	विचारशील
thoughtfulness	0.867	0.269	0.667	विचारशीलता
thoughtless	0.194	0.580	0.452	विचारहीन
thoughts	0.745	0.382	0.691	विचारहरू
thousand	0.663	0.355	0.480	हजार
thrash	0.260	0.510	0.472	कुटपिट
thread	0.646	0.184	0.209	धागो
threat	0.135	0.865	0.667	खतरा
threaten	0.104	0.958	0.590	धम्की दिने
threatened	0.052	0.928	0.354	धम्की दिए
threatening	0.071	0.875	0.652	धम्कयाउने
three	0.653	0.225	0.377	तीन
threefold	0.521	0.400	0.534	तीन गुणा
threesome	0.490	0.676	0.560	त्रिगुट
thresh	0.490	0.417	0.500	थ्रेस
threshold	0.531	0.519	0.575	थ्रेसहोल्ड
thrice	0.469	0.442	0.462	तीन पटक
thrift	0.760	0.217	0.649	बचत
thrifty	0.604	0.380	0.676	मितव्ययी
thrill	0.888	0.837	0.711	रोमाञ्चक
thrilled	0.898	0.818	0.807	रोमाञ्चित
thriller	0.490	0.796	0.645	थ्रिलर
thrilling	0.930	0.827	0.782	रोमाञ्चक
thrive	0.948	0.529	0.772	फस्टाउनु
thriving	0.865	0.521	0.779	फस्टाउँदै
throat	0.350	0.538	0.346	घाँटी
throb	0.500	0.673	0.556	धड्कन
throbbing	0.645	0.808	0.491	धड्कन
throes	0.146	0.760	0.235	थ्रोस
throne	0.724	0.606	0.887	सिंहासन
throng	0.480	0.810	0.706	भीड
throttle	0.562	0.804	0.750	थ्रोटल
throw	0.344	0.770	0.623	फाल्नु
throwback	0.280	0.454	0.356	थ्रोब्याक
thrower	0.470	0.690	0.717	फेंकने
thrown	0.500	0.550	0.619	फ्याँकिएको
thrush	0.306	0.490	0.454	थ्रश
thrust	0.510	0.647	0.663	जोर
thruster	0.698	0.812	0.719	थ्रस्टर
thud	0.255	0.686	0.620	थप्पड
thug	0.240	0.882	0.667	ठग
thumb	0.673	0.271	0.361	औंला
thumbprint	0.510	0.347	0.451	औंठाछाप
thump	0.280	0.792	0.608	प्रहार
thumper	0.354	0.623	0.457	थम्पर
thumping	0.214	0.755	0.566	थम्पिङ
thunder	0.296	0.916	0.526	गर्जन
thunderbolt	0.418	0.719	0.642	गर्जन
thunderclap	0.390	0.833	0.607	गर्जन
thundering	0.337	0.778	0.700	गर्जन
thunderstorm	0.135	0.860	0.784	आँधी
thunderstruck	0.194	0.716	0.509	गर्जन
thwart	0.281	0.684	0.409	विफल पार्नु
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	थाइम
thyroid	0.234	0.455	0.373	थाइरोइड
tiara	0.719	0.300	0.472	मुकुट
tibia	0.450	0.302	0.425	टिबिया
tic	0.271	0.438	0.250	टिक
tick	0.521	0.386	0.412	टिक
ticked	0.469	0.386	0.455	टिक गरियो
ticker	0.479	0.471	0.509	टिकर
ticket	0.684	0.387	0.434	टिकट
tickle	0.760	0.727	0.342	गुदगुदी
tickled	0.755	0.707	0.364	गुदगुदी गरेको
ticklish	0.823	0.814	0.345	गुदगुदी गर्ने
tidal	0.592	0.539	0.519	ज्वार
tidal wave	0.240	0.894	0.736	समुन्द्री लहर
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	ज्वार
tidings	0.610	0.510	0.694	खबर
tidy	0.760	0.208	0.647	सफा
tie	0.663	0.464	0.431	टाई
tier	0.520	0.245	0.560	तह
tiff	0.531	0.415	0.343	झगडा
tiger	0.479	0.765	0.664	बाघ
tighten	0.388	0.487	0.627	कस्नु
tightness	0.344	0.606	0.759	तंगता
tightrope	0.354	0.653	0.279	टाइट्रोप
tights	0.583	0.343	0.269	टाइट्स
tilde	0.520	0.314	0.321	टिल्ड
tile	0.429	0.245	0.348	टाइल
tiling	0.600	0.330	0.315	टाइलिङ
till	0.490	0.327	0.319	सम्म
tillage	0.552	0.591	0.540	खेती
tiller	0.448	0.410	0.290	जोती
tilt	0.365	0.549	0.463	झुकाव
tilting	0.459	0.384	0.340	झुकाउने
timber	0.332	0.202	0.386	काठ
timberland	0.550	0.415	0.571	टिम्बरल्याण्ड
timbre	0.460	0.480	0.296	टिम्बर
time	0.604	0.288	0.609	समय
timeless	0.408	0.468	0.583	कालातीत
timeliness	0.760	0.404	0.582	समयबद्धता
timely	0.865	0.387	0.591	समयमै
timeout	0.344	0.433	0.322	समय सकियो
timepiece	0.650	0.279	0.461	घडी
timer	0.469	0.433	0.500	टाइमर
times	0.490	0.279	0.439	पटक
timetable	0.561	0.189	0.491	समय तालिका
timewasters	0.391	0.535	0.291	समय बर्बाद गर्नेहरू
timid	0.327	0.276	0.132	डरपोक
timidity	0.333	0.358	0.153	डरपोकता
timing	0.521	0.311	0.577	समय
tin	0.469	0.370	0.217	टिन
tincture	0.440	0.360	0.402	टिंचर
tine	0.438	0.373	0.284	टाइन
tinfoil	0.448	0.284	0.311	टिनफोइल
tinge	0.469	0.292	0.264	टिङ्ग
tingle	0.460	0.560	0.264	झनझन
tingling	0.427	0.615	0.340	झनझन
tinker	0.396	0.528	0.275	टिंकर
tinkering	0.531	0.490	0.448	टिंकरिङ
tinkle	0.562	0.529	0.356	टिङ्कल
tinkling	0.612	0.530	0.324	टिङ्किङ
tinnitus	0.384	0.536	0.411	टिनिटस
tinsel	0.663	0.521	0.473	टिनसेल
tint	0.582	0.292	0.273	रंग
tiny	0.479	0.196	0.125	सानो
tip	0.708	0.221	0.518	टिप
tipper	0.427	0.571	0.431	टिपर
tipster	0.490	0.462	0.490	टिपस्टर
tipsy	0.510	0.625	0.570	टिप्सी
tiptoe	0.510	0.490	0.407	टिपो
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	टायर
tired	0.125	0.317	0.191	थकित
tiredness	0.387	0.408	0.242	थकान
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	अथक
tiresome	0.240	0.542	0.153	थकाऊ
tiring	0.153	0.510	0.176	थकाउने
tissue	0.558	0.236	0.345	तन्तु
tistheseason	0.646	0.548	0.435	तिथीको मौसम
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	टाइटन
titanic	0.427	0.786	0.795	टाइटानिक
titanium	0.520	0.470	0.704	टाइटेनियम
tithe	0.507	0.276	0.385	दशांश
title	0.708	0.356	0.574	शीर्षक
titled	0.677	0.240	0.658	शीर्षक
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	शीर्षक
toad	0.302	0.452	0.196	टोड
toast	0.740	0.382	0.356	तताएको पाउरोटी
toaster	0.542	0.337	0.387	टोस्टर
toasty	0.698	0.461	0.396	स्वादिष्ट
tobacco	0.327	0.546	0.387	तंबाकू
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	टोड
today	0.806	0.306	0.362	आज
toddler	0.812	0.469	0.368	बच्चा
toe	0.406	0.221	0.293	औंला
toenail	0.530	0.380	0.306	खुट्टाको नङ
toffee	0.658	0.510	0.396	मिठाई
tofu	0.521	0.330	0.283	टोफु
toga	0.698	0.393	0.373	टोगा
together	0.874	0.392	0.658	सँगै
togetherness	0.906	0.360	0.635	एकता
toil	0.558	0.510	0.583	परिश्रम
toilet	0.490	0.290	0.233	शौचालय
toils	0.480	0.710	0.482	परिश्रम
token	0.510	0.418	0.414	टोकन
tolerable	0.750	0.350	0.374	सहन योग्य
tolerance	0.875	0.206	0.649	सहिष्णुता
tolerant	0.765	0.192	0.618	सहनशील
tolerate	0.724	0.430	0.588	सहन
toleration	0.776	0.442	0.727	सहनशीलता
toll	0.296	0.422	0.453	टोल
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	टमाटर
tomatoes	0.615	0.240	0.272	टमाटर
tomb	0.112	0.500	0.343	चिहान
tombstone	0.204	0.441	0.311	चिहान
tomcat	0.520	0.412	0.386	टोमक्याट
