English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
uncensured	0.438	0.649	0.509	uncensured
uncertain	0.363	0.500	0.164	မသေချာ
uncertainty	0.064	0.494	0.282	မသေချာ
unchallenged	0.552	0.394	0.545	မစိန်ခေါ်ပါ။
unchangeable	0.375	0.442	0.709	မပြောင်းလဲနိုင်သော
unchanged	0.490	0.204	0.237	မပြောင်းလဲ
uncharted	0.188	0.406	0.413	uncharted
uncherished	0.250	0.412	0.280	မငဲ့ကွက်
uncivilized	0.133	0.600	0.400	ယဉ်ကျေးသော
unclaimed	0.316	0.346	0.278	အရေးဆိုမထား
uncle	0.653	0.255	0.578	ဦးလေး
unclean	0.133	0.529	0.134	မသန့်ရှင်း
unclear	0.229	0.463	0.202	မသဲကွဲ
uncomfortable	0.188	0.610	0.214	အဆင်မပြေ
uncommon	0.459	0.429	0.373	အဆန်း
uncommonly	0.626	0.490	0.778	ရှာရှာဖွေဖွေ
uncomplicated	0.740	0.260	0.453	မရှုပ်ထွေး
uncompromising	0.320	0.531	0.613	အလျှော့မပေး
unconcerned	0.562	0.283	0.298	စိတ်မပူ
unconditional	0.760	0.493	0.715	ချွင်းချက်မရှိ
unconfirmed	0.334	0.321	0.339	အတည်မပြုရသေးပါ။
unconnected	0.188	0.265	0.213	အဆက်အစပ်မရှိ
unconscionable	0.208	0.618	0.429	မသိစိတ်
unconscious	0.240	0.356	0.195	သတိလစ်ခြင်း။
unconsciousness	0.177	0.440	0.121	သတိလစ်ခြင်း။
unconstitutional	0.230	0.588	0.491	ဖွဲ့စည်းပုံအခြေခံဥပဒေနှင့်မညီသော
unconstrained	0.653	0.640	0.635	အချုပ်အနှောင်ကင်းသော
uncontested	0.510	0.471	0.689	ပြိုင်ဆိုင်မှုမရှိ
uncontrollable	0.265	0.790	0.626	ထိန်းချုပ်မရသော
uncontrolled	0.188	0.891	0.544	အထိန်းအကွပ်မဲ့
unconventional	0.177	0.509	0.288	သမားရိုးကျမဟုတ်သော
unconvinced	0.409	0.458	0.228	စိတ်ချ
unconvincing	0.190	0.532	0.144	မယုံနိုင်စရာ
uncooked	0.312	0.321	0.241	မပြုတ်
uncooperative	0.250	0.422	0.246	ပူးပေါင်းဆောင်ရွက်မှုမရှိသော
uncorrelated	0.333	0.327	0.316	ဆက်စပ်မှုမရှိ
uncouth	0.080	0.761	0.350	အောက်တန်းကျသည်။
uncover	0.771	0.552	0.648	ဖော်ထုတ်ပါ။
uncritical	0.480	0.367	0.412	ဝေဖန်စရာ
uncut	0.448	0.422	0.278	မလှီးဖြတ်
undead	0.367	0.635	0.406	မသေ
undecided	0.286	0.433	0.127	မဆုံးဖြတ်ရသေး
undefeated	0.833	0.752	0.825	ရှုံးပွဲမရှိ
undefined	0.260	0.418	0.350	သတ်မှတ်မထားသော
undeniable	0.552	0.473	0.778	မငြင်းနိုင်သော
underage	0.469	0.461	0.300	အသက်မပြည့်သေး
underbelly	0.406	0.423	0.361	ဝမ်းဗိုက်
undercover	0.388	0.627	0.483	အထောက်တော်
undercurrent	0.357	0.582	0.520	ရေစီးကြောင်း
underdog	0.250	0.410	0.226	ခွေးရူး
underestimate	0.413	0.464	0.193	လျှော့တွက်ပါ။
undergo	0.398	0.554	0.339	ခံရတဲ့
undergraduate	0.583	0.500	0.559	ဘွဲ့ကြို
underground	0.396	0.455	0.452	မြေအောက်
underhanded	0.188	0.415	0.527	လက်ဆင့်ကမ်း
underlay	0.521	0.365	0.458	အောက်ခံ
underlie	0.323	0.378	0.275	အောက်ခံ
underline	0.480	0.412	0.509	မျဉ်းသား
underlying	0.480	0.445	0.452	အရင်းခံ
undermine	0.316	0.491	0.413	မရှိအောင်၊
undermined	0.365	0.409	0.394	ယိုင်နဲ့
underneath	0.450	0.265	0.158	အောက်မှာ
underpaid	0.146	0.413	0.209	လစာနည်းသည်။
underpants	0.448	0.473	0.276	အတွင်းခံ
underprivileged	0.167	0.449	0.172	အောက်တန်းစား
underrated	0.208	0.520	0.333	အဆင့်သတ်မှတ်ချက်
underscore	0.375	0.275	0.306	အမှတ်များ
undersea	0.545	0.490	0.425	ပင်လယ်ရေအောက်
undersecretary	0.459	0.377	0.594	လက်ထောက်အတွင်းရေးမှူး
undersized	0.316	0.425	0.298	အရွယ်မပြည့်
understaffed	0.148	0.444	0.302	ဝန်ထမ်းနည်းပါးသည်။
understand	0.760	0.374	0.643	နားလည်သည်
understandable	0.776	0.363	0.566	နားလည်နိုင်သော
understanding	0.865	0.304	0.689	နားလည်မှု
understatement	0.347	0.480	0.473	အောက်ဖော်ပြချက်
understood	0.780	0.441	0.686	နားလည်သဘောပေါက်
understudy	0.378	0.402	0.420	သင်ယူမှု
undertake	0.796	0.702	0.754	ဆောင်ရွက်ရန်
undertaker	0.363	0.696	0.611	undertaker
undertaking	0.667	0.530	0.696	ခံဝန်ချက်
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	အတွင်းခံအဝတ်အစား
underwood	0.510	0.453	0.510	အောက်သစ်သား
underworld	0.177	0.676	0.613	မြေအောက်ကမ္ဘာ
underwrite	0.416	0.520	0.423	underwrite
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	မထိုက်တန်ပါ။
undesirable	0.177	0.644	0.260	မလိုလားအပ်သော
undesired	0.156	0.441	0.235	မလိုလားအပ်သော
undetectable	0.438	0.539	0.604	မသိနိုင်သော
undetected	0.224	0.304	0.268	လုပ်စရာမလိုဘူး။
undetermined	0.265	0.256	0.353	အတိအကျမသိရသေးပါ။
undeveloped	0.292	0.330	0.254	မဖွံ့ဖြိုးသေးပါ။
undignified	0.122	0.627	0.308	သိက္ခာမဲ့
undirected	0.330	0.417	0.310	လမ်းညွှန်ခြင်းမရှိပါ။
undisclosed	0.479	0.361	0.314	အလုံပိတ်ထားသည်။
undiscovered	0.438	0.347	0.261	မဖော်ထုတ်နိုင်
undisputed	0.646	0.588	0.673	အငြင်းပွားဖွယ်မရှိ
undisturbed	0.725	0.287	0.434	အနှောက်အယှက်မရှိ
undivided	0.510	0.380	0.490	ခွဲခြားထားသည်။
undo	0.365	0.444	0.349	နေလည်း
undoing	0.219	0.452	0.298	မလုပ်ခြင်း
undoubted	0.592	0.461	0.740	သံသယမရှိ
undress	0.438	0.900	0.336	သုတ်သင်
undressed	0.375	0.755	0.356	အဝတ်မဲ့
undue	0.156	0.573	0.318	လွန်လွန်ကဲကဲ
undying	0.708	0.500	0.773	မသေ
unearned	0.177	0.340	0.213	မရရှိပါ။
unearth	0.427	0.635	0.545	တူးဖော်သည်။
uneasiness	0.190	0.798	0.241	စိတ်မသက်မသာ
uneasy	0.115	0.598	0.349	စိတ်မဆိုး
uneducated	0.177	0.350	0.246	ပညာမတတ်
unemployed	0.094	0.481	0.230	အလုပ်လက်မဲ့
unemployment	0.094	0.400	0.297	အလုပ်လက်မဲ့
unencumbered	0.604	0.280	0.472	စာရင်းမ၀င်
unending	0.385	0.519	0.454	အဆုံးမရှိသော
unequal	0.118	0.433	0.202	မညီမျှ
unequalled	0.562	0.470	0.769	မညီမျှ
unequivocal	0.604	0.415	0.615	ပြတ်ပြတ်သားသား
unequivocally	0.521	0.668	0.554	ပြတ်ပြတ်သားသား
unethical	0.104	0.433	0.269	သိက္ခာမဲ့
uneven	0.125	0.457	0.240	မညီမညာ
uneventful	0.510	0.343	0.410	ထူးမခြားနား
unexpected	0.500	0.720	0.333	မျှော်လင့်မထားသော
unexpectedly	0.354	0.759	0.462	မမျှော်လင့်ဘဲ
unexplainable	0.260	0.448	0.610	မရှင်းပြနိုင်သော
unexplained	0.271	0.531	0.349	မရှင်းပြတတ်ပါ။
unexplored	0.401	0.640	0.388	မစူးစမ်းရသေး
unfailing	0.625	0.635	0.594	မအောင်မြင်
unfair	0.173	0.472	0.190	မတရားဘူး။
unfairness	0.170	0.817	0.336	မတရားမှု
unfaithful	0.031	0.806	0.298	သစ္စာမဲ့
unfamiliar	0.219	0.558	0.273	မရင်းနှီး
unfavorable	0.133	0.450	0.232	အဆင်မပြေဘူး။
unfeeling	0.235	0.377	0.345	မခံစားနိုင်
unfettered	0.569	0.650	0.586	လွတ်လွတ်ကျွတ်ကျွတ်
unfinished	0.188	0.368	0.264	အကြမ်းထည်
unfit	0.250	0.368	0.185	မသင့်လျော်
unflinching	0.667	0.606	0.882	မတုန်မလှုပ်
unfold	0.612	0.510	0.520	ဖြည်
unfollow	0.281	0.337	0.293	unfollow လုပ်ပါ။
unforeseen	0.255	0.714	0.500	မထင်မှတ်ထားသော
unforgettable	0.833	0.561	0.660	မမေ့နိုင်သော
unforgivable	0.276	0.743	0.490	ခွင့်မလွှတ်နိုင်သော
unforgiving	0.406	0.630	0.793	ခွင့်မလွှတ်သော
unfortunate	0.073	0.487	0.195	ကံဆိုး
unfortunately	0.104	0.494	0.281	ကံမကောင်းပါ။
unfounded	0.271	0.520	0.410	အခြေအမြစ်မရှိ
unfreeze	0.458	0.297	0.375	အေးခဲသွားသည်
unfriendly	0.173	0.670	0.458	ဖော်ရွေသော
unfulfilled	0.184	0.426	0.268	မပြည့်စုံ
unfurnished	0.316	0.333	0.272	ပြင်ဆင်ပြီးသား
unglued	0.378	0.446	0.352	unglued
ungodly	0.296	0.423	0.388	တရားမဲ့
ungrateful	0.219	0.461	0.275	ကျေးဇူးကန်းသော
unguarded	0.156	0.578	0.205	သတိမထားမိ
unhand	0.406	0.360	0.361	လက်လွတ်
unhappiness	0.083	0.630	0.222	စိတ်ညစ်စရာတွေ
unhappy	0.112	0.500	0.155	စိတ်မချမ်းသာ
unharmed	0.740	0.378	0.491	အန္တရာယ်ကင်းသည်။
unhealthy	0.115	0.549	0.214	ကျန်းမာရေးနှင့်မညီညွတ်
unheard	0.344	0.539	0.500	မကြားရ။
unhelpful	0.104	0.320	0.118	အကူအညီမဖြစ်ပါ။
unhindered	0.729	0.441	0.725	အတားအဆီးမရှိ
unholy	0.327	0.560	0.445	မသန့်ရှင်း
unhook	0.375	0.592	0.310	ချိတ်လိုက်ပါ။
unicorn	0.776	0.510	0.480	ယူနီကွန်
unidentified	0.385	0.361	0.199	အမည်မသိ
unification	0.688	0.345	0.788	ပေါင်းစည်းရေး
unified	0.729	0.439	0.764	တစ်စုတစ်စည်းတည်း
uniform	0.570	0.245	0.655	ယူနီဖောင်း
uniformed	0.469	0.519	0.589	ယူနီဖောင်းဝတ်
uniformity	0.745	0.353	0.538	တူညီမှု
uniformly	0.625	0.333	0.704	တစ်ပုံစံတည်း
unimaginable	0.573	0.634	0.589	စိတ်ကူးမယဉ်နိုင်ပါ။
unimpeachable	0.684	0.550	0.784	အပြစ်မတင်နိုင်သော
unimpeached	0.458	0.335	0.433	အပြစ်ကင်းသော
unimportant	0.281	0.240	0.175	အရေးမကြီး
unimpressed	0.198	0.302	0.327	အထင်ကြီးစရာ
unimproved	0.163	0.377	0.144	မတိုးတက်
uninfected	0.688	0.304	0.389	ရောဂါပိုးမရှိပါ။
uninformed	0.156	0.370	0.182	အသိမဲ့
uninhabited	0.301	0.230	0.221	လူမနေသော
uninitiated	0.271	0.288	0.288	ပြိန်း
uninspired	0.163	0.243	0.260	စိတ်အားထက်သန်သော
unintelligible	0.208	0.472	0.283	လုံးထွေး
unintended	0.438	0.385	0.349	မရည်ရွယ်ပါ။
unintentional	0.333	0.538	0.306	မရည်ရွယ်ပါ။
unintentionally	0.460	0.490	0.286	မရည်ရွယ်ဘဲ
uninterested	0.365	0.240	0.328	စိတ်မဝင်စား
uninteresting	0.153	0.235	0.228	စိတ်မဝင်စားပါ။
uninterrupted	0.500	0.434	0.527	အဆက်မပြတ်
uninvited	0.090	0.385	0.307	မဖိတ်ခေါ်ပါ။
union	0.854	0.226	0.766	ပြည်ထောင်စု
unique	0.823	0.347	0.661	ထူးခြားသော
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	တက်ညီလက်ညီ
unit	0.562	0.235	0.578	ယူနစ်
unitary	0.531	0.239	0.641	တစ်ပြည်ထောင်
unite	0.781	0.375	0.610	စည်းလုံးပါ။
united	0.781	0.431	0.783	စည်းလုံးတယ်။
unity	0.837	0.288	0.658	စည်းလုံးမှု
universal	0.802	0.417	0.833	တလောကလုံး
universality	0.796	0.410	0.840	universality
universe	0.694	0.454	0.839	စကြဝဠာ
university	0.735	0.574	0.741	တက္ကသိုလ်
unjust	0.115	0.625	0.278	မတရားသော
unjustifiable	0.115	0.596	0.394	တရားမျှတမှုမရှိသော
unjustified	0.288	0.541	0.314	မတရားသော
unkind	0.135	0.409	0.310	မကြင်နာပါ။
unknowable	0.347	0.540	0.396	မသိနိုင်သော
unknown	0.357	0.450	0.204	မသိ
unlawful	0.094	0.759	0.402	ဥပဒေမဲ့
unleash	0.479	0.775	0.559	လွှတ်လိုက်ပါ။
unlicensed	0.306	0.574	0.196	လိုင်စင်မဲ့
unlike	0.439	0.439	0.418	မကြိုက်
unlikely	0.271	0.293	0.245	မဖြစ်နိုင်ပါ။
unlimited	0.750	0.623	0.679	အကန့်အသတ်မရှိ
unlisted	0.365	0.265	0.218	စာရင်းမဝင်
unload	0.656	0.639	0.573	ချွတ်ချ
unloaded	0.469	0.380	0.331	ချွတ်ပြီး
unlock	0.582	0.442	0.592	သော့ဖွင့်ပါ။
unlucky	0.073	0.395	0.198	ကံမကောင်းပါ။
unmanageable	0.177	0.666	0.482	မစီမံနိုင်သော
unmanned	0.235	0.441	0.324	မောင်းသူမဲ့
unmarked	0.416	0.294	0.433	အမှတ်အသားမရှိ
unmarried	0.438	0.480	0.545	လက်မထပ်ရသေး
unmask	0.323	0.690	0.520	မျက်နှာဖုံးကို ဖွင့်ပါ။
unmatched	0.776	0.536	0.771	မယှဉ်သာ
unmistakable	0.602	0.571	0.765	မမှားနိုင်သော
unmitigated	0.649	0.427	0.422	လျော့ပါးသွားသည်။
unmoved	0.184	0.355	0.360	မလှုပ်မရှား
unnamed	0.316	0.189	0.284	အမည်မဖော်လိုပါ။
unnatural	0.153	0.587	0.434	သဘာဝမကျ
unnecessary	0.219	0.358	0.190	မလိုအပ်ပါ။
unneeded	0.177	0.375	0.245	မလိုအပ်ပါ။
unnoticed	0.302	0.440	0.260	သတိမပြုမိ
unnumbered	0.406	0.255	0.331	နံပါတ်မပါ
unobserved	0.398	0.255	0.257	သတိမထားမိ
unobstructed	0.583	0.440	0.573	အတားအဆီးမရှိ
unobtrusive	0.447	0.327	0.402	မသိမသာ
unoccupied	0.258	0.245	0.412	unoccupied
unofficial	0.260	0.302	0.255	တရားဝင်မဟုတ်သော
unopened	0.542	0.340	0.265	မဖွင့်ထား
unopposed	0.615	0.375	0.537	ကန့်ကွက်သည်။
unordered	0.224	0.482	0.190	စီစဥ်ထားခြင်းမရှိပါ။
unorganised	0.250	0.500	0.212	စည်းမဲ့မဲ့
unorganized	0.260	0.657	0.173	စည်းမဲ့မဲ့
unorthodox	0.340	0.480	0.441	ပုံမှန်မဟုတ်သော
unpack	0.531	0.528	0.445	ထုပ်ပိုးပါ။
unpaid	0.300	0.413	0.365	လစာမရသော
unparalleled	0.708	0.306	0.538	မယှဉ်နိုင်သော
unpleasant	0.122	0.612	0.185	မနှစ်မြို့ဖွယ်
unpleasantness	0.062	0.724	0.264	မနှစ်မြို့ဖွယ်
unplug	0.239	0.441	0.404	ပလပ်ဖြုတ်
unplugged	0.367	0.375	0.318	ဖြုတ်ထားသည်။
unpopular	0.073	0.441	0.164	လူကြိုက်မများ
unprecedented	0.500	0.491	0.658	မကြုံစဖူး
unpredictable	0.429	0.769	0.515	အစိုးမရ
unprepared	0.204	0.450	0.152	ပြင်ဆင်မထားပါ။
unpretentious	0.510	0.296	0.410	unpretentious
unproductive	0.100	0.324	0.237	မဖြစ်ထွန်းသော
unprofessional	0.042	0.370	0.170	ပရော်ဖက်ရှင်နယ်မဟုတ်သော
unprofitable	0.163	0.376	0.217	နေကြကုန်၏။
unprotected	0.150	0.582	0.197	အကာအကွယ်မဲ့
unproven	0.296	0.427	0.216	သက်သေမပြနိုင်ပါ။
unprovoked	0.565	0.327	0.385	စိတ်မဆိုး
unpublished	0.406	0.480	0.481	မထုတ်ဝေရသေးပါ။
unpunished	0.292	0.594	0.519	အရေးမယူ
unqualified	0.170	0.433	0.173	အရည်အချင်းမပြည့်မီ
unquestionable	0.469	0.450	0.843	မေးခွန်းထုတ်စရာ
unquestionably	0.500	0.630	0.750	သံသယမရှိ
unquestioned	0.562	0.509	0.746	မေးခွန်းမထုတ်ပါ။
unquote	0.388	0.363	0.517	ကိုးကားပါ။
unravel	0.378	0.598	0.455	ဖြေလျှော့ပါ။
unreachable	0.208	0.679	0.557	လက်လှမ်းမမီနိုင်သော
